family_id	n_genes	n_loci	n_contigs	cross_chrom	density	biotype_purity	repeat_mosaic	dom_biotype	compara_paralog	genes
GRFAM158	6	6	1	0	0.533	1.000	0	protein_coding	0	FAM47A,FAM47B,LOC101141047,LOC101141419,LOC101147616,LOC101144132
GRFAM159	6	6	1	0	0.867	0.667	0	lncRNA	0	LOC101126600,LOC134757115,LOC101144919,LOC129526814,LOC115930536,LOC109023168
GRFAM160	6	6	2	1	0.333	0.667	0	snoRNA	0	LOC101128917,RPL4,LOC115930872,LOC115930871,LOC115930941,LOC115930873
GRFAM161	6	6	5	1	0.467	0.833	0	protein_coding	0	LOC101129830,LOC109026990,LOC101146806,RPL18A,LOC115931681,LOC109024622
GRFAM162	6	6	4	1	0.600	0.667	0	protein_coding	0	LOC101136280,EEF1B2,LOC115933859,LOC115933861,LOC101146256,LOC101130619
GRFAM163	6	6	1	0	0.600	1.000	0	protein_coding	0	LOC101139531,LOC109026641,LOC115934311,LOC101140249,LOC101140616,UGT2B4
GRFAM164	6	6	1	0	0.533	1.000	0	protein_coding	0	LOC101141509,LOC129528915,LOC101142999,LOC101146167,LOC101146516,LOC101146864
GRFAM165	6	6	1	0	0.600	1.000	0	protein_coding	0	LOC101144735,LOC115932143,LOC115932144,LOC115932146,LOC101145464,SAGE1
GRFAM166	6	6	1	0	0.533	1.000	0	protein_coding	0	LOC101147888,LOC115936241,LOC101147533,LOC115936225,NOX4,LOC101149915
GRFAM167	6	6	5	1	0.867	1.000	0	protein_coding	0	LOC109028379,LOC109027324,EEF1A1,LOC101142679,LOC109023808,LOC101136757
GRFAM168	6	6	5	1	0.600	1.000	0	protein_coding	0	LOC115931286,LOC109026322,LOC101150435,LOC101152267,RPL7,LOC115930210
GRFAM169	6	6	1	0	0.600	0.667	0	protein_coding	0	LOC115932410,LOC101146541,LOC115932554,LOC101144987,LOC115932552,LOC101147372
GRFAM170	6	6	1	0	0.400	0.833	0	protein_coding	0	LOC129525216,LOC129525217,LOC101129722,LOC134756461,LOC134759291,LOC109028806
GRFAM171	6	6	1	0	0.533	0.667	0	C_region	0	LOC129526706,LOC129526578,LOC115933240,LOC115933128,LOC134757160,LOC115933127
GRFAM172	6	6	1	0	0.467	1.000	0	protein_coding	0	LOC129528684,LOC129528683,LOC109024105,LILRA5,LILRA2,LOC129528682
GRFAM173	6	6	4	1	0.400	0.500	0	lncRNA	0	LOC134756851,LOC129526485,LOC129526431,LOC129526430,LOC129527265,LOC129530314
GRFAM174	6	6	1	0	0.733	1.000	0	protein_coding	0	LOC134758420,LOC101130182,LOC101129227,LOC101128883,LOC101128279,LOC101127305
GRFAM175	6	6	1	0	0.867	1.000	0	protein_coding	0	LOC134758720,BTN2A2,BTN3A1,LOC129534455,LOC101147830,BTN2A1
GRFAM176	6	6	1	0	0.467	1.000	0	V_segment	0	LOC134758877,LOC134758812,LOC101133556,LOC134758814,LOC134758815,LOC134758816
GRFAM177	6	6	3	1	0.400	1.000	0	protein_coding	0	SRSF2,LOC115930074,KDM4E,LOC101137976,KDM4F,SRSF8
GRFAM178	6	5	1	0	0.333	0.667	0	protein_coding	0	SYT15,LOC115936054,LOC129525005,LOC115935989,LOC129525003,SHLD2
GRFAM179	6	6	1	0	0.600	0.667	0	protein_coding	0	TIMM23B,LOC115936113,PARG,TIMM23,LOC115933094,LOC115933075
GRFAM180	6	6	1	0	0.733	1.000	0	protein_coding	0	TXNDC11,ZC3H7A,LOC101136971,LOC101135984,LOC134757469,LOC115932749
GRFAM181	6	6	1	0	0.533	1.000	0	protein_coding	0	ZNF33B,LOC101139966,LOC101139613,ZNF37A,LOC101130677,LOC101129219
GRFAM182	5	5	1	0	0.600	0.600	0	protein_coding	0	ACSM5,LOC109028093,ACSM2A,LOC101149481,LOC109023667
GRFAM183	5	5	1	0	0.400	1.000	0	protein_coding	0	ANAPC1,LOC115933561,LOC134756773,LOC109025714,LOC134756742
GRFAM184	5	5	1	0	0.600	1.000	0	protein_coding	0	C4A,LOC101147473,LOC115935022,C4B,LOC109023079
GRFAM185	5	5	1	0	0.600	0.800	0	snoRNA	0	CCT6A,LOC129523945,LOC129523943,LOC129523944,LOC129523942
GRFAM186	5	5	1	0	0.600	1.000	0	protein_coding	0	CXCL6,PF4V1,PF4,PPBP,CXCL5
GRFAM187	5	5	2	1	0.500	1.000	0	protein_coding	0	DUSP7,LOC134758532,LOC115933340,LOC115933338,LOC115933339
GRFAM188	5	5	4	1	0.900	1.000	0	protein_coding	0	FTH1,LOC129525611,LOC101130706,LOC101130581,LOC115931247
GRFAM189	5	5	1	0	0.600	1.000	0	protein_coding	0	IKBKG,LOC101149184,LOC101148825,LOC115932121,LOC115932255
GRFAM190	5	5	1	0	0.600	0.800	0	protein_coding	0	KDM8,LOC129527614,LOC129523519,LOC101123970,LOC109023672
GRFAM191	5	5	3	1	0.600	1.000	0	protein_coding	0	LOC101124084,LOC101153713,ZNF286A,LOC115931260,UBE2S
GRFAM192	5	5	2	1	0.500	0.800	0	protein_coding	0	LOC101128844,ZNF92,LOC129528947,LOC101141027,LOC101145945
GRFAM193	5	5	1	0	0.700	1.000	0	protein_coding	0	LOC101132260,LOC101133713,LOC101131530,LOC101132985,LOC101133349
GRFAM194	5	5	4	1	0.700	1.000	0	protein_coding	0	LOC101135462,LOC115935247,LOC101152176,LOC101137437,LOC101134365
GRFAM195	5	5	1	0	0.900	1.000	0	protein_coding	0	LOC101137655,LOC101138029,LOC101137298,LOC101138407,LOC101139500
GRFAM196	5	5	3	1	0.600	0.600	0	snoRNA	0	LOC101138765,LOC101139383,LOC115933377,LOC115933381,LOC115933379
GRFAM197	5	5	1	0	0.400	1.000	0	lncRNA	0	LOC101140913,LOC134757803,LOC129529148,LOC109024408,LOC129529150
GRFAM198	5	5	1	0	1.000	1.000	0	protein_coding	0	LOC101148081,LOC101146886,LOC115931951,DDT,LOC109024512
GRFAM199	5	5	1	0	0.600	0.600	0	lncRNA	0	LOC101154316,LOC134758672,LOC129534077,LOC134758673,LOC129534468
GRFAM200	5	5	1	0	0.700	0.800	0	protein_coding	0	LOC109023513,LOC134756422,ADAMTS7,LOC115933405,LOC101127226
GRFAM201	5	5	2	1	0.400	0.600	0	lncRNA	0	LOC109023972,LOC129528192,LOC101125924,LOC129528191,LOC109024327
GRFAM202	5	5	1	0	0.600	1.000	0	V_segment	0	LOC109024545,LOC101149516,LOC101143752,LOC134758166,LOC101144853
GRFAM203	5	4	1	0	0.700	0.600	0	protein_coding	0	LOC109026492,LOC115932948,LOC115934368,LOC129533074,LOC115932847
GRFAM204	5	5	3	1	0.600	0.600	0	snRNA	0	LOC115931011,LOC101127525,LOC115932485,LOC129530427,LOC129530454
GRFAM205	5	5	1	0	0.600	1.000	0	protein_coding	0	LOC115931061,BMP8B,OXCT2,LOC101149312,LOC115930581
GRFAM206	5	5	1	0	0.600	0.800	0	protein_coding	0	LOC115931070,LOC115930076,LOC115931114,DOC2A,C18H16orf92
GRFAM207	5	5	1	0	0.600	1.000	0	protein_coding	0	LOC115935294,LOC101143487,PMS2,LOC129523491,LOC101143855
GRFAM208	5	5	1	0	0.500	0.800	0	lncRNA	0	LOC129523643,LOC134758924,LOC129523884,LOC109027572,LOC109027585
GRFAM209	5	5	1	0	0.600	0.600	0	lncRNA	0	LOC129525791,LOC101145482,LOC115932953,LOC134757318,LOC129525401
GRFAM210	5	5	3	1	0.500	0.600	0	protein_coding	0	LOC129525833,RAB6D,LOC101145879,LOC115930579,LOC115930603
GRFAM211	5	5	1	0	0.600	0.800	0	lncRNA	0	LOC129526429,LOC134756957,LOC129526428,LOC129526285,LOC129526316
GRFAM212	5	5	5	1	1.000	1.000	0	protein_coding	0	LOC129528333,LOC101132402,SUMO4,LOC115935322,LOC101136779
GRFAM213	5	5	1	0	0.600	1.000	0	protein_coding	0	LOC129530018,LOC101150369,LOC129530020,LOC129530021,MAGEA9
GRFAM214	5	5	2	1	0.400	0.600	0	snoRNA	0	LOC134758065,LOC101131455,LOC115934857,LOC115934837,LOC115934838
GRFAM215	5	5	1	0	0.600	0.800	0	protein_coding	0	MRPS31,LOC109024800,LOC115930406,LOC101136459,HNRNPA1L2
GRFAM216	5	5	2	1	0.500	0.800	0	protein_coding	0	NOL6,LOC134756891,LOC101152843,LOC115930505,SUGT1
GRFAM217	5	5	1	0	0.700	0.800	0	protein_coding	0	TCEAL2,TCEAL6,LOC129530093,TCEAL4,LOC101130542
GRFAM218	5	5	1	0	0.700	0.800	0	tRNA	0	TRNAA-AGC,TRNAA-AGC,TRNAA-AGC,LOC129534204,TRNAA-AGC
GRFAM219	5	5	1	0	1.000	1.000	0	protein_coding	0	ZSCAN5B,LOC101153957,LOC115931590,LOC115932619,LOC101128599
GRFAM220	4	4	1	0	0.500	1.000	0	protein_coding	0	BEX1,BEX4,BEX2,BEX3
GRFAM221	4	4	1	0	0.500	0.750	0	protein_coding	0	DRICH1,LOC101135441,LOC115931907,C23H22orf42
GRFAM222	4	4	1	0	0.667	1.000	0	protein_coding	0	EFL1,SAXO2,LOC101148528,LOC115930794
GRFAM223	4	4	1	0	0.667	1.000	0	protein_coding	0	GBA1,LOC115936258,LOC101127437,LOC101151730
GRFAM224	4	4	1	0	1.000	1.000	0	protein_coding	0	HP,LOC101124941,LOC129527712,LOC115930087
GRFAM225	4	4	3	1	0.500	1.000	0	protein_coding	0	HSPA6,HSPA1L,HSPA1A,HSPA2
GRFAM226	4	4	2	1	0.500	0.500	0	protein_coding	0	HSPA9,LOC115934823,LOC115934822,LOC101152106
GRFAM227	4	4	1	0	0.667	1.000	0	protein_coding	0	LILRB3,LILRB2,LOC101152160,LILRB4
GRFAM228	4	4	1	0	0.667	1.000	0	protein_coding	0	LOC101127388,LOC101131835,LOC115931658,LOC101129681
GRFAM229	4	4	1	0	0.833	1.000	0	protein_coding	0	LOC101128458,LOC115931020,LOC109023694,LOC101128088
GRFAM230	4	4	1	0	0.833	0.750	0	V_segment	0	LOC101128566,LOC115930559,LOC134757150,LOC115930562
GRFAM231	4	4	1	0	0.500	0.500	0	lncRNA	0	LOC101128781,LOC134756963,LOC115930440,C1QTNF9
GRFAM232	4	4	1	0	0.667	0.750	0	protein_coding	0	LOC101129673,LOC101129296,LOC101130382,LOC129534114
GRFAM233	4	4	4	1	0.833	1.000	0	protein_coding	0	LOC101130214,LOC101134010,LOC101144033,HNRNPA1
GRFAM234	4	4	1	0	0.833	0.750	0	protein_coding	0	LOC101132676,LOC134757749,LOC101130989,LOC101133420
GRFAM235	4	4	1	0	1.000	1.000	0	protein_coding	0	LOC101135633,LOC134756444,LOC134757639,LOC115931263
GRFAM236	4	4	1	0	0.500	1.000	0	protein_coding	0	LOC101136203,LOC109029062,LOC101152583,LOC109029034
GRFAM237	4	4	1	0	0.667	1.000	0	protein_coding	0	LOC101136561,LOC109029255,LOC101136923,LOC101136189
GRFAM238	4	4	3	1	0.667	0.750	0	protein_coding	0	LOC101137162,LOC101133649,LOC115934846,LOC109029292
GRFAM239	4	4	1	0	0.667	1.000	0	protein_coding	0	LOC101137417,LOC134756361,LOC109028938,LOC101142081
GRFAM240	4	4	1	0	0.500	1.000	0	protein_coding	0	LOC101138395,LOC101139116,LOC115936186,LOC101140568
GRFAM241	4	4	1	0	1.000	1.000	0	protein_coding	0	LOC101140222,LOC101140583,LOC115930191,LOC101143179
GRFAM242	4	4	2	1	0.500	1.000	0	lncRNA	0	LOC101142859,LOC134758545,LOC129528985,LOC101132803
GRFAM243	4	4	1	0	0.667	1.000	0	protein_coding	0	LOC101145835,LOC129523474,LOC101145461,LOC129530096
GRFAM244	4	4	3	1	0.500	0.750	0	protein_coding	0	LOC101146492,RPS3,LOC115936357,LOC129526335
GRFAM245	4	4	2	1	1.000	1.000	0	protein_coding	0	LOC101150945,LOC101147463,LOC115931267,LOC115931282
GRFAM246	4	4	3	1	1.000	1.000	0	protein_coding	0	LOC101152972,LOC129527053,LOC115931074,RHPN2
GRFAM247	4	4	1	0	1.000	1.000	0	protein_coding	0	LOC109023710,LOC115931015,LOC101149966,CES1
GRFAM248	4	4	1	0	1.000	1.000	0	protein_coding	0	LOC109025371,LOC101136027,LOC115931944,LOC101142890
GRFAM249	4	4	3	1	0.500	0.750	0	protein_coding	0	LOC109026668,TPT1,LOC115930473,LOC101145597
GRFAM250	4	4	1	0	0.500	1.000	0	protein_coding	0	LOC109029488,LOC115932735,LOC101133271,LOC101141937
GRFAM251	4	4	1	0	0.667	0.500	0	snoRNA	0	LOC115931154,LOC101125551,LOC115932645,MPV17L
GRFAM252	4	4	4	1	0.500	1.000	0	snoRNA	0	LOC115932313,LOC115934826,LOC115931128,LOC115931885
GRFAM253	4	4	1	0	1.000	1.000	0	protein_coding	0	LOC115936305,LOC101127189,LOC115936196,LOC101127800
GRFAM254	4	4	1	0	0.833	0.750	0	protein_coding	0	LOC129525722,LOC101126097,LOC134757139,LOC129525646
GRFAM255	4	4	3	1	0.667	0.750	0	lncRNA	0	LOC129526094,LOC129526796,LOC129526583,LOC129527394
GRFAM256	4	4	1	0	0.667	0.750	0	protein_coding	0	LOC129527643,LOC134757434,LOC129527637,LOC129527642
GRFAM257	4	4	1	0	1.000	1.000	0	protein_coding	0	LOC129529790,LOC115932241,LOC101136398,LOC115932281
GRFAM258	4	3	2	1	0.833	0.750	0	protein_coding	0	LOC129531870,CCDC188,LOC134758219,LOC109024617
GRFAM259	4	4	2	1	0.667	0.500	0	lncRNA	0	LOC129532316,LOC101124243,LOC134758969,NOM1
GRFAM260	4	4	4	1	0.833	0.750	0	lncRNA	0	LOC129532705,LOC129534528,LOC129525394,LOC134757408
GRFAM261	4	4	2	1	0.833	1.000	0	protein_coding	0	LOC134756954,LOC115933775,TRIP13,BRD9
GRFAM262	4	4	2	1	0.667	0.500	0	lncRNA	0	LOC134756959,LOC129526440,LOC115930534,CCDC196
GRFAM263	4	4	1	0	0.500	0.750	0	V_segment	0	LOC134757209,LOC134757167,LOC129526825,LOC134757212
GRFAM264	4	3	3	1	0.500	0.750	0	lncRNA	0	LOC134758017,LOC129525129,LOC129525130,LOC115931433
GRFAM265	4	4	4	1	1.000	0.750	0	lncRNA	0	LOC134758455,LOC134758865,LOC134756706,LOC134757042
GRFAM266	4	4	1	0	0.667	0.500	0	protein_coding	0	LOC134758591,LOC129532311,LOC129529531,PLD5
GRFAM267	4	4	3	1	0.500	1.000	0	lncRNA	0	LOC134758696,LOC129534146,LOC129534682,LOC134759035
GRFAM268	4	4	1	0	0.833	0.750	0	V_segment	0	LOC134758911,LOC115935257,LOC109027786,LOC101142765
GRFAM269	4	4	1	0	0.667	1.000	0	protein_coding	0	OBP2B,LOC101147034,LCN1,OBP2A
GRFAM270	4	4	1	0	0.667	1.000	0	protein_coding	0	OPN1LW,LOC129523516,OPN1MW3,TEX28
GRFAM271	4	3	1	0	0.833	1.000	0	protein_coding	0	RTL8B,LOC109023068,LOC101133912,LOC101134607
GRFAM272	4	4	3	1	0.500	0.750	0	protein_coding	0	SORL1,LOC129527621,LOC115932779,LOC115933039
GRFAM273	4	4	3	1	0.833	1.000	0	tRNA	0	TRNAC-GCA,TRNAC-GCA,TRNAC-GCA,TRNAC-GCA
GRFAM274	3	3	3	1	0.667	1.000	0	protein_coding	0	ACTA1,ACTG1,ACTB
GRFAM275	3	2	2	1	0.667	0.667	0	protein_coding	0	AHCTF1,LOC129531890,LOC101139146
GRFAM276	3	3	1	0	1.000	1.000	0	protein_coding	0	AKR1B10,LOC115935241,LOC101146188
GRFAM277	3	3	1	0	0.667	1.000	0	protein_coding	1	APOBEC3C,APOBEC3D,APOBEC3F
GRFAM278	3	3	1	0	0.667	1.000	0	protein_coding	0	APOL4,APOL2,APOL1
GRFAM279	3	3	1	0	1.000	1.000	0	protein_coding	0	CENPVL3,LOC101145832,LOC101142669
GRFAM280	3	3	1	0	0.667	1.000	0	protein_coding	0	FFAR1,FFAR3,LOC101143734
GRFAM281	3	3	1	0	0.667	0.667	0	protein_coding	0	FKBP9,LOC115935453,LOC101129903
GRFAM282	3	3	1	0	1.000	1.000	0	protein_coding	0	GSTM5,GSTM1,GSTM4
GRFAM283	3	3	1	0	1.000	1.000	0	protein_coding	0	HSD3B2,LOC101141070,LOC101141801
GRFAM284	3	3	1	0	1.000	1.000	0	protein_coding	0	KRT6A,KRT6C,LOC101136938
GRFAM285	3	3	2	1	0.667	0.667	0	protein_coding	0	LOC101125473,MXRA5,LOC129530428
GRFAM286	3	3	1	0	0.667	0.667	0	protein_coding	0	LOC101126037,LOC129533466,DHX40
GRFAM287	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101127338,ALG1L1P,LOC101133375
GRFAM288	3	3	3	1	1.000	1.000	0	protein_coding	0	LOC101127844,LOC134756436,LOC109024698
GRFAM289	3	3	3	1	1.000	1.000	0	protein_coding	0	LOC101128987,PRELID1,LOC101135126
GRFAM290	3	3	1	0	0.667	0.667	0	protein_coding	0	LOC101129445,SH2B2,LOC134758844
GRFAM291	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101129533,LOC101134919,LOC101129151
GRFAM292	3	3	3	1	0.667	1.000	0	protein_coding	0	LOC101130407,LOC101124418,LOC101143553
GRFAM293	3	3	1	0	0.667	0.667	0	protein_coding	0	LOC101130893,LOC134758846,PVRIG
GRFAM294	3	3	1	0	1.000	1.000	0	protein_coding	0	LOC101130972,LOC101130614,LOC101130238
GRFAM295	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101133708,LOC115936232,LOC101134051
GRFAM296	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101133830,LOC109025623,NAT8
GRFAM297	3	3	3	1	0.667	0.667	0	protein_coding	0	LOC101134038,LOC101123985,LOC115932524
GRFAM298	3	3	1	0	0.667	0.667	0	protein_coding	0	LOC101134115,LOC115934951,LOC101140496
GRFAM299	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101134240,LOC101134596,TMEM191C
GRFAM300	3	2	2	1	0.667	0.667	0	protein_coding	0	LOC101134308,LOC129527507,RNPS1
GRFAM301	3	3	3	1	0.667	1.000	0	protein_coding	0	LOC101136911,FAU,LOC101128102
GRFAM302	3	3	1	0	0.667	0.667	0	protein_coding	0	LOC101137143,LOC115930425,LOC115932186
GRFAM303	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101139911,LOC115934588,LOC115934574
GRFAM304	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101140206,LOC101140964,LOC101143529
GRFAM305	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101141519,LOC101141893,LOC101131842
GRFAM306	3	3	2	1	0.667	0.667	0	protein_coding	0	LOC101141974,RPS20,LOC115935727
GRFAM307	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101143959,LOC115930108,LOC101128230
GRFAM308	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101144011,LOC101143646,LOC134756398
GRFAM309	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101144637,LOC101145021,LOC115936276
GRFAM310	3	3	1	0	0.667	0.667	0	lncRNA	0	LOC101146236,LOC134756599,LOC129525800
GRFAM311	3	3	3	1	0.667	1.000	0	protein_coding	0	LOC101146246,EIF4B,LOC101136303
GRFAM312	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101147150,LOC129532554,ATAD3C
GRFAM313	3	3	1	0	1.000	1.000	0	protein_coding	0	LOC101149330,LOC101146459,LOC109028795
GRFAM314	3	3	1	0	1.000	1.000	0	protein_coding	0	LOC101149513,LOC115935323,LOC101147362
GRFAM315	3	3	3	1	1.000	1.000	0	protein_coding	0	LOC101149792,KRT8,LOC101132703
GRFAM316	3	3	3	1	1.000	1.000	0	protein_coding	0	LOC101150049,HSPD1,LOC115931220
GRFAM317	3	3	1	0	0.667	1.000	0	V_segment	0	LOC101150239,LOC134758187,LOC101152540
GRFAM318	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101151086,CEACAM18,SIGLEC12
GRFAM319	3	3	1	0	0.667	0.667	0	protein_coding	0	LOC101151351,LOC129524644,CDK20
GRFAM320	3	3	1	0	1.000	1.000	0	protein_coding	0	LOC101151968,LOC101151609,LCE2D
GRFAM321	3	3	3	1	1.000	1.000	0	protein_coding	0	LOC101152317,LOC109029167,LOC101134412
GRFAM322	3	3	1	0	1.000	1.000	0	protein_coding	0	LOC101152665,LOC115932047,LOC129529676
GRFAM323	3	3	3	1	1.000	1.000	0	protein_coding	0	LOC101153278,LOC109027288,LOC101135427
GRFAM324	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC101153729,LOC109024120,LOC115931638
GRFAM325	3	3	2	1	0.667	0.667	0	snoRNA	0	LOC109023100,LOC115930730,LOC115934885
GRFAM326	3	3	3	1	1.000	1.000	0	protein_coding	0	LOC109024295,LOC101131259,LOC109024294
GRFAM327	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC109026312,LOC129526672,LOC101134978
GRFAM328	3	3	3	1	1.000	1.000	0	protein_coding	0	LOC109026315,POU5F1,POU5F1B
GRFAM329	3	3	3	1	1.000	1.000	0	protein_coding	0	LOC109026392,LOC129533491,LOC101153492
GRFAM330	3	3	2	1	0.667	0.667	0	lncRNA	0	LOC109028284,LOC115932829,LOC129524551
GRFAM331	3	3	1	0	0.667	0.667	0	protein_coding	0	LOC109028664,LOC115936036,LOC115936044
GRFAM332	3	3	2	1	0.667	1.000	0	protein_coding	0	LOC115930126,LOC129527061,ELMO2
GRFAM333	3	3	1	0	0.667	0.667	0	protein_coding	0	LOC115930347,ALG10B,ALG10
GRFAM334	3	3	1	0	1.000	1.000	0	protein_coding	0	LOC115931067,LOC134757486,LOC101146261
GRFAM335	3	3	1	0	0.667	1.000	0	protein_coding	0	LOC115931610,LOC109024811,LOC115931626
GRFAM336	3	3	3	1	0.667	1.000	0	snoRNA	0	LOC115932381,LOC115930709,LOC115932015
GRFAM337	3	3	2	1	0.667	0.667	0	snoRNA	0	LOC115932490,LOC101143399,LOC115935916
GRFAM338	3	3	2	1	0.667	1.000	0	protein_coding	0	LOC115933254,LOC129531741,FOXO1
GRFAM339	3	3	1	0	0.667	0.667	0	snRNA	0	LOC115933513,LOC115933511,LOC115930073
GRFAM340	3	3	2	1	1.000	1.000	0	snoRNA	0	LOC115934473,LOC115935486,LOC115935487
GRFAM341	3	3	2	1	0.667	0.667	0	snoRNA	0	LOC115934824,LOC115933627,LOC134756791
GRFAM342	3	3	2	1	0.667	0.667	0	snRNA	0	LOC115935220,LOC129528075,LOC115931369
GRFAM343	3	3	2	1	0.667	0.667	0	protein_coding	0	LOC115935285,LOC109024694,LOC115932494
GRFAM344	3	3	1	0	1.000	1.000	0	protein_coding	0	LOC115936295,LOC115936286,LOC101129351
GRFAM345	3	3	2	1	0.667	1.000	0	lncRNA	0	LOC129523691,LOC129523657,LOC129529108
GRFAM346	3	3	1	0	1.000	0.667	0	protein_coding	0	LOC129525178,LOC115936027,LOC101146324
GRFAM347	3	3	1	0	0.667	0.667	0	protein_coding	0	LOC129527576,LOC129527577,LOC101133864
GRFAM348	3	3	3	1	1.000	0.667	0	lncRNA	0	LOC129527659,LOC134756601,LOC134757254
GRFAM349	3	3	2	1	1.000	1.000	0	protein_coding	0	LOC129528093,LOC101137570,OFD1
GRFAM350	3	3	3	1	0.667	1.000	0	lncRNA	0	LOC129528666,LOC134756456,LOC115931744
GRFAM351	3	3	1	0	0.667	1.000	0	lncRNA	0	LOC129529006,LOC129529008,LOC129529007
GRFAM352	3	3	1	0	0.667	0.667	0	lncRNA	0	LOC129531698,LOC101146691,LOC129531692
GRFAM353	3	3	3	1	1.000	1.000	0	protein_coding	0	LOC129531768,MRPS17,LOC101136534
GRFAM354	3	3	1	0	0.667	0.667	0	protein_coding	0	LOC129531866,LOC115933573,LOC101141821
GRFAM355	3	3	2	1	0.667	1.000	0	protein_coding	0	LOC129533460,LOC129527971,LOC115931299
GRFAM356	3	3	3	1	0.667	1.000	0	protein_coding	0	LOC129534659,LOC101144435,LOC129533959
GRFAM357	3	3	1	0	0.667	1.000	0	lncRNA	0	LOC134756852,LOC129524730,LOC129524757
GRFAM358	3	3	1	0	0.667	1.000	0	lncRNA	0	LOC134756875,LOC134756877,LOC134756878
GRFAM359	3	3	2	1	0.667	0.667	0	protein_coding	0	LOC134758478,LOC101133208,LOC129534744
GRFAM360	3	3	2	1	0.667	0.667	0	lncRNA	0	LOC134758551,LOC115934598,TBC1D26
GRFAM361	3	3	2	1	0.667	0.667	0	protein_coding	0	LOC134758689,LOC129534220,TCP10L
GRFAM362	3	3	1	0	1.000	0.667	0	tRNA	0	LOC134758722,TRNAI-AAU,TRNAI-AAU
GRFAM363	3	3	1	0	1.000	1.000	0	lncRNA	0	LOC134758787,LOC134758788,LOC134758789
GRFAM364	3	3	1	0	1.000	1.000	0	protein_coding	0	LOC134758806,LOC134758807,LOC134758808
GRFAM365	3	3	1	0	1.000	1.000	0	protein_coding	0	LOC134759280,LOC134759281,LOC115933478
GRFAM366	3	3	1	0	1.000	1.000	0	protein_coding	0	MAGI3,LOC134756439,LOC129525220
GRFAM367	3	3	1	0	1.000	1.000	0	protein_coding	0	MRGPRX3,LOC101133475,LOC101148734
GRFAM368	3	3	3	1	0.667	1.000	0	protein_coding	0	PHB1,LOC101142049,LOC101146664
GRFAM369	3	3	2	1	0.667	0.667	0	protein_coding	0	PLAC9,LOC134756614,LOC134756615
GRFAM370	3	3	1	0	0.667	1.000	0	protein_coding	0	PNMA3,PNMA6A,LOC101147743
GRFAM371	3	3	3	1	1.000	1.000	0	protein_coding	0	PPP1R2B,LOC101137461,LOC101130456
GRFAM372	3	3	2	1	0.667	1.000	0	protein_coding	0	PYURF,PIGY,LOC115933784
GRFAM373	3	3	2	1	0.667	1.000	0	protein_coding	0	RPL10A,LOC101152547,LOC109027960
GRFAM374	3	3	2	1	0.667	0.667	0	protein_coding	0	RPL37,LOC115931339,LOC109024249
GRFAM375	3	3	1	0	0.667	1.000	0	protein_coding	0	SCGB1D1,SCGB1D2,SCGB1D4
GRFAM376	3	3	3	1	0.667	1.000	0	protein_coding	0	SETSIP,LOC109023026,LOC101125643
GRFAM377	3	3	1	0	0.667	1.000	0	protein_coding	0	TNFRSF10C,LOC115935615,TNFRSF10D
GRFAM378	3	3	1	0	0.667	1.000	0	tRNA	0	TRNAC-GCA,TRNAC-GCA,TRNAC-GCA
GRFAM379	3	3	2	1	0.667	1.000	0	protein_coding	0	TVP23B,FBXW10,LOC101143828
GRFAM380	3	3	1	0	0.667	1.000	0	protein_coding	0	UGT2B15,LOC115934305,UGT2B17
GRFAM381	3	3	1	0	0.667	1.000	0	protein_coding	0	XAGE2,XAGE5,XAGE3
GRFAM382	3	3	2	1	1.000	1.000	0	protein_coding	0	ZNF273,LOC101137843,LOC115931570
GRFAM383	3	3	1	0	0.667	1.000	0	protein_coding	0	ZNF430,ZNF738,LOC101144838
GRFAM384	3	3	1	0	0.667	1.000	0	protein_coding	0	ZNF780B,ZNF780A,LOC101147718
GRFAM385	2	2	1	0	1.000	1.000	0	protein_coding	0	AMZ2,LOC129533485
GRFAM386	2	2	2	1	1.000	1.000	0	protein_coding	0	ANAPC15,LOC101137381
GRFAM387	2	2	2	1	1.000	1.000	0	protein_coding	0	ANP32E,LOC109029066
GRFAM388	2	2	1	0	1.000	1.000	0	protein_coding	0	APOC1,LOC109024151
GRFAM389	2	2	2	1	1.000	1.000	0	protein_coding	0	ATP6V1F,LOC109029005
GRFAM390	2	2	2	1	1.000	1.000	0	protein_coding	0	BANF1,LOC101148624
GRFAM391	2	2	2	1	1.000	1.000	0	protein_coding	0	C3H4orf46,LOC129527464
GRFAM392	2	2	2	1	1.000	1.000	0	protein_coding	0	C4H5orf52,LOC109024614
