gene_a	gene_b	in_rna	in_dna_loose	in_dna_whole	n_tied	expr_a	expr_b	cross_map	chrom_a	chrom_b	same_chrom	dist_bp	id	cov_a	cov_b
LOC129526471	LOC129530470	1	1	0	3	1	0	1	NC_073236.2	NC_073246.2	0	-1	0.9937	0.254	0.531
LOC129526471	LOC129530491	0	1	0	0	1	0	1	NC_073236.2	NC_073246.2	0	-1	0.9598	0.339	0.989
LOC129526471	LOC129530501	1	1	0	4	1	0	1	NC_073236.2	NC_073246.2	0	-1	0.9952	0.000	0.959
LOC129526471	LOC129530544	0	1	0	0	1	1	0	NC_073236.2	NC_073236.2	1	22022435	0.9937	0.256	0.347
LOC129526471	LOC129530564	0	1	0	0	1	0	1	NC_073236.2	NC_073246.2	0	-1	0.9891	0.405	0.598
LOC129526471	LOC129531453	1	1	1	11	1	1	1	NC_073236.2	NC_073240.2	0	-1	0.9838	0.666	0.901
LOC129526471	LOC134756416	0	1	0	0	1	0	1	NC_073236.2	NC_073246.2	0	-1	0.9910	0.000	0.702
LOC129526471	LOC134756432	1	0	0	3	1	1	1	NC_073236.2	NC_073236.2	1	2006470	0.0000	0.000	0.000
LOC129526471	LOC134756446	0	1	0	0	1	0	0	NC_073236.2	NC_073246.2	0	-1	0.9825	0.321	0.303
LOC129526471	LOC134756699	0	1	0	0	1	0	0	NC_073236.2	NC_073236.2	1	22039503	0.9864	0.000	1.000
LOC129526471	LOC134756947	0	1	0	0	1	1	0	NC_073236.2	NC_073238.2	0	-1	0.9941	0.409	0.784
LOC129526471	LOC134756951	0	1	0	0	1	1	0	NC_073236.2	NC_073238.2	0	-1	0.9903	0.205	1.000
LOC129526471	LOC134757041	1	1	0	4	1	0	1	NC_073236.2	NC_073238.2	0	-1	0.9886	0.175	1.000
LOC129526471	LOC134757390	0	1	0	0	1	0	0	NC_073236.2	NC_073241.2	0	-1	0.9955	0.000	0.596
LOC129526474	LOC129531490	0	1	1	0	0	0	0	NC_073240.2	NC_073236.2	0	-1	0.9979	1.000	1.000
LOC129526474	LOC134757070	0	1	1	0	0	0	0	NC_073240.2	NC_073238.2	0	-1	0.9915	0.992	1.000
LOC129526481	LOC129526488	0	1	1	0	1	0	0	NC_073238.2	NC_073238.2	1	2308833	0.9926	0.597	0.845
LOC129526481	LOC129527200	0	1	0	0	1	0	1	NC_073238.2	NC_073240.2	0	-1	0.9888	0.396	0.137
LOC129526481	LOC129527201	0	1	1	0	1	0	0	NC_073238.2	NC_073240.2	0	-1	0.9901	0.597	0.845
LOC129526481	LOC129528472	0	1	1	0	1	0	0	NC_073238.2	NC_073241.2	0	-1	0.9844	0.569	0.831
LOC129526481	LOC134756732	0	1	1	0	1	0	0	NC_073238.2	NC_073236.2	0	-1	0.9926	0.597	0.845
LOC129526488	LOC129527201	0	1	1	0	0	0	0	NC_073238.2	NC_073240.2	0	-1	0.9979	1.000	1.000
LOC129526488	LOC129527345	0	1	0	0	0	1	0	NC_073238.2	NC_073242.2	0	-1	0.9723	0.679	0.000
LOC129526488	LOC129528472	0	1	1	0	0	0	0	NC_073238.2	NC_073241.2	0	-1	0.9848	0.969	1.000
LOC129526488	LOC134756732	0	1	1	0	0	0	0	NC_073238.2	NC_073236.2	0	-1	1.0000	1.000	1.000
LOC129526491	TPP2	0	1	0	0	1	1	0	NC_073238.2	NC_073238.2	1	16114	1.0000	0.378	0.000
LOC129526544	SYT16	0	1	0	0	1	1	0	NC_073239.2	NC_073239.2	1	292689	1.0000	0.601	0.000
LOC129526550	LOC129527278	0	1	0	0	1	1	1	NC_073239.2	NC_073236.2	0	-1	0.9164	0.342	0.240
LOC129526550	LOC129528236	1	1	0	5	1	0	1	NC_073239.2	NC_073241.2	0	-1	0.9936	0.207	0.707
LOC129526550	LOC129529294	1	1	0	13	1	0	1	NC_073239.2	NC_073246.2	0	-1	0.9929	0.250	0.957
LOC129526550	LOC129529430	1	1	0	10	1	1	1	NC_073239.2	NC_086018.1	0	-1	0.9835	0.616	0.426
LOC129526550	LOC129531431	0	1	0	0	1	1	1	NC_073239.2	NC_073236.2	0	-1	0.9106	0.294	0.985
LOC129526550	LOC129532224	0	1	1	0	1	1	0	NC_073239.2	NC_073235.2	0	-1	0.9080	0.781	0.851
LOC129526550	LOC134757217	1	0	0	3	1	1	1	NC_073239.2	NC_073240.2	0	-1	0.0000	0.000	0.000
LOC129526551	LOC129526554	0	1	1	0	1	0	0	NC_073239.2	NC_073239.2	1	410463	0.9599	0.900	1.000
LOC129526551	LOC134757039	0	1	1	0	1	0	1	NC_073239.2	NC_073238.2	0	-1	0.9718	0.929	0.923
LOC129526552	LOC129526976	0	1	0	0	0	0	0	NC_073239.2	NC_073240.2	0	-1	0.9758	1.000	0.000
LOC129526552	LOC129527275	0	1	0	0	0	1	0	NC_073239.2	NC_073240.2	0	-1	0.9879	1.000	0.177
LOC129526552	LOC129529333	0	1	0	0	0	0	0	NC_073239.2	NC_073246.2	0	-1	0.9818	1.000	0.000
LOC129526552	LOC129529548	0	1	0	0	0	0	0	NC_073239.2	NC_086018.1	0	-1	0.9818	1.000	0.000
LOC129526552	LOC129529639	0	1	1	0	0	0	0	NC_073239.2	NC_086018.1	0	-1	0.9726	0.997	0.884
LOC129526552	LOC129531947	0	1	0	0	0	0	0	NC_073239.2	NC_073235.2	0	-1	0.9758	1.000	0.146
LOC129526552	LOC134757038	0	1	0	0	0	0	0	NC_073239.2	NC_073238.2	0	-1	0.9727	1.000	0.000
LOC129526553	LOC134756759	0	1	0	0	1	0	1	NC_073239.2	NC_073236.2	0	-1	0.9817	0.481	0.557
LOC129526554	LOC134757039	0	1	0	0	0	0	0	NC_073239.2	NC_073238.2	0	-1	0.9682	1.000	0.000
LOC129526564	LOC129534356	0	1	0	0	1	1	0	NC_073239.2	NC_073229.2	0	-1	0.9006	0.591	0.000
LOC129526565	LOC129526909	0	1	1	0	1	0	0	NC_073241.2	NC_073239.2	0	-1	0.9877	1.000	0.517
LOC129526565	LOC129527884	0	1	0	0	1	0	0	NC_073241.2	NC_073243.2	0	-1	0.9935	0.436	0.337
LOC129526565	LOC129532712	0	1	0	0	1	0	0	NC_073241.2	NC_073232.2	0	-1	0.9818	0.934	0.170
LOC129526565	LOC129532956	0	1	1	0	1	0	0	NC_073241.2	NC_073227.2	0	-1	0.9438	1.000	0.539
LOC129526565	LOC134756358	0	1	0	0	1	1	0	NC_073241.2	NC_073242.2	0	-1	0.9858	1.000	0.000
LOC129526565	LOC134757295	0	1	0	0	1	0	0	NC_073241.2	NC_073240.2	0	-1	0.9439	0.934	0.346
LOC129526566	LOC129527430	1	1	1	3	1	0	1	NC_073239.2	NC_073242.2	0	-1	0.9969	0.809	0.773
LOC129526566	LOC129527885	0	1	1	0	1	0	0	NC_073239.2	NC_073243.2	0	-1	0.9892	0.809	0.800
LOC129526566	LOC129528382	0	1	1	0	1	1	1	NC_073239.2	NC_073241.2	0	-1	0.9950	1.000	0.808
LOC129526566	LOC129528750	0	1	1	0	1	0	1	NC_073239.2	NC_073244.2	0	-1	0.9892	0.809	0.758
LOC129526566	LOC129532626	0	1	1	0	1	1	0	NC_073239.2	NC_086017.1	0	-1	0.9925	1.000	0.885
LOC129526566	LOC129532807	1	0	0	3	1	1	1	NC_073239.2	NC_073227.2	0	-1	0.8834	0.975	1.000
LOC129526566	LOC129532980	1	1	1	3	1	0	1	NC_073239.2	NC_073240.2	0	-1	0.9938	0.809	0.745
LOC129526566	LOC129534555	0	1	1	0	1	1	1	NC_073239.2	NC_073229.2	0	-1	0.9942	0.863	0.784
LOC129526566	LOC134756358	1	0	0	6	1	1	1	NC_073239.2	NC_073242.2	0	-1	0.0000	0.000	0.000
LOC129526566	LOC134756370	0	1	1	0	1	0	0	NC_073239.2	NC_086017.1	0	-1	0.9875	0.995	1.000
LOC129526568	LOC129526569	0	1	1	0	0	0	0	NC_073239.2	NC_073239.2	1	379655	0.9780	0.974	0.956
LOC129526568	LOC129527191	0	1	1	0	0	0	0	NC_073239.2	NC_073238.2	0	-1	0.9851	0.974	0.956
LOC129526568	LOC129527198	0	1	1	0	0	0	0	NC_073239.2	NC_073240.2	0	-1	0.9804	0.974	0.956
LOC129526568	LOC129529391	0	1	1	0	0	0	0	NC_073239.2	NC_073246.2	0	-1	0.9851	0.974	0.965
LOC129526568	LOC129529652	0	1	1	0	0	0	0	NC_073239.2	NC_086018.1	0	-1	0.9812	0.974	0.956
LOC129526569	LOC129527191	0	1	1	0	0	0	1	NC_073239.2	NC_073238.2	0	-1	0.9752	1.000	1.000
LOC129526569	LOC129527198	0	1	1	0	0	0	1	NC_073239.2	NC_073240.2	0	-1	0.9752	1.000	1.000
LOC129526569	LOC129529391	0	1	1	0	0	0	0	NC_073239.2	NC_073246.2	0	-1	0.9728	0.994	1.000
LOC129526569	LOC129529652	0	1	1	0	0	0	1	NC_073239.2	NC_086018.1	0	-1	0.9865	1.000	1.000
LOC129526580	LOC129527370	1	0	0	6	0	1	1	NC_073242.2	NC_073240.2	0	-1	0.9985	0.255	0.177
LOC129526580	LOC129527948	0	1	1	0	0	1	0	NC_073242.2	NC_073243.2	0	-1	0.9828	0.820	0.948
LOC129526580	LOC129528141	1	1	0	6	0	1	1	NC_073242.2	NC_073231.2	0	-1	0.9951	0.382	0.793
LOC129526580	LOC129528719	0	1	0	0	0	1	0	NC_073242.2	NC_073244.2	0	-1	0.9932	0.883	0.459
LOC129526580	LOC129530133	1	1	1	22	0	0	1	NC_073242.2	NC_073247.2	0	-1	0.9969	0.983	1.000
LOC129526580	LOC129531748	0	1	1	0	0	0	0	NC_073242.2	NC_073236.2	0	-1	0.9669	0.663	0.807
LOC129526580	LOC129532627	1	1	0	4	0	1	1	NC_073242.2	NC_086017.1	0	-1	0.9943	0.788	0.470
LOC129526580	LOC129532895	1	1	1	11	0	1	1	NC_073242.2	NC_073227.2	0	-1	0.9928	0.782	0.867
LOC129526580	LOC129533288	0	1	0	0	0	1	1	NC_073242.2	NC_073227.2	0	-1	0.9571	0.534	0.295
LOC129526580	LOC129534553	1	1	1	4	0	1	1	NC_073242.2	NC_073229.2	0	-1	0.9940	1.000	0.581
LOC129526580	LOC129534569	0	1	0	0	0	0	0	NC_073242.2	NC_073229.2	0	-1	1.0000	0.101	0.321
LOC129526580	LOC134759270	0	1	1	0	0	0	0	NC_073242.2	NC_073232.2	0	-1	0.9932	0.883	0.595
LOC129526580	SLC35F5	0	1	0	0	0	1	1	NC_073242.2	NC_073235.2	0	-1	0.9899	0.820	0.384
LOC129526612	QRSL1	0	1	1	0	0	1	0	NC_073239.2	NC_073229.2	0	-1	0.9099	0.825	0.584
LOC129526625	LOC134756612	0	1	0	0	1	1	0	NC_073239.2	NC_073235.2	0	-1	0.9354	0.000	0.536
LOC129526625	LOC134756683	0	1	0	0	1	0	0	NC_073239.2	NC_073235.2	0	-1	0.9045	0.000	0.348
LOC129526625	LOC134759285	0	1	0	0	1	1	0	NC_073239.2	NC_073233.2	0	-1	0.9300	0.000	0.418
LOC129526625	TMEM212	0	1	0	0	1	1	0	NC_073239.2	NC_086017.1	0	-1	0.9174	0.000	0.347
LOC129526652	MAP4K5	0	1	0	0	1	1	0	NC_073239.2	NC_073239.2	1	12082	1.0000	0.705	0.282
LOC129526706	LOC134757171	0	1	1	0	1	1	1	NC_073239.2	NC_073239.2	1	130114	0.9416	0.975	0.960
LOC129526712	LOC129532309	0	1	0	0	1	0	0	NC_073239.2	NC_086017.1	0	-1	0.9820	0.359	0.231
LOC129526712	LOC134756488	0	1	0	0	1	0	0	NC_073239.2	NC_073233.2	0	-1	0.9906	0.601	0.377
LOC129526712	LOC134756489	0	1	1	0	1	0	1	NC_073239.2	NC_073233.2	0	-1	0.9873	0.510	0.848
LOC129526712	LOC134756490	0	1	0	0	1	0	0	NC_073239.2	NC_073233.2	0	-1	0.9871	0.250	0.696
LOC129526712	LOC134757646	0	1	0	0	1	0	0	NC_073239.2	NC_073243.2	0	-1	0.9802	0.409	0.562
LOC129526712	LOC134758144	0	1	0	0	1	1	0	NC_073239.2	NC_086017.1	0	-1	0.9643	0.601	0.455
LOC129526713	LOC129528378	1	0	0	37	1	1	1	NC_073239.2	NC_073241.2	0	-1	0.0000	0.000	0.000
LOC129526713	LOC134758970	1	0	0	5	1	1	1	NC_073239.2	NC_073230.2	0	-1	0.0000	0.000	0.000
LOC129526731	LOC129528260	1	1	0	3	1	1	1	NC_073239.2	NC_073241.2	0	-1	0.9976	0.309	0.712
LOC129526731	LOC134757173	1	1	0	3	1	1	1	NC_073239.2	NC_073239.2	1	8808864	1.0000	0.304	0.710
LOC129526731	MALRD1	0	1	0	0	1	1	0	NC_073239.2	NC_073232.2	0	-1	0.9753	0.930	0.187
LOC129526788	SF3B4	0	1	1	0	0	1	0	NC_073239.2	NC_073224.2	0	-1	0.9433	0.648	0.508
LOC129526805	LOC129527400	0	1	0	0	1	0	0	NC_073239.2	NC_073242.2	0	-1	0.9483	0.403	0.000
LOC129526805	LOC129527621	0	1	0	0	1	0	0	NC_073239.2	NC_073242.2	0	-1	0.9188	0.560	0.000
LOC129526805	LOC129528127	0	1	0	0	1	1	0	NC_073239.2	NC_073243.2	0	-1	0.9391	0.560	0.366
LOC129526805	LOC129529131	0	1	0	0	1	1	0	NC_073239.2	NC_073224.2	0	-1	0.9557	0.560	0.194
LOC129526805	LOC129532154	0	1	0	0	1	1	0	NC_073239.2	NC_073235.2	0	-1	0.9637	0.341	0.000
LOC129526805	LOC129533165	0	1	0	0	1	0	0	NC_073239.2	NC_073227.2	0	-1	0.9413	0.423	0.000
LOC129526805	LOC129533522	0	1	0	0	1	1	0	NC_073239.2	NC_073228.2	0	-1	0.9123	0.413	0.000
LOC129526805	LOC129533659	0	1	0	0	1	0	0	NC_073239.2	NC_073228.2	0	-1	0.9465	0.425	0.000
LOC129526805	LOC129534685	0	1	0	0	1	0	0	NC_073239.2	NC_073230.2	0	-1	0.9568	0.551	0.000
LOC129526805	LOC134756558	0	1	0	0	1	1	0	NC_073239.2	NC_073234.2	0	-1	0.9033	0.556	0.000
LOC129526805	LOC134756677	0	1	0	0	1	1	0	NC_073239.2	NC_073235.2	0	-1	0.9635	0.425	0.000
LOC129526805	LOC134756815	0	1	0	0	1	0	0	NC_073239.2	NC_073236.2	0	-1	0.9635	0.482	0.454
LOC129526805	LOC134756881	0	1	0	0	1	1	0	NC_073239.2	NC_073237.2	0	-1	0.9252	0.415	0.000
LOC129526805	LOC134757626	0	1	0	0	1	0	0	NC_073239.2	NC_073243.2	0	-1	0.9283	0.476	0.415
LOC129526805	LOC134757630	0	1	0	0	1	0	0	NC_073239.2	NC_073243.2	0	-1	0.9544	0.408	0.240
LOC129526805	LOC134757935	0	1	0	0	1	1	0	NC_073239.2	NC_073247.2	0	-1	0.9520	0.560	0.000
LOC129526805	LOC134758337	0	1	0	0	1	0	0	NC_073239.2	NC_073227.2	0	-1	0.9510	0.380	0.000
LOC129526805	LOC134758340	0	1	0	0	1	0	0	NC_073239.2	NC_073227.2	0	-1	0.9338	0.495	0.000
LOC129526805	LOC134758735	0	1	0	0	1	0	0	NC_073239.2	NC_073224.2	0	-1	0.9298	0.368	0.000
LOC129526805	LOC134759230	0	1	0	0	1	0	0	NC_073239.2	NC_073232.2	0	-1	0.9595	0.408	0.000
LOC129526805	LOC134759326	0	1	0	0	1	1	0	NC_073239.2	NC_073233.2	0	-1	0.9586	0.425	0.518
LOC129526806	LOC129531833	0	1	0	0	1	0	0	NC_073239.2	NC_073236.2	0	-1	0.9058	0.000	0.563
LOC129526806	LOC134757259	0	1	0	0	1	0	0	NC_073239.2	NC_073240.2	0	-1	0.9186	0.000	0.335
LOC129526806	LOC134757970	0	1	0	0	1	0	0	NC_073239.2	NC_086017.1	0	-1	0.9216	0.000	0.312
LOC129526814	LOC134757115	0	1	0	0	1	1	1	NC_073239.2	NC_073239.2	1	34919	0.9927	0.516	0.131
LOC129526825	LOC134757212	0	1	0	0	0	1	0	NC_073239.2	NC_073239.2	1	48505	0.9569	0.382	0.455
LOC129526855	LOC129532835	1	1	1	22	1	1	1	NC_073240.2	NC_073227.2	0	-1	0.9931	1.000	0.991
LOC129526855	LOC134757643	0	1	0	0	1	1	1	NC_073240.2	NC_073243.2	0	-1	0.9759	0.000	0.364
LOC129526855	LOC134758386	1	0	0	105	1	1	1	NC_073240.2	NC_073227.2	0	-1	0.0000	0.000	0.000
LOC129526873	LOC134756953	1	1	1	294	1	0	1	NC_073240.2	NC_073238.2	0	-1	0.9989	0.999	1.000
LOC129526873	TBC1D1	1	0	0	287	1	1	1	NC_073240.2	NC_073227.2	0	-1	0.8975	0.939	0.753
LOC129526900	RPL23A	0	1	0	0	0	1	1	NC_073240.2	NC_073228.2	0	-1	0.9803	0.821	0.324
LOC129526909	LOC129527884	0	1	0	0	0	0	0	NC_073239.2	NC_073243.2	0	-1	0.9913	0.225	0.336
LOC129526909	LOC129532712	0	1	0	0	0	0	0	NC_073239.2	NC_073232.2	0	-1	0.9893	0.957	0.336
LOC129526909	LOC129532956	0	1	1	0	0	0	1	NC_073239.2	NC_073227.2	0	-1	0.9700	0.807	0.829
LOC129526909	LOC134756358	0	1	0	0	0	1	0	NC_073239.2	NC_073242.2	0	-1	0.9912	0.997	0.197
LOC129526909	LOC134757295	0	1	1	0	0	0	0	NC_073239.2	NC_073240.2	0	-1	0.9771	0.957	0.671
LOC129526951	LOC129530378	1	1	0	153	1	1	1	NC_073238.2	NC_073248.2	0	-1	0.9961	0.442	0.500
LOC129526956	LOC129528441	0	1	0	0	1	0	0	NC_073236.2	NC_073241.2	0	-1	0.9872	0.582	0.200
LOC129526956	LOC129528445	0	1	0	0	1	0	0	NC_073236.2	NC_073241.2	0	-1	0.9821	0.582	0.232
LOC129526956	LOC129528460	0	1	0	0	1	0	0	NC_073236.2	NC_073241.2	0	-1	0.9872	0.582	0.263
LOC129526956	LOC129528467	0	1	0	0	1	0	0	NC_073236.2	NC_073241.2	0	-1	0.9847	0.582	0.228
LOC129526956	LOC129529380	0	1	0	0	1	0	0	NC_073236.2	NC_073238.2	0	-1	0.9898	0.582	0.187
LOC129526956	LOC129529385	0	1	0	0	1	1	0	NC_073236.2	NC_073246.2	0	-1	0.9952	0.309	0.000
LOC129526956	LOC129530411	0	1	0	0	1	0	1	NC_073236.2	NC_073248.2	0	-1	1.0000	0.303	0.692
LOC129526956	LOC129530485	0	1	1	0	1	0	0	NC_073236.2	NC_073246.2	0	-1	0.9974	0.582	0.507
LOC129526956	LOC129530498	0	1	1	0	1	0	0	NC_073236.2	NC_073246.2	0	-1	0.9941	0.501	0.681
LOC129526956	LOC129530544	0	1	0	0	1	1	0	NC_073236.2	NC_073236.2	1	22014704	1.0000	0.443	0.162
LOC129526956	LOC129530564	0	1	0	0	1	0	0	NC_073236.2	NC_073246.2	0	-1	0.9974	0.582	0.233
LOC129526956	LOC134756432	1	1	1	3	1	1	1	NC_073236.2	NC_073236.2	1	2014201	1.0000	0.816	0.884
LOC129526956	LOC134756446	0	1	0	0	1	0	0	NC_073236.2	NC_073246.2	0	-1	0.9898	0.582	0.149
LOC129526956	LOC134757222	1	1	1	3	1	0	1	NC_073236.2	NC_073240.2	0	-1	1.0000	0.816	0.884
LOC129526957	LOC129528228	0	1	0	0	1	0	0	NC_073236.2	NC_073241.2	0	-1	0.9938	0.000	0.736
LOC129526957	LOC129528443	0	1	0	0	1	0	0	NC_073236.2	NC_073241.2	0	-1	0.9878	0.000	0.464
LOC129526957	LOC129528452	0	1	0	0	1	0	0	NC_073236.2	NC_073241.2	0	-1	0.9916	0.240	1.000
LOC129526957	LOC129528462	0	1	0	0	1	0	0	NC_073236.2	NC_073241.2	0	-1	0.9877	0.233	1.000
LOC129526957	LOC129528463	0	1	0	0	1	0	0	NC_073236.2	NC_073241.2	0	-1	0.9938	0.000	0.569
LOC129526957	LOC129529382	0	1	0	0	1	0	1	NC_073236.2	NC_073246.2	0	-1	0.9969	0.000	0.430
LOC129526957	LOC129530304	0	1	0	0	1	0	0	NC_073236.2	NC_073248.2	0	-1	0.9876	0.000	0.736
LOC129526957	LOC129530495	0	1	0	0	1	0	1	NC_073236.2	NC_073246.2	0	-1	0.9969	0.000	0.667
LOC129526957	LOC129530569	0	1	0	0	1	0	1	NC_073236.2	NC_073246.2	0	-1	0.9938	0.000	0.430
LOC129526957	LOC134756703	0	1	1	0	1	1	1	NC_073236.2	NC_073236.2	1	9424146	0.9892	0.534	0.951
LOC129526957	LOC134756949	1	1	0	257	1	0	1	NC_073236.2	NC_073238.2	0	-1	0.9956	0.131	1.000
LOC129526957	LOC134757036	0	1	0	0	1	0	0	NC_073236.2	NC_073238.2	0	-1	1.0000	0.093	0.744
LOC129526957	LOC134757216	1	1	1	290	1	1	1	NC_073236.2	NC_073240.2	0	-1	0.9997	0.947	0.964
LOC129526976	LOC129527275	0	1	0	0	0	1	0	NC_073240.2	NC_073240.2	1	3324302	0.9861	1.000	0.309
LOC129526976	LOC129529548	0	1	1	0	0	0	0	NC_073240.2	NC_086018.1	0	-1	0.9800	0.955	0.991
LOC129526976	LOC129529639	0	1	0	0	0	0	0	NC_073240.2	NC_086018.1	0	-1	0.9597	0.000	1.000
LOC129526976	LOC134757038	0	1	1	0	0	0	0	NC_073240.2	NC_073238.2	0	-1	0.9850	0.812	0.752
LOC129527016	TRPM1	0	1	0	0	1	1	0	NC_073240.2	NC_073240.2	1	47630	0.9007	0.450	0.000
LOC129527017	LOC129527021	1	1	1	23	1	0	1	NC_073240.2	NC_073240.2	1	170951	0.9963	1.000	0.928
LOC129527017	LOC129527023	1	0	0	4	1	1	1	NC_073240.2	NC_073240.2	1	391824	1.0000	0.097	0.000
LOC129527017	LOC129527071	0	1	0	0	1	1	0	NC_073240.2	NC_073240.2	1	8137613	0.9209	0.000	0.433
LOC129527017	LOC129527175	1	1	0	22	1	1	1	NC_073240.2	NC_073240.2	1	1675833	0.9955	1.000	0.455
LOC129527017	LOC129527176	1	1	1	18	1	1	1	NC_073240.2	NC_073240.2	1	300914	0.9966	0.989	1.000
LOC129527017	LOC134757232	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	3371059	0.9919	0.647	0.348
LOC129527017	LOC134757233	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	3361420	0.9835	0.000	0.706
LOC129527017	LOC134757307	1	1	1	23	1	1	1	NC_073240.2	NC_073240.2	1	130300	0.9974	1.000	0.929
LOC129527019	LOC134757308	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	170905	0.9165	0.000	0.496
LOC129527019	SPC25	0	1	0	0	1	1	0	NC_073240.2	NC_073235.2	0	-1	0.9465	0.000	0.342
LOC129527020	LOC129527023	0	1	0	0	0	1	0	NC_073240.2	NC_073240.2	1	391601	0.9985	0.902	0.414
LOC129527020	LOC129527024	0	1	0	0	0	0	0	NC_073240.2	NC_073240.2	1	170951	1.0000	0.254	1.000
LOC129527020	LOC129527177	0	1	1	0	0	0	0	NC_073240.2	NC_073240.2	1	136382	0.9978	1.000	1.000
LOC129527020	LOC134757310	0	1	0	0	0	0	0	NC_073240.2	NC_073240.2	1	308385	1.0000	0.302	0.996
LOC129527021	LOC129527023	1	0	0	4	0	1	1	NC_073240.2	NC_073240.2	1	220873	0.9961	0.090	0.000
LOC129527021	LOC129527071	0	1	0	0	0	1	0	NC_073240.2	NC_073240.2	1	8308564	0.9269	0.000	0.467
LOC129527021	LOC129527175	1	1	0	22	0	1	1	NC_073240.2	NC_073240.2	1	1846784	0.9965	0.998	0.490
LOC129527021	LOC129527176	1	1	1	18	0	1	1	NC_073240.2	NC_073240.2	1	129963	0.9966	0.918	1.000
LOC129527021	LOC134757232	0	1	0	0	0	0	0	NC_073240.2	NC_073240.2	1	3542010	0.9914	0.604	0.350
LOC129527021	LOC134757233	0	1	0	0	0	0	0	NC_073240.2	NC_073240.2	1	3532371	0.9835	0.000	0.706
LOC129527021	LOC134757307	1	1	1	23	0	1	1	NC_073240.2	NC_073240.2	1	40651	0.9990	0.999	1.000
LOC129527023	LOC129527024	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	220650	1.0000	0.000	0.606
LOC129527023	LOC129527175	1	0	0	4	1	1	1	NC_073240.2	NC_073240.2	1	2067657	0.0000	0.000	0.000
LOC129527023	LOC129527177	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	255219	0.9985	0.413	0.902
LOC129527023	LOC134757307	1	0	0	4	1	1	1	NC_073240.2	NC_073240.2	1	261524	1.0000	0.000	0.090
LOC129527023	LOC134757310	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	83216	1.0000	0.000	0.673
LOC129527024	LOC129527177	0	1	0	0	0	0	0	NC_073240.2	NC_073240.2	1	34569	0.9948	1.000	0.253
LOC129527024	LOC134757310	0	1	1	0	0	0	0	NC_073240.2	NC_073240.2	1	137434	1.0000	1.000	0.837
LOC129527049	LOC129527252	1	1	0	11	1	1	1	NC_073240.2	NC_073240.2	1	1603320	0.9977	0.131	0.920
LOC129527049	LOC129527253	1	0	0	25	1	1	1	NC_073240.2	NC_073240.2	1	1656695	0.0000	0.000	0.000
LOC129527053	RHPN2	0	1	1	0	1	1	0	NC_073240.2	NC_073244.2	0	-1	0.9623	0.982	0.771
LOC129527054	OCA2	0	1	0	0	1	1	1	NC_073240.2	NC_073240.2	1	5736270	0.9817	0.461	0.000
LOC129527055	LOC129527056	0	1	1	0	0	0	1	NC_073240.2	NC_073240.2	1	1976125	1.0000	0.941	1.000
LOC129527055	LOC129527257	0	1	1	0	0	0	1	NC_073240.2	NC_073240.2	1	1966308	1.0000	1.000	0.543
LOC129527056	LOC129527257	0	1	1	0	0	0	1	NC_073240.2	NC_073240.2	1	9817	1.0000	1.000	0.511
LOC129527057	LOC129527071	1	1	1	17	1	1	1	NC_073240.2	NC_073240.2	1	1262631	0.9917	1.000	0.888
LOC129527057	LOC129527170	1	1	1	16	1	1	1	NC_073240.2	NC_073240.2	1	7459544	0.9907	0.996	1.000
LOC129527057	LOC129527171	1	1	0	14	1	1	1	NC_073240.2	NC_073240.2	1	1070129	0.9958	0.401	0.762
LOC129527057	LOC134757233	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	6038824	0.9406	0.000	0.706
LOC129527066	LOC129527232	1	1	0	5	1	1	1	NC_073240.2	NC_073238.2	0	-1	0.9816	0.467	0.521
LOC129527066	LOC129527244	1	1	0	20	1	1	1	NC_073240.2	NC_073240.2	1	3688886	0.9933	0.366	0.427
LOC129527066	LOC129527253	1	0	0	5	1	1	1	NC_073240.2	NC_073240.2	1	3922641	0.0000	0.000	0.000
LOC129527066	LOC134757302	1	0	0	5	1	1	1	NC_073240.2	NC_073240.2	1	1581616	0.0000	0.000	0.000
LOC129527071	LOC129527170	1	1	1	12	1	1	1	NC_073240.2	NC_073240.2	1	6196913	0.9911	0.885	1.000
LOC129527071	LOC129527171	1	1	0	17	1	1	1	NC_073240.2	NC_073240.2	1	192502	1.0000	0.468	1.000
LOC129527071	LOC129527175	0	1	1	0	1	1	0	NC_073240.2	NC_073240.2	1	6461780	0.9479	0.969	1.000
LOC129527071	LOC129527176	0	1	0	0	1	1	0	NC_073240.2	NC_073240.2	1	8438527	0.9228	0.428	0.000
LOC129527071	LOC134757232	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	4766554	0.9395	0.780	0.000
LOC129527071	LOC134757233	0	1	0	0	1	0	0	NC_073240.2	NC_073240.2	1	4776193	0.9340	0.000	0.706
LOC129527071	LOC134757307	0	1	0	0	1	1	0	NC_073240.2	NC_073240.2	1	8267913	0.9258	0.467	0.000
LOC129527105	LOC129529234	0	1	0	0	1	1	0	NC_073240.2	NC_073224.2	0	-1	0.9871	0.306	0.182
