chrom	start	end	n_isoforms	n_fsm
NC_073235.2	88465525	88522515	2	0
NC_073235.2	88698318	88702817	1	0
NC_073235.2	88903983	88927080	1	0
NC_073235.2	89005581	89096984	3	0
NC_073235.2	89536137	89681936	1	0
NC_073235.2	89762565	89868957	2	0
NC_073235.2	89882079	89977509	9	1
NC_073235.2	90733985	91038250	9	2
NC_073235.2	91471637	91881887	11	0
NC_073235.2	92188126	92212361	6	0
NC_073235.2	92212512	92323332	4	1
NC_073235.2	92529728	92537850	1	0
NC_073235.2	92652056	92768202	7	0
NC_073235.2	92947721	92978110	1	0
NC_073235.2	93091979	93135875	2	0
NC_073235.2	93473802	93871022	5	1
NC_073235.2	94128476	94138099	1	0
NC_073235.2	94289034	94365803	1	0
NC_073235.2	94470001	94479367	1	0
NC_073235.2	94838498	94840294	1	0
NC_073235.2	96481355	96487999	1	0
NC_073235.2	96575825	96712317	1	0
NC_073235.2	96764638	96774236	1	0
NC_073235.2	96776472	96821374	1	0
NC_073235.2	98044562	98125076	3	0
NC_073235.2	98125083	98311500	2	0
NC_073235.2	98314117	98444188	1	0
NC_073235.2	98550654	98557024	1	0
NC_073235.2	98584584	98878820	3	2
NC_073235.2	99018885	99111889	3	0
NC_073235.2	99139987	99146113	1	0
NC_073235.2	99182098	99187017	1	0
NC_073235.2	99210651	99298368	2	0
NC_073235.2	99336164	99572382	2	0
NC_073235.2	99768274	99812883	3	0
NC_073235.2	100110675	100226601	1	0
NC_073235.2	102193517	102202177	1	0
NC_073235.2	102324561	102358100	1	0
NC_073235.2	102376032	102621050	6	0
NC_073235.2	102765027	102937708	9	6
NC_073235.2	102948111	102969329	1	0
NC_073235.2	102985399	103033368	1	0
NC_073235.2	103507227	103525278	1	0
NC_073235.2	103528416	103583445	1	0
NC_073235.2	103598898	103688979	3	0
NC_073235.2	103689039	103750244	4	0
NC_073235.2	103753033	103789168	5	0
NC_073235.2	103990220	104094522	5	0
NC_073235.2	104229780	104252004	2	0
NC_073235.2	104306854	104395053	9	0
NC_073235.2	104752970	104821065	1	0
NC_073235.2	104880494	104918814	4	0
NC_073235.2	105126188	105174539	1	0
NC_073235.2	105387071	105482335	1	0
NC_073235.2	105522457	105599079	12	2
NC_073235.2	105847685	105906747	1	0
NC_073235.2	105937311	106038268	9	4
NC_073235.2	106396112	106474014	2	0
NC_073235.2	106701497	106723219	1	0
NC_073235.2	107055066	107083300	1	0
NC_073235.2	107083425	107084165	1	0
NC_073235.2	108735822	108780703	4	0
NC_073235.2	109161815	109235282	1	0
NC_073235.2	109263563	109277572	1	0
NC_073235.2	109351809	109354588	1	0
NC_073235.2	109379724	109410337	2	1
NC_073235.2	109577610	109588133	1	0
NC_073235.2	109691431	109778817	1	1
NC_073235.2	110395741	110409138	1	0
NC_073235.2	110755452	110756998	1	0
NC_073235.2	110896227	110936301	1	0
NC_073235.2	112224821	112347317	3	1
NC_073235.2	112433993	112589878	1	0
NC_073235.2	112622032	112791226	4	0
NC_073235.2	112827149	112847387	1	0
NC_073235.2	113047385	113092548	1	0
NC_073235.2	114393515	114736422	1	0
NC_073235.2	115469414	115506247	1	0
NC_073235.2	115899640	115993969	2	0
NC_073235.2	116489419	116559996	2	0
NC_073235.2	116664156	116800344	1	0
NC_073235.2	117384004	117465461	1	0
NC_073235.2	117465739	117502812	2	0
NC_073235.2	117682749	117686781	1	0
NC_073235.2	117974463	118034722	3	0
NC_073235.2	118034861	118042686	2	0
NC_073235.2	118276248	118290342	1	0
NC_073235.2	118705774	118748968	1	0
NC_073235.2	119075063	119151888	1	1
NC_073235.2	119936988	120155247	5	0
NC_073235.2	120492740	120684098	2	0
NC_073235.2	120967909	121044046	4	1
NC_073235.2	121062226	121064109	1	0
NC_073235.2	121125591	121146597	1	0
NC_073235.2	121149591	121293368	11	1
NC_073235.2	121356657	121369504	4	0
NC_073235.2	121369549	121399869	7	0
NC_073235.2	121407655	121451924	7	0
NC_073235.2	121575992	121587762	1	0
NC_073235.2	121593975	121600837	1	0
NC_073235.2	121698637	121720851	1	0
NC_073235.2	121868055	121874271	1	0
NC_073235.2	121902876	121905749	1	0
NC_073235.2	121905869	121915217	3	0
NC_073235.2	121925692	121946498	26	0
NC_073235.2	121975585	121982959	1	0
NC_073235.2	121985680	121995543	1	0
NC_073235.2	122068431	122082301	3	0
NC_073235.2	122192821	122201293	2	0
NC_073235.2	122245047	122249079	1	0
NC_073235.2	122249207	122268237	2	0
NC_073235.2	122291292	122310939	5	0
NC_073235.2	122322083	122336494	2	0
NC_073235.2	123347454	123377825	1	0
NC_073235.2	124109354	124261901	2	0
NC_073235.2	125222697	125224569	1	0
NC_073235.2	125253278	125338647	3	0
NC_073235.2	125539340	125619418	2	2
NC_073235.2	126297562	126421337	1	1
NC_073235.2	129536874	129698922	2	0
NC_073235.2	129727552	130055780	19	3
NC_073235.2	130689975	130833907	1	0
NC_073235.2	132063582	132419438	1	0
NC_073235.2	132475021	132634291	2	0
NC_073235.2	132844284	133019180	1	0
NC_073235.2	133124648	133224388	2	1
NC_073235.2	133429700	133538025	2	0
NC_073235.2	133913679	134071560	4	0
NC_073235.2	134225619	134239196	3	0
NC_073235.2	134500849	134532404	2	0
NC_073235.2	134658437	135023554	1	0
NC_073235.2	135227603	135240495	1	0
NC_073235.2	135254718	135289132	2	1
NC_073235.2	135403345	135563994	3	1
NC_073235.2	135756882	135915648	1	0
NC_073235.2	135957929	136002329	5	0
NC_073235.2	136048852	136055425	1	0
NC_073235.2	136062894	136183184	1	0
NC_073235.2	136196905	136278620	7	0
NC_073235.2	136517092	136524321	1	0
NC_073235.2	136525944	136527037	1	0
NC_073235.2	136531243	136567278	2	0
NC_073235.2	136655080	136682772	1	0
NC_073235.2	137729744	137742962	1	0
NC_073235.2	139016498	139023934	1	0
NC_073235.2	140266234	140283101	1	0
NC_073235.2	140314187	140470759	2	1
NC_073235.2	140653738	140752804	3	0
NC_073235.2	140764459	140768906	1	0
NC_073235.2	140846420	140886481	6	0
NC_073235.2	141007371	141082965	2	0
NC_073235.2	141740211	141924438	1	0
NC_073235.2	142509649	142543124	1	0
NC_073235.2	142556631	142573179	1	0
NC_073235.2	142634159	142702743	1	0
NC_073235.2	142705596	142708798	1	0
NC_073235.2	142908063	142912433	1	0
NC_073235.2	143127633	143222303	19	1
NC_073235.2	143370906	143460762	2	0
NC_073235.2	143551413	143557130	1	0
NC_073235.2	143612750	143651230	2	0
NC_073235.2	143687577	143760014	5	0
NC_073235.2	143763448	143847409	6	0
NC_073235.2	143894219	143980297	1	0
NC_073235.2	144020844	144174749	12	0
NC_073235.2	144233364	144240704	1	0
NC_073235.2	144305031	144341688	5	0
NC_073235.2	144343595	144355201	3	0
NC_073235.2	144371099	144399797	6	1
NC_073235.2	144404817	144437952	10	2
NC_073235.2	144504548	144507598	1	0
NC_073235.2	144534967	144600096	1	0
NC_073235.2	144659762	144668260	1	0
NC_073235.2	144887343	144900273	2	0
NC_073235.2	144999821	145061002	2	0
NC_073235.2	145276776	145277596	1	0
NC_073236.2	4562895	4565741	1	0
NC_073236.2	4608101	4625551	1	0
NC_073236.2	4626227	4637091	1	0
NC_073236.2	21263952	21342501	3	0
NC_073236.2	22516570	22536367	1	0
NC_073236.2	22542048	22543282	1	0
NC_073236.2	22547997	22573893	1	0
NC_073236.2	22669389	22695667	1	0
NC_073236.2	24165791	24173065	1	0
NC_073236.2	24249773	24283397	1	0
NC_073236.2	24367561	24393171	1	0
NC_073236.2	24662968	24682449	1	0
NC_073236.2	24815919	24820595	1	0
NC_073236.2	25512900	25548798	1	0
NC_073236.2	25801231	25802957	1	0
NC_073236.2	29195265	29241507	2	0
NC_073236.2	29614071	29616835	1	0
NC_073236.2	30288793	30292210	1	0
NC_073236.2	30383425	30388025	1	0
NC_073236.2	30528023	30573698	2	0
NC_073236.2	31247462	31259491	1	0
NC_073236.2	31570253	31633523	2	0
NC_073236.2	31639942	31643281	1	0
NC_073236.2	31663101	31673625	1	0
NC_073236.2	31959391	31965735	1	0
NC_073236.2	31978836	31982271	1	0
NC_073236.2	31982696	31984590	1	0
NC_073236.2	32025955	32058720	2	0
NC_073236.2	32278874	32289190	1	0
NC_073236.2	32340381	32376688	1	0
NC_073236.2	32711171	32736482	1	0
NC_073236.2	32849926	32990856	2	0
NC_073236.2	33016035	33026422	1	0
NC_073236.2	33170352	33185853	1	0
NC_073236.2	33308531	33439563	1	0
NC_073236.2	33615105	33622954	1	1
NC_073236.2	33681487	33705151	1	0
NC_073236.2	33748189	33872960	9	0
NC_073236.2	33908134	33921393	4	0
NC_073236.2	34095919	34131086	1	0
NC_073236.2	34152440	34160744	2	0
NC_073236.2	34222002	34260412	1	1
NC_073236.2	34475803	34532811	10	1
NC_073236.2	34600276	34634103	1	0
NC_073236.2	34705806	34708403	1	0
NC_073236.2	34710703	34751948	6	0
NC_073236.2	34753658	34768793	2	0
NC_073236.2	34769820	34882395	3	1
NC_073236.2	34943019	34960730	1	0
NC_073236.2	34964258	34965197	1	0
NC_073236.2	34983789	34995138	2	0
NC_073236.2	35016924	35134773	9	0
NC_073236.2	35315538	35413504	2	0
NC_073236.2	35447799	35457768	1	0
NC_073236.2	35458352	35466489	4	0
NC_073236.2	35473653	35507598	2	1
NC_073236.2	35516194	35543114	2	0
NC_073236.2	35558864	35564296	1	0
NC_073236.2	35568254	35613790	1	0
NC_073236.2	36203158	36209876	1	0
NC_073236.2	36331128	36407244	4	0
NC_073236.2	36415964	36428296	2	1
NC_073236.2	36646709	36757258	3	0
NC_073236.2	36818672	37021681	22	1
NC_073236.2	37107953	37108533	1	0
NC_073236.2	37244876	37333394	2	0
NC_073236.2	37391052	37683711	1	0
NC_073236.2	37857582	37958148	1	0
NC_073236.2	38243768	38269542	1	1
NC_073236.2	38413154	38428156	1	0
NC_073236.2	38756889	38849095	1	0
NC_073236.2	38854517	39002091	2	0
NC_073236.2	39121953	39159032	1	0
NC_073236.2	39269292	39271780	1	0
NC_073236.2	39302578	39318867	1	0
NC_073236.2	39338215	39340649	1	0
NC_073236.2	39358864	39364357	1	0
NC_073236.2	39541367	39736431	9	0
NC_073236.2	39907857	39908536	1	0
NC_073236.2	40024816	40030513	1	0
NC_073236.2	40183254	40191228	1	0
NC_073236.2	40367497	40387332	1	0
NC_073236.2	40560435	40582614	2	1
NC_073236.2	42522555	42523951	1	0
NC_073236.2	42902729	42962419	1	0
NC_073236.2	44341132	44542739	7	0
NC_073236.2	45309138	45314239	1	0
NC_073236.2	45845429	45862958	1	0
NC_073236.2	46042693	46346091	6	0
NC_073236.2	46395027	46432511	2	0
NC_073236.2	46432683	46585594	3	1
NC_073236.2	46676816	46767773	10	1
NC_073236.2	47432750	47505412	5	0
NC_073236.2	47704776	47729529	1	0
NC_073236.2	47732211	47781827	6	0
NC_073236.2	47931524	47935990	1	0
NC_073236.2	48005662	48087974	2	0
NC_073236.2	48216740	48258000	1	0
NC_073236.2	48730307	48735381	1	0
NC_073236.2	48946008	49110646	1	0
NC_073236.2	49151936	49214253	1	0
NC_073236.2	49383641	49647655	6	0
NC_073236.2	49673065	49712660	1	0
NC_073236.2	49789590	49803438	1	0
NC_073236.2	49853120	49874934	2	0
NC_073236.2	49989276	50033822	3	0
NC_073236.2	50498813	50506535	1	0
NC_073236.2	50508882	50517200	1	0
NC_073236.2	50764162	50794127	5	1
NC_073236.2	50826041	50862170	1	0
NC_073236.2	51480391	51491064	1	0
NC_073236.2	51533049	51535482	1	0
NC_073236.2	51537114	51582782	3	0
NC_073236.2	51721489	51739597	2	1
NC_073236.2	51766372	51769576	1	0
NC_073236.2	51923272	51978870	1	0
NC_073236.2	51993738	52056096	2	0
NC_073236.2	52185505	52242985	3	0
NC_073236.2	52449540	52533527	1	0
NC_073236.2	52555171	52569784	1	0
NC_073236.2	52629426	52658078	1	0
NC_073236.2	52686517	52693286	1	0
NC_073236.2	52876741	52946938	2	0
NC_073236.2	52950738	52951772	1	0
NC_073236.2	53629187	53681367	4	0
NC_073236.2	53685056	53721258	6	0
NC_073236.2	53923128	53923789	1	0
NC_073236.2	54179500	54225839	5	1
NC_073236.2	54229985	54233221	1	0
NC_073236.2	54266166	54289455	9	0
NC_073236.2	54431410	54479676	5	0
NC_073236.2	54511623	54535752	1	0
NC_073236.2	54684716	54685354	1	0
NC_073236.2	54950645	54999738	1	0
NC_073236.2	55245039	55367491	1	0
NC_073236.2	56085478	56097464	1	0
NC_073236.2	57454542	57456368	1	0
NC_073236.2	59852048	60115621	1	0
NC_073236.2	61198649	61206561	1	0
NC_073236.2	64073099	64120412	3	0
NC_073236.2	64222751	64338350	2	0
NC_073236.2	65100252	65224896	17	0
NC_073236.2	65230147	65256175	9	1
NC_073236.2	65288215	65310738	5	0
NC_073236.2	65356916	65368533	2	0
NC_073236.2	65393761	65432025	5	2
NC_073236.2	65441787	65568217	4	0
NC_073236.2	65860725	65879314	1	0
NC_073236.2	65924610	65951788	1	0
NC_073236.2	65981030	65999954	1	0
NC_073236.2	66150930	66381108	6	0
NC_073236.2	66537851	66550862	1	0
NC_073236.2	66692381	66822652	1	0
NC_073236.2	66838692	66842358	1	0
NC_073236.2	67091930	67587815	5	0
NC_073236.2	68325154	68477542	5	0
NC_073236.2	68528051	68571316	1	0
NC_073236.2	68680314	68690672	3	0
NC_073236.2	68749735	68752497	1	0
NC_073236.2	68755213	68755946	1	0
NC_073236.2	68834626	68869442	1	0
NC_073236.2	68898445	68925822	2	0
NC_073236.2	69027937	69075753	1	0
NC_073236.2	69152287	69158671	1	0
NC_073236.2	69181712	69288828	2	1
NC_073236.2	69487095	69526052	6	1
NC_073236.2	69544743	69585592	6	1
NC_073236.2	69648444	69746803	3	0
NC_073236.2	69863503	69915633	1	0
NC_073236.2	70028788	70106536	3	0
NC_073236.2	70219715	70235958	1	0
NC_073236.2	70458638	70460348	1	0
NC_073236.2	70608063	70741394	2	1
NC_073236.2	70927487	71020409	2	1
NC_073236.2	71118605	71283278	5	1
NC_073236.2	71686079	71708291	3	1
NC_073236.2	72346449	72425395	1	0
NC_073236.2	72534692	72571050	1	0
NC_073236.2	73171484	73310891	4	0
NC_073236.2	73521863	73523483	1	0
NC_073236.2	73650431	73672108	1	0
NC_073236.2	73836881	73843525	1	0
NC_073236.2	74680076	74712564	4	0
NC_073236.2	74816321	74819215	1	0
NC_073236.2	74981960	74995859	1	0
NC_073236.2	75179754	75247817	1	0
NC_073236.2	75308590	75315866	2	0
NC_073236.2	75324414	75509347	1	0
NC_073236.2	75516739	75544631	1	0
NC_073236.2	75626345	75679657	4	0
NC_073236.2	75932486	76130063	1	0
NC_073236.2	76591445	76629995	1	0
NC_073236.2	76743870	77084321	8	0
NC_073236.2	77335330	77356381	1	0
NC_073236.2	78245590	78306265	1	0
NC_073236.2	78485338	78616575	5	0
NC_073236.2	78628809	78726268	3	0
NC_073236.2	78772908	78844515	2	0
NC_073236.2	78998332	79044096	1	0
NC_073236.2	79246764	79348861	1	0
NC_073236.2	80519217	80715631	1	0
NC_073236.2	80720396	80723482	1	0
NC_073236.2	80756635	80931364	1	0
NC_073236.2	81319152	81320060	1	0
NC_073236.2	81474842	81479528	1	0
NC_073236.2	81530458	81724968	18	2
NC_073236.2	81737844	81738859	1	0
NC_073236.2	84171905	84241301	1	0
NC_073236.2	84521677	84555040	2	0
NC_073236.2	84559313	84559669	1	0
NC_073236.2	84852978	85000790	2	0
NC_073236.2	85839149	85950177	4	1
NC_073236.2	85990501	86142965	7	2
NC_073236.2	86225273	86226906	1	0
NC_073236.2	86535906	86539851	1	0
NC_073236.2	87292144	87299679	1	0
NC_073236.2	88785493	88810651	1	0
NC_073236.2	89749321	89785120	1	0
NC_073236.2	89862982	89919814	1	1
NC_073236.2	90474413	90481394	1	0
NC_073236.2	90695464	90888147	3	0
NC_073236.2	91097320	91171190	8	0
NC_073236.2	91215572	91290239	3	0
NC_073236.2	91351665	91416516	2	2
NC_073236.2	91641147	91642866	1	0
NC_073236.2	92309154	92328880	1	0
NC_073236.2	92497115	92520089	1	0
NC_073236.2	93197128	93228747	2	0
NC_073236.2	93310369	93367894	3	0
NC_073236.2	93374503	93378756	1	0
NC_073236.2	93564417	94100627	3	0
NC_073236.2	94140509	94362968	1	0
NC_073236.2	94368097	94400485	1	0
NC_073236.2	95393634	95483466	5	1
NC_073236.2	95951921	95981661	1	0
NC_073236.2	95995359	96022244	1	0
NC_073236.2	96062558	96127346	1	0
NC_073236.2	96170546	96539215	9	0
NC_073236.2	97044982	97274508	1	0
NC_073236.2	97275315	97361527	1	0
NC_073236.2	97442334	97610107	4	1
NC_073236.2	97774704	97788190	1	0
NC_073236.2	97820156	97839817	1	0
NC_073236.2	100028304	100071346	3	0
NC_073236.2	100518043	100557163	1	0
NC_073236.2	100686445	100798119	1	0
NC_073236.2	100830060	100859149	1	0
NC_073236.2	100866039	100890479	1	0
NC_073236.2	100938592	101016925	2	0
NC_073236.2	101060325	101069618	4	0
NC_073236.2	101447076	101530527	2	0
NC_073236.2	101606533	101748238	11	0
NC_073236.2	102019857	102023750	1	0
NC_073236.2	102034033	102041611	1	0
NC_073236.2	102128801	102176413	2	0
NC_073236.2	102496293	102541045	3	0
NC_073236.2	102546428	102558074	1	0
NC_073236.2	102565118	102589459	5	1
NC_073236.2	102615719	102623486	2	1
NC_073236.2	102664214	102716784	2	0
NC_073236.2	102738704	102757343	5	0
NC_073236.2	102758109	102844847	9	0
NC_073236.2	103231005	103252347	1	0
NC_073236.2	103260845	103277401	1	0
NC_073236.2	103278599	103292491	1	0
NC_073236.2	104044537	104045156	1	0
NC_073236.2	104334145	104339889	1	0
NC_073236.2	104502311	104509173	1	0
NC_073236.2	105407145	105660006	1	0
NC_073236.2	105936743	105991028	3	0
NC_073236.2	106047491	106077452	1	0
NC_073236.2	106343768	106345744	1	0
NC_073236.2	106346281	106371208	1	0
NC_073236.2	106376892	106381404	1	0
NC_073236.2	106427047	106434033	1	0
NC_073236.2	106510779	106962827	3	0
NC_073236.2	107089297	107284332	5	0
NC_073236.2	107292611	107497322	4	0
NC_073236.2	107600273	107627459	2	0
NC_073236.2	107647546	107681561	1	0
NC_073236.2	107681935	107740131	6	0
NC_073236.2	107747484	107841584	4	0
NC_073236.2	107866407	107895115	1	0
NC_073236.2	108136959	108138084	1	0
NC_073236.2	108145479	108245212	3	0
NC_073236.2	108703916	108734031	1	0
NC_073236.2	108768388	108996764	2	0
NC_073236.2	109161721	109175333	1	0
NC_073236.2	109264487	109459190	3	0
NC_073236.2	109746897	109760044	1	0
NC_073236.2	109760363	109766326	1	0
NC_073236.2	109785457	109888702	1	0
NC_073236.2	110592930	110722588	2	0
NC_073236.2	110729533	110840851	4	1
NC_073236.2	111110107	111203563	4	1
NC_073236.2	111277639	111306040	1	0
NC_073236.2	111307776	111316766	1	0
NC_073236.2	111578932	112026624	4	0
NC_073236.2	112026657	112137539	2	0
NC_073236.2	112222022	112267663	4	0
NC_073236.2	112293907	112337269	3	0
NC_073236.2	112349239	112415528	1	0
NC_073236.2	112422964	112469064	3	1
NC_073236.2	112501634	112530150	1	0
NC_073236.2	112530548	112547440	5	1
NC_073236.2	112551890	112583625	2	0
NC_073236.2	112602052	112634569	2	0
NC_073236.2	112666439	112692973	3	0
NC_073236.2	112697186	112710781	5	1
NC_073236.2	112775826	112779747	2	0
NC_073236.2	112809798	112823903	1	0
NC_073236.2	112838787	112858880	3	3
NC_073236.2	112868834	112877597	3	0
NC_073236.2	113131480	113146788	1	0
NC_073236.2	113601074	113618772	1	0
NC_073236.2	113625656	113632600	1	0
NC_073236.2	113673650	113734209	2	0
NC_073236.2	113968785	113996952	1	0
NC_073236.2	114238348	114540965	6	1
NC_073236.2	114569491	114679119	2	0
NC_073236.2	114800273	114870239	1	0
NC_073236.2	115023904	115106333	1	0
NC_073236.2	115129546	115135746	1	1
NC_073236.2	115446311	115448529	1	0
NC_073236.2	115496343	115523260	1	0
NC_073236.2	115566092	115722932	6	0
NC_073236.2	115756412	115804005	2	1
NC_073236.2	115998770	116177455	14	0
NC_073236.2	116190487	116194738	1	0
NC_073236.2	116216028	116362465	1	0
NC_073236.2	117948151	117957897	1	0
NC_073236.2	117976839	117977191	1	0
NC_073236.2	118613928	118615415	1	0
NC_073236.2	118882104	118920449	1	0
NC_073236.2	119241287	119248975	1	0
NC_073236.2	119568051	119669871	4	0
NC_073236.2	119693466	119695444	1	0
NC_073236.2	119918629	119922425	1	0
NC_073236.2	119928037	119986164	1	0
NC_073236.2	120819191	120821565	1	0
NC_073236.2	120965569	120991459	1	0
NC_073236.2	121266219	121348830	1	0
NC_073236.2	121503013	121525053	2	0
NC_073236.2	122130340	122252442	13	0
NC_073236.2	122315638	122325489	1	0
NC_073236.2	123256243	123366112	2	0
NC_073236.2	124285170	124353883	1	0
NC_073236.2	125241688	125259328	1	1
NC_073236.2	126990157	127001192	1	0
NC_073236.2	127174548	127200392	1	0
NC_073236.2	127351486	127357209	1	0
NC_073236.2	127597842	127603205	1	0
NC_073236.2	128085170	128235622	3	1
NC_073236.2	128452263	128499251	4	1
NC_073236.2	128573156	128720127	1	0
NC_073236.2	128742598	128765862	1	0
NC_073236.2	128913120	128946973	1	0
NC_073236.2	129103378	129195961	13	2
NC_073236.2	129226528	129346493	2	0
NC_073236.2	129488632	129532636	1	1
NC_073236.2	129582559	129585042	1	0
NC_073236.2	129617444	129619120	1	0
NC_073236.2	129628540	129631903	1	0
NC_073236.2	129710369	129711479	1	0
NC_073236.2	129784365	129784889	1	0
NC_073236.2	129870902	129882207	2	0
NC_073236.2	129997164	130090346	2	0
NC_073236.2	130377727	130460306	7	0
NC_073236.2	130509054	130653592	3	0
NC_073236.2	130792357	130818903	3	0
NC_073236.2	131041686	131079990	1	0
NC_073236.2	131098908	131207507	6	1
NC_073236.2	131257506	131269639	1	0
NC_073236.2	131576271	131610493	1	0
NC_073236.2	132488361	132499689	1	0
NC_073236.2	132888012	133018780	1	0
NC_073236.2	133018829	133053235	1	0
NC_073236.2	133196211	133204178	1	0
NC_073236.2	134119302	134126745	1	0
NC_073236.2	134979505	134986890	1	0
NC_073236.2	136095384	136100862	1	0
NC_073236.2	136136678	136225897	2	0
NC_073236.2	136226826	136258082	1	0
NC_073236.2	136302603	136323661	1	0
NC_073236.2	136345670	136356615	2	0
NC_073236.2	136406555	136436607	2	0
NC_073236.2	136454070	136549998	2	0
NC_073236.2	136559711	136746772	2	1
NC_073236.2	137646545	137688036	1	0
NC_073236.2	137784567	138180723	7	0
NC_073236.2	138235234	138239727	1	0
NC_073236.2	138292113	138338983	1	0
NC_073236.2	138427045	138476715	1	0
NC_073236.2	138600905	138860113	4	0
NC_073236.2	139047584	139177611	2	0
NC_073236.2	139218229	139222802	1	0
NC_073236.2	139237224	139250375	1	0
NC_073236.2	139624269	139641161	3	0
NC_073236.2	139641299	139687348	4	1
NC_073237.2	12314440	12346114	3	0
NC_073237.2	12389106	12393580	1	0
NC_073237.2	14396060	14426129	1	0
NC_073237.2	14426346	14436176	1	0
NC_073237.2	14439445	14444712	1	0
NC_073237.2	16742608	16781152	1	0
NC_073237.2	17678383	17729192	6	0
NC_073237.2	22952813	22968678	1	0
NC_073237.2	23405514	23409254	1	0
NC_073237.2	23692331	23822927	1	0
NC_073237.2	24121097	24145831	1	0
NC_073237.2	24162099	24208608	3	0
NC_073237.2	24272644	24290483	1	1
NC_073237.2	24300308	24302807	1	0
NC_073237.2	24364858	24416391	3	0
NC_073237.2	24528495	24534272	1	0
NC_073237.2	24544526	24554200	1	0
NC_073237.2	24876738	24880902	1	0
NC_073237.2	25052701	25168106	3	0
NC_073237.2	25172068	25204339	14	3
NC_073237.2	25208305	25308159	4	0
NC_073237.2	25509958	25538146	3	0
NC_073237.2	25602615	25840931	6	1
NC_073237.2	26286089	26401639	7	0
NC_073237.2	26599972	26640779	1	0
NC_073237.2	26716874	26758159	1	0
NC_073237.2	27033238	27063472	1	0
NC_073237.2	27117402	27138559	2	0
NC_073237.2	27161434	27184924	4	1
NC_073237.2	27234897	27241549	2	0
NC_073237.2	27409895	27410904	1	0
NC_073237.2	27411079	27427301	2	0
NC_073237.2	27491249	27567011	4	0
NC_073237.2	27859957	27872220	3	2
NC_073237.2	27872221	27880073	3	0
NC_073237.2	27882279	27888524	1	0
NC_073237.2	27896242	27899861	1	0
NC_073237.2	27995220	28020118	1	0
NC_073237.2	28081644	28087710	1	0
NC_073237.2	28326548	28341880	10	0
NC_073237.2	28350531	28353749	1	0
NC_073237.2	28658944	28732106	1	0
NC_073237.2	28936930	29063809	2	0
NC_073237.2	29433928	29524375	1	0
NC_073237.2	29865090	30101520	5	0
NC_073237.2	30173923	30183183	1	0
NC_073237.2	30195937	30215177	1	0
NC_073237.2	30239832	30246938	1	0
NC_073237.2	30271873	30275063	1	0
NC_073237.2	30342205	30409977	1	0
NC_073237.2	30414391	30514231	4	1
NC_073237.2	30639408	30657476	1	0
NC_073237.2	30667197	30698350	1	0
NC_073237.2	30733733	30740340	1	1
NC_073237.2	30896526	30956720	6	1
NC_073237.2	30974188	30981943	4	0
NC_073237.2	31122246	31135586	4	0
NC_073237.2	31203002	31237172	2	1
NC_073237.2	31244197	31326791	8	1
NC_073237.2	31420678	31469093	12	0
NC_073237.2	31481202	31525047	3	0
NC_073237.2	31527215	31531791	1	0
NC_073237.2	31533361	31534274	1	0
NC_073237.2	32313328	32526543	1	0
NC_073237.2	33370385	33372925	1	0
NC_073237.2	33810663	33825549	1	0
NC_073237.2	34331584	34333795	1	0
NC_073237.2	35914740	35951101	1	0
NC_073237.2	36050792	36134339	1	0
NC_073237.2	36413485	36479285	1	1
NC_073237.2	36851849	36878792	1	0
NC_073237.2	36894129	37102811	2	0
NC_073237.2	37195371	37320957	2	1
NC_073237.2	37366706	37481784	3	0
NC_073237.2	37535623	37587007	1	0
NC_073237.2	40581163	40742258	23	2
NC_073237.2	42584786	42613434	1	0
NC_073237.2	43454718	43767332	4	0
NC_073237.2	43835884	44114466	1	1
NC_073237.2	44997691	45002561	1	0
NC_073237.2	45074587	45079161	1	0
NC_073237.2	45079444	45213897	4	0
NC_073237.2	45213938	45328926	4	1
NC_073237.2	45341389	45396637	3	0
NC_073237.2	45535569	45978503	2	0
NC_073237.2	46948181	47313927	4	0
NC_073237.2	47583290	48034226	1	1
NC_073237.2	48388931	48428223	1	0
NC_073237.2	48940938	48982804	1	0
NC_073237.2	48985908	49029037	2	0
NC_073237.2	49141183	49279774	1	0
NC_073237.2	49594192	49714813	2	0
NC_073237.2	51121054	51161886	1	0
NC_073237.2	51162782	51336967	7	1
NC_073237.2	51404093	51408978	1	0
NC_073237.2	51434854	51450736	1	0
NC_073237.2	51732306	51778779	1	0
NC_073237.2	53071908	53073705	1	0
NC_073237.2	55703349	55705535	1	0
NC_073237.2	55838438	55939592	1	0
NC_073237.2	56046621	56259034	5	0
NC_073237.2	57425989	57846581	6	0
NC_073237.2	57977089	58064606	6	0
NC_073237.2	58183331	58188090	1	0
NC_073237.2	58321342	58376124	2	0
NC_073237.2	58543212	58588265	2	0
NC_073237.2	58597056	58631043	1	0
NC_073237.2	58677419	58687344	1	0
NC_073237.2	58966867	59141680	4	1
NC_073237.2	59156167	59262388	1	0
NC_073237.2	59536758	59648226	1	0
NC_073237.2	59763553	59833477	2	0
NC_073237.2	59884942	59916518	1	0
NC_073237.2	59948278	60041011	3	0
NC_073237.2	60081319	60106724	1	0
NC_073237.2	60320144	60335501	1	0
NC_073237.2	60485744	60780791	2	0
NC_073237.2	60829726	60835493	1	0
NC_073237.2	61113118	61417099	3	0
NC_073237.2	61637579	61674128	1	0
NC_073237.2	61678588	61702996	1	0
NC_073237.2	61779604	61819320	1	0
NC_073237.2	61831489	61833732	1	0
