a	b	seq_id	cov_min	cov_max	len_min	len_max	len_ratio	njunc_a	njunc_b	njunc_min	njunc_diff	njunc_ratio	frac_ref	frac_mem	aln_cov_small	contig	co_junc	antisense	same_chrom	log_dist	overlap	disjoint	edge_betw	jaccard_nbr	common_nbr	deg_min	deg_max	compara_pos	panel_real	panel_counter	group
LOC129524667	LOC134757036	0.9938	0.3337	0.7442	434	968	0.4483	5	2	2	3	0.4	0.4	1.0	0.744	2	2	0	0		0	1	0.000485	0.8421	16	17	20	0	0	0	178
LOC129524668	LOC129529383	0.9928	0.944	0.9683	1009	1035	0.9749	1	1	1	0	1.0	1.0	1.0	0.968	1	1	0	0		0	1	0.010989	1.0	12	13	13	0	0	0	475
LOC129524668	LOC129530488	0.9908	0.9488	0.9684	1014	1035	0.9797	1	1	1	0	1.0	1.0	1.0	0.968	1	1	0	0		0	1	0.010989	1.0	12	13	13	0	0	0	475
LOC129524668	LOC134757414	0.9892	0.9714	0.9836	1035	1048	0.9876	1	1	1	0	1.0	1.0	1.0	0.984	1	1	0	0		0	1	0.010989	1.0	12	13	13	0	0	0	475
LOC129524668	LOC134757413	0.9882	0.9426	0.9836	1035	1080	0.9583	1	1	1	0	1.0	1.0	1.0	0.984	1	1	0	0		0	1	0.010989	1.0	12	13	13	0	0	0	475
LOC129524668	LOC134757392	0.9862	0.9713	0.9836	1035	1045	0.9904	1	2	1	1	0.5	0.5	1.0	0.981	1	1	0	0		0	1	0.010989	1.0	12	13	13	0	0	0	475
LOC129524668	LOC129530568	0.9885	0.9275	0.9677	992	1035	0.9585	1	1	1	0	1.0	1.0	1.0	0.968	1	1	0	0		0	1	0.010989	1.0	12	13	13	0	0	0	475
LOC129524668	LOC134757073	0.9878	0.7407	0.9469	1035	1323	0.7823	1	2	1	1	0.5	0.5	1.0	0.947	1	1	0	0		0	1	0.010989	1.0	12	13	13	0	0	0	475
LOC129524668	LOC134757415	0.987	0.9662	0.9804	1020	1035	0.9855	1	1	1	0	1.0	1.0	1.0	0.98	1	1	0	0		0	1	0.010989	1.0	12	13	13	0	0	0	475
LOC115932761	LOC129524668	0.9875	0.9275	0.9677	992	1035	0.9585	1	1	1	0	1.0	1.0	1.0	0.968	1	1	0	0		0	1	0.010989	1.0	12	13	13	0	0	0	475
LOC129524668	LOC129530380	0.9776	0.9469	0.9665	1014	1035	0.9797	1	1	1	0	1.0	1.0	1.0	0.966	1	1	0	0		0	1	0.010989	1.0	12	13	13	0	0	0	475
LOC129524669	LOC129530384	0.9523	0.3751	0.6415	915	1557	0.5877	11	9	9	2	0.8182	0.636	0.778	0.638	7	7	0	0		0	1	0.004762	1.0	1	2	2	0	0	0	644
LOC129524669	LOC129529663	0.9082	0.273	0.6728	596	1557	0.3828	11	7	7	4	0.6364	0.545	0.857	0.673	5	6	0	0		0	1	0.090476	0.0714	1	2	15	0	0	0	644
LOC129524670	LOC129528455	0.9467	0.9987	1.0	3752	3922	0.9567	13	12	12	1	0.9231	0.846	0.917	0.999	5	11	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129530464	0.9677	0.9069	0.9796	3570	3922	0.9102	13	11	11	2	0.8462	0.846	1.0	0.98	6	11	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129529384	0.9864	0.7328	0.991	2900	3922	0.7394	13	9	9	4	0.6923	0.692	1.0	0.991	9	9	0	0		0	1	0.000966	1.0	26	27	27	0	0	0	70
LOC129524670	LOC129530497	0.9827	0.7328	0.9911	2912	3922	0.7425	13	10	10	3	0.7692	0.692	0.9	0.986	9	9	0	0		0	1	0.000966	1.0	26	27	27	0	0	0	70
LOC129524670	LOC129528466	0.9521	0.7555	0.9179	3107	3922	0.7922	13	11	11	2	0.8462	0.692	0.818	0.918	8	9	0	0		0	1	0.000966	1.0	26	27	27	0	0	0	70
LOC129524670	LOC129530382	0.9642	0.733	0.9908	2838	3922	0.7236	13	9	9	4	0.6923	0.615	0.889	0.991	6	8	0	0		0	1	0.000966	1.0	26	27	27	0	0	0	70
LOC129524670	LOC129526379	0.9501	0.7346	0.9622	2885	3922	0.7356	13	11	11	2	0.8462	0.692	0.818	0.961	8	9	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129528469	0.9603	0.7323	0.9747	2882	3922	0.7348	13	10	10	3	0.7692	0.692	0.9	0.974	6	9	0	0		0	1	0.000966	1.0	26	27	27	0	0	0	70
LOC129524670	LOC129528193	0.9289	0.732	0.9716	2782	3922	0.7093	13	9	9	4	0.6923	0.615	0.889	0.972	5	8	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129530565	0.9278	0.7343	0.8261	3283	3922	0.8371	13	8	8	5	0.6154	0.538	0.875	0.826	5	7	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129530486	0.9264	0.7343	0.8261	3283	3922	0.8371	13	8	8	5	0.6154	0.538	0.875	0.826	5	7	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC134757055	0.9873	0.6624	0.9633	2700	3922	0.6884	13	9	9	4	0.6923	0.692	1.0	0.962	9	9	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129528464	0.9614	0.6866	0.973	2706	3922	0.69	13	9	9	4	0.6923	0.692	1.0	0.973	6	9	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129529647	0.9838	0.6451	0.9602	2635	3922	0.6719	13	8	8	5	0.6154	0.615	1.0	0.96	8	8	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129528459	0.9608	0.6624	0.9625	2637	3922	0.6724	13	9	9	4	0.6923	0.615	0.889	0.961	6	8	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129528444	0.9604	0.6624	0.9625	2640	3922	0.6731	13	8	8	5	0.6154	0.615	1.0	0.961	6	8	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129529381	0.981	0.5222	0.9548	2145	3922	0.5469	13	6	6	7	0.4615	0.462	1.0	0.955	6	6	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129529387	0.978	0.5222	0.9548	2145	3922	0.5469	13	6	6	7	0.4615	0.462	1.0	0.955	6	6	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129528440	0.9369	0.4327	0.9204	1758	3922	0.4482	13	8	8	5	0.6154	0.538	0.875	0.92	7	7	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524670	LOC129528449	0.9816	0.3465	0.9026	1509	3922	0.3848	13	6	6	7	0.4615	0.462	1.0	0.901	6	6	0	0		0	1	0.003589	0.9615	25	26	27	0	0	0	70
LOC129524470	LOC129528467	0.9875	0.9473	0.9767	1718	1765	0.9734	14	14	14	0	1.0	1.0	1.0	0.973	14	14	0	0		0	1	0.000318	0.9487	37	39	39	0	0	0	178
LOC129524470	LOC129530564	0.9915	0.9343	0.9769	1685	1765	0.9547	14	15	14	1	0.9333	0.933	1.0	0.977	8	14	0	0		0	1	0.000351	0.9487	37	39	39	0	0	0	178
LOC129524470	LOC129528445	0.9885	0.9354	0.9769	1687	1765	0.9558	14	15	14	1	0.9333	0.933	1.0	0.977	8	14	0	0		0	1	0.000287	1.0	38	39	39	0	0	0	178
LOC129524470	LOC129528441	0.9889	0.7342	0.8102	1765	1956	0.9024	14	12	12	2	0.8571	0.857	1.0	0.81	12	12	0	0		0	1	0.000468	0.8421	32	33	39	0	0	0	178
LOC129524470	LOC129529380	0.9909	0.6824	0.8096	1765	2094	0.8429	14	12	12	2	0.8571	0.857	1.0	0.81	12	12	0	0		0	1	0.000446	0.8684	33	34	39	0	0	0	178
LOC129524470	LOC129528460	0.9861	0.8096	0.9624	1491	1765	0.8448	14	11	11	3	0.7857	0.786	1.0	0.958	11	11	0	0		0	1	0.000468	0.8421	32	33	39	0	0	0	178
LOC129524470	LOC134756446	0.986	0.5418	0.8102	1765	2634	0.6701	14	16	14	2	0.875	0.75	0.857	0.808	8	12	0	0		0	1	0.001996	0.7143	30	35	39	0	0	0	178
KMT2C	LOC129524470	0.9846	0.0	0.8085	1765	16929	0.1043	61	14	14	47	0.2295	0.197	0.857	0.808	12	12	0	0		0	1	0.008081	0.6275	32	39	46	0	0	0	178
LOC129524470	LOC134756947	0.9967	0.6822	0.9233	1259	1765	0.7133	14	9	9	5	0.6429	0.571	0.889	0.918	5	8	0	0		0	1	0.000511	0.725	29	32	39	0	0	0	178
LOC129524470	LOC129528163	0.9992	0.6725	1.0	1187	1765	0.6725	14	9	9	5	0.6429	0.643	1.0	1.0	9	9	0	0		0	1	0.000511	0.725	29	32	39	0	0	0	178
LOC129524470	LOC129528196	0.9965	0.4861	1.0	858	1765	0.4861	14	7	7	7	0.5	0.5	1.0	1.0	7	7	0	0		0	1	0.002075	0.6829	28	32	39	0	0	0	178
LOC129524470	LOC129530491	0.959	0.4839	1.0	824	1765	0.4669	14	7	7	7	0.5	0.5	1.0	1.0	7	7	0	0		0	1	0.002121	0.6098	25	29	39	0	0	0	178
LOC129524470	LOC129530485	0.9946	0.4159	0.9495	773	1765	0.438	14	6	6	8	0.4286	0.429	1.0	0.95	6	6	0	0		0	1	0.001427	0.5122	21	25	39	0	0	0	178
LOC129524470	LOC129530470	0.9953	0.3592	0.531	1194	1765	0.6765	14	5	5	9	0.3571	0.357	1.0	0.531	5	5	0	0		0	1	0.00069	0.575	23	26	39	0	0	0	178
LOC129524470	LOC129528448	0.9961	0.2935	0.8576	604	1765	0.3422	14	3	3	11	0.2143	0.214	1.0	0.858	3	3	0	0		0	1	0.00071	0.55	22	25	39	0	0	0	178
LOC129524470	LOC134756951	0.9863	0.289	0.9961	514	1765	0.2912	14	3	3	11	0.2143	0.214	1.0	0.992	3	3	0	0		0	1	0.000796	0.475	19	22	39	0	0	0	178
LOC129524470	LOC129530498	0.9911	0.2538	0.9051	495	1765	0.2805	14	4	4	10	0.2857	0.286	1.0	0.905	4	4	0	0		0	1	0.001823	0.3902	16	20	39	0	0	0	178
LOC129524470	LOC134757222	0.9898	0.2221	0.6312	621	1765	0.3518	14	3	3	11	0.2143	0.214	1.0	0.631	3	3	0	0		0	1	0.002084	0.35	14	17	39	0	0	0	178
LOC129524470	LOC134757054	0.9941	0.1926	0.8854	384	1765	0.2176	14	3	3	11	0.2143	0.214	1.0	0.885	3	3	0	0		0	1	0.001876	0.35	14	17	39	0	0	0	178
LOC129524470	LOC129530393	0.9969	0.1813	1.0	320	1765	0.1813	14	2	2	12	0.1429	0.143	1.0	1.0	2	2	0	0		0	1	0.000736	0.5	20	23	39	0	0	0	178
LOC129524470	LOC129529477	0.9965	0.1637	1.0	289	1765	0.1637	14	2	2	12	0.1429	0.143	1.0	1.0	2	2	0	0		0	1	0.002138	0.3333	13	15	39	0	0	0	178
LOC129524470	LOC134757887	0.9928	0.1581	1.0	279	1765	0.1581	14	2	2	12	0.1429	0.143	1.0	1.0	2	2	0	0		0	1	0.002138	0.3333	13	15	39	0	0	0	178
LOC129524470	LOC129530400	0.9964	0.1552	1.0	274	1765	0.1552	14	2	2	12	0.1429	0.143	1.0	1.0	2	2	0	0		0	1	0.002138	0.3333	13	15	39	0	0	0	178
LOC129524470	LOC129530392	1.0	0.1382	1.0	244	1765	0.1382	14	2	2	12	0.1429	0.143	1.0	1.0	2	2	0	0		0	1	0.003696	0.2	8	11	39	0	0	0	178
LOC129524470	LOC134756416	0.9959	0.1371	0.7683	315	1765	0.1785	14	2	2	12	0.1429	0.143	1.0	0.768	2	2	0	0		0	1	0.004104	0.2558	11	17	39	0	0	0	178
LOC129524470	LOC134757390	0.9918	0.1377	0.6497	374	1765	0.2119	14	3	3	11	0.2143	0.214	1.0	0.65	3	3	0	0		0	1	0.004104	0.2558	11	17	39	0	0	0	178
LOC129524470	LOC129529421	0.9958	0.1337	1.0	236	1765	0.1337	14	2	2	12	0.1429	0.143	1.0	1.0	2	2	0	0		0	1	0.000813	0.45	18	21	39	0	0	0	178
LOC129524470	LOC129530394	1.0	0.128	1.0	226	1765	0.128	14	2	2	12	0.1429	0.143	1.0	1.0	2	2	0	0		0	1	0.000881	0.425	17	20	39	0	0	0	178
LOC129524470	LOC129529307	1.0	0.1218	1.0	215	1765	0.1218	14	2	2	12	0.1429	0.143	1.0	1.0	2	2	0	0		0	1	0.00109	0.3	12	15	39	0	0	0	178
LOC129524470	LOC129530501	0.9909	0.1241	1.0	219	1765	0.1241	14	2	2	12	0.1429	0.143	1.0	1.0	2	2	0	0		0	1	0.003921	0.2619	11	16	39	0	0	0	178
LOC129524470	LOC129528199	0.9908	0.1229	1.0	217	1765	0.1229	14	2	2	12	0.1429	0.143	1.0	1.0	2	2	0	0		0	1	0.002146	0.275	11	14	39	0	0	0	178
LOC129524472	LOC129528228	0.992	0.8588	1.0	377	439	0.8588	3	3	3	0	1.0	1.0	1.0	1.0	3	3	0	0		0	1	0.000307	0.9375	15	16	17	0	0	0	178
LOC129524472	LOC129530304	0.9894	0.8588	1.0	377	439	0.8588	3	3	3	0	1.0	1.0	1.0	1.0	3	3	0	0		0	1	0.000307	0.9375	15	16	17	0	0	0	178
LOC129524472	LOC129528463	0.9945	0.6391	0.9629	377	568	0.6637	3	3	3	0	1.0	1.0	1.0	0.963	3	3	0	0		0	1	0.000326	0.875	14	16	16	0	0	0	178
LOC129524472	LOC129530495	0.9862	0.75	0.9629	377	484	0.7789	3	3	3	0	1.0	1.0	1.0	0.963	3	3	0	0		0	1	0.000307	0.9375	15	16	17	0	0	0	178
LOC129524472	LOC129528443	0.9914	0.6566	0.9231	377	530	0.7113	3	4	3	1	0.75	0.75	1.0	0.923	3	3	0	0		0	1	0.000306	0.9333	14	15	16	0	0	0	178
LOC129524472	LOC129530569	0.9834	0.482	0.9602	377	751	0.502	3	4	3	1	0.75	0.75	1.0	0.96	3	3	0	0		0	1	0.001998	0.75	12	14	16	0	0	0	178
LOC129524472	LOC129529382	0.9834	0.482	0.9602	377	751	0.502	3	4	3	1	0.75	0.75	1.0	0.96	3	3	0	0		0	1	0.001956	0.8125	13	15	16	0	0	0	178
LOC129524472	LOC134757036	0.9885	0.6014	0.6923	377	434	0.8687	3	2	2	1	0.6667	0.667	1.0	0.692	2	2	0	0		0	1	0.000307	0.9375	15	16	17	0	0	0	178
LOC129524472	LOC129526957	0.9885	0.0	0.6923	377	3391	0.1112	3	5	3	2	0.6	0.0	0.0	0.0	0	0	0	0		0	1	0.001457	0.7778	14	16	18	0	0	0	178
LOC129524472	LOC129526385	0.9847	0.0	0.6923	377	2372	0.1589	3	5	3	2	0.6	0.6	1.0	1.0	3	3	0	0		0	1	0.001457	0.7778	14	16	18	0	0	0	178
LOC129524472	LOC134757216	0.9847	0.0	0.6923	377	3391	0.1112	3	5	3	2	0.6	0.0	0.0	0.0	0	0	0	0		0	1	0.001457	0.7778	14	16	18	0	0	0	178
LOC129524472	LOC134756703	0.9847	0.0	0.6923	377	1956	0.1927	3	3	3	0	1.0	0.333	0.333	0.692	1	1	0	0		0	1	0.000548	0.6842	13	16	18	0	0	0	178
LOC129524472	LOC129526398	0.9808	0.0	0.6923	377	2860	0.1318	3	9	3	6	0.3333	0.222	0.667	0.692	2	2	0	0		0	1	0.002853	0.6842	13	16	18	0	0	0	178
KMT2C	LOC129524472	0.9732	0.0	0.6923	377	16929	0.0223	61	3	3	58	0.0492	0.033	0.667	0.692	2	2	0	0		0	1	0.026824	0.1765	9	16	46	0	0	0	178
LOC101139703	LOC129526951	0.9724	0.4756	1.0	2320	4907	0.4728	16	13	13	3	0.8125	0.75	0.923	0.991	12	12	0	0		0	1	0.166667	1.0	1	2	2	0	0	0	645
LOC101139703	LOC129530378	0.9971	0.2089	0.4995	2052	4907	0.4182	16	13	13	3	0.8125	0.562	0.692	0.5	9	9	0	0		0	1	0.333333	0.5	1	2	3	0	0	0	645
LOC129524675	LOC129529430	0.9772	0.1465	0.9043	533	3269	0.163	4	7	4	3	0.5714	0.429	0.75	0.899	3	3	0	0		0	1	0.003533	0.3333	5	10	12	0	0	0	13
LOC129524675	LOC129529294	0.9924	0.6684	0.7373	533	588	0.9065	4	5	4	1	0.8	0.6	0.75	0.737	3	3	0	0		0	1	0.001173	0.6667	8	10	12	0	0	0	13
LOC129524675	LOC129526395	0.9837	0.0	0.6904	533	1308	0.4075	4	10	4	6	0.4	0.3	0.75	0.69	3	3	0	0		0	1	0.000335	0.5333	8	12	13	0	0	0	13
LOC129524675	LOC129526550	0.9811	0.1645	0.6961	533	2255	0.2364	4	8	4	4	0.5	0.375	0.75	0.696	3	3	0	0		0	1	0.001926	0.5714	8	12	12	0	0	0	13
LOC101142904	LOC129524675	0.9565	0.3542	0.6904	533	1039	0.513	9	4	4	5	0.4444	0.333	0.75	0.69	3	3	0	0		0	1	0.000148	0.8462	11	12	14	0	0	0	13
LOC129524675	LOC129532222	0.9538	0.0	0.6904	533	4872	0.1094	4	10	4	6	0.4	0.3	0.75	0.685	3	3	0	0		0	1	0.027605	0.3333	6	12	14	0	0	0	13
LOC129524675	LOC129530552	0.9538	0.0	0.6904	533	6187	0.0861	4	9	4	5	0.4444	0.333	0.75	0.69	3	3	0	0		0	1	0.003438	0.3636	4	5	12	0	0	0	13
LOC129524675	LOC129528236	0.9857	0.4236	0.5253	533	661	0.8064	4	5	4	1	0.8	0.6	0.75	0.525	3	3	0	0		0	1	0.000184	0.7692	10	12	13	0	0	0	13
LOC129524675	LOC129526409	0.9857	0.0	0.5235	533	3571	0.1493	4	8	4	4	0.5	0.375	0.75	0.523	3	3	0	0		0	1	0.000335	0.5333	8	12	13	0	0	0	13
LOC129524675	LOC129527278	0.9821	0.0	0.5235	533	1926	0.2767	4	8	4	4	0.5	0.375	0.75	0.525	3	3	0	0		0	1	0.000335	0.5333	8	12	13	0	0	0	13
LOC129524675	LOC129529434	0.9507	0.0	0.5704	530	533	0.9944	4	4	4	0	1.0	0.5	0.5	0.574	2	2	0	0		0	1	0.006893	0.1818	2	3	12	0	0	0	13
LOC101148587	LOC134757351	0.9837	0.5721	0.6872	537	645	0.8326	2	3	2	1	0.6667						0	0		0	1	0.019048	0.6	3	4	6	0	0	0	624
LOC101148587	LOC101151870	0.9053	0.0	0.7076	537	2820	0.1904	2	1	1	1	0.5						0	0		0	1	0.054762	0.2308	3	6	12	0	0	0	624
LOC115933310	LOC129524499	0.9778	0.0	0.5804	541	4089	0.1323	12	1	1	11	0.0833	0.083	1.0	0.58	1	1	0	0		0	1	0.4	0.0	0	1	4	0	0	0	606
LOC101145348	LOC129523567	0.9787	0.9616	1.0	4266	4267	0.9998	4	4	4	0	1.0	1.0	1.0	0.998	4	4	0	1	6.823	0	1	1.0	0.0	0	1	1	0	0	0	646
LOC115930095	LOC129523482	0.9797	0.9929	1.0	3759	4233	0.888	3	4	3	1	0.75	0.0	0.0	0.753	0	0	0	1	6.811	0	1	0.047619	1.0	1	2	2	0	0	0	612
LOC101143875	LOC115933307	0.987	0.7302	0.9391	6454	8302	0.7774	23	23	23	0	1.0	1.0	1.0	0.938	23	23	0	1	6.774	0	1	1.0	0.0	0	1	1	0	0	0	647
LOC129524730	LOC129524757	0.993	0.6077	0.9917	720	1175	0.6128	3	4	3	1	0.75	0.75	1.0	0.992	3	3	0	1	6.74	0	1	0.333333	1.0	1	2	2	0	0	0	611
ANKRD18A	ANKRD18B	0.9807	0.8811	0.9988	6053	6862	0.8821	25	23	23	2	0.92	0.92	1.0	0.998	13	23	0	1	6.847	0	1	0.05	0.75	3	4	5	0	0	0	591
ANKRD18A	LOC101142783	0.9888	0.5437	0.6218	3520	6053	0.5815	25	21	21	4	0.84	0.72	0.857	0.849	8	18	0	1	6.695	0	1	0.008333	1.0	3	4	4	0	0	0	591
IGFBPL1	LOC115935867	0.9863	0.483	0.9946	974	3464	0.2812	4	3	3	1	0.75	0.75	1.0	0.738	3	3	0	1	6.852	0	1	1.0	0.0	0	1	1	0	0	0	648
ALDH1B1	LOC129524687	0.9688	0.8703	0.9694	2612	2868	0.9107	1	1	1	0	1.0	0.0	0.0	0.956	0	0	0	1	6.853	0	1	0.333333	1.0	1	2	2	0	0	0	607
HMGB3	LOC115935782	0.9469	0.0	0.9969	642	3584	0.1791	4	1	1	3	0.25	0.0	0.0	0.997	0	0	0	0		0	1	1.0	0.0	0	1	1	0	0	0	649
LOC109024830	LOC129524743	1.0	0.2737	0.4413	954	1538	0.6203	1	1	1	0	1.0	0.0	0.0	0.441	0	0	1	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	650
LOC101133314	LOC129524744	0.9781	0.7445	0.9937	3500	4670	0.7495	3	1	1	2	0.3333	0.0	0.0	0.993	0	0	0	1	5.032	0	1	1.0	0.0	0	1	1	0	0	0	651
DNAI1	LOC129530372	0.9886	0.4967	0.7887	2205	2624	0.8403	20	16	16	4	0.8	0.8	1.0	0.936	15	16	0	0		0	1	1.0	0.0	0	1	1	0	0	0	652
LOC129524753	LOC129524756	0.9941	0.4122	0.8035	631	1230	0.513	4	2	2	2	0.5	0.5	1.0	0.803	2	2	0	1	5.526	0	1	1.0	0.0	0	1	1	0	0	0	653
LOC115935863	PRSS3	0.9921	0.755	0.7673	984	1000	0.984	4	5	4	1	0.8	0.8	1.0	0.767	4	4	0	1	5.493	0	1	0.066667	1.0	4	5	5	0	0	0	413
ANKRD18B	LOC101142783	0.93	0.5971	0.7899	3520	6862	0.513	23	21	21	2	0.913	0.783	0.857	0.849	18	18	0	1	6.292	0	1	0.05	0.75	3	4	5	0	0	0	591
LOC101142783	LOC101147259	0.9259	0.524	0.6227	3520	6341	0.5551	21	27	21	6	0.7778	0.63	0.81	0.848	6	17	0	1	7.806	0	1	0.033333	0.75	3	4	5	0	0	0	591
TAF1	TAF1L	0.9466	0.7026	0.9307	6089	6337	0.9609	38	1	1	37	0.0263	0.0	0.0	0.918	0	0	0	0		0	1	1.0	0.0	0	1	1	0	0	0	654
APTX	ASS1	0.9306	0.2408	0.3778	1829	2841	0.6438	12	15	12	3	0.8	0.0	0.0	0.373	0	0	1	1	7.982	0	1	1.0	0.0	0	1	1	0	0	0	655
NACC1	NFX1	0.9459	0.2313	0.3899	4447	7627	0.5831	6	23	6	17	0.2609	0.0	0.0	0.394	0	0	0	0		0	1	1.0	0.0	0	1	1	0	0	0	656
AQP7	LOC129526160	0.9484	0.2885	0.7977	1332	3965	0.3359	7	6	6	1	0.8571	0.857	1.0	0.785	6	6	0	0		0	1	0.5	0.0	0	1	2	0	0	0	657
AQP7	LOC129527226	0.9856	0.1952	0.4297	647	1332	0.4857	7	1	1	6	0.1429	0.143	1.0	0.428	1	1	0	0		0	1	0.666667	0.0	0	2	2	0	0	0	657
LOC115933310	LOC129524763	0.9635	0.0	0.6674	944	4089	0.2309	12	1	1	11	0.0833	0.083	1.0	0.663	1	1	0	0		0	1	0.4	0.0	0	1	4	0	0	0	606
ANKRD18B	LOC101147259	0.9311	0.8811	0.9581	6341	6862	0.9241	23	27	23	4	0.8519	0.815	0.957	0.951	6	22	0	1	7.792	0	1	0.2	0.6	3	5	5	0	0	0	591
LOC109028222	LOC115935822	0.9313	0.0	0.4115	1628	8585	0.1896	2	6	2	4	0.3333	0.167	0.5	0.392	1	1	0	0		0	1	0.5	0.0	0	1	3	0	0	0	609
PSIP1	SNAPC3	1.0	0.1753	0.4353	3485	8655	0.4027	15	9	9	6	0.6	0.0	0.0	0.435	0	0	1	1	0.0	1	0	1.0	0.0	0	1	1	0	0	0	658
ERMP1	RIC1	1.0	0.3082	0.3389	2980	10330	0.2885	15	26	15	11	0.5769	0.0	0.0	0.0	0	0	1	1	0.0	1	0	0.00995	0.0	0	1	2	0	0	0	30
GPS2	LOC101141051	0.9345	0.5538	1.0	1008	1820	0.5538	10	1	1	9	0.1	0.0	0.0	1.0	0	0	0	0		0	1	1.0	0.0	0	1	1	0	0	0	659
LOC129524691	LOC129525480	0.9044	0.0	0.568	2044	16081	0.1271	2	3	2	1	0.6667	0.0	0.0	0.559	0	0	0	0		0	1	0.007859	0.0435	1	10	16	0	0	0	13
LOC129524691	LOC129533261	0.9016	0.0	0.568	2044	4634	0.4411	2	1	1	1	0.5	0.5	1.0	0.564	1	1	0	0		0	1	0.00052	0.2667	4	10	11	0	0	0	13
LOC129524691	LOC129526140	0.9025	0.0	0.5499	2044	4171	0.4901	2	2	2	0	1.0	0.0	0.0	0.545	0	0	0	0		0	1	0.001903	0.2105	4	10	15	0	0	0	13
LOC129524691	LOC134758340	0.9029	0.0	0.5543	2044	4580	0.4463	2	1	1	1	0.5	0.0	0.0	0.55	0	0	0	0		0	1	0.001887	0.2632	5	10	16	0	0	0	13
ATG10	LOC129524691	0.9153	0.0	0.3439	2044	5311	0.3849	8	2	2	6	0.25	0.0	0.0	0.0	0	0	0	0		0	1	0.000961	0.0833	1	5	10	0	0	0	13
LOC129524691	LOC129526933	0.9176	0.295	0.3272	1652	2044	0.8082	2	2	2	0	1.0	0.5	0.5	0.361	1	1	0	0		0	1	0.014286	0.0	0	1	10	0	0	0	13
LOC101153990	TLE1	0.9132	0.0	0.3254	2939	4917	0.5977	21	19	19	2	0.9048	0.286	0.316	0.329	6	6	0	1	6.279	0	1	1.0	0.0	0	1	1	0	0	0	660
LOC101126920	LOC101127657	0.9203	0.8839	0.9585	4842	5193	0.9324	7	4	4	3	0.5714	0.429	0.75	0.945	3	3	0	1	4.441	0	1	1.0	0.0	0	1	1	0	0	0	661
LOC115931263	LOC134756881	0.9098	0.2741	0.4831	10510	18547	0.5667	14	1	1	13	0.0714	0.0	0.0	0.48	0	0	1	0		0	1	0.00736	0.4286	9	12	20	0	0	0	13
LOC129525480	LOC134756881	0.907	0.0	0.425	10510	16081	0.6536	3	1	1	2	0.3333	0.0	0.0	0.419	0	0	0	0		0	1	0.000976	0.4167	10	16	20	0	0	0	13
LOC109024754	LOC134756881	0.9037	0.2873	0.4796	6245	10510	0.5942	6	1	1	5	0.1667	0.0	0.0	0.478	0	0	0	0		0	1	0.02017	0.0952	2	5	20	0	0	0	13
DAPK1	LOC115935778	0.9989	0.8472	1.0	5238	5773	0.9073	25	22	22	3	0.88	0.88	1.0	1.0	22	22	0	1	5.65	0	1	1.0	0.0	0	1	1	0	0	0	662
LOC101145975	LOC129523464	0.9352	0.7345	1.0	1515	2177	0.6959	7	8	7	1	0.875	0.875	1.0	0.996	4	7	0	1	5.603	0	1	0.333333	1.0	1	2	2	0	0	0	663
LOC101148827	LOC129523464	0.9091	0.0	0.4679	840	1515	0.5545	6	8	6	2	0.75	0.375	0.5	0.468	3	3	0	1	5.536	0	1	0.333333	1.0	1	2	2	0	0	0	663
LOC101145975	LOC101148827	0.9091	0.0	0.4679	840	2177	0.3859	7	6	6	1	0.8571	0.429	0.5	0.468	3	3	0	1	4.585	0	1	0.333333	1.0	1	2	2	0	0	0	663
LOC115932813	LOC134756882	1.0	1.0	1.0	1217	1285	0.9471	4	4	4	0	1.0	1.0	1.0	1.0	4	4	0	1	5.033	0	1	0.333333	1.0	1	2	2	0	0	0	664
LOC115932813	LOC134756883	1.0	0.3899	1.0	501	1285	0.3899	4	2	2	2	0.5	0.5	1.0	1.0	2	2	0	1	5.57	0	1	0.333333	1.0	1	2	2	0	0	0	664
LOC101150259	LOC115935781	0.9997	0.9981	1.0	3774	3781	0.9981	3	3	3	0	1.0	1.0	1.0	1.0	3	3	0	1	4.918	0	1	0.047619	1.0	3	4	4	0	0	0	612
