family_id	n_copies	n_chroms	dominant_gene_root	name_concordance	density	avg_core_recip	n_articulation	class	members
DSFAM285	3	1	MTHFS	1.0	1.000	0.902	0	family	DN_NC_073240.2_81243667_3,DN_NC_073240.2_81243912_4,DN_NC_073240.2_81244954_2
DSFAM286	3	2	ALG	0.6666666666666666	1.000	0.562	0	family	DN_NC_073238.2_66525851_4,DN_NC_073238.2_66526261_2,DN_NC_073247.2_141634200_15
DSFAM287	3	1	PLD	1.0	1.000	0.695	0	family	DN_NC_073228.2_82042071_2,DN_NC_073228.2_82042073_2,DN_NC_073228.2_82042078_2
DSFAM288	3	1	CHTF	1.0	1.000	0.964	0	family	DN_NC_073242.2_98342038_4,DN_NC_073242.2_98342370_2,DN_NC_073242.2_98342371_2
DSFAM289	3	1	ARHGAP	1.0	1.000	0.935	0	family	DN_NC_073239.2_24542568_2,DN_NC_073239.2_24542989_2,DN_NC_073239.2_24542989_3
DSFAM290	3	2	RANBP	0.6666666666666666	1.000	0.710	0	family	DN_NC_073237.2_58583645_2,DN_NC_073237.2_58583657_2,DN_NC_073238.2_112687980_26
DSFAM291	3	1	ISLR	1.0	1.000	0.894	0	family	DN_NC_073240.2_75075800_2,DN_NC_073240.2_75075811_2,DN_NC_073240.2_75076564_2
DSFAM292	3	1	(novel)	NA	0.667	0.410	1	family	DN_NC_073229.2_50358119_5,DN_NC_073229.2_50716510_5,DN_NC_073229.2_50784857_5
DSFAM293	3	1	TRAPPC	1.0	1.000	0.876	0	family	DN_NC_073244.2_13545029_2,DN_NC_073244.2_13545041_2,DN_NC_073244.2_13545054_2
DSFAM294	3	1	CDC42EP	1.0	1.000	0.929	0	family	DN_NC_073236.2_102147900_2,DN_NC_073236.2_102148109_2,DN_NC_073236.2_102148771_2
DSFAM295	3	3	SEPTIN	1.0	0.667	0.222	1	family	DN_NC_073230.2_63974160_10,DN_NC_073236.2_47432803_11,DN_NC_073245.2_35625538_4
DSFAM296	3	2	(novel)	NA	1.000	0.851	0	family	DN_NC_073246.2_2464898_3,DN_NC_086018.1_2012052_3,DN_NC_086018.1_6525382_3
DSFAM297	3	2	ECSIT	0.3333333333333333	0.667	0.481	1	family	DN_NC_073244.2_17541226_2,DN_NC_073244.2_24302535_5,DN_NC_086017.1_48397256_6
DSFAM298	3	1	SPRY	1.0	1.000	0.937	0	family	DN_NC_073227.2_143516585_2,DN_NC_073227.2_143518156_2,DN_NC_073227.2_143518912_2
DSFAM299	3	3	CYTH	1.0	0.667	0.297	1	family	DN_NC_073228.2_13195036_13,DN_NC_073244.2_61417620_12,DN_NC_086018.1_35282535_13
DSFAM300	3	3	CAMK	1.0	0.667	0.380	1	family	DN_NC_073227.2_133828574_18,DN_NC_073230.2_52044244_19,DN_NC_073232.2_41878762_20
DSFAM301	3	1	BAG	1.0	1.000	0.929	0	family	DN_NC_073239.2_120536470_2,DN_NC_073239.2_120536488_2,DN_NC_073239.2_120536491_2
DSFAM302	3	3	HCK	0.3333333333333333	0.667	0.282	1	family	DN_NC_073224.2_207670698_13,DN_NC_073231.2_12364354_11,DN_NC_073245.2_44289870_13
DSFAM303	3	3	ACAD	0.5	0.667	0.235	1	family	DN_NC_073234.2_127098102_13,DN_NC_073240.2_46246235_3,DN_NC_073244.2_67551008_4
DSFAM304	3	1	(novel)	NA	1.000	0.204	0	family	DN_NC_073228.2_31824273_3,DN_NC_073228.2_79859997_3,DN_NC_073228.2_83368453_5
DSFAM305	3	3	PRXL	0.3333333333333333	0.667	0.177	1	family	DN_NC_073232.2_92781991_6,DN_NC_073240.2_56108341_2,DN_NC_073244.2_17124484_18
DSFAM306	3	1	(novel)	NA	1.000	0.977	0	family	DN_NC_073242.2_15387796_13,DN_NC_073242.2_28528734_13,DN_NC_073242.2_35785087_23
DSFAM307	3	3	EPB	0.3333333333333333	0.667	0.153	1	family	DN_NC_073224.2_210837399_19,DN_NC_073229.2_94673034_3,DN_NC_086017.1_52688084_4
DSFAM308	3	1	C6H7orf	1.0	1.000	0.914	0	family	DN_NC_073230.2_8501928_2,DN_NC_073230.2_8512370_2,DN_NC_073230.2_8512725_3
DSFAM309	3	2	MEX	1.0	1.000	0.404	0	family	DN_NC_073240.2_83447932_2,DN_NC_073241.2_80464018_2,DN_NC_073241.2_80464602_2
DSFAM310	3	1	TSPYL	1.0	1.000	0.311	0	family	DN_NC_073229.2_140449427_2,DN_NC_073229.2_140476081_2,DN_NC_073229.2_140476156_2
DSFAM311	3	1	MCF2L	1.0	1.000	0.936	0	family	DN_NC_086017.1_194359478_2,DN_NC_086017.1_194360119_2,DN_NC_086017.1_194360410_3
DSFAM312	3	1	CCDC	1.0	1.000	0.946	0	family	DN_NC_073230.2_111536331_2,DN_NC_073230.2_111581927_2,DN_NC_073230.2_111582002_2
DSFAM313	3	1	UBE2L	0.6666666666666666	0.667	0.449	1	family	DN_NC_086018.1_19145867_4,DN_NC_086018.1_19196747_2,DN_NC_086018.1_19202967_5
DSFAM314	3	1	(novel)	NA	0.667	0.295	1	family	DN_NC_073234.2_24956987_7,DN_NC_073234.2_24978856_8,DN_NC_073234.2_70140848_27
DSFAM315	3	2	(novel)	NA	0.667	0.502	1	family	DN_NC_073238.2_24957655_5,DN_NC_086018.1_27803010_2,DN_NC_086018.1_27803016_2
DSFAM316	3	1	SUPT	0.6666666666666666	0.667	0.297	1	family	DN_NC_073239.2_35280580_26,DN_NC_073239.2_35280761_2,DN_NC_073239.2_35311777_12
DSFAM317	2	1	(novel)	NA	1.000	0.856	0	family	DN_NC_073224.2_8222521_2,DN_NC_073224.2_8222533_2
DSFAM318	2	1	ZFP	1.0	1.000	0.946	0	family	DN_NC_073242.2_105636398_4,DN_NC_073242.2_105636401_2
DSFAM319	2	1	(novel)	NA	1.000	0.980	0	family	DN_NC_073237.2_109453117_3,DN_NC_073237.2_109461576_3
DSFAM320	2	2	(novel)	NA	1.000	0.510	0	family	DN_NC_073224.2_6827773_11,DN_NC_073230.2_165840202_11
DSFAM321	2	1	(novel)	NA	1.000	0.299	0	family	DN_NC_073232.2_26196651_3,DN_NC_073232.2_26211167_9
DSFAM322	2	1	DHH	1.0	1.000	0.645	0	family	DN_NC_073234.2_52239096_3,DN_NC_073234.2_52239132_2
DSFAM323	2	1	CTU	0.5	1.000	0.193	0	family	DN_NC_073242.2_119293235_15,DN_NC_073242.2_119301617_14
DSFAM324	2	1	DDX	1.0	1.000	0.487	0	family	DN_NC_073232.2_46766506_15,DN_NC_073232.2_46804261_15
DSFAM325	2	1	(novel)	NA	1.000	0.963	0	family	DN_NC_073242.2_15582646_2,DN_NC_073242.2_15582850_2
DSFAM326	2	1	(novel)	NA	1.000	0.986	0	family	DN_NC_073242.2_30609225_2,DN_NC_073242.2_30609335_2
DSFAM327	2	1	LIMD	1.0	1.000	0.677	0	family	DN_NC_086017.1_55487080_8,DN_NC_086017.1_55569143_2
DSFAM328	2	1	(novel)	NA	1.000	0.924	0	family	DN_NC_073238.2_24493081_2,DN_NC_073238.2_24493686_3
DSFAM329	2	2	AMPD	1.0	1.000	0.165	0	family	DN_NC_073224.2_130449319_18,DN_NC_073233.2_16844162_15
DSFAM330	2	1	CBR	1.0	1.000	0.845	0	family	DN_NC_073246.2_37979530_3,DN_NC_073246.2_38044178_3
DSFAM331	2	1	SP	1.0	1.000	0.280	0	family	DN_NC_073235.2_76383763_5,DN_NC_073235.2_76429632_2
DSFAM332	2	1	CAB	1.0	1.000	0.973	0	family	DN_NC_073238.2_63924957_2,DN_NC_073238.2_63928303_2
DSFAM333	2	1	(novel)	NA	1.000	0.227	0	family	DN_NC_073247.2_111144748_2,DN_NC_073247.2_111144771_2
DSFAM334	2	1	NLRP	1.0	1.000	0.394	0	family	DN_NC_073244.2_66923641_8,DN_NC_073244.2_66965840_13
DSFAM335	2	1	ACO	0.5	1.000	0.213	0	family	DN_NC_086018.1_39469630_18,DN_NC_086018.1_39525778_6
DSFAM336	2	1	LIG	1.0	1.000	0.959	0	family	DN_NC_073238.2_122935066_2,DN_NC_073238.2_122935066_3
DSFAM337	2	1	LRRN	1.0	1.000	0.977	0	family	DN_NC_073224.2_52075783_3,DN_NC_073224.2_52075812_2
DSFAM338	2	1	CPN	1.0	1.000	0.861	0	family	DN_NC_086017.1_205396306_2,DN_NC_086017.1_205396414_2
DSFAM339	2	1	ARB	1.0	1.000	0.945	0	family	DN_NC_073228.2_97735756_11,DN_NC_073228.2_97735756_2
DSFAM340	2	1	(novel)	NA	1.000	0.636	0	family	DN_NC_073242.2_32258496_8,DN_NC_073242.2_32495201_8
DSFAM341	2	2	GRK	1.0	1.000	0.635	0	family	DN_NC_073233.2_75193065_21,DN_NC_086018.1_23590926_21
DSFAM342	2	1	SYNM	1.0	1.000	0.573	0	family	DN_NC_073240.2_100356163_2,DN_NC_073240.2_100356352_2
DSFAM343	2	1	(novel)	NA	1.000	0.165	0	family	DN_NC_073228.2_23742950_7,DN_NC_073228.2_27022347_6
DSFAM344	2	1	HNRNPF	1.0	1.000	0.956	0	family	DN_NC_073232.2_72046207_4,DN_NC_073232.2_72046295_2
DSFAM345	2	2	(novel)	NA	1.000	0.172	0	family	DN_NC_073233.2_75718276_6,DN_NC_073242.2_8725127_13
DSFAM346	2	1	VCPIP	1.0	1.000	0.571	0	family	DN_NC_073231.2_53719014_3,DN_NC_073231.2_53719315_2
DSFAM347	2	2	(novel)	NA	1.000	0.149	0	family	DN_NC_073234.2_44474713_2,DN_NC_073236.2_130303191_6
DSFAM348	2	2	(novel)	NA	1.000	0.721	0	family	DN_NC_073227.2_211898132_4,DN_NC_073240.2_103158559_3
DSFAM349	2	2	TMEM	1.0	1.000	0.433	0	family	DN_NC_073230.2_84854491_12,DN_NC_073234.2_137155900_12
DSFAM350	2	2	LIMK	1.0	1.000	0.155	0	family	DN_NC_073230.2_83196711_9,DN_NC_086018.1_29227554_16
DSFAM351	2	1	(novel)	NA	1.000	0.785	0	family	DN_NC_073228.2_49804904_11,DN_NC_073228.2_49856055_11
DSFAM352	2	2	DNM	1.0	1.000	0.533	0	family	DN_NC_073224.2_84334480_20,DN_NC_073244.2_16753009_21
DSFAM353	2	2	(novel)	NA	1.000	0.321	0	family	DN_NC_073240.2_24402639_2,DN_NC_086017.1_208307881_15
DSFAM354	2	1	C	1.0	1.000	1.000	0	family	DN_NC_073229.2_49583451_41,DN_NC_073229.2_49609902_41
DSFAM355	2	1	(novel)	NA	1.000	0.939	0	family	DN_NC_073228.2_79646162_2,DN_NC_073228.2_79646181_2
DSFAM356	2	2	(novel)	NA	1.000	0.449	0	family	DN_NC_073230.2_149564614_8,DN_NC_073247.2_51197700_2
DSFAM357	2	1	SOCS	1.0	1.000	0.949	0	family	DN_NC_073239.2_71973168_3,DN_NC_073239.2_71973219_2
DSFAM358	2	1	AMN	0.5	1.000	0.647	0	family	DN_NC_073234.2_69501458_7,DN_NC_073234.2_69557459_4
DSFAM359	2	1	SERP	1.0	1.000	0.842	0	family	DN_NC_086017.1_161686424_3,DN_NC_086017.1_161687867_2
DSFAM360	2	1	(novel)	NA	1.000	1.000	0	family	DN_NC_073230.2_13331389_15,DN_NC_073230.2_14245227_15
DSFAM361	2	1	PARS	1.0	1.000	0.928	0	family	DN_NC_073224.2_185208154_2,DN_NC_073224.2_185208272_2
DSFAM362	2	1	TSR	0.5	1.000	0.288	0	family	DN_NC_073243.2_17433799_8,DN_NC_073243.2_17450998_15
DSFAM363	2	1	(novel)	NA	1.000	0.953	0	family	DN_NC_073232.2_101386779_2,DN_NC_073232.2_101386780_2
DSFAM364	2	1	(novel)	NA	1.000	0.144	0	family	DN_NC_073233.2_112912081_9,DN_NC_073233.2_112925764_3
DSFAM365	2	1	(novel)	NA	1.000	0.599	0	family	DN_NC_073243.2_23849950_3,DN_NC_073243.2_23853504_2
DSFAM366	2	1	(novel)	NA	1.000	0.603	0	family	DN_NC_073235.2_79097501_2,DN_NC_073235.2_79097501_3
DSFAM367	2	2	ARID	1.0	1.000	0.272	0	family	DN_NC_073224.2_213161178_3,DN_NC_073229.2_181371301_3
DSFAM368	2	1	UNC5CL	1.0	1.000	0.821	0	family	DN_NC_073229.2_58814186_2,DN_NC_073229.2_58814205_3
DSFAM369	2	1	NDUFB	1.0	1.000	0.336	0	family	DN_NC_073230.2_149808488_4,DN_NC_073230.2_149808502_2
DSFAM370	2	1	(novel)	NA	1.000	0.353	0	family	DN_NC_073232.2_65721054_29,DN_NC_073232.2_69588940_31
DSFAM371	2	2	SLC27A	1.0	1.000	0.306	0	family	DN_NC_073237.2_124724631_14,DN_NC_073244.2_23914271_12
DSFAM372	2	1	FGF	0.5	1.000	0.421	0	family	DN_NC_073227.2_142943898_3,DN_NC_073227.2_143010447_5
DSFAM373	2	2	HTRA	1.0	1.000	0.211	0	family	DN_NC_073227.2_13097386_9,DN_NC_073232.2_134750324_9
DSFAM374	2	1	DFFB	1.0	1.000	0.758	0	family	DN_NC_073224.2_236757318_7,DN_NC_073224.2_236757333_2
DSFAM375	2	2	MTHFD	1.0	1.000	0.380	0	family	DN_NC_073227.2_94411155_8,DN_NC_073236.2_65566893_8
DSFAM376	2	1	(novel)	NA	1.000	0.278	0	family	DN_NC_073236.2_31528778_7,DN_NC_073236.2_32340171_12
DSFAM377	2	2	HSP90AB	0.5	1.000	0.410	0	family	DN_NC_073229.2_62050928_12,DN_NC_073239.2_119046659_11
DSFAM378	2	1	C20H19orf	1.0	1.000	0.978	0	family	DN_NC_073244.2_40462480_3,DN_NC_073244.2_40462555_2
DSFAM379	2	1	CCNH	0.5	1.000	0.612	0	family	DN_NC_073228.2_91400267_25,DN_NC_073228.2_91522397_9
DSFAM380	2	1	(novel)	NA	1.000	0.229	0	family	DN_NC_086017.1_19795280_8,DN_NC_086017.1_19858571_3
DSFAM381	2	1	(novel)	NA	1.000	0.934	0	family	DN_NC_073243.2_29313340_3,DN_NC_073243.2_29315062_2
DSFAM382	2	2	NAA	1.0	1.000	0.316	0	family	DN_NC_073227.2_99578163_2,DN_NC_073247.2_165620510_8
DSFAM383	2	1	(novel)	NA	1.000	0.280	0	family	DN_NC_073224.2_114480077_3,DN_NC_073224.2_115073534_2
DSFAM384	2	1	CENPP	0.5	1.000	0.886	0	family	DN_NC_073237.2_89073528_3,DN_NC_073237.2_89075402_13
DSFAM385	2	2	CLTC	0.5	1.000	0.886	0	family	DN_NC_073228.2_32366054_32,DN_NC_086018.1_16610610_33
DSFAM386	2	1	(novel)	NA	1.000	0.974	0	family	DN_NC_073245.2_47859363_3,DN_NC_073245.2_47859397_2
DSFAM387	2	2	(novel)	NA	1.000	0.169	0	family	DN_NC_073224.2_14727985_2,DN_NC_073233.2_84240332_5
DSFAM388	2	1	TRIB	1.0	1.000	0.625	0	family	DN_NC_073236.2_127174556_4,DN_NC_073236.2_127174557_2
DSFAM389	2	1	SDHAF	1.0	1.000	0.937	0	family	DN_NC_073233.2_69213119_4,DN_NC_073233.2_69213733_2
DSFAM390	2	1	STUB	0.5	1.000	0.315	0	family	DN_NC_073242.2_4304426_7,DN_NC_073242.2_4305661_8
DSFAM391	2	1	LAMP	0.5	1.000	0.615	0	family	DN_NC_073238.2_128177434_9,DN_NC_073238.2_128201955_8
DSFAM392	2	1	FCGR	1.0	1.000	0.262	0	family	DN_NC_073224.2_95093869_7,DN_NC_073224.2_95171181_7
DSFAM393	2	1	TDP	1.0	1.000	0.175	0	family	DN_NC_073239.2_106898080_16,DN_NC_073239.2_106898156_2
DSFAM394	2	1	GNG	0.5	1.000	0.631	0	family	DN_NC_073224.2_155484145_3,DN_NC_073224.2_155489872_9
DSFAM395	2	1	DDX	1.0	1.000	0.503	0	family	DN_NC_073242.2_99745328_12,DN_NC_073242.2_99793055_12
DSFAM396	2	2	(novel)	NA	1.000	0.180	0	family	DN_NC_073224.2_126139506_3,DN_NC_073242.2_97073460_5
DSFAM397	2	1	(novel)	NA	1.000	0.619	0	family	DN_NC_073240.2_23337808_11,DN_NC_073240.2_29369420_15
DSFAM398	2	1	(novel)	NA	1.000	0.292	0	family	DN_NC_073230.2_47098444_23,DN_NC_073230.2_86257459_21
DSFAM399	2	1	(novel)	NA	1.000	0.918	0	family	DN_NC_073231.2_141285400_2,DN_NC_073231.2_141285656_2
DSFAM400	2	1	(novel)	NA	1.000	0.717	0	family	DN_NC_073228.2_11547313_2,DN_NC_073228.2_11547327_3
DSFAM401	2	1	(novel)	NA	1.000	0.945	0	family	DN_NC_073234.2_26904174_2,DN_NC_073234.2_26904174_3
DSFAM402	2	2	PTPRS	0.5	1.000	0.450	0	family	DN_NC_073224.2_196323176_17,DN_NC_073244.2_10996541_7
DSFAM403	2	1	NOP	0.5	1.000	0.263	0	family	DN_NC_073239.2_32339840_6,DN_NC_073239.2_32342111_10
DSFAM404	2	2	(novel)	NA	1.000	0.154	0	family	DN_NC_073232.2_100192352_9,DN_NC_073237.2_29305062_2
DSFAM405	2	1	TMEM	1.0	1.000	0.622	0	family	DN_NC_073233.2_70706693_5,DN_NC_073233.2_70709650_2
DSFAM406	2	1	ZCCHC	1.0	1.000	0.969	0	family	DN_NC_073228.2_136902306_2,DN_NC_073228.2_136902306_4
DSFAM407	2	2	RPL	0.5	1.000	0.153	0	family	DN_NC_073232.2_42645510_15,DN_NC_073241.2_78772517_7
DSFAM408	2	2	PPP1CA	0.5	1.000	0.627	0	family	DN_NC_073233.2_75326481_7,DN_NC_073234.2_126131834_7
DSFAM409	2	2	CILP	1.0	1.000	0.173	0	family	DN_NC_073240.2_65970509_9,DN_NC_073244.2_25986503_8
DSFAM410	2	2	RPS6KA	1.0	1.000	0.329	0	family	DN_NC_073224.2_213368965_21,DN_NC_073229.2_190755772_21
DSFAM411	2	1	AKIRIN	1.0	1.000	0.383	0	family	DN_NC_073229.2_111826313_5,DN_NC_073229.2_111849240_2
DSFAM412	2	1	(novel)	NA	1.000	0.918	0	family	DN_NC_073227.2_9827381_2,DN_NC_073227.2_9827395_2
DSFAM413	2	1	(novel)	NA	1.000	0.742	0	family	DN_NC_086017.1_19222556_2,DN_NC_086017.1_19223013_2
DSFAM414	2	1	MBNL	1.0	1.000	0.927	0	family	DN_NC_086017.1_163436918_2,DN_NC_086017.1_163437377_2
DSFAM415	2	1	(novel)	NA	1.000	0.964	0	family	DN_NC_073239.2_15137286_3,DN_NC_073239.2_15145670_3
DSFAM416	2	1	RPL	0.5	1.000	0.442	0	family	DN_NC_086017.1_22612673_15,DN_NC_086017.1_22648299_4
DSFAM417	2	2	MTA	1.0	1.000	0.218	0	family	DN_NC_073233.2_70511026_18,DN_NC_073236.2_97058333_14
DSFAM418	2	1	(novel)	NA	1.000	0.737	0	family	DN_NC_073224.2_220588830_7,DN_NC_073224.2_220611411_7
DSFAM419	2	1	(novel)	NA	1.000	0.741	0	family	DN_NC_073243.2_82594889_12,DN_NC_073243.2_82739824_8
DSFAM420	2	1	TIMM	1.0	1.000	0.966	0	family	DN_NC_073233.2_12816971_3,DN_NC_073233.2_12817077_2
DSFAM421	2	1	ITGA	1.0	1.000	0.368	0	family	DN_NC_073243.2_57271335_29,DN_NC_073243.2_57401653_2
DSFAM422	2	1	(novel)	NA	1.000	0.175	0	family	DN_NC_073234.2_135608372_3,DN_NC_073234.2_135617419_11
DSFAM423	2	1	MOV	0.5	1.000	0.536	0	family	DN_NC_073224.2_126184593_6,DN_NC_073224.2_126189262_21
DSFAM424	2	2	(novel)	NA	1.000	0.293	0	family	DN_NC_073230.2_74190280_2,DN_NC_073231.2_79866967_2
DSFAM425	2	1	MFSD	1.0	1.000	0.907	0	family	DN_NC_073234.2_48095528_2,DN_NC_073234.2_48095531_3
DSFAM426	2	1	PSMG	1.0	1.000	0.672	0	family	DN_NC_073229.2_20874296_3,DN_NC_073229.2_20874325_2
DSFAM427	2	1	TXNDC	0.5	1.000	0.786	0	family	DN_NC_073243.2_21779153_4,DN_NC_073243.2_21780781_4
DSFAM428	2	1	RNF	1.0	1.000	0.869	0	family	DN_NC_073231.2_130302412_2,DN_NC_073231.2_130302784_3
DSFAM429	2	1	(novel)	NA	1.000	0.694	0	family	DN_NC_073227.2_23893945_4,DN_NC_073227.2_23893974_2
DSFAM430	2	2	MEIS	1.0	1.000	0.221	0	family	DN_NC_073236.2_73173266_13,DN_NC_073240.2_37591091_13
DSFAM431	2	1	MDM	1.0	1.000	0.616	0	family	DN_NC_073234.2_84110676_11,DN_NC_073234.2_84143178_2
DSFAM432	2	1	ZBTB	1.0	1.000	0.984	0	family	DN_NC_073239.2_121804510_2,DN_NC_073239.2_121804570_2
DSFAM433	2	1	TSPYL	1.0	1.000	0.716	0	family	DN_NC_073231.2_103118245_2,DN_NC_073231.2_103118257_2
DSFAM434	2	2	(novel)	NA	1.000	0.278	0	family	DN_NC_073236.2_52719848_2,DN_NC_073237.2_30299641_3
DSFAM435	2	1	DUSP	1.0	1.000	0.654	0	family	DN_NC_086018.1_28682745_2,DN_NC_086018.1_28683338_2
DSFAM436	2	1	DAP	0.5	1.000	0.599	0	family	DN_NC_073224.2_100975273_21,DN_NC_073224.2_101136214_11
DSFAM437	2	1	MACIR	1.0	1.000	0.935	0	family	DN_NC_073228.2_107064588_3,DN_NC_073228.2_107064626_2
DSFAM438	2	2	CHD	1.0	1.000	0.321	0	family	DN_NC_073228.2_103031498_31,DN_NC_073240.2_94115085_33
DSFAM439	2	2	SLC6A	1.0	1.000	0.334	0	family	DN_NC_073242.2_84722201_14,DN_NC_073243.2_110732778_15
DSFAM440	2	1	MTREX	0.5	1.000	0.292	0	family	DN_NC_073243.2_54697918_6,DN_NC_073243.2_54805899_27
DSFAM441	2	1	(novel)	NA	1.000	0.653	0	family	DN_NC_073242.2_85219903_4,DN_NC_073242.2_85260734_2
DSFAM442	2	1	(novel)	NA	1.000	0.175	0	family	DN_NC_086017.1_117701253_4,DN_NC_086017.1_117728965_2
DSFAM443	2	1	SNX	1.0	1.000	0.739	0	family	DN_NC_073240.2_76515198_2,DN_NC_073240.2_76523319_2
DSFAM444	2	2	NUAK	1.0	1.000	0.217	0	family	DN_NC_073224.2_51430719_7,DN_NC_073234.2_121481999_7
DSFAM445	2	2	TPM	1.0	1.000	0.521	0	family	DN_NC_073237.2_27282743_9,DN_NC_073240.2_63815908_8
DSFAM446	2	2	(novel)	NA	1.000	0.221	0	family	DN_NC_073229.2_64639535_22,DN_NC_073238.2_32078126_7
DSFAM447	2	1	AKAP	1.0	1.000	0.801	0	family	DN_NC_073229.2_155339698_8,DN_NC_073229.2_155458435_2
DSFAM448	2	1	P2RY	1.0	1.000	0.962	0	family	DN_NC_073247.2_90643391_2,DN_NC_073247.2_90643400_3
DSFAM449	2	2	CSNK	1.0	1.000	0.246	0	family	DN_NC_073228.2_9720205_10,DN_NC_086018.1_36304756_7
DSFAM450	2	2	WFIKKN	1.0	1.000	0.163	0	family	DN_NC_073228.2_41229799_2,DN_NC_073242.2_4252822_2
DSFAM451	2	1	(novel)	NA	1.000	0.686	0	family	DN_NC_073243.2_68855949_2,DN_NC_073243.2_68861513_2
DSFAM452	2	1	(novel)	NA	1.000	0.203	0	family	DN_NC_086017.1_155936782_2,DN_NC_086017.1_155936791_2
DSFAM453	2	1	ZBTB	1.0	1.000	0.986	0	family	DN_NC_073237.2_119275968_2,DN_NC_073237.2_119275970_2
DSFAM454	2	1	BICD	1.0	1.000	0.325	0	family	DN_NC_073234.2_68834312_9,DN_NC_073234.2_69095541_2
DSFAM455	2	1	(novel)	NA	1.000	0.468	0	family	DN_NC_073238.2_23273370_7,DN_NC_073238.2_24372581_9
DSFAM456	2	2	EIF4A	1.0	1.000	0.325	0	family	DN_NC_073228.2_11820810_12,DN_NC_073243.2_22718660_11
DSFAM457	2	1	RHNO	1.0	1.000	0.961	0	family	DN_NC_073234.2_18515307_3,DN_NC_073234.2_18515360_2
DSFAM458	2	1	TMEM	1.0	1.000	0.974	0	family	DN_NC_073228.2_87135938_4,DN_NC_073228.2_87135948_2
DSFAM459	2	1	CRYBG	1.0	1.000	0.644	0	family	DN_NC_086017.1_108627629_4,DN_NC_086017.1_108681024_19
DSFAM460	2	1	(novel)	NA	1.000	0.999	0	family	DN_NC_073239.2_35396913_9,DN_NC_073239.2_35520561_9
DSFAM461	2	1	PTPN	1.0	1.000	0.137	0	family	DN_NC_073234.2_127819985_16,DN_NC_073234.2_22604826_16
DSFAM462	2	2	TVP	0.5	1.000	0.241	0	family	DN_NC_073228.2_81446275_7,DN_NC_073243.2_30823221_7
DSFAM463	2	2	DDX	1.0	1.000	0.301	0	family	DN_NC_073247.2_51699012_17,DN_NC_073248.2_31199793_17
DSFAM464	2	1	(novel)	NA	1.000	0.998	0	family	DN_NC_073247.2_62664010_4,DN_NC_073247.2_62680287_4
DSFAM465	2	1	THTPA	1.0	1.000	0.864	0	family	DN_NC_073239.2_33081359_2,DN_NC_073239.2_33081360_2
DSFAM466	2	1	(novel)	NA	1.000	0.436	0	family	DN_NC_086018.1_40516247_7,DN_NC_086018.1_40570429_6
DSFAM467	2	1	AVL	1.0	1.000	0.274	0	family	DN_NC_073230.2_39935031_2,DN_NC_073230.2_39935045_16
DSFAM468	2	1	LRRC	1.0	1.000	0.523	0	family	DN_NC_073233.2_46486095_2,DN_NC_073233.2_46486625_3
DSFAM469	2	1	SNAPC	1.0	1.000	0.952	0	family	DN_NC_073240.2_67277314_2,DN_NC_073240.2_67277314_3
DSFAM470	2	1	F2RL	1.0	1.000	0.933	0	family	DN_NC_073244.2_23329406_2,DN_NC_073244.2_23329427_2
DSFAM471	2	1	HELQ	1.0	1.000	0.275	0	family	DN_NC_073227.2_103697557_18,DN_NC_073227.2_103742235_2
DSFAM472	2	1	OXR	1.0	1.000	0.809	0	family	DN_NC_073231.2_112107185_2,DN_NC_073231.2_112107225_2
DSFAM473	2	1	(novel)	NA	1.000	0.321	0	family	DN_NC_073240.2_23459848_11,DN_NC_073240.2_24764672_4
DSFAM474	2	2	(novel)	NA	1.000	0.147	0	family	DN_NC_073239.2_37244148_2,DN_NC_073240.2_24965661_3
DSFAM475	2	2	RRM	0.5	1.000	0.160	0	family	DN_NC_073236.2_129795378_10,DN_NC_073247.2_54705383_3
DSFAM476	2	2	(novel)	NA	1.000	0.430	0	family	DN_NC_073238.2_128463727_12,DN_NC_073247.2_47501169_3
DSFAM477	2	1	ZCCHC	1.0	1.000	0.775	0	family	DN_NC_073242.2_117986135_2,DN_NC_073242.2_117987704_2
DSFAM478	2	1	NFATC	1.0	1.000	0.620	0	family	DN_NC_073241.2_108714725_10,DN_NC_073241.2_108809171_2
DSFAM479	2	1	DGCR	1.0	1.000	0.652	0	family	DN_NC_086018.1_16346801_5,DN_NC_086018.1_17748702_5
DSFAM480	2	2	(novel)	NA	1.000	0.340	0	family	DN_NC_073230.2_98668717_3,DN_NC_073234.2_37699488_22
DSFAM481	2	1	PWWP	1.0	1.000	0.503	0	family	DN_NC_073232.2_144769527_2,DN_NC_073232.2_144769543_2
DSFAM482	2	1	MTERF	1.0	1.000	0.982	0	family	DN_NC_073230.2_96939211_3,DN_NC_073230.2_96939224_2
DSFAM483	2	2	(novel)	NA	1.000	0.407	0	family	DN_NC_073245.2_9841009_7,DN_NC_073247.2_30010111_18
DSFAM484	2	1	KRR	0.5	1.000	0.433	0	family	DN_NC_073234.2_90802099_6,DN_NC_073234.2_90815331_10
DSFAM485	2	1	MEIG	1.0	1.000	0.780	0	family	DN_NC_073232.2_23981209_3,DN_NC_073232.2_23981901_2
DSFAM486	2	1	SRSF	0.5	1.000	0.441	0	family	DN_NC_073234.2_135871466_4,DN_NC_073234.2_135886660_4
DSFAM487	2	1	FBXO	1.0	1.000	0.353	0	family	DN_NC_073224.2_228923130_6,DN_NC_073224.2_228936705_6
