family_id	n_loci	dominant_gene	member_dn	member_gene	chrom	start	end
165	2	TCP11	DN_NC_073229.2_52876398_7	TCP11	NC_073229.2	52876398	52901250
166	2	SAYSD1	DN_NC_073229.2_56880800_2	SAYSD1	NC_073229.2	56880800	56891933
166	2	SAYSD1	DN_NC_073229.2_56880803_3	SAYSD1	NC_073229.2	56880803	56891925
166	2	SAYSD1	DN_NC_073229.2_56887365_2	SAYSD1	NC_073229.2	56887365	56891919
167	2	ADGRF5	DN_NC_073229.2_64639535_22	ADGRF5	NC_073229.2	64639535	64709087
167	2	ADGRF5	DN_NC_073238.2_32078126_7	LOC109023105	NC_073238.2	32078126	32266527
168	4	LOC101148684	DN_NC_073229.2_70527768_7	LOC101148684	NC_073229.2	70527768	70540932
168	4	LOC101148684	DN_NC_073229.2_70567152_7	LOC109027180	NC_073229.2	70567152	70580835
168	4	LOC101148684	DN_NC_073229.2_70609285_7	LOC101153366	NC_073229.2	70609285	70624076
168	4	LOC101148684	DN_NC_073229.2_70674504_7	LOC101152035	NC_073229.2	70674504	70687943
169	2	SMAP1	DN_NC_073229.2_94771458_11	SMAP1	NC_073229.2	94771458	94966039
169	2	SMAP1	DN_NC_073229.2_94961202_4	B3GAT2	NC_073229.2	94961202	95060852
170	2	KHDC1	DN_NC_073229.2_97353754_3	KHDC1	NC_073229.2	97353754	97384044
170	2	KHDC1	DN_NC_073231.2_114003443_13	EIF3E	NC_073231.2	114003443	114051639
171	4	EEF1A1	DN_NC_073229.2_97606864_8	EEF1A1	NC_073229.2	97606864	97612687
171	4	EEF1A1	DN_NC_073239.2_98531685_2	LOC101132881	NC_073239.2	98531685	98572214
171	4	EEF1A1	DN_NC_073243.2_97368865_2	LOC115931240	NC_073243.2	97368865	97370407
171	4	EEF1A1	DN_NC_073243.2_97368870_3	LOC109023808	NC_073243.2	97368870	97381877
172	2	TMEM243	DN_NC_073230.2_101581724_4	TMEM243	NC_073230.2	101581724	101605157
172	2	TMEM243	DN_NC_073230.2_101602035_18	DMTF1	NC_073230.2	101602035	101646803
173	2	LOC115935379	DN_NC_073230.2_101646218_2	LOC115935379	NC_073230.2	101646218	101648640
173	2	LOC115935379	DN_NC_073230.2_101646316_2	LOC115935379	NC_073230.2	101646316	101647445
174	2	FGL2	DN_NC_073230.2_111536331_2	FGL2	NC_073230.2	111536331	111588652
174	2	FGL2	DN_NC_073230.2_111581927_2	FGL2	NC_073230.2	111581927	111588652
174	2	FGL2	DN_NC_073230.2_111582002_2	FGL2	NC_073230.2	111582002	111588456
175	4	LOC129523494	DN_NC_073230.2_112158616_4	LOC129523494	NC_073230.2	112158616	112166662
175	4	LOC129523494	DN_NC_073230.2_51812102_9	LOC115933167	NC_073230.2	51812102	51845147
175	4	LOC129523494	DN_NC_073230.2_86128587_5	LOC129534750	NC_073230.2	86128587	86139540
175	4	LOC129523494	DN_NC_073230.2_86213678_7	LOC101130894	NC_073230.2	86213678	86247786
176	2	HBP1	DN_NC_073230.2_116119215_11	HBP1	NC_073230.2	116119215	116152758
176	2	HBP1	DN_NC_073230.2_116150343_22	COG5	NC_073230.2	116150343	116525309
177	2	LOC115935294	DN_NC_073230.2_13331389_15	LOC115935294	NC_073230.2	13331389	13358703
177	2	LOC115935294	DN_NC_073230.2_14245227_15	LOC101143855	NC_073230.2	14245227	14272545
178	2	LOC101143487	DN_NC_073230.2_13358875_21	LOC101143487	NC_073230.2	13358875	13403622
178	2	LOC101143487	DN_NC_073230.2_14200490_21	LOC129523491	NC_073230.2	14200490	14245468
179	2	GPR37	DN_NC_073230.2_133771638_2	GPR37	NC_073230.2	133771638	133794071
179	2	GPR37	DN_NC_073230.2_133785696_2	GPR37	NC_073230.2	133785696	133793585
180	2	AKR1B10	DN_NC_073230.2_143596666_10	AKR1B10	NC_073230.2	143596666	143612786
180	2	AKR1B10	DN_NC_073230.2_143617302_10	LOC115935241	NC_073230.2	143617302	143646376
181	2	MKRN1	DN_NC_073230.2_149564614_8	MKRN1	NC_073230.2	149564614	149591529
181	2	MKRN1	DN_NC_073247.2_51197700_2	LOC101132325	NC_073247.2	51197700	51226411
182	2	NDUFB2	DN_NC_073230.2_149808488_4	NDUFB2	NC_073230.2	149808488	149818388
182	2	NDUFB2	DN_NC_073230.2_149808502_2	NDUFB2	NC_073230.2	149808502	149835624
183	3	RHEB	DN_NC_073230.2_160290576_8	RHEB	NC_073230.2	160290576	160344511
183	3	RHEB	DN_NC_073232.2_68914292_6	LOC115935989	NC_073232.2	68914292	68939510
183	3	RHEB	DN_NC_073232.2_99479042_10	SHLD2	NC_073232.2	99479042	99576101
184	2	PTPRN2	DN_NC_073230.2_166433836_11	PTPRN2	NC_073230.2	166433836	166576273
184	2	PTPRN2	DN_NC_073230.2_166433840_2	PTPRN2	NC_073230.2	166433840	166438978
185	2	STEAP1B	DN_NC_073230.2_29909396_5	STEAP1B	NC_073230.2	29909396	29974179
185	2	STEAP1B	DN_NC_073230.2_98628332_5	STEAP1	NC_073230.2	98628332	98640236
186	2	AVL9	DN_NC_073230.2_39935031_2	AVL9	NC_073230.2	39935031	39946920
186	2	AVL9	DN_NC_073230.2_39935045_16	AVL9	NC_073230.2	39935045	40026433
187	2	FKBP9	DN_NC_073230.2_40386475_10	FKBP9	NC_073230.2	40386475	40435433
187	2	FKBP9	DN_NC_073230.2_63523034_4	LOC101129903	NC_073230.2	63523034	63531257
188	2	YAE1	DN_NC_073230.2_47037104_3	YAE1	NC_073230.2	47037104	47046545
188	2	YAE1	DN_NC_073230.2_51605178_3	LOC129523854	NC_073230.2	51605178	51614231
189	3	LOC109027782	DN_NC_073230.2_63938060_3	LOC109027782	NC_073230.2	63938060	63954422
189	3	LOC109027782	DN_NC_073230.2_64191496_8	PSPH	NC_073230.2	64191496	64231897
189	3	LOC109027782	DN_NC_073230.2_64705365_4	LOC129523694	NC_073230.2	64705365	64726877
190	2	LOC129523646	DN_NC_073230.2_72857214_2	LOC129523646	NC_073230.2	72857214	72867876
190	2	LOC129523646	DN_NC_073230.2_72907176_2	LOC129523647	NC_073230.2	72907176	72917863
191	2	LOC101133668	DN_NC_073230.2_74190280_2	LOC101133668	NC_073230.2	74190280	74213502
191	2	LOC101133668	DN_NC_073231.2_79866967_2	GPAT4	NC_073231.2	79866967	79891865
192	2	LOC129523899	DN_NC_073230.2_74930869_10	LOC129523899	NC_073230.2	74930869	74944076
192	2	LOC129523899	DN_NC_073230.2_74941165_2	LOC129523664	NC_073230.2	74941165	74952253
193	2	LOC129523746	DN_NC_073230.2_7606300_4	LOC129523746	NC_073230.2	7606300	7612608
193	2	LOC129523746	DN_NC_073230.2_7609536_2	LOC129523746	NC_073230.2	7609536	7612599
194	2	SBDS	DN_NC_073230.2_76179541_5	SBDS	NC_073230.2	76179541	76189207
194	2	SBDS	DN_NC_073230.2_82279960_5	LOC101132313	NC_073230.2	82279960	82287981
195	2	LOC101126070	DN_NC_073230.2_76190196_16	LOC101126070	NC_073230.2	76190196	76433301
195	2	LOC101126070	DN_NC_073230.2_82009167_15	LOC129534728	NC_073230.2	82009167	82278836
196	2	DNAAF5	DN_NC_073230.2_8182895_13	DNAAF5	NC_073230.2	8182895	8242141
196	2	DNAAF5	DN_NC_073230.2_8238129_2	DNAAF5	NC_073230.2	8238129	8242141
197	2	POM121	DN_NC_073230.2_82390460_3	POM121	NC_073230.2	82390460	82396846
197	2	POM121	DN_NC_073230.2_84208466_3	POM121C	NC_073230.2	84208466	84214688
198	2	NSUN5	DN_NC_073230.2_82396764_10	NSUN5	NC_073230.2	82396764	82402357
198	2	NSUN5	DN_NC_073230.2_84201987_11	LOC101131844	NC_073230.2	84201987	84208471
199	2	TRIM50	DN_NC_073230.2_82405962_7	TRIM50	NC_073230.2	82405962	82421185
199	2	TRIM50	DN_NC_073230.2_84189831_5	TRIM73	NC_073230.2	84189831	84197315
200	2	C6H7orf50	DN_NC_073230.2_8501928_2	C6H7orf50	NC_073230.2	8501928	8516658
200	2	C6H7orf50	DN_NC_073230.2_8512370_2	C6H7orf50	NC_073230.2	8512370	8516658
200	2	C6H7orf50	DN_NC_073230.2_8512725_3	C6H7orf50	NC_073230.2	8512725	8516657
201	2	LOC115935268	DN_NC_073230.2_86077849_4	LOC115935268	NC_073230.2	86077849	86101240
201	2	LOC115935268	DN_NC_073230.2_86186055_4	LOC129534750	NC_073230.2	86186055	86209484
202	2	LOC101150976	DN_NC_073230.2_88833653_3	LOC101150976	NC_073230.2	88833653	88845169
202	2	LOC101150976	DN_NC_073230.2_88842643_2	LOC101150976	NC_073230.2	88842643	88848635
203	2	LOC115935244	DN_NC_073230.2_98668717_3	LOC115935244	NC_073230.2	98668717	98675159
203	2	LOC115935244	DN_NC_073234.2_37699488_22	DPY19L2	NC_073234.2	37699488	37809120
204	2	DPY19L4	DN_NC_073231.2_100565734_19	DPY19L4	NC_073231.2	100565734	100639870
204	2	DPY19L4	DN_NC_073231.2_100636160_2	DPY19L4	NC_073231.2	100636160	100639870
205	2	VPS13B	DN_NC_073231.2_105681903_7	VPS13B	NC_073231.2	105681903	105705877
205	2	VPS13B	DN_NC_073231.2_105703620_4	LOC101144243	NC_073231.2	105703620	105722043
206	2	UBR5	DN_NC_073231.2_108074856_3	NA	NC_073231.2	108074856	108090897
206	2	UBR5	DN_NC_073231.2_108087768_21	UBR5	NC_073231.2	108087768	108121321
207	2	SQLE	DN_NC_073231.2_130827518_11	SQLE	NC_073231.2	130827518	130856840
207	2	SQLE	DN_NC_073231.2_130851528_29	WASHC5	NC_073231.2	130851528	130921198
208	2	LOC129524309	DN_NC_073231.2_148569032_3	LOC129524309	NC_073231.2	148569032	148573929
208	2	LOC129524309	DN_NC_073231.2_148570102_4	LOC129524309	NC_073231.2	148570102	148595620
209	2	LOC129524028	DN_NC_073231.2_151095996_10	LOC129524028	NC_073231.2	151095996	151120823
209	2	LOC129524028	DN_NC_073235.2_15191747_16	SLC35F5	NC_073235.2	15191747	15236517
210	2	LOC115935615	DN_NC_073231.2_27335163_6	LOC115935615	NC_073231.2	27335163	27363567
210	2	LOC115935615	DN_NC_073231.2_27367940_9	TNFRSF10D	NC_073231.2	27367940	27395634
211	2	LOC101131852	DN_NC_073231.2_4571400_3	LOC101131852	NC_073231.2	4571400	4596873
211	2	LOC101131852	DN_NC_073244.2_6036407_2	LOC129528486	NC_073244.2	6036407	6047219
212	2	RPL7	DN_NC_073231.2_47085106_7	RPL7	NC_073231.2	47085106	47089639
212	2	RPL7	DN_NC_073234.2_95346893_3	LOC129525654	NC_073234.2	95346893	95386526
213	2	MSC	DN_NC_073231.2_48539152_2	MSC	NC_073231.2	48539152	48543985
213	2	MSC	DN_NC_073231.2_48540295_2	MSC	NC_073231.2	48540295	48542096
214	2	MCMDC2	DN_NC_073231.2_53456699_4	MCMDC2	NC_073231.2	53456699	53462257
214	2	MCMDC2	DN_NC_073231.2_53460237_15	MCMDC2	NC_073231.2	53460237	53513064
215	2	CLN8	DN_NC_073231.2_6126395_2	CLN8	NC_073231.2	6126395	6128539
215	2	CLN8	DN_NC_073231.2_6126397_2	CLN8	NC_073231.2	6126397	6128539
215	2	CLN8	DN_NC_086017.1_152815584_2	NA	NC_086017.1	152815584	152821691
216	2	LIPK	DN_NC_073232.2_100896386_2	LIPK	NC_073232.2	100896386	101052773
216	2	LIPK	DN_NC_073232.2_100896386_3	RNLS	NC_073232.2	100896386	100908622
217	2	LOC109028559	DN_NC_073232.2_101631560_2	LOC109028559	NC_073232.2	101631560	101639269
217	2	LOC109028559	DN_NC_073232.2_101657634_2	LOC109028559	NC_073232.2	101657634	101670894
217	2	LOC109028559	DN_NC_073232.2_101662108_2	LOC109028559	NC_073232.2	101662108	101670894
218	3	PPP1R3C	DN_NC_073232.2_103966561_2	PPP1R3C	NC_073232.2	103966561	103973915
218	3	PPP1R3C	DN_NC_073232.2_103968753_7	PPP1R3C	NC_073232.2	103968753	104142030
218	3	PPP1R3C	DN_NC_073232.2_104121075_2	PPP1R3C	NC_073232.2	104121075	104141490
218	3	PPP1R3C	DN_NC_073232.2_104126081_2	PPP1R3C	NC_073232.2	104126081	104141559
219	3	ZNF518A	DN_NC_073232.2_108399400_7	ZNF518A	NC_073232.2	108399400	108432759
219	3	ZNF518A	DN_NC_073232.2_108425417_2	BLNK	NC_073232.2	108425417	108474145
219	3	ZNF518A	DN_NC_073232.2_108425608_2	ZNF518A	NC_073232.2	108425608	108433049
220	2	PDCD4	DN_NC_073232.2_123144734_12	PDCD4	NC_073232.2	123144734	123173362
220	2	PDCD4	DN_NC_073232.2_123171879_4	BBIP1	NC_073232.2	123171879	123192452
221	2	PSTK	DN_NC_073232.2_135254310_6	PSTK	NC_073232.2	135254310	135268847
221	2	PSTK	DN_NC_073232.2_135264721_4	IKZF5	NC_073232.2	135264721	135282746
222	2	LOC115936027	DN_NC_073232.2_13920774_9	LOC115936027	NC_073232.2	13920774	13938661
222	2	LOC115936027	DN_NC_073232.2_13945467_9	LOC101146324	NC_073232.2	13945467	13961622
223	2	LOC109028502	DN_NC_073232.2_26196651_3	LOC109028502	NC_073232.2	26196651	26212878
223	2	LOC109028502	DN_NC_073232.2_26211167_9	VIM	NC_073232.2	26211167	26220185
224	2	PPIF	DN_NC_073232.2_36391573_6	PPIF	NC_073232.2	36391573	36400064
224	2	PPIF	DN_NC_073232.2_91788490_6	LOC115932634	NC_073232.2	91788490	91796438
225	2	LRMDA	DN_NC_073232.2_39186248_2	LRMDA	NC_073232.2	39186248	39308538
225	2	LRMDA	DN_NC_073232.2_39186275_2	LRMDA	NC_073232.2	39186275	39192673
226	2	DNAJC9	DN_NC_073232.2_42489973_5	DNAJC9	NC_073232.2	42489973	42500603
226	2	DNAJC9	DN_NC_073232.2_42497391_2	DNAJC9	NC_073232.2	42497391	42501609
227	2	JMJD1C	DN_NC_073232.2_52554395_17	JMJD1C	NC_073232.2	52554395	52595753
227	2	JMJD1C	DN_NC_073232.2_52554621_2	JMJD1C	NC_073232.2	52554621	52560229
228	2	FAM13C	DN_NC_073232.2_56389207_14	FAM13C	NC_073232.2	56389207	56512825
228	2	FAM13C	DN_NC_073232.2_56509561_5	PHYHIPL	NC_073232.2	56509561	56582350
229	2	LOC134759160	DN_NC_073232.2_64911725_5	LOC134759160	NC_073232.2	64911725	64931284
229	2	LOC134759160	DN_NC_073232.2_65009281_5	LOC101141192	NC_073232.2	65009281	65028936
230	2	LOC101143404	DN_NC_073232.2_65161149_4	LOC101143404	NC_073232.2	65161149	65169842
230	2	LOC101143404	DN_NC_086017.1_82640717_11	SHQ1	NC_086017.1	82640717	82743297
231	2	LOC101143038	DN_NC_073232.2_65721054_29	LOC101143038	NC_073232.2	65721054	65787256
231	2	LOC101143038	DN_NC_073232.2_69588940_31	WASHC2C	NC_073232.2	69588940	69654543
232	2	LOC101144261	DN_NC_073232.2_68371563_10	LOC101144261	NC_073232.2	68371563	68397386
232	2	LOC101144261	DN_NC_073232.2_68618263_8	LOC101143406	NC_073232.2	68618263	68643965
233	2	ZNF239	DN_NC_073232.2_71881610_2	ZNF239	NC_073232.2	71881610	71901750
233	2	ZNF239	DN_NC_073232.2_71881634_2	ZNF239	NC_073232.2	71881634	71899949
233	2	ZNF239	DN_NC_073232.2_71892021_2	ZNF239	NC_073232.2	71892021	71901125
234	2	ZNF33B	DN_NC_073232.2_72820474_5	ZNF33B	NC_073232.2	72820474	72872997
234	2	ZNF33B	DN_NC_073232.2_81033881_5	LOC101129219	NC_073232.2	81033881	81083048
235	2	EPC1	DN_NC_073232.2_86751922_14	EPC1	NC_073232.2	86751922	86831340
235	2	EPC1	DN_NC_073232.2_86751945_2	EPC1	NC_073232.2	86751945	86754025
236	2	LOC129525065	DN_NC_073232.2_8894424_4	LOC129525065	NC_073232.2	8894424	8899120
236	2	LOC129525065	DN_NC_073242.2_120770730_3	LOC115931432	NC_073242.2	120770730	120775422
237	2	LOC101142918	DN_NC_073232.2_92223921_5	LOC101142918	NC_073232.2	92223921	92238799
237	2	LOC101142918	DN_NC_073232.2_99723280_5	LOC115936005	NC_073232.2	99723280	99738506
238	2	GLUD1	DN_NC_073232.2_99433455_13	GLUD1	NC_073232.2	99433455	99478929
238	2	GLUD1	DN_NC_073247.2_132688708_2	GLUD2	NC_073247.2	132688708	132692218
239	2	SESN3	DN_NC_073233.2_103065421_4	SESN3	NC_073233.2	103065421	103153092
239	2	SESN3	DN_NC_073233.2_103150044_4	LOC109028900	NC_073233.2	103150044	103153092
240	2	CEP57	DN_NC_073233.2_103702122_11	CEP57	NC_073233.2	103702122	103749199
240	2	CEP57	DN_NC_073233.2_103744968_15	MTMR2	NC_073233.2	103744968	103836821
241	2	NKAPD1	DN_NC_073233.2_119980246_6	NKAPD1	NC_073233.2	119980246	119991145
241	2	NKAPD1	DN_NC_073233.2_119988734_2	NKAPD1	NC_073233.2	119988734	119992811
241	2	NKAPD1	DN_NC_073233.2_119988736_3	NKAPD1	NC_073233.2	119988736	119992747
242	3	SORL1	DN_NC_073233.2_129388517_48	SORL1	NC_073233.2	129388517	129566553
242	3	SORL1	DN_NC_073242.2_28854512_28	LOC115932779	NC_073242.2	28854512	28916936
242	3	SORL1	DN_NC_073244.2_20936541_9	LOC115933039	NC_073244.2	20936541	20953498
243	2	LOC101154388	DN_NC_073233.2_130017597_2	LOC101154388	NC_073233.2	130017597	130029248
243	2	LOC101154388	DN_NC_073233.2_130017597_4	BLID	NC_073233.2	130017597	130131782
244	2	LOC134756487	DN_NC_073233.2_137548997_4	LOC134756487	NC_073233.2	137548997	137751522
244	2	LOC134756487	DN_NC_073233.2_137723951_2	NA	NC_073233.2	137723951	137751522
245	2	LOC129525361	DN_NC_073233.2_17245554_3	LOC129525361	NC_073233.2	17245554	17271449
245	2	LOC129525361	DN_NC_073233.2_17245873_2	LOC129525361	NC_073233.2	17245873	17247966
246	2	BMAL1	DN_NC_073233.2_19708960_19	BMAL1	NC_073233.2	19708960	19820073
246	2	BMAL1	DN_NC_073233.2_19815473_9	BTBD10	NC_073233.2	19815473	19896310
247	2	NUCB2	DN_NC_073233.2_23658380_14	NUCB2	NC_073233.2	23658380	23716400
247	2	NUCB2	DN_NC_073233.2_23713060_3	NA	NC_073233.2	23713060	23731221
248	3	LOC115936279	DN_NC_073233.2_54778450_7	LOC115936279	NC_073233.2	54778450	54787800
248	3	LOC115936279	DN_NC_073233.2_54817717_7	LOC101146458	NC_073233.2	54817717	54830049
248	3	LOC115936279	DN_NC_073233.2_97922937_7	LOC129523488	NC_073233.2	97922937	97931935
249	2	TMEM223	DN_NC_073233.2_70706693_5	TMEM223	NC_073233.2	70706693	70710339
249	2	TMEM223	DN_NC_073233.2_70709650_2	TMEM223	NC_073233.2	70709650	70711377
250	2	ESRRA	DN_NC_073233.2_72203709_7	ESRRA	NC_073233.2	72203709	72214659
250	2	ESRRA	DN_NC_073238.2_33853352_3	TPTE2	NC_073238.2	33853352	33860788
251	2	EHD1	DN_NC_073233.2_72751588_5	EHD1	NC_073233.2	72751588	72778064
251	2	EHD1	DN_NC_073236.2_108637713_6	EHD3	NC_073236.2	108637713	108673187
252	2	RBM4	DN_NC_073233.2_74557606_4	RBM4	NC_073233.2	74557606	74566392
252	2	RBM4	DN_NC_073233.2_74583920_4	LOC101154261	NC_073233.2	74583920	74596877
253	2	LIPT2-AS1	DN_NC_073233.2_82381481_2	LIPT2-AS1	NC_073233.2	82381481	82386976
253	2	LIPT2-AS1	DN_NC_073233.2_82381548_3	LIPT2-AS1	NC_073233.2	82381548	82400872
253	2	LIPT2-AS1	DN_NC_073233.2_82381616_2	LIPT2-AS1	NC_073233.2	82381616	82386829
254	2	FZD4	DN_NC_073233.2_94816092_2	FZD4	NC_073233.2	94816092	94853218
254	2	FZD4	DN_NC_073233.2_94843386_2	FZD4	NC_073233.2	94843386	94853161
255	4	LOC129525965	DN_NC_073234.2_106852963_2	LOC129525965	NC_073234.2	106852963	107020618
255	4	LOC129525965	DN_NC_073235.2_38606855_2	LOC129532059	NC_073235.2	38606855	38633744
255	4	LOC129525965	DN_NC_073237.2_70478915_2	NA	NC_073237.2	70478915	70481632
255	4	LOC129525965	DN_NC_073238.2_38844253_6	NA	NC_073238.2	38844253	38852695
256	2	GAS2L3	DN_NC_073234.2_115989113_9	GAS2L3	NC_073234.2	115989113	116042199
256	2	GAS2L3	DN_NC_073234.2_116040058_2	GAS2L3	NC_073234.2	116040058	116044185
257	2	TDG	DN_NC_073234.2_119380821_10	TDG	NC_073234.2	119380821	119404870
257	2	TDG	DN_NC_073234.2_119401970_11	GLT8D2	NC_073234.2	119401970	119463263
258	2	FBXO21	DN_NC_073234.2_132545283_12	FBXO21	NC_073234.2	132545283	132593923
258	2	FBXO21	DN_NC_073234.2_132546809_2	FBXO21	NC_073234.2	132546809	132558826
258	2	FBXO21	DN_NC_073234.2_132547091_2	FBXO21	NC_073234.2	132547091	132554553
259	2	EP400	DN_NC_073234.2_147445272_9	EP400	NC_073234.2	147445272	147485910
259	2	EP400	DN_NC_073234.2_147580679_4	LOC101150057	NC_073234.2	147580679	147607159
260	5	ZNF84	DN_NC_073234.2_148537990_5	ZNF84	NC_073234.2	148537990	148563757
260	5	ZNF84	DN_NC_073244.2_48319142_5	ZNF585A	NC_073244.2	48319142	48341721
260	5	ZNF84	DN_NC_073244.2_48352926_4	ZNF585B	NC_073244.2	48352926	48377365
260	5	ZNF84	DN_NC_073247.2_57840463_5	ZNF41	NC_073247.2	57840463	57881821
260	5	ZNF84	DN_NC_073247.2_58228088_5	ZNF81	NC_073247.2	58228088	58319449
261	2	SLC6A12	DN_NC_073234.2_15814002_2	SLC6A12	NC_073234.2	15814002	15817392
261	2	SLC6A12	DN_NC_073234.2_15814003_16	SLC6A12	NC_073234.2	15814003	15838964
262	2	ITFG2	DN_NC_073234.2_18450483_12	ITFG2	NC_073234.2	18450483	18461494
262	2	ITFG2	DN_NC_073234.2_18459578_6	ITFG2	NC_073234.2	18459578	18471704
263	2	SLC2A14	DN_NC_073234.2_23452056_11	SLC2A14	NC_073234.2	23452056	23511730
263	2	SLC2A14	DN_NC_073234.2_23565467_10	LOC101123934	NC_073234.2	23565467	23582676
264	3	LOC115930232	DN_NC_073234.2_24956987_7	LOC115930232	NC_073234.2	24956987	24963123
264	3	LOC115930232	DN_NC_073234.2_24978856_8	LOC109029264	NC_073234.2	24978856	24995089
264	3	LOC115930232	DN_NC_073234.2_70140848_27	DDX11	NC_073234.2	70140848	70171792
265	2	LOC101131994	DN_NC_073234.2_30137050_2	LOC101131994	NC_073234.2	30137050	30171229
265	2	LOC101131994	DN_NC_073234.2_30167357_2	LOC101131994	NC_073234.2	30167357	30171229
265	2	LOC101131994	DN_NC_073234.2_30167360_2	LOC101131994	NC_073234.2	30167360	30171312
266	2	CDK4	DN_NC_073234.2_43619064_8	CDK4	NC_073234.2	43619064	43624876
266	2	CDK4	DN_NC_073234.2_43623304_5	TSPAN31	NC_073234.2	43623304	43626170
267	2	DNAJC14	DN_NC_073234.2_45531723_7	DNAJC14	NC_073234.2	45531723	45542569
267	2	DNAJC14	DN_NC_073234.2_45539357_4	ORMDL2	NC_073234.2	45539357	45544462
268	2	HNRNPA1	DN_NC_073234.2_47062440_10	HNRNPA1	NC_073234.2	47062440	47068525
268	2	HNRNPA1	DN_NC_073238.2_67037804_5	LOC101136459	NC_073238.2	67037804	67064231
269	4	KRT8	DN_NC_073234.2_48448103_8	KRT8	NC_073234.2	48448103	48456191
269	4	KRT8	DN_NC_073234.2_49097599_9	KRT7	NC_073234.2	49097599	49113312
269	4	KRT8	DN_NC_073240.2_43610228_10	TTBK2	NC_073240.2	43610228	43730153
269	4	KRT8	DN_NC_086017.1_171687466_2	NA	NC_086017.1	171687466	171691273
269	4	KRT8	DN_NC_086017.1_171687484_2	NA	NC_086017.1	171687484	171691273
269	4	KRT8	DN_NC_086017.1_171687563_2	NA	NC_086017.1	171687563	171691273
270	2	LOC101136203	DN_NC_073234.2_49024482_9	LOC101136203	NC_073234.2	49024482	49031812
270	2	LOC101136203	DN_NC_073234.2_49087212_9	LOC109029034	NC_073234.2	49087212	49096513
271	9	TUBA1C	DN_NC_073234.2_52064465_4	TUBA1C	NC_073234.2	52064465	52072859
271	9	TUBA1C	DN_NC_073234.2_52151326_4	LOC101150168	NC_073234.2	52151326	52155940
271	9	TUBA1C	DN_NC_073234.2_52202911_4	LOC101148972	NC_073234.2	52202911	52206665
271	9	TUBA1C	DN_NC_073235.2_121946440_4	LOC101148853	NC_073235.2	121946440	121950169
271	9	TUBA1C	DN_NC_073235.2_31723374_5	LOC115933728	NC_073235.2	31723374	31730230
271	9	TUBA1C	DN_NC_073235.2_32697745_5	TUBA3E	NC_073235.2	32697745	32704507
271	9	TUBA1C	DN_NC_073238.2_31467876_5	LOC129526434	NC_073238.2	31467876	31476702
271	9	TUBA1C	DN_NC_073240.2_22595737_5	LOC101136583	NC_073240.2	22595737	22604454
271	9	TUBA1C	DN_NC_086018.1_16134008_5	TUBA8	NC_086018.1	16134008	16155017
272	2	ALG10B	DN_NC_073234.2_62953363_3	ALG10B	NC_073234.2	62953363	62961959
272	2	ALG10B	DN_NC_073234.2_67151860_3	ALG10	NC_073234.2	67151860	67159051
273	2	BICD1	DN_NC_073234.2_68834312_9	BICD1	NC_073234.2	68834312	69109607
273	2	BICD1	DN_NC_073234.2_69095541_2	BICD1	NC_073234.2	69095541	69109599
274	2	AMN1	DN_NC_073234.2_69501458_7	AMN1	NC_073234.2	69501458	69559793
274	2	AMN1	DN_NC_073234.2_69557459_4	ETFBKMT	NC_073234.2	69557459	69573135
275	2	FAR2	DN_NC_073234.2_71944253_12	FAR2	NC_073234.2	71944253	72129544
275	2	FAR2	DN_NC_073234.2_72106299_2	FAR2	NC_073234.2	72106299	72129612
276	2	KLHL42	DN_NC_073234.2_73481686_3	KLHL42	NC_073234.2	73481686	73504545
276	2	KLHL42	DN_NC_073234.2_73484018_2	KLHL42	NC_073234.2	73484018	73487405
277	2	KRAS	DN_NC_073234.2_76035232_5	KRAS	NC_073234.2	76035232	76081002
277	2	KRAS	DN_NC_073234.2_76077727_3	ETFRF1	NC_073234.2	76077727	76090958
278	2	LOC109023855	DN_NC_073234.2_79607745_2	NA	NC_073234.2	79607745	79626238
278	2	LOC109023855	DN_NC_073243.2_94988262_4	LOC109023855	NC_073243.2	94988262	94993581
279	2	RECQL	DN_NC_073234.2_79789135_15	RECQL	NC_073234.2	79789135	79823232
279	2	RECQL	DN_NC_073234.2_79820285_12	PYROXD1	NC_073234.2	79820285	79858303
280	2	MDM2	DN_NC_073234.2_84110676_11	MDM2	NC_073234.2	84110676	84146783
280	2	MDM2	DN_NC_073234.2_84143178_2	MDM2	NC_073234.2	84143178	84148009
281	2	NAV3	DN_NC_073234.2_93292406_2	NAV3	NC_073234.2	93292406	93332825
281	2	NAV3	DN_NC_073234.2_93292594_20	NAV3	NC_073234.2	93292594	93498055
282	4	CGREF1	DN_NC_073235.2_127361540_3	NA	NC_073235.2	127361540	127400532
282	4	CGREF1	DN_NC_073236.2_112799498_6	CGREF1	NC_073236.2	112799498	112809489
282	4	CGREF1	DN_NC_073243.2_53724919_2	NA	NC_073243.2	53724919	53730943
282	4	CGREF1	DN_NC_073243.2_84505022_2	NA	NC_073243.2	84505022	84510545
283	2	SP140L	DN_NC_073235.2_133031264_19	SP140L	NC_073235.2	133031264	133117027
283	2	SP140L	DN_NC_073235.2_133124679_15	SP100	NC_073235.2	133124679	133178769
284	2	LOC101150533	DN_NC_073235.2_136576413_2	LOC101150533	NC_073235.2	136576413	136580746
284	2	LOC101150533	DN_NC_073235.2_136577761_2	LOC101150533	NC_073235.2	136577761	136580657
