gene_a	gene_b	dn_a	dn_b	cls	ep_impure	gstm2	mage	in_dna_loose	mean_matched_id	div_bin	colinear	chromA	startA	endA	chromB	startB	endB	same_chrom	cross_n	cross_best_idfm	cross_best_idfi	same_region	same_best_idfm	a_in_segdup	b_in_segdup	cn_status	cn_a	cn_b	cn_diff	segdup_keep_90	segdup_keep_95	segdup_keep_98
CCR2	CCR5	DN_NC_086017.1_56236992_2	DN_NC_086017.1_56254132_2	truthbar	0	0	0	0	0.0	<0.70	0	NC_086017.1	56236992	56244133	NC_086017.1	56254132	56259380	1	1	0.8181	0.8086	0	0.0	1	1	NA_both				0	0	0
CCT6A	CCT6B	DN_NC_073228.2_58045766_15	DN_NC_073230.2_64231587_14	truthbar	0	0	0	0	0.8072	0.80-0.90	12	NC_073228.2	58045766	58079377	NC_073230.2	64231587	64244298	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
CES1	LOC101128088	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96161607_12	truthbar	0	0	0	0	0.7182	0.70-0.80	3	NC_073242.2	84922514	84952609	NC_073242.2	96161607	96171304	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
CES1	LOC101128458	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96060106_12	truthbar	0	0	0	0	0.7271	0.70-0.80	3	NC_073242.2	84922514	84952609	NC_073242.2	96060106	96070061	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
CES1	LOC115931020	DN_NC_073242.2_84922514_14	DN_NC_073242.2_96073882_12	truthbar	0	0	0	0	0.7182	0.70-0.80	3	NC_073242.2	84922514	84952609	NC_073242.2	96073882	96084435	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
CHD1	CHD2	DN_NC_073228.2_103031498_31	DN_NC_073240.2_94115085_33	truthbar	0	0	0	0	0.7448	0.70-0.80	8	NC_073228.2	103031498	103091798	NC_073240.2	94115085	94217157	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
CILP	CILP2	DN_NC_073240.2_65970509_9	DN_NC_073244.2_25986503_8	truthbar	0	0	0	0	0.0	<0.70	0	NC_073240.2	65970509	65987442	NC_073244.2	25986503	25994929	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CKB	CKM	DN_NC_073239.2_120499478_8	DN_NC_073244.2_56814281_4	truthbar	0	0	0	0	0.8039	0.80-0.90	2	NC_073239.2	120499478	120503114	NC_073244.2	56814281	56819681	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CLCN3	CLCN5	DN_NC_073227.2_190603026_12	DN_NC_073247.2_60113711_15	truthbar	0	0	0	0	0.7228	0.70-0.80	8	NC_073227.2	190603026	190666217	NC_073247.2	60113711	60270259	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
CLK1	CLK4	DN_NC_073228.2_182227322_13	DN_NC_073235.2_103471173_13	truthbar	0	0	0	0	0.807	0.80-0.90	9	NC_073228.2	182227322	182252328	NC_073235.2	103471173	103482915	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CLTC	CLTCL1	DN_NC_073228.2_32366054_32	DN_NC_086018.1_16610610_33	truthbar	0	0	0	0	0.7539	0.70-0.80	28	NC_073228.2	32366054	32441926	NC_086018.1	16610610	16723416	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
CNPY3	CNPY4	DN_NC_073229.2_60720496_6	DN_NC_073230.2_88640144_6	truthbar	0	0	0	0	0.0	<0.70	0	NC_073229.2	60720496	60731306	NC_073230.2	88640144	88645984	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
COL1A1	COL1A2	DN_NC_073228.2_41871026_51	DN_NC_073230.2_94413807_52	truthbar	0	0	0	0	0.7386	0.70-0.80	14	NC_073228.2	41871026	41888571	NC_073230.2	94413807	94450617	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
COL1A1	COL2A1	DN_NC_073228.2_41871026_51	DN_NC_073234.2_53272916_54	truthbar	0	0	0	0	0.7548	0.70-0.80	31	NC_073228.2	41871026	41888571	NC_073234.2	53272916	53304491	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
COL1A1	COL3A1	DN_NC_073228.2_41871026_51	DN_NC_073235.2_91416644_51	truthbar	0	0	0	0	0.7342	0.70-0.80	10	NC_073228.2	41871026	41888571	NC_073235.2	91416644	91455241	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
COL1A2	COL2A1	DN_NC_073230.2_94413807_52	DN_NC_073234.2_53272916_54	truthbar	0	0	0	0	0.734	0.70-0.80	16	NC_073230.2	94413807	94450617	NC_073234.2	53272916	53304491	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
COL1A2	COL3A1	DN_NC_073230.2_94413807_52	DN_NC_073235.2_91416644_51	truthbar	0	0	0	0	0.722	0.70-0.80	6	NC_073230.2	94413807	94450617	NC_073235.2	91416644	91455241	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
COL2A1	COL3A1	DN_NC_073234.2_53272916_54	DN_NC_073235.2_91416644_51	truthbar	0	0	0	0	0.7294	0.70-0.80	12	NC_073234.2	53272916	53304491	NC_073235.2	91416644	91455241	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
COL2A1	COL5A2	DN_NC_073234.2_53272916_54	DN_NC_073235.2_91471014_54	truthbar	0	0	0	0	0.7321	0.70-0.80	14	NC_073234.2	53272916	53304491	NC_073235.2	91471014	91619540	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
COMP	THBS4	DN_NC_073243.2_31614985_22	DN_NC_073244.2_25226014_19	truthbar	0	0	0	0	0.7812	0.70-0.80	6	NC_073243.2	31614985	31663810	NC_073244.2	25226014	25234646	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CORO1A	CORO1B	DN_NC_073233.2_75363756_11	DN_NC_073242.2_32113450_11	truthbar	0	0	0	0	0.7597	0.70-0.80	7	NC_073233.2	75363756	75372010	NC_073242.2	32113450	32118924	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CORO2A	CORO2B	DN_NC_073237.2_94439193_12	DN_NC_073240.2_69411455_12	truthbar	0	0	0	0	0.7368	0.70-0.80	6	NC_073237.2	94439193	94507705	NC_073240.2	69411455	69559882	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CPEB2	CPEB4	DN_NC_073227.2_23212119_11	DN_NC_073228.2_177718215_8	truthbar	0	0	0	0	0.8167	0.80-0.90	4	NC_073227.2	23212119	23278996	NC_073228.2	177718215	177757308	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CPEB3	CPEB4	DN_NC_073228.2_177718215_8	DN_NC_073232.2_104390833_9	truthbar	0	0	0	0	0.7907	0.70-0.80	5	NC_073228.2	177718215	177757308	NC_073232.2	104390833	104580314	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
CPNE6	CPNE7	DN_NC_073239.2_32570025_17	DN_NC_073242.2_120163344_15	truthbar	0	0	0	0	0.7515	0.70-0.80	9	NC_073239.2	32570025	32576581	NC_073242.2	120163344	120184091	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CRMP1	DPYSL3	DN_NC_073227.2_15519199_14	DN_NC_073228.2_151255605_14	truthbar	0	0	0	0	0.7494	0.70-0.80	9	NC_073227.2	15519199	15592017	NC_073228.2	151255605	151317972	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CRMP1	DPYSL4	DN_NC_073227.2_15519199_14	DN_NC_073232.2_144546965_14	truthbar	0	0	0	0	0.7447	0.70-0.80	9	NC_073227.2	15519199	15592017	NC_073232.2	144546965	144565681	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CSNK1D	CSNK1E	DN_NC_073228.2_9720205_10	DN_NC_086018.1_36304756_7	truthbar	0	0	0	0	0.8263	0.80-0.90	4	NC_073228.2	9720205	9752066	NC_086018.1	36304756	36325864	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
CTSV	LOC101145975	DN_NC_073237.2_83935038_8	DN_NC_073237.2_93365361_8	truthbar	0	0	0	0	0.8283	0.80-0.90	6	NC_073237.2	83935038	83940813	NC_073237.2	93365361	93375393	1	1	0.7564	0.6081	0	0.0	1	1	NA_both				0	0	0
CTSV	LOC129523464	DN_NC_073237.2_84341528_8	DN_NC_073237.2_93365361_8	truthbar	0	0	0	0	0.8304	0.80-0.90	6	NC_073237.2	84341528	84346834	NC_073237.2	93365361	93375393	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
CUL7	CUL9	DN_NC_073229.2_60831709_26	DN_NC_073229.2_60975828_26	truthbar	0	0	0	0	0.8041	0.80-0.90	13	NC_073229.2	60831709	60847973	NC_073229.2	60975828	61001277	1	1	0.6736	0.5816	0	0.0	1	1	NA_both				0	0	0
CYFIP1	CYFIP2	DN_NC_073228.2_161096696_31	DN_NC_073240.2_23877041_31	truthbar	0	0	0	0	0.791	0.70-0.80	27	NC_073228.2	161096696	161228594	NC_073240.2	23877041	23990200	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
CYTH1	CYTH4	DN_NC_073228.2_13195036_13	DN_NC_086018.1_35282535_13	truthbar	0	0	0	0	0.7654	0.70-0.80	6	NC_073228.2	13195036	13301872	NC_086018.1	35282535	35316826	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
CYTH2	CYTH4	DN_NC_073244.2_61417620_12	DN_NC_086018.1_35282535_13	truthbar	0	0	0	0	0.7892	0.70-0.80	8	NC_073244.2	61417620	61428320	NC_086018.1	35282535	35316826	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
DAAM1	DAAM2	DN_NC_073229.2_57565568_13	DN_NC_073239.2_76142345_25	truthbar	0	0	0	0	0.7415	0.70-0.80	6	NC_073229.2	57565568	57657080	NC_073239.2	76142345	76327066	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
DAPK2	DAPK3	DN_NC_073240.2_64676115_12	DN_NC_073244.2_9737989_9	truthbar	0	0	0	0	0.7978	0.70-0.80	4	NC_073240.2	64676115	64815533	NC_073244.2	9737989	9750616	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
DCAF12	DCAF12L2	DN_NC_073237.2_28860054_9	DN_NC_073247.2_137840069_2	truthbar	0	0	0	0	0.0	<0.70	0	NC_073237.2	28860054	28900548	NC_073247.2	137840069	137843801	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
DCAF4	DCAF4L1	DN_NC_073227.2_50003246_2	DN_NC_073239.2_89803404_14	truthbar	0	0	0	0	0.0	<0.70	0	NC_073227.2	50003246	50008249	NC_073239.2	89803404	89836616	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
DDX21	DDX50	DN_NC_073232.2_46766506_15	DN_NC_073232.2_46804261_15	truthbar	0	0	0	0	0.7645	0.70-0.80	9	NC_073232.2	46766506	46795875	NC_073232.2	46804261	46851137	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
DDX3X	DDX3Y	DN_NC_073247.2_51699012_17	DN_NC_073248.2_31199793_17	truthbar	0	0	0	0	0.8658	0.80-0.90	15	NC_073247.2	51699012	51716063	NC_073248.2	31199793	31218694	0	1	0.7722	0.5832	0	0.0	1	1	NA_both				0	0	0
DES	PRPH	DN_NC_073234.2_52040112_9	DN_NC_073235.2_122111621_9	truthbar	0	0	0	0	0.7466	0.70-0.80	4	NC_073234.2	52040112	52043718	NC_073235.2	122111621	122121097	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
DGCR6	DGCR6L	DN_NC_086018.1_16346801_5	DN_NC_086018.1_17748702_5	truthbar	0	0	0	0	0.9623	id>=0.95	4	NC_086018.1	16346801	16352629	NC_086018.1	17748702	17756678	1	1	0.9484	0.5888	0	0.0	1	1	NA_both				1	0	0
DNAH17	DNAH9	DN_NC_073228.2_13540554_8	DN_NC_073243.2_27192824_11	truthbar	0	0	0	0	0.7585	0.70-0.80	4	NC_073228.2	13540554	13556262	NC_073243.2	27192824	27260923	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
DNM2	DNM3	DN_NC_073224.2_84334480_20	DN_NC_073244.2_16753009_21	truthbar	0	0	0	0	0.7503	0.70-0.80	12	NC_073224.2	84334480	84911414	NC_073244.2	16753009	16866682	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
DPEP2	DPEP3	DN_NC_073242.2_97202362_10	DN_NC_073242.2_97214082_10	truthbar	0	0	0	0	0.8291	0.80-0.90	8	NC_073242.2	97202362	97207196	NC_073242.2	97214082	97220394	1	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
DPP4	FAP	DN_NC_073235.2_64458923_26	DN_NC_073235.2_64637479_26	truthbar	0	0	0	0	0.7405	0.70-0.80	6	NC_073235.2	64458923	64541122	NC_073235.2	64637479	64710342	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
DPYSL2	DPYSL3	DN_NC_073228.2_151255605_14	DN_NC_073231.2_30794526_14	truthbar	0	0	0	0	0.7629	0.70-0.80	9	NC_073228.2	151255605	151317972	NC_073231.2	30794526	30874869	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
DUSP1	DUSP4	DN_NC_073228.2_176576489_4	DN_NC_073231.2_33560018_4	truthbar	0	0	0	0	0.7991	0.70-0.80	1	NC_073228.2	176576489	176581596	NC_073231.2	33560018	33574706	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
DVL1	DVL2	DN_NC_073224.2_239847758_15	DN_NC_073243.2_22365408_15	truthbar	0	0	0	0	0.7671	0.70-0.80	9	NC_073224.2	239847758	239863003	NC_073243.2	22365408	22374653	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
DVL1	DVL3	DN_NC_073224.2_239847758_15	DN_NC_086017.1_195260184_15	truthbar	0	0	0	0	0.7972	0.70-0.80	9	NC_073224.2	239847758	239863003	NC_086017.1	195260184	195275176	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
DVL2	DVL3	DN_NC_073243.2_22365408_15	DN_NC_086017.1_195260184_15	truthbar	0	0	0	0	0.7735	0.70-0.80	9	NC_073243.2	22365408	22374653	NC_086017.1	195260184	195275176	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
EEF2KMT	LOC101125415	DN_NC_073227.2_17445647_6	DN_NC_073242.2_8737492_8	truthbar	0	0	0	0	0.9373	0.90-0.95	5	NC_073227.2	17445647	17459327	NC_073242.2	8737492	8751406	0	1	0.9401	0.7038	0	0.0	1	1	NA_both				1	0	0
EEF2KMT	LOC101133440	DN_NC_073231.2_11581641_7	DN_NC_073242.2_8737492_8	truthbar	0	0	0	0	0.9398	0.90-0.95	6	NC_073231.2	11581641	11593493	NC_073242.2	8737492	8751406	0	1	0.936	0.7102	0	0.0	1	1	NA_both				1	0	0
EEF2KMT	LOC101139163	DN_NC_073242.2_8737492_8	DN_NC_086017.1_141278779_5	truthbar	0	0	0	0	0.9497	0.90-0.95	4	NC_073242.2	8737492	8751406	NC_086017.1	141278779	141292691	0	1	0.9414	0.8332	0	0.0	1	1	NA_both				1	0	0
EEF2KMT	LOC101152938	DN_NC_073233.2_75718276_6	DN_NC_073242.2_8737492_8	truthbar	0	0	0	0	0.9418	0.90-0.95	5	NC_073233.2	75718276	75732757	NC_073242.2	8737492	8751406	0	1	0.9216	0.7278	0	0.0	1	1	NA_both				1	0	0
EEF2KMT	LOC115934341	DN_NC_073242.2_8737492_8	DN_NC_086017.1_85330170_7	truthbar	0	0	0	0	0.9474	0.90-0.95	6	NC_073242.2	8737492	8751406	NC_086017.1	85330170	85343934	0	1	0.911	0.726	0	0.0	1	1	NA_both				1	0	0
EHD1	EHD2	DN_NC_073233.2_72751588_5	DN_NC_073244.2_59252668_6	truthbar	0	0	0	0	0.773	0.70-0.80	4	NC_073233.2	72751588	72778064	NC_073244.2	59252668	59283426	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
EHD1	EHD3	DN_NC_073233.2_72751588_5	DN_NC_073236.2_108637713_6	truthbar	0	0	0	0	0.8363	0.80-0.90	3	NC_073233.2	72751588	72778064	NC_073236.2	108637713	108673187	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
EHD1	EHD4	DN_NC_073233.2_72751588_5	DN_NC_073240.2_42709516_6	truthbar	0	0	0	0	0.7886	0.70-0.80	3	NC_073233.2	72751588	72778064	NC_073240.2	42709516	42786488	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
EHD2	EHD4	DN_NC_073240.2_42709516_6	DN_NC_073244.2_59252668_6	truthbar	0	0	0	0	0.7716	0.70-0.80	3	NC_073240.2	42709516	42786488	NC_073244.2	59252668	59283426	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
EHD3	EHD4	DN_NC_073236.2_108637713_6	DN_NC_073240.2_42709516_6	truthbar	0	0	0	0	0.7778	0.70-0.80	4	NC_073236.2	108637713	108673187	NC_073240.2	42709516	42786488	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
EHMT1	EHMT2	DN_NC_073229.2_49484905_28	DN_NC_073237.2_134047852_27	truthbar	0	0	0	0	0.7579	0.70-0.80	8	NC_073229.2	49484905	49502859	NC_073237.2	134047852	134271171	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
EIF4A1	EIF4A3	DN_NC_073228.2_11820810_12	DN_NC_073243.2_22718660_11	truthbar	0	0	0	0	0.0	<0.70	0	NC_073228.2	11820810	11836624	NC_073243.2	22718660	22724949	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ELMO1	ELMO2	DN_NC_073230.2_44313875_22	DN_NC_073245.2_58594952_21	truthbar	0	0	0	0	0.7565	0.70-0.80	13	NC_073230.2	44313875	44905857	NC_073245.2	58594952	58635568	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
ENO1	ENO2	DN_NC_073224.2_231736369_12	DN_NC_073234.2_22572777_12	truthbar	0	0	0	0	0.7766	0.70-0.80	8	NC_073224.2	231736369	231754310	NC_073234.2	22572777	22582687	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
ENO1	ENO3	DN_NC_073224.2_231736369_12	DN_NC_073243.2_20078090_12	truthbar	0	0	0	0	0.7763	0.70-0.80	9	NC_073224.2	231736369	231754310	NC_073243.2	20078090	20086074	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
ENO2	ENO3	DN_NC_073234.2_22572777_12	DN_NC_073243.2_20078090_12	truthbar	0	0	0	0	0.8106	0.80-0.90	8	NC_073234.2	22572777	22582687	NC_073243.2	20078090	20086074	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
EPHB1	EPHB2	DN_NC_073224.2_216927976_16	DN_NC_086017.1_145972418_16	truthbar	0	0	0	0	0.7733	0.70-0.80	10	NC_073224.2	216927976	217070124	NC_086017.1	145972418	146442261	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
EPHB1	EPHB3	DN_NC_086017.1_145972418_16	DN_NC_086017.1_195677389_14	truthbar	0	0	0	0	0.7645	0.70-0.80	7	NC_086017.1	145972418	146442261	NC_086017.1	195677389	195687124	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
EPHB1	EPHB4	DN_NC_073230.2_87974016_14	DN_NC_086017.1_145972418_16	truthbar	0	0	0	0	0.7876	0.70-0.80	5	NC_073230.2	87974016	87994301	NC_086017.1	145972418	146442261	0	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
EPHB2	EPHB3	DN_NC_073224.2_216927976_16	DN_NC_086017.1_195677389_14	truthbar	0	0	0	0	0.7722	0.70-0.80	10	NC_073224.2	216927976	217070124	NC_086017.1	195677389	195687124	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
EPHB2	EPHB4	DN_NC_073224.2_216927976_16	DN_NC_073230.2_87974016_14	truthbar	0	0	0	0	0.7936	0.70-0.80	5	NC_073224.2	216927976	217070124	NC_073230.2	87974016	87994301	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
EPHB3	EPHB4	DN_NC_073230.2_87974016_14	DN_NC_086017.1_195677389_14	truthbar	0	0	0	0	0.8032	0.80-0.90	5	NC_073230.2	87974016	87994301	NC_086017.1	195677389	195687124	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
EYA1	EYA4	DN_NC_073229.2_157439925_18	DN_NC_073231.2_49018603_18	truthbar	0	0	0	0	0.7807	0.70-0.80	6	NC_073229.2	157439925	157725317	NC_073231.2	49018603	49183220	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
EZR	MSN	DN_NC_073229.2_182999268_13	DN_NC_073247.2_77369372_13	truthbar	0	0	0	0	0.7947	0.70-0.80	8	NC_073229.2	182999268	183051417	NC_073247.2	77369372	77443533	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
EZR	RDX	DN_NC_073229.2_182999268_13	DN_NC_073233.2_118106361_14	truthbar	0	0	0	0	0.7859	0.70-0.80	6	NC_073229.2	182999268	183051417	NC_073233.2	118106361	118173284	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
FADS1	FADS2	DN_NC_073233.2_69582499_12	DN_NC_073233.2_69678029_12	truthbar	0	0	0	0	0.7514	0.70-0.80	6	NC_073233.2	69582499	69599418	NC_073233.2	69678029	69719039	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
FADS2	FADS3	DN_NC_073233.2_69678029_12	DN_NC_073233.2_69723982_12	truthbar	0	0	0	0	0.7664	0.70-0.80	7	NC_073233.2	69678029	69719039	NC_073233.2	69723982	69742770	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
FAM50A	FAM50B	DN_NC_073229.2_21470970_2	DN_NC_073247.2_166062772_13	truthbar	0	0	0	0	0.0	<0.70	0	NC_073229.2	21470970	21473399	NC_073247.2	166062772	166069349	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
FBXO44	FBXO6	DN_NC_073224.2_228923130_6	DN_NC_073224.2_228936705_6	truthbar	0	0	0	0	0.8479	0.80-0.90	2	NC_073224.2	228923130	228935841	NC_073224.2	228936705	228945186	1	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
FCGR2A	FCGR2B	DN_NC_073224.2_95093869_7	DN_NC_073224.2_95171181_7	truthbar	0	0	0	0	0.9026	0.90-0.95	4	NC_073224.2	95093869	95109444	NC_073224.2	95171181	95185561	1	1	0.919	0.4174	0	0.0	1	1	NA_both				1	0	0
FGD1	FGD3	DN_NC_073237.2_89473261_14	DN_NC_073247.2_64561534_19	truthbar	0	0	0	0	0.756	0.70-0.80	6	NC_073237.2	89473261	89505908	NC_073247.2	64561534	64646120	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
FGFR1	FGFR4	DN_NC_073228.2_180865938_18	DN_NC_073231.2_83007056_9	truthbar	0	0	0	0	0.7827	0.70-0.80	6	NC_073228.2	180865938	180876996	NC_073231.2	83007056	83015680	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
FLNB	LOC101142657	DN_NC_073230.2_137926513_11	DN_NC_086017.1_68009077_13	truthbar	0	0	0	0	0.7518	0.70-0.80	8	NC_073230.2	137926513	137932338	NC_086017.1	68009077	68034484	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
FMO1	FMO4	DN_NC_073224.2_85416146_10	DN_NC_073224.2_85471368_7	truthbar	0	0	0	0	0.0	<0.70	0	NC_073224.2	85416146	85444031	NC_073224.2	85471368	85499387	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
FRG1	LOC129530429	DN_NC_073227.2_210893336_9	DN_NC_073248.2_10847471_7	truthbar	0	0	0	0	0.933	0.90-0.95	6	NC_073227.2	210893336	210915719	NC_073248.2	10847471	10902702	0	1	0.9386	0.7125	0	0.0	1	1	NA_both				1	0	0
FYN	YES1	DN_NC_073229.2_135821332_11	DN_NC_073241.2_49527271_12	truthbar	0	0	0	0	0.7467	0.70-0.80	6	NC_073229.2	135821332	135881048	NC_073241.2	49527271	49618311	0	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
FZD3	FZD6	DN_NC_073231.2_109134791_7	DN_NC_073231.2_32715505_7	truthbar	0	0	0	0	0.723	0.70-0.80	1	NC_073231.2	109134791	109168856	NC_073231.2	32715505	32787607	1	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
GALNT1	GALNT13	DN_NC_073235.2_56615771_10	DN_NC_073241.2_64883296_11	truthbar	0	0	0	0	0.7755	0.70-0.80	8	NC_073235.2	56615771	56937421	NC_073241.2	64883296	64940902	0	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
GALNT14	GALNT16	DN_NC_073236.2_108768428_15	DN_NC_073239.2_86159949_15	truthbar	0	0	0	0	0.7571	0.70-0.80	8	NC_073236.2	108768428	108996039	NC_073239.2	86159949	86254506	0	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
GBP2	GBP3	DN_NC_073224.2_150859518_11	DN_NC_073224.2_150948916_11	truthbar	0	0	0	0	0.8501	0.80-0.90	9	NC_073224.2	150859518	150880912	NC_073224.2	150948916	150965431	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
GBP2	GBP5	DN_NC_073224.2_150712594_12	DN_NC_073224.2_150859518_11	truthbar	0	0	0	0	0.7835	0.70-0.80	7	NC_073224.2	150712594	150730729	NC_073224.2	150859518	150880912	1	0	0.0	0.0	0	0.0	0	0	NA_both				0	0	0
GBP2	GBP6	DN_NC_073224.2_150600792_11	DN_NC_073224.2_150859518_11	truthbar	0	0	0	0	0.7796	0.70-0.80	3	NC_073224.2	150600792	150623268	NC_073224.2	150859518	150880912	1	0	0.0	0.0	0	0.0	1	0	NA_both				0	0	0
GBP2	LOC101130426	DN_NC_073224.2_150859518_11	DN_NC_073224.2_150903711_11	truthbar	0	0	0	0	0.8338	0.80-0.90	9	NC_073224.2	150859518	150880912	NC_073224.2	150903711	150917769	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
GBP3	GBP4	DN_NC_073224.2_150787798_12	DN_NC_073224.2_150948916_11	truthbar	0	0	0	0	0.7656	0.70-0.80	4	NC_073224.2	150787798	150804813	NC_073224.2	150948916	150965431	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
GBP3	GBP5	DN_NC_073224.2_150712594_12	DN_NC_073224.2_150948916_11	truthbar	0	0	0	0	0.7949	0.70-0.80	8	NC_073224.2	150712594	150730729	NC_073224.2	150948916	150965431	1	0	0.0	0.0	0	0.0	0	1	NA_both				0	0	0
GBP3	GBP6	DN_NC_073224.2_150600792_11	DN_NC_073224.2_150948916_11	truthbar	0	0	0	0	0.7768	0.70-0.80	3	NC_073224.2	150600792	150623268	NC_073224.2	150948916	150965431	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
GBP3	LOC101130426	DN_NC_073224.2_150903711_11	DN_NC_073224.2_150948916_11	truthbar	0	0	0	0	0.9037	0.90-0.95	11	NC_073224.2	150903711	150917769	NC_073224.2	150948916	150965431	1	1	0.8488	0.6407	0	0.0	1	1	NA_both				0	0	0
GBP4	GBP6	DN_NC_073224.2_150600792_11	DN_NC_073224.2_150787798_12	truthbar	0	0	0	0	0.8286	0.80-0.90	9	NC_073224.2	150600792	150623268	NC_073224.2	150787798	150804813	1	0	0.0	0.0	0	0.0	1	1	NA_both				0	0	0
