gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	bridge_mask	deg_max	deg_mean	mm_median_max	mm_max_max	km_median_max	km_p90_max	km_frac_ge_100_max	aln_len	aln_frac	arbitration
LOC109025592	LOC129525008	genuine	0														0
LOC109025592	LOC129526479	genuine	0														0
LOC109025592	LOC134756761	genuine	0														0
LOC109025592	MKRN1	genuine	0														0
LOC109025592	TIMM23B	genuine	0	0.2458	DN_NC_073224.2_125859316_3	DN_NC_073232.2_65905862_9	0.5571	5	4.5000	6.0000	51.0000				516.0000	0.3019	1
LOC109025592	TOR3A	genuine	0	0.3078	DN_NC_073224.2_125859316_3	DN_NC_073224.2_77707994_7	0.5571	5	3.5000	51.0000	52.0000				529.0000	0.3095	1
LOC109025592	TRAF5	genuine	0	0.2984	DN_NC_073224.2_125859316_3	DN_NC_073224.2_45389129_11	0.5571	5	4.0000	51.0000	52.0000				647.0000	0.3786	1
LOC109025730	LOC109028669	genuine	0	0.1762	DN_NC_073224.2_123525276_5	DN_NC_073232.2_50172230_4	0.4684	46	24.5000	2.0000	51.0000				0.0000	0.0000	1
LOC109025730	LOC129530096	genuine	0	0.3464	DN_NC_073224.2_123525276_5	DN_NC_073247.2_114234875_11	0.4684	46	26.5000	9.0000	51.0000				460.0000	0.3464	1
LOC109025730	LOC129530131	genuine	0	0.3569	DN_NC_073224.2_123525276_5	DN_NC_073247.2_115708949_2	0.4684	46	30.5000	3.5000	51.0000				474.0000	0.3569	1
LOC109025730	LOC129533438	genuine	0														0
LOC109025730	LOC134756589	genuine	0	0.3539	DN_NC_073224.2_123525276_5	DN_NC_073234.2_126370406_2	0.4684	46	31.5000	1.0000	51.0000				470.0000	0.3539	1
LOC109025730	LRFN5	genuine	0	0.2447	DN_NC_073224.2_123525276_5	DN_NC_073239.2_14838701_6	0.4684	46	26.0000	1.0000	51.0000				460.0000	0.3464	1
LOC109025730	MINPP1	genuine	0	0.2161	DN_NC_073224.2_123525276_5	DN_NC_073232.2_99830035_5	0.4684	46	25.0000	1.0000	51.0000				440.0000	0.3313	1
LOC109025730	MMP24OS	genuine	0	0.1958	DN_NC_073224.2_123525276_5	DN_NC_073245.2_47429376_4	0.4684	46	28.0000	1.0000	51.0000				459.0000	0.3456	1
LOC109025730	NCALD	genuine	0	0.3464	DN_NC_073224.2_123525276_5	DN_NC_073231.2_107519754_4	0.4684	46	28.5000	1.0000	51.0000				460.0000	0.3464	1
LOC109025730	NCR3LG1	genuine	0	0.3464	DN_NC_073224.2_123525276_5	DN_NC_073233.2_23732821_4	0.4684	46	28.0000	1.0000	52.0000				474.0000	0.3569	1
LOC109025730	NFXL1	genuine	0	0.2086	DN_NC_073224.2_123525276_5	DN_NC_073227.2_55859426_23	0.4684	46	25.5000	1.0000	51.0000				451.0000	0.3396	1
LOC109025730	OXCT1	genuine	0	0.2613	DN_NC_073224.2_123525276_5	DN_NC_073243.2_70014918_17	0.4684	46	25.5000	1.0000	51.0000				463.0000	0.3486	1
LOC109025730	PDCD5	genuine	0	0.3683	DN_NC_073224.2_123525276_5	DN_NC_073244.2_43610901_6	0.4805	46	44.0000	3.0000	51.0000				460.0000	0.3660	1
LOC109025730	SELENOP	genuine	0	0.2425	DN_NC_073224.2_123525276_5	DN_NC_073243.2_69046517_5	0.4684	46	26.5000	1.0000	51.0000				461.0000	0.3471	1
LOC109025730	SEM1	genuine	0	0.2425	DN_NC_073224.2_123525276_5	DN_NC_073230.2_92132360_3	0.4684	46	35.0000	2.0000	53.0000				461.0000	0.3471	1
LOC109025730	SMYD3	genuine	0	0.2364	DN_NC_073224.2_123525276_5	DN_NC_073224.2_9521619_7	0.4684	46	25.0000	3.0000	51.0000				0.0000	0.0000	1
LOC109025730	SPATA33	genuine	0	0.3389	DN_NC_073224.2_123525276_5	DN_NC_073242.2_120248671_3	0.4684	46	28.0000	1.0000	52.0000				474.0000	0.3569	1
LOC109025730	SPC25	genuine	0	0.2470	DN_NC_073224.2_123525276_5	DN_NC_073235.2_71373985_7	0.4684	51	48.5000	1.0000	51.0000				460.0000	0.3464	1
LOC109025730	THNSL1	genuine	0	0.2681	DN_NC_073224.2_123525276_5	DN_NC_073232.2_34013134_3	0.4684	46	27.0000	1.0000	52.0000				453.0000	0.3411	1
LOC109025730	TMEM38B	genuine	0	0.3554	DN_NC_073224.2_123525276_5	DN_NC_073237.2_101948554_6	0.4684	46	28.0000	1.0000	52.0000				474.0000	0.3569	1
LOC109025730	TSPAN8	genuine	0	0.2387	DN_NC_073224.2_123525276_5	DN_NC_073234.2_86426177_10	0.4684	46	26.0000	5.0000	51.0000				470.0000	0.3539	1
LOC109025730	UCHL1	genuine	0	0.3464	DN_NC_073224.2_123525276_5	DN_NC_073227.2_49278079_9	0.4684	46	28.0000	1.0000	51.0000				460.0000	0.3464	1
LOC109025772	LRATD1	genuine	0	0.3605	DN_NC_073236.2_125241687_3	DN_NC_073236.2_125270757_2	0.1420	3	3.0000	1.0000	51.0000				1073.0000	0.3595	1
LOC109025815	LOC109025979	genuine	0	0.9773	DN_NC_073235.2_31713963_3	DN_NC_073235.2_32705529_3	0.0000	1	1.0000	27.0000	51.0000				559.0000	0.9773	1
LOC109026404	LOC129532045	genuine	0														0
LOC109026404	LOC134757399	genuine	0	0.1302	DN_NC_073241.2_80636266_2	DN_NC_086017.1_165200217_5	0.8234	10	7.5000	31.0000	51.0000				575.0000	0.2046	1
LOC109026404	MCTP2	genuine	0														0
LOC109026404	SLC25A12	genuine	0														0
LOC109026404	SNX14	genuine	0														0
LOC109026404	WDR64	genuine	0	0.1379	DN_NC_073224.2_13812644_2	DN_NC_086017.1_165200217_5	0.5624	15	10.0000	1.0000	51.0000				0.0000	0.0000	1
LOC109026441	MCFD2	genuine	0														0
LOC109026610	LOC115930172	genuine	0	0.2956	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27051998_4	0.4137	65	65.0000	51.0000	52.0000				0.0000	0.0000	1
LOC109026610	LOC115931567	genuine	0	0.3989	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27566430_5	0.4258	82	73.5000	50.0000	52.0000				0.0000	0.0000	1
LOC109026610	LOC115931568	truthbar	1	0.3355	DN_NC_073227.2_8705656_4	DN_NC_073244.2_28072858_4	0.3930	68	66.5000	50.0000	52.0000						0
LOC109026610	LOC115931576	truthbar	1	0.2083	DN_NC_073227.2_8705656_4	DN_NC_073244.2_29046961_4	0.4500	78	71.5000	50.0000	52.0000						0
LOC109026610	LOC115931654	truthbar	1														0
LOC109026610	LOC115931857	truthbar	1	0.2065	DN_NC_073227.2_8705656_4	DN_NC_073246.2_15789320_2	0.3416	65	54.0000	10.0000	52.0000						0
LOC109026610	LOC129527827	genuine	0	0.1884	DN_NC_073227.2_8705656_4	DN_NC_073242.2_66613619_4	0.4438	71	68.0000	51.0000	52.0000				0.0000	0.0000	1
LOC109026610	LOC129528947	genuine	0	0.2934	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27408454_4	0.5416	90	77.5000	51.0000	52.0000				0.0000	0.0000	1
LOC109026610	OSBPL10	genuine	0														0
LOC109026610	ZNF141	truthbar	1														0
LOC109026610	ZNF195	truthbar	1	0.1499	DN_NC_073227.2_8705656_4	DN_NC_073233.2_9788172_5	0.3416	72	68.5000	10.0000	52.0000						0
LOC109026610	ZNF254	truthbar	1	0.2870	DN_NC_073227.2_8705656_4	DN_NC_073244.2_30438340_4	0.3798	73	69.0000	51.0000	52.0000						0
LOC109026610	ZNF267	truthbar	1														0
LOC109026610	ZNF273	truthbar	1	0.2989	DN_NC_073227.2_8705656_4	DN_NC_073230.2_74299233_4	0.3847	78	71.5000	50.0000	52.0000						0
LOC109026610	ZNF28	genuine	0														0
LOC109026610	ZNF347	truthbar	1														0
LOC109026610	ZNF415	truthbar	1														0
LOC109026610	ZNF429	truthbar	1	0.4505	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27956158_2	0.5265	84	74.5000	50.0000	52.0000						0
LOC109026610	ZNF43	truthbar	1	0.2875	DN_NC_073227.2_8705656_4	DN_NC_073244.2_28333451_4	0.4625	66	65.5000	47.0000	52.0000						0
LOC109026610	ZNF430	truthbar	1	0.3047	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27504818_5	0.4270	67	66.0000	51.0000	52.0000						0
LOC109026610	ZNF468	truthbar	1														0
LOC109026610	ZNF480	truthbar	1	0.1695	DN_NC_073227.2_8705656_4	DN_NC_073244.2_64265252_5	0.5307	65	55.5000	10.0000	53.0000						0
LOC109026610	ZNF486	truthbar	1	0.1780	DN_NC_073227.2_8705656_4	DN_NC_073244.2_26666712_5	0.4566	65	64.0000	49.0000	52.0000						0
LOC109026610	ZNF506	truthbar	1	0.3103	DN_NC_073227.2_8705656_4	DN_NC_073244.2_26240039_2	0.4246	65	63.0000	50.0000	52.0000						0
LOC109026610	ZNF519	truthbar	1	0.1650	DN_NC_073227.2_8705656_4	DN_NC_073241.2_36126198_2	0.3416	69	67.0000	10.0000	52.0000						0
LOC109026610	ZNF528	truthbar	1														0
LOC109026610	ZNF578	truthbar	1														0
LOC109026610	ZNF595	truthbar	1	0.2553	DN_NC_073227.2_8633416_4	DN_NC_073227.2_8705656_4	0.5220	83	74.0000	37.0000	52.0000						0
LOC109026610	ZNF600	truthbar	1	0.1493	DN_NC_073227.2_8705656_4	DN_NC_073244.2_64724127_4	0.3416	66	65.5000	19.0000	52.0000						0
LOC109026610	ZNF611	truthbar	1														0
LOC109026610	ZNF616	truthbar	1														0
LOC109026610	ZNF626	truthbar	1	0.2997	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27131194_2	0.4557	65	62.5000	51.0000	52.0000						0
LOC109026610	ZNF655	truthbar	1														0
LOC109026610	ZNF675	truthbar	1	0.5082	DN_NC_073227.2_8705656_4	DN_NC_073244.2_29970261_4	0.3774	90	77.5000	49.0000	52.0000						0
LOC109026610	ZNF678	truthbar	1	0.2337	DN_NC_073224.2_40627195_4	DN_NC_073227.2_8705656_4	0.3416	78	71.5000	51.0000	52.0000						0
LOC109026610	ZNF680	truthbar	1	0.3232	DN_NC_073227.2_8705656_4	DN_NC_073230.2_73977205_4	0.3416	65	64.0000	50.0000	52.0000						0
LOC109026610	ZNF681	truthbar	1														0
LOC109026610	ZNF682	truthbar	1	0.3426	DN_NC_073227.2_8705656_4	DN_NC_073244.2_26470366_4	0.3416	77	71.0000	45.0000	52.0000						0
LOC109026610	ZNF695	truthbar	1	0.3160	DN_NC_073224.2_8422960_4	DN_NC_073227.2_8705656_4	0.3416	70	67.5000	50.5000	52.0000						0
LOC109026610	ZNF701	truthbar	1														0
LOC109026610	ZNF721	genuine	0	0.2328	DN_NC_073227.2_8705656_4	DN_NC_073227.2_9010062_2	0.3953	70	67.5000	51.0000	52.0000				0.0000	0.0000	1
LOC109026610	ZNF723	truthbar	1	0.4853	DN_NC_073227.2_8705656_4	DN_NC_073244.2_29232445_4	0.5099	68	66.5000	51.0000	52.0000						0
LOC109026610	ZNF727	truthbar	1	0.1721	DN_NC_073227.2_8705656_4	DN_NC_073230.2_73508332_4	0.3416	65	61.0000	50.0000	52.0000						0
LOC109026610	ZNF736	truthbar	1	0.2653	DN_NC_073227.2_8705656_4	DN_NC_073230.2_73776646_4	0.3416	65	57.5000	51.0000	52.0000						0
LOC109026610	ZNF761	truthbar	1														0
LOC109026610	ZNF766	truthbar	1														0
LOC109026610	ZNF8	truthbar	1														0
LOC109026610	ZNF808	truthbar	1														0
LOC109026610	ZNF813	truthbar	1														0
LOC109026610	ZNF83	truthbar	1														0
LOC109026610	ZNF836	truthbar	1	0.1570	DN_NC_073227.2_8705656_4	DN_NC_073244.2_64125568_5	0.4107	94	79.5000	10.0000	52.0000						0
LOC109026610	ZNF841	truthbar	1														0
LOC109026610	ZNF888	truthbar	1														0
LOC109026610	ZNF91	genuine	0	0.2589	DN_NC_073227.2_8705656_4	DN_NC_073244.2_29680825_2	0.5202	81	73.0000	50.0000	53.0000				0.0000	0.0000	1
LOC109026610	ZNF92	truthbar	1	0.3395	DN_NC_073227.2_8705656_4	DN_NC_073230.2_74637814_2	0.3657	66	65.5000	50.0000	52.0000						0
LOC109026704	RPS27A	genuine	0														0
LOC109026704	UBB	genuine	0	0.6965	DN_NC_073228.2_70438436_2	DN_NC_073228.2_83796015_2	0.2419	5	5.0000	19.0000	51.0000				842.0000	0.8271	1
LOC109026704	UBC	genuine	0	0.3670	DN_NC_073228.2_70438436_2	DN_NC_073234.2_140369418_2	0.2419	6	5.5000	19.0000	51.0000				0.0000	0.0000	1
LOC109026767	LOC115934575	genuine	0	0.3100	DN_NC_073228.2_79859997_3	DN_NC_073228.2_83368453_5	0.2146	2	2.0000	7.0000	51.0000				2708.0000	0.9982	1
LOC109026767	USP32	genuine	0	0.1541	DN_NC_073228.2_31824273_3	DN_NC_073228.2_79859997_3	0.2001	2	2.0000	7.0000	51.0000				2738.0000	1.0092	1
LOC109026802	SMIM15	genuine	0	0.1393	DN_NC_073228.2_185199640_2	DN_NC_073243.2_49037226_3	0.4280	2	1.5000	3.0000	51.0000				0.0000	0.0000	1
LOC109027078	LOC115931610	truthbar	1														0
LOC109027078	ZFP28	truthbar	1														0
LOC109027078	ZFP3	truthbar	1	0.1564	DN_NC_073228.2_182909765_5	DN_NC_073243.2_20204464_2	0.3000	57	52.5000	1.0000	51.0000						0
LOC109027078	ZFP69	truthbar	1														0
LOC109027078	ZFP82	truthbar	1														0
LOC109027078	ZNF177	truthbar	1														0
LOC109027078	ZNF184	truthbar	1	0.1359	DN_NC_073228.2_182909765_5	DN_NC_073229.2_45067329_6	0.3000	100	78.5000	1.0000	52.0000						0
LOC109027078	ZNF189	truthbar	1														0
LOC109027078	ZNF266	truthbar	1	0.1734	DN_NC_073228.2_182909765_5	DN_NC_073244.2_15453865_9	0.3000	57	46.0000	1.0000	53.0000						0
LOC109027078	ZNF283	genuine	0														0
LOC109027078	ZNF30	truthbar	1	0.1324	DN_NC_073228.2_182909765_5	DN_NC_073244.2_45985550_6	0.3000	83	70.0000	1.0000	52.0000						0
LOC109027078	ZNF329	truthbar	1														0
LOC109027078	ZNF331	truthbar	1	0.1560	DN_NC_073228.2_182909765_5	DN_NC_073244.2_65470296_6	0.3000	57	39.0000	19.0000	53.0000						0
LOC109027078	ZNF420	truthbar	1														0
LOC109027078	ZNF461	truthbar	1														0
LOC109027078	ZNF471	truthbar	1														0
LOC109027078	ZNF529	truthbar	1														0
LOC109027078	ZNF540	truthbar	1														0
LOC109027078	ZNF546	truthbar	1	0.2331	DN_NC_073228.2_182909765_5	DN_NC_073244.2_51749194_6	0.3443	78	67.5000	1.0000	52.0000						0
LOC109027078	ZNF560	truthbar	1	0.2249	DN_NC_073228.2_182909765_5	DN_NC_073244.2_15508499_10	0.3000	57	46.0000	2.0000	53.0000						0
LOC109027078	ZNF565	truthbar	1														0
LOC109027078	ZNF566	genuine	0														0
LOC109027078	ZNF571	truthbar	1														0
LOC109027078	ZNF573	truthbar	1	0.2389	DN_NC_073228.2_182909765_5	DN_NC_073244.2_49246931_6	0.3121	80	68.5000	2.0000	51.0000						0
LOC109027078	ZNF582	truthbar	1	0.2180	DN_NC_073228.2_182909765_5	DN_NC_073244.2_68491976_5	0.3000	57	44.5000	1.0000	52.0000						0
LOC109027078	ZNF583	truthbar	1														0
LOC109027078	ZNF596	truthbar	1														0
LOC109027078	ZNF607	truthbar	1														0
LOC109027078	ZNF665	truthbar	1	0.2900	DN_NC_073228.2_182909765_5	DN_NC_073244.2_65102393_4	0.3815	127	92.0000	22.0000	51.0000						0
LOC109027078	ZNF684	truthbar	1														0
LOC109027078	ZNF780A	truthbar	1	0.2025	DN_NC_073228.2_182909765_5	DN_NC_073244.2_51825388_5	0.3000	57	51.0000	2.0000	51.0000						0
LOC109027078	ZNF780B	truthbar	1														0
LOC109027078	ZNF790	truthbar	1	0.1583	DN_NC_073228.2_182909765_5	DN_NC_073244.2_47997304_5	0.3000	66	61.5000	3.0000	51.0000						0
LOC109027078	ZNF829	truthbar	1	0.2025	DN_NC_073228.2_182909765_5	DN_NC_073244.2_48066692_6	0.4705	57	46.5000	4.0000	51.0000						0
LOC109027078	ZNF891	truthbar	1														0
LOC109027124	LOC129527173	genuine	0	0.3015	DN_NC_073229.2_194862622_5	DN_NC_073240.2_29752710_11	0.5920	12	8.0000	24.5000	52.0000				0.0000	0.0000	1
LOC109027124	LOC129528096	genuine	0	0.3288	DN_NC_073229.2_194862622_5	DN_NC_073243.2_111186227_2	0.5920	12	7.5000	24.5000	52.0000				0.0000	0.0000	1
LOC109027124	MPHOSPH8	genuine	0	0.3524	DN_NC_073229.2_194862622_5	DN_NC_073238.2_33904146_3	0.5920	12	11.5000	51.0000	53.0000				790.0000	0.7648	1
LOC109027124	SVBP	genuine	0	0.2641	DN_NC_073224.2_197128142_3	DN_NC_073229.2_194862622_5	0.5920	12	8.0000	24.5000	52.0000				0.0000	0.0000	1
LOC109027174	MHC-G	genuine	0	0.8425	DN_NC_073229.2_47377766_7	DN_NC_073229.2_47663527_8	0.0739	6	6.0000	9.0000	51.0000				1034.0000	0.8393	1
LOC109027212	LOC115934041	genuine	0	0.3612	DN_NC_073229.2_67950085_3	DN_NC_086017.1_112545872_3	0.7821	9	6.0000	51.0000	52.0000				971.0000	0.7323	1
LOC109027212	LOC129528278	genuine	0	0.9992	DN_NC_073229.2_67950085_3	DN_NC_073241.2_83874271_3	0.7308	9	9.0000	51.0000	52.0000				1326.0000	1.0000	1
LOC109027212	LOC129528791	genuine	0	0.4540	DN_NC_073229.2_67950085_3	DN_NC_073244.2_6165323_3	0.7410	9	9.0000	51.0000	52.0000				979.0000	0.7637	1
LOC109027212	LOC134758719	genuine	0	0.1659	DN_NC_073229.2_43677378_4	DN_NC_073229.2_67950085_3	0.7308	9	6.5000	51.0000	52.0000				846.0000	0.6380	1
LOC109027212	PLGRKT	genuine	0	0.1998	DN_NC_073229.2_67950085_3	DN_NC_073237.2_58966871_3	0.7308	9	6.5000	51.0000	52.0000				0.0000	0.0000	1
LOC109027212	RHOT1	genuine	0														0
LOC109027212	SERPINA3	genuine	0														0
LOC109027212	SSBP1	genuine	0	0.2225	DN_NC_073229.2_67950085_3	DN_NC_073230.2_150857421_7	0.7308	9	8.0000	51.0000	52.0000				742.0000	0.5596	1
LOC109027782	LOC109028759	genuine	0														0
LOC109027782	LOC129523694	TP	0	0.5883	DN_NC_073230.2_63938060_3	DN_NC_073230.2_64705365_4	0.1183	6	4.5000	2.0000	52.0000				373.0000	0.5883	1
LOC109027782	LOC129533124	genuine	0														0
LOC109027782	LOC129533256	genuine	0														0
LOC109027782	NUPR2	genuine	0	0.1309	DN_NC_073230.2_63938060_3	DN_NC_073230.2_64295055_2	0.0824	4	3.5000	51.0000	52.0000				0.0000	0.0000	1
LOC109027782	PSPH	TP	0	0.2595	DN_NC_073230.2_63938060_3	DN_NC_073230.2_64191496_8	0.2031	3	2.5000	51.0000	52.0000				333.0000	0.3708	1
LOC109028376	LOC115934025	genuine	0	0.2882	DN_NC_073237.2_79912635_2	DN_NC_086017.1_24755690_2	0.4288	15	9.5000	24.0000	52.0000				985.0000	0.8499	1
LOC109028376	LOC129526171	genuine	0	0.1752	DN_NC_073237.2_79912635_2	DN_NC_073238.2_38269853_5	0.4288	15	8.0000	2.0000	51.0000				0.0000	0.0000	1
LOC109028376	LOC129527656	genuine	0	0.2519	DN_NC_073237.2_79912635_2	DN_NC_073242.2_36567597_2	0.5595	15	12.0000	51.0000	52.0000				744.0000	0.6419	1
LOC109028376	LOC134757969	genuine	0	0.2882	DN_NC_073237.2_79912635_2	DN_NC_086017.1_24755694_2	0.4288	15	9.5000	24.0000	52.0000				985.0000	0.8499	1
LOC109028376	LOC134758232	genuine	0	0.3261	DN_NC_073237.2_79912635_2	DN_NC_086018.1_25932455_2	0.4562	15	8.5000	1.0000	52.0000				0.0000	0.0000	1
LOC109028376	PGM3	genuine	0	0.2243	DN_NC_073229.2_107305414_13	DN_NC_073237.2_79912635_2	0.4288	15	9.0000	1.0000	52.0000				1000.0000	0.8628	1
LOC109028502	VIM	genuine	0	0.2988	DN_NC_073232.2_26196651_3	DN_NC_073232.2_26211167_9	0.0738	1	1.0000	1.0000	2.0000				641.0000	0.2955	1
LOC109028604	OXA1L	genuine	0	0.2773	DN_NC_073239.2_33872730_10	DN_NC_073239.2_33878048_2	0.2641	1	1.0000	1.0000	19.0000				344.0000	0.2642	1
LOC109028669	LOC129530096	genuine	0														0
LOC109028669	LOC129530131	genuine	0														0
LOC109028669	LOC129533438	genuine	0														0
LOC109028669	LOC134756589	genuine	0														0
LOC109028669	LRFN5	genuine	0														0
LOC109028669	MINPP1	genuine	0														0
LOC109028669	MMP24OS	genuine	0														0
LOC109028669	NCALD	genuine	0														0
LOC109028669	NCR3LG1	genuine	0														0
LOC109028669	NFXL1	genuine	0														0
LOC109028669	OXCT1	genuine	0														0
LOC109028669	PDCD5	genuine	0														0
LOC109028669	SELENOP	genuine	0														0
LOC109028669	SEM1	genuine	0														0
LOC109028669	SMYD3	genuine	0														0
LOC109028669	SPATA33	genuine	0														0
LOC109028669	SPC25	genuine	0	0.1743	DN_NC_073232.2_50172230_4	DN_NC_073235.2_71373985_7	0.4435	51	27.0000	2.0000	51.0000				440.0000	0.3235	1
LOC109028669	THNSL1	genuine	0														0
LOC109028669	TMEM38B	genuine	0														0
LOC109028669	TSPAN8	genuine	0														0
LOC109028669	UCHL1	genuine	0														0
LOC109028759	LOC129523694	genuine	0														0
LOC109028759	LOC129533124	genuine	0	0.1402	DN_NC_073227.2_139561252_10	DN_NC_073233.2_55845432_8	0.3010	4	3.5000	12.0000	51.0000				0.0000	0.0000	1
LOC109028759	LOC129533256	genuine	0	0.1408	DN_NC_073227.2_166164041_5	DN_NC_073233.2_55845432_8	0.4572	4	4.0000	12.0000	51.0000				0.0000	0.0000	1
LOC109028759	NUPR2	genuine	0														0
LOC109028759	PSPH	genuine	0														0
LOC109028900	SESN3	genuine	0	0.4955	DN_NC_073233.2_103065421_4	DN_NC_073233.2_103150044_4	0.1850	1	1.0000	1.0000	1.0000				938.0000	0.4945	1
LOC109029034	TTBK2	genuine	0														0
LOC109029066	YWHAQ	genuine	0	0.1488	DN_NC_073234.2_44474713_2	DN_NC_073236.2_130303191_6	0.1860	3	2.0000	9.0000	52.0000				904.0000	0.3381	1
LOC109029264	LOC115930232	TP	1	0.3267	DN_NC_073234.2_24956987_7	DN_NC_073234.2_24978856_8	0.2422	2	1.5000	4.0000	52.0000						0
LOC109029389	LOC129526123	genuine	0														0
LOC109029389	LOC129532125	genuine	0	0.1394	DN_NC_073235.2_83159862_3	DN_NC_073238.2_124443812_2	0.3388	6	4.5000	52.0000	54.0000				0.0000	0.0000	1
LOC109029389	LOC129532145	genuine	0														0
LOC109029389	LOC129532854	genuine	0	0.1515	DN_NC_073227.2_109806788_5	DN_NC_073238.2_124443812_2	0.5110	12	7.5000	33.0000	52.0000				0.0000	0.0000	1
LOC109029389	NLGN1	genuine	0														0
LOC109029488	LOC115930164	truthbar	1	0.1315	DN_NC_073224.2_124234032_12	DN_NC_073224.2_223156764_8	0.1138	9	9.0000	42.0000	52.0000						0
LOC109029488	LOC115930576	truthbar	1	0.1768	DN_NC_073224.2_124234032_12	DN_NC_073224.2_218434129_23	0.0986	14	11.5000	42.0000	52.0000						0
LOC109029488	LOC115932735	TP	1	0.2450	DN_NC_073224.2_124234032_12	DN_NC_073224.2_124254598_20	0.0804	11	10.0000	46.0000	52.0000						0
LOC109029488	LOC115932984	TP	1	0.1335	DN_NC_073224.2_124234032_12	DN_NC_073224.2_130224824_25	0.1023	10	9.5000	42.0000	52.0000						0
LOC109029488	LOC115933235	truthbar	1														0
LOC109029488	LOC115933241	genuine	0														0
LOC109029488	LOC129525330	truthbar	1	0.1325	DN_NC_073224.2_124234032_12	DN_NC_073224.2_125594338_29	0.0748	10	9.5000	42.0000	52.0000						0
LOC109029488	LOC129525331	truthbar	1														0
LOC109029488	LOC129525599	truthbar	1	0.1527	DN_NC_073224.2_116807774_25	DN_NC_073224.2_124234032_12	0.1092	11	10.0000	42.0000	52.0000						0
LOC109029488	LOC134756861	truthbar	1	0.1527	DN_NC_073224.2_117494263_25	DN_NC_073224.2_124234032_12	0.1095	11	10.0000	42.0000	52.0000						0
LOC115930105	ZIK1	truthbar	1	0.1731	DN_NC_073244.2_69572632_2	DN_NC_073244.2_69685713_2	0.2691	16	14.5000	2.0000	52.0000						0
LOC115930105	ZNF132	truthbar	1	0.1658	DN_NC_073244.2_69572632_3	DN_NC_073244.2_70525717_3	0.2668	49	32.0000	1.0000	52.0000						0
LOC115930105	ZNF134	truthbar	1														0
LOC115930105	ZNF154	truthbar	1	0.1791	DN_NC_073244.2_69538312_3	DN_NC_073244.2_69799604_5	0.1767	37	20.0000	2.0000	52.0000						0
LOC115930105	ZNF256	truthbar	1	0.3072	DN_NC_073244.2_69572632_2	DN_NC_073244.2_70043245_2	0.2691	46	29.5000	2.0000	52.0000						0
LOC115930105	ZNF304	truthbar	1														0
LOC115930105	ZNF416	truthbar	1														0
LOC115930105	ZNF418	truthbar	1	0.1697	DN_NC_073244.2_69572632_3	DN_NC_073244.2_70024584_5	0.2668	41	28.0000	3.0000	52.0000						0
LOC115930105	ZNF547	truthbar	1														0
LOC115930105	ZNF548	truthbar	1														0
LOC115930105	ZNF549	truthbar	1														0
LOC115930105	ZNF551	truthbar	1														0
LOC115930105	ZNF552	truthbar	1														0
LOC115930105	ZNF584	truthbar	1														0
LOC115930105	ZNF586	truthbar	1														0
LOC115930105	ZNF671	truthbar	1	0.1510	DN_NC_073244.2_69572632_3	DN_NC_073244.2_69821764_4	0.2668	29	22.0000	2.0000	52.0000						0
LOC115930105	ZNF776	truthbar	1														0
LOC115930105	ZNF792	truthbar	1														0
LOC115930142	SUPT20H	truthbar	1	0.2073	DN_NC_073238.2_51309642_26	DN_NC_073247.2_34808557_3	0.1784	1	1.0000	2.0000	52.0000						0
LOC115930161	LOC129527724	genuine	1	0.5482	DN_NC_073242.2_104350782_12	DN_NC_073242.2_99181437_12	0.0269	3	3.0000	4.0000	52.0000						0
LOC115930164	LOC115930576	TP	1	0.9460	DN_NC_073224.2_218434129_23	DN_NC_073224.2_223156764_8	0.1138	14	11.5000	10.0000	51.0000						0
LOC115930164	LOC115932735	truthbar	1														0
LOC115930164	LOC115932984	truthbar	1														0
LOC115930164	LOC115933235	truthbar	1	0.4724	DN_NC_073224.2_129429039_7	DN_NC_073224.2_223478295_8	0.1899	8	7.0000	40.0000	52.0000						0
LOC115930164	LOC115933241	genuine	0	0.2175	DN_NC_073224.2_115073393_19	DN_NC_073224.2_223156764_8	0.1138	11	10.0000	10.0000	52.0000				2276.0000	0.8905	1
LOC115930164	LOC129525330	truthbar	1														0
LOC115930164	LOC129525331	truthbar	1														0
LOC115930164	LOC129525599	truthbar	1														0
LOC115930164	LOC134756861	truthbar	1														0
LOC115930172	LOC115931567	genuine	0	0.5373	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27566430_5	0.4258	82	73.5000	51.0000	52.0000				910.0000	0.3229	1
LOC115930172	LOC115931568	genuine	0	0.4541	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28072858_4	0.4137	68	66.5000	51.0000	52.0000				1611.0000	0.4800	1
LOC115930172	LOC115931576	genuine	0	0.4100	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29046961_4	0.4500	78	71.5000	51.0000	52.0000				1649.0000	0.4376	1
LOC115930172	LOC115931654	genuine	0	0.1452	DN_NC_073244.2_27051998_4	DN_NC_073244.2_65266359_4	0.4137	68	66.5000	51.0000	52.0000				0.0000	0.0000	1
