label	ref	mem	ref_j	mem_j	co	frac_ref	frac_mem	aln_cov_small	contig	seq_id
bridge	LOC129527866	LOC129527899	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC129527910	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC134757556	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC129527896	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC134757557	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC134757561	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC129527871	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC134757560	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC134757555	2	1	1	0.5	1.0	0.976	1	1.0
bridge	LOC129527866	LOC129527909	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC134757562	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC129527897	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC129527866	LOC134757613	2	2	0	0.0	0.0	0.818	0	0.9344827586206896
bridge	LOC129523934	LOC101136743	8	5	4	0.5	0.8	0.261	4	0.9928486293206198
bridge	LOC129523934	LOC129526580	8	8	8	1.0	1.0	0.977	8	0.9990398463754201
bridge	LOC129523934	LOC129532627	8	6	6	0.75	1.0	0.691	6	0.9934167215273206
bridge	LOC129523934	LOC129528141	8	6	6	0.75	1.0	0.528	6	0.9941002949852508
bridge	LOC129523934	LOC129524037	8	2	1	0.125	0.5	0.76	1	0.9961538461538462
bridge	LOC129523934	LOC129524036	8	8	8	1.0	1.0	0.873	8	0.9937694704049844
bridge	LOC129523934	LOC129531748	8	3	3	0.375	1.0	0.523	3	0.9522267206477733
bridge	LOC129523934	LOC129534569	8	2	2	0.25	1.0	0.665	2	1.0
bridge	LOC129523934	LOC129525641	8	8	8	1.0	1.0	1.0	8	0.9957706766917294
bridge	LOC129523934	LOC129533288	8	8	7	0.875	0.875	0.386	7	0.9327354260089686
bridge	LOC134757746	LOC134759135	2	1	1	0.5	1.0	0.721	1	0.9780927835051546
bridge	LOC134757746	LOC134758029	2	1	1	0.5	1.0	0.722	1	0.9794079794079794
bridge	LOC134757746	LOC134759268	2	1	1	0.5	1.0	0.501	1	0.9722735674676525
bridge	LOC134757746	LOC134758553	2	1	1	0.5	1.0	0.722	1	0.9794079794079794
bridge	LOC134757746	LOC134759134	2	1	0	0.0	0.0	0.875	0	0.9780927835051546
bridge	LOC134757746	LOC134758143	2	1	1	0.5	1.0	0.653	1	0.9885057471264368
bridge	LOC134757746	LOC134759263	2	2	1	0.5	0.5	0.501	1	0.9704251386321626
bridge	LOC134757746	LOC109027802	2	1	1	0.5	1.0	0.581	1	0.9692307692307692
bridge	LOC134757746	LOC134759136	2	1	0	0.0	0.0	0.875	0	0.9780927835051546
bridge	IGSF3	LOC129530497	11	10	7	0.636	0.7	0.842	7	0.9684593610998787
bridge	IGSF3	LOC129529387	11	6	6	0.545	1.0	0.953	6	0.9672691744015632
bridge	IGSF3	LOC129529647	11	8	7	0.636	0.875	0.932	7	0.9735557363710333
bridge	IGSF3	LOC129524663	11	9	6	0.545	0.667	0.908	4	0.950366151342555
bridge	IGSF3	LOC129528449	11	6	4	0.364	0.667	0.808	4	0.9721311475409836
bridge	IGSF3	LOC129524653	11	11	7	0.636	0.636	0.671	4	0.951993490642799
bridge	IGSF3	LOC129530464	11	11	7	0.636	0.636	0.672	4	0.9495524816924329
bridge	IGSF3	LOC134757055	11	9	7	0.636	0.778	0.909	7	0.9739625711960944
bridge	IGSF3	LOC129529384	11	9	7	0.636	0.778	0.847	7	0.9735557363710333
bridge	IGSF3	LOC129530382	11	9	6	0.545	0.667	0.844	4	0.9483319772172498
bridge	IGSF3	LOC129530565	11	8	6	0.545	0.75	0.73	4	0.950772986167616
bridge	IGSF3	LOC129524658	11	8	6	0.545	0.75	0.563	4	0.947560975609756
bridge	IGSF3	LOC129528193	11	9	6	0.545	0.667	0.859	4	0.9514087382605145
bridge	IGSF3	LOC129528459	11	9	6	0.545	0.667	0.908	4	0.9499593165174939
bridge	IGSF3	LOC129529381	11	6	6	0.545	1.0	0.953	6	0.9692232535417684
bridge	IGSF3	LOC129530486	11	8	6	0.545	0.75	0.73	4	0.9499593165174939
bridge	IGSF3	LOC129526379	11	11	7	0.636	0.636	0.851	7	0.9739625711960944
bridge	IGSF3	LOC129528464	11	9	7	0.636	0.778	0.886	4	0.951973951973952
bridge	IGSF3	LOC129528444	11	8	6	0.545	0.75	0.908	4	0.9483739837398374
bridge	IGSF3	LOC129528469	11	10	7	0.636	0.7	0.831	4	0.9507529507529507
bridge	IGSF3	LOC129530543	11	10	7	0.636	0.7	0.849	7	0.9743694060211554
bridge	IGSF3	LOC129528466	11	11	7	0.636	0.636	0.789	7	0.9759967453213995
bridge	IGSF3	LOC129528440	11	8	5	0.455	0.625	0.725	5	0.9764890282131662
bridge	LOC134756754	LOC134757959	1	1	1	1.0	1.0	0.998	1	0.945748730964467
bridge	LOC134756754	LOC134757220	1	1	0	0.0	0.0	0.857	0	0.9794275491949911
bridge	LOC115930101	LOC115931046	9	9	6	0.667	0.667	0.723	6	0.9725448785638859
bridge	LOC115930101	LOC115931047	9	7	6	0.667	0.857	0.786	6	0.9650053022269353
bridge	LOC115930101	SULT1A2	9	7	6	0.667	0.857	0.666	6	0.9577922077922078
bridge	LOC115930101	SULT1A3	9	8	6	0.667	0.75	0.679	6	0.941921858500528
bridge	LOC115930101	LOC101143578	9	8	6	0.667	0.75	0.619	6	0.9430979978925185
bridge	TXNDC11	LOC134757469	12	1	1	0.083	1.0	0.602	1	0.9806576402321083
bridge	LOC134758145	LOC134756820	15	4	4	0.267	1.0	0.995	4	0.9929851909586905
bridge	LOC134758145	LOC134758389	15	11	8	0.533	0.727	0.671	6	0.9948387096774194
bridge	LOC134758145	LOC134756492	15	2	2	0.133	1.0	0.991	2	0.9949290060851927
bridge	LOC134758145	LOC134756818	15	4	4	0.267	1.0	0.992	4	0.9922057677318784
bridge	LOC134758145	LOC134758128	15	2	2	0.133	1.0	0.737	2	0.9915014164305949
bridge	LOC134758145	LOC134757165	15	11	10	0.667	0.909	0.926	10	0.936375603334796
bridge	LOC134758145	LOC134756494	15	2	2	0.133	1.0	0.991	2	0.9949290060851927
bridge	LOC134758145	LOC129534554	15	4	4	0.267	1.0	0.991	2	0.9925465838509316
bridge	LOC134758145	LOC134758136	15	3	3	0.2	1.0	0.979	3	0.9932705248990579
bridge	LOC134758145	LOC134757166	15	4	4	0.267	1.0	0.945	4	0.9906759906759907
bridge	LOC134758145	LOC134757297	15	6	6	0.4	1.0	0.873	4	0.9962593516209476
bridge	LOC134758145	LOC134756491	15	2	2	0.133	1.0	0.976	2	0.9939577039274925
bridge	LOC134758145	LOC129532901	15	5	5	0.333	1.0	0.828	5	0.9918166939443536
bridge	LOC134758145	LOC129525739	15	8	8	0.533	1.0	0.984	8	0.9950124688279302
bridge	LOC134758145	LOC134758140	15	3	3	0.2	1.0	0.415	3	0.9853658536585366
bridge	LOC134758145	LOC134758129	15	7	6	0.4	0.857	0.65	6	0.9863013698630136
bridge	LOC134758145	LOC129534177	15	3	3	0.2	1.0	0.99	3	0.9901880621422731
bridge	LOC134758145	LOC134756496	15	2	2	0.133	1.0	0.977	2	0.9939577039274925
bridge	LOC134758145	LOC134758130	15	12	11	0.733	0.917	0.867	11	0.9907407407407407
bridge	LOC134758145	LOC134758391	15	6	6	0.4	1.0	0.63	6	0.9872029250457038
bridge	LOC134758145	LOC115932690	15	4	4	0.267	1.0	0.852	4	0.9768041237113402
bridge	LOC134758145	LOC134756493	15	2	2	0.133	1.0	0.991	2	0.9949290060851927
bridge	LOC134758145	LOC129532618	15	3	3	0.2	1.0	0.415	3	0.9845528455284552
bridge	LOC134758145	LOC134756823	15	4	4	0.267	1.0	0.992	4	0.9922057677318784
bridge	LOC134758145	LOC134756495	15	2	2	0.133	1.0	0.99	2	0.9929078014184397
bridge	LOC134758145	LOC129525652	15	8	8	0.533	1.0	0.987	8	0.9836448598130841
bridge	LOC134758145	LOC134758127	15	2	2	0.133	1.0	0.751	2	0.991304347826087
bridge	LOC134758145	LOC134758131	15	2	2	0.133	1.0	0.994	2	0.9868995633187773
bridge	LOC134758145	LOC134757298	15	5	5	0.333	1.0	0.598	3	0.9962593516209476
bridge	LOC134758145	LOC134758132	15	2	2	0.133	1.0	0.444	2	0.994140625
bridge	LOC134758145	LOC129532902	15	11	7	0.467	0.636	0.533	7	0.98856416772554
bridge	LOC134758145	LOC134758142	15	4	4	0.267	1.0	0.499	4	1.0
bridge	LOC134758145	LOC134756821	15	9	9	0.6	1.0	0.896	9	0.9903485254691688
bridge	LOC134758145	LOC129532624	15	5	4	0.267	0.8	0.434	4	0.968012185833968
bridge	LOC134758145	LOC134756824	15	4	4	0.267	1.0	0.989	4	0.9914263445050663
bridge	DMRTC1B	LOC129530010	7	7	7	1.0	1.0	1.0	7	1.0
bridge	LOC115935328	LOC129527862	7	7	7	1.0	1.0	1.0	7	0.9158163265306123
bridge	LOC115935328	LOC134757950	7	2	1	0.143	0.5	0.654	1	0.9806201550387597
bridge	LOC115935328	LOC134757712	7	2	0	0.0	0.0	0.0	0	0.9937759336099585
bridge	LOC115935328	LOC129527139	7	5	2	0.286	0.4	0.16	2	0.9757085020242915
bridge	LOC115935328	LOC129526178	7	5	0	0.0	0.0	0.0	0	0.9771986970684039
bridge	LOC115935328	LOC115930814	7	5	2	0.286	0.4	0.325	2	0.989010989010989
bridge	LOC115935328	LOC134758022	7	2	2	0.286	1.0	0.585	2	0.9889196675900277
bridge	LOC115935328	LOC129526349	7	2	2	0.286	1.0	1.0	2	0.9859402460456942
bridge	LOC115935328	LOC129523542	7	4	2	0.286	0.5	0.242	2	0.9898785425101214
bridge	LOC115935328	LOC134758887	7	3	3	0.429	1.0	0.952	3	0.9924528301886792
bridge	LOC115935328	LOC134759049	7	2	2	0.286	1.0	0.763	2	0.9171374764595104
bridge	LOC115935328	LOC134757710	7	3	3	0.429	1.0	0.901	3	0.9391796322489392
bridge	LOC115935328	LOC129523704	7	4	0	0.0	0.0	0.0	0	0.9947882736156352
bridge	LOC115935328	LOC129529278	7	4	4	0.571	1.0	0.924	4	0.9335219236209336
bridge	LOC115933182	LOC129523819	7	7	7	1.0	1.0	0.85	7	0.9968676585747847
bridge	LOC115933182	LOC129526565	7	7	7	1.0	1.0	1.0	7	0.987724268177526
bridge	LOC115933182	LOC129524034	7	7	7	1.0	1.0	0.792	7	0.9416058394160584
bridge	LOC115933182	LOC129532712	7	7	7	1.0	1.0	0.998	7	0.9877717391304348
bridge	LOC115933182	LOC129525554	7	7	7	1.0	1.0	0.863	7	0.9948770491803278
bridge	LOC115933182	LOC101142376	7	6	6	0.857	1.0	0.783	6	0.9904648390941597
bridge	LOC115933182	LOC129527884	7	4	4	0.571	1.0	0.336	4	0.9913232104121475
bridge	LOC115933182	LOC115933194	7	7	7	1.0	1.0	1.0	7	0.9930966469428008
bridge	LOC115933182	LOC129525684	7	6	6	0.857	1.0	1.0	6	0.9925962487660415
bridge	LOC115933182	LOC129525174	7	7	7	1.0	1.0	0.942	7	0.9896602658788775
bridge	LOC115933182	LOC129532956	7	7	7	1.0	1.0	0.878	7	0.9706371191135734
bridge	LOC115933182	LOC115933227	7	7	7	1.0	1.0	0.971	7	0.9922779922779923
bridge	LOC129530063	LOC129530069	1	1	1	1.0	1.0	0.999	1	0.949438202247191
bridge	LOC129530063	LOC129530067	1	1	1	1.0	1.0	0.985	1	0.9322033898305084
bridge	LOC115933540	LOC115936243	1	1	0	0.0	0.0	1.0	0	0.937394247038917
bridge	LOC129526113	LOC129528608	4	2	1	0.25	0.5	0.682	1	0.9814814814814815
bridge	LOC129526113	LOC129528621	4	2	1	0.25	0.5	0.698	1	0.9835390946502057
bridge	LOC129526113	LOC129526155	4	4	4	1.0	1.0	1.0	4	1.0
bridge	LOC129526113	LOC129526209	4	4	4	1.0	1.0	0.999	4	1.0
bridge	LOC129526113	LOC129528619	4	2	2	0.5	1.0	0.742	2	0.9633286318758815
bridge	LOC129526113	LOC129528613	4	2	1	0.25	0.5	0.684	1	0.9814814814814815
bridge	LOC129526113	LOC129528600	4	2	1	0.25	0.5	0.684	1	0.9814814814814815
bridge	LOC129526113	LOC129528618	4	2	1	0.25	0.5	0.763	1	0.9633286318758815
bridge	LOC129526113	LOC101123748	4	1	1	0.25	1.0	0.832	1	0.9829424307036247
bridge	LOC129526113	LOC129528611	4	2	2	0.5	1.0	0.742	2	0.9633286318758815
bridge	LOC129526113	LOC129528622	4	2	1	0.25	0.5	0.698	1	0.9835390946502057
bridge	LOC129526113	LOC129528616	4	2	2	0.5	1.0	0.742	2	0.9633286318758815
bridge	LOC129526113	LOC129526156	4	4	4	1.0	1.0	1.0	4	1.0
bridge	LOC129526113	LOC129528617	4	2	2	0.5	1.0	0.742	2	0.9633286318758815
bridge	LOC129526113	LOC129526127	4	4	4	1.0	1.0	0.999	4	1.0
bridge	LOC129526113	LOC129526207	4	4	4	1.0	1.0	0.999	4	1.0
bridge	LOC129526113	LOC129528606	4	2	1	0.25	0.5	0.679	1	0.9633286318758815
bridge	LOC129526113	LOC129526131	4	4	4	1.0	1.0	1.0	4	1.0
bridge	LOC129526113	LHB	4	2	1	0.25	0.5	0.871	1	0.9240246406570842
bridge	LOC129526113	LOC129528620	4	2	1	0.25	0.5	0.687	1	0.9826086956521739
bridge	LOC129526113	LOC129528601	4	2	1	0.25	0.5	0.682	1	0.9814814814814815
bridge	LOC129526113	LOC134756380	4	4	4	1.0	1.0	1.0	4	1.0
bridge	LOC129526113	LOC129528610	4	2	1	0.25	0.5	0.763	1	0.9633286318758815
bridge	LOC129526113	LOC101124600	4	2	1	0.25	0.5	0.636	1	0.98559670781893
bridge	LOC129526113	LOC129528604	4	2	1	0.25	0.5	0.684	1	0.9814814814814815
bridge	LOC129526113	LOC129526157	4	4	4	1.0	1.0	1.0	4	1.0
bridge	LOC129526113	LOC129528614	4	2	1	0.25	0.5	0.682	1	0.9814814814814815
bridge	LOC129526113	LOC101154318	4	2	1	0.25	0.5	0.636	1	0.9835390946502057
bridge	LOC129526113	LOC129528615	4	2	2	0.5	1.0	0.742	2	0.9633286318758815
bridge	LOC129526113	LOC129526120	4	4	4	1.0	1.0	0.999	4	1.0
bridge	LOC115932984	LOC101147747	28	5	5	0.179	1.0	0.946	5	0.966542750929368
bridge	LOC115932984	LOC109029488	28	9	6	0.214	0.667	0.297	6	0.904716073147257
bridge	LOC115932984	LOC101125737	28	22	21	0.75	0.955	0.986	21	0.972027972027972
bridge	LOC115932984	LOC134757318	28	7	0	0.0	0.0	0.0	0	0.9440124416796267
bridge	LOC115932984	LOC129525691	28	19	19	0.679	1.0	0.998	10	0.969434306569343
bridge	LOC115932984	LOC115934004	28	21	20	0.714	0.952	0.922	11	0.9642369020501139
bridge	LOC115932984	LOC101135585	28	25	20	0.714	0.8	0.743	11	0.9988605287146763
bridge	LOC115932984	LOC129525191	28	22	21	0.75	0.955	0.913	21	0.9719126170307624
bridge	LOC115932984	LOC101131274	28	21	18	0.643	0.857	0.905	12	0.9059122695486331
bridge	LOC129530488	LOC134757413	1	1	1	1.0	1.0	0.969	1	0.9867751780264497
bridge	LOC129530488	LOC129531742	1	1	1	1.0	1.0	0.964	1	0.9850586979722519
bridge	LOC129530488	LOC134756925	1	1	1	1.0	1.0	0.98	1	0.9863874345549738
bridge	LOC129530488	LOC134757415	1	1	1	1.0	1.0	0.969	1	0.9857578840284842
bridge	LOC129530488	LOC134757414	1	1	1	1.0	1.0	0.969	1	0.987792472024415
bridge	LOC129530488	LOC129530568	1	1	1	1.0	1.0	1.0	1	0.9879032258064516
bridge	LOC129528791	FUT5	3	2	0	0.0	0.0	0.31	0	0.9436936936936937
bridge	LOC129528791	LOC129527151	3	2	0	0.0	0.0	0.352	0	0.9376915219611849
bridge	LOC129528791	LOC129524559	3	1	1	0.333	1.0	0.415	1	0.941717791411043
bridge	LOC129528791	LOC129533934	3	2	0	0.0	0.0	0.383	0	0.9392898052691867
bridge	LOC129528791	LOC115934976	3	1	1	0.333	1.0	0.321	1	0.9387755102040817
bridge	LOC134759270	LOC129525023	17	9	8	0.471	0.889	0.849	8	0.9926850258175559
bridge	LOC134759270	LOC134757710	17	3	3	0.176	1.0	0.874	3	0.9773635153129161
bridge	LOC134759270	LOC129524036	17	8	8	0.471	1.0	0.967	8	0.990031152647975
bridge	LOC134759270	LOC129534553	17	9	9	0.529	1.0	0.595	9	0.9897915780518928
bridge	LOC134759270	LOC129526580	17	8	8	0.471	1.0	0.883	8	0.9931943853679286
bridge	LOC134759270	LOC134759259	17	2	0	0.0	0.0	0.0	0	0.9924812030075187
bridge	LOC134759270	LOC115931421	17	9	9	0.529	1.0	0.416	9	0.9931943853679286
bridge	LOC134759270	LOC129523542	17	4	3	0.176	0.75	0.374	3	0.9825436408977556
bridge	LOC134759270	LOC129524028	17	9	8	0.471	0.889	0.793	8	0.9914929817099106
bridge	LOC134759270	LOC134758887	17	3	2	0.118	0.667	0.739	2	0.9382716049382716
bridge	LOC134759270	LOC129525641	17	8	8	0.471	1.0	0.595	8	0.993619736282433
bridge	LOC134759270	LOC129531748	17	3	3	0.176	1.0	0.786	3	0.9646993932708219
bridge	LOC134759270	LOC129534569	17	2	2	0.118	1.0	0.665	2	0.9925373134328358
bridge	LOC134759270	LOC129532895	17	9	9	0.529	1.0	1.0	9	0.9904009034443817
bridge	LOC134759270	LOC129532309	17	8	5	0.294	0.625	0.482	5	0.936373276776246
bridge	LOC134759270	LOC129530133	17	9	9	0.529	1.0	0.948	9	0.993619736282433
bridge	LOC134759270	LOC129533288	17	8	0	0.0	0.0	0.36	0	0.9578231292517007
bridge	LOC134759270	LOC129526349	17	2	2	0.118	1.0	1.0	2	0.9388059701492537
bridge	LOC134759270	LOC129528141	17	6	6	0.353	1.0	0.793	6	0.9891838741396264
bridge	LOC134759270	LOC129523703	17	9	8	0.471	0.889	0.947	8	0.9903846153846154
bridge	LOC134759270	LOC134758285	17	10	9	0.529	0.9	0.864	9	0.97125
bridge	LOC134759270	LOC129529076	17	10	4	0.235	0.4	0.42	4	0.9279569892473118
bridge	LOC134759270	LOC134757385	17	6	4	0.235	0.667	0.609	4	0.9175257731958762
bridge	LOC134759270	LOC129526003	17	9	8	0.471	0.889	0.939	8	0.98140589569161
bridge	LOC134759270	LOC134759049	17	2	2	0.118	1.0	0.853	2	0.9748653500897666
bridge	LOC134759270	LOC129523934	17	8	7	0.412	0.875	0.82	7	0.9915397631133672
bridge	LOC134759270	LOC129525579	17	9	8	0.471	0.889	0.938	8	0.9809523809523809
bridge	LOC134759270	SLC35F5	17	15	8	0.471	0.533	0.552	8	0.9871736142922584
bridge	LOC134759270	LOC129527948	17	9	8	0.471	0.889	0.939	8	0.9809523809523809
bridge	LOC134759270	LOC129523959	17	9	9	0.529	1.0	0.798	9	0.993619736282433
bridge	LOC134759270	LOC129524833	17	9	9	0.529	1.0	0.881	9	0.9931943853679286
bridge	LOC134759270	LOC134757950	17	2	1	0.059	0.5	0.654	1	0.980544747081712
bridge	LOC134759270	LOC101144932	17	9	4	0.235	0.444	0.478	4	0.9816176470588235
bridge	LOC134759270	LOC129529278	17	4	4	0.235	1.0	1.0	4	0.9331026528258363
bridge	LOC134759270	LOC129532627	17	6	6	0.353	1.0	0.531	6	0.9928469241773963
bridge	LOC115931231	LOC134757618	1	1	1	1.0	1.0	1.0	1	0.9975369458128078
bridge	LOC115931231	LOC134757555	1	1	0	0.0	0.0	0.938	0	0.9377162629757786
bridge	SLC9A3	LOC129524977	16	3	0	0.0	0.0	0.0	0	0.9146341463414634
bridge	SLC9A3	LOC115933183	16	1	1	0.062	1.0	0.863	1	0.9844738355376653
bridge	LOC129530242	LOC129530259	10	6	5	0.5	0.833	0.74	5	0.9084249084249084
bridge	LOC129530242	LOC129530256	10	10	9	0.9	0.9	0.909	9	0.9147659063625451
bridge	LOC129530242	LOC129530266	10	10	9	0.9	0.9	0.909	9	0.9111644657863145
bridge	LOC129530242	LOC129530243	10	9	9	0.9	1.0	0.976	9	0.9421052631578948
bridge	LOC129530242	LOC129530267	10	9	9	0.9	1.0	0.865	9	0.9374269005847953
bridge	LOC129530242	LOC129530261	10	9	9	0.9	1.0	0.983	9	0.9793947198969736
bridge	LOC129530242	LOC129530249	10	9	9	0.9	1.0	0.965	9	0.947953216374269
bridge	LOC101128221	LOC129527586	9	9	9	1.0	1.0	0.987	9	0.9675925925925926
bridge	LOC101128221	LOC115931075	9	8	3	0.333	0.375	0.311	3	0.9817232375979112
bridge	LOC101128221	LOC115931069	9	9	9	1.0	1.0	0.925	9	0.9777043765483072
bridge	LOC101128221	LOC101135276	9	7	6	0.667	0.857	0.644	6	0.9278579356270811
bridge	LOC134758286	LOC134756491	20	2	2	0.1	1.0	0.986	2	0.9940179461615155
bridge	LOC134758286	LOC134758145	20	15	15	0.75	1.0	0.926	10	0.9861212563915267
bridge	LOC134758286	LOC134756820	20	4	4	0.2	1.0	0.997	4	0.9930015552099534
bridge	LOC134758286	LOC134758140	20	3	3	0.15	1.0	0.335	3	0.9874411302982732
bridge	LOC134758286	LOC134756496	20	2	2	0.1	1.0	0.986	2	0.9940119760479041
bridge	LOC134758286	LOC134756818	20	4	4	0.2	1.0	0.997	4	0.9922420480993018
bridge	LOC134758286	LOC134758128	20	2	2	0.1	1.0	0.736	2	0.9929078014184397
bridge	LOC134758286	LOC134757165	20	11	10	0.5	0.909	0.935	10	0.938695652173913
bridge	LOC134758286	LOC129534554	20	4	4	0.2	1.0	0.998	2	0.9926289926289926
bridge	LOC134758286	LOC134757166	20	4	4	0.2	1.0	0.957	4	0.9923254029163469
bridge	LOC134758286	LOC134758130	20	12	12	0.6	1.0	0.96	12	0.9835277968428278
bridge	LOC134758286	LOC134757297	20	6	6	0.3	1.0	0.886	4	0.9987834549878345
bridge	LOC134758286	LOC129523742	20	15	4	0.2	0.267	0.35	4	0.9952662721893492
bridge	LOC134758286	LOC129528386	20	15	13	0.65	0.867	0.801	10	0.9887518142235123
bridge	LOC134758286	LOC134757571	20	2	2	0.1	1.0	0.856	2	0.9825581395348837
bridge	LOC134758286	LOC134757296	20	13	12	0.6	0.923	0.399	12	0.9248741912293315
bridge	LOC134758286	LOC129532618	20	3	3	0.15	1.0	0.335	3	0.9866562009419152
bridge	LOC134758286	LOC134756823	20	4	4	0.2	1.0	0.997	4	0.9922420480993018
bridge	LOC134758286	LOC134756495	20	2	2	0.1	1.0	0.999	2	0.9929718875502008
bridge	LOC134758286	LOC134758127	20	2	2	0.1	1.0	0.76	2	0.9914110429447853
bridge	LOC134758286	LOC134757298	20	5	5	0.25	1.0	0.617	3	0.9964539007092199
bridge	LOC134758286	LOC129532901	20	5	5	0.25	1.0	0.828	5	0.9901800327332242
bridge	LOC134758286	LOC129525739	20	8	8	0.4	1.0	0.984	4	0.9939903846153846
bridge	LOC134758286	LOC129532624	20	5	4	0.2	0.8	0.35	4	0.9690493736182756
bridge	LOC134758286	LOC134757292	20	6	6	0.3	1.0	0.572	4	0.9964539007092199
bridge	LOC134758286	LOC129523740	20	19	7	0.35	0.368	0.427	7	0.9913526868437307
bridge	LOC134758286	LOC134758129	20	7	7	0.35	1.0	0.961	7	0.9811320754716981
bridge	LOC134758286	LOC129534177	20	3	3	0.15	1.0	0.998	3	0.9910714285714286
bridge	LOC134758286	LOC134756492	20	2	2	0.1	1.0	1.0	2	0.9949748743718593
bridge	LOC134758286	LOC134758389	20	11	9	0.45	0.818	0.457	9	0.9948387096774194
bridge	LOC134758286	LOC134756493	20	2	2	0.1	1.0	1.0	2	0.9949748743718593
bridge	LOC134758286	LOC134756494	20	2	2	0.1	1.0	1.0	2	0.9949748743718593
bridge	LOC134758286	LOC134758136	20	3	3	0.15	1.0	0.979	3	0.9932705248990579
bridge	LOC134758286	LOC134758131	20	2	2	0.1	1.0	0.994	2	0.9811320754716981
bridge	LOC134758286	LOC129532902	20	11	10	0.5	0.909	0.642	7	0.9956736711990112
bridge	LOC134758286	LOC134756821	20	9	9	0.45	1.0	0.901	9	0.9925333333333334
bridge	LOC134758286	LOC134756824	20	4	4	0.2	1.0	0.997	4	0.991492652745553
bridge	LOC134758286	LOC134757294	20	2	2	0.1	1.0	0.421	2	0.9987789987789988
bridge	LOC134756488	LOC134756489	5	2	2	0.4	1.0	1.0	2	0.9986559139784946
bridge	LOC134756488	LOC134758144	5	3	2	0.4	0.667	0.446	2	0.9963302752293578
bridge	LOC134756488	LOC134756490	5	2	2	0.4	1.0	1.0	2	1.0
bridge	LOC134756488	LOC129523817	5	3	1	0.2	0.333	0.432	1	0.9959677419354839
bridge	LOC134756488	LOC129526712	5	3	1	0.2	0.333	0.601	1	0.9905913978494624
bridge	LOC134756488	LOC134757646	5	2	2	0.4	1.0	0.56	2	0.9900793650793651
bridge	LOC134757559	LOC115931231	2	1	0	0.0	0.0	0.815	0	0.9377162629757786
bridge	LOC134757559	LOC134757555	2	1	1	0.5	1.0	0.976	1	1.0
bridge	LOC134757559	LOC134757561	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC134757559	LOC134757560	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC134757559	LOC134757563	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC134757559	LOC134757562	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC134757559	LOC134757613	2	2	0	0.0	0.0	0.818	0	0.9344827586206896
bridge	LOC101152160	LOC129528682	16	10	7	0.438	0.7	0.379	7	0.9237762237762238
bridge	LOC101152160	LOC109024105	16	6	6	0.375	1.0	0.805	6	0.9231987331749802
bridge	LOC101152160	LOC129528683	16	9	7	0.438	0.778	0.677	7	0.9117647058823529
bridge	LOC101152160	LILRB2	16	14	14	0.875	1.0	0.656	8	0.9054428044280443
bridge	MINDY2	LOC134758573	9	2	0	0.0	0.0	0.75	0	0.998109640831758
bridge	MINDY2	LOC109027313	9	1	0	0.0	0.0	0.381	0	0.9122596153846154
bridge	LOC134757560	LOC134757563	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC134757560	LOC134757562	2	2	2	1.0	1.0	1.0	2	1.0
bridge	LOC134757560	LOC134757613	2	2	0	0.0	0.0	0.818	0	0.9344827586206896
bridge	LOC134757560	LOC115931231	2	1	0	0.0	0.0	0.815	0	0.9377162629757786
bridge	LOC134757560	LOC134757555	2	1	1	0.5	1.0	0.976	1	1.0
bridge	LOC134757560	LOC134757561	2	2	2	1.0	1.0	1.0	2	1.0
bridge	PPIA	LOC101153289	5	3	0	0.0	0.0	0.557	0	0.9324894514767933
bridge	PPIA	LOC115932777	5	1	0	0.0	0.0	0.53	0	0.9366812227074236
bridge	PPIA	LOC101139366	5	4	0	0.0	0.0	0.0	0	0.9405940594059405
bridge	PPIA	LOC101125151	5	3	0	0.0	0.0	0.539	0	0.9071428571428571
bridge	PPIA	TMEM42	5	3	0	0.0	0.0	0.557	0	0.9364406779661016
bridge	PPIA	LOC101152412	5	1	0	0.0	0.0	0.761	0	0.9906191369606003
bridge	PPIA	PPIAL4H	5	1	0	0.0	0.0	0.518	0	0.9311064718162839
bridge	LOC115931305	LOC134756566	4	2	0	0.0	0.0	0.0	0	0.9498207885304659
bridge	LOC115932812	LOC115933037	2	2	2	1.0	1.0	0.997	2	0.9782229965156795
bridge	LOC115932812	LOC129531439	2	2	2	1.0	1.0	1.0	2	0.9991789819376026
bridge	LOC115932812	LOC129530229	2	2	2	1.0	1.0	0.964	2	0.9434426229508197
