family_id	n_genes	n_contigs	cross_chrom	dom_biotype	compara_paralog	genes
GFAM365	2	2	1	protein_coding	0	LOC101141051,GPS2
GFAM366	2	2	1	protein_coding	0	LOC101141269,PSME2
GFAM367	2	1	0	protein_coding	0	LOC101141498,LOC115931266
GFAM368	2	1	0	protein_coding	0	LOC101141782,LOC101143628
GFAM369	2	2	1	protein_coding	0	LOC101141974,RPS20
GFAM370	2	1	0	protein_coding	0	LOC101142266,OR7D1
GFAM371	2	2	1	protein_coding	0	LOC101142351,ID2
GFAM372	2	1	0	protein_coding	0	LOC101142809,LOC101143168
GFAM373	2	1	0	protein_coding	0	LOC101142845,ADH1B
GFAM374	2	2	1	protein_coding	0	LOC101143155,LOC101138541
GFAM375	2	1	0	protein_coding	0	LOC101143194,LOC101138909
GFAM376	2	1	0	protein_coding	0	LOC101143267,LOC101146896
GFAM377	2	2	1	protein_coding	0	LOC101143299,LOC109023669
GFAM378	2	2	1	protein_coding	0	LOC101143340,POLRMT
GFAM379	2	1	0	protein_coding	0	LOC101143535,LOC101144282
GFAM380	2	2	1	protein_coding	0	LOC101143668,ZBTB45
GFAM381	2	2	1	protein_coding	0	LOC101144146,TPI1
GFAM382	2	2	1	protein_coding	0	LOC101144860,CCND1
GFAM383	2	2	1	protein_coding	0	LOC101144883,LOC101126445
GFAM384	2	1	0	protein_coding	0	LOC101144919,LOC115930536
GFAM385	2	2	1	protein_coding	0	LOC101145089,LOC101135754
GFAM386	2	1	0	protein_coding	0	LOC101145365,LOC101145740
GFAM387	2	1	0	protein_coding	0	LOC101145522,LOC101133845
GFAM388	2	1	0	protein_coding	0	LOC101145885,LOC101146232
GFAM389	2	1	0	protein_coding	0	LOC101146638,LOC101127384
GFAM390	2	1	0	protein_coding	0	LOC101146797,LOC101150037
GFAM391	2	2	1	protein_coding	0	LOC101147097,LOC101148582
GFAM392	2	1	0	protein_coding	0	LOC101147670,PROS1
GFAM393	2	1	0	protein_coding	0	LOC101147715,LOC101151315
GFAM394	2	2	1	protein_coding	0	LOC101147805,SRSF3
GFAM395	2	1	0	protein_coding	0	LOC101148313,LOC115935025
GFAM396	2	1	0	protein_coding	0	LOC101148812,LOC101132221
GFAM397	2	1	0	protein_coding	0	LOC101148934,LOC109028282
GFAM398	2	1	0	protein_coding	0	LOC101148953,LOC101149668
GFAM399	2	1	0	protein_coding	0	LOC101150373,LOC101153273
GFAM400	2	1	0	protein_coding	0	LOC101151351,CDK20
GFAM401	2	1	0	protein_coding	0	LOC101151457,LOC115935617
GFAM402	2	2	1	protein_coding	0	LOC101151524,NSA2
GFAM403	2	1	0	protein_coding	0	LOC101151965,LOC101126456
GFAM404	2	2	1	protein_coding	0	LOC101152433,LOC101147142
GFAM405	2	1	0	protein_coding	0	LOC101152881,LOC101125692
GFAM406	2	2	1	protein_coding	0	LOC101152936,EMB
GFAM407	2	1	0	protein_coding	0	LOC101153230,LOC101126416
GFAM408	2	2	1	protein_coding	0	LOC101153488,AJM1
GFAM409	2	1	0	protein_coding	0	LOC101153542,LOC109028836
GFAM410	2	2	1	protein_coding	0	LOC101153927,ATF4
GFAM411	2	1	0	protein_coding	0	LOC101154313,LOC101126757
GFAM412	2	1	0	protein_coding	0	LOC101154316,LOC129534468
GFAM413	2	2	1	protein_coding	0	LOC101154437,LOC101135064
GFAM414	2	2	1	protein_coding	0	LOC109024584,SLC25A5
GFAM415	2	1	0	protein_coding	0	LOC109024768,SMIM10L2A
GFAM416	2	1	0	protein_coding	0	LOC109026149,NUDT16
GFAM417	2	1	0	protein_coding	0	LOC109026274,LOC129532321
GFAM418	2	2	1	protein_coding	0	LOC109026304,MYL6
GFAM419	2	2	1	protein_coding	0	LOC109027149,FOXH1
GFAM420	2	1	0	protein_coding	0	LOC109027614,LOC101151331
GFAM421	2	1	0	protein_coding	0	LOC109027741,LOC129523663
GFAM422	2	2	1	protein_coding	0	LOC109028384,ARL16
GFAM423	2	1	0	protein_coding	0	LOC115930159,LOC101142418
GFAM424	2	1	0	protein_coding	0	LOC115930226,LOC101146454
GFAM425	2	1	0	protein_coding	0	LOC115930440,C1QTNF9
GFAM426	2	1	0	protein_coding	0	LOC115931101,CA5A
GFAM427	2	1	0	protein_coding	0	LOC115931273,LOC101144085
GFAM428	2	1	0	protein_coding	0	LOC115931578,LOC101125084
GFAM429	2	1	0	protein_coding	0	LOC115931639,LOC101126892
GFAM430	2	1	0	protein_coding	0	LOC115931919,LOC101145825
GFAM431	2	1	0	protein_coding	0	LOC115931927,LOC101143893
GFAM432	2	1	0	protein_coding	0	LOC115932194,LOC101148088
GFAM433	2	1	0	protein_coding	0	LOC115932259,LOC101146547
GFAM434	2	2	1	protein_coding	0	LOC115932652,ATP2A3
GFAM435	2	1	0	protein_coding	0	LOC115932683,TUBGCP5
GFAM436	2	1	0	protein_coding	0	LOC115933240,LOC115933127
GFAM437	2	2	1	protein_coding	0	LOC115933399,LOC115930605
GFAM438	2	1	0	protein_coding	0	LOC115933573,LOC101141821
GFAM439	2	1	0	protein_coding	0	LOC115933748,LOC101150628
GFAM440	2	2	1	protein_coding	0	LOC115934320,LOC101135338
GFAM441	2	2	1	protein_coding	0	LOC115934567,LOC109028586
GFAM442	2	2	1	protein_coding	0	LOC115934570,C17H18orf32
GFAM443	2	2	1	protein_coding	0	LOC115935026,LOC101149662
GFAM444	2	2	1	protein_coding	0	LOC115935285,LOC109024694
GFAM445	2	2	1	protein_coding	0	LOC115935618,SOCS6
GFAM446	2	2	1	protein_coding	0	LOC115935792,NDUFAF8
GFAM447	2	1	0	protein_coding	0	LOC115935826,LOC101149308
GFAM448	2	1	0	protein_coding	0	LOC115936027,LOC101146324
GFAM449	2	1	0	protein_coding	0	LOC115936189,LOC101152574
GFAM450	2	2	1	protein_coding	0	LOC115936257,HSP90AA1
GFAM451	2	1	0	protein_coding	0	LOC115936313,LOC101148118
GFAM452	2	1	0	protein_coding	0	LOC129523541,LOC101135994
GFAM453	2	1	0	protein_coding	0	LOC129523864,LOC129523875
GFAM454	2	1	0	protein_coding	0	LOC129523904,LOC129523905
GFAM455	2	1	0	protein_coding	0	LOC129524744,LOC101133314
GFAM456	2	1	0	protein_coding	0	LOC129525004,LOC115936025
GFAM457	2	2	1	protein_coding	0	LOC129526169,LOC129529709
GFAM458	2	2	1	protein_coding	0	LOC129526440,CCDC196
GFAM459	2	1	0	protein_coding	0	LOC129527248,LOC115932684
GFAM460	2	1	0	protein_coding	0	LOC129527576,LOC101133864
GFAM461	2	1	0	protein_coding	0	LOC129527796,LOC134757481
GFAM462	2	2	1	protein_coding	0	LOC129527811,LOC129530113
GFAM463	2	2	1	protein_coding	0	LOC129528483,LOC129529733
GFAM464	2	1	0	protein_coding	0	LOC129529856,LOC129529857
GFAM465	2	1	0	protein_coding	0	LOC129531485,GPAT2
GFAM466	2	1	0	protein_coding	0	LOC129532196,LOC129532197
GFAM467	2	2	1	protein_coding	0	LOC129532227,LOC109027573
GFAM468	2	1	0	protein_coding	0	LOC129533355,LOC101142742
GFAM469	2	2	1	protein_coding	0	LOC129533589,LOC134756550
GFAM470	2	2	1	protein_coding	0	LOC129533630,LOC115932124
GFAM471	2	2	1	protein_coding	0	LOC129533706,SRP14
GFAM472	2	2	1	protein_coding	0	LOC129534220,TCP10L
GFAM473	2	2	1	protein_coding	0	LOC134756682,RPS17
GFAM474	2	1	0	protein_coding	0	LOC134756920,LOC129524526
GFAM475	2	1	0	protein_coding	0	LOC134757191,LOC101154167
GFAM476	2	1	0	protein_coding	0	LOC134757673,LOC101152395
GFAM477	2	1	0	protein_coding	0	LOC134758136,LOC129532621
GFAM478	2	1	0	protein_coding	0	LOC134758591,PLD5
GFAM479	2	2	1	protein_coding	0	LRP5,LOC101136154
GFAM480	2	1	0	protein_coding	0	LYZL2,LOC101129337
GFAM481	2	1	0	protein_coding	0	MAGEB6B,MAGEB6
GFAM482	2	1	0	protein_coding	0	MAGEC1,LOC101137392
GFAM483	2	1	0	protein_coding	0	MPEG1,LOC101144761
GFAM484	2	2	1	protein_coding	0	MXRA5,LOC129530428
GFAM485	2	1	0	protein_coding	0	NANOG,LOC101124665
GFAM486	2	2	1	protein_coding	0	NHP2,LOC101133989
GFAM487	2	2	1	protein_coding	0	NICN1,LOC101130789
GFAM488	2	1	0	protein_coding	0	OCM,OCM2
GFAM489	2	1	0	protein_coding	0	ORM1,LOC109028196
GFAM490	2	2	1	protein_coding	0	PABPC1,PABPC3
GFAM491	2	1	0	protein_coding	0	PABPC1L2B,PABPC1L2A
GFAM492	2	1	0	protein_coding	0	PAGE2B,PAGE5
GFAM493	2	1	0	protein_coding	0	PDPK1,LOC101147811
GFAM494	2	1	0	protein_coding	0	PDPR,LOC115931054
GFAM495	2	2	1	protein_coding	0	PLAC9,LOC134756614
GFAM496	2	2	1	protein_coding	0	PPP1R14B,LOC115930203
GFAM497	2	1	0	protein_coding	0	PRR23A,LOC101152850
GFAM498	2	2	1	protein_coding	0	RAB42,LOC101146140
GFAM499	2	2	1	protein_coding	0	RBM7,LOC101138893
GFAM500	2	2	1	protein_coding	0	RBMXL2,RBMXL3
GFAM501	2	2	1	protein_coding	0	REXO4,LOC101129642
GFAM502	2	1	0	protein_coding	1	RFPL2,RFPL3
GFAM503	2	1	0	protein_coding	0	RNASE2,RNASE3
GFAM504	2	1	0	protein_coding	0	RNF115,LOC101147747
GFAM505	2	2	1	protein_coding	0	RPL11,LOC109023480
GFAM506	2	2	1	protein_coding	0	RPL19,LOC101141573
GFAM507	2	2	1	protein_coding	0	RPL37,LOC109024249
GFAM508	2	2	1	protein_coding	0	RPL7L1,LOC109023937
GFAM509	2	2	1	protein_coding	0	RPL9,LOC101138942
GFAM510	2	2	1	protein_coding	0	RPLP0,LOC101133218
GFAM511	2	1	0	protein_coding	0	RPS4Y1,LOC129530250
GFAM512	2	1	0	protein_coding	0	RRN3,LOC101142371
GFAM513	2	2	1	protein_coding	0	SF3B4,LOC129526788
GFAM514	2	1	0	protein_coding	0	SIMC1,LOC109026962
GFAM515	2	2	1	protein_coding	0	SLC35G3,SLC35G6
GFAM516	2	2	1	protein_coding	0	SLC52A2,SLC52A1
GFAM517	2	1	0	protein_coding	0	SMR3A,SMR3B
GFAM518	2	2	1	protein_coding	0	SRM,LOC101146844
GFAM519	2	1	0	protein_coding	0	STEAP1B,STEAP1
GFAM520	2	2	1	protein_coding	0	SYNGR2,LOC115930813
GFAM521	2	2	1	protein_coding	0	TAF9,LOC101141762
GFAM522	2	2	1	protein_coding	0	TARDBP,LOC101136944
GFAM523	2	1	0	protein_coding	0	TEX13D,TEX13C
GFAM524	2	2	1	protein_coding	0	TMEM30B,LOC109024645
GFAM525	2	2	1	protein_coding	0	TMEM69,LOC101132327
GFAM526	2	2	1	protein_coding	0	TMSB4X,LOC129530270
GFAM527	2	1	0	protein_coding	0	TREML4,LOC101139066
GFAM528	2	2	1	protein_coding	0	TUBB,LOC101151578
GFAM529	2	2	1	protein_coding	0	UBQLN4,LOC101132384
GFAM530	2	1	0	protein_coding	0	USP6,LOC101133404
GFAM531	2	1	0	protein_coding	0	WFDC10A,WFDC10B
GFAM532	2	2	1	protein_coding	0	XG,LOC129530306
GFAM533	2	1	0	protein_coding	0	ZCCHC18,ZCCHC12
GFAM534	2	1	0	protein_coding	0	ZNF285,LOC101145215
GFAM535	2	1	0	protein_coding	0	ZNF302,ZNF181
GFAM536	2	1	0	protein_coding	0	ZNF727,ZNF736
GFAM537	2	1	0	protein_coding	0	ZNF747,ZNF764
