kind	both_spliced	gene_a	chrom_a	jA	psiA	gene_b	chrom_b	jB	psiB	uA	spA	uB	spB	dPSI	pval	q
A_private		LOC115932781	NC_073242.2	28448649-28449803	0.833	LOC129528916	-	-	0.0	5	6	0	0	0.833	1.0	1.0
B_private		LOC101139634	NC_073235.2	31644037-31646322	0.833	ACTB	-	-	0.0	5	6	0	0	0.833	1.0	1.0
A_private		ACTR3B	NC_073230.2	161614564-161627299	0.833	LOC129531693	-	-	0.0	80	96	0	0	0.833	1.0	1.0
B_private		LOC115933254	NC_073236.2	32851021-32859044	0.833	LOC101149535	-	-	0.0	5	6	0	0	0.833	1.0	1.0
A_private		ACTR3B	NC_073230.2	161614564-161627299	0.833	TMEM220	-	-	0.0	80	96	0	0	0.833	1.0	1.0
A_private		INIP	NC_073237.2	108932794-108954983	0.833	LOC129533141	-	-	0.0	50	60	0	0	0.833	1.0	1.0
B_private		LOC115932781	NC_073242.2	28448649-28449803	0.833	LOC109028586	-	-	0.0	5	6	0	0	0.833	1.0	1.0
homologous	1	FRG1	NC_073227.2	210910013-210913257	0.956	LOC101142904	NC_073246.2	2224171-2227334	0.125	65	68	4	32	0.831	2.7342840402830118e-17	3.524188318586993e-16
A_private		KMT2C	NC_073230.2	160976645-160978065	0.831	LOC134756703	-	-	0.0	59	71	0	0	0.831	1.0	1.0
A_private		KMT2C	NC_073230.2	160976645-160978065	0.831	LOC129526471	-	-	0.0	59	71	0	0	0.831	1.0	1.0
A_private		KMT2C	NC_073230.2	160976645-160978065	0.831	LOC129526385	-	-	0.0	59	71	0	0	0.831	1.0	1.0
B_private		LOC101148457	NC_086018.1	19850183-19850828	0.831	LOC101125455	-	-	0.0	54	65	0	0	0.831	1.0	1.0
A_private		KMT2C	NC_073230.2	160976645-160978065	0.831	LOC129526398	-	-	0.0	59	71	0	0	0.831	1.0	1.0
A_private		KMT2C	NC_073230.2	160976645-160978065	0.831	LOC134757216	-	-	0.0	59	71	0	0	0.831	1.0	1.0
A_private		KMT2C	NC_073230.2	160976645-160978065	0.831	LOC129526957	-	-	0.0	59	71	0	0	0.831	1.0	1.0
A_private		LOC101148457	NC_086018.1	19850183-19850828	0.831	LOC129525983	-	-	0.0	54	65	0	0	0.831	1.0	1.0
A_private		LOC101148457	NC_086018.1	19850183-19850828	0.831	TMEM220	-	-	0.0	54	65	0	0	0.831	1.0	1.0
A_private		LOC101148457	NC_086018.1	19850183-19850828	0.831	TRIM56	-	-	0.0	54	65	0	0	0.831	1.0	1.0
A_private		LOC101148457	NC_086018.1	19850183-19850828	0.831	LOC129531693	-	-	0.0	54	65	0	0	0.831	1.0	1.0
B_private		LOC101148457	NC_086018.1	19850183-19850828	0.831	LOC101128488	-	-	0.0	54	65	0	0	0.831	1.0	1.0
A_private		DPY19L2	NC_073234.2	37759485-37767693	0.83	LOC115935244	-	-	0.0	195	235	0	0	0.83	1.0	1.0
A_private		ZNF578	NC_073244.2	64474924-64477672	0.828	ZNF860	-	-	0.0	82	99	0	0	0.828	1.0	1.0
A_private		PMM2	NC_073242.2	12453784-12454242	0.825	SYN3	-	-	0.0	80	97	0	0	0.825	1.0	1.0
B_private		LOC129531862	NC_073236.2	31677969-31680663	0.824	LOC101137900	-	-	0.0	14	17	0	0	0.824	1.0	1.0
B_private		LOC129527278	NC_073236.2	21835480-21837728	0.824	LOC101144369	-	-	0.0	14	17	0	0	0.824	1.0	1.0
A_private		LOC101152972	NC_073240.2	21559918-21561913	0.821	LOC115931074	-	-	0.0	23	28	0	0	0.821	1.0	1.0
A_private		KMT2C	NC_073230.2	161071005-161071977	0.821	LOC134756703	-	-	0.0	119	145	0	0	0.821	1.0	1.0
A_private		KMT2C	NC_073230.2	161071005-161071977	0.821	LOC129526471	-	-	0.0	119	145	0	0	0.821	1.0	1.0
A_private		KMT2C	NC_073230.2	161071005-161071977	0.821	LOC129526385	-	-	0.0	119	145	0	0	0.821	1.0	1.0
A_private		KMT2C	NC_073230.2	161071005-161071977	0.821	LOC129526398	-	-	0.0	119	145	0	0	0.821	1.0	1.0
A_private		KMT2C	NC_073230.2	161071005-161071977	0.821	LOC134757216	-	-	0.0	119	145	0	0	0.821	1.0	1.0
A_private		KMT2C	NC_073230.2	161071005-161071977	0.821	LOC129526957	-	-	0.0	119	145	0	0	0.821	1.0	1.0
A_private		SRP19	NC_073228.2	116703864-116705738	0.82	ZRSR2	-	-	0.0	82	100	0	0	0.82	1.0	1.0
A_private		DPY19L2	NC_073234.2	37700019-37702218	0.819	LOC115935244	-	-	0.0	185	226	0	0	0.819	1.0	1.0
A_private		DPY19L2	NC_073234.2	37700019-37702218	0.819	LOC115935345	-	-	0.0	185	226	0	0	0.819	1.0	1.0
A_private		BCL2L12	NC_073244.2	60102100-60103790	0.818	LOC101152959	-	-	0.0	18	22	0	0	0.818	1.0	1.0
A_private		INIP	NC_073237.2	108928208-108932691	0.817	LOC129533141	-	-	0.0	49	60	0	0	0.817	1.0	1.0
B_private		LOC129527278	NC_073236.2	21850858-21851711	0.812	LOC101142904	-	-	0.0	13	16	0	0	0.812	1.0	1.0
B_private		LOC129527278	NC_073236.2	21850858-21851711	0.812	FRG1	-	-	0.0	13	16	0	0	0.812	1.0	1.0
B_private		LOC129527278	NC_073236.2	21850858-21851711	0.812	LOC101144369	-	-	0.0	13	16	0	0	0.812	1.0	1.0
B_private		LOC129527278	NC_073236.2	21850858-21851711	0.812	LOC129526550	-	-	0.0	13	16	0	0	0.812	1.0	1.0
homologous	1	LOC129532042	NC_073224.2	15909634-15909766	0.81	PLA2G4B	NC_073240.2	42658550-42658680	0.0	85	105	0	22	0.81	2.072948620046665e-13	2.121723881694822e-12
homologous	1	EEF2KMT	NC_073242.2	8743766-8743848	0.81	LOC101139163	NC_086017.1	141285207-141285366	0.0	34	42	0	26	0.81	8.2964898569953e-12	6.874234452938963e-11
homologous	1	EEF2KMT	NC_073242.2	8743766-8743848	0.81	LOC101152938	NC_073233.2	75725353-75725435	0.0	34	42	0	15	0.81	2.222841654096498e-08	1.4193557717900573e-07
A_private		LOC101130854	NC_073242.2	15911422-15967264	0.81	LOC129528916	-	-	0.0	17	21	0	0	0.81	1.0	1.0
B_private		LOC129531453	NC_073240.2	15973814-15976475	0.81	ABCD1	-	-	0.0	17	21	0	0	0.81	1.0	1.0
B_private		LOC101143875	NC_073237.2	23875187-23884016	0.808	CNTNAP3C	-	-	0.0	21	26	0	0	0.808	1.0	1.0
A_private		LOC115932779	NC_073242.2	29041512-29044445	0.8	LOC129528916	-	-	0.0	4	5	0	0	0.8	1.0	1.0
A_private		LOC115932779	NC_073242.2	28926578-28928559	0.8	LOC129528916	-	-	0.0	20	25	0	0	0.8	1.0	1.0
A_private		LOC115933071	NC_073242.2	15453831-15455595	0.8	LOC129528916	-	-	0.0	4	5	0	0	0.8	1.0	1.0
A_private		LOC115933071	NC_073242.2	15455721-15460342	0.8	LOC129528916	-	-	0.0	4	5	0	0	0.8	1.0	1.0
A_private		LOC115933071	NC_073242.2	15460480-15462342	0.8	LOC129528916	-	-	0.0	4	5	0	0	0.8	1.0	1.0
A_private		LOC115933071	NC_073242.2	15462468-15478977	0.8	LOC129528916	-	-	0.0	4	5	0	0	0.8	1.0	1.0
B_private		SAFB2	NC_073244.2	11401726-11402157	0.8	LOC129531205	-	-	0.0	389	486	0	0	0.8	1.0	1.0
B_private		SAFB2	NC_073244.2	11401726-11402157	0.8	LOC129531501	-	-	0.0	389	486	0	0	0.8	1.0	1.0
B_private		LOC129525065	NC_073232.2	8840253-8869457	0.8	LOC101148271	-	-	0.0	4	5	0	0	0.8	1.0	1.0
B_private		LOC101137900	NC_073238.2	32634508-32637317	0.8	EIF1AX	-	-	0.0	44	55	0	0	0.8	1.0	1.0
A_private		LOC115933039	NC_073244.2	21133527-21145396	0.8	SORL1	-	-	0.0	8	10	0	0	0.8	1.0	1.0
A_private		LOC101137900	NC_073238.2	32634508-32637317	0.8	LOC129531862	-	-	0.0	44	55	0	0	0.8	1.0	1.0
B_private		LOC129525065	NC_073232.2	8840253-8869457	0.8	LOC101144552	-	-	0.0	4	5	0	0	0.8	1.0	1.0
B_private		LOC101143875	NC_073237.2	23906620-23907514	0.8	CNTNAP3C	-	-	0.0	12	15	0	0	0.8	1.0	1.0
B_private		LOC101137900	NC_073238.2	32634508-32637317	0.8	ANKRD18B	-	-	0.0	44	55	0	0	0.8	1.0	1.0
B_private		TRAF5	NC_073224.2	45362609-45367454	0.8	LOC101148457	-	-	0.0	28	35	0	0	0.8	1.0	1.0
B_private		LOC115933071	NC_073242.2	15450619-15453666	0.8	LOC109028586	-	-	0.0	4	5	0	0	0.8	1.0	1.0
B_private		LOC115933071	NC_073242.2	15453831-15455595	0.8	LOC109028586	-	-	0.0	4	5	0	0	0.8	1.0	1.0
B_private		LOC115933071	NC_073242.2	15455721-15460342	0.8	LOC109028586	-	-	0.0	4	5	0	0	0.8	1.0	1.0
B_private		LOC115933071	NC_073242.2	15460480-15462342	0.8	LOC109028586	-	-	0.0	4	5	0	0	0.8	1.0	1.0
B_private		LOC115933071	NC_073242.2	15462468-15478977	0.8	LOC109028586	-	-	0.0	4	5	0	0	0.8	1.0	1.0
A_private		LOC115933039	NC_073244.2	21133527-21145396	0.8	LOC115933079	-	-	0.0	8	10	0	0	0.8	1.0	1.0
A_private		LOC115933039	NC_073244.2	20938669-20940950	0.8	LOC115933079	-	-	0.0	44	55	0	0	0.8	1.0	1.0
A_private		LOC115933039	NC_073244.2	21133527-21145396	0.8	LOC115933071	-	-	0.0	8	10	0	0	0.8	1.0	1.0
A_private		LOC115933039	NC_073244.2	20938669-20940950	0.8	LOC115933071	-	-	0.0	44	55	0	0	0.8	1.0	1.0
B_private		LOC115933071	NC_073242.2	15460480-15462342	0.8	LOC115933039	-	-	0.0	4	5	0	0	0.8	1.0	1.0
A_private		LOC115933039	NC_073244.2	21133527-21145396	0.8	NPIPB11	-	-	0.0	8	10	0	0	0.8	1.0	1.0
A_private		LOC115933039	NC_073244.2	20938669-20940950	0.8	NPIPB11	-	-	0.0	44	55	0	0	0.8	1.0	1.0
A_private		LMBR1	NC_073230.2	165719731-165726308	0.799	LOC101148918	-	-	0.0	267	334	0	0	0.799	1.0	1.0
homologous	1	CNTNAP3C	NC_073236.2	33387320-33402924	0.152	LOC101143875	NC_073237.2	23717357-23744936	0.95	7	46	76	80	0.798	8.584254394159892e-21	1.493660264583821e-19
B_private		XRCC2	NC_073230.2	161474343-161489199	0.796	LOC115932756	-	-	0.0	39	49	0	0	0.796	1.0	1.0
B_private		XRCC2	NC_073230.2	161474343-161489199	0.796	LOC115932954	-	-	0.0	39	49	0	0	0.796	1.0	1.0
B_private		XRCC2	NC_073230.2	161474343-161489199	0.796	LOC134756368	-	-	0.0	39	49	0	0	0.796	1.0	1.0
A_private		LOC101142904	NC_073246.2	2242005-2244152	0.796	LOC115933219	-	-	0.0	39	49	0	0	0.796	1.0	1.0
homologous	1	EEF2KMT	NC_073242.2	8746980-8748869	0.795	LOC101139163	NC_086017.1	141288479-141290375	0.0	31	39	0	26	0.795	1.8278655897914073e-11	1.496699353523317e-10
A_private		EEF2KMT	NC_073242.2	8746980-8748869	0.795	LOC101125415	-	-	0.0	31	39	0	0	0.795	1.0	1.0
homologous	1	LOC115933219	NC_073245.2	42793390-42802291	0.21	LOC129526550	NC_073239.2	44159093-44160889	1.0	13	62	15	15	0.79	1.0613065347112649e-08	7.034946172943241e-08
A_private		LOC129531693	NC_073236.2	47740244-47743938	0.79	ZNF20	-	-	0.0	132	167	0	0	0.79	1.0	1.0
B_private		LOC129531693	NC_073236.2	47740244-47743938	0.79	ACTR3B	-	-	0.0	132	167	0	0	0.79	1.0	1.0
B_private		LOC129531693	NC_073236.2	47740244-47743938	0.79	LOC101125455	-	-	0.0	132	167	0	0	0.79	1.0	1.0
A_private		LOC129531693	NC_073236.2	47740244-47743938	0.79	TOR3A	-	-	0.0	132	167	0	0	0.79	1.0	1.0
B_private		LOC129531693	NC_073236.2	47740244-47743938	0.79	LOC101148457	-	-	0.0	132	167	0	0	0.79	1.0	1.0
B_private		NPIPB11	NC_073242.2	31365766-31368431	0.789	LOC129528916	-	-	0.0	15	19	0	0	0.789	1.0	1.0
B_private		NPIPB11	NC_073242.2	31365766-31368431	0.789	LOC109028586	-	-	0.0	15	19	0	0	0.789	1.0	1.0
B_private		TEX14	NC_073228.2	33480141-33481261	0.787	LOC115933152	-	-	0.0	70	89	0	0	0.787	1.0	1.0
homologous	0	LOC129532032	NC_073224.2	15881155-15881414	0.0	MAPKBP1	NC_073240.2	42534139-42534398	0.786	0	66	22	28	0.786	2.3846705859727973e-16	2.9118082944509944e-15
B_private		LOC101137900	NC_073238.2	32601682-32604473	0.786	EIF1AX	-	-	0.0	11	14	0	0	0.786	1.0	1.0
A_private		LOC101137900	NC_073238.2	32601682-32604473	0.786	LOC129531862	-	-	0.0	11	14	0	0	0.786	1.0	1.0
B_private		LOC101137900	NC_073238.2	32601682-32604473	0.786	ANKRD18B	-	-	0.0	11	14	0	0	0.786	1.0	1.0
homologous	1	LOC115932756	NC_073240.2	17179851-17184780	0.211	LOC134756753	NC_073236.2	22561333-22566094	0.995	44	209	1513	1520	0.785	2.288140773658436e-178	7.962729892331358e-176
B_private		PFDN5	NC_073234.2	48052291-48053871	0.785	LOC109028279	-	-	0.0	73	93	0	0	0.785	1.0	1.0
A_private		USP9X	NC_073247.2	51449198-51486581	0.783	USP9Y	-	-	0.0	72	92	0	0	0.783	1.0	1.0
homologous	1	LOC115932756	NC_073240.2	17179851-17184780	0.211	LRPAP1	NC_073227.2	12098362-12103088	0.992	44	209	1908	1924	0.781	1.484967143460188e-183	1.033537131848291e-180
A_private		ANKRD18A	NC_073237.2	24402055-24404567	0.778	LOC115933254	-	-	0.0	7	9	0	0	0.778	1.0	1.0
A_private		LOC115933039	NC_073244.2	21114994-21118022	0.778	SORL1	-	-	0.0	7	9	0	0	0.778	1.0	1.0
A_private		LOC115933039	NC_073244.2	21114994-21118022	0.778	LOC115933079	-	-	0.0	7	9	0	0	0.778	1.0	1.0
A_private		METTL2A	NC_073228.2	29645830-29646036	0.774	METTL2B	-	-	0.0	48	62	0	0	0.774	1.0	1.0
A_private		DPY19L2	NC_073234.2	37750774-37759425	0.774	LOC115935244	-	-	0.0	182	235	0	0	0.774	1.0	1.0
A_private		DPY19L2	NC_073234.2	37750774-37759425	0.774	LOC115935345	-	-	0.0	182	235	0	0	0.774	1.0	1.0
A_private		BCL2L12	NC_073244.2	60101927-60102013	0.773	LOC101152959	-	-	0.0	17	22	0	0	0.773	1.0	1.0
A_private		LOC115933039	NC_073244.2	21008610-21010592	0.773	LOC115933079	-	-	0.0	17	22	0	0	0.773	1.0	1.0
A_private		LOC115933039	NC_073244.2	21008610-21010592	0.773	LOC115933071	-	-	0.0	17	22	0	0	0.773	1.0	1.0
A_private		LOC115933039	NC_073244.2	21008610-21010592	0.773	NPIPB11	-	-	0.0	17	22	0	0	0.773	1.0	1.0
B_private		LOC129526395	NC_073238.2	24693956-24694808	0.772	LOC101142904	-	-	0.0	44	57	0	0	0.772	1.0	1.0
B_private		LOC129526395	NC_073238.2	24693956-24694808	0.772	FRG1	-	-	0.0	44	57	0	0	0.772	1.0	1.0
A_private		LOC129526395	NC_073238.2	24693956-24694808	0.772	LOC129526550	-	-	0.0	44	57	0	0	0.772	1.0	1.0
homologous	1	EEF2KMT	NC_073242.2	8742673-8743500	0.81	LOC101139163	NC_086017.1	141284114-141284941	0.038	34	42	1	26	0.771	1.2813467668026073e-10	9.693666844506683e-10
homologous	1	LOC129527053	NC_073240.2	23244979-23250091	0.231	RHPN2	NC_073244.2	44028895-44034064	1.0	6	26	31	31	0.769	1.9023035122777044e-10	1.4085140899417898e-09
homologous	1	LOC129527053	NC_073240.2	23240396-23244812	0.231	RHPN2	NC_073244.2	44034231-44037728	1.0	6	26	29	29	0.769	4.558673281674498e-10	3.2709655711808767e-09
B_private		LOC101137900	NC_073238.2	32617354-32618899	0.769	EIF1AX	-	-	0.0	10	13	0	0	0.769	1.0	1.0
B_private		LOC101137900	NC_073238.2	32617354-32618899	0.769	ANKRD18B	-	-	0.0	10	13	0	0	0.769	1.0	1.0
homologous	1	LOC101139163	NC_086017.1	141284114-141284941	0.038	LOC101152938	NC_073233.2	75724263-75725087	0.8	1	26	12	15	0.762	6.773523426433095e-07	3.7714978438379474e-06
A_private		ANKRD18B	NC_073237.2	31498819-31499753	0.762	LOC101137900	-	-	0.0	48	63	0	0	0.762	1.0	1.0
homologous	1	LOC134756389	NC_073231.2	151172636-151178070	0.192	RABL2B	NC_086018.1	48820010-48825425	0.952	5	26	40	42	0.76	7.140907772038744e-11	5.522302010376628e-10
A_private		LOC129531693	NC_073236.2	47744097-47747994	0.759	ZNF20	-	-	0.0	123	162	0	0	0.759	1.0	1.0
B_private		LOC129531693	NC_073236.2	47744097-47747994	0.759	LOC101124683	-	-	0.0	123	162	0	0	0.759	1.0	1.0
B_private		LOC129531693	NC_073236.2	47744097-47747994	0.759	LOC101125455	-	-	0.0	123	162	0	0	0.759	1.0	1.0
B_private		LOC129531693	NC_073236.2	47744097-47747994	0.759	LOC101148457	-	-	0.0	123	162	0	0	0.759	1.0	1.0
A_private		ANKRD18B	NC_073237.2	31498110-31498684	0.758	LOC101137900	-	-	0.0	47	62	0	0	0.758	1.0	1.0
homologous	1	DPY19L2	NC_073234.2	37785620-37787191	0.979	LOC101148570	NC_073230.2	42522221-42524067	0.222	238	243	8	36	0.757	2.5339576796267518e-26	9.797969694556773e-25
B_private		SAFB2	NC_073244.2	11402668-11403574	0.751	LOC129531205	-	-	0.0	331	441	0	0	0.751	1.0	1.0
B_private		SAFB2	NC_073244.2	11402668-11403574	0.751	LOC129531501	-	-	0.0	331	441	0	0	0.751	1.0	1.0
homologous	1	LOC101142904	NC_073246.2	2224171-2227334	0.125	LOC129530552	NC_086018.1	1763516-1766678	0.875	4	32	7	8	0.75	0.00012658526590415134	0.0005275649405346666
homologous	1	LOC101137900	NC_073238.2	32619003-32619005	0.0	LOC129531862	NC_073236.2	31659765-31663100	0.75	0	16	6	8	0.75	0.0002080299563137092	0.0008134205033389978
B_private		TEX14	NC_073228.2	33470701-33473112	0.75	LOC115933152	-	-	0.0	66	88	0	0	0.75	1.0	1.0
A_private		LOC101144552	NC_073235.2	144821433-144821670	0.75	LOC129525065	-	-	0.0	9	12	0	0	0.75	1.0	1.0
A_private		LOC101144552	NC_073235.2	144821433-144821670	0.75	LOC101148918	-	-	0.0	9	12	0	0	0.75	1.0	1.0
A_private		LOC115932992	NC_073242.2	16417342-16419209	0.745	LOC129528916	-	-	0.0	38	51	0	0	0.745	1.0	1.0
B_private		LOC101143875	NC_073237.2	23844724-23850156	0.745	CNTNAP3C	-	-	0.0	35	47	0	0	0.745	1.0	1.0
B_private		RHPN2	NC_073244.2	44047690-44052543	0.739	LOC115931074	-	-	0.0	17	23	0	0	0.739	1.0	1.0
homologous	1	LOC101152938	NC_073233.2	75730495-75732646	0.0	LOC115934341	NC_086017.1	85341594-85343782	0.738	0	14	45	61	0.738	2.59378181729233e-07	1.5298916481656455e-06
B_private		NPIPB11	NC_073242.2	31368493-31371789	0.737	LOC129528916	-	-	0.0	14	19	0	0	0.737	1.0	1.0
B_private		NPIPB11	NC_073242.2	31368493-31371789	0.737	LOC109028586	-	-	0.0	14	19	0	0	0.737	1.0	1.0
B_private		NPIPB11	NC_073242.2	31368493-31371789	0.737	LOC115933039	-	-	0.0	14	19	0	0	0.737	1.0	1.0
A_private		KCTD9	NC_073231.2	29660213-29660822	0.732	LOC101135809	-	-	0.0	167	228	0	0	0.732	1.0	1.0
B_private		LOC129527053	NC_073240.2	23259521-23261515	0.731	LOC115931074	-	-	0.0	19	26	0	0	0.731	1.0	1.0
homologous	1	ANKRD18B	NC_073237.2	31499807-31501764	0.889	LOC115933254	NC_073236.2	32874105-32876791	0.16	56	63	4	25	0.729	9.789487054631555e-11	7.487343945080837e-10
A_private		LOC115932779	NC_073242.2	28892820-28893650	0.729	LOC129528916	-	-	0.0	43	59	0	0	0.729	1.0	1.0
B_private		LOC115933307	NC_073237.2	29940292-29945750	0.727	CNTNAP3C	-	-	0.0	8	11	0	0	0.727	1.0	1.0
A_private		ANKRD18B	NC_073237.2	31491737-31492549	0.726	LOC101137900	-	-	0.0	45	62	0	0	0.726	1.0	1.0
homologous	0	LOC115932779	NC_073242.2	28916945-28924238	0.882	LOC129528916	NC_073244.2	21169017-21214359	0.167	30	34	1	6	0.716	0.0010395010395010396	0.003581647146003582
homologous	1	LOC101147259	NC_073237.2	93527995-93530502	0.0	LOC115933254	NC_073236.2	32878560-32881072	0.714	0	53	20	28	0.714	6.620827027938792e-13	5.984539755123896e-12
homologous	1	LOC101147259	NC_073237.2	93527370-93527943	0.0	LOC115933254	NC_073236.2	32877939-32878506	0.714	0	53	20	28	0.714	6.620827027938792e-13	5.984539755123896e-12
homologous	1	LOC101152972	NC_073240.2	21571429-21576539	0.286	RHPN2	NC_073244.2	44028895-44034064	1.0	8	28	31	31	0.714	1.112197146994156e-09	7.740892143079325e-09
homologous	1	LOC101152972	NC_073240.2	21576706-21581121	0.286	RHPN2	NC_073244.2	44034231-44037728	1.0	8	28	29	29	0.714	2.568109741574901e-09	1.7353440583845932e-08
B_private		LOC101139634	NC_073235.2	31650828-31650987	0.714	ACTB	-	-	0.0	5	7	0	0	0.714	1.0	1.0
B_private		LOC115933254	NC_073236.2	32878560-32881072	0.714	ANKRD18A	-	-	0.0	20	28	0	0	0.714	1.0	1.0
A_private		KMT2C	NC_073230.2	161000090-161000675	0.714	LOC134756703	-	-	0.0	5	7	0	0	0.714	1.0	1.0
B_private		ZNF519	NC_073241.2	36156206-36166557	0.714	LOC115931857	-	-	0.0	10	14	0	0	0.714	1.0	1.0
A_private		KMT2C	NC_073230.2	161000090-161000675	0.714	LOC129526471	-	-	0.0	5	7	0	0	0.714	1.0	1.0
A_private		KMT2C	NC_073230.2	161000090-161000675	0.714	LOC129526385	-	-	0.0	5	7	0	0	0.714	1.0	1.0
B_private		LOC115933254	NC_073236.2	32878560-32881072	0.714	LOC101149535	-	-	0.0	20	28	0	0	0.714	1.0	1.0
A_private		KMT2C	NC_073230.2	161000090-161000675	0.714	LOC129526957	-	-	0.0	5	7	0	0	0.714	1.0	1.0
B_private		TMEM220	NC_073243.2	26003315-26004993	0.714	ACTR3B	-	-	0.0	60	84	0	0	0.714	1.0	1.0
B_private		LOC129530216	NC_073248.2	42903485-42905801	0.714	DAZL	-	-	0.0	5	7	0	0	0.714	1.0	1.0
B_private		LOC129530216	NC_073248.2	42905873-42908342	0.714	DAZL	-	-	0.0	5	7	0	0	0.714	1.0	1.0
B_private		LOC129530216	NC_073248.2	42908414-42910722	0.714	DAZL	-	-	0.0	5	7	0	0	0.714	1.0	1.0
B_private		LOC129530216	NC_073248.2	42910794-42913146	0.714	DAZL	-	-	0.0	5	7	0	0	0.714	1.0	1.0
B_private		TMEM220	NC_073243.2	26003315-26004993	0.714	LOC101148457	-	-	0.0	60	84	0	0	0.714	1.0	1.0
B_private		TMEM220	NC_073243.2	26003315-26004993	0.714	LOC129525983	-	-	0.0	60	84	0	0	0.714	1.0	1.0
B_private		TMEM220	NC_073243.2	26003315-26004993	0.714	LOC101128488	-	-	0.0	60	84	0	0	0.714	1.0	1.0
A_private		LOC115933039	NC_073244.2	20982432-20988500	0.71	LOC115933079	-	-	0.0	22	31	0	0	0.71	1.0	1.0
A_private		LOC115933039	NC_073244.2	20982432-20988500	0.71	LOC115933071	-	-	0.0	22	31	0	0	0.71	1.0	1.0
A_private		LOC115933039	NC_073244.2	20982432-20988500	0.71	NPIPB11	-	-	0.0	22	31	0	0	0.71	1.0	1.0
A_private		USP32	NC_073228.2	31615572-31661572	0.709	USP6	-	-	0.0	39	55	0	0	0.709	1.0	1.0
B_private		LOC101143875	NC_073237.2	23889537-23890562	0.708	CNTNAP3C	-	-	0.0	17	24	0	0	0.708	1.0	1.0
A_private		LOC115932779	NC_073242.2	28938626-28940438	0.706	LOC129528916	-	-	0.0	12	17	0	0	0.706	1.0	1.0
A_private		BCO2	NC_073233.2	120084757-120098459	0.704	MCF2L2	-	-	0.0	19	27	0	0	0.704	1.0	1.0
A_private		BCO2	NC_073233.2	120084757-120098459	0.704	CCDC62	-	-	0.0	19	27	0	0	0.704	1.0	1.0
homologous	0	LOC101142904	NC_073246.2	2227439-2229696	1.0	LOC129530429	NC_073248.2	10888542-10891170	0.297	32	32	19	64	0.703	1.920523903000824e-12	1.7136982519084276e-11
B_private		LOC129527105	NC_073240.2	42634914-42636827	0.7	LOC101130728	-	-	0.0	14	20	0	0	0.7	1.0	1.0
A_private		LOC129527105	NC_073240.2	42634914-42636827	0.7	LOC134758754	-	-	0.0	14	20	0	0	0.7	1.0	1.0
A_private		LOC115933039	NC_073244.2	21145600-21148858	0.7	SORL1	-	-	0.0	7	10	0	0	0.7	1.0	1.0
B_private		LOC115931102	NC_073242.2	21087902-21088014	0.7	LOC109028586	-	-	0.0	7	10	0	0	0.7	1.0	1.0
B_private		LOC115931102	NC_073242.2	21083441-21083550	0.7	LOC109028586	-	-	0.0	7	10	0	0	0.7	1.0	1.0
A_private		LOC115933039	NC_073244.2	21145600-21148858	0.7	LOC115933079	-	-	0.0	7	10	0	0	0.7	1.0	1.0
A_private		LOC115933039	NC_073244.2	21145600-21148858	0.7	LOC115933071	-	-	0.0	7	10	0	0	0.7	1.0	1.0
A_private		LOC115933039	NC_073244.2	21145600-21148858	0.7	NPIPB11	-	-	0.0	7	10	0	0	0.7	1.0	1.0
homologous	1	LOC101142457	NC_073247.2	167709855-167715301	0.259	RABL2B	NC_086018.1	48820010-48825425	0.952	15	58	40	42	0.694	4.509607948467523e-13	4.299571413881364e-12
A_private		ANKRD18B	NC_073237.2	31495557-31498056	0.694	LOC101137900	-	-	0.0	43	62	0	0	0.694	1.0	1.0
B_private		RABL2A	NC_073235.2	15138671-15139498	0.692	LOC129523511	-	-	0.0	18	26	0	0	0.692	1.0	1.0
A_private		LOC101144552	NC_073235.2	144821916-144822037	0.692	LOC129525065	-	-	0.0	9	13	0	0	0.692	1.0	1.0
B_private		LOC101143875	NC_073237.2	23850263-23853913	0.692	CNTNAP3C	-	-	0.0	27	39	0	0	0.692	1.0	1.0
B_private		LOC101143875	NC_073237.2	23884144-23889366	0.692	CNTNAP3C	-	-	0.0	18	26	0	0	0.692	1.0	1.0
A_private		LOC101144552	NC_073235.2	144821916-144822037	0.692	LOC101148918	-	-	0.0	9	13	0	0	0.692	1.0	1.0
A_private		LOC129526398	NC_073238.2	24633032-24641069	0.69	LOC134756703	-	-	0.0	158	229	0	0	0.69	1.0	1.0
A_private		LOC129526398	NC_073238.2	24633032-24641069	0.69	LOC129526957	-	-	0.0	158	229	0	0	0.69	1.0	1.0
A_private		LOC129526398	NC_073238.2	24633032-24641069	0.69	LOC134757216	-	-	0.0	158	229	0	0	0.69	1.0	1.0
B_private		LOC129526398	NC_073238.2	24633032-24641069	0.69	KMT2C	-	-	0.0	158	229	0	0	0.69	1.0	1.0
A_private		LOC129526398	NC_073238.2	24641788-24651585	0.689	TMEM128	-	-	0.0	157	228	0	0	0.689	1.0	1.0
A_private		LOC129526550	NC_073239.2	44163353-44166538	0.688	LOC129527278	-	-	0.0	11	16	0	0	0.688	1.0	1.0
A_private		LOC101125455	NC_073244.2	59817655-59819310	0.684	LOC101148457	-	-	0.0	13	19	0	0	0.684	1.0	1.0
A_private		LOC101125455	NC_073244.2	59817655-59819310	0.684	TOR3A	-	-	0.0	13	19	0	0	0.684	1.0	1.0
