family	copyA	copyB	chromA	chromB	co_located	aln_identity	psv_total	psv_exonic	private_exon_bp	verdict
DNFAM0	NC_073228.2:182909734	NC_073230.2:159385585	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073230.2:28042538	NC_073228.2	NC_073230.2	0		446	19	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073230.2:29907396	NC_073228.2	NC_073230.2	0		222	37	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073230.2:37929018	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073230.2:46921854	NC_073228.2	NC_073230.2	0		968	70	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073230.2:47037162	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073230.2:51603178	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073230.2:56004043	NC_073228.2	NC_073230.2	0		3077	130	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073230.2:59737987	NC_073228.2	NC_073230.2	0		1229	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:64900135	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073230.2:73508330	NC_073228.2	NC_073230.2	0		549	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:73769525	NC_073228.2	NC_073230.2	0		1091	59	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073230.2:73954066	NC_073228.2	NC_073230.2	0		33	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:74124483	NC_073228.2	NC_073230.2	0		175	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:74188289	NC_073228.2	NC_073230.2	0		67	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:74299224	NC_073228.2	NC_073230.2	0		119	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:74637719	NC_073228.2	NC_073230.2	0		28	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:74637719	NC_073228.2	NC_073230.2	0		28	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:78577198	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073230.2:80198944	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073230.2:88682979	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073230.2:88700649	NC_073228.2	NC_073230.2	0		33	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:88723983	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073230.2:89256113	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073230.2:89294262	NC_073228.2	NC_073230.2	0		84	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:89328236	NC_073228.2	NC_073230.2	0		33	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:89330241	NC_073228.2	NC_073230.2	0		33	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073230.2:91551948	NC_073228.2	NC_073230.2	0		2811	34	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073230.2:91551948	NC_073228.2	NC_073230.2	0		2811	34	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073230.2:91551948	NC_073228.2	NC_073230.2	0		2811	34	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073230.2:91551948	NC_073228.2	NC_073230.2	0		2811	34	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073230.2:92132352	NC_073228.2	NC_073230.2	0		1192	1	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073230.2:98626332	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:107517754	NC_073228.2	NC_073231.2	0		3361	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073231.2:130802368	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:142603858	NC_073228.2	NC_073231.2	0		249	35	0	resolvable
DNFAM0	NC_073228.2:182909734	NC_073231.2:148824481	NC_073228.2	NC_073231.2	0		379	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073231.2:149099052	NC_073228.2	NC_073231.2	0		99	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073231.2:149485100	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:149485156	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:150547342	NC_073228.2	NC_073231.2	0		78	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073231.2:150566091	NC_073228.2	NC_073231.2	0		121	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073231.2:150618109	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:150671263	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:150671263	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:150693627	NC_073228.2	NC_073231.2	0		486	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073231.2:150775699	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:150815007	NC_073228.2	NC_073231.2	0		335	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073231.2:150893006	NC_073228.2	NC_073231.2	0		104	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073231.2:27183731	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:27335158	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:27367937	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:27416931	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182909734	NC_073231.2:4594743	NC_073228.2	NC_073231.2	0		491	0	0	genuine_k0
DNFAM0	NC_073228.2:182909734	NC_073231.2:53701009	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073228.2:184836162	NC_073228.2	NC_073228.2	1		3848	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073228.2:184836162	NC_073228.2	NC_073228.2	1		3848	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073228.2:184836162	NC_073228.2	NC_073228.2	1		3848	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073228.2:22762587	NC_073228.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073228.2:22912886	NC_073228.2	NC_073228.2	0		2637	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073228.2:23036330	NC_073228.2	NC_073228.2	0		1145	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073228.2:23831256	NC_073228.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073228.2:49475319	NC_073228.2	NC_073228.2	0		257	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073228.2:61012881	NC_073228.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073228.2:82310011	NC_073228.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073228.2:82312011	NC_073228.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073228.2:83511581	NC_073228.2	NC_073228.2	0		440	37	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073228.2:83598319	NC_073228.2	NC_073228.2	0		179	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:109661823	NC_073228.2	NC_073229.2	0		190	3	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073229.2:110025725	NC_073228.2	NC_073229.2	0		5477	9	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073229.2:136502875	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:136550591	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:140137419	NC_073228.2	NC_073229.2	0		1278	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:164329546	NC_073228.2	NC_073229.2	0		525	37	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073229.2:172857564	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:20522922	NC_073228.2	NC_073229.2	0		255	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:20523677	NC_073228.2	NC_073229.2	0		255	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:21210091	NC_073228.2	NC_073229.2	0		342	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:21248610	NC_073228.2	NC_073229.2	0		183	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:21258621	NC_073228.2	NC_073229.2	0		650	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:21265403	NC_073228.2	NC_073229.2	0		634	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:21326949	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:21330828	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:24554315	NC_073228.2	NC_073229.2	0		1067	49	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073229.2:25790528	NC_073228.2	NC_073229.2	0		180	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:29619453	NC_073228.2	NC_073229.2	0		2173	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:37440063	NC_073228.2	NC_073229.2	0		775	61	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073229.2:37440063	NC_073228.2	NC_073229.2	0		775	61	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073229.2:44965262	NC_073228.2	NC_073229.2	0		179	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:44984202	NC_073228.2	NC_073229.2	0		191	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:45065329	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:45706367	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:45714963	NC_073228.2	NC_073229.2	0		1566	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:45764469	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:45764469	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:45855463	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:45874232	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:45948160	NC_073228.2	NC_073229.2	0		238	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:45960026	NC_073228.2	NC_073229.2	0		238	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:46014683	NC_073228.2	NC_073229.2	0		182	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:46654086	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:48202411	NC_073228.2	NC_073229.2	0		2765	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:48204781	NC_073228.2	NC_073229.2	0		2765	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:52855877	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:52855903	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:52874398	NC_073228.2	NC_073229.2	0		181	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073229.2:91947623	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073229.2:97604864	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:113826949	NC_073228.2	NC_073230.2	0		242	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:116849282	NC_073228.2	NC_073230.2	0		467	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:124889970	NC_073228.2	NC_073230.2	0		3698	7	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:127820982	NC_073228.2	NC_073230.2	0		1715	28	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:132465242	NC_073228.2	NC_073230.2	0		509	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:138682446	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:152834091	NC_073228.2	NC_073230.2	0		433	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:152878918	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:159385585	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:28042538	NC_073228.2	NC_073230.2	0		568	19	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:29907396	NC_073228.2	NC_073230.2	0		328	37	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:37929018	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:46921854	NC_073228.2	NC_073230.2	0		1092	70	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:47037162	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:51603178	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:56004043	NC_073228.2	NC_073230.2	0		3126	130	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:59737987	NC_073228.2	NC_073230.2	0		1335	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:64900135	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:73508330	NC_073228.2	NC_073230.2	0		688	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:73769525	NC_073228.2	NC_073230.2	0		1209	59	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:73954066	NC_073228.2	NC_073230.2	0		180	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:74124483	NC_073228.2	NC_073230.2	0		326	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:74188289	NC_073228.2	NC_073230.2	0		178	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:74299224	NC_073228.2	NC_073230.2	0		224	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:74637719	NC_073228.2	NC_073230.2	0		184	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:74637719	NC_073228.2	NC_073230.2	0		184	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:78577198	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:80198944	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:88682979	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:88700649	NC_073228.2	NC_073230.2	0		181	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:88723983	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:89256113	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073230.2:89294262	NC_073228.2	NC_073230.2	0		209	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:89328236	NC_073228.2	NC_073230.2	0		180	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:89330241	NC_073228.2	NC_073230.2	0		180	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073230.2:91551948	NC_073228.2	NC_073230.2	0		2829	34	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:91551948	NC_073228.2	NC_073230.2	0		2829	34	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:91551948	NC_073228.2	NC_073230.2	0		2829	34	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:91551948	NC_073228.2	NC_073230.2	0		2829	34	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:92132352	NC_073228.2	NC_073230.2	0		1302	1	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073230.2:98626332	NC_073228.2	NC_073230.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:107517754	NC_073228.2	NC_073231.2	0		3409	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073231.2:130802368	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:142603858	NC_073228.2	NC_073231.2	0		352	35	0	resolvable
DNFAM0	NC_073228.2:182992030	NC_073231.2:148824481	NC_073228.2	NC_073231.2	0		518	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073231.2:149099052	NC_073228.2	NC_073231.2	0		238	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073231.2:149485100	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:149485156	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:150547342	NC_073228.2	NC_073231.2	0		229	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073231.2:150566091	NC_073228.2	NC_073231.2	0		272	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073231.2:150618109	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:150671263	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:150671263	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:150693627	NC_073228.2	NC_073231.2	0		575	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073231.2:150775699	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:150815007	NC_073228.2	NC_073231.2	0		474	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073231.2:150893006	NC_073228.2	NC_073231.2	0		243	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073231.2:27183731	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:27335158	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:27367937	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:27416931	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:182992030	NC_073231.2:4594743	NC_073228.2	NC_073231.2	0		630	0	0	genuine_k0
DNFAM0	NC_073228.2:182992030	NC_073231.2:53701009	NC_073228.2	NC_073231.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073228.2:184836162	NC_073228.2	NC_073228.2	1		0	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073228.2:184836162	NC_073228.2	NC_073228.2	1		0	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073228.2:22762587	NC_073228.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073228.2:22912886	NC_073228.2	NC_073228.2	0		4000	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073228.2:23036330	NC_073228.2	NC_073228.2	0		4180	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073228.2:23831256	NC_073228.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073228.2:49475319	NC_073228.2	NC_073228.2	0		3870	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073228.2:61012881	NC_073228.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073228.2:82310011	NC_073228.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073228.2:82312011	NC_073228.2	NC_073228.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073228.2:83511581	NC_073228.2	NC_073228.2	0		3864	37	0	resolvable
DNFAM0	NC_073228.2:184836162	NC_073228.2:83598319	NC_073228.2	NC_073228.2	0		3792	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:109661823	NC_073228.2	NC_073229.2	0		3803	3	0	resolvable
DNFAM0	NC_073228.2:184836162	NC_073229.2:110025725	NC_073228.2	NC_073229.2	0		6000	9	0	resolvable
DNFAM0	NC_073228.2:184836162	NC_073229.2:136502875	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:136550591	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:140137419	NC_073228.2	NC_073229.2	0		4220	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:164329546	NC_073228.2	NC_073229.2	0		3958	37	0	resolvable
DNFAM0	NC_073228.2:184836162	NC_073229.2:172857564	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:20522922	NC_073228.2	NC_073229.2	0		3868	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:20523677	NC_073228.2	NC_073229.2	0		3868	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:21210091	NC_073228.2	NC_073229.2	0		3853	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:21248610	NC_073228.2	NC_073229.2	0		3796	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:21258621	NC_073228.2	NC_073229.2	0		3723	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:21265403	NC_073228.2	NC_073229.2	0		3707	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:21326949	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:21330828	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:24554315	NC_073228.2	NC_073229.2	0		4215	49	0	resolvable
DNFAM0	NC_073228.2:184836162	NC_073229.2:25790528	NC_073228.2	NC_073229.2	0		3793	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:29619453	NC_073228.2	NC_073229.2	0		3479	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:37440063	NC_073228.2	NC_073229.2	0		3861	61	0	resolvable
DNFAM0	NC_073228.2:184836162	NC_073229.2:37440063	NC_073228.2	NC_073229.2	0		3861	61	0	resolvable
DNFAM0	NC_073228.2:184836162	NC_073229.2:44965262	NC_073228.2	NC_073229.2	0		3792	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:44984202	NC_073228.2	NC_073229.2	0		3804	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:45065329	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:45706367	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:45714963	NC_073228.2	NC_073229.2	0		4517	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:45764469	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:45764469	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:45855463	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:45874232	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:45948160	NC_073228.2	NC_073229.2	0		3851	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:45960026	NC_073228.2	NC_073229.2	0		3851	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:46014683	NC_073228.2	NC_073229.2	0		3795	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:46654086	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:48202411	NC_073228.2	NC_073229.2	0		3956	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:48204781	NC_073228.2	NC_073229.2	0		3956	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:52855877	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:52855903	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:52874398	NC_073228.2	NC_073229.2	0		3794	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073229.2:91947623	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073229.2:97604864	NC_073228.2	NC_073229.2	0		0	NA	0	unaligned
DNFAM0	NC_073228.2:184836162	NC_073230.2:113826949	NC_073228.2	NC_073230.2	0		3799	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073230.2:116849282	NC_073228.2	NC_073230.2	0		3771	0	0	genuine_k0
DNFAM0	NC_073228.2:184836162	NC_073230.2:124889970	NC_073228.2	NC_073230.2	0		5316	7	0	resolvable
