family_id	n_genes	n_loci	n_contigs	cross_chrom	density	gamma_cohesive	biotype_purity	repeat_mosaic	dom_biotype	mmseqs_cluster_purity	genes
PRFAM1937	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FAM89A,FAM89B
PRFAM1938	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	FAM9B,FAM9C
PRFAM1939	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FAR1,FAR2
PRFAM1940	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FARP2,FARP1
PRFAM1941	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FBLL1,FBL
PRFAM1942	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	FBP2,FBP1
PRFAM1943	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	FBXO25,FBXO32
PRFAM1944	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FBXO34,FBXO46
PRFAM1945	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FBXO40,FBXO30
PRFAM1946	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FBXW10,LOC101143828
PRFAM1947	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FCHSD1,FCHSD2
PRFAM1948	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FEZ1,FEZ2
PRFAM1949	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	FGFBP1,FGFBP2
PRFAM1950	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FHIP1A,FHIP1B
PRFAM1951	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FHIP2B,FHIP2A
PRFAM1952	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FHOD3,FHOD1
PRFAM1953	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FILIP1L,FILIP1
PRFAM1954	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FITM1,FITM2
PRFAM1955	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FLOT2,FLOT1
PRFAM1956	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	FN3K,FN3KRP
PRFAM1957	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FNDC5,FNDC4
PRFAM1958	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FNIP2,FNIP1
PRFAM1959	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FOXB2,FOXB1
PRFAM1960	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FOXC1,FOXC2
PRFAM1961	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FOXF2,FOXF1
PRFAM1962	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FOXI1,FOXI3
PRFAM1963	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FOXJ3,FOXJ2
PRFAM1964	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FOXK2,FOXK1
PRFAM1965	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FOXM1,LOC115931697
PRFAM1966	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FOXN1,FOXN4
PRFAM1967	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FOXN2,FOXN3
PRFAM1968	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FOXR1,FOXR2
PRFAM1969	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FRMD4B,FRMD4A
PRFAM1970	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FRMD8,LOC101135088
PRFAM1971	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	FRMPD4,FRMPD3
PRFAM1972	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FRS3,FRS2
PRFAM1973	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FRYL,FRY
PRFAM1974	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FST,FSTL3
PRFAM1975	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FSTL5,FSTL4
PRFAM1976	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FUCA1,FUCA2
PRFAM1977	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FYB2,FYB1
PRFAM1978	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	FYTTD1,LOC115932385
PRFAM1979	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	G3BP2,G3BP1
PRFAM1980	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GABPB2,GABPB1
PRFAM1981	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GALK1,GALK2
PRFAM1982	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GAREM2,GAREM1
PRFAM1983	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	GARIN1A,GARIN1B
PRFAM1984	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GARIN4,GARIN3
PRFAM1985	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GASK1A,GASK1B
PRFAM1986	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GATA2,GATA3
PRFAM1987	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GATAD2B,GATAD2A
PRFAM1988	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	GBA1,LOC101127437
PRFAM1989	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GCFC2,PAXBP1
PRFAM1990	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GCSAML,GCSAM
PRFAM1991	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GDAP1,GDAP1L1
PRFAM1992	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GDI2,GDI1
PRFAM1993	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GDNF,NRTN
PRFAM1994	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GDPD1,GDPD3
PRFAM1995	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GFOD1,GFOD2
PRFAM1996	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GFPT2,GFPT1
PRFAM1997	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	GHR,PRLR
PRFAM1998	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GIGYF1,GIGYF2
PRFAM1999	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GIPC2,GIPC1
PRFAM2000	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GIT1,GIT2
PRFAM2001	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	GKN1,GKN2
PRFAM2002	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	GLRX,LOC101152153
PRFAM2003	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GLS2,GLS
PRFAM2004	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GLT6D1,LOC129528494
PRFAM2005	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GLT8D1,GLT8D2
PRFAM2006	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GLUD1,GLUD2
PRFAM2007	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GMEB1,GMEB2
PRFAM2008	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GMFB,GMFG
PRFAM2009	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GMPPB,GMPPA
PRFAM2010	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GNPDA2,GNPDA1
PRFAM2011	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GOLPH3L,GOLPH3
PRFAM2012	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GOLT1A,GOLT1B
PRFAM2013	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GP9,GP1BB
PRFAM2014	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GPATCH2,GPATCH2L
PRFAM2015	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GPBP1L1,GPBP1
PRFAM2016	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GPD1L,GPD1
PRFAM2017	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GPN2,GPN3
PRFAM2018	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GPNMB,PMEL
PRFAM2019	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GPR107,GPR108
PRFAM2020	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GPR153,GPR162
PRFAM2021	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GPSM2,GPSM1
PRFAM2022	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GREB1,GREB1L
PRFAM2023	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GREM2,GREM1
PRFAM2024	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GRPEL1,GRPEL2
PRFAM2025	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GRXCR1,GRXCR2
PRFAM2026	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	GTF2IRD1,GTF2I
PRFAM2027	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GTPBP10,MTG2
PRFAM2028	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	GUCA2A,GUCA2B
PRFAM2029	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GXYLT2,GXYLT1
PRFAM2030	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GYG1,GYG2
PRFAM2031	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	GYS2,GYS1
PRFAM2032	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	H6PD,G6PD
PRFAM2033	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HACL1,ILVBL
PRFAM2034	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HADH,CRYL1
PRFAM2035	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HAND2,HAND1
PRFAM2036	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HAO2,HAO1
PRFAM2037	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HAPSTR1,HAPSTR2
PRFAM2038	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	HARS1,LOC101146509
PRFAM2039	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HCLS1,CTTN
PRFAM2040	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HEATR5B,HEATR5A
PRFAM2041	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HEBP2,HEBP1
PRFAM2042	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HECW1,HECW2
PRFAM2043	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HELT,HES6
PRFAM2044	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	HERC2,HERC1
PRFAM2045	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HERPUD2,HERPUD1
PRFAM2046	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	HES3,HES4
PRFAM2047	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	HEXIM2,HEXIM1
PRFAM2048	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HHAT,HHATL
PRFAM2049	2	2	2	1	1.000	1	1.000	0	protein_coding	0.500	HHEX,BSX
PRFAM2050	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HIKESHI,LOC115932917
PRFAM2051	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HIP1,HIP1R
PRFAM2052	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HMCN1,HMCN2
PRFAM2053	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HMG20A,HMG20B
PRFAM2054	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HMGCL,HMGCLL1
PRFAM2055	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HMGCS2,HMGCS1
PRFAM2056	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HNF1B,HNF1A
PRFAM2057	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HORMAD1,HORMAD2
PRFAM2058	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HOXB2,HOXA2
PRFAM2059	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HOXC12,HOXD12
PRFAM2060	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HPDL,HPD
PRFAM2061	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HPSE,HPSE2
PRFAM2062	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HS2ST1,UST
PRFAM2063	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HSPA12A,HSPA12B
PRFAM2064	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	HTN3,HTN1
PRFAM2065	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HUS1B,HUS1
PRFAM2066	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	HYCC1,HYCC2
PRFAM2067	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	ICA1,ICA1L
PRFAM2068	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	ICAM2,ICAM4
PRFAM2069	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IDH1,IDH2
PRFAM2070	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	IDI2,IDI1
PRFAM2071	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	IDO2,IDO1
PRFAM2072	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IFI35,NMI
PRFAM2073	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	IFI44,IFI44L
PRFAM2074	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IFRD2,IFRD1
PRFAM2075	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	IFT70B,IFT70A
PRFAM2076	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IGBP1C,IGBP1
PRFAM2077	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IKBKB,CHUK
PRFAM2078	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IKBKE,TBK1
PRFAM2079	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	IKBKG,LOC115932121
PRFAM2080	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	IL17A,IL17F
PRFAM2081	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IL17RB,IL17RA
PRFAM2082	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	IL17RE,IL17RC
PRFAM2083	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IL25,IL17C
PRFAM2084	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	IL32,LOC101134447
PRFAM2085	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	ILDR2,LSR
PRFAM2086	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IMMP2L,IMMP1L
PRFAM2087	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IMPG2,IMPG1
PRFAM2088	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	INPP4B,INPP4A
PRFAM2089	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	INPP5B,OCRL
PRFAM2090	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	INPPL1,INPP5D
PRFAM2091	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	INSIG1,INSIG2
PRFAM2092	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	INSM2,INSM1
PRFAM2093	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	INTS6,INTS6L
PRFAM2094	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IPO13,TNPO3
PRFAM2095	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IQCA1L,IQCA1
PRFAM2096	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IRF2,IRF1
PRFAM2097	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IRS1,IRS2
PRFAM2098	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	ISG20L2,AEN
PRFAM2099	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	ISM2,ISM1
PRFAM2100	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	ITPKA,ITPKC
PRFAM2101	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	ITSN2,ITSN1
PRFAM2102	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	IZUMO3,IZUMO2
PRFAM2103	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	JOSD2,JOSD1
PRFAM2104	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KALRN,TRIO
PRFAM2105	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KANSL1,KANSL1L
PRFAM2106	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KAT2B,KAT2A
PRFAM2107	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KAT6A,KAT6B
PRFAM2108	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KAT8,LOC101151345
PRFAM2109	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KCNB2,KCNB1
PRFAM2110	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KCNE3,KCNE5
PRFAM2111	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KCTD20,BTBD10
PRFAM2112	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KCTD3,SHKBP1
PRFAM2113	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KDM3B,KDM3A
PRFAM2114	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KDM6A,UTY
PRFAM2115	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	KHDC1L,KHDC1
PRFAM2116	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KHNYN,N4BP1
PRFAM2117	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KIAA0319L,KIAA0319
PRFAM2118	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KIAA2013,LOC101126513
PRFAM2119	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KIF26B,KIF26A
PRFAM2120	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KIF27,KIF7
PRFAM2121	2	2	2	1	1.000	1	1.000	0	protein_coding	0.500	KIF9,KIF6
PRFAM2122	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KLF10,KLF11
PRFAM2123	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KLF6,KLF7
PRFAM2124	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KMT2A,KMT2B
PRFAM2125	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KMT2C,KMT2D
PRFAM2126	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	KREMEN2,KREMEN1
PRFAM2127	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LARGE2,LARGE1
PRFAM2128	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LARP1B,LARP1
PRFAM2129	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LARP4B,LARP4
PRFAM2130	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LATS1,LATS2
PRFAM2131	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LAYN,CHODL
PRFAM2132	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LBX1,LBX2
PRFAM2133	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LCAT,PLA2G15
PRFAM2134	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LCP2,BLNK
PRFAM2135	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LDB2,LDB1
PRFAM2136	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LDLRAD4,PMEPA1
PRFAM2137	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LGALS3BP,BTBD17
PRFAM2138	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LIG3,LIG4
PRFAM2139	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LIMCH1,LMO7
PRFAM2140	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LIMK1,LIMK2
PRFAM2141	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LIX1L,LIX1
PRFAM2142	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LMAN1L,LMAN1
PRFAM2143	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LMAN2,LMAN2L
PRFAM2144	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LMF1,LMF2
PRFAM2145	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LNX1,LNX2
PRFAM2146	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101123836,LOC101144095
PRFAM2147	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101124026,LOC101141789
PRFAM2148	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101124243,NOM1
PRFAM2149	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101124545,LOC129526151
PRFAM2150	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101124898,ELOB
PRFAM2151	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101124919,RPS19
PRFAM2152	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101124995,LOC101132577
PRFAM2153	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101125223,LOC115930144
PRFAM2154	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101125271,RPS21
PRFAM2155	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101125304,LOC129523465
PRFAM2156	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101126070,LOC129534728
PRFAM2157	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101126097,LOC101130554
PRFAM2158	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101126392,PSME3IP1
PRFAM2159	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101126634,RHBDD3
PRFAM2160	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101127340,KNOP1
PRFAM2161	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101127736,LOC101149484
PRFAM2162	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101127867,CCDC59
PRFAM2163	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101127916,RPS28
PRFAM2164	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101128178,ATP5MJ
PRFAM2165	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101128917,RPL4
PRFAM2166	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101129256,COPS8
PRFAM2167	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101129483,LOC101141704
PRFAM2168	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101129723,ERF
PRFAM2169	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101130685,LOC134759258
PRFAM2170	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101130783,TCAF1
PRFAM2171	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101130893,PVRIG
PRFAM2172	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101131222,LOC101135339
PRFAM2173	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101131416,LOC115930154
PRFAM2174	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101131481,GUSB
PRFAM2175	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101131594,C21H20orf173
PRFAM2176	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101131861,COIL
PRFAM2177	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101132213,SAPCD2
PRFAM2178	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101132438,LOC109024713
PRFAM2179	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101132452,LOC134756540
PRFAM2180	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101132889,LCTL
PRFAM2181	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101133208,LENG8
PRFAM2182	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101133699,NUTF2
PRFAM2183	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101133757,RBMX2
PRFAM2184	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101133851,LOC109023156
PRFAM2185	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101133898,FAM246A
PRFAM2186	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101134240,TMEM191C
PRFAM2187	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101134308,RNPS1
PRFAM2188	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101135331,C15H14orf119
PRFAM2189	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101136170,ANAPC10
PRFAM2190	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101136480,LOC115933250
PRFAM2191	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101136918,SEC61B
PRFAM2192	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101136962,OXA1L
PRFAM2193	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101137060,LOC129531693
PRFAM2194	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101137254,LOC101136877
PRFAM2195	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101137479,LOC129523724
PRFAM2196	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101137639,RPS25
PRFAM2197	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101137860,EEF1G
PRFAM2198	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101137977,LOC101131700
PRFAM2199	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101138073,ATG12
PRFAM2200	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101138362,PRR13
PRFAM2201	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101138975,THAP12
PRFAM2202	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101139036,TMCO5A
PRFAM2203	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101139558,LOC101144695
PRFAM2204	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101140067,NRBF2
PRFAM2205	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101140424,LOC101129839
PRFAM2206	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101140637,PIGF
PRFAM2207	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101140783,SARNP
PRFAM2208	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101141051,GPS2
PRFAM2209	2	2	1	0	1.000	1	1.000	0	protein_coding	1.000	LOC101141782,LOC101143628
PRFAM2210	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101141792,SDHD
PRFAM2211	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101142070,FAM163B
PRFAM2212	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101142148,BIN1
PRFAM2213	2	2	2	1	1.000	1	1.000	0	protein_coding	1.000	LOC101143340,POLRMT
