gene_a	gene_b	dn_a	dn_b	cls	in_ep	core	aln_len	aln_frac
LOC109024129	ZSCAN20	DN_NC_073224.2_206460331_8	DN_NC_073244.2_59726455_2	genuine	0	0.1345	0	0.0
LOC109024207	LOC109027078	DN_NC_073228.2_182909765_5	DN_NC_073244.2_49176797_4	genuine	0	0.1835	0	0.0
LOC109024207	ZNF184	DN_NC_073229.2_45067329_6	DN_NC_073244.2_49176797_4	genuine	0	0.1828	0	0.0
LOC109024207	ZNF30	DN_NC_073244.2_45985550_6	DN_NC_073244.2_49176797_4	genuine	0	0.2185	0	0.0
LOC109024207	ZNF420	DN_NC_073244.2_48242798_5	DN_NC_073244.2_49176797_4	genuine	0	0.1575	0	0.0
LOC109024207	ZNF471	DN_NC_073244.2_49176797_4	DN_NC_073244.2_68611978_5	genuine	0	0.1825	0	0.0
LOC109024207	ZNF546	DN_NC_073244.2_49176797_4	DN_NC_073244.2_51749194_6	genuine	0	0.1565	0	0.0
LOC109024207	ZNF560	DN_NC_073244.2_15508499_10	DN_NC_073244.2_49176797_4	genuine	0	0.1902	0	0.0
LOC109024207	ZNF565	DN_NC_073244.2_47250467_5	DN_NC_073244.2_49176797_4	genuine	0	0.1811	0	0.0
LOC109024207	ZNF571	DN_NC_073244.2_49072464_4	DN_NC_073244.2_49176797_4	genuine	0	0.2327	0	0.0
LOC109024207	ZNF573	DN_NC_073244.2_49176797_4	DN_NC_073244.2_49246931_6	genuine	0	0.2136	0	0.0
LOC109024207	ZNF582	DN_NC_073244.2_49176797_4	DN_NC_073244.2_68491976_5	genuine	0	0.1489	0	0.0
LOC109024207	ZNF607	DN_NC_073244.2_49176797_4	DN_NC_073244.2_49205215_5	genuine	0	0.1521	0	0.0
LOC109024207	ZNF665	DN_NC_073244.2_49176797_4	DN_NC_073244.2_65102393_4	genuine	0	0.1948	0	0.0
LOC109024207	ZNF829	DN_NC_073244.2_48066692_6	DN_NC_073244.2_49176797_4	genuine	0	0.1461	0	0.0
LOC109024216	LOC109026610	DN_NC_073227.2_8705656_4	DN_NC_073244.2_65293743_4	genuine	0	0.1417	0	0.0
LOC109024216	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_65293743_4	genuine	0	0.1919	0	0.0
LOC109024216	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_65293743_4	genuine	0	0.1570	0	0.0
LOC109024216	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_65293743_4	genuine	0	0.1644	0	0.0
LOC109024216	OSBPL10	DN_NC_073244.2_65293743_4	DN_NC_086017.1_41849524_2	genuine	0	0.1640	1643	0.3737
LOC109024216	ZNF415	DN_NC_073244.2_65046428_2	DN_NC_073244.2_65293743_4	genuine	0	0.3966	0	0.0
LOC109024216	ZNF468	DN_NC_073244.2_64797239_5	DN_NC_073244.2_65293743_4	genuine	0	0.1694	3620	0.8566
LOC109024216	ZNF480	DN_NC_073244.2_64265252_5	DN_NC_073244.2_65293743_4	genuine	0	0.2179	0	0.0
LOC109024216	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_65293743_4	genuine	0	0.2080	0	0.0
LOC109024216	ZNF506	DN_NC_073244.2_26240039_2	DN_NC_073244.2_65293743_4	genuine	0	0.1528	0	0.0
LOC109024216	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_65293743_4	genuine	0	0.1573	0	0.0
LOC109024216	ZNF682	DN_NC_073244.2_26470366_4	DN_NC_073244.2_65293743_4	genuine	0	0.3024	0	0.0
LOC109024216	ZNF701	DN_NC_073244.2_64543447_4	DN_NC_073244.2_65293743_4	genuine	0	0.2184	1987	0.5385
LOC109024216	ZNF766	DN_NC_073244.2_64231369_4	DN_NC_073244.2_65293743_4	genuine	0	0.2202	0	0.0
LOC109024259	ZNF112	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55835875_4	genuine	0	0.1621	0	0.0
LOC109024259	ZNF155	DN_NC_073244.2_55497464_5	DN_NC_073244.2_55618657_2	genuine	0	0.4177	1204	0.3711
LOC109024259	ZNF221	DN_NC_073244.2_55464824_5	DN_NC_073244.2_55618657_2	genuine	0	0.4563	1520	0.4693
LOC109024259	ZNF222	DN_NC_073244.2_55538420_4	DN_NC_073244.2_55618657_2	genuine	0	0.4108	710	0.4251
LOC109024259	ZNF224	DN_NC_073244.2_55607411_6	DN_NC_073244.2_55618657_2	TP	0	0.5993	1945	0.5996
LOC109024259	ZNF225	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55626504_5	genuine	0	0.3758	1716	0.529
LOC109024259	ZNF229	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55940471_6	genuine	0	0.2250	0	0.0
LOC109024259	ZNF230	DN_NC_073244.2_55516115_5	DN_NC_073244.2_55618657_2	genuine	0	0.1628	0	0.0
LOC109024259	ZNF233	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55771764_5	genuine	0	0.1569	0	0.0
LOC109024259	ZNF234	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55654796_6	genuine	0	0.2555	564	0.1739
LOC109024259	ZNF235	DN_NC_073244.2_55618657_2	DN_NC_073244.2_55797441_5	genuine	0	0.3748	0	0.0
LOC109024259	ZNF239	DN_NC_073232.2_71881634_2	DN_NC_073244.2_55618657_2	genuine	0	0.2817	0	0.0
LOC109024259	ZNF284	DN_NC_073244.2_55585242_5	DN_NC_073244.2_55618657_2	genuine	0	0.3912	1092	0.3366
LOC109024259	ZNF45	DN_NC_073244.2_55426973_9	DN_NC_073244.2_55618657_2	genuine	0	0.2269	0	0.0
LOC109024269	LOC109025073	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18096775_3	genuine	0	0.3017	0	0.0
LOC109024269	ZNF124	DN_NC_073224.2_8261601_4	DN_NC_073244.2_18045307_2	genuine	0	0.2430	0	0.0
LOC109024269	ZNF136	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18201516_4	genuine	0	0.1927	0	0.0
LOC109024269	ZNF14	DN_NC_073244.2_18045307_2	DN_NC_073244.2_26156853_4	genuine	0	0.3383	0	0.0
LOC109024269	ZNF433	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18047026_4	genuine	0	0.8342	1953	0.8346
LOC109024269	ZNF440	DN_NC_073244.2_17846610_4	DN_NC_073244.2_18045307_2	genuine	0	0.1741	0	0.0
LOC109024269	ZNF443	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18470484_4	genuine	0	0.1990	0	0.0
LOC109024269	ZNF563	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18356684_4	genuine	0	0.2119	0	0.0
LOC109024269	ZNF564	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18564507_4	genuine	0	0.1639	0	0.0
LOC109024269	ZNF627	DN_NC_073244.2_17635782_4	DN_NC_073244.2_18045307_2	genuine	0	0.1947	0	0.0
LOC109024269	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073244.2_18045307_2	genuine	0	0.1686	0	0.0
LOC109024269	ZNF77	DN_NC_073244.2_18045307_2	DN_NC_073244.2_8711681_4	genuine	0	0.1909	0	0.0
LOC109024269	ZNF791	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18649721_4	genuine	0	0.2338	0	0.0
LOC109024269	ZNF799	DN_NC_073244.2_18045307_2	DN_NC_073244.2_18426035_4	genuine	0	0.1898	0	0.0
LOC109024269	ZNF823	DN_NC_073244.2_17751584_2	DN_NC_073244.2_18045307_2	genuine	0	0.2751	0	0.0
LOC109024546	ZNF280B	DN_NC_086018.1_19995243_3	DN_NC_086018.1_20024455_2	genuine	0	0.2770	561	0.2092
LOC109024560	LOC109025730	DN_NC_073224.2_123525276_5	DN_NC_086018.1_24877691_3	genuine	0	0.1950	468	0.3524
LOC109024560	MMP24OS	DN_NC_073245.2_47429376_4	DN_NC_086018.1_24877691_3	genuine	0	0.1419	663	0.2413
LOC109024560	PDCD5	DN_NC_073244.2_43610901_6	DN_NC_086018.1_24877691_3	genuine	0	0.2084	495	0.3938
LOC109024560	SEM1	DN_NC_073230.2_92132360_3	DN_NC_086018.1_24877691_3	genuine	0	0.1451	481	0.2467
LOC109024560	SPC25	DN_NC_073235.2_71373985_7	DN_NC_086018.1_24877691_3	genuine	0	0.1537	479	0.3522
LOC109024800	THSD1	DN_NC_073238.2_66682517_7	DN_NC_073238.2_66830454_5	genuine	0	0.2479	605	0.2782
LOC109024811	LOC129527096	DN_NC_073240.2_41396094_2	DN_NC_073244.2_15689625_6	genuine	0	0.2931	833	0.7727
LOC109025073	ZNF124	DN_NC_073224.2_8261601_4	DN_NC_073244.2_18096775_3	genuine	0	0.2370	0	0.0
LOC109025073	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073244.2_18096775_3	genuine	0	0.2656	0	0.0
LOC109025084	LOC129528550	DN_NC_073229.2_52163606_6	DN_NC_073244.2_54257531_4	genuine	0	0.6089	509	0.6443
LOC109025132	LOC129525643	DN_NC_073229.2_17702988_11	DN_NC_073234.2_15631092_11	genuine	0	0.7705	1810	1.0011
LOC109025320	LOC129527663	DN_NC_073228.2_78970101_2	DN_NC_073242.2_68108553_2	genuine	0	0.1985	5469	1.0079
LOC109025592	TIMM23B	DN_NC_073224.2_125859316_3	DN_NC_073232.2_65905862_9	genuine	0	0.2458	516	0.3019
LOC109025592	TOR3A	DN_NC_073224.2_125859316_3	DN_NC_073224.2_77707994_7	genuine	0	0.3078	529	0.3095
LOC109025592	TRAF5	DN_NC_073224.2_125859316_3	DN_NC_073224.2_45389129_11	genuine	0	0.2984	647	0.3786
LOC109025730	LOC109028669	DN_NC_073224.2_123525276_5	DN_NC_073232.2_50172230_4	genuine	0	0.1762	0	0.0
LOC109025730	LOC129530096	DN_NC_073224.2_123525276_5	DN_NC_073247.2_114234875_11	genuine	0	0.3464	460	0.3464
LOC109025730	LOC129530131	DN_NC_073224.2_123525276_5	DN_NC_073247.2_115708949_2	genuine	0	0.3569	474	0.3569
LOC109025730	LOC134756589	DN_NC_073224.2_123525276_5	DN_NC_073234.2_126370406_2	genuine	0	0.3539	470	0.3539
LOC109025730	LRFN5	DN_NC_073224.2_123525276_5	DN_NC_073239.2_14838701_6	genuine	0	0.2447	460	0.3464
LOC109025730	MINPP1	DN_NC_073224.2_123525276_5	DN_NC_073232.2_99830035_5	genuine	0	0.2161	440	0.3313
LOC109025730	MMP24OS	DN_NC_073224.2_123525276_5	DN_NC_073245.2_47429376_4	genuine	0	0.1958	459	0.3456
LOC109025730	NCALD	DN_NC_073224.2_123525276_5	DN_NC_073231.2_107519754_4	genuine	0	0.3464	460	0.3464
LOC109025730	NCR3LG1	DN_NC_073224.2_123525276_5	DN_NC_073233.2_23732821_4	genuine	0	0.3464	474	0.3569
LOC109025730	NFXL1	DN_NC_073224.2_123525276_5	DN_NC_073227.2_55859426_23	genuine	0	0.2086	451	0.3396
LOC109025730	OXCT1	DN_NC_073224.2_123525276_5	DN_NC_073243.2_70014918_17	genuine	0	0.2613	463	0.3486
LOC109025730	PDCD5	DN_NC_073224.2_123525276_5	DN_NC_073244.2_43610901_6	genuine	0	0.3683	460	0.366
LOC109025730	SELENOP	DN_NC_073224.2_123525276_5	DN_NC_073243.2_69046517_5	genuine	0	0.2425	461	0.3471
LOC109025730	SEM1	DN_NC_073224.2_123525276_5	DN_NC_073230.2_92132360_3	genuine	0	0.2425	461	0.3471
LOC109025730	SMYD3	DN_NC_073224.2_123525276_5	DN_NC_073224.2_9521619_7	genuine	0	0.2364	0	0.0
LOC109025730	SPATA33	DN_NC_073224.2_123525276_5	DN_NC_073242.2_120248671_3	genuine	0	0.3389	474	0.3569
LOC109025730	SPC25	DN_NC_073224.2_123525276_5	DN_NC_073235.2_71373985_7	genuine	0	0.2470	460	0.3464
LOC109025730	THNSL1	DN_NC_073224.2_123525276_5	DN_NC_073232.2_34013134_3	genuine	0	0.2681	453	0.3411
LOC109025730	TMEM38B	DN_NC_073224.2_123525276_5	DN_NC_073237.2_101948554_6	genuine	0	0.3554	474	0.3569
LOC109025730	TSPAN8	DN_NC_073224.2_123525276_5	DN_NC_073234.2_86426177_10	genuine	0	0.2387	470	0.3539
LOC109025730	UCHL1	DN_NC_073224.2_123525276_5	DN_NC_073227.2_49278079_9	genuine	0	0.3464	460	0.3464
LOC109025772	LRATD1	DN_NC_073236.2_125241687_3	DN_NC_073236.2_125270757_2	genuine	0	0.3605	1073	0.3595
LOC109025815	LOC109025979	DN_NC_073235.2_31713963_3	DN_NC_073235.2_32705529_3	genuine	0	0.9773	559	0.9773
LOC109026404	LOC134757399	DN_NC_073241.2_80636266_2	DN_NC_086017.1_165200217_5	genuine	0	0.1302	575	0.2046
LOC109026404	WDR64	DN_NC_073224.2_13812644_2	DN_NC_086017.1_165200217_5	genuine	0	0.1379	0	0.0
LOC109026610	LOC115930172	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27051998_4	genuine	0	0.2956	0	0.0
LOC109026610	LOC115931567	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27566430_5	genuine	0	0.3989	0	0.0
LOC109026610	LOC129527827	DN_NC_073227.2_8705656_4	DN_NC_073242.2_66613619_4	genuine	0	0.1884	0	0.0
LOC109026610	LOC129528947	DN_NC_073227.2_8705656_4	DN_NC_073244.2_27408454_4	genuine	0	0.2934	0	0.0
LOC109026610	ZNF721	DN_NC_073227.2_8705656_4	DN_NC_073227.2_9010062_2	genuine	0	0.2328	0	0.0
LOC109026610	ZNF91	DN_NC_073227.2_8705656_4	DN_NC_073244.2_29680825_2	genuine	0	0.2589	0	0.0
LOC109026704	UBB	DN_NC_073228.2_70438436_2	DN_NC_073228.2_83796015_2	genuine	0	0.6965	842	0.8271
LOC109026704	UBC	DN_NC_073228.2_70438436_2	DN_NC_073234.2_140369418_2	genuine	0	0.3670	0	0.0
LOC109026767	LOC115934575	DN_NC_073228.2_79859997_3	DN_NC_073228.2_83368453_5	genuine	0	0.3100	2708	0.9982
LOC109026767	USP32	DN_NC_073228.2_31824273_3	DN_NC_073228.2_79859997_3	genuine	0	0.1541	2738	1.0092
LOC109026802	SMIM15	DN_NC_073228.2_185199640_2	DN_NC_073243.2_49037226_3	genuine	0	0.1393	0	0.0
LOC109027124	LOC129527173	DN_NC_073229.2_194862622_5	DN_NC_073240.2_29752710_11	genuine	0	0.3015	0	0.0
LOC109027124	LOC129528096	DN_NC_073229.2_194862622_5	DN_NC_073243.2_111186227_2	genuine	0	0.3288	0	0.0
LOC109027124	MPHOSPH8	DN_NC_073229.2_194862622_5	DN_NC_073238.2_33904146_3	genuine	0	0.3524	790	0.7648
LOC109027124	SVBP	DN_NC_073224.2_197128142_3	DN_NC_073229.2_194862622_5	genuine	0	0.2641	0	0.0
LOC109027174	MHC-G	DN_NC_073229.2_47377766_7	DN_NC_073229.2_47663527_8	genuine	0	0.8425	1034	0.8393
LOC109027212	LOC115934041	DN_NC_073229.2_67950085_3	DN_NC_086017.1_112545872_3	genuine	0	0.3612	971	0.7323
LOC109027212	LOC129528278	DN_NC_073229.2_67950085_3	DN_NC_073241.2_83874271_3	genuine	0	0.9992	1326	1.0
LOC109027212	LOC129528791	DN_NC_073229.2_67950085_3	DN_NC_073244.2_6165323_3	genuine	0	0.4540	979	0.7637
LOC109027212	LOC134758719	DN_NC_073229.2_43677378_4	DN_NC_073229.2_67950085_3	genuine	0	0.1659	846	0.638
LOC109027212	PLGRKT	DN_NC_073229.2_67950085_3	DN_NC_073237.2_58966871_3	genuine	0	0.1998	0	0.0
LOC109027212	SSBP1	DN_NC_073229.2_67950085_3	DN_NC_073230.2_150857421_7	genuine	0	0.2225	742	0.5596
LOC109027782	LOC129523694	DN_NC_073230.2_63938060_3	DN_NC_073230.2_64705365_4	TP	0	0.5883	373	0.5883
LOC109027782	NUPR2	DN_NC_073230.2_63938060_3	DN_NC_073230.2_64295055_2	genuine	0	0.1309	0	0.0
LOC109027782	PSPH	DN_NC_073230.2_63938060_3	DN_NC_073230.2_64191496_8	TP	0	0.2595	333	0.3708
LOC109028376	LOC115934025	DN_NC_073237.2_79912635_2	DN_NC_086017.1_24755690_2	genuine	0	0.2882	985	0.8499
LOC109028376	LOC129526171	DN_NC_073237.2_79912635_2	DN_NC_073238.2_38269853_5	genuine	0	0.1752	0	0.0
LOC109028376	LOC129527656	DN_NC_073237.2_79912635_2	DN_NC_073242.2_36567597_2	genuine	0	0.2519	744	0.6419
LOC109028376	LOC134757969	DN_NC_073237.2_79912635_2	DN_NC_086017.1_24755694_2	genuine	0	0.2882	985	0.8499
LOC109028376	LOC134758232	DN_NC_073237.2_79912635_2	DN_NC_086018.1_25932455_2	genuine	0	0.3261	0	0.0
LOC109028376	PGM3	DN_NC_073229.2_107305414_13	DN_NC_073237.2_79912635_2	genuine	0	0.2243	1000	0.8628
LOC109028502	VIM	DN_NC_073232.2_26196651_3	DN_NC_073232.2_26211167_9	genuine	0	0.2988	641	0.2955
LOC109028604	OXA1L	DN_NC_073239.2_33872730_10	DN_NC_073239.2_33878048_2	genuine	0	0.2773	344	0.2642
LOC109028669	SPC25	DN_NC_073232.2_50172230_4	DN_NC_073235.2_71373985_7	genuine	0	0.1743	440	0.3235
LOC109028759	LOC129533124	DN_NC_073227.2_139561252_10	DN_NC_073233.2_55845432_8	genuine	0	0.1402	0	0.0
LOC109028759	LOC129533256	DN_NC_073227.2_166164041_5	DN_NC_073233.2_55845432_8	genuine	0	0.1408	0	0.0
LOC109028900	SESN3	DN_NC_073233.2_103065421_4	DN_NC_073233.2_103150044_4	genuine	0	0.4955	938	0.4945
LOC109029066	YWHAQ	DN_NC_073234.2_44474713_2	DN_NC_073236.2_130303191_6	genuine	0	0.1488	904	0.3381
LOC109029389	LOC129532125	DN_NC_073235.2_83159862_3	DN_NC_073238.2_124443812_2	genuine	0	0.1394	0	0.0
LOC109029389	LOC129532854	DN_NC_073227.2_109806788_5	DN_NC_073238.2_124443812_2	genuine	0	0.1515	0	0.0
LOC115930164	LOC115933241	DN_NC_073224.2_115073393_19	DN_NC_073224.2_223156764_8	genuine	0	0.2175	2276	0.8905
LOC115930172	LOC115931567	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27566430_5	genuine	0	0.5373	910	0.3229
LOC115930172	LOC115931568	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28072858_4	genuine	0	0.4541	1611	0.48
LOC115930172	LOC115931576	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29046961_4	genuine	0	0.4100	1649	0.4376
LOC115930172	LOC115931654	DN_NC_073244.2_27051998_4	DN_NC_073244.2_65266359_4	genuine	0	0.1452	0	0.0
LOC115930172	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27051998_4	genuine	0	0.2455	0	0.0
LOC115930172	LOC129528947	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27408454_4	genuine	0	0.3490	1716	0.4554
LOC115930172	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27051998_4	genuine	0	0.2505	0	0.0
LOC115930172	ZNF195	DN_NC_073233.2_9788172_5	DN_NC_073244.2_27051998_4	genuine	0	0.2124	0	0.0
LOC115930172	ZNF254	DN_NC_073244.2_27051998_4	DN_NC_073244.2_30438340_4	genuine	0	0.4100	1834	0.4867
LOC115930172	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27051998_4	genuine	0	0.4108	1667	0.4432
LOC115930172	ZNF28	DN_NC_073244.2_27051998_4	DN_NC_073244.2_64759228_5	genuine	0	0.1725	0	0.0
LOC115930172	ZNF429	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27956158_2	genuine	0	0.5941	0	0.0
LOC115930172	ZNF43	DN_NC_073244.2_27051998_4	DN_NC_073244.2_28333451_4	genuine	0	0.2611	1727	0.4583
LOC115930172	ZNF430	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27504818_5	genuine	0	0.3779	1532	0.4156
LOC115930172	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_27051998_4	genuine	0	0.4504	1655	0.5405
LOC115930172	ZNF506	DN_NC_073244.2_26240035_4	DN_NC_073244.2_27051998_4	genuine	0	0.2113	2808	0.8538
LOC115930172	ZNF519	DN_NC_073241.2_36126183_3	DN_NC_073244.2_27051998_4	genuine	0	0.2101	0	0.0
LOC115930172	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073244.2_27051998_4	genuine	0	0.3609	0	0.0
LOC115930172	ZNF626	DN_NC_073244.2_27051998_4	DN_NC_073244.2_27131194_2	genuine	0	0.1322	2534	0.807
LOC115930172	ZNF675	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29970261_4	genuine	0	0.5359	1692	0.7684
LOC115930172	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073244.2_27051998_4	genuine	0	0.2749	0	0.0
LOC115930172	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27051998_4	genuine	0	0.1751	1684	0.5174
LOC115930172	ZNF681	DN_NC_073244.2_27051998_4	DN_NC_073244.2_30067652_4	genuine	0	0.1860	1768	0.4692
LOC115930172	ZNF682	DN_NC_073244.2_26470366_4	DN_NC_073244.2_27051998_4	genuine	0	0.4616	0	0.0
LOC115930172	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073244.2_27051998_4	genuine	0	0.3562	0	0.0
LOC115930172	ZNF721	DN_NC_073227.2_9010062_2	DN_NC_073244.2_27051998_4	genuine	0	0.2757	0	0.0
LOC115930172	ZNF723	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29232445_4	genuine	0	0.5009	1604	0.6926
LOC115930172	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073244.2_27051998_4	genuine	0	0.2128	0	0.0
LOC115930172	ZNF736	DN_NC_073230.2_73776646_4	DN_NC_073244.2_27051998_4	genuine	0	0.3678	0	0.0
LOC115930172	ZNF808	DN_NC_073244.2_27051998_4	DN_NC_073244.2_64500861_5	genuine	0	0.1720	0	0.0
LOC115930172	ZNF813	DN_NC_073244.2_27051998_4	DN_NC_073244.2_65398487_4	genuine	0	0.1900	0	0.0
LOC115930172	ZNF836	DN_NC_073244.2_27051998_4	DN_NC_073244.2_64125568_5	genuine	0	0.1436	0	0.0
LOC115930172	ZNF91	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29680825_2	genuine	0	0.2755	0	0.0
LOC115930172	ZNF92	DN_NC_073230.2_74637814_2	DN_NC_073244.2_27051998_4	genuine	0	0.1953	1325	0.4454
LOC115930536	RPAP2	DN_NC_073224.2_147572773_13	DN_NC_073239.2_32663808_8	genuine	0	0.1412	1011	0.2938
LOC115930550	LOC115933127	DN_NC_073239.2_122741455_4	DN_NC_073239.2_122796928_6	TP	0	0.7356	1175	1.0389
LOC115930550	LOC115933128	DN_NC_073239.2_122634080_4	DN_NC_073239.2_122796928_6	TP	0	0.6962	1175	1.05
LOC115930550	LOC115933240	DN_NC_073239.2_122615409_4	DN_NC_073239.2_122796928_6	TP	0	0.7230	1180	1.0545
LOC115930550	LOC134757171	DN_NC_073239.2_122769394_7	DN_NC_073239.2_122796928_6	genuine	0	0.6891	1265	1.0377
LOC115930576	LOC115933241	DN_NC_073224.2_115073393_19	DN_NC_073224.2_218434129_23	genuine	0	0.1746	3583	0.8165
LOC115930830	LOC134757229	DN_NC_073240.2_24764672_4	DN_NC_073240.2_31271054_17	TP	0	0.1357	352	0.1284
LOC115931054	PSMD7	DN_NC_073242.2_103765562_7	DN_NC_073242.2_103773356_15	genuine	0	0.5884	1005	0.5884
LOC115931069	SMG1	DN_NC_073242.2_18210354_26	DN_NC_073242.2_21673693_21	TP	0	0.1792	3789	0.9041
LOC115931432	LOC129525065	DN_NC_073232.2_8894424_4	DN_NC_073242.2_120770730_3	TP	0	0.4165	2161	0.9065
LOC115931547	LOC129523842	DN_NC_073230.2_47332274_8	DN_NC_073244.2_63917963_3	genuine	0	0.1486	0	0.0
LOC115931567	LOC115931576	DN_NC_073244.2_27626411_5	DN_NC_073244.2_29046961_4	genuine	0	0.3858	1618	0.4198
LOC115931567	LOC115931857	DN_NC_073244.2_27566430_5	DN_NC_073246.2_15789285_3	genuine	0	0.3116	0	0.0
LOC115931567	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_27626411_5	genuine	0	0.2382	0	0.0
LOC115931567	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_27566430_5	genuine	0	0.4915	1706	0.6054
LOC115931567	ZNF141	DN_NC_073227.2_8907801_4	DN_NC_073244.2_27626411_5	genuine	0	0.2449	0	0.0
LOC115931567	ZNF195	DN_NC_073233.2_9788172_5	DN_NC_073244.2_27566430_5	genuine	0	0.2700	0	0.0
LOC115931567	ZNF254	DN_NC_073244.2_27626411_5	DN_NC_073244.2_30438340_4	genuine	0	0.4074	1703	0.4419
LOC115931567	ZNF273	DN_NC_073230.2_74299233_4	DN_NC_073244.2_27626411_5	genuine	0	0.4180	1642	0.4366
LOC115931567	ZNF28	DN_NC_073244.2_27626411_5	DN_NC_073244.2_64759228_5	genuine	0	0.2405	0	0.0
LOC115931567	ZNF429	DN_NC_073244.2_27566430_5	DN_NC_073244.2_27956158_2	genuine	0	0.6268	1809	0.8325
LOC115931567	ZNF430	DN_NC_073244.2_27504818_5	DN_NC_073244.2_27566430_5	genuine	0	0.2452	1695	0.6015
LOC115931567	ZNF468	DN_NC_073244.2_27626411_5	DN_NC_073244.2_64797239_5	genuine	0	0.1736	0	0.0
LOC115931567	ZNF486	DN_NC_073244.2_26666712_5	DN_NC_073244.2_27566430_5	genuine	0	0.1920	0	0.0
LOC115931567	ZNF506	DN_NC_073244.2_26240035_4	DN_NC_073244.2_27566430_5	genuine	0	0.2527	0	0.0
LOC115931567	ZNF519	DN_NC_073241.2_36126198_2	DN_NC_073244.2_27566430_5	genuine	0	0.3548	0	0.0
LOC115931567	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073244.2_27566430_5	genuine	0	0.3885	0	0.0
LOC115931567	ZNF626	DN_NC_073244.2_27131194_2	DN_NC_073244.2_27626411_5	genuine	0	0.3997	1380	0.4395
LOC115931567	ZNF675	DN_NC_073244.2_27566430_5	DN_NC_073244.2_29970261_4	genuine	0	0.5631	1598	0.7257
LOC115931567	ZNF678	DN_NC_073224.2_40627195_4	DN_NC_073244.2_27566430_5	genuine	0	0.3683	0	0.0
LOC115931567	ZNF680	DN_NC_073230.2_73977205_4	DN_NC_073244.2_27566430_5	genuine	0	0.2793	1373	0.4872
LOC115931567	ZNF681	DN_NC_073244.2_27626411_5	DN_NC_073244.2_30067652_4	genuine	0	0.3181	1841	0.4777
LOC115931567	ZNF682	DN_NC_073244.2_26470366_4	DN_NC_073244.2_27566430_5	genuine	0	0.5263	0	0.0
LOC115931567	ZNF695	DN_NC_073224.2_8422960_4	DN_NC_073244.2_27626411_5	genuine	0	0.3840	0	0.0
LOC115931567	ZNF701	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64543447_4	genuine	0	0.2214	0	0.0
LOC115931567	ZNF723	DN_NC_073244.2_27626411_5	DN_NC_073244.2_29232445_4	genuine	0	0.6546	2428	1.0484
LOC115931567	ZNF727	DN_NC_073230.2_73508332_4	DN_NC_073244.2_27626411_5	genuine	0	0.2257	0	0.0
LOC115931567	ZNF736	DN_NC_073230.2_73776646_4	DN_NC_073244.2_27626411_5	genuine	0	0.3586	0	0.0
LOC115931567	ZNF813	DN_NC_073244.2_27566430_5	DN_NC_073244.2_65398487_4	genuine	0	0.1767	0	0.0
LOC115931567	ZNF83	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64585864_4	genuine	0	0.3641	0	0.0
LOC115931567	ZNF888	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64860608_4	genuine	0	0.3165	0	0.0
