gene_a	gene_b	in_dna_loose	cls	core_recip	aln_frac	fold	residual	up_aln_frac	up_id	down_aln_frac	down_id	max_flank_aln_frac	min_flank_aln_frac	mean_flank_aln_frac	best_flank_id
LOC129523511	RABL2A	1	TP	0.2724	0.9160	2	0	0.989500	0.989458	0.999500	0.993169	0.999500	0.989500	0.994500	0.993169
LOC129523511	RABL2B	0	truthbar	0.6088	0.9111	2	0	0.995000	0.985639	0.531000	0.979839	0.995000	0.531000	0.763000	0.985639
LOC129523520	LOC129529226	0	genuine	0.4918	0.4939	4	0	0.440000	0.994845	NA	NA	0.440000	0.440000	0.440000	0.994845
LOC129523520	LOC129531982	0	genuine	0.6243	0.6250	4	0	0.440000	0.994859	NA	NA	0.440000	0.440000	0.440000	0.994859
LOC129523520	LOC134756437	1	TP	1.0000	1.0000	4	0	0.471500	0.994026	0.844000	0.992801	0.844000	0.471500	0.657750	0.992801
LOC129523520	LOC134758712	1	TP	1.0000	1.0000	4	0	0.471500	0.995104	0.844000	0.997001	0.844000	0.471500	0.657750	0.997001
LOC129523520	LOC134758754	1	TP	0.9993	0.9993	4	0	0.465000	0.993932	0.843000	0.992793	0.843000	0.465000	0.654000	0.992793
LOC129523521	LOC129527828	1	TP	0.9975	0.9975	1	0	0.913000	1.000000	0.968500	0.999397	0.968500	0.913000	0.940750	0.999397
LOC129523564	LOC129529082	0	genuine	0.1406	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523564	LOC129530428	0	genuine	0.1619	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523564	NAP1L3	0	genuine	0.1440	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523564	NDUFAF2	0	genuine	0.1454	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523564	NGLY1	0	genuine	0.1344	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523564	SOX30	0	genuine	0.1351	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	LOC129528667	0	genuine	0.3291	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZFP37	0	genuine	0.1866	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF157	0	genuine	0.1492	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF175	0	genuine	0.1780	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF180	0	genuine	0.1326	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF182	0	genuine	0.3032	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF268	0	truthbar	0.2347	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF300	0	truthbar	0.2591	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF354A	0	genuine	0.2240	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF41	0	genuine	0.1517	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF484	0	truthbar	0.2247	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF487	0	genuine	0.2638	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF527	0	genuine	0.1542	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF567	0	truthbar	0.3707	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF568	0	genuine	0.2131	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF569	0	truthbar	0.1735	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF624	0	truthbar	0.1587	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF717	0	truthbar	0.3198	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF782	0	truthbar	0.2176	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523567	ZNF883	0	genuine	0.2853	0.0000	0	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523574	LOC129526389	0	genuine	0.1867	0.3190	2	0	0.463500	0.957207	NA	NA	0.463500	0.463500	0.463500	0.957207
LOC129523574	LOC129530227	0	genuine	0.3450	0.6328	2	0	0.462500	0.957111	NA	NA	0.462500	0.462500	0.462500	0.957111
LOC129523574	LOC134756368	0	genuine	0.1383	0.3524	2	0	0.462000	0.955932	NA	NA	0.462000	0.462000	0.462000	0.955932
LOC129523574	LOC134756753	0	genuine	0.3439	0.6851	2	0	0.371500	0.994245	0.262000	0.818024	0.371500	0.262000	0.316750	0.994245
LOC129523574	LRPAP1	0	genuine	0.1867	0.3190	2	0	0.389500	0.945946	NA	NA	0.389500	0.389500	0.389500	0.945946
LOC129523582	SLC9B1	0	genuine	0.2320	0.2257	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523646	LOC129523647	1	TP	1.0000	1.0000	0	0	0.658500	1.000000	0.503500	1.000000	0.658500	0.503500	0.581000	1.000000
LOC129523664	LOC129523899	0	genuine	0.4388	0.4393	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523694	LOC129533124	0	genuine	0.1467	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523694	LOC129533256	0	genuine	0.1546	0.0000	4	0	0.244500	0.893971	NA	NA	0.244500	0.244500	0.244500	0.893971
LOC129523694	PSPH	0	genuine	0.1782	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129523822	LOC129525064	0	genuine	0.9797	0.9773	1	0	0.528000	0.994005	NA	NA	0.528000	0.528000	0.528000	0.994005
LOC129523822	LOC129525175	0	genuine	0.3508	0.5847	1	0	0.516500	0.996305	NA	NA	0.516500	0.516500	0.516500	0.996305
LOC129523822	LOC129527285	0	genuine	0.9582	0.9535	1	0	0.519500	0.995192	NA	NA	0.519500	0.519500	0.519500	0.995192
LOC129523822	LOC129527429	0	genuine	0.9988	1.0000	1	0	0.536500	0.994226	NA	NA	0.536500	0.536500	0.536500	0.994226
LOC129523822	LOC129528751	0	genuine	0.3508	0.5835	1	0	0.520500	0.997561	NA	NA	0.520500	0.520500	0.520500	0.997561
LOC129523822	LOC129531751	0	genuine	0.3508	0.5740	1	0	0.516500	0.993842	NA	NA	0.516500	0.516500	0.516500	0.993842
LOC129523822	LOC129532625	0	genuine	0.3508	0.6193	1	0	0.535500	0.995370	NA	NA	0.535500	0.535500	0.535500	0.995370
LOC129523822	LOC129532709	0	genuine	0.7403	0.9988	1	0	0.529500	0.996479	0.961500	0.994019	0.961500	0.529500	0.745500	0.994019
LOC129523822	LOC129532808	0	genuine	0.9964	0.9976	1	0	0.535500	0.995294	NA	NA	0.535500	0.535500	0.535500	0.995294
LOC129523822	LOC129533287	0	genuine	0.9988	1.0000	1	0	0.536500	0.998826	NA	NA	0.536500	0.536500	0.536500	0.998826
LOC129523822	LOC129534552	0	genuine	0.3508	0.5716	1	0	0.514500	0.991484	NA	NA	0.514500	0.514500	0.514500	0.991484
LOC129523822	LOC134756415	0	genuine	0.3508	0.5859	1	0	0.521500	0.995215	NA	NA	0.521500	0.521500	0.521500	0.995215
LOC129523822	LOC134757299	0	genuine	0.9737	0.9737	1	0	0.525500	0.996445	NA	NA	0.525500	0.525500	0.525500	0.996445
LOC129523822	LOC134759133	0	genuine	0.5716	0.5752	1	0	0.301000	0.978402	NA	NA	0.301000	0.301000	0.301000	0.978402
LOC129523822	NDUFA8	0	genuine	0.7303	1.0012	1	0	0.468000	0.993857	NA	NA	0.468000	0.468000	0.468000	0.993857
LOC129523854	YAE1	0	genuine	0.2482	1.0436	1	0	0.848500	0.978244	0.658500	0.974892	0.848500	0.658500	0.753500	0.978244
LOC129524028	SLC35F5	1	TP	0.3011	0.6778	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129524439	SLC38A6	0	genuine	0.1390	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129524676	LOC129526479	0	genuine	0.2213	0.2184	0	0	0.244500	0.949474	NA	NA	0.244500	0.244500	0.244500	0.949474
LOC129524676	LOC134756761	0	genuine	0.4405	1.0029	0	0	0.366000	0.951359	0.825000	0.987595	0.825000	0.366000	0.595500	0.987595
LOC129524788	SLC37A2	0	genuine	0.1629	0.3003	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129525008	TIMM23B	1	TP	0.1570	0.6588	0	0	NA	NA	0.963500	0.973333	0.963500	0.963500	0.963500	0.973333
LOC129525064	LOC129525175	0	genuine	0.1349	0.2236	1	0	0.516500	0.995068	NA	NA	0.516500	0.516500	0.516500	0.995068
LOC129525064	LOC129527285	0	genuine	0.4278	1.0004	1	0	0.519500	0.993880	0.654500	0.997490	0.654500	0.519500	0.587000	0.997490
LOC129525064	LOC129527429	0	genuine	0.4707	1.0002	1	0	0.528000	0.990408	0.655000	0.996653	0.655000	0.528000	0.591500	0.996653
LOC129525064	LOC129528751	0	genuine	0.1352	0.2219	1	0	0.520500	0.996337	NA	NA	0.520500	0.520500	0.520500	0.996337
LOC129525064	LOC129531751	0	genuine	0.1366	0.2204	1	0	0.516500	0.992602	NA	NA	0.516500	0.516500	0.516500	0.992602
LOC129525064	LOC129532625	0	genuine	0.1338	0.2253	1	0	0.528000	0.991607	NA	NA	0.528000	0.528000	0.528000	0.991607
LOC129525064	LOC129532709	0	genuine	0.7391	0.9903	1	0	0.528000	0.992806	NA	NA	0.528000	0.528000	0.528000	0.992806
LOC129525064	LOC129532808	0	genuine	0.4300	0.9996	1	0	0.528000	0.989209	0.612000	0.996537	0.612000	0.528000	0.570000	0.996537
LOC129525064	LOC129533287	0	genuine	0.4300	0.9996	1	0	0.528000	0.995204	0.655000	0.998325	0.655000	0.528000	0.591500	0.998325
LOC129525064	LOC134756415	0	genuine	0.1358	0.2233	1	0	0.521500	0.991474	NA	NA	0.521500	0.521500	0.521500	0.991474
LOC129525064	LOC134757299	0	genuine	0.4294	1.0002	1	0	0.525500	0.990350	0.654500	0.996650	0.654500	0.525500	0.590000	0.996650
LOC129525064	LOC134759133	0	genuine	0.2123	0.2114	1	0	0.306500	0.974684	NA	NA	0.306500	0.306500	0.306500	0.974684
LOC129525064	NDUFA8	0	genuine	0.3254	0.9966	1	0	0.463000	0.990050	0.605500	0.984224	0.605500	0.463000	0.534250	0.984224
LOC129525165	SLC35F6	0	genuine	0.1542	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129525175	LOC129527285	0	genuine	0.1349	0.2205	1	0	0.516500	0.993842	NA	NA	0.516500	0.516500	0.516500	0.993842
LOC129525175	LOC129527429	0	genuine	0.1349	0.2236	1	0	0.516500	0.992611	NA	NA	0.516500	0.516500	0.516500	0.992611
LOC129525175	LOC129528751	0	genuine	1.0000	1.0000	1	0	0.516500	0.996305	0.721500	0.962248	0.721500	0.516500	0.619000	0.962248
LOC129525175	LOC129531751	0	genuine	0.7511	1.0064	1	0	0.516500	0.992611	0.671500	0.857895	0.671500	0.516500	0.594000	0.857895
LOC129525175	LOC129532625	0	genuine	0.7478	0.9982	1	0	0.516500	0.991379	0.721000	0.943734	0.721000	0.516500	0.618750	0.943734
LOC129525175	LOC129532709	0	genuine	0.5954	0.5966	1	0	0.516500	0.995074	NA	NA	0.516500	0.516500	0.516500	0.995074
LOC129525175	LOC129532808	0	genuine	0.1349	0.2236	1	0	0.516500	0.991379	NA	NA	0.516500	0.516500	0.516500	0.991379
LOC129525175	LOC129533287	0	genuine	0.1349	0.2236	1	0	0.516500	0.995074	NA	NA	0.516500	0.516500	0.516500	0.995074
LOC129525175	LOC129534552	0	genuine	0.2187	0.2159	1	0	0.514500	0.990099	NA	NA	0.514500	0.514500	0.514500	0.990099
LOC129525175	LOC134756415	0	genuine	0.3833	1.0050	1	0	0.516500	0.993842	0.747500	0.986135	0.747500	0.516500	0.632000	0.986135
LOC129525175	LOC134757299	0	genuine	0.1349	0.2236	1	0	0.516500	0.992611	NA	NA	0.516500	0.516500	0.516500	0.992611
LOC129525175	LOC134759133	0	genuine	0.1363	0.2177	1	0	0.314500	0.967347	NA	NA	0.314500	0.314500	0.314500	0.967347
LOC129525175	NDUFA8	0	genuine	0.2250	0.2218	1	0	0.451500	0.992318	NA	NA	0.451500	0.451500	0.451500	0.992318
LOC129525330	LOC129525331	0	truthbar	0.8728	1.0000	1	0	0.875000	0.988011	0.355500	0.961460	0.875000	0.355500	0.615250	0.988011
LOC129525330	LOC129525599	1	TP	0.3123	0.7810	1	0	0.789500	0.983631	0.196500	0.988889	0.789500	0.196500	0.493000	0.983631
LOC129525330	LOC134756861	1	TP	0.3123	0.7810	1	0	0.789500	0.987141	0.197000	0.997230	0.789500	0.197000	0.493250	0.987141
LOC129525331	LOC129525599	1	TP	0.8345	1.0036	1	0	0.792000	0.983434	0.969000	0.983881	0.969000	0.792000	0.880500	0.983881
LOC129525331	LOC134756861	1	TP	0.8345	1.0036	1	0	0.792000	0.985452	0.969500	0.990453	0.969500	0.792000	0.880750	0.990453
LOC129525599	LOC134756861	1	TP	1.0000	1.0000	1	0	0.976500	0.989647	0.972500	0.985163	0.976500	0.972500	0.974500	0.989647
LOC129525654	RPL7	1	TP	0.2939	0.3249	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129525965	LOC129532059	0	genuine	0.1321	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129525965	LOC129532348	0	genuine	0.1354	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129525965	PASD1	0	genuine	0.1302	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129525965	RTP4	0	genuine	0.1311	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526088	LOC129527203	0	genuine	0.7027	0.7027	3	0	0.219000	1.000000	0.320000	0.998004	0.320000	0.219000	0.269500	0.998004
LOC129526123	LOC129532145	0	genuine	0.1594	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526123	LOC129532854	0	genuine	0.1550	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526138	LOC129527231	0	genuine	0.9969	1.0321	3	0	0.936000	0.983143	0.978000	1.000000	0.978000	0.936000	0.957000	1.000000
LOC129526385	LOC129526398	1	TP	0.5078	0.7023	3	0	0.830000	0.975022	NA	NA	0.830000	0.830000	0.830000	0.975022
LOC129526385	LOC129526957	1	TP	0.8082	1.0360	3	0	0.831000	0.971552	NA	NA	0.831000	0.831000	0.831000	0.971552
LOC129526385	LOC134757216	1	TP	0.7700	0.9965	3	0	0.831000	0.972414	NA	NA	0.831000	0.831000	0.831000	0.972414
LOC129526389	LOC129530227	0	genuine	0.6584	0.6839	2	0	0.475500	0.995699	NA	NA	0.475500	0.475500	0.475500	0.995699
LOC129526389	LOC134756368	1	TP	0.1553	0.3528	2	0	0.475000	0.987083	NA	NA	0.475000	0.475000	0.475000	0.987083
LOC129526389	LOC134756753	1	TP	0.2583	0.5369	2	0	0.359500	0.995529	NA	NA	0.359500	0.359500	0.359500	0.995529
LOC129526389	LRPAP1	1	TP	0.2822	0.7318	2	0	0.400500	0.986842	0.340000	0.991176	0.400500	0.340000	0.370250	0.986842
LOC129526391	LOC129526471	1	TP	0.5363	1.0000	2	0	0.346000	0.992352	0.302500	0.993174	0.346000	0.302500	0.324250	0.992352
LOC129526391	LOC129531453	1	TP	0.5327	0.9956	2	0	0.346000	0.994264	0.302500	0.994881	0.346000	0.302500	0.324250	0.994264
LOC129526395	LOC129526550	1	TP	0.1473	0.2557	3	1	0.962500	0.974227	NA	NA	0.962500	0.962500	0.962500	0.974227
LOC129526395	LOC129527278	1	TP	1.0000	1.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526395	LOC129531431	1	TP	0.1403	0.2437	3	0	0.976500	0.978989	NA	NA	0.976500	0.976500	0.976500	0.978989
LOC129526395	LOC129532222	1	TP	0.1451	0.4928	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526395	LOC129532224	0	genuine	0.2409	0.5948	3	0	0.965000	0.945709	0.783500	0.960328	0.965000	0.783500	0.874250	0.945709
LOC129526398	LOC129526957	1	TP	0.4795	0.6878	3	0	0.834000	0.990066	NA	NA	0.834000	0.834000	0.834000	0.990066
LOC129526398	LOC134757216	1	TP	0.4435	0.6620	3	0	0.834000	0.990894	NA	NA	0.834000	0.834000	0.834000	0.990894
LOC129526398	TMEM128	1	TP	0.6070	0.6411	3	0	NA	NA	0.986500	0.926737	0.986500	0.986500	0.986500	0.926737
LOC129526403	LOC134756951	0	genuine	0.4683	1.0020	3	0	NA	NA	0.145000	1.000000	0.145000	0.145000	0.145000	1.000000
LOC129526434	LOC129529583	0	genuine	0.1600	0.2832	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526434	TUBA1C	0	truthbar	0.7933	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526434	TUBA3E	0	truthbar	0.8725	0.9116	3	0	NA	NA	0.573000	0.881926	0.573000	0.573000	0.573000	0.881926
LOC129526434	TUBA8	0	truthbar	0.5868	0.4466	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526471	LOC129531453	1	TP	0.5363	1.0000	2	0	0.346000	0.986616	0.310000	0.994881	0.346000	0.310000	0.328000	0.986616
LOC129526479	LOC134756761	0	genuine	0.2220	0.2191	0	0	0.244500	0.961224	NA	NA	0.244500	0.244500	0.244500	0.961224
LOC129526550	LOC129530429	0	truthbar	0.1324	0.8050	3	1	0.819000	0.913907	NA	NA	0.819000	0.819000	0.819000	0.913907
LOC129526550	LOC129531431	1	TP	0.3215	1.0133	3	1	0.961000	0.970706	NA	NA	0.961000	0.961000	0.961000	0.970706
LOC129526566	LOC129531752	0	truthbar	0.8879	1.0000	3	0	0.498500	0.990798	0.384500	0.992447	0.498500	0.384500	0.441500	0.990798
LOC129526566	LOC129532807	0	truthbar	0.8879	1.0000	3	0	0.524000	0.986486	0.963000	0.993056	0.963000	0.524000	0.743500	0.993056
LOC129526566	MORN5	0	truthbar	0.1537	0.0000	3	0	0.841500	0.979325	NA	NA	0.841500	0.841500	0.841500	0.979325
LOC129526638	LOC134757313	0	genuine	0.2695	0.6795	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526706	LOC134757171	1	TP	0.7092	1.0363	1	0	0.496500	0.975339	0.628000	0.952951	0.628000	0.496500	0.562250	0.952951
LOC129526855	LOC134758386	0	genuine	0.7208	0.9724	3	0	NA	NA	0.392500	0.997877	0.392500	0.392500	0.392500	0.997877
LOC129526957	LOC134757216	1	TP	0.8798	1.0496	3	0	0.835000	0.999184	0.567000	1.000000	0.835000	0.567000	0.701000	0.999184
LOC129527017	LOC129527071	1	TP	0.8419	1.0000	1	0	0.260500	0.984043	0.632500	0.970448	0.632500	0.260500	0.446500	0.970448
LOC129527017	LOC134757267	0	genuine	1.0000	1.0000	1	0	0.261500	1.000000	0.645000	1.000000	0.645000	0.261500	0.453250	1.000000
LOC129527053	RHPN2	1	TP	0.2263	0.7709	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527067	PAK2	0	genuine	0.3213	0.7453	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527071	LOC134757267	0	genuine	0.6601	1.0003	1	0	0.260500	0.984043	0.934000	0.968429	0.934000	0.260500	0.597250	0.968429
LOC129527096	RAB5A	0	genuine	0.2588	0.7032	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527173	MPHOSPH8	0	genuine	0.3330	0.4114	2	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527278	LOC129532222	1	TP	0.2107	0.5469	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527278	LOC129532224	0	genuine	0.2409	0.5923	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527285	LOC129527429	0	genuine	0.4278	1.0004	1	0	0.519500	0.996394	0.654500	0.997490	0.654500	0.519500	0.587000	0.997490
LOC129527285	LOC129528751	0	genuine	0.1352	0.2210	1	0	0.519500	0.995110	NA	NA	0.519500	0.519500	0.519500	0.995110
LOC129527285	LOC129531751	0	genuine	0.1366	0.2204	1	0	0.516500	0.991379	NA	NA	0.516500	0.516500	0.516500	0.991379
LOC129527285	LOC129532625	0	genuine	0.1338	0.2186	1	0	0.519500	0.992788	NA	NA	0.519500	0.519500	0.519500	0.992788
LOC129527285	LOC129532709	0	genuine	0.7391	0.9722	1	0	0.519500	0.993990	NA	NA	0.519500	0.519500	0.519500	0.993990
LOC129527285	LOC129532808	0	genuine	0.8286	1.0002	1	0	0.519500	0.990220	0.612000	0.997403	0.612000	0.519500	0.565750	0.997403
LOC129527285	LOC129533287	0	genuine	0.8286	1.0002	1	0	0.519500	0.996333	0.654500	0.999162	0.654500	0.519500	0.587000	0.999162
LOC129527285	LOC134756415	0	genuine	0.1358	0.2220	1	0	0.519500	0.990385	NA	NA	0.519500	0.519500	0.519500	0.990385
LOC129527285	LOC134757299	0	genuine	0.8286	1.0000	1	0	0.519500	0.991587	0.654000	0.995812	0.654000	0.519500	0.586750	0.995812
LOC129527285	LOC134759133	0	genuine	0.2123	0.2114	1	0	0.315500	0.977642	NA	NA	0.315500	0.315500	0.315500	0.977642
LOC129527285	NDUFA8	0	genuine	0.2253	0.9930	1	0	0.454500	0.991105	0.605500	0.985101	0.605500	0.454500	0.530000	0.985101
LOC129527429	LOC129528751	0	genuine	0.1352	0.2219	1	0	0.520500	0.991463	NA	NA	0.520500	0.520500	0.520500	0.991463
LOC129527429	LOC129531751	0	genuine	0.1366	0.2204	1	0	0.516500	0.987685	NA	NA	0.516500	0.516500	0.516500	0.987685
LOC129527429	LOC129532625	0	genuine	0.1338	0.2329	1	0	0.535500	0.989583	NA	NA	0.535500	0.535500	0.535500	0.989583
LOC129527429	LOC129532709	0	genuine	0.7391	1.0000	1	0	0.529500	0.992958	NA	NA	0.529500	0.529500	0.529500	0.992958
LOC129527429	LOC129532808	0	genuine	0.5272	1.0002	1	0	0.535500	0.989412	0.612000	0.997403	0.612000	0.535500	0.573750	0.997403
LOC129527429	LOC129533287	0	genuine	0.5271	1.0007	1	0	0.538000	0.992982	0.655000	0.998325	0.655000	0.538000	0.596500	0.998325
LOC129527429	LOC134756415	0	genuine	0.1358	0.2233	1	0	0.521500	0.989234	NA	NA	0.521500	0.521500	0.521500	0.989234
LOC129527429	LOC134757299	0	genuine	0.5294	1.0002	1	0	0.525500	0.990521	0.654500	0.994975	0.654500	0.525500	0.590000	0.994975
LOC129527429	LOC134759133	0	genuine	0.2123	0.2114	1	0	0.299000	0.980392	NA	NA	0.299000	0.299000	0.299000	0.980392
LOC129527429	NDUFA8	0	genuine	0.3254	1.0011	1	0	0.468000	0.990172	0.605500	0.985101	0.605500	0.468000	0.536750	0.985101
LOC129527512	PPP1R15A	0	genuine	0.2169	0.6132	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527512	SURF6	0	genuine	0.2404	0.6158	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527528	LOC129532907	0	genuine	0.1495	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527528	LOC134756955	0	genuine	0.2786	0.2907	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527528	ORC4	0	genuine	0.1472	0.2295	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527528	TCTN1	0	genuine	0.1614	0.3699	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527586	SMG1	1	TP	0.2820	0.8943	2	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527626	LOC134757427	1	TP	0.3415	0.9882	4	0	0.583000	0.998140	0.592000	0.989547	0.592000	0.583000	0.587500	0.989547
LOC129527626	LOC134757432	0	genuine	0.2616	1.0017	4	0	0.581000	0.999066	0.526000	0.983355	0.581000	0.526000	0.553500	0.999066
LOC129527626	SNX29	0	genuine	0.1677	0.4305	4	0	0.585500	0.985741	NA	NA	0.585500	0.585500	0.585500	0.985741
LOC129527656	LOC134758232	0	genuine	0.2112	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527656	PGM3	0	genuine	0.1343	0.0000	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527774	ZNF669	0	genuine	0.1663	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	LOC129528947	0	genuine	0.2279	0.5667	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF141	0	genuine	0.1346	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF254	0	genuine	0.2278	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF267	0	genuine	0.1750	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF273	0	genuine	0.2459	0.4472	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF28	0	genuine	0.1819	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF347	0	genuine	0.1681	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF429	0	genuine	0.3912	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF43	0	genuine	0.2176	0.6042	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF430	0	genuine	0.2512	0.4021	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF486	0	genuine	0.1538	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF506	0	genuine	0.2809	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF595	0	genuine	0.1920	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF616	0	genuine	0.1728	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF626	0	genuine	0.2697	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF675	0	genuine	0.2180	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF678	0	genuine	0.1308	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF680	0	genuine	0.1447	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF681	0	genuine	0.1787	0.4750	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF682	0	genuine	0.1410	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF695	0	genuine	0.2424	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF721	0	genuine	0.2033	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF723	0	genuine	0.2073	0.7988	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF727	0	genuine	0.1312	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF736	0	genuine	0.1396	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF813	0	genuine	0.1386	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527827	ZNF83	0	genuine	0.1591	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
