chrom	start	end	best_gene	identity	kind	n_reads	transcribed
NC_073233.2	79478556	79485260	LOC115936283	0.927	pseudogene_copy	1	0
NC_073233.2	79601305	79614812	LOC129527542	0.939	unannotated	1	0
NC_073233.2	97673605	97679796	LOC115936266	0.995	pseudogene_copy	1	0
NC_073233.2	115069776	115071315	ASS1	0.907	pseudogene_copy	1	0
NC_073233.2	119787347	119788038	RPL37A	0.918	pseudogene_copy	1	0
NC_073233.2	138488805	138490917	BAK1	0.864	pseudogene_copy	1	0
NC_073233.2	138699833	138701885	LOC129527394	0.943	unannotated	1	0
NC_073233.2	143295312	143407351	LOC129523817	0.996	unannotated	1	0
NC_073247.2	12907457	12908293	LOC101134687	0.87	unannotated	1	0
NC_073247.2	15786115	15788066	HADHB	0.905	pseudogene_copy	1	0
NC_073247.2	18175991	18177872	ERVW-1	0.921	pseudogene_copy	1	0
NC_073247.2	19649047	19650184	BRK1	0.895	pseudogene_copy	1	0
NC_073247.2	32931747	32936003	METTL15	0.901	pseudogene_copy	1	0
NC_073247.2	51194517	51196482	TNIP2	0.89	pseudogene_copy	1	0
NC_073247.2	51303991	51304961	RPS2	0.978	pseudogene_copy	1	0
NC_073247.2	53786559	53787763	LOC101124665	0.92	pseudogene_copy	1	0
NC_073247.2	58792818	58819157	SSX4	0.977	pseudogene_copy	1	0
NC_073247.2	77517289	77521515	CCNYL1	0.881	pseudogene_copy	1	0
NC_073247.2	82834913	82835720	LOC101133699	0.866	pseudogene_copy	1	0
NC_073247.2	83127371	83129451	ZCRB1	0.906	pseudogene_copy	1	0
NC_073247.2	83285179	83286939	KRT8	0.917	pseudogene_copy	1	0
NC_073247.2	84964872	84968152	TOMM20	0.954	pseudogene_copy	1	0
NC_073247.2	85834022	85837607	UHRF2	0.917	pseudogene_copy	1	0
NC_073247.2	92676112	92677900	LOC115935285	0.96	pseudogene_copy	1	0
NC_073247.2	111727113	111729182	RCC2	0.954	unannotated	1	0
NC_073247.2	112571439	112571950	LOC101154144	0.879	unannotated	1	0
NC_073247.2	112572304	112575783	RAD21	0.925	pseudogene_copy	1	0
NC_073247.2	119133984	119136356	DNAJA1	0.908	pseudogene_copy	1	0
NC_073247.2	127898446	127902568	API5	0.964	pseudogene_copy	1	0
NC_073247.2	129111835	129115163	LOC129528509	0.901	unannotated	1	0
NC_073247.2	135170555	135171425	LOC101132116	0.981	pseudogene_copy	1	0
NC_073247.2	151741398	151742514	LOC109029309	0.961	pseudogene_copy	1	0
NC_073247.2	167390770	167394070	LOC115932124	0.999	pseudogene_copy	1	0
NC_073227.2	17678479	17690707	ZNF705A	0.962	pseudogene_copy	1	0
NC_073227.2	17987126	17988553	LOC134759322	0.918	pseudogene_copy	1	0
NC_073227.2	18635062	18636146	DYNLT1	0.884	unannotated	1	0
NC_073227.2	24471099	24471447	RPS21	0.936	pseudogene_copy	1	0
NC_073227.2	36958898	36961075	MEST	0.903	pseudogene_copy	1	0
NC_073227.2	50308753	50309487	LOC129532506	0.935	unannotated	1	0
NC_073227.2	93156919	93158833	ERVW-1	0.904	pseudogene_copy	1	0
NC_073227.2	93159039	93161977	LOC129528248	0.926	pseudogene_copy	1	0
NC_073227.2	102408993	102412055	HNRNPA3	0.928	pseudogene_copy	1	0
NC_073227.2	102857021	102861948	PTPN11	0.922	pseudogene_copy	1	0
NC_073227.2	136353551	136354884	KRT18	0.914	pseudogene_copy	1	0
NC_073227.2	165739150	165741360	HSPD1	0.936	pseudogene_copy	1	0
NC_073227.2	185627358	185628974	ERVW-1	0.915	pseudogene_copy	1	0
NC_073227.2	200189667	200190209	LOC129526805	0.958	unannotated	1	0
NC_073227.2	204368057	204370539	LOC134758102	0.977	unannotated	1	0
NC_073227.2	210493015	210501116	LOC134756386	0.863	unannotated	1	0
NC_073227.2	211681176	211681909	LOC129532821	0.996	unannotated	1	0
NC_073235.2	14974415	14983087	LOC129525442	0.996	pseudogene_copy	1	0
NC_073235.2	31553076	31556230	LOC101145879	0.949	pseudogene_copy	1	0
NC_073235.2	31869223	31872353	LOC101145879	0.953	pseudogene_copy	1	0
NC_073235.2	33064095	33069836	AJM1	0.93	pseudogene_copy	1	0
NC_073235.2	34173741	34177728	LOC115931858	0.95	pseudogene_copy	1	0
NC_073235.2	34326500	34327217	LOC109024803	0.9	unannotated	1	0
NC_073235.2	34882603	34893078	LOC101127159	0.977	pseudogene_copy	1	0
NC_073235.2	61342233	61376989	LOC101133718	0.949	pseudogene_copy	1	0
NC_073235.2	76781554	76783271	HNRNPA1	0.85	pseudogene_copy	1	0
NC_073235.2	121535782	121536250	LOC101123774	0.904	unannotated	1	0
NC_073235.2	121965727	121968176	LOC101148853	0.906	pseudogene_copy	1	0
NC_073235.2	134152092	134153934	LOC109026643	0.892	pseudogene_copy	1	0
NC_073235.2	136295774	136310831	LOC101145885	0.904	pseudogene_copy	1	0
NC_073234.2	31792311	31796713	SUPT16H	0.953	pseudogene_copy	1	0
NC_073234.2	34471111	34471942	LOC109026322	0.958	pseudogene_copy	1	0
NC_073234.2	42210472	42211346	LOC129526381	0.96	unannotated	1	0
NC_073234.2	48197684	48199059	EIF4A1	0.956	pseudogene_copy	1	0
NC_073234.2	56229287	56232363	RACGAP1	0.928	pseudogene_copy	1	0
NC_073234.2	58632515	58632841	LOC101123796	0.914	pseudogene_copy	1	0
NC_073234.2	67021991	67026023	LOC109025051	0.904	pseudogene_copy	1	0
NC_073234.2	69164383	69166799	LOC134758102	0.985	unannotated	1	0
NC_073234.2	69274852	69275403	LOC101136134	0.918	pseudogene_copy	1	0
NC_073234.2	80917814	80919981	PCNP	0.894	pseudogene_copy	1	0
NC_073234.2	83774308	83775867	PSMC6	0.935	pseudogene_copy	1	0
NC_073234.2	116849938	116850294	LOC101132158	0.924	pseudogene_copy	1	0
NC_073234.2	120399945	120401284	KRT18	0.922	pseudogene_copy	1	0
NC_073234.2	121434136	121436729	ST13	0.941	pseudogene_copy	1	0
NC_073234.2	136340522	136341074	LOC101136134	0.909	pseudogene_copy	1	0
NC_073232.2	33154078	33155554	NUP35	0.919	pseudogene_copy	1	0
NC_073232.2	37961024	37963305	IMPDH1	0.907	pseudogene_copy	1	0
NC_073232.2	38007893	38014781	ZNF532	0.946	pseudogene_copy	1	0
NC_073232.2	43433255	43433504	LOC129526082	0.916	unannotated	1	0
NC_073232.2	51867801	51868683	RPL7A	0.956	pseudogene_copy	1	0
NC_073232.2	63253721	63257299	LOC101138975	0.919	pseudogene_copy	1	0
NC_073232.2	63278840	63279296	LOC101124540	0.914	pseudogene_copy	1	0
NC_073232.2	68410485	68411012	LOC109028957	0.904	pseudogene_copy	1	0
NC_073232.2	69263791	69264310	LOC101123774	0.92	pseudogene_copy	1	0
NC_073232.2	80378724	80424376	LOC129527454	0.967	unannotated	1	0
NC_073232.2	80995089	80997622	LOC101139613	0.906	unannotated	1	0
NC_073232.2	86909979	86910724	PPIA	0.951	pseudogene_copy	1	0
NC_073232.2	86994295	86995171	RPS4X	0.929	pseudogene_copy	1	0
NC_073232.2	117956415	117959702	YWHAZ	0.933	pseudogene_copy	1	0
NC_073232.2	134011166	134011600	LOC101148650	0.89	pseudogene_copy	1	0
NC_073232.2	137139720	137140588	LOC101152176	0.884	pseudogene_copy	1	0
NC_073232.2	144268276	144268966	RPL19	0.922	pseudogene_copy	1	0
NC_073230.2	6665757	6667115	LOC129533126	0.938	pseudogene_copy	1	0
NC_073230.2	6667393	6671117	LOC129524261	0.974	unannotated	1	0
NC_073230.2	7294815	7498377	LOC134756488	0.992	unannotated	1	0
NC_073230.2	12995446	12995945	S100A11	0.905	unannotated	1	0
NC_073230.2	14379047	14393571	LOC129533540	0.917	unannotated	1	0
NC_073230.2	30953059	30953490	LOC101153405	0.903	pseudogene_copy	1	0
NC_073230.2	53632732	53633907	LOC129523876	0.979	unannotated	1	0
NC_073230.2	53634233	53635359	LOC134758922	0.993	unannotated	1	0
NC_073230.2	53635816	53636862	LOC134758922	0.902	unannotated	1	0
NC_073230.2	53637188	53638316	LOC134758922	0.989	unannotated	1	0
NC_073230.2	59212063	59215117	LOC134758407	0.957	pseudogene_copy	1	0
NC_073230.2	64481090	64484036	PPP2R5E	0.942	pseudogene_copy	1	0
NC_073230.2	66406238	66407983	LOC134757042	0.948	unannotated	1	0
NC_073230.2	66415056	66425715	LOC109028162	0.974	pseudogene_copy	1	0
NC_073230.2	66428149	66428920	LOC129523556	0.979	pseudogene_copy	1	0
NC_073230.2	66456467	66503719	LOC115933558	0.971	pseudogene_copy	1	0
NC_073230.2	66536832	66545489	LOC129527242	0.98	pseudogene_copy	1	0
NC_073230.2	66549398	66553354	LOC101137874	0.989	unannotated	1	0
NC_073230.2	66586835	66587606	LOC129523556	0.981	pseudogene_copy	1	0
NC_073230.2	66590060	66600549	LOC109028162	0.981	pseudogene_copy	1	0
NC_073230.2	73612683	73613639	LOC101141519	0.945	pseudogene_copy	1	0
NC_073230.2	76104735	76105110	LOC101124540	0.905	pseudogene_copy	1	0
NC_073230.2	88780573	88787707	LOC109027614	0.966	pseudogene_copy	1	0
NC_073230.2	90891197	90909861	LOC109028727	0.952	pseudogene_copy	1	0
NC_073230.2	131260720	131261097	LOC101124540	0.91	pseudogene_copy	1	0
NC_073230.2	147550823	147553096	IMPDH1	0.901	pseudogene_copy	1	0
NC_073230.2	159329927	159331973	STRADB	0.918	pseudogene_copy	1	0
NC_073230.2	161411258	161411984	RPL36A	0.927	pseudogene_copy	1	0
NC_073248.2	19118316	19122500	LOC129530203	0.986	unannotated	1	0
NC_073248.2	33860705	33863511	FRG2C	0.887	pseudogene_copy	1	0
NC_073248.2	44260543	44262982	LOC129530247	0.97	pseudogene_copy	1	0
NC_073248.2	45307698	45346035	DOK7	0.972	pseudogene_copy	1	0
NC_073248.2	45978752	45983474	LOC129531870	0.964	pseudogene_copy	1	0
NC_073248.2	51234038	51249949	FGFR3	0.982	pseudogene_copy	1	0
NC_073240.2	15184100	15184403	LOC101133851	0.888	pseudogene_copy	1	0
NC_073240.2	15822037	15842200	LOC134756753	0.989	pseudogene_copy	1	0
NC_073240.2	16187398	16199685	LOC115931727	0.914	pseudogene_copy	1	0
NC_073240.2	16972673	16973350	FABP5	0.968	pseudogene_copy	1	0
NC_073240.2	17125783	17126510	RPL36A	0.927	pseudogene_copy	1	0
NC_073240.2	24562790	24563425	LOC115932684	0.983	unannotated	1	0
NC_073240.2	41015163	41016243	RPLP0	0.912	pseudogene_copy	1	0
NC_073240.2	42267419	42268088	ELOC	0.971	unannotated	1	0
NC_073240.2	43924780	43925660	LOC101144197	0.971	pseudogene_copy	1	0
NC_073240.2	61174257	61174841	LOC109025084	0.949	pseudogene_copy	1	0
NC_073240.2	63129852	63130290	LOC101127181	0.92	pseudogene_copy	1	0
NC_073240.2	73488166	73491308	COMMD4	0.916	unannotated	1	0
NC_073240.2	74657261	74658685	LOC129533126	0.968	unannotated	1	0
NC_073240.2	77866319	77868014	KRT8	0.874	pseudogene_copy	1	0
NC_073240.2	85791643	85795128	LOC101149954	0.996	pseudogene_copy	1	0
NC_073240.2	93503759	93504791	DUXA	0.899	pseudogene_copy	1	0
NC_073237.2	142901	153912	LOC129530595	0.998	pseudogene_copy	1	0
NC_073237.2	12433137	12472405	LOC129524661	0.996	pseudogene_copy	1	0
NC_073237.2	17748708	17753428	LOC129531870	0.963	pseudogene_copy	1	0
NC_073237.2	27380445	27380743	LOC101154053	0.923	pseudogene_copy	1	0
NC_073237.2	49330766	49335082	LOC134759043	0.835	unannotated	1	0
NC_073237.2	51494839	51495406	LOC129526805	0.91	unannotated	1	0
NC_073237.2	56989141	56989874	PPIA	0.906	unannotated	1	0
NC_073237.2	74377422	74379005	ASS1	0.905	pseudogene_copy	1	0
NC_073237.2	75603655	75604421	CHCHD2	0.957	pseudogene_copy	1	0
NC_073237.2	78299353	78302584	DDX10	0.939	pseudogene_copy	1	0
NC_073237.2	86664988	86678448	LOC129524489	0.981	pseudogene_copy	1	0
NC_073242.2	6315213	6319770	PDPK1	0.97	unannotated	1	0
NC_073242.2	17619074	17622346	LOC129528509	0.958	unannotated	1	0
NC_073242.2	19031060	19037765	LOC129532246	0.895	unannotated	1	0
NC_073242.2	37788863	37789634	LOC129523556	0.972	unannotated	1	0
NC_073242.2	66976310	66979679	LOC129527440	0.998	pseudogene_copy	1	0
NC_073242.2	75206052	75209185	NAMPT	0.922	unannotated	1	0
NC_073242.2	77568428	77571202	MOCS1	0.877	pseudogene_copy	1	0
NC_073242.2	82007707	82009542	LOC101146664	0.907	pseudogene_copy	1	0
NC_073242.2	120714458	120714933	LOC101141087	0.885	pseudogene_copy	1	0
NC_073228.2	24216676	24217201	LOC101127166	0.894	pseudogene_copy	1	0
NC_073228.2	31572026	31573213	HMGN2	0.932	pseudogene_copy	1	0
NC_073228.2	31573336	31573878	LOC101136134	0.915	pseudogene_copy	1	0
NC_073228.2	43213432	43214435	LOC115935322	0.977	pseudogene_copy	1	0
NC_073228.2	45867665	45869239	DND1	0.963	pseudogene_copy	1	0
NC_073228.2	52035461	52035944	LOC129526900	0.922	pseudogene_copy	1	0
NC_073228.2	53618611	53619116	LOC101141974	0.933	pseudogene_copy	1	0
NC_073228.2	65825687	65826112	LOC109023382	0.889	pseudogene_copy	1	0
NC_073228.2	79723489	79728862	SCD	0.955	pseudogene_copy	1	0
NC_073228.2	80800696	80801269	LOC101127166	0.883	pseudogene_copy	1	0
NC_073228.2	89650900	89652146	PDAP1	0.933	pseudogene_copy	1	0
NC_073228.2	119363042	119364886	CCT5	0.909	pseudogene_copy	1	0
NC_073228.2	120573604	120574079	LOC101138607	0.928	pseudogene_copy	1	0
NC_073228.2	184058970	184060425	LOC101147097	0.903	pseudogene_copy	1	0
NC_073228.2	184407137	184409352	LOC129527394	0.97	unannotated	1	0
NC_086017.1	18503923	18509718	LOC134757081	0.853	pseudogene_copy	1	0
NC_086017.1	35509271	35509695	CRIP1	0.911	pseudogene_copy	1	0
NC_086017.1	46660754	46662943	HSPD1	0.935	pseudogene_copy	1	0
NC_086017.1	85239719	85241139	LOC134759322	0.916	pseudogene_copy	1	0
NC_086017.1	85706627	85706930	LOC134758245	0.941	unannotated	1	0
NC_086017.1	109485916	109490069	WWP1	0.949	pseudogene_copy	1	0
NC_086017.1	121563267	121564153	LOC101148649	0.914	pseudogene_copy	1	0
NC_086017.1	131673030	131676190	NAP1L1	0.915	pseudogene_copy	1	0
NC_086017.1	149046344	149048601	HSPA8	0.929	pseudogene_copy	1	0
NC_086017.1	153001758	153003431	ERVW-1	0.935	pseudogene_copy	1	0
NC_086017.1	163322939	163323190	LOC129526082	0.9	unannotated	1	0
NC_086017.1	164243934	164245146	HMGN2	0.928	unannotated	1	0
NC_086017.1	188407482	188409026	ASS1	0.906	pseudogene_copy	1	0
NC_086017.1	191416096	191419775	RALBP1	0.93	pseudogene_copy	1	0
NC_086017.1	205047849	205048992	DPPA2	0.878	pseudogene_copy	1	0
NC_086017.1	206599026	206599584	RPL24	0.934	pseudogene_copy	1	0
NC_086017.1	208551867	208552383	LOC109024647	0.893	pseudogene_copy	1	0
NC_073241.2	28453274	28470706	LOC129524426	0.997	pseudogene_copy	1	0
NC_073241.2	29805559	29823134	LOC129528175	0.992	pseudogene_copy	1	0
NC_073241.2	30959928	30961540	LOC129524426	0.994	pseudogene_copy	1	0
NC_073241.2	30965106	30977503	LOC129524657	0.996	pseudogene_copy	1	0
NC_073241.2	35717717	35764948	LOC101138564	0.976	pseudogene_copy	1	0
NC_073241.2	40571180	40572491	KRT18	0.891	pseudogene_copy	1	0
NC_073241.2	43116103	43117866	SLC25A51	0.935	pseudogene_copy	1	0
NC_073241.2	48962104	48965175	ATAD1	0.894	pseudogene_copy	1	0
NC_073241.2	65070714	65072553	NRBF2	0.912	pseudogene_copy	1	0
NC_073241.2	85276839	85282838	ERV3-1	0.893	unannotated	1	0
NC_073241.2	110091910	110108959	LOC129526002	0.987	unannotated	1	0
NC_073236.2	21891735	21896257	TMEM128	0.954	unannotated	1	0
NC_073236.2	24523277	24525107	LOC134757042	0.972	unannotated	1	0
NC_073236.2	24878431	24890194	LOC134757060	0.987	pseudogene_copy	1	0
NC_073236.2	29746172	29748753	LOC101129329	0.994	pseudogene_copy	1	0
NC_073236.2	32554531	32556273	LOC134757042	0.948	unannotated	1	0
NC_073236.2	44059956	44062964	LOC129532506	0.915	unannotated	1	0
NC_073236.2	44096689	44097152	RPL22	0.925	unannotated	1	0
NC_073236.2	47629212	47629675	RPL22	0.933	pseudogene_copy	1	0
NC_073236.2	54479821	54481260	PEBP1	0.943	pseudogene_copy	1	0
NC_073236.2	61361832	61362255	LOC101129170	0.869	pseudogene_copy	1	0
NC_073236.2	69481957	69482343	LOC101146227	0.963	pseudogene_copy	1	0
NC_073236.2	94712450	94714576	LOC129527394	0.943	unannotated	1	0
NC_073236.2	101590070	101590906	RPL7	0.93	pseudogene_copy	1	0
NC_073236.2	108084477	108085840	KRT18	0.915	pseudogene_copy	1	0
NC_073236.2	121597657	121600073	LOC134758102	0.979	unannotated	1	0
NC_073238.2	7062097	7065458	LOC129526252	0.891	unannotated	1	0
NC_073238.2	23166307	23170827	TMEM128	0.959	unannotated	1	0
NC_073238.2	25047540	25048217	FABP5	0.966	pseudogene_copy	1	0
NC_073238.2	25200411	25201138	RPL36A	0.927	pseudogene_copy	1	0
NC_073238.2	29678660	29687082	LOC101137874	0.996	pseudogene_copy	1	0
NC_073238.2	51238028	51239774	EIF4A1	0.907	pseudogene_copy	1	0
NC_073238.2	63186275	63187062	PSME2	0.949	pseudogene_copy	1	0
NC_073238.2	83681977	83687342	ZDHHC20	0.868	pseudogene_copy	1	0
NC_073238.2	93384367	93384829	LOC101133796	0.973	pseudogene_copy	1	0
NC_073238.2	96398044	96399214	LOC101142817	0.959	pseudogene_copy	1	0
NC_073238.2	129225497	129235231	LOC129524261	0.979	unannotated	1	0
NC_073238.2	129240041	129273302	LOC129534569	0.998	pseudogene_copy	1	0
NC_073245.2	9650657	9673714	LOC134758032	0.994	pseudogene_copy	1	0
NC_073245.2	9954459	9956149	LOC101132452	0.974	unannotated	1	0
NC_073245.2	14543714	14544596	RPS4X	0.935	pseudogene_copy	1	0
NC_073245.2	16138846	16140830	SYNCRIP	0.964	pseudogene_copy	1	0
NC_073245.2	31121517	31122094	RPL24	0.921	pseudogene_copy	1	0
NC_073245.2	35384645	35394807	LOC115931547	0.879	unannotated	1	0
NC_073245.2	48289240	48289834	LOC115935782	0.852	pseudogene_copy	1	0
NC_073245.2	62211355	62212705	KRT18	0.916	unannotated	1	0
NC_073245.2	69756525	69757154	LOC101125882	0.903	pseudogene_copy	1	0
NC_073246.2	30805064	30810896	THUMPD1	0.902	pseudogene_copy	1	0
NC_073231.2	11636819	11640630	LOC129524393	0.995	unannotated	0	0
NC_073231.2	11646047	11653116	LOC129524397	0.999	unannotated	0	0
NC_073231.2	11655545	11658069	LOC129524394	0.998	unannotated	0	0
NC_073231.2	11660620	11662618	LOC129524394	0.999	unannotated	0	0
NC_073231.2	11665374	11667372	LOC129524394	0.999	unannotated	0	0
NC_073231.2	11669799	11672120	LOC129524394	0.999	unannotated	0	0
NC_073231.2	11674551	11682042	LOC129524397	0.999	unannotated	0	0
NC_073231.2	11688783	11691282	LOC101126783	0.997	unannotated	0	0
NC_073231.2	11717201	11721283	LOC129524393	0.999	pseudogene_copy	0	0
NC_073231.2	11721946	11726028	LOC129524393	0.999	pseudogene_copy	0	0
NC_073231.2	11726691	11730755	LOC134758991	0.995	pseudogene_copy	0	0
NC_073231.2	11731335	11735500	LOC134758989	0.996	pseudogene_copy	0	0
NC_073231.2	11774104	11778199	LOC134758991	0.996	pseudogene_copy	0	0
NC_073231.2	11783521	11787694	LOC129524393	0.999	pseudogene_copy	0	0
NC_073231.2	11788357	11792441	LOC129524393	0.998	unannotated	0	0
NC_073231.2	11797767	11801931	LOC134758989	0.998	unannotated	0	0
NC_073231.2	11807251	11811415	LOC134758989	0.999	unannotated	0	0
NC_073231.2	15872138	15878904	LOC115936283	0.904	pseudogene_copy	0	0
NC_073231.2	15931795	15934802	LOC129524365	0.999	unannotated	0	0
NC_073231.2	16264758	16266955	HSPD1	0.907	pseudogene_copy	0	0
NC_073231.2	16307651	16312059	LOC115935600	0.968	pseudogene_copy	0	0
NC_073231.2	16375259	16376892	LOC129524348	0.998	pseudogene_copy	0	0
NC_073231.2	16398936	16400569	LOC129524344	1.0	unannotated	0	0
NC_073231.2	16413170	16414763	LOC129524350	1.0	unannotated	0	0
NC_073231.2	16417918	16419511	LOC134759009	0.999	unannotated	0	0
NC_073231.2	16422668	16424261	LOC134759009	0.999	unannotated	0	0
NC_073231.2	16427420	16429013	LOC134759009	1.0	unannotated	0	0
NC_073231.2	16432172	16433805	LOC129524350	0.999	unannotated	0	0
NC_073231.2	16436910	16438503	LOC129524350	0.999	unannotated	0	0
NC_073231.2	16441662	16443255	LOC134759009	1.0	unannotated	0	0
NC_073231.2	16446416	16448009	LOC129524350	0.999	unannotated	0	0
NC_073231.2	16451156	16452749	LOC134759010	1.0	unannotated	0	0
NC_073231.2	16455896	16457489	LOC134759009	0.999	unannotated	0	0
NC_073231.2	16460646	16462382	LOC129524350	0.999	unannotated	0	0
NC_073231.2	16465385	16466978	LOC129524351	0.999	unannotated	0	0
NC_073231.2	16470137	16471730	LOC129524350	1.0	unannotated	0	0
NC_073231.2	16474893	16476486	LOC134759009	0.999	unannotated	0	0
NC_073231.2	16479647	16481240	LOC134759010	1.0	unannotated	0	0
NC_073231.2	16484399	16485992	LOC134759009	0.999	unannotated	0	0
NC_073231.2	16489145	16490738	LOC134759010	1.0	unannotated	0	0
NC_073231.2	16493895	16495488	LOC129524350	0.999	unannotated	0	0
NC_073231.2	16503395	16504988	LOC129524350	0.999	unannotated	0	0
NC_073231.2	16508139	16509772	LOC134759009	0.998	unannotated	0	0
NC_073231.2	16512877	16514470	LOC134759009	0.999	unannotated	0	0
NC_073231.2	16517625	16519361	LOC129524348	0.999	unannotated	0	0
NC_073231.2	16522339	16524075	LOC129524348	0.999	unannotated	0	0
NC_073231.2	16527077	16528813	LOC129524350	0.999	unannotated	0	0
NC_073231.2	16531815	16533551	LOC129524348	0.999	unannotated	0	0
NC_073231.2	16536561	16538297	LOC129524348	0.999	unannotated	0	0
NC_073231.2	16541299	16543035	LOC129524348	0.999	unannotated	0	0
NC_073231.2	16546435	16547773	LOC101127524	0.948	unannotated	0	0
NC_073231.2	16550791	16552384	LOC134759009	0.997	unannotated	0	0
NC_073231.2	16555539	16557275	LOC129524348	0.999	unannotated	0	0
NC_073231.2	16560263	16561999	LOC129524349	0.998	unannotated	0	0
NC_073231.2	16564987	16566723	LOC129524348	0.998	unannotated	0	0
NC_073231.2	16570109	16571447	LOC101127524	0.945	unannotated	0	0
NC_073231.2	16574830	16576168	LOC101127524	0.943	unannotated	0	0
NC_073231.2	16579153	16580889	LOC129524350	0.999	unannotated	0	0
NC_073231.2	16584272	16585610	LOC101127524	0.947	unannotated	0	0
NC_073231.2	16588595	16590322	LOC129524350	0.999	unannotated	0	0
NC_073231.2	16593318	16595045	LOC129524350	0.999	unannotated	0	0
NC_073231.2	16598439	16599768	LOC101127524	0.947	unannotated	0	0
NC_073231.2	16841248	16842242	LOC115930437	0.909	pseudogene_copy	0	0
NC_073231.2	33851381	33851921	LOC101127166	0.906	pseudogene_copy	0	0
NC_073231.2	38052459	38053928	LOC101130214	0.974	unannotated	0	0
NC_073231.2	39794856	39795841	LOC101148649	0.932	pseudogene_copy	0	0
NC_073231.2	40791052	40792269	LOC101142644	0.88	pseudogene_copy	0	0
NC_073231.2	50403144	50404080	LOC115935322	0.94	pseudogene_copy	0	0
NC_073231.2	50525712	50530625	BAG4	0.901	pseudogene_copy	0	0
NC_073231.2	57253037	57256798	LOC101136944	0.885	pseudogene_copy	0	0
NC_073231.2	65671377	65673793	LOC134758102	0.978	unannotated	0	0
NC_073231.2	68338042	68338849	LOC109025290	0.909	unannotated	0	0
NC_073231.2	73810341	73814270	MAPK6	0.928	pseudogene_copy	0	0
NC_073231.2	90190186	90193168	KCTD9	0.897	pseudogene_copy	0	0
NC_073231.2	98003706	98004158	LOC101133796	0.967	unannotated	0	0
NC_073231.2	127238068	127238421	LOC101148362	0.9	pseudogene_copy	0	0
NC_073231.2	135505946	135509483	MTRF1L	0.896	pseudogene_copy	0	0
NC_073231.2	137187278	137187702	RPL41	0.969	unannotated	0	0
NC_073231.2	137515080	137517388	DENR	0.947	pseudogene_copy	0	0
NC_073231.2	147829788	147831229	DNAJC8	0.896	pseudogene_copy	0	0
NC_073231.2	151230487	151241808	LOC129531989	0.985	pseudogene_copy	0	0
NC_073224.2	5384732	5393396	LOC129528989	0.994	pseudogene_copy	0	0
NC_073224.2	5736837	5738651	LOC129533108	0.914	unannotated	0	0
NC_073224.2	6549680	6550096	RPL41	0.962	unannotated	0	0
NC_073224.2	7299585	7300686	LOC101136923	0.955	pseudogene_copy	0	0
NC_073224.2	8201343	8203606	HSPA8	0.917	pseudogene_copy	0	0
NC_073224.2	12525060	12525476	RPL41	0.962	unannotated	0	0
NC_073224.2	16427940	16428395	LOC101123774	0.878	unannotated	0	0
NC_073224.2	17456948	17457490	LOC129526805	0.956	unannotated	0	0
NC_073224.2	17848767	17849998	LOC101140345	0.93	pseudogene_copy	0	0
NC_073224.2	18893814	18897572	PMM2	0.917	unannotated	0	0
NC_073224.2	19403350	19404679	LOC129533126	0.896	unannotated	0	0
NC_073224.2	22570861	22572181	ACP1	0.933	unannotated	0	0
NC_073224.2	33880143	33881217	RPLP0	0.891	pseudogene_copy	0	0
NC_073224.2	37381208	37383013	ACTB	0.903	pseudogene_copy	0	0
NC_073224.2	39484157	39484406	LOC129526082	0.9	unannotated	0	0
NC_073224.2	39496463	39497318	LOC101144197	0.906	pseudogene_copy	0	0
NC_073224.2	40489479	40490017	RPS18	0.905	pseudogene_copy	0	0
NC_073224.2	41067276	41067692	RPL41	0.974	unannotated	0	0
NC_073224.2	45599845	45600330	LOC101137639	0.931	unannotated	0	0
NC_073224.2	47328816	47329359	LOC129526805	0.956	unannotated	0	0
NC_073224.2	47543040	47545982	LOC101140666	0.896	pseudogene_copy	0	0
NC_073224.2	53497656	53498375	LOC101135462	0.904	pseudogene_copy	0	0
NC_073224.2	85079681	85081108	RPL4	0.923	pseudogene_copy	0	0
NC_073224.2	88394883	88398224	DCTN5	0.922	pseudogene_copy	0	0
NC_073224.2	90018914	90020340	RPL4	0.921	pseudogene_copy	0	0
NC_073224.2	90748620	90749195	LOC101132345	0.904	pseudogene_copy	0	0
NC_073224.2	92400771	92401408	LOC115935782	0.923	pseudogene_copy	0	0
NC_073224.2	95087281	95087734	LOC101152433	0.928	pseudogene_copy	0	0
NC_073224.2	98371347	98373421	EI24	0.867	pseudogene_copy	0	0
NC_073224.2	104001064	104003142	LOC115934023	0.948	unannotated	0	0
NC_073224.2	104390878	104395094	HMGN3	0.83	pseudogene_copy	0	0
NC_073224.2	104725303	104728255	LOC109025589	0.954	pseudogene_copy	0	0
NC_073224.2	107342908	107355295	LOC129525722	0.942	pseudogene_copy	0	0
NC_073224.2	112984046	112985791	LOC134757042	0.949	pseudogene_copy	0	0
NC_073224.2	113299142	113302411	CDC27	0.932	pseudogene_copy	0	0
NC_073224.2	114693973	114697395	LOC101133227	0.895	pseudogene_copy	0	0
NC_073224.2	114731754	114733381	SSB	0.925	pseudogene_copy	0	0
NC_073224.2	117573201	117573696	RPS19	0.896	pseudogene_copy	0	0
NC_073224.2	119966210	119968655	CNOT7	0.902	pseudogene_copy	0	0
NC_073224.2	123010514	123012076	PSMC1	0.904	pseudogene_copy	0	0
