gene_a	gene_b	cls	in_ep	core	bridge_dn_a	bridge_dn_b	mask_a	mask_b	bridge_mask
LOC101152401	LOC115931567	genuine	0	0.1732	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64836827_4	0.4258	0.4177	0.4258
LOC101152401	LOC115931568	truthbar	1	0.2846	DN_NC_073244.2_28072858_4	DN_NC_073244.2_64836827_4	0.3930	0.4177	0.4177
LOC101152401	LOC115931576	truthbar	1	0.2251	DN_NC_073244.2_29046961_4	DN_NC_073244.2_64836827_4	0.4500	0.4177	0.4500
LOC101152401	LOC115931654	truthbar	1	0.2176	DN_NC_073244.2_64836827_4	DN_NC_073244.2_65266359_4	0.4177	0.3995	0.4177
LOC101152401	LOC115931857	truthbar	1						
LOC101152401	LOC129527827	genuine	0						
LOC101152401	LOC129528947	genuine	0						
LOC101152401	OSBPL10	genuine	0						
LOC101152401	ZNF141	truthbar	1						
LOC101152401	ZNF195	truthbar	1						
LOC101152401	ZNF254	truthbar	1						
LOC101152401	ZNF267	genuine	0						
LOC101152401	ZNF273	truthbar	1	0.2436	DN_NC_073230.2_74299233_4	DN_NC_073244.2_64836827_4	0.3847	0.4177	0.4177
LOC101152401	ZNF28	truthbar	1	0.2240	DN_NC_073244.2_64759228_5	DN_NC_073244.2_64836827_4	0.3434	0.4177	0.4177
LOC101152401	ZNF347	truthbar	1						
LOC101152401	ZNF415	truthbar	1	0.3723	DN_NC_073244.2_64836827_4	DN_NC_073244.2_65046428_2	0.4177	0.1755	0.4177
LOC101152401	ZNF429	truthbar	1						
LOC101152401	ZNF43	truthbar	1	0.1612	DN_NC_073244.2_28333451_4	DN_NC_073244.2_64836827_4	0.4625	0.4177	0.4625
LOC101152401	ZNF430	truthbar	1						
LOC101152401	ZNF468	truthbar	1	0.2298	DN_NC_073244.2_64797239_5	DN_NC_073244.2_64836827_4	0.3221	0.4177	0.4177
LOC101152401	ZNF480	truthbar	1	0.1464	DN_NC_073244.2_64265252_5	DN_NC_073244.2_64836827_4	0.5307	0.4177	0.5307
LOC101152401	ZNF486	truthbar	1						
LOC101152401	ZNF506	truthbar	1						
LOC101152401	ZNF519	truthbar	1	0.2310	DN_NC_073241.2_36126198_2	DN_NC_073244.2_64836827_4	0.2075	0.4177	0.4177
LOC101152401	ZNF528	truthbar	1						
LOC101152401	ZNF578	truthbar	1						
LOC101152401	ZNF595	truthbar	1						
LOC101152401	ZNF600	truthbar	1	0.2257	DN_NC_073244.2_64724127_4	DN_NC_073244.2_64836827_4	0.3339	0.4177	0.4177
LOC101152401	ZNF611	truthbar	1	0.1325	DN_NC_073244.2_64672255_4	DN_NC_073244.2_64836827_4	0.3521	0.4177	0.4177
LOC101152401	ZNF616	truthbar	1						
LOC101152401	ZNF626	truthbar	1						
LOC101152401	ZNF655	truthbar	1						
LOC101152401	ZNF675	truthbar	1	0.4155	DN_NC_073244.2_29970261_4	DN_NC_073244.2_64836827_4	0.3774	0.4177	0.4177
LOC101152401	ZNF678	truthbar	1						
LOC101152401	ZNF680	truthbar	1						
LOC101152401	ZNF681	truthbar	1						
LOC101152401	ZNF682	truthbar	1						
LOC101152401	ZNF695	truthbar	1						
LOC101152401	ZNF701	truthbar	1	0.1691	DN_NC_073244.2_64543447_4	DN_NC_073244.2_64836827_4	0.2106	0.4177	0.4177
LOC101152401	ZNF721	truthbar	1	0.1498	DN_NC_073227.2_9009655_3	DN_NC_073244.2_64836827_4	0.3750	0.4177	0.4177
LOC101152401	ZNF723	truthbar	1						
LOC101152401	ZNF727	truthbar	1						
LOC101152401	ZNF736	truthbar	1	0.1845	DN_NC_073230.2_73776646_4	DN_NC_073244.2_64836827_4	0.3000	0.4177	0.4177
LOC101152401	ZNF761	truthbar	1	0.1958	DN_NC_073244.2_64836827_4	DN_NC_073244.2_65362909_5	0.4177	0.3364	0.4177
LOC101152401	ZNF766	truthbar	1	0.2754	DN_NC_073244.2_64231369_4	DN_NC_073244.2_64836827_4	0.2784	0.4177	0.4177
LOC101152401	ZNF8	truthbar	1						
LOC101152401	ZNF808	truthbar	1	0.2176	DN_NC_073244.2_64500861_5	DN_NC_073244.2_64836827_4	0.4373	0.4177	0.4373
LOC101152401	ZNF813	truthbar	1	0.1396	DN_NC_073244.2_64836827_4	DN_NC_073244.2_65398487_4	0.4177	0.3208	0.4177
LOC101152401	ZNF83	truthbar	1	0.2104	DN_NC_073244.2_64585864_4	DN_NC_073244.2_64836827_4	0.3038	0.4177	0.4177
LOC101152401	ZNF836	truthbar	1	0.2987	DN_NC_073244.2_64125568_5	DN_NC_073244.2_64836827_4	0.4107	0.4177	0.4177
LOC101152401	ZNF841	truthbar	1	0.2199	DN_NC_073244.2_64034715_7	DN_NC_073244.2_64836827_4	0.3325	0.4177	0.4177
LOC101152401	ZNF888	truthbar	1						
LOC101152401	ZNF91	genuine	0	0.2419	DN_NC_073244.2_29680825_4	DN_NC_073244.2_64836827_4	0.4948	0.4177	0.4948
LOC101152401	ZNF92	truthbar	1						
LOC101152610	LOC129527660	genuine	0	0.2518	DN_NC_073240.2_21601841_7	DN_NC_073242.2_37476471_6	0.0635	0.1015	0.1015
LOC101152665	SPIN1	truthbar	1	0.5207	DN_NC_073237.2_84822135_6	DN_NC_073247.2_67278734_2	0.1857	0.0740	0.1857
LOC101152665	SPIN3	truthbar	1	0.6178	DN_NC_073247.2_67140263_2	DN_NC_073247.2_67278734_2	0.1080	0.0740	0.1080
LOC101152741	LOC109027124	genuine	0	0.1339	DN_NC_073227.2_204398881_3	DN_NC_073229.2_194862622_5	0.3994	0.5920	0.5920
LOC101152741	LOC129527173	genuine	0						
LOC101152741	LOC129528096	genuine	0						
LOC101152741	MPHOSPH8	genuine	0	0.1704	DN_NC_073227.2_204398881_3	DN_NC_073238.2_33904146_3	0.3994	0.5102	0.5102
LOC101152741	SVBP	genuine	0						
LOC101152843	SUGT1	genuine	0	0.2250	DN_NC_073238.2_55186881_2	DN_NC_073238.2_67074273_14	0.3185	0.2661	0.3185
LOC101152938	LOC115934341	truthbar	1	0.3030	DN_NC_073233.2_75718276_6	DN_NC_086017.1_85330170_7	0.0604	0.0323	0.0604
LOC101152972	LOC115931074	truthbar	1	0.3711	DN_NC_073240.2_21546861_14	DN_NC_073242.2_37435648_13	0.0525	0.2538	0.2538
LOC101152972	LOC129527053	TP	1	0.5334	DN_NC_073240.2_21546861_14	DN_NC_073240.2_23219746_14	0.0525	0.1131	0.1131
LOC101152972	RHPN2	TP	1	0.4869	DN_NC_073240.2_21546861_14	DN_NC_073244.2_44006563_15	0.0525	0.1362	0.1362
LOC101153126	LOC101153131	truthbar	1	0.3764	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64908457_4	0.4345	0.2438	0.4345
LOC101153126	LOC109024216	truthbar	1	0.2891	DN_NC_073244.2_29297022_4	DN_NC_073244.2_65293743_4	0.4345	0.2768	0.4345
LOC101153126	LOC109026610	truthbar	1						
LOC101153126	LOC115930172	genuine	0	0.4084	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29297022_4	0.4137	0.4345	0.4345
LOC101153126	LOC115931567	genuine	0	0.4089	DN_NC_073244.2_27626411_5	DN_NC_073244.2_29297022_4	0.4704	0.4345	0.4704
LOC101153126	LOC115931568	truthbar	1	0.4496	DN_NC_073244.2_28072858_4	DN_NC_073244.2_29297022_4	0.3930	0.4345	0.4345
LOC101153126	LOC115931576	truthbar	1	0.1447	DN_NC_073244.2_29046961_4	DN_NC_073244.2_29297022_4	0.4500	0.4345	0.4500
LOC101153126	LOC115931654	truthbar	1	0.1898	DN_NC_073244.2_29297022_4	DN_NC_073244.2_65266359_4	0.4345	0.3995	0.4345
LOC101153126	LOC115931857	truthbar	1	0.1993	DN_NC_073244.2_29297022_4	DN_NC_073246.2_15789285_3	0.4345	0.2698	0.4345
LOC101153126	LOC129527827	genuine	0	0.2279	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29297022_4	0.4438	0.4345	0.4438
LOC101153126	LOC129528947	genuine	0	0.4090	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29297022_4	0.5416	0.4345	0.5416
LOC101153126	OSBPL10	genuine	0						
LOC101153126	ZNF141	truthbar	1						
LOC101153126	ZNF195	truthbar	1	0.1373	DN_NC_073233.2_9788172_5	DN_NC_073244.2_29297022_4	0.2339	0.4345	0.4345
LOC101153126	ZNF254	truthbar	1	0.2445	DN_NC_073244.2_29297022_4	DN_NC_073244.2_30438386_2	0.4345	0.3964	0.4345
LOC101153126	ZNF267	truthbar	1	0.1760	DN_NC_073242.2_37386128_4	DN_NC_073244.2_29297022_4	0.2710	0.4345	0.4345
LOC101153126	ZNF273	truthbar	1	0.1654	DN_NC_073230.2_74299233_4	DN_NC_073244.2_29297022_4	0.3847	0.4345	0.4345
LOC101153126	ZNF28	truthbar	1	0.1854	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64759228_5	0.4345	0.3434	0.4345
LOC101153126	ZNF347	truthbar	1						
LOC101153126	ZNF415	truthbar	1						
LOC101153126	ZNF429	truthbar	1	0.6889	DN_NC_073244.2_27956158_2	DN_NC_073244.2_29297022_4	0.5265	0.4345	0.5265
LOC101153126	ZNF43	truthbar	1	0.4022	DN_NC_073244.2_28333451_4	DN_NC_073244.2_29297022_4	0.4625	0.4345	0.4625
LOC101153126	ZNF430	truthbar	1	0.3934	DN_NC_073244.2_27504818_5	DN_NC_073244.2_29297022_4	0.4270	0.4345	0.4345
LOC101153126	ZNF468	truthbar	1	0.2298	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64797239_5	0.4345	0.3221	0.4345
LOC101153126	ZNF480	truthbar	1						
LOC101153126	ZNF486	truthbar	1	0.2276	DN_NC_073244.2_26666712_5	DN_NC_073244.2_29297022_4	0.4566	0.4345	0.4566
LOC101153126	ZNF506	truthbar	1	0.2118	DN_NC_073244.2_26240039_2	DN_NC_073244.2_29297022_4	0.4246	0.4345	0.4345
LOC101153126	ZNF519	truthbar	1	0.2736	DN_NC_073241.2_36126183_3	DN_NC_073244.2_29297022_4	0.1960	0.4345	0.4345
LOC101153126	ZNF528	truthbar	1						
LOC101153126	ZNF578	truthbar	1						
LOC101153126	ZNF595	truthbar	1	0.3340	DN_NC_073227.2_8633418_2	DN_NC_073244.2_29297022_4	0.5689	0.4345	0.5689
LOC101153126	ZNF600	truthbar	1	0.2377	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64724127_4	0.4345	0.3339	0.4345
LOC101153126	ZNF611	truthbar	1	0.1825	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64672255_4	0.4345	0.3521	0.4345
LOC101153126	ZNF616	truthbar	1						
LOC101153126	ZNF626	truthbar	1	0.3685	DN_NC_073244.2_27131194_2	DN_NC_073244.2_29297022_4	0.4557	0.4345	0.4557
LOC101153126	ZNF655	truthbar	1						
LOC101153126	ZNF675	truthbar	1	0.2252	DN_NC_073244.2_29297022_4	DN_NC_073244.2_29970261_4	0.4345	0.3774	0.4345
LOC101153126	ZNF678	truthbar	1	0.2990	DN_NC_073224.2_40627195_4	DN_NC_073244.2_29297022_4	0.3220	0.4345	0.4345
LOC101153126	ZNF680	truthbar	1	0.2323	DN_NC_073230.2_73977205_4	DN_NC_073244.2_29297022_4	0.3066	0.4345	0.4345
LOC101153126	ZNF681	truthbar	1	0.2514	DN_NC_073244.2_29297022_4	DN_NC_073244.2_30067652_4	0.4345	0.4267	0.4345
LOC101153126	ZNF682	truthbar	1	0.2929	DN_NC_073244.2_26470366_4	DN_NC_073244.2_29297022_4	0.3255	0.4345	0.4345
LOC101153126	ZNF695	truthbar	1						
LOC101153126	ZNF701	truthbar	1						
LOC101153126	ZNF721	truthbar	1	0.2785	DN_NC_073227.2_9009655_3	DN_NC_073244.2_29297022_4	0.3750	0.4345	0.4345
LOC101153126	ZNF723	truthbar	1	0.3152	DN_NC_073244.2_29232445_4	DN_NC_073244.2_29297022_4	0.5099	0.4345	0.5099
LOC101153126	ZNF727	truthbar	1	0.1748	DN_NC_073230.2_73508332_4	DN_NC_073244.2_29297022_4	0.3146	0.4345	0.4345
LOC101153126	ZNF736	truthbar	1	0.2136	DN_NC_073230.2_73776646_4	DN_NC_073244.2_29297022_4	0.3000	0.4345	0.4345
LOC101153126	ZNF761	truthbar	1	0.2585	DN_NC_073244.2_29297022_4	DN_NC_073244.2_65362909_5	0.4345	0.3364	0.4345
LOC101153126	ZNF766	truthbar	1						
LOC101153126	ZNF8	truthbar	1						
LOC101153126	ZNF808	truthbar	1						
LOC101153126	ZNF813	truthbar	1	0.1648	DN_NC_073244.2_29297022_4	DN_NC_073244.2_65398487_4	0.4345	0.3208	0.4345
LOC101153126	ZNF83	truthbar	1	0.3384	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64585864_4	0.4345	0.3038	0.4345
LOC101153126	ZNF836	truthbar	1	0.2485	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64125568_5	0.4345	0.4107	0.4345
LOC101153126	ZNF841	truthbar	1	0.1359	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64034715_7	0.4345	0.3325	0.4345
LOC101153126	ZNF888	truthbar	1	0.2174	DN_NC_073244.2_29297022_4	DN_NC_073244.2_64860608_4	0.4345	0.4244	0.4345
LOC101153126	ZNF91	truthbar	1	0.3899	DN_NC_073244.2_29297022_4	DN_NC_073244.2_29680825_4	0.4345	0.4948	0.4948
LOC101153126	ZNF92	truthbar	1	0.1637	DN_NC_073230.2_74637814_2	DN_NC_073244.2_29297022_4	0.3657	0.4345	0.4345
LOC101153131	LOC109024216	truthbar	1	0.2614	DN_NC_073244.2_64908457_4	DN_NC_073244.2_65293743_4	0.2438	0.2768	0.2768
LOC101153131	LOC109026610	truthbar	1						
LOC101153131	LOC115930172	genuine	0						
LOC101153131	LOC115931567	genuine	0	0.2738	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64908457_4	0.4258	0.2438	0.4258
LOC101153131	LOC115931568	truthbar	1						
LOC101153131	LOC115931576	truthbar	1						
LOC101153131	LOC115931654	truthbar	1	0.2734	DN_NC_073244.2_64908457_4	DN_NC_073244.2_65266359_4	0.2438	0.3995	0.3995
LOC101153131	LOC115931857	truthbar	1	0.1790	DN_NC_073244.2_64908457_4	DN_NC_073246.2_15789285_3	0.2438	0.2698	0.2698
LOC101153131	LOC129527827	genuine	0						
LOC101153131	LOC129528947	genuine	0						
LOC101153131	OSBPL10	genuine	0	0.4704	DN_NC_073244.2_64908457_4	DN_NC_086017.1_41849524_2	0.2438	0.2669	0.2669
LOC101153131	ZNF141	truthbar	1						
LOC101153131	ZNF195	truthbar	1						
LOC101153131	ZNF254	truthbar	1						
LOC101153131	ZNF267	truthbar	1	0.3700	DN_NC_073242.2_37386128_4	DN_NC_073244.2_64908457_4	0.2710	0.2438	0.2710
LOC101153131	ZNF273	truthbar	1						
LOC101153131	ZNF28	truthbar	1	0.2390	DN_NC_073244.2_64759228_5	DN_NC_073244.2_64908457_4	0.3434	0.2438	0.3434
LOC101153131	ZNF347	truthbar	1	0.2667	DN_NC_073244.2_64908457_4	DN_NC_073244.2_65073171_5	0.2438	0.3826	0.3826
LOC101153131	ZNF415	truthbar	1	0.4012	DN_NC_073244.2_64908457_4	DN_NC_073244.2_65046428_2	0.2438	0.1755	0.2438
LOC101153131	ZNF429	truthbar	1						
LOC101153131	ZNF43	truthbar	1						
LOC101153131	ZNF430	truthbar	1						
LOC101153131	ZNF468	truthbar	1	0.2464	DN_NC_073244.2_64797239_5	DN_NC_073244.2_64908457_4	0.3221	0.2438	0.3221
LOC101153131	ZNF480	truthbar	1	0.3270	DN_NC_073244.2_64265252_5	DN_NC_073244.2_64908457_4	0.5307	0.2438	0.5307
LOC101153131	ZNF486	truthbar	1						
LOC101153131	ZNF506	truthbar	1						
LOC101153131	ZNF519	truthbar	1	0.2892	DN_NC_073241.2_36126183_3	DN_NC_073244.2_64908457_4	0.1960	0.2438	0.2438
LOC101153131	ZNF528	truthbar	1						
LOC101153131	ZNF578	truthbar	1	0.2150	DN_NC_073244.2_64426370_6	DN_NC_073244.2_64908457_4	0.4463	0.2438	0.4463
LOC101153131	ZNF595	truthbar	1	0.2180	DN_NC_073227.2_8633416_4	DN_NC_073244.2_64908457_4	0.5220	0.2438	0.5220
LOC101153131	ZNF600	truthbar	1	0.3165	DN_NC_073244.2_64724127_4	DN_NC_073244.2_64908457_4	0.3339	0.2438	0.3339
LOC101153131	ZNF611	truthbar	1	0.2794	DN_NC_073244.2_64672255_4	DN_NC_073244.2_64908457_4	0.3521	0.2438	0.3521
LOC101153131	ZNF616	truthbar	1	0.1453	DN_NC_073244.2_64081943_4	DN_NC_073244.2_64908457_4	0.2620	0.2438	0.2620
LOC101153131	ZNF626	truthbar	1						
LOC101153131	ZNF655	truthbar	1	0.1378	DN_NC_073230.2_89256114_4	DN_NC_073244.2_64908457_4	0.1979	0.2438	0.2438
LOC101153131	ZNF675	truthbar	1						
LOC101153131	ZNF678	truthbar	1						
LOC101153131	ZNF680	truthbar	1						
LOC101153131	ZNF681	truthbar	1						
LOC101153131	ZNF682	truthbar	1						
LOC101153131	ZNF695	truthbar	1						
LOC101153131	ZNF701	truthbar	1	0.2348	DN_NC_073244.2_64543447_4	DN_NC_073244.2_64908457_4	0.2106	0.2438	0.2438
LOC101153131	ZNF721	truthbar	1						
LOC101153131	ZNF723	truthbar	1						
LOC101153131	ZNF727	truthbar	1						
LOC101153131	ZNF736	truthbar	1						
LOC101153131	ZNF761	truthbar	1	0.1966	DN_NC_073244.2_64908457_4	DN_NC_073244.2_65362909_5	0.2438	0.3364	0.3364
LOC101153131	ZNF766	truthbar	1	0.3685	DN_NC_073244.2_64231369_4	DN_NC_073244.2_64908457_4	0.2784	0.2438	0.2784
LOC101153131	ZNF8	truthbar	1						
LOC101153131	ZNF808	truthbar	1	0.3105	DN_NC_073244.2_64500861_5	DN_NC_073244.2_64908457_4	0.4373	0.2438	0.4373
LOC101153131	ZNF813	truthbar	1	0.3367	DN_NC_073244.2_64908457_4	DN_NC_073244.2_65398487_4	0.2438	0.3208	0.3208
LOC101153131	ZNF83	truthbar	1	0.4790	DN_NC_073244.2_64585864_4	DN_NC_073244.2_64908457_4	0.3038	0.2438	0.3038
LOC101153131	ZNF836	truthbar	1	0.3019	DN_NC_073244.2_64125568_5	DN_NC_073244.2_64908457_4	0.4107	0.2438	0.4107
LOC101153131	ZNF841	truthbar	1	0.1453	DN_NC_073244.2_64034715_7	DN_NC_073244.2_64908457_4	0.3325	0.2438	0.3325
LOC101153131	ZNF888	truthbar	1	0.5873	DN_NC_073244.2_64860608_4	DN_NC_073244.2_64908457_4	0.4244	0.2438	0.4244
LOC101153131	ZNF91	truthbar	1	0.2180	DN_NC_073244.2_29680825_2	DN_NC_073244.2_64908457_4	0.5202	0.2438	0.5202
LOC101153131	ZNF92	truthbar	1	0.3876	DN_NC_073230.2_74637722_4	DN_NC_073244.2_64908457_4	0.3318	0.2438	0.3318
LOC101153153	LOC129529923	TP	1	0.9969	DN_NC_073247.2_62823555_8	DN_NC_073247.2_62876862_8	0.0997	0.0936	0.0997
LOC101153360	LOC109027174	genuine	0	0.5493	DN_NC_073229.2_47663527_8	DN_NC_073229.2_48177425_8	0.0423	0.2762	0.2762
LOC101153360	MHC-G	truthbar	1	0.4188	DN_NC_073229.2_47377766_7	DN_NC_073229.2_48177425_8	0.0739	0.2762	0.2762
LOC101153366	LOC109027180	TP	1	0.6583	DN_NC_073229.2_70567152_7	DN_NC_073229.2_70609285_7	0.0762	0.1205	0.1205
LOC101153504	LOC109024193	truthbar	1	0.1706	DN_NC_073244.2_69514207_2	DN_NC_073244.2_69601170_4	0.1569	0.2748	0.2748
LOC101153504	LOC115930105	truthbar	1	0.2598	DN_NC_073244.2_69572632_3	DN_NC_073244.2_69601170_4	0.2668	0.2748	0.2748
LOC101153504	ZIK1	truthbar	1	0.2816	DN_NC_073244.2_69601170_4	DN_NC_073244.2_69685698_2	0.2748	0.1538	0.2748
LOC101153504	ZNF132	truthbar	1	0.1842	DN_NC_073244.2_69601170_4	DN_NC_073244.2_70525717_3	0.2748	0.0688	0.2748
LOC101153504	ZNF134	truthbar	1	0.1839	DN_NC_073244.2_69601170_4	DN_NC_073244.2_69715828_2	0.2748	0.0963	0.2748
LOC101153504	ZNF154	truthbar	1	0.3290	DN_NC_073244.2_69601170_4	DN_NC_073244.2_69799604_5	0.2748	0.1146	0.2748
LOC101153504	ZNF256	truthbar	1	0.3423	DN_NC_073244.2_69601170_4	DN_NC_073244.2_70043245_2	0.2748	0.1315	0.2748
LOC101153504	ZNF304	truthbar	1						
LOC101153504	ZNF416	truthbar	1	0.2037	DN_NC_073244.2_69601170_4	DN_NC_073244.2_69672458_4	0.2748	0.0429	0.2748
LOC101153504	ZNF418	truthbar	1						
LOC101153504	ZNF547	truthbar	1	0.1401	DN_NC_073244.2_69466443_4	DN_NC_073244.2_69601170_4	0.1876	0.2748	0.2748
LOC101153504	ZNF548	truthbar	1						
LOC101153504	ZNF549	truthbar	1						
LOC101153504	ZNF551	truthbar	1	0.2088	DN_NC_073244.2_69601170_4	DN_NC_073244.2_69783488_3	0.2748	0.2220	0.2748
LOC101153504	ZNF552	truthbar	1						
LOC101153504	ZNF584	truthbar	1						
LOC101153504	ZNF586	truthbar	1						
LOC101153504	ZNF671	truthbar	1	0.2009	DN_NC_073244.2_69601170_4	DN_NC_073244.2_69821764_4	0.2748	0.0491	0.2748
LOC101153504	ZNF776	truthbar	1						
LOC101153504	ZNF792	truthbar	1	0.2378	DN_NC_073244.2_46013405_4	DN_NC_073244.2_69601170_4	0.1794	0.2748	0.2748
LOC101153526	LOC109024129	genuine	0	0.1693	DN_NC_073231.2_150671293_2	DN_NC_073244.2_59726455_2	0.1037	0.0334	0.1037
LOC101153526	ZKSCAN1	genuine	0	0.1623	DN_NC_073230.2_88726357_6	DN_NC_073231.2_150671310_5	0.2681	0.1908	0.2681
LOC101153526	ZNF121	truthbar	1						
LOC101153526	ZNF232	genuine	0						
LOC101153526	ZNF264	truthbar	1	0.1434	DN_NC_073231.2_150671293_2	DN_NC_073244.2_69294668_4	0.1037	0.1742	0.1742
LOC101153526	ZNF274	truthbar	1						
LOC101153526	ZNF311	truthbar	1	0.1734	DN_NC_073229.2_46656086_7	DN_NC_073231.2_150671293_2	0.2332	0.1037	0.2332
LOC101153526	ZNF35	genuine	0	0.2293	DN_NC_073231.2_150671293_2	DN_NC_086017.1_54551513_4	0.1037	0.1422	0.1422
LOC101153526	ZNF397	genuine	0	0.1601	DN_NC_073231.2_150671310_5	DN_NC_073241.2_64468689_4	0.1908	0.2853	0.2853
LOC101153526	ZNF436	truthbar	1	0.1582	DN_NC_073224.2_216467757_3	DN_NC_073231.2_150671310_5	0.1508	0.1908	0.1908
LOC101153526	ZNF460	truthbar	1						
LOC101153526	ZNF473	truthbar	1	0.2313	DN_NC_073231.2_150671293_2	DN_NC_073244.2_59724372_5	0.1037	0.0567	0.1037
LOC101153526	ZNF502	truthbar	1	0.2008	DN_NC_073231.2_150671310_5	DN_NC_086017.1_54612772_3	0.1908	0.1708	0.1908
LOC101153526	ZNF543	truthbar	1	0.2176	DN_NC_073231.2_150671293_2	DN_NC_073244.2_69422908_4	0.1037	0.1121	0.1121
LOC101153526	ZNF550	truthbar	1	0.1896	DN_NC_073231.2_150671293_2	DN_NC_073244.2_69643403_5	0.1037	0.1071	0.1071
LOC101153526	ZNF594	truthbar	1	0.1800	DN_NC_073231.2_150671293_2	DN_NC_073243.2_20322881_2	0.1037	0.3175	0.3175
LOC101153526	ZNF667	truthbar	1	0.2725	DN_NC_073231.2_150671293_2	DN_NC_073244.2_68548768_5	0.1037	0.2719	0.2719
LOC101153526	ZNF805	truthbar	1	0.1484	DN_NC_073231.2_150671293_2	DN_NC_073244.2_69343714_4	0.1037	0.2557	0.2557
LOC101153526	ZSCAN12	genuine	0	0.1686	DN_NC_073229.2_46022147_4	DN_NC_073231.2_150671310_5	0.1240	0.1908	0.1908
LOC101153526	ZSCAN16	genuine	0						
LOC101153526	ZSCAN20	genuine	0						
LOC101153526	ZSCAN22	genuine	0	0.1467	DN_NC_073231.2_150671310_5	DN_NC_073244.2_70422477_3	0.1908	0.1123	0.1908
LOC101153526	ZSCAN9	genuine	0						
LOC101153611	LOC115931590	TP	1	1.0000	DN_NC_073244.2_68293337_5	DN_NC_073244.2_68333010_5	0.0346	0.0340	0.0346
LOC101153611	ZSCAN5B	truthbar	1	0.4856	DN_NC_073244.2_68258639_5	DN_NC_073244.2_68333010_5	0.0240	0.0340	0.0340
LOC101153725	LOC101153837	truthbar	1	0.1950	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18232282_4	0.3252	0.1848	0.3252
LOC101153725	LOC101154200	truthbar	1	0.2105	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18307855_4	0.3252	0.2845	0.3252
LOC101153725	LOC109024269	genuine	0	0.3119	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18045307_2	0.3252	0.2882	0.3252
LOC101153725	LOC109025073	truthbar	1	0.2667	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18096775_3	0.3252	0.2715	0.3252
LOC101153725	LOC129527774	genuine	0						
LOC101153725	RPL14	genuine	0						
LOC101153725	ZNF124	truthbar	1	0.3556	DN_NC_073224.2_8261601_4	DN_NC_073244.2_17678736_4	0.2609	0.3252	0.3252
LOC101153725	ZNF136	truthbar	1	0.3288	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18201516_4	0.3252	0.2902	0.3252
LOC101153725	ZNF14	truthbar	1	0.2761	DN_NC_073244.2_17678736_4	DN_NC_073244.2_26156853_4	0.3252	0.3080	0.3252
LOC101153725	ZNF426	truthbar	1	0.2522	DN_NC_073244.2_15569240_8	DN_NC_073244.2_17678736_4	0.2474	0.3252	0.3252
LOC101153725	ZNF433	truthbar	1	0.3419	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18047026_4	0.3252	0.2906	0.3252
LOC101153725	ZNF440	truthbar	1	0.2396	DN_NC_073244.2_17678736_4	DN_NC_073244.2_17846610_4	0.3252	0.2517	0.3252
LOC101153725	ZNF441	truthbar	1	0.1555	DN_NC_073244.2_17678736_4	DN_NC_073244.2_17797611_4	0.3252	0.3134	0.3252
LOC101153725	ZNF443	truthbar	1	0.3209	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18470484_4	0.3252	0.1929	0.3252
LOC101153725	ZNF490	truthbar	1	0.1705	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18614963_5	0.3252	0.3893	0.3893
LOC101153725	ZNF563	truthbar	1	0.2781	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18356684_4	0.3252	0.3045	0.3252
LOC101153725	ZNF564	truthbar	1	0.1885	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18564507_4	0.3252	0.3214	0.3252
LOC101153725	ZNF57	truthbar	1	0.3103	DN_NC_073244.2_17678736_4	DN_NC_073244.2_8680135_4	0.3252	0.2270	0.3252
LOC101153725	ZNF627	truthbar	1	0.3940	DN_NC_073244.2_17635782_4	DN_NC_073244.2_17678736_4	0.2854	0.3252	0.3252
LOC101153725	ZNF669	truthbar	1	0.3754	DN_NC_073224.2_8329397_4	DN_NC_073244.2_17678736_4	0.3619	0.3252	0.3619
LOC101153725	ZNF670	truthbar	1						
LOC101153725	ZNF77	truthbar	1	0.2224	DN_NC_073244.2_17700597_4	DN_NC_073244.2_8711681_4	0.2962	0.1126	0.2962
LOC101153725	ZNF791	truthbar	1						
LOC101153725	ZNF799	truthbar	1	0.2557	DN_NC_073244.2_17678736_4	DN_NC_073244.2_18426035_4	0.3252	0.2437	0.3252
