case	entity_id	entity_type	chrom	start	end	strand	fresh_family	fresh_copy	annotation	disposition	membership_role	coordinate_space
NBPF_core	DB~NBPF_core~30	BLOCK	.	0	23837	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~31	BLOCK	.	0	23004	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~32	BLOCK	.	0	4003	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~33	BLOCK	.	0	16171	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~34	BLOCK	.	0	2969	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~35	BLOCK	.	0	3535	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~36	BLOCK	.	0	4409	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~37	BLOCK	.	0	4586	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~38	BLOCK	.	0	4494	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~39	BLOCK	.	0	4599	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~40	BLOCK	.	0	4492	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~41	BLOCK	.	0	6684	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~42	BLOCK	.	0	5991	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~43	BLOCK	.	0	5358	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~44	BLOCK	.	0	10119	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~45	BLOCK	.	0	4300	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~46	BLOCK	.	0	2845	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~47	BLOCK	.	0	21314	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~48	BLOCK	.	0	7818	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~49	BLOCK	.	0	13137	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~50	BLOCK	.	0	7786	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~51	BLOCK	.	0	13270	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~52	BLOCK	.	0	6505	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~53	BLOCK	.	0	6470	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~54	BLOCK	.	0	6713	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~55	BLOCK	.	0	6480	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~56	BLOCK	.	0	6522	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~57	BLOCK	.	0	6721	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~58	BLOCK	.	0	22740	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~59	BLOCK	.	0	4867	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~60	BLOCK	.	0	16220	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~61	BLOCK	.	0	22740	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~62	BLOCK	.	0	22715	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~63	BLOCK	.	0	3966	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~64	BLOCK	.	0	16220	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~65	BLOCK	.	0	2953	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~66	BLOCK	.	0	3525	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~67	BLOCK	.	0	4946	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~68	BLOCK	.	0	16243	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~69	BLOCK	.	0	23058	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~70	BLOCK	.	0	23028	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~71	BLOCK	.	0	4023	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~72	BLOCK	.	0	16222	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~73	BLOCK	.	0	2985	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~74	BLOCK	.	0	3537	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~75	BLOCK	.	0	7322	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~76	BLOCK	.	0	4908	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~77	BLOCK	.	0	4900	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~78	BLOCK	.	0	5483	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~79	BLOCK	.	0	4892	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~80	BLOCK	.	0	4459	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~81	BLOCK	.	0	16214	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~82	BLOCK	.	0	16204	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~83	BLOCK	.	0	5400	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~84	BLOCK	.	0	16452	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~85	BLOCK	.	0	4378	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~86	BLOCK	.	0	3537	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~87	BLOCK	.	0	23010	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~88	BLOCK	.	0	4029	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~89	BLOCK	.	0	16204	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~90	BLOCK	.	0	3001	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~91	BLOCK	.	0	3537	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~92	BLOCK	.	0	4033	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~93	BLOCK	.	0	16204	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~94	BLOCK	.	0	2997	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~95	BLOCK	.	0	3537	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~96	BLOCK	.	0	4023	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~97	BLOCK	.	0	4482	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~98	BLOCK	.	0	2995	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_core	DB~NBPF_core~99	BLOCK	.	0	3537	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	L~chr12_110591816_110607946	LOCUS	chr12	110591816	110607946	+	GWFAM8	3	TCTN1	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
NBPF_repeat_bridge	L~chr14_18170236_18190010	LOCUS	chr14	18170236	18190010	+	GWFAM8	4	DHRS4L2	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
NBPF_repeat_bridge	L~chr14_31943082_31948334	LOCUS	chr14	31943082	31948334	+	GWFAM15	0	TTC6	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
NBPF_repeat_bridge	L~chr15_40664879_40672646	LOCUS	chr15	40664879	40672646	+	GWFAM8	5	TTBK2	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
NBPF_repeat_bridge	L~chr15_46535297_46542401	LOCUS	chr15	46535297	46542401	+	GWFAM8	6	CEP152	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
NBPF_repeat_bridge	L~chr18_79318414_79365251	LOCUS	chr18	79318414	79365251	+	GWFAM8	7	ATP9B	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
NBPF_repeat_bridge	L~chr1_108256107_108352036	LOCUS	chr1	108256107	108352036	-	GWFAM1	4	NBPF4	KEEP_KNOWN_OUTLIER	FAMILY_MEMBER_OUTLIER	genome
NBPF_repeat_bridge	L~chr1_224377066_224384199	LOCUS	chr1	224377066	224384199	+	GWFAM8	1	DNAH14	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
NBPF_repeat_bridge	L~chr20_5512078_5518490	LOCUS	chr20	5512078	5518490	+	GWFAM8	9	.	REVIEW_UNTYPED	REVIEW	genome
NBPF_repeat_bridge	L~chr20_5535248_5544066	LOCUS	chr20	5535248	5544066	+	GWFAM30	0	.	REVIEW_UNTYPED	REVIEW	genome
NBPF_repeat_bridge	L~chr2_110773830_110806970	LOCUS	chr2	110773830	110806970	-	GWFAM8	8	LIMS4	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
NBPF_repeat_bridge	L~chr5_86491157_86514189	LOCUS	chr5	86491157	86514189	-	GWFAM8	10	.	REVIEW_UNTYPED	REVIEW	genome
NBPF_repeat_bridge	L~chr6_143315899_143338050	LOCUS	chr6	143315899	143338050	+	GWFAM15	3	NMBR	REVIEW_CONFLICTING_GENE	EXCLUDE_CONFOUND	genome
NBPF_repeat_bridge	L~chr7_54952741_54954933	LOCUS	chr7	54952741	54954933	+	GWFAM8	11	.	REVIEW_UNTYPED	REVIEW	genome
NBPF_repeat_bridge	L~chr8_82275840_82283845	LOCUS	chr8	82275840	82283845	+	GWFAM8	12	.	REVIEW_UNTYPED	REVIEW	genome
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~0	BLOCK	.	0	1137	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~1	BLOCK	.	0	1137	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~2	BLOCK	.	0	1139	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~3	BLOCK	.	0	1142	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~4	BLOCK	.	0	1102	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~5	BLOCK	.	0	1024	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~6	BLOCK	.	0	1495	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~7	BLOCK	.	0	1165	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~8	BLOCK	.	0	1473	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~9	BLOCK	.	0	1251	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~10	BLOCK	.	0	1244	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~11	BLOCK	.	0	1426	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~12	BLOCK	.	0	1994	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~13	BLOCK	.	0	1083	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~14	BLOCK	.	0	1083	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~15	BLOCK	.	0	1036	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~16	BLOCK	.	0	1019	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~17	BLOCK	.	0	2453	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~18	BLOCK	.	0	1762	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~19	BLOCK	.	0	1340	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~20	BLOCK	.	0	1132	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~21	BLOCK	.	0	2581	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~22	BLOCK	.	0	1831	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~23	BLOCK	.	0	1130	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~24	BLOCK	.	0	1409	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	RB~NBPF_repeat_bridge~25	BLOCK	.	0	1129	+	.	.	.	RNA_BLOCK	EVIDENCE_WITNESS	exon_sum_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~0	BLOCK	.	0	1177	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~1	BLOCK	.	0	3840	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~2	BLOCK	.	0	1409	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~3	BLOCK	.	0	1427	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~4	BLOCK	.	0	3250	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~5	BLOCK	.	0	1129	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~6	BLOCK	.	0	1290	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~7	BLOCK	.	0	1132	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~8	BLOCK	.	0	2904	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~9	BLOCK	.	0	2669	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~10	BLOCK	.	0	1130	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~11	BLOCK	.	0	1081	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~12	BLOCK	.	0	1343	-	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
NBPF_repeat_bridge	DB~NBPF_repeat_bridge~13	BLOCK	.	0	3435	+	.	.	.	DNA_BLOCK	EVIDENCE_WITNESS	transcript_normalised_genomic_span_pairwise_witness
