case	source_id	target_id	relation	layer	identity	coverage	orientation	source_interval	target_interval	evidence	direction_status
GOLGA6_8	L~chr15_20279485_20289994	L~chr15_32184800_32193680	DNA_DUPLICATION	DNA	0.9073	0.6186	+	1850-7139	0-5493	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	DB~GOLGA6_8~29	CONTAINS	DNA	0.9073	0.6186	+	1850-7139	0-5493	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	DB~GOLGA6_8~29	CONTAINS	DNA	0.9073	0.6186	+	0-5493	1850-7139	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	L~chr15_73646286_73657758	DNA_DUPLICATION	DNA	0.8644	0.7117	+	2898-10377	3628-11449	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_20279485_20289994	DB~GOLGA6_8~30	CONTAINS	DNA	0.8644	0.7117	+	2898-10377	3628-11449	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	DB~GOLGA6_8~30	CONTAINS	DNA	0.8644	0.7117	+	3628-11449	2898-10377	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	L~chr15_20972619_20985986	DNA_DUPLICATION	DNA	0.9963	1.0000	+	0-13376	0-13367	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~31	CONTAINS	DNA	0.9963	1.0000	+	0-13376	0-13367	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~31	CONTAINS	DNA	0.9963	1.0000	+	0-13367	0-13376	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	L~chr15_26121347_26134747	DNA_DUPLICATION	DNA	0.9913	1.0000	+	0-13376	9-13394	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~32	CONTAINS	DNA	0.9913	1.0000	+	0-13376	9-13394	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~32	CONTAINS	DNA	0.9913	1.0000	+	9-13394	0-13376	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	L~chr15_26296281_26309739	DNA_DUPLICATION	DNA	0.9915	1.0000	+	0-13376	0-13385	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~33	CONTAINS	DNA	0.9915	1.0000	+	0-13376	0-13385	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~33	CONTAINS	DNA	0.9915	1.0000	+	0-13385	0-13376	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	L~chr15_27926395_27929106	DNA_DUPLICATION	DNA	0.9072	0.7632	+	7-2106	354-2423	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~34	CONTAINS	DNA	0.9072	0.7632	+	7-2106	354-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~34	CONTAINS	DNA	0.9072	0.7632	+	354-2423	7-2106	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	L~chr15_30241447_30252178	DNA_DUPLICATION	DNA	0.9242	1.0000	+	26-10616	0-10731	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~35	CONTAINS	DNA	0.9242	1.0000	+	26-10616	0-10731	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	DB~GOLGA6_8~35	CONTAINS	DNA	0.9242	1.0000	+	0-10731	26-10616	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	L~chr15_32184800_32193680	DNA_DUPLICATION	DNA	0.9160	0.5627	+	2091-7109	507-5504	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~36	CONTAINS	DNA	0.9160	0.5627	+	2091-7109	507-5504	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	DB~GOLGA6_8~36	CONTAINS	DNA	0.9160	0.5627	+	507-5504	2091-7109	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	L~chr15_73646286_73657758	DNA_DUPLICATION	DNA	0.8708	0.6830	+	2612-10471	3628-11463	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~37	CONTAINS	DNA	0.8708	0.6830	+	2612-10471	3628-11463	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	DB~GOLGA6_8~37	CONTAINS	DNA	0.8708	0.6830	+	3628-11463	2612-10471	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	L~chr15_82259345_82265184	DNA_DUPLICATION	DNA	0.8604	0.5390	+	10104-13374	2461-5608	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~38	CONTAINS	DNA	0.8604	0.5390	+	10104-13374	2461-5608	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	DB~GOLGA6_8~38	CONTAINS	DNA	0.8604	0.5390	+	2461-5608	10104-13374	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.9223	0.8621	-	10373-12427	331-2401	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_20841196_20854572	DB~GOLGA6_8~39	CONTAINS	DNA	0.9223	0.8621	-	10373-12427	331-2401	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~39	CONTAINS	DNA	0.9223	0.8621	-	331-2401	10373-12427	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	L~chr15_26121347_26134747	DNA_DUPLICATION	DNA	0.9915	1.0000	+	0-13367	9-13394	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~40	CONTAINS	DNA	0.9915	1.0000	+	0-13367	9-13394	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~40	CONTAINS	DNA	0.9915	1.0000	+	9-13394	0-13367	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	L~chr15_26296281_26309739	DNA_DUPLICATION	DNA	0.9916	1.0000	+	0-13367	0-13385	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~41	CONTAINS	DNA	0.9916	1.0000	+	0-13367	0-13385	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~41	CONTAINS	DNA	0.9916	1.0000	+	0-13385	0-13367	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	L~chr15_27926395_27929106	DNA_DUPLICATION	DNA	0.9057	0.7632	+	7-2104	354-2423	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~42	CONTAINS	DNA	0.9057	0.7632	+	7-2104	354-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~42	CONTAINS	DNA	0.9057	0.7632	+	354-2423	7-2104	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	L~chr15_30241447_30252178	DNA_DUPLICATION	DNA	0.9235	1.0000	+	26-10609	0-10731	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~43	CONTAINS	DNA	0.9235	1.0000	+	26-10609	0-10731	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	DB~GOLGA6_8~43	CONTAINS	DNA	0.9235	1.0000	+	0-10731	26-10609	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	L~chr15_32184800_32193680	DNA_DUPLICATION	DNA	0.9162	0.5627	+	2089-7102	507-5504	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~44	CONTAINS	DNA	0.9162	0.5627	+	2089-7102	507-5504	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	DB~GOLGA6_8~44	CONTAINS	DNA	0.9162	0.5627	+	507-5504	2089-7102	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	L~chr15_73646286_73657758	DNA_DUPLICATION	DNA	0.8690	0.6830	+	2610-10464	3628-11463	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~45	CONTAINS	DNA	0.8690	0.6830	+	2610-10464	3628-11463	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	DB~GOLGA6_8~45	CONTAINS	DNA	0.8690	0.6830	+	3628-11463	2610-10464	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	L~chr15_82259345_82265184	DNA_DUPLICATION	DNA	0.8613	0.5390	+	10097-13365	2461-5608	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~46	CONTAINS	DNA	0.8613	0.5390	+	10097-13365	2461-5608	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	DB~GOLGA6_8~46	CONTAINS	DNA	0.8613	0.5390	+	2461-5608	10097-13365	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.9223	0.8621	-	10366-12418	331-2401	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_20972619_20985986	DB~GOLGA6_8~47	CONTAINS	DNA	0.9223	0.8621	-	10366-12418	331-2401	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~47	CONTAINS	DNA	0.9223	0.8621	-	331-2401	10366-12418	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_21175968_21180517	L~chr15_27926395_27929106	DNA_DUPLICATION	DNA	0.8283	0.7540	+	0-2050	379-2423	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_21175968_21180517	DB~GOLGA6_8~48	CONTAINS	DNA	0.8283	0.7540	+	0-2050	379-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~48	CONTAINS	DNA	0.8283	0.7540	+	379-2423	0-2050	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_21175968_21180517	L~chr5_7237265_7244593	DNA_DUPLICATION	DNA	0.9160	0.9991	+	0-4545	82-4277	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_21175968_21180517	DB~GOLGA6_8~49	CONTAINS	DNA	0.9160	0.9991	+	0-4545	82-4277	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr5_7237265_7244593	DB~GOLGA6_8~49	CONTAINS	DNA	0.9160	0.9991	+	82-4277	0-4545	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	L~chr15_26296281_26309739	DNA_DUPLICATION	DNA	0.9996	0.9993	+	9-13400	0-13391	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~50	CONTAINS	DNA	0.9996	0.9993	+	9-13400	0-13391	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~50	CONTAINS	DNA	0.9996	0.9993	+	0-13391	9-13400	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	L~chr15_27926395_27929106	DNA_DUPLICATION	DNA	0.9067	0.7672	+	5-2113	343-2423	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~51	CONTAINS	DNA	0.9067	0.7672	+	5-2113	343-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~51	CONTAINS	DNA	0.9067	0.7672	+	343-2423	5-2113	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	L~chr15_30241447_30252178	DNA_DUPLICATION	DNA	0.9221	1.0000	+	35-10635	0-10731	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~52	CONTAINS	DNA	0.9221	1.0000	+	35-10635	0-10731	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	DB~GOLGA6_8~52	CONTAINS	DNA	0.9221	1.0000	+	0-10731	35-10635	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	L~chr15_32184800_32193680	DNA_DUPLICATION	DNA	0.9174	0.5627	+	2098-7113	507-5504	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~53	CONTAINS	DNA	0.9174	0.5627	+	2098-7113	507-5504	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	DB~GOLGA6_8~53	CONTAINS	DNA	0.9174	0.5627	+	507-5504	2098-7113	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	L~chr15_73646286_73657758	DNA_DUPLICATION	DNA	0.8692	0.6830	+	2619-10490	3628-11463	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~54	CONTAINS	DNA	0.8692	0.6830	+	2619-10490	3628-11463	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	DB~GOLGA6_8~54	CONTAINS	DNA	0.8692	0.6830	+	3628-11463	2619-10490	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	L~chr15_82259345_82265184	DNA_DUPLICATION	DNA	0.8606	0.5403	+	10123-13400	2461-5616	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~55	CONTAINS	DNA	0.8606	0.5403	+	10123-13400	2461-5616	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	DB~GOLGA6_8~55	CONTAINS	DNA	0.8606	0.5403	+	2461-5616	10123-13400	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.9203	0.8621	-	10392-12445	331-2401	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_26121347_26134747	DB~GOLGA6_8~56	CONTAINS	DNA	0.9203	0.8621	-	10392-12445	331-2401	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~56	CONTAINS	DNA	0.9203	0.8621	-	331-2401	10392-12445	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_27926395_27929106	DNA_DUPLICATION	DNA	0.9076	0.7632	+	7-2104	354-2423	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~57	CONTAINS	DNA	0.9076	0.7632	+	7-2104	354-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~57	CONTAINS	DNA	0.9076	0.7632	+	354-2423	7-2104	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_30241447_30252178	DNA_DUPLICATION	DNA	0.9223	1.0000	+	26-10626	0-10731	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~58	CONTAINS	DNA	0.9223	1.0000	+	26-10626	0-10731	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	DB~GOLGA6_8~58	CONTAINS	DNA	0.9223	1.0000	+	0-10731	26-10626	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_32184800_32193680	DNA_DUPLICATION	DNA	0.9174	0.5627	+	2089-7104	507-5504	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~59	CONTAINS	DNA	0.9174	0.5627	+	2089-7104	507-5504	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	DB~GOLGA6_8~59	CONTAINS	DNA	0.9174	0.5627	+	507-5504	2089-7104	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_73646286_73657758	DNA_DUPLICATION	DNA	0.8687	0.6830	+	2610-10481	3628-11463	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~60	CONTAINS	DNA	0.8687	0.6830	+	2610-10481	3628-11463	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	DB~GOLGA6_8~60	CONTAINS	DNA	0.8687	0.6830	+	3628-11463	2610-10481	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_82259345_82265184	DNA_DUPLICATION	DNA	0.8607	0.5501	+	10114-13456	2461-5673	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~61	CONTAINS	DNA	0.8607	0.5501	+	10114-13456	2461-5673	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	DB~GOLGA6_8~61	CONTAINS	DNA	0.8607	0.5501	+	2461-5673	10114-13456	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.9203	0.8621	-	10383-12436	331-2401	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_26296281_26309739	DB~GOLGA6_8~62	CONTAINS	DNA	0.9203	0.8621	-	10383-12436	331-2401	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~62	CONTAINS	DNA	0.9203	0.8621	-	331-2401	10383-12436	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	L~chr15_30241447_30252178	DNA_DUPLICATION	DNA	0.9820	0.8624	+	373-2711	0-2335	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~63	CONTAINS	DNA	0.9820	0.8624	+	373-2711	0-2335	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	DB~GOLGA6_8~63	CONTAINS	DNA	0.9820	0.8624	+	0-2335	373-2711	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	L~chr15_73646286_73657758	DNA_DUPLICATION	DNA	0.8771	0.7543	+	378-2423	0-2017	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~64	CONTAINS	DNA	0.8771	0.7543	+	378-2423	0-2017	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	DB~GOLGA6_8~64	CONTAINS	DNA	0.8771	0.7543	+	0-2017	378-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	L~chr15_80204134_80213595	DNA_DUPLICATION	DNA	0.8854	0.7650	+	349-2423	9-2076	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~65	CONTAINS	DNA	0.8854	0.7650	+	349-2423	9-2076	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	DB~GOLGA6_8~65	CONTAINS	DNA	0.8854	0.7650	+	9-2076	349-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	L~chr15_80293456_80303275	DNA_DUPLICATION	DNA	0.8888	0.8938	+	0-2423	304-2731	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~66	CONTAINS	DNA	0.8888	0.8938	+	0-2423	304-2731	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	DB~GOLGA6_8~66	CONTAINS	DNA	0.8888	0.8938	+	304-2731	0-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	L~chr15_82101756_82111482	DNA_DUPLICATION	DNA	0.8887	0.7636	+	353-2423	0-2069	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~67	CONTAINS	DNA	0.8887	0.7636	+	353-2423	0-2069	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	DB~GOLGA6_8~67	CONTAINS	DNA	0.8887	0.7636	+	0-2069	353-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	L~chr9_140463642_140483173	DNA_DUPLICATION	DNA	0.8420	0.7636	+	353-2423	0-2320	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~68	CONTAINS	DNA	0.8420	0.7636	+	353-2423	0-2320	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr9_140463642_140483173	DB~GOLGA6_8~68	CONTAINS	DNA	0.8420	0.7636	+	0-2320	353-2423	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	L~chr5_7237265_7244593	DNA_DUPLICATION	DNA	0.8191	0.7827	+	297-2419	0-1770	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_27926395_27929106	DB~GOLGA6_8~69	CONTAINS	DNA	0.8191	0.7827	+	297-2419	0-1770	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr5_7237265_7244593	DB~GOLGA6_8~69	CONTAINS	DNA	0.8191	0.7827	+	0-1770	297-2419	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	L~chr15_32184800_32193680	DNA_DUPLICATION	DNA	0.9078	0.6189	+	1823-7336	0-5496	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	DB~GOLGA6_8~70	CONTAINS	DNA	0.9078	0.6189	+	1823-7336	0-5496	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	DB~GOLGA6_8~70	CONTAINS	DNA	0.9078	0.6189	+	0-5496	1823-7336	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	L~chr15_73646286_73657758	DNA_DUPLICATION	DNA	0.8625	0.7186	+	2858-10569	3628-11449	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_30241447_30252178	DB~GOLGA6_8~71	CONTAINS	DNA	0.8625	0.7186	+	2858-10569	3628-11449	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	DB~GOLGA6_8~71	CONTAINS	DNA	0.8625	0.7186	+	3628-11449	2858-10569	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	L~chr15_73646286_73657758	DNA_DUPLICATION	DNA	0.8749	0.5044	+	1029-5508	3628-8165	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	DB~GOLGA6_8~72	CONTAINS	DNA	0.8749	0.5044	+	1029-5508	3628-8165	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_73646286_73657758	DB~GOLGA6_8~72	CONTAINS	DNA	0.8749	0.5044	+	3628-8165	1029-5508	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.9749	0.9996	-	6487-8880	1-2401	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_32184800_32193680	DB~GOLGA6_8~73	CONTAINS	DNA	0.9749	0.9996	-	6487-8880	1-2401	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~73	CONTAINS	DNA	0.9749	0.9996	-	1-2401	6487-8880	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	L~chr15_80293456_80303275	DNA_DUPLICATION	DNA	0.9885	1.0000	+	0-9461	651-9803	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	DB~GOLGA6_8~74	CONTAINS	DNA	0.9885	1.0000	+	0-9461	651-9803	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	DB~GOLGA6_8~74	CONTAINS	DNA	0.9885	1.0000	+	651-9803	0-9461	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	L~chr15_82101756_82111482	DNA_DUPLICATION	DNA	0.9882	0.9986	+	13-9461	0-9710	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	DB~GOLGA6_8~75	CONTAINS	DNA	0.9882	0.9986	+	13-9461	0-9710	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	DB~GOLGA6_8~75	CONTAINS	DNA	0.9882	0.9986	+	0-9710	13-9461	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	L~chr15_82259345_82265184	DNA_DUPLICATION	DNA	0.9856	0.9608	+	4113-9461	0-5610	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	DB~GOLGA6_8~76	CONTAINS	DNA	0.9856	0.9608	+	4113-9461	0-5610	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	DB~GOLGA6_8~76	CONTAINS	DNA	0.9856	0.9608	+	0-5610	4113-9461	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.8957	0.6531	-	6660-8295	809-2377	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_80204134_80213595	DB~GOLGA6_8~77	CONTAINS	DNA	0.8957	0.6531	-	6660-8295	809-2377	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~77	CONTAINS	DNA	0.8957	0.6531	-	809-2377	6660-8295	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	L~chr15_82101756_82111482	DNA_DUPLICATION	DNA	0.9900	1.0000	+	664-9819	0-9726	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	DB~GOLGA6_8~78	CONTAINS	DNA	0.9900	1.0000	+	664-9819	0-9726	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	DB~GOLGA6_8~78	CONTAINS	DNA	0.9900	1.0000	+	0-9726	664-9819	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	L~chr15_82259345_82265184	DNA_DUPLICATION	DNA	0.9888	0.8906	+	4859-9819	426-5626	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	DB~GOLGA6_8~79	CONTAINS	DNA	0.9888	0.8906	+	4859-9819	426-5626	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82259345_82265184	DB~GOLGA6_8~79	CONTAINS	DNA	0.9888	0.8906	+	426-5626	4859-9819	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	L~chr15_32330973_32333374	DNA_DUPLICATION	DNA	0.8947	0.6531	-	7043-8627	809-2377	DNA_ONLY	UNROOTED
GOLGA6_8	L~chr15_80293456_80303275	DB~GOLGA6_8~80	CONTAINS	DNA	0.8947	0.6531	-	7043-8627	809-2377	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_32330973_32333374	DB~GOLGA6_8~80	CONTAINS	DNA	0.8947	0.6531	-	809-2377	7043-8627	minimap2_PAF	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	L~chr15_82259345_82265184	DNA_DUPLICATION	DNA	0.9991	0.9635	+	4105-9726	0-5626	RNA_DNA	UNROOTED
GOLGA6_8	L~chr15_82101756_82111482	DB~GOLGA6_8~81	CONTAINS	DNA	0.9991	0.9635	+	4105-9726	0-5626	minimap2_PAF	UNROOTED
