gene_a	chrom_a	gene_b	chrom_b	core_cov	core_ident	same_chrom
LOC129526121	NC_073238.2	LOC129528623	NC_073244.2	0.657	0.974	0
LOC129526121	NC_073238.2	LOC129528624	NC_073244.2	0.657	0.974	0
LOC129526121	NC_073238.2	LOC129528625	NC_073244.2	0.657	0.974	0
LOC129526152	NC_073238.2	LOC129528623	NC_073244.2	0.657	0.974	0
LOC129526152	NC_073238.2	LOC129528624	NC_073244.2	0.657	0.974	0
LOC129526152	NC_073238.2	LOC129528625	NC_073244.2	0.657	0.974	0
LOC129526203	NC_073238.2	LOC129528623	NC_073244.2	0.657	0.974	0
LOC129526203	NC_073238.2	LOC129528624	NC_073244.2	0.657	0.974	0
LOC129526203	NC_073238.2	LOC129528625	NC_073244.2	0.657	0.974	0
LOC129526208	NC_073238.2	LOC129528623	NC_073244.2	0.657	0.974	0
LOC129526208	NC_073238.2	LOC129528624	NC_073244.2	0.657	0.974	0
LOC129526208	NC_073238.2	LOC129528625	NC_073244.2	0.657	0.974	0
LOC129526210	NC_073238.2	LOC129528623	NC_073244.2	0.657	0.974	0
LOC129526210	NC_073238.2	LOC129528624	NC_073244.2	0.657	0.974	0
LOC129526210	NC_073238.2	LOC129528625	NC_073244.2	0.657	0.974	0
LOC129528623	NC_073244.2	LOC134757023	NC_073238.2	0.657	0.974	0
LOC129528623	NC_073244.2	LOC134757024	NC_073238.2	0.657	0.974	0
LOC129528624	NC_073244.2	LOC134757023	NC_073238.2	0.657	0.974	0
LOC129528624	NC_073244.2	LOC134757024	NC_073238.2	0.657	0.974	0
LOC129528625	NC_073244.2	LOC134757023	NC_073238.2	0.657	0.974	0
LOC129528625	NC_073244.2	LOC134757024	NC_073238.2	0.657	0.974	0
LOC109023850	NC_073243.2	LOC109027415	NC_073229.2	0.286	0.974	0
LOC129526444	NC_073238.2	SLX9	NC_073246.2	0.317	0.974	0
LOC101148834	NC_073224.2	LOC109024418	NC_073245.2	1.0	0.974	0
LOC129531638	NC_073236.2	MRPL36	NC_073243.2	0.631	0.974	0
LOC101126499	NC_073239.2	LOC101146767	NC_073247.2	0.852	0.974	0
CBFB	NC_073242.2	LOC115931076	NC_073238.2	0.157	0.974	0
LOC129532449	NC_086017.1	RPS18	NC_073229.2	0.931	0.974	0
LOC101129521	NC_073240.2	LOC115930192	NC_073224.2	0.508	0.974	0
LOC129532624	NC_073230.2	LOC134758129	NC_086017.1	0.169	0.974	0
LOC109024489	NC_073246.2	LOC115933486	NC_073233.2	0.962	0.974	0
DNAJC19	NC_086017.1	LOC101124312	NC_073239.2	0.98	0.974	0
LOC101152815	NC_073233.2	RPL23A	NC_073228.2	0.793	0.974	0
LOC109024489	NC_073246.2	LOC129530113	NC_073247.2	0.988	0.974	0
LOC101144435	NC_073227.2	LOC115933486	NC_073233.2	0.503	0.974	0
LOC101126684	NC_073232.2	LOC109024489	NC_073246.2	0.896	0.974	0
LOC101126684	NC_073232.2	LOC129533959	NC_073228.2	0.874	0.974	0
LOC101126684	NC_073232.2	RPL21	NC_073238.2	0.743	0.974	0
LOC101140422	NC_073224.2	TMA7	NC_086017.1	0.997	0.974	0
LOC101138853	NC_073231.2	NREP	NC_073228.2	0.747	0.974	0
LOC109028868	NC_073233.2	RPS27	NC_073224.2	0.923	0.974	0
LOC129523684	NC_073230.2	LOC134759134	NC_073231.2	0.142	0.974	0
LOC129523684	NC_073230.2	LOC134759136	NC_073231.2	0.142	0.974	0
LOC101132823	NC_073247.2	MRPS18C	NC_073227.2	0.506	0.974	0
LOC101136692	NC_073236.2	LOC129531666	NC_073236.2	0.224	0.973	1
LOC101125737	NC_073224.2	LOC115932984	NC_073224.2	0.227	0.973	1
LOC101135585	NC_073224.2	LOC115934004	NC_073224.2	0.454	0.973	1
LOC129523553	NC_073227.2	LOC129526178	NC_073238.2	0.337	0.973	0
LOC101148918	NC_073224.2	LOC134757481	NC_073242.2	0.218	0.973	0
LOC129525556	NC_073233.2	LOC134756357	NC_073224.2	0.309	0.973	0
LOC134756357	NC_073224.2	LOC134756800	NC_073236.2	0.393	0.973	0
LOC115934041	NC_086017.1	LOC129528280	NC_073241.2	0.377	0.973	0
LOC115934657	NC_073228.2	PCDHB8	NC_073228.2	0.217	0.973	1
IGSF3	NC_073224.2	LOC134757055	NC_073238.2	0.911	0.973	0
IGSF3	NC_073224.2	LOC129529647	NC_086018.1	0.933	0.973	0
IGSF3	NC_073224.2	LOC129529384	NC_073246.2	0.848	0.973	0
IGSF3	NC_073224.2	LOC129526379	NC_073238.2	0.852	0.973	0
LOC129525550	NC_073233.2	LOC134757253	NC_073240.2	0.332	0.973	0
LOC129525550	NC_073233.2	LOC129528280	NC_073241.2	0.32	0.973	0
IGSF3	NC_073224.2	LOC129524663	NC_073237.2	0.462	0.973	0
IGSF3	NC_073224.2	LOC129530382	NC_073248.2	0.416	0.973	0
KRT6A	NC_073234.2	LOC101136938	NC_073234.2	0.817	0.973	1
LOC115930151	NC_073240.2	LOC134756357	NC_073224.2	0.371	0.973	0
LOC101125455	NC_073244.2	LOC101130387	NC_073244.2	0.84	0.973	1
LOC129530256	NC_073248.2	LOC129530267	NC_073248.2	0.522	0.973	1
LOC101148972	NC_073234.2	LOC101150168	NC_073234.2	0.516	0.973	1
LOC134758982	NC_073231.2	LOC134759057	NC_073231.2	0.831	0.973	1
LOC134758989	NC_073231.2	LOC134759057	NC_073231.2	0.831	0.973	1
LOC134758990	NC_073231.2	LOC134759057	NC_073231.2	0.831	0.973	1
LOC134758983	NC_073231.2	LOC134759057	NC_073231.2	0.831	0.973	1
LOC115931957	NC_086018.1	PRODH	NC_086018.1	0.482	0.973	1
LOC134758996	NC_073231.2	LOC134759057	NC_073231.2	0.831	0.973	1
LOC129524346	NC_073231.2	LOC134759057	NC_073231.2	0.81	0.973	1
LOC101127189	NC_073233.2	LOC101127800	NC_073233.2	1.0	0.973	1
LOC115935290	NC_073230.2	LOC115935297	NC_073230.2	0.707	0.973	1
LOC129523855	NC_073230.2	LOC129533402	NC_073228.2	0.372	0.973	0
LOC129530259	NC_073248.2	LOC129530266	NC_073248.2	0.432	0.973	1
LOC129526568	NC_073239.2	LOC129526569	NC_073239.2	0.984	0.973	1
LOC129523578	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532360	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532377	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532378	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532381	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532382	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532414	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532417	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532418	NC_086017.1	LOC129532829	NC_073227.2	0.978	0.973	0
LOC129532419	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532420	NC_086017.1	LOC129532829	NC_073227.2	0.978	0.973	0
LOC129532421	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532423	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532425	NC_086017.1	LOC129532829	NC_073227.2	1.0	0.973	0
LOC129532829	NC_073227.2	LOC134757997	NC_086017.1	1.0	0.973	0
LOC129532829	NC_073227.2	LOC134757998	NC_086017.1	1.0	0.973	0
LOC129532829	NC_073227.2	LOC134757999	NC_086017.1	1.0	0.973	0
LOC129532829	NC_073227.2	LOC134758000	NC_086017.1	1.0	0.973	0
LOC129532829	NC_073227.2	LOC134758001	NC_086017.1	1.0	0.973	0
LOC129532829	NC_073227.2	LOC134758002	NC_086017.1	1.0	0.973	0
LOC129532829	NC_073227.2	LOC134758003	NC_086017.1	1.0	0.973	0
LOC129532829	NC_073227.2	LOC134758004	NC_086017.1	0.978	0.973	0
LOC129532829	NC_073227.2	LOC134758005	NC_086017.1	0.978	0.973	0
LOC129532829	NC_073227.2	LOC134758006	NC_086017.1	0.978	0.973	0
LOC129532829	NC_073227.2	LOC134758007	NC_086017.1	0.978	0.973	0
LOC129532829	NC_073227.2	LOC134758008	NC_086017.1	0.978	0.973	0
LOC115932964	NC_073224.2	LOC129529411	NC_073224.2	1.0	0.973	1
LOC129525556	NC_073233.2	LOC129528719	NC_073244.2	0.174	0.973	0
LOC101151087	NC_073244.2	LOC129528711	NC_073244.2	1.0	0.973	1
LOC101151087	NC_073244.2	LOC129528712	NC_073244.2	1.0	0.973	1
LOC101151087	NC_073244.2	LOC129528713	NC_073244.2	1.0	0.973	1
LOC101151087	NC_073244.2	LOC129528714	NC_073244.2	1.0	0.973	1
LOC101143315	NC_073238.2	LOC115935612	NC_073231.2	0.486	0.973	0
LOC101148271	NC_073230.2	LOC134758127	NC_086017.1	0.705	0.973	0
LOC101128488	NC_073230.2	TMEM220	NC_073243.2	0.148	0.973	0
LOC109028905	NC_073236.2	LOC129530229	NC_073248.2	0.58	0.973	0
LOC134757481	NC_073242.2	LOC134759134	NC_073231.2	0.172	0.973	0
LOC134757481	NC_073242.2	LOC134759136	NC_073231.2	0.193	0.973	0
LOC129530229	NC_073248.2	LOC129531439	NC_073240.2	0.572	0.973	0
LOC115932637	NC_073240.2	LOC129534553	NC_073229.2	0.145	0.973	0
LOC101145104	NC_073247.2	RPSA	NC_086017.1	0.999	0.973	0
LOC101124600	NC_073244.2	LOC101154318	NC_073244.2	1.0	0.973	1
LOC115934622	NC_073228.2	LOC134756357	NC_073224.2	0.221	0.973	0
GNG10	NC_073237.2	LOC109023336	NC_073240.2	0.547	0.973	0
HNRNPCL1	NC_073224.2	LOC129533082	NC_073224.2	0.999	0.973	1
LOC101147747	NC_073224.2	LOC129525691	NC_073224.2	0.947	0.973	1
LOC115934622	NC_073228.2	LOC129532624	NC_073230.2	0.254	0.973	0
LOC101141135	NC_073244.2	LOC101141507	NC_073244.2	0.952	0.973	1
LOC115934622	NC_073228.2	LOC129532017	NC_073235.2	0.254	0.973	0
LOC129533082	NC_073224.2	LOC134758529	NC_073224.2	0.971	0.973	1
LOC115932905	NC_073240.2	LOC129524570	NC_073237.2	0.786	0.973	0
LOC101150231	NC_073245.2	LOC115931737	NC_073245.2	0.985	0.973	1
LOC101135508	NC_073227.2	RPL15	NC_086017.1	0.972	0.973	0
LOC109027802	NC_073232.2	LOC129523855	NC_073230.2	0.738	0.973	0
LOC115930826	NC_073240.2	LOC129527019	NC_073240.2	0.237	0.973	1
LOC101151343	NC_073247.2	LOC129523569	NC_073247.2	0.366	0.973	1
EIF3F	NC_073233.2	LOC129529383	NC_073246.2	0.258	0.973	0
LOC115932867	NC_073224.2	LOC134757814	NC_073224.2	0.851	0.973	1
LOC109027802	NC_073232.2	LOC129523553	NC_073227.2	0.737	0.973	0
LOC101136188	NC_073228.2	LOC101148918	NC_073224.2	0.431	0.973	0
LOC101124600	NC_073244.2	LOC129528606	NC_073244.2	0.582	0.973	1
LOC101124600	NC_073244.2	LOC129528610	NC_073244.2	0.582	0.973	1
LOC101124600	NC_073244.2	LOC129528611	NC_073244.2	0.582	0.973	1
LOC101124600	NC_073244.2	LOC129528615	NC_073244.2	0.582	0.973	1
LOC101124600	NC_073244.2	LOC129528616	NC_073244.2	0.582	0.973	1
LOC101124600	NC_073244.2	LOC129528617	NC_073244.2	0.582	0.973	1
LOC101124600	NC_073244.2	LOC129528618	NC_073244.2	0.582	0.973	1
LOC101124600	NC_073244.2	LOC129528619	NC_073244.2	0.594	0.973	1
LOC129529548	NC_086018.1	LOC129531947	NC_073235.2	1.0	0.973	0
LOC101151677	NC_073229.2	LOC115934984	NC_073229.2	0.673	0.973	1
LOC115934309	NC_073248.2	RGS12	NC_073227.2	0.433	0.973	0
LOC129527576	NC_073242.2	RPL7	NC_073231.2	0.998	0.973	0
LOC101131400	NC_073224.2	LOC115935403	NC_073224.2	0.417	0.973	1
LOC129525556	NC_073233.2	LOC134758129	NC_086017.1	0.357	0.973	0
LOC101136188	NC_073228.2	LOC129529231	NC_073224.2	0.433	0.973	0
LOC129530466	NC_073238.2	LOC129530496	NC_073246.2	0.313	0.973	0
LOC129530466	NC_073238.2	LOC129530567	NC_073246.2	0.313	0.973	0
HMGN2	NC_073224.2	LOC109023133	NC_073239.2	0.568	0.973	0
LOC109025131	NC_073230.2	LOC109027802	NC_073232.2	0.673	0.973	0
LOC101140002	NC_073240.2	LOC101154501	NC_073224.2	0.998	0.973	0
LOC129530466	NC_073238.2	LOC129530487	NC_073246.2	0.348	0.973	0
LOC115930774	NC_073240.2	LOC115930826	NC_073240.2	0.651	0.973	1
LOC109027802	NC_073232.2	LOC134759134	NC_073231.2	0.458	0.973	0
LOC109027802	NC_073232.2	LOC134759136	NC_073231.2	0.458	0.973	0
FRG1	NC_073227.2	LOC129526409	NC_073238.2	0.366	0.973	0
LOC101152650	NC_073230.2	RPS26	NC_073234.2	0.995	0.973	0
LOC134757221	NC_073240.2	ZCCHC14	NC_073242.2	0.328	0.973	0
LOC129523684	NC_073230.2	LOC129532017	NC_073235.2	0.178	0.973	0
LOC101141290	NC_073229.2	LOC109024489	NC_073246.2	0.993	0.973	0
LOC101141290	NC_073229.2	RPL21	NC_073238.2	1.0	0.973	0
LOC129527811	NC_073242.2	LOC129530113	NC_073247.2	0.994	0.973	0
LOC101147225	NC_073237.2	LOC115931637	NC_073244.2	1.0	0.973	0
LOC115931637	NC_073244.2	LOC129530591	NC_073241.2	1.0	0.973	0
LOC129533402	NC_073228.2	LOC129534554	NC_073229.2	0.218	0.973	0
LOC129529548	NC_086018.1	LOC129529639	NC_086018.1	1.0	0.973	1
LOC129526552	NC_073239.2	LOC134757038	NC_073238.2	1.0	0.973	0
LOC129527275	NC_073240.2	LOC129529639	NC_086018.1	1.0	0.973	0
LOC134757034	NC_073238.2	SNRPE	NC_073224.2	0.858	0.973	0
FAU	NC_073233.2	LOC101128102	NC_073241.2	0.664	0.973	0
LOC129526375	NC_073236.2	LOC129531947	NC_073235.2	0.997	0.973	0
LOC101149650	NC_073228.2	LOC129531989	NC_073235.2	0.402	0.973	0
LOC129526375	NC_073236.2	LOC129529333	NC_073246.2	1.0	0.973	0
LOC109028351	NC_073237.2	LOC129526552	NC_073239.2	1.0	0.973	0
LOC115934567	NC_073228.2	LOC115936029	NC_073232.2	0.5	0.973	0
LOC129532101	NC_073235.2	LOC129532195	NC_073235.2	0.321	0.973	1
LOC101132158	NC_073224.2	LOC115930093	NC_073227.2	0.996	0.973	0
LOC129532101	NC_073235.2	LOC129532198	NC_073235.2	0.763	0.973	1
LOC101152940	NC_073224.2	RPS29	NC_073239.2	0.497	0.973	0
LOC115933066	NC_073242.2	PKD1	NC_073242.2	0.18	0.972	1
LOC101125737	NC_073224.2	LOC129525330	NC_073224.2	0.227	0.972	1
LOC101125737	NC_073224.2	LOC115934004	NC_073224.2	0.207	0.972	1
LOC101134642	NC_073235.2	LOC101148384	NC_073235.2	0.391	0.972	1
RBMX	NC_073247.2	RBMXL1	NC_073224.2	0.275	0.972	0
LOC115934041	NC_086017.1	LOC129534573	NC_073229.2	0.377	0.972	0
IGSF3	NC_073224.2	LOC129528455	NC_073241.2	0.324	0.972	0
LOC115934041	NC_086017.1	LOC134757796	NC_073245.2	0.277	0.972	0
LOC109025051	NC_073242.2	TUBB8	NC_073232.2	0.414	0.972	0
LOC101139634	NC_073235.2	LOC115933765	NC_073235.2	0.169	0.972	1
LOC101150863	NC_073224.2	PRAMEF19	NC_073224.2	0.878	0.972	1
LOC129525035	NC_073232.2	LOC129525550	NC_073233.2	0.244	0.972	0
HSPD1	NC_073235.2	LOC101150049	NC_073234.2	0.321	0.972	0
LOC129525550	NC_073233.2	LOC134757970	NC_086017.1	0.271	0.972	0
LOC101130521	NC_073230.2	LOC115935262	NC_073230.2	0.575	0.972	1
LOC101146458	NC_073233.2	LOC101151378	NC_073233.2	0.56	0.972	1
LOC129530261	NC_073248.2	LOC129530266	NC_073248.2	0.494	0.972	1
LOC101151578	NC_073231.2	TUBB	NC_073229.2	0.991	0.972	0
LOC101149915	NC_073233.2	LOC115936225	NC_073233.2	0.843	0.972	1
ARHGAP23	NC_073228.2	LOC101138564	NC_073238.2	0.835	0.972	0
LOC134758995	NC_073231.2	LOC134759057	NC_073231.2	0.831	0.972	1
LOC101152583	NC_073234.2	LOC109029062	NC_073234.2	0.626	0.972	1
LOC134758993	NC_073231.2	LOC134759057	NC_073231.2	0.81	0.972	1
LOC101142679	NC_073241.2	LOC109028379	NC_073224.2	0.999	0.972	0
LOC134758981	NC_073231.2	LOC134759057	NC_073231.2	0.81	0.972	1
CENPVL3	NC_073247.2	LOC101145832	NC_073247.2	0.787	0.972	1
LOC129523855	NC_073230.2	LOC129529231	NC_073224.2	0.304	0.972	0
LOC134758137	NC_086017.1	LOC134759134	NC_073231.2	0.408	0.972	0
LOC129526731	NC_073239.2	MALRD1	NC_073232.2	0.633	0.972	0
LOC115930151	NC_073240.2	LOC129532017	NC_073235.2	0.372	0.972	0
GGT1	NC_086018.1	LOC129529427	NC_086018.1	0.314	0.972	1
LOC129523578	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532360	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532377	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532378	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532381	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532382	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532414	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532417	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532419	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532421	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532423	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532425	NC_086017.1	LOC129532831	NC_073227.2	1.0	0.972	0
LOC129532831	NC_073227.2	LOC134757997	NC_086017.1	1.0	0.972	0
LOC129532831	NC_073227.2	LOC134757998	NC_086017.1	1.0	0.972	0
LOC129532831	NC_073227.2	LOC134757999	NC_086017.1	1.0	0.972	0
LOC129532831	NC_073227.2	LOC134758000	NC_086017.1	1.0	0.972	0
LOC129532831	NC_073227.2	LOC134758001	NC_086017.1	1.0	0.972	0
LOC129532831	NC_073227.2	LOC134758002	NC_086017.1	1.0	0.972	0
LOC129532831	NC_073227.2	LOC134758003	NC_086017.1	1.0	0.972	0
C9H11orf58	NC_073233.2	LOC101148636	NC_073239.2	0.699	0.972	0
IGSF3	NC_073224.2	LOC129528449	NC_073241.2	0.807	0.972	0
LOC134756956	NC_073238.2	TERF1	NC_073231.2	0.43	0.972	0
LOC134756550	NC_073234.2	NPM1	NC_073228.2	0.402	0.972	0
LOC115934550	NC_073228.2	LOC115934643	NC_073228.2	0.998	0.972	1
EIF5A	NC_073243.2	LOC101132464	NC_073232.2	0.679	0.972	0
LOC115930151	NC_073240.2	LOC129523855	NC_073230.2	0.212	0.972	0
LOC101133347	NC_073233.2	PGAM4	NC_073247.2	0.344	0.972	0
LOC101148271	NC_073230.2	LOC115930151	NC_073240.2	0.378	0.972	0
LOC101136944	NC_073235.2	TARDBP	NC_073224.2	0.193	0.972	0
LOC101130144	NC_073245.2	LOC101135429	NC_073245.2	0.484	0.972	1
LOC115930151	NC_073240.2	LOC129534177	NC_073229.2	0.598	0.972	0
LOC101128182	NC_073231.2	ZNF705D	NC_073231.2	0.824	0.972	1
LOC101147979	NC_073224.2	LOC115932964	NC_073224.2	0.946	0.972	1
LOC101126097	NC_073224.2	LOC129525722	NC_073224.2	0.404	0.972	1
LOC101142266	NC_073244.2	OR7D1	NC_073244.2	0.995	0.972	1
LOC115932964	NC_073224.2	LOC129533082	NC_073224.2	0.965	0.972	1
LOC129529430	NC_086018.1	LOC129532222	NC_073235.2	0.141	0.972	0
LOC101152273	NC_073244.2	RPL23A	NC_073228.2	0.522	0.972	0
LANCL3	NC_073247.2	LOC115932055	NC_073247.2	0.17	0.972	1
LOC101130079	NC_073236.2	LOC101138859	NC_073247.2	0.824	0.972	0
LOC101138859	NC_073247.2	LOC115930187	NC_073234.2	0.998	0.972	0
ACER2	NC_073237.2	LOC101139980	NC_073235.2	0.749	0.972	0
DCK	NC_073227.2	LOC109028486	NC_073232.2	0.901	0.972	0
LOC115935771	NC_073237.2	ZNF598	NC_073242.2	0.796	0.972	0
LOC101138981	NC_073237.2	LOC134756937	NC_073237.2	1.0	0.972	1
EFCAB3	NC_073228.2	HILPDA	NC_073230.2	0.356	0.972	0
LOC129526400	NC_073238.2	LOC129526551	NC_073239.2	0.929	0.972	0
LOC129526551	NC_073239.2	LOC134757039	NC_073238.2	0.929	0.972	0
LOC101129959	NC_073235.2	LOC101148543	NC_073243.2	0.912	0.972	0
LOC109026322	NC_086017.1	LOC129527576	NC_073242.2	0.986	0.972	0
LOC129525556	NC_073233.2	LOC134758137	NC_086017.1	0.158	0.972	0
LOC101146806	NC_073236.2	RPL18A	NC_073244.2	0.986	0.972	0
LOC115930192	NC_073224.2	RPL17	NC_073241.2	0.984	0.972	0
LOC115932867	NC_073224.2	LOC129533282	NC_073224.2	0.803	0.972	1
LOC129530384	NC_073248.2	LOC129530466	NC_073238.2	0.351	0.972	0
LOC101151538	NC_073243.2	LOC109024489	NC_073246.2	0.938	0.972	0
LOC129529231	NC_073224.2	LOC134758129	NC_086017.1	0.527	0.972	0
AGAP5	NC_073232.2	FAM25A	NC_073232.2	0.423	0.972	1
LOC109023584	NC_073242.2	LOC109027020	NC_073224.2	0.994	0.972	0
LOC129529231	NC_073224.2	LOC134758137	NC_086017.1	0.232	0.972	0
LOC101148271	NC_073230.2	LOC109027802	NC_073232.2	0.325	0.972	0
LOC101144435	NC_073227.2	LOC129524776	NC_073237.2	0.842	0.972	0
LOC101141038	NC_073230.2	RPL32	NC_086017.1	0.982	0.972	0
LOC101147888	NC_073233.2	TRIM77	NC_073233.2	0.367	0.972	1
LOC101133796	NC_073231.2	LOC101145780	NC_073240.2	0.973	0.972	0
LOC115933023	NC_073231.2	LOC134758137	NC_086017.1	0.138	0.972	0
LOC115930181	NC_073234.2	LOC115935586	NC_073231.2	0.782	0.972	0
LOC101138851	NC_073231.2	LOC129530113	NC_073247.2	0.862	0.972	0
LOC101137229	NC_073229.2	LOC109025084	NC_073229.2	0.913	0.972	1
LOC101133796	NC_073231.2	LOC109023669	NC_073242.2	0.973	0.972	0
LOC129526552	NC_073239.2	LOC129529639	NC_086018.1	0.991	0.972	0
LOC129524776	NC_073237.2	LOC134757331	NC_073240.2	0.502	0.972	0
LOC101140422	NC_073224.2	LOC115933990	NC_086017.1	0.97	0.972	0
LOC101129613	NC_073238.2	LSP1	NC_073233.2	0.265	0.972	0
LOC101136188	NC_073228.2	LOC134758144	NC_086017.1	0.172	0.972	0
LOC115932847	NC_073227.2	LOC115934368	NC_073227.2	0.387	0.972	1
LOC101134946	NC_086018.1	LOC129530391	NC_073248.2	0.265	0.972	0
LOC101134946	NC_086018.1	LOC129524661	NC_073237.2	0.265	0.972	0
LOC101134946	NC_086018.1	LOC129528194	NC_073241.2	0.265	0.972	0
LOC101134946	NC_086018.1	LOC129528447	NC_073241.2	0.265	0.972	0
LOC101134946	NC_086018.1	LOC129528453	NC_073241.2	0.265	0.972	0
ANKRD36C	NC_073236.2	LOC101125154	NC_073236.2	0.278	0.971	1
LOC101136692	NC_073236.2	LOC129531667	NC_073236.2	0.305	0.971	1
LOC115932984	NC_073224.2	LOC129525599	NC_073224.2	0.193	0.971	1
LOC129534073	NC_073229.2	ZC3H11B	NC_073224.2	0.518	0.971	0
LOC129534074	NC_073229.2	ZC3H11B	NC_073224.2	0.518	0.971	0
LOC115936187	NC_073229.2	ZC3H11B	NC_073224.2	0.518	0.971	0
LOC101153918	NC_073240.2	LOC129527057	NC_073240.2	0.254	0.971	1
LOC101125737	NC_073224.2	LOC115933235	NC_073224.2	0.227	0.971	1
LOC129526409	NC_073238.2	LOC129532222	NC_073235.2	0.173	0.971	0
LOC115934041	NC_086017.1	LOC115936058	NC_073229.2	0.332	0.971	0
LOC101148918	NC_073224.2	LOC134756800	NC_073236.2	0.148	0.971	0
LOC101128088	NC_073242.2	LOC115931020	NC_073242.2	0.942	0.971	1
LOC101135657	NC_086018.1	VWF	NC_073234.2	0.953	0.971	0
IGSF3	NC_073224.2	LOC129528464	NC_073241.2	0.45	0.971	0
IGSF3	NC_073224.2	LOC129524653	NC_073237.2	0.341	0.971	0
IGSF3	NC_073224.2	LOC129528469	NC_073241.2	0.422	0.971	0
IGSF3	NC_073224.2	LOC129528459	NC_073241.2	0.462	0.971	0
IGSF3	NC_073224.2	LOC129528444	NC_073241.2	0.461	0.971	0
LOC129524726	NC_073238.2	LOC129525550	NC_073233.2	0.263	0.971	0
LOC115936058	NC_073229.2	LOC129525550	NC_073233.2	0.282	0.971	0
LOC101140616	NC_073227.2	LOC115934311	NC_073227.2	0.58	0.971	1
LOC109023710	NC_073242.2	LOC115931015	NC_073242.2	0.867	0.971	1
LOC101148271	NC_073230.2	LOC129532624	NC_073230.2	0.487	0.971	1
LOC129528414	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.971	0
LOC129528421	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.971	0
LOC115933219	NC_073245.2	LOC129526550	NC_073239.2	0.316	0.971	0
LOC129528412	NC_073241.2	LOC134757035	NC_073238.2	0.908	0.971	0
ARHGAP23	NC_073228.2	LOC129527211	NC_073238.2	0.628	0.971	0
LOC101131889	NC_073224.2	LOC109029274	NC_073224.2	0.683	0.971	1
CENPVL3	NC_073247.2	LOC101142669	NC_073247.2	0.799	0.971	1
LOC115931231	NC_073243.2	LOC134757613	NC_073243.2	0.888	0.971	1
LOC101138016	NC_073233.2	TRIM51	NC_073233.2	0.999	0.971	1
LOC129532418	NC_086017.1	LOC129532831	NC_073227.2	0.979	0.971	0
LOC129532420	NC_086017.1	LOC129532831	NC_073227.2	0.99	0.971	0
LOC129532831	NC_073227.2	LOC134758004	NC_086017.1	0.99	0.971	0
LOC129532831	NC_073227.2	LOC134758005	NC_086017.1	0.99	0.971	0
LOC129532831	NC_073227.2	LOC134758006	NC_086017.1	0.99	0.971	0
LOC129532831	NC_073227.2	LOC134758007	NC_086017.1	0.99	0.971	0
LOC129532831	NC_073227.2	LOC134758008	NC_086017.1	0.99	0.971	0
LOC101126771	NC_073230.2	LOC115935261	NC_073230.2	0.671	0.971	1
LOC129534177	NC_073229.2	LOC134756357	NC_073224.2	0.614	0.971	0
LOC115936298	NC_086018.1	LOC129525556	NC_073233.2	0.182	0.971	0
LOC101148918	NC_073224.2	LOC129534553	NC_073229.2	0.145	0.971	0
LOC129534554	NC_073229.2	LOC134756357	NC_073224.2	0.565	0.971	0
LOC101124648	NC_073224.2	LOC115930151	NC_073240.2	0.276	0.971	0
SLC35G3	NC_073228.2	SLC35G6	NC_073243.2	0.999	0.971	0
LOC115932812	NC_073236.2	LOC129530229	NC_073248.2	0.566	0.971	0
LOC101148271	NC_073230.2	LOC134758128	NC_086017.1	0.676	0.971	0
LOC101137143	NC_073224.2	LOC115930425	NC_073224.2	1.0	0.971	1
LOC101148643	NC_073224.2	LOC115934622	NC_073228.2	0.237	0.971	0
CEL	NC_073237.2	LOC101125608	NC_073237.2	0.828	0.971	1
LOC101135574	NC_073247.2	LOC129530069	NC_073247.2	0.807	0.971	1
LOC129525550	NC_073233.2	LOC134758964	NC_073230.2	0.32	0.971	0
