gene_a	gene_b	cls	cls_auth	in_dna_loose	in_ep	ep_tier	core_recip	core_source	has_direct_edge	aln_len	aln_frac	mm_median_hi	mm_mean_hi	mm_max_hi	mm_median_lo	mm_mean_lo	mm_max_lo	mm_max_max	mm_max_min	mm_median_max	mm_mean_max	allele_gene	allele_balanced_frac	allele_het_risk	allele_copy_like	allele_med_maf	abl_bridge_mask
LOC129525175	LOC129534552	genuine	genuine-FP	0	0	none	0.2187	dn	1	477	0.2159	23.0000	25.6800	52	23.0000	23.6525	51	52	51	23.0000	25.6800	NA	NA	NA	NA	NA	0.4780
LOC129525175	LOC134756415	genuine	genuine-FP	0	0	none	0.3833	dn	1	2205	1.0050	23.0000	25.3425	52	23.0000	23.6525	51	52	51	23.0000	25.3425	NA	NA	NA	NA	NA	0.2648
LOC129525175	LOC134757299	genuine	genuine-FP	0	0	none	0.1349	dn	1	494	0.2236	23.0000	23.6525	51	23.0000	22.3300	51	51	51	23.0000	23.6525	LOC134757299	0.3100	0.0000	1.0000	0.3020	0.2648
LOC129525175	LOC134759133	genuine	genuine-FP	0	0	none	0.1363	dn	1	481	0.2177	23.0000	23.4625	51	23.0000	23.6525	51	51	51	23.0000	23.6525	NA	NA	NA	NA	NA	0.4184
LOC129525175	NDUFA8	genuine	genuine-FP	0	0	none	0.2250	dn	1	490	0.2218	23.0000	23.6525	51	23.0000	22.0150	36	51	36	23.0000	23.6525	NA	NA	NA	NA	NA	0.2648
LOC129525330	LOC129525331	truthbar	truthbar-FP	0	1	tier1	0.8728	dn	1	NA	NA	30.0000	30.6325	52	31.5000	31.8125	51	52	51	31.5000	31.8125	NA	NA	NA	NA	NA	0.1114
LOC129525330	LOC129525599	TP	TP	1	1	tier1	0.3123	dn	1	NA	NA	37.5000	38.9775	52	30.0000	30.6325	52	52	52	37.5000	38.9775	NA	NA	NA	NA	NA	0.1092
LOC129525330	LOC134756861	TP	TP	1	1	tier1	0.3123	dn	1	NA	NA	34.0000	34.6875	52	30.0000	30.6325	52	52	52	34.0000	34.6875	NA	NA	NA	NA	NA	0.1095
LOC129525331	LOC129525599	TP	TP	1	1	tier1	0.8345	dn	1	NA	NA	37.5000	38.9775	52	31.5000	31.8125	51	52	51	37.5000	38.9775	NA	NA	NA	NA	NA	0.1114
LOC129525331	LOC134756861	TP	TP	1	1	tier1	0.8345	dn	1	NA	NA	34.0000	34.6875	52	31.5000	31.8125	51	52	51	34.0000	34.6875	NA	NA	NA	NA	NA	0.1114
LOC129525599	LOC134756861	TP	TP	1	1	tier1	1.0000	dn	1	NA	NA	37.5000	38.9775	52	34.0000	34.6875	52	52	52	37.5000	38.9775	NA	NA	NA	NA	NA	0.1095
LOC129525654	RPL7	TP	TP	1	0	none	0.2939	dn	1	767	0.3249	10.0000	13.3830	53	44.5000	33.5536	53	53	53	44.5000	33.5536	NA	NA	NA	NA	NA	0.2666
LOC129525965	LOC129532059	genuine	genuine-FP	0	0	none	0.1321	dn	1	0	0.0000	39.5000	30.1250	52	1.0000	3.1057	51	52	51	39.5000	30.1250	NA	NA	NA	NA	NA	0.4335
LOC129525965	LOC129532348	genuine	genuine-FP	0	0	none	0.1354	dn	1	0	0.0000	1.0000	20.6667	53	39.5000	30.1250	52	53	52	39.5000	30.1250	NA	NA	NA	NA	NA	0.4335
LOC129525965	PASD1	genuine	genuine-FP	0	0	none	0.1302	dn	1	0	0.0000	39.5000	30.1250	52	1.0000	6.5175	52	52	52	39.5000	30.1250	NA	NA	NA	NA	NA	0.4335
LOC129525965	RTP4	genuine	genuine-FP	0	0	none	0.1311	dn	1	0	0.0000	39.5000	30.1250	52	24.5000	25.5714	51	52	51	39.5000	30.1250	NA	NA	NA	NA	NA	0.4335
LOC129526088	LOC129527203	genuine	genuine-FP	0	0	none	0.7027	dn	1	1182	0.7027	3.0000	4.9015	51	3.0000	5.3636	51	51	51	3.0000	5.3636	NA	NA	NA	NA	NA	0.3472
LOC129526088	PSPC1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526123	LOC129532125	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526123	LOC129532145	genuine	genuine-FP	0	0	none	0.1594	dn	1	0	0.0000	51.0000	34.7838	53	51.0000	31.4583	51	53	51	51.0000	34.7838	NA	NA	NA	NA	NA	0.3882
LOC129526123	LOC129532854	genuine	genuine-FP	0	0	none	0.1550	dn	1	0	0.0000	33.0000	26.0000	52	51.0000	31.4583	51	52	51	51.0000	31.4583	NA	NA	NA	NA	NA	0.5110
LOC129526123	NLGN1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526138	LOC129527231	genuine	genuine-FP	0	0	none	0.9969	dn	1	5619	1.0321	8.0000	10.1448	52	8.0000	10.2577	52	52	52	8.0000	10.2577	NA	NA	NA	NA	NA	0.2504
LOC129526171	LOC129527656	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526171	LOC134757969	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526171	LOC134758232	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526171	PGM3	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526178	LOC129527096	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526178	PP2D1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526178	RAB5A	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526385	LOC129526398	TP	TP	1	0	none	0.5078	dn	1	1618	0.7023	30.0000	36.0775	52	30.0000	33.1450	52	52	52	30.0000	36.0775	NA	NA	NA	NA	NA	0.1735
LOC129526385	LOC129526957	TP	TP	1	0	none	0.8082	dn	1	2387	1.0360	30.0000	36.2775	52	30.0000	36.0775	52	52	52	30.0000	36.2775	NA	NA	NA	NA	NA	0.2261
LOC129526385	LOC134757216	TP	TP	1	0	none	0.7700	dn	1	2296	0.9965	30.0000	36.0775	52	30.0000	36.2775	52	52	52	30.0000	36.2775	NA	NA	NA	NA	NA	0.2066
LOC129526385	TMEM128	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526389	LOC129530227	genuine	genuine-FP	0	0	none	0.6584	dn	1	1017	0.6839	11.0000	11.5900	51	11.0000	11.0425	14	51	14	11.0000	11.5900	NA	NA	NA	NA	NA	0.1694
LOC129526389	LOC134756368	TP	TP	1	1	tier1	0.1553	dn	1	NA	NA	12.0000	11.1825	51	11.0000	11.5900	51	51	51	12.0000	11.5900	NA	NA	NA	NA	NA	0.2222
LOC129526389	LOC134756753	TP	TP	1	1	tier1	0.2583	dn	1	NA	NA	11.0000	11.5900	51	11.0000	11.0900	17	51	17	11.0000	11.5900	NA	NA	NA	NA	NA	0.2004
LOC129526389	LRPAP1	TP	TP	1	1	tier1	0.2822	dn	1	NA	NA	11.0000	11.5900	51	11.0000	11.1075	17	51	17	11.0000	11.5900	NA	NA	NA	NA	NA	0.1694
LOC129526389	XRCC2	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526391	LOC129526471	TP	TP	1	0	none	0.5363	dn	1	1831	1.0000	12.0000	15.8669	52	12.0000	16.7492	51	52	51	12.0000	16.7492	NA	NA	NA	NA	NA	0.0268
LOC129526391	LOC129531453	TP	TP	1	1	tier1	0.5327	dn	1	NA	NA	12.0000	16.7492	51	12.0000	15.7368	39	51	39	12.0000	16.7492	NA	NA	NA	NA	NA	0.0245
LOC129526395	LOC129526550	TP	TP	1	1	tier1	0.1473	dn	1	NA	NA	22.0000	19.3525	51	22.0000	19.3150	51	51	51	22.0000	19.3525	LOC129526550	0.2790	0.0000	1.0000	0.3330	0.3596
LOC129526395	LOC129526557	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526395	LOC129527278	TP	TP	1	1	tier1	1.0000	dn	1	NA	NA	22.0000	19.5150	51	22.0000	19.3525	51	51	51	22.0000	19.5150	NA	NA	NA	NA	NA	0.4382
LOC129526395	LOC129530429	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526395	LOC129530552	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526395	LOC129531431	TP	TP	1	0	none	0.1403	dn	1	832	0.2437	22.0000	20.1675	51	22.0000	19.3525	51	51	51	22.0000	20.1675	NA	NA	NA	NA	NA	0.3596
LOC129526395	LOC129532222	TP	TP	1	1	tier1	0.1451	dn	1	NA	NA	22.0000	20.0175	51	22.0000	19.3525	51	51	51	22.0000	20.0175	NA	NA	NA	NA	NA	0.3596
LOC129526395	LOC129532224	genuine	genuine-FP	0	0	none	0.2409	dn	1	1405	0.5948	22.0000	22.1897	51	22.0000	19.3525	51	51	51	22.0000	22.1897	NA	NA	NA	NA	NA	0.3596
LOC129526398	LOC129526957	TP	TP	1	1	tier1	0.4795	dn	1	NA	NA	30.0000	36.2775	52	30.0000	33.1450	52	52	52	30.0000	36.2775	NA	NA	NA	NA	NA	0.2261
LOC129526398	LOC134757216	TP	TP	1	1	tier1	0.4435	dn	1	NA	NA	30.0000	33.1450	52	30.0000	36.2775	52	52	52	30.0000	36.2775	NA	NA	NA	NA	NA	0.2066
LOC129526398	TMEM128	TP	TP	1	0	none	0.6070	dn	1	827	0.6411	30.0000	33.1450	52	36.0000	28.9470	51	52	51	36.0000	33.1450	NA	NA	NA	NA	NA	0.2147
LOC129526403	LOC134756951	genuine	genuine-FP	0	0	none	0.4683	dn	1	3068	1.0020	33.0000	33.0190	53	33.0000	36.9152	53	53	53	33.0000	36.9152	NA	NA	NA	NA	NA	0.0849
LOC129526434	LOC129529583	genuine	genuine-FP	0	0	none	0.1600	dn	1	653	0.2832	3.0000	3.8947	7	2.0000	2.1100	4	7	4	3.0000	3.8947	NA	NA	NA	NA	NA	0.1544
LOC129526434	TUBA1C	truthbar	truthbar-FP	0	1	tier1	0.7933	dn	1	NA	NA	13.0000	13.7800	51	2.0000	2.1100	4	51	4	13.0000	13.7800	NA	NA	NA	NA	NA	0.0993
LOC129526434	TUBA3E	truthbar	truthbar-FP	0	1	tier1	0.8725	dn	1	NA	NA	2.0000	4.6807	51	2.0000	2.1100	4	51	4	2.0000	4.6807	NA	NA	NA	NA	NA	0.0993
LOC129526434	TUBA8	truthbar	truthbar-FP	0	1	tier1	0.5868	dn	1	NA	NA	12.0000	9.3220	37	2.0000	2.1100	4	37	4	12.0000	9.3220	NA	NA	NA	NA	NA	0.0993
LOC129526434	TUBAL3	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526471	LOC129531453	TP	TP	1	0	none	0.5363	dn	1	1831	1.0000	12.0000	15.8669	52	12.0000	15.7368	39	52	39	12.0000	15.8669	NA	NA	NA	NA	NA	0.0268
LOC129526479	LOC134756761	genuine	genuine-FP	0	0	none	0.2220	dn	1	676	0.2191	22.0000	22.8375	51	22.0000	22.9550	51	51	51	22.0000	22.9550	NA	NA	NA	NA	NA	0.4889
LOC129526479	MKRN1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526479	TIMM23B	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526479	TOR3A	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526479	TRAF5	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526550	LOC129526557	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOC129526550	0.2790	0.0000	1.0000	0.3330	NA
LOC129526550	LOC129527278	TP	TP	1	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOC129526550	0.2790	0.0000	1.0000	0.3330	NA
LOC129526550	LOC129530429	truthbar	truthbar-FP	0	1	tier1	0.1324	dn	1	NA	NA	22.0000	24.4082	52	22.0000	19.3150	51	52	51	22.0000	24.4082	LOC129526550	0.2790	0.0000	1.0000	0.3330	0.3223
LOC129526550	LOC129530552	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOC129526550	0.2790	0.0000	1.0000	0.3330	NA
LOC129526550	LOC129531431	TP	TP	1	0	none	0.3215	dn	1	3420	1.0133	22.0000	20.1675	51	22.0000	19.3150	51	51	51	22.0000	20.1675	LOC129526550	0.2790	0.0000	1.0000	0.3330	0.2581
LOC129526550	LOC129532222	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOC129526550	0.2790	0.0000	1.0000	0.3330	NA
LOC129526550	LOC129532224	TP	TP	1	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LOC129526550	0.2790	0.0000	1.0000	0.3330	NA
LOC129526557	LOC129527278	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526557	LOC129530429	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526557	LOC129530552	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526557	LOC129531431	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526557	LOC129532222	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526557	LOC129532224	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526566	LOC129531752	truthbar	truthbar-FP	0	1	tier1	0.8879	dn	1	NA	NA	23.0000	30.2500	53	30.0000	36.6154	52	53	52	30.0000	36.6154	LOC129531752	0.1500	0.0000	1.0000	0.3030	0.2914
LOC129526566	LOC129532807	truthbar	truthbar-FP	0	1	tier1	0.8879	dn	1	NA	NA	23.0000	30.2500	53	22.0000	22.4688	24	53	24	23.0000	30.2500	NA	NA	NA	NA	NA	0.2869
LOC129526566	MORN5	truthbar	truthbar-FP	0	1	tier1	0.1537	dn	1	NA	NA	23.0000	30.2500	53	22.0000	21.8919	24	53	24	23.0000	30.2500	NA	NA	NA	NA	NA	0.2869
LOC129526638	LOC134757313	genuine	genuine-FP	0	0	none	0.2695	dn	1	1465	0.6795	13.0000	26.5724	52	3.0000	3.2475	51	52	51	13.0000	26.5724	NA	NA	NA	NA	NA	0.8729
LOC129526638	MTHFD2L	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526638	ZNF626	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129526706	LOC134757171	TP	TP	1	0	none	0.7092	dn	1	1112	1.0363	14.5000	19.6111	52	16.0000	24.3333	52	52	52	16.0000	24.3333	NA	NA	NA	NA	NA	0.0000
LOC129526855	LOC134758386	genuine	genuine-FP	0	0	none	0.7208	dn	1	3350	0.9724	2.0000	8.0904	52	2.0000	5.9773	52	52	52	2.0000	8.0904	LOC134758386	0.2360	0.0000	1.0000	0.3330	0.3562
LOC129526957	LOC134757216	TP	TP	1	1	tier1	0.8798	dn	1	NA	NA	30.0000	36.2775	52	30.0000	36.2775	52	52	52	30.0000	36.2775	NA	NA	NA	NA	NA	0.2261
LOC129526957	TMEM128	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527017	LOC129527071	TP	TP	1	1	tier1	0.8419	dn	1	NA	NA	32.0000	27.5656	48	33.0000	28.5690	48	48	48	33.0000	28.5690	NA	NA	NA	NA	NA	0.1088
LOC129527017	LOC134757267	genuine	genuine-FP	0	0	none	1.0000	dn	1	2505	1.0000	33.0000	28.5690	48	32.0000	27.0169	48	48	48	33.0000	28.5690	NA	NA	NA	NA	NA	0.1114
LOC129527053	RHPN2	TP	TP	1	1	tier1	0.2263	dn	1	NA	NA	4.0000	5.4882	52	4.0000	7.0189	51	52	51	4.0000	7.0189	LOC129527053	0.4070	1.0000	0.0000	0.3240	0.1362
LOC129527067	PAK2	genuine	genuine-FP	0	0	none	0.3213	dn	1	1958	0.7453	3.0000	3.6325	52	3.0000	4.1850	51	52	51	3.0000	4.1850	NA	NA	NA	NA	NA	0.2331
LOC129527071	LOC134757267	genuine	genuine-FP	0	0	none	0.6601	dn	1	3196	1.0003	32.0000	27.5656	48	32.0000	27.0169	48	48	48	32.0000	27.5656	NA	NA	NA	NA	NA	0.1114
LOC129527072	LOC134757229	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527096	PP2D1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527096	RAB5A	genuine	genuine-FP	0	0	none	0.2588	dn	1	758	0.7032	1.0000	20.3117	52	2.0000	2.4325	51	52	51	2.0000	20.3117	NA	NA	NA	NA	NA	0.8061
LOC129527173	LOC129528096	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527173	MPHOSPH8	genuine	genuine-FP	0	0	none	0.3330	dn	1	425	0.4114	51.0000	37.1508	53	17.0000	18.1346	51	53	51	51.0000	37.1508	MPHOSPH8	0.3310	0.0000	1.0000	0.3000	0.5102
LOC129527173	SVBP	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527203	PSPC1	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527278	LOC129530429	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527278	LOC129530552	truthbar	truthbar-FP	0	1	tier1	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527278	LOC129531431	TP	TP	1	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527278	LOC129532222	TP	TP	1	1	tier2_nonmega	0.2107	dn	1	NA	NA	22.0000	20.0175	51	22.0000	19.5150	51	51	51	22.0000	20.0175	NA	NA	NA	NA	NA	0.4382
LOC129527278	LOC129532224	genuine	genuine-FP	0	0	none	0.2409	dn	1	1399	0.5923	22.0000	22.1897	51	22.0000	19.5150	51	51	51	22.0000	22.1897	NA	NA	NA	NA	NA	0.4382
LOC129527285	LOC129527429	genuine	genuine-FP	0	0	none	0.4278	dn	1	4478	1.0004	23.0000	23.3950	53	23.0000	23.8050	52	53	52	23.0000	23.8050	NA	NA	NA	NA	NA	0.1186
LOC129527285	LOC129528751	genuine	genuine-FP	0	0	none	0.1352	dn	1	487	0.2210	23.0000	23.3950	53	23.0000	23.4375	51	53	51	23.0000	23.4375	NA	NA	NA	NA	NA	0.2645
LOC129527285	LOC129531751	genuine	genuine-FP	0	0	none	0.1366	dn	1	481	0.2204	23.0000	23.3950	53	23.0000	25.5300	52	53	52	23.0000	25.5300	NA	NA	NA	NA	NA	0.2608
LOC129527285	LOC129532625	genuine	genuine-FP	0	0	none	0.1338	dn	1	487	0.2186	23.0000	23.3950	53	23.0000	23.6775	51	53	51	23.0000	23.6775	NA	NA	NA	NA	NA	0.2599
LOC129527285	LOC129532709	genuine	genuine-FP	0	0	none	0.7391	dn	1	805	0.9722	23.0000	23.3950	53	23.0000	22.8200	52	53	52	23.0000	23.3950	NA	NA	NA	NA	NA	0.1186
LOC129527285	LOC129532808	genuine	genuine-FP	0	0	none	0.8286	dn	1	4477	1.0002	23.0000	23.3950	53	23.0000	22.1400	51	53	51	23.0000	23.3950	NA	NA	NA	NA	NA	0.1229
LOC129527285	LOC129533287	genuine	genuine-FP	0	0	none	0.8286	dn	1	4477	1.0002	23.0000	23.3950	53	23.0000	22.8600	52	53	52	23.0000	23.3950	NA	NA	NA	NA	NA	0.1223
LOC129527285	LOC129534552	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527285	LOC134756415	genuine	genuine-FP	0	0	none	0.1358	dn	1	487	0.2220	23.0000	23.3950	53	23.0000	25.3425	52	53	52	23.0000	25.3425	NA	NA	NA	NA	NA	0.2616
LOC129527285	LOC134757299	genuine	genuine-FP	0	0	none	0.8286	dn	1	4476	1.0000	23.0000	23.3950	53	23.0000	22.3300	51	53	51	23.0000	23.3950	LOC134757299	0.3100	0.0000	1.0000	0.3020	0.1186
LOC129527285	LOC134759133	genuine	genuine-FP	0	0	none	0.2123	dn	1	482	0.2114	23.0000	23.3950	53	23.0000	23.4625	51	53	51	23.0000	23.4625	NA	NA	NA	NA	NA	0.4184
LOC129527285	NDUFA8	genuine	genuine-FP	0	0	none	0.2253	dn	1	4395	0.9930	23.0000	23.3950	53	23.0000	22.0150	36	53	36	23.0000	23.3950	NA	NA	NA	NA	NA	0.1186
LOC129527429	LOC129528751	genuine	genuine-FP	0	0	none	0.1352	dn	1	489	0.2219	23.0000	23.8050	52	23.0000	23.4375	51	52	51	23.0000	23.8050	NA	NA	NA	NA	NA	0.2645
LOC129527429	LOC129531751	genuine	genuine-FP	0	0	none	0.1366	dn	1	481	0.2204	23.0000	25.5300	52	23.0000	23.8050	52	52	52	23.0000	25.5300	NA	NA	NA	NA	NA	0.2608
LOC129527429	LOC129532625	genuine	genuine-FP	0	0	none	0.1338	dn	1	519	0.2329	23.0000	23.8050	52	23.0000	23.6775	51	52	51	23.0000	23.8050	NA	NA	NA	NA	NA	0.2599
LOC129527429	LOC129532709	genuine	genuine-FP	0	0	none	0.7391	dn	1	828	1.0000	23.0000	23.8050	52	23.0000	22.8200	52	52	52	23.0000	23.8050	NA	NA	NA	NA	NA	0.1184
LOC129527429	LOC129532808	genuine	genuine-FP	0	0	none	0.5272	dn	1	4510	1.0002	23.0000	23.8050	52	23.0000	22.1400	51	52	51	23.0000	23.8050	NA	NA	NA	NA	NA	0.1229
LOC129527429	LOC129533287	genuine	genuine-FP	0	0	none	0.5271	dn	1	4513	1.0007	23.0000	22.8600	52	23.0000	23.8050	52	52	52	23.0000	23.8050	NA	NA	NA	NA	NA	0.1223
LOC129527429	LOC129534552	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LOC129527429	LOC134756415	genuine	genuine-FP	0	0	none	0.1358	dn	1	490	0.2233	23.0000	25.3425	52	23.0000	23.8050	52	52	52	23.0000	25.3425	NA	NA	NA	NA	NA	0.2616
LOC129527429	LOC134757299	genuine	genuine-FP	0	0	none	0.5294	dn	1	4489	1.0002	23.0000	23.8050	52	23.0000	22.3300	51	52	51	23.0000	23.8050	LOC134757299	0.3100	0.0000	1.0000	0.3020	0.1185
LOC129527429	LOC134759133	genuine	genuine-FP	0	0	none	0.2123	dn	1	482	0.2114	23.0000	23.8050	52	23.0000	23.4625	51	52	51	23.0000	23.8050	NA	NA	NA	NA	NA	0.4184
LOC129527429	NDUFA8	genuine	genuine-FP	0	0	none	0.3254	dn	1	4431	1.0011	23.0000	23.8050	52	23.0000	22.0150	36	52	36	23.0000	23.8050	NA	NA	NA	NA	NA	0.1184
LOC129527512	PPP1R15A	genuine	genuine-FP	0	0	none	0.2169	dn	1	913	0.6132	1.0000	5.7225	52	51.0000	30.8488	51	52	51	51.0000	30.8488	NA	NA	NA	NA	NA	0.4614
LOC129527512	SURF6	genuine	genuine-FP	0	0	none	0.2404	dn	1	917	0.6158	51.0000	45.6625	53	51.0000	30.8488	51	53	51	51.0000	45.6625	NA	NA	NA	NA	NA	0.4614
LOC129527528	LOC129532907	genuine	genuine-FP	0	0	none	0.1495	dn	1	0	0.0000	2.0000	2.3128	33	1.0000	2.0882	32	33	32	2.0000	2.3128	NA	NA	NA	NA	NA	0.6731
LOC129527528	LOC134756955	genuine	genuine-FP	0	0	none	0.2786	dn	1	865	0.2907	12.0000	10.7857	49	2.0000	2.3128	33	49	33	12.0000	10.7857	NA	NA	NA	NA	NA	0.6546
LOC129527528	ORC4	genuine	genuine-FP	0	0	none	0.1472	dn	1	683	0.2295	1.0000	1.3825	51	2.0000	2.3128	33	51	33	2.0000	2.3128	NA	NA	NA	NA	NA	0.6546
LOC129527528	TCTN1	genuine	genuine-FP	0	0	none	0.1614	dn	1	992	0.3699	1.0000	1.5792	51	2.0000	2.3128	33	51	33	2.0000	2.3128	NA	NA	NA	NA	NA	0.6546
LOC129527586	SMG1	TP	TP	1	0	none	0.2820	dn	1	3748	0.8943	9.0000	9.5000	51	9.0000	8.8725	18	51	18	9.0000	9.5000	NA	NA	NA	NA	NA	0.1370
LOC129527620	LOC134757427	genuine	genuine-FP	0	0	none	NA	none	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
