dn	n_kmers	km_median	km_mean	km_p90	km_frac_ge_100
DN_NC_073232.2_108425608_2	3998	1.0000	0.5518	1.0000	0.0000
DN_NC_073232.2_109704136_4	1882	0.0000	1.3385	4.0000	0.0000
DN_NC_073232.2_113619502_15	6653	0.0000	0.6992	1.0000	0.0006
DN_NC_073232.2_12004654_22	2651	0.0000	0.4387	1.0000	0.0000
DN_NC_073232.2_122771445_4	2503	0.0000	0.5809	1.0000	0.0000
DN_NC_073232.2_123144734_12	4010	0.0000	837.7379	1.0000	0.0269
DN_NC_073232.2_123171879_4	2188	0.0000	1421.2367	1.0000	0.0393
DN_NC_073232.2_128963971_12	5763	0.0000	0.4872	1.0000	0.0000
DN_NC_073232.2_134750324_9	2054	0.0000	1.4245	1.0000	0.0005
DN_NC_073232.2_135159346_4	3621	0.0000	69.8459	1.0000	0.0080
DN_NC_073232.2_135204586_6	3356	0.0000	0.5864	1.0000	0.0000
DN_NC_073232.2_135254310_6	5694	1.0000	0.7162	1.0000	0.0005
DN_NC_073232.2_135264721_4	4383	1.0000	0.7867	1.0000	0.0007
DN_NC_073232.2_137259733_11	3100	0.0000	1.9371	5.0000	0.0010
DN_NC_073232.2_139190015_27	4583	0.0000	67.7576	1.0000	0.0203
DN_NC_073232.2_13920774_9	4514	0.0000	1.6774	2.0000	0.0024
DN_NC_073232.2_13945467_9	3236	0.0000	0.9197	2.0000	0.0000
DN_NC_073232.2_140203810_21	5326	0.0000	0.5449	1.0000	0.0002
DN_NC_073232.2_14351656_4	2204	1.0000	0.5136	1.0000	0.0000
DN_NC_073232.2_144274206_9	4036	0.0000	1.2621	1.0000	0.0007
DN_NC_073232.2_144546965_14	2692	0.0000	0.4773	1.0000	0.0000
DN_NC_073232.2_145623155_3	1295	1.0000	3023.0795	2.0000	0.0710
DN_NC_073232.2_146269317_5	2183	0.0000	946.2474	21.0000	0.0284
DN_NC_073232.2_14850424_21	3589	0.0000	0.4809	1.0000	0.0000
DN_NC_073232.2_14895260_2	2465	0.0000	0.4925	1.0000	0.0000
DN_NC_073232.2_15175774_15	4624	0.0000	0.4784	1.0000	0.0000
DN_NC_073232.2_26196651_3	2149	1.0000	0.5463	1.0000	0.0000
DN_NC_073232.2_26211167_9	2559	1.0000	0.5526	1.0000	0.0000
DN_NC_073232.2_34013134_3	5838	0.0000	1457.3936	43.3000	0.0944
DN_NC_073232.2_36391573_6	2803	1.0000	2.7317	2.0000	0.0093
DN_NC_073232.2_40728717_16	2882	0.0000	1.7623	1.0000	0.0056
DN_NC_073232.2_41878762_20	3721	0.0000	12.0906	1.0000	0.0030
DN_NC_073232.2_41941662_15	3967	0.0000	0.4926	1.0000	0.0000
DN_NC_073232.2_42022900_16	3633	0.0000	14.8453	8.0000	0.0074
DN_NC_073232.2_42152672_3	3111	0.0000	1973.3185	6.0000	0.0743
DN_NC_073232.2_42645510_15	4249	0.0000	574.7618	2.0000	0.0202
DN_NC_073232.2_46350686_18	3611	0.0000	2.4506	1.0000	0.0014
DN_NC_073232.2_46484201_18	4592	0.0000	15.1805	1.0000	0.0102
DN_NC_073232.2_46766506_15	5105	0.0000	0.5649	1.0000	0.0000
DN_NC_073232.2_46804261_15	3183	0.0000	645.2124	2.0000	0.0324
DN_NC_073232.2_50172230_4	2600	1.0000	356.7731	6.0000	0.0492
DN_NC_073232.2_54856348_6	3963	0.0000	1.7590	1.0000	0.0018
DN_NC_073232.2_56389207_14	3351	0.0000	0.4987	1.0000	0.0000
DN_NC_073232.2_56509561_5	5291	0.0000	525.2122	1.0000	0.0234
DN_NC_073232.2_64911725_5	5226	1.0000	194.6780	3.0000	0.0059
DN_NC_073232.2_65009281_5	5340	1.0000	190.5682	3.0000	0.0058
DN_NC_073232.2_65161149_4	4563	0.0000	508.0009	2.0000	0.0276
DN_NC_073232.2_65534545_21	4950	0.0000	199.7345	3.0000	0.0059
DN_NC_073232.2_65721054_29	5191	0.0000	1.4067	3.0000	0.0008
DN_NC_073232.2_65905862_9	3108	0.0000	620.5853	48.0000	0.0917
DN_NC_073232.2_66124270_23	3722	0.0000	0.4562	1.0000	0.0000
DN_NC_073232.2_68371563_10	4029	0.0000	1026.6590	6.0000	0.0315
DN_NC_073232.2_68618263_8	3718	0.0000	1612.7370	7.0000	0.0455
DN_NC_073232.2_68914292_6	2349	1.0000	1.0115	3.0000	0.0000
DN_NC_073232.2_69473322_8	2776	0.0000	497.8516	6.0000	0.0367
DN_NC_073232.2_69588940_31	5087	0.0000	1.3662	3.0000	0.0004
DN_NC_073232.2_71834982_5	5403	1.0000	150.8488	1.0000	0.0213
DN_NC_073232.2_71881610_2	3692	1.0000	23.4921	1.0000	0.0163
DN_NC_073232.2_71881634_2	2769	0.0000	0.5720	1.0000	0.0000
DN_NC_073232.2_71973207_3	1996	0.0000	0.9148	1.0000	0.0000
DN_NC_073232.2_72046295_2	1996	0.0000	0.5296	1.0000	0.0000
DN_NC_073232.2_72618921_23	8551	0.0000	158.9809	3.0000	0.0126
DN_NC_073232.2_72820474_5	9052	1.0000	620.5903	2.0000	0.0302
DN_NC_073232.2_72957232_4	3892	0.0000	9.1033	3.0000	0.0283
DN_NC_073232.2_80964961_8	4682	0.0000	263.8663	2.0000	0.0196
DN_NC_073232.2_81033881_5	5379	0.0000	435.4843	2.0000	0.0214
DN_NC_073232.2_81134357_6	4106	1.0000	0.9301	1.0000	0.0002
DN_NC_073232.2_81253567_6	5207	0.0000	0.6727	1.0000	0.0000
DN_NC_073232.2_8583099_4	4475	1.0000	4.7272	9.0000	0.0000
DN_NC_073232.2_88373590_10	2961	0.0000	318.1712	2.0000	0.0051
DN_NC_073232.2_8894424_4	2575	1.0000	1.3433	3.0000	0.0000
DN_NC_073232.2_89563823_24	4890	0.0000	5.0448	2.0000	0.0016
DN_NC_073232.2_8975313_3	1560	0.0000	3.9500	5.0000	0.0006
DN_NC_073232.2_91788490_6	2249	0.0000	3.2668	2.0000	0.0124
DN_NC_073232.2_92223921_5	3315	0.0000	1.6697	4.0000	0.0006
DN_NC_073232.2_92781991_6	2856	0.0000	2525.0921	2.0000	0.0732
DN_NC_073232.2_99433455_13	3454	1.0000	1.5417	3.0000	0.0012
DN_NC_073232.2_99479042_10	3666	0.0000	1.0480	3.0000	0.0000
DN_NC_073232.2_99723280_5	3660	0.0000	1.7169	4.0000	0.0003
DN_NC_073232.2_99830035_5	4172	0.0000	188.9907	1.0000	0.0324
DN_NC_073233.2_103065421_4	2380	0.0000	0.7181	1.0000	0.0008
DN_NC_073233.2_103150044_4	1877	0.0000	0.4992	1.0000	0.0000
DN_NC_073233.2_103702122_11	7886	1.0000	1.7587	1.0000	0.0019
DN_NC_073233.2_103744968_15	4755	0.0000	0.7432	1.0000	0.0000
DN_NC_073233.2_10737351_7	4500	0.0000	0.5133	1.0000	0.0000
DN_NC_073233.2_110213303_8	6415	0.0000	1.6496	1.0000	0.0020
DN_NC_073233.2_110238282_9	3955	0.0000	0.4784	1.0000	0.0000
DN_NC_073233.2_112912081_9	1975	0.0000	0.6587	2.0000	0.0000
DN_NC_073233.2_112925764_3	2792	0.0000	398.0125	1.0000	0.0226
DN_NC_073233.2_113496230_16	5325	0.0000	305.5305	1.0000	0.0068
DN_NC_073233.2_11450665_3	2502	1.0000	13.6651	1.0000	0.0284
DN_NC_073233.2_116263271_8	4754	1.0000	530.3090	1.0000	0.0517
DN_NC_073233.2_118106361_14	4432	0.0000	199.9917	2.0000	0.0045
DN_NC_073233.2_11930987_8	3575	0.0000	1462.1273	1.0000	0.0531
DN_NC_073233.2_11960151_8	2675	0.0000	0.4935	1.0000	0.0000
DN_NC_073233.2_11997286_8	3027	0.0000	1094.2313	1.0000	0.0403
DN_NC_073233.2_119992784_4	1404	0.0000	1.1524	4.0000	0.0000
DN_NC_073233.2_12022944_8	3059	0.0000	0.6590	1.0000	0.0003
DN_NC_073233.2_129388517_48	7073	0.0000	2.4531	3.0000	0.0017
DN_NC_073233.2_130017597_2	2972	0.0000	0.7322	1.0000	0.0007
DN_NC_073233.2_130017597_4	3386	0.0000	0.6926	1.0000	0.0006
DN_NC_073233.2_130982674_9	3191	0.0000	1.0752	4.0000	0.0000
DN_NC_073233.2_130995027_7	4864	0.0000	503.1435	1.0000	0.0292
DN_NC_073233.2_132097253_2	4436	0.0000	45.1321	16.0000	0.0539
DN_NC_073233.2_132992860_18	3910	0.0000	40.2675	16.1000	0.0765
DN_NC_073233.2_13339812_3	4964	0.0000	0.9230	1.0000	0.0012
DN_NC_073233.2_14005356_9	3738	0.0000	205.2416	97.3000	0.0998
DN_NC_073233.2_15764817_25	6704	0.0000	347.8571	2.0000	0.0085
DN_NC_073233.2_16844162_15	3824	0.0000	229.4048	1.0000	0.0031
DN_NC_073233.2_18540673_22	3170	0.0000	0.4640	1.0000	0.0000
DN_NC_073233.2_19708960_19	4945	0.0000	0.5426	1.0000	0.0000
DN_NC_073233.2_19815473_9	5720	0.0000	0.5900	1.0000	0.0000
DN_NC_073233.2_23732821_4	3537	0.0000	748.6268	3.0000	0.0639
DN_NC_073233.2_24785501_8	3484	0.0000	204.9429	4.0000	0.0396
DN_NC_073233.2_24803514_8	2669	0.0000	891.1521	1.0000	0.0528
DN_NC_073233.2_24846978_8	2104	0.0000	81.4924	1.0000	0.0257
DN_NC_073233.2_54778450_7	2086	0.0000	9.5125	8.0000	0.0053
DN_NC_073233.2_54817717_7	4758	0.5000	271.3733	4.0000	0.0065
DN_NC_073233.2_55845432_8	1564	0.0000	1.8338	3.0000	0.0051
DN_NC_073233.2_65156508_13	2319	0.0000	0.4687	1.0000	0.0000
DN_NC_073233.2_67344582_15	4548	0.0000	0.4919	1.0000	0.0000
DN_NC_073233.2_6759783_2	1845	0.0000	1.9355	4.0000	0.0000
DN_NC_073233.2_6761147_2	1195	0.0000	2.1900	2.0000	0.0000
DN_NC_073233.2_6765652_2	677	1.0000	1.0399	3.0000	0.0000
DN_NC_073233.2_6771931_2	808	0.0000	1.5210	5.0000	0.0000
DN_NC_073233.2_69582499_12	4522	0.0000	834.4060	1.0000	0.0334
DN_NC_073233.2_69678029_12	4318	0.0000	688.3066	1.0000	0.0417
DN_NC_073233.2_69723982_12	1834	0.0000	10.3370	1.0000	0.0022
DN_NC_073233.2_70511026_18	3835	0.0000	3.3789	1.0000	0.0023
DN_NC_073233.2_72203709_7	2682	0.0000	0.9239	3.0000	0.0000
DN_NC_073233.2_72649199_20	2863	0.0000	0.4324	1.0000	0.0000
DN_NC_073233.2_72751588_5	3534	0.0000	0.4980	1.0000	0.0000
DN_NC_073233.2_72823864_14	2750	0.0000	0.4607	1.0000	0.0000
DN_NC_073233.2_73623857_14	2231	0.0000	0.4720	1.0000	0.0000
DN_NC_073233.2_73629498_4	2840	0.0000	0.6331	1.0000	0.0004
DN_NC_073233.2_7370930_22	4625	0.0000	0.4601	1.0000	0.0000
DN_NC_073233.2_74176850_16	2973	0.0000	0.4850	1.0000	0.0000
DN_NC_073233.2_74467231_21	2904	0.0000	0.4866	1.0000	0.0000
DN_NC_073233.2_74557606_4	2732	0.0000	0.6124	1.0000	0.0000
DN_NC_073233.2_74583920_4	1831	1.0000	1.8378	2.0000	0.0038
DN_NC_073233.2_74603920_22	4957	0.0000	0.4561	1.0000	0.0000
DN_NC_073233.2_75193065_21	3226	0.0000	2.0022	1.0000	0.0012
DN_NC_073233.2_75326481_7	1428	0.0000	0.5714	1.0000	0.0000
DN_NC_073233.2_75363756_11	4691	0.0000	0.4762	1.0000	0.0000
DN_NC_073233.2_75718276_6	3408	0.0000	2.6998	8.0000	0.0006
DN_NC_073233.2_75965332_20	2699	0.0000	0.4398	1.0000	0.0000
DN_NC_073233.2_76234750_23	5108	0.0000	0.5317	1.0000	0.0000
DN_NC_073233.2_78027084_24	4446	0.0000	0.4813	1.0000	0.0000
DN_NC_073233.2_78071205_2	3927	1.0000	2244.7056	7.0000	0.0792
DN_NC_073233.2_83154693_15	3225	0.0000	0.5243	1.0000	0.0000
DN_NC_073233.2_84240332_5	3319	1.0000	1.5926	5.0000	0.0000
DN_NC_073233.2_97509393_19	3267	0.0000	0.9489	3.0000	0.0000
DN_NC_073233.2_9788172_5	3162	0.0000	566.3574	1.0000	0.0130
DN_NC_073233.2_97922937_7	1664	0.0000	3.2061	10.0000	0.0000
DN_NC_073233.2_97983776_19	6350	0.0000	0.6587	1.0000	0.0002
DN_NC_073234.2_106852963_2	2100	0.0000	74.2457	1.0000	0.0262
DN_NC_073234.2_119380821_10	4252	0.0000	0.6936	2.0000	0.0000
DN_NC_073234.2_119401970_11	4193	0.0000	0.5788	2.0000	0.0000
DN_NC_073234.2_120456173_23	3345	0.0000	0.4439	1.0000	0.0000
DN_NC_073234.2_121481999_7	5303	1.0000	15.9521	1.0000	0.0015
DN_NC_073234.2_125738330_13	3324	0.0000	0.4934	1.0000	0.0000
DN_NC_073234.2_126026608_4	2662	1.0000	838.8839	626.8000	0.1416
DN_NC_073234.2_126131834_7	3235	1.0000	0.5233	1.0000	0.0000
DN_NC_073234.2_126370406_2	2848	1.0000	780.7553	186.2000	0.1085
DN_NC_073234.2_127179897_13	2623	0.0000	1002.6569	1.0000	0.0286
DN_NC_073234.2_127819985_16	6226	0.0000	3.5153	4.0000	0.0019
DN_NC_073234.2_130067111_7	5057	0.0000	4.2875	1.0000	0.0026
DN_NC_073234.2_135608372_3	1174	0.0000	2203.7743	15.7000	0.0724
DN_NC_073234.2_135617419_11	3680	0.0000	0.4747	1.0000	0.0000
DN_NC_073234.2_135871466_4	4214	1.0000	1255.1013	2.0000	0.0408
DN_NC_073234.2_135886660_4	1108	1.0000	6.6913	2.0000	0.0108
DN_NC_073234.2_137155900_12	3209	0.0000	1537.5781	1.0000	0.0524
DN_NC_073234.2_139148650_20	5391	0.0000	222.0918	1.0000	0.0176
DN_NC_073234.2_139370404_3	5698	0.0000	20.9749	1.0000	0.0318
DN_NC_073234.2_140369418_2	904	0.0000	1.3142	4.0000	0.0000
DN_NC_073234.2_140369418_3	1123	0.0000	1.1487	3.0000	0.0000
DN_NC_073234.2_147445272_9	2699	1.0000	2.4161	2.0000	0.0056
DN_NC_073234.2_147580679_4	2082	1.0000	925.7709	2.0000	0.0524
DN_NC_073234.2_148420424_5	3649	0.0000	0.6637	1.0000	0.0000
DN_NC_073234.2_148486259_4	4372	0.0000	187.6548	1.0000	0.0160
DN_NC_073234.2_148537990_5	6991	1.0000	403.0498	1.0000	0.0150
DN_NC_073234.2_148580749_5	5577	0.0000	110.6070	1.0000	0.0093
DN_NC_073234.2_148620174_2	2733	0.0000	1.0066	1.0000	0.0015
DN_NC_073234.2_148630977_5	4938	0.0000	0.7918	1.0000	0.0002
DN_NC_073234.2_148682020_7	4782	1.0000	18.8329	1.0000	0.0023
DN_NC_073234.2_15631092_11	1788	0.0000	1.3345	4.0000	0.0000
DN_NC_073234.2_17584207_9	2640	0.0000	326.3913	2.0000	0.0542
DN_NC_073234.2_18597435_13	1809	0.0000	0.4898	1.0000	0.0000
DN_NC_073234.2_21213540_25	3664	0.0000	0.4331	1.0000	0.0000
DN_NC_073234.2_22113821_5	2623	1.0000	1267.3465	5.0000	0.0743
DN_NC_073234.2_22528772_7	1435	0.0000	1.3547	3.0000	0.0007
DN_NC_073234.2_22529951_2	4492	0.0000	0.7620	1.0000	0.0002
DN_NC_073234.2_22572777_12	3052	0.0000	291.5360	1.0000	0.0056
DN_NC_073234.2_22604826_16	2285	0.0000	0.4656	1.0000	0.0000
DN_NC_073234.2_22631499_6	4971	0.0000	449.4526	1.0000	0.0173
DN_NC_073234.2_22636891_13	2587	0.0000	863.1751	1.0000	0.0332
DN_NC_073234.2_23452056_11	3434	1.0000	1.0058	3.0000	0.0000
DN_NC_073234.2_23565467_10	4045	1.0000	612.5595	3.0000	0.0220
DN_NC_073234.2_24956987_7	1341	0.0000	2.7681	3.0000	0.0067
DN_NC_073234.2_24978856_8	987	0.0000	1.6920	3.0000	0.0030
DN_NC_073234.2_26006928_5	3088	1.0000	0.6150	1.0000	0.0000
DN_NC_073234.2_27515614_23	5560	0.0000	0.4862	1.0000	0.0000
DN_NC_073234.2_36991193_12	3895	0.0000	0.5083	1.0000	0.0000
DN_NC_073234.2_37699488_22	4049	0.0000	0.9953	3.0000	0.0000
DN_NC_073234.2_43619064_8	3089	0.0000	883.7504	1.0000	0.0440
DN_NC_073234.2_43623304_5	1863	1.0000	1450.5276	1.0000	0.0671
DN_NC_073234.2_43758373_10	3277	1.0000	0.5722	1.0000	0.0000
DN_NC_073234.2_44474713_2	4416	1.0000	5.3936	2.0000	0.0127
DN_NC_073234.2_45066531_11	2980	0.0000	0.9470	2.0000	0.0000
DN_NC_073234.2_45136934_7	1467	0.0000	560.4117	2.0000	0.0702
DN_NC_073234.2_45177188_28	4748	0.0000	165.7934	1.0000	0.0038
DN_NC_073234.2_45204849_7	721	1.0000	1.0902	3.0000	0.0000
DN_NC_073234.2_45208389_7	944	0.0000	0.4947	1.0000	0.0000
DN_NC_073234.2_45319542_4	1807	1.0000	1713.1871	86.8000	0.0991
DN_NC_073234.2_45519337_9	3225	0.0000	46.2977	1.0000	0.0118
DN_NC_073234.2_45523055_3	6229	0.0000	373.2549	1.0000	0.0233
DN_NC_073234.2_45531723_7	5459	0.0000	246.5979	1.0000	0.0214
DN_NC_073234.2_45539357_4	3266	0.0000	393.0934	1.0000	0.0300
DN_NC_073234.2_47062440_10	3291	1.0000	5.1167	23.0000	0.0000
DN_NC_073234.2_47868349_14	2703	0.0000	14.7159	2.0000	0.0059
DN_NC_073234.2_48129944_8	2716	0.0000	0.5077	1.0000	0.0000
DN_NC_073234.2_48400691_7	1520	0.0000	4.1230	16.0000	0.0000
DN_NC_073234.2_48448103_8	1978	1.0000	4.2877	15.0000	0.0000
DN_NC_073234.2_48529294_9	2581	0.0000	0.6087	1.0000	0.0000
DN_NC_073234.2_49024482_9	2082	0.0000	0.9236	3.0000	0.0000
DN_NC_073234.2_49087212_9	2655	0.0000	0.8652	2.0000	0.0000
DN_NC_073234.2_49097599_9	1637	0.0000	0.8711	1.0000	0.0000
DN_NC_073234.2_49287598_7	2641	0.0000	0.4669	1.0000	0.0000
DN_NC_073234.2_49830161_25	5215	0.0000	0.4861	1.0000	0.0000
DN_NC_073234.2_50306180_17	5391	0.0000	719.8240	1.0000	0.0532
DN_NC_073234.2_52040112_9	1846	0.0000	0.5542	1.0000	0.0000
DN_NC_073234.2_52064465_4	1664	0.0000	2.3221	4.0000	0.0006
DN_NC_073234.2_52151326_4	1942	0.0000	1.3759	4.0000	0.0000
DN_NC_073234.2_52202911_4	1755	0.0000	1.5305	4.0000	0.0000
DN_NC_073234.2_52495433_13	2592	0.0000	0.4394	1.0000	0.0000
DN_NC_073234.2_53131451_25	5346	0.0000	21.2989	1.0000	0.0021
DN_NC_073234.2_53272916_54	5079	0.0000	0.4164	1.0000	0.0000
DN_NC_073234.2_62953363_3	5686	1.0000	583.3445	2.0000	0.0304
DN_NC_073234.2_67151860_3	4280	1.0000	4.5423	2.0000	0.0084
DN_NC_073234.2_69501458_7	2361	0.0000	0.4680	1.0000	0.0000
DN_NC_073234.2_69557459_4	6258	1.0000	1041.0582	1.0000	0.0382
DN_NC_073234.2_70140848_27	3944	0.0000	0.5025	1.0000	0.0000
DN_NC_073234.2_70557569_25	5413	0.0000	0.4672	1.0000	0.0000
DN_NC_073234.2_71885470_2	4081	1.0000	752.2487	8.0000	0.0252
DN_NC_073234.2_74802518_16	4915	0.0000	0.5017	1.0000	0.0000
DN_NC_073234.2_76035232_5	5390	0.0000	138.0776	2.0000	0.0147
DN_NC_073234.2_76077727_3	4504	0.0000	165.1106	2.0000	0.0175
DN_NC_073234.2_79789135_15	4862	0.0000	1.7565	1.0000	0.0043
DN_NC_073234.2_79820285_12	3901	0.0000	2.0602	1.0000	0.0054
DN_NC_073234.2_86426177_10	3198	0.0000	720.9490	21.0000	0.0891
DN_NC_073234.2_87500533_19	5429	0.0000	9.4649	1.0000	0.0193
DN_NC_073234.2_90680832_2	1725	1.0000	82.9038	31.0000	0.0684
DN_NC_073234.2_90802099_6	2587	1.0000	3.3034	1.0000	0.0043
DN_NC_073234.2_90815331_10	8388	1.0000	228.5162	1.0000	0.0144
DN_NC_073234.2_95346893_3	4743	0.0000	194.0434	1.0000	0.0129
DN_NC_073235.2_103471173_13	1901	0.0000	0.4624	1.0000	0.0000
DN_NC_073235.2_104226160_12	5319	0.0000	0.7124	1.0000	0.0002
DN_NC_073235.2_105819742_3	2984	0.0000	1105.4460	1.0000	0.0379
DN_NC_073235.2_106111443_2	1819	1.0000	83.8747	192.2000	0.1330
DN_NC_073235.2_112807340_11	3509	0.0000	1036.4166	3.0000	0.0769
DN_NC_073235.2_121932800_16	2491	0.0000	1667.8314	1.0000	0.0434
DN_NC_073235.2_121946440_4	1553	0.0000	0.6967	2.0000	0.0000
DN_NC_073235.2_122111621_9	3347	0.0000	0.5297	1.0000	0.0000
DN_NC_073235.2_122326496_17	3108	0.0000	0.4527	1.0000	0.0000
DN_NC_073235.2_125539339_16	4700	0.0000	0.4923	1.0000	0.0000
DN_NC_073235.2_133031264_19	7304	0.0000	244.8189	2.0000	0.0240
DN_NC_073235.2_133124679_15	2165	0.0000	0.5058	1.0000	0.0000
DN_NC_073235.2_134247998_3	3348	0.0000	660.9901	1.0000	0.0287
DN_NC_073235.2_136577761_2	2146	0.0000	0.8048	2.0000	0.0000
DN_NC_073235.2_137582288_5	2395	1.0000	829.1591	95.6000	0.0998
DN_NC_073235.2_142785844_3	4442	1.0000	578.4730	1.0000	0.0617
DN_NC_073235.2_143720615_16	3398	0.0000	0.5018	1.0000	0.0000
DN_NC_073235.2_143747819_4	6897	1.0000	190.4899	1.0000	0.0117
DN_NC_073235.2_144819821_8	1486	0.0000	0.9832	2.0000	0.0000
DN_NC_073235.2_144823500_4	975	0.0000	0.8913	2.0000	0.0000
DN_NC_073235.2_144827388_3	941	0.0000	0.9362	2.0000	0.0000
DN_NC_073235.2_15131698_9	2452	0.0000	1629.3246	7.0000	0.0404
DN_NC_073235.2_15191747_16	5052	1.0000	431.1564	29.0000	0.0228
DN_NC_073235.2_29394327_4	3922	1.0000	1477.5502	15.9000	0.0824
DN_NC_073235.2_31662902_3	1195	0.0000	0.8979	2.0000	0.0000
DN_NC_073235.2_31672555_8	1434	0.0000	0.8075	2.0000	0.0000
DN_NC_073235.2_31713963_3	552	0.0000	0.8025	2.0000	0.0000
DN_NC_073235.2_31723374_5	1529	0.0000	1.4330	4.0000	0.0000
DN_NC_073235.2_31973952_17	3852	0.0000	245.4099	2.0000	0.0117
DN_NC_073235.2_32368514_11	2851	0.0000	1.7987	1.0000	0.0014
DN_NC_073235.2_32697745_5	1564	0.0000	1.4776	4.0000	0.0000
DN_NC_073235.2_32705529_3	554	0.0000	0.8267	2.0000	0.0000
DN_NC_073235.2_32750477_8	1487	0.0000	0.9375	2.0000	0.0000
DN_NC_073235.2_33703802_2	5452	0.0000	4.9059	17.0000	0.0000
DN_NC_073235.2_34402342_7	2342	0.0000	15.3245	18.0000	0.0102
DN_NC_073235.2_38606855_2	4733	0.0000	20.6541	1.0000	0.0298
DN_NC_073235.2_41950647_3	4684	0.0000	38.4601	1.0000	0.0314
DN_NC_073235.2_50441116_14	6283	0.0000	918.8942	2226.2000	0.1229
DN_NC_073235.2_56615771_10	4793	0.0000	1.5942	1.0000	0.0017
DN_NC_073235.2_58805487_6	5600	1.0000	161.0027	1.0000	0.0041
DN_NC_073235.2_64458923_26	3726	0.0000	0.4283	1.0000	0.0000
DN_NC_073235.2_64637479_26	2774	0.0000	0.4164	1.0000	0.0000
DN_NC_073235.2_68674135_11	3294	0.0000	0.6433	1.0000	0.0000
DN_NC_073235.2_68877817_25	7325	0.0000	0.5119	1.0000	0.0000
DN_NC_073235.2_71287360_16	5518	1.0000	1709.1647	7397.8000	0.2611
DN_NC_073235.2_71373985_7	1340	0.0000	1851.9172	9036.0000	0.1709
DN_NC_073235.2_74414844_11	4799	0.0000	791.6972	1.0000	0.0292
DN_NC_073235.2_83159862_3	4482	1.0000	30.0930	1.0000	0.0402
DN_NC_073235.2_91038771_5	3767	0.0000	328.3186	2.0000	0.0632
DN_NC_073235.2_91416644_51	5618	0.0000	0.4128	1.0000	0.0000
DN_NC_073235.2_91471014_54	6908	0.0000	0.4450	1.0000	0.0000
DN_NC_073235.2_94365284_2	2922	1.0000	31.0096	1.0000	0.0387
DN_NC_073236.2_102496314_19	3676	0.0000	0.4897	1.0000	0.0000
DN_NC_073236.2_108637713_6	4951	0.0000	181.7138	1.0000	0.0034
DN_NC_073236.2_108768428_15	2727	0.0000	0.5200	1.0000	0.0000
DN_NC_073236.2_111042998_7	3062	0.0000	906.3762	1.0000	0.0464
DN_NC_073236.2_111062321_8	2243	0.0000	0.4721	1.0000	0.0000
DN_NC_073236.2_112253211_6	5808	0.0000	792.3492	1.0000	0.0219
DN_NC_073236.2_112264496_14	3848	0.0000	1195.3170	1.0000	0.0320
DN_NC_073236.2_112799498_6	1510	0.0000	35.2642	7.0000	0.0483
DN_NC_073236.2_113129170_6	3911	0.0000	2115.9473	3.0000	0.0703
DN_NC_073236.2_113941675_8	5557	1.0000	0.9426	1.0000	0.0013
DN_NC_073236.2_115828789_3	4259	0.0000	774.3585	1758.6000	0.2043
DN_NC_073236.2_119568063_21	6427	0.0000	0.5419	1.0000	0.0000
DN_NC_073236.2_121320001_9	2485	0.0000	0.5054	1.0000	0.0000
DN_NC_073236.2_121349000_3	1469	0.0000	0.4636	1.0000	0.0000
DN_NC_073236.2_125241687_3	2965	1.0000	0.5261	1.0000	0.0000
DN_NC_073236.2_125270757_2	4163	1.0000	1.5227	1.0000	0.0019
DN_NC_073236.2_129103377_13	3886	0.0000	648.8276	1.0000	0.0371
DN_NC_073236.2_129129305_10	2830	0.0000	0.5555	1.0000	0.0004
DN_NC_073236.2_129488631_5	1664	0.0000	0.5144	1.0000	0.0000
DN_NC_073236.2_129795378_10	3348	1.0000	1141.0797	2.0000	0.0358
DN_NC_073236.2_130303191_6	2654	0.0000	0.9932	3.0000	0.0000
DN_NC_073236.2_139618373_5	2147	0.0000	0.5044	1.0000	0.0000
DN_NC_073236.2_139624268_6	6214	1.0000	0.6455	2.0000	0.0000
DN_NC_073236.2_140396809_2	2578	1.0000	103.1393	22.0000	0.0105
DN_NC_073236.2_140400059_5	2162	0.0000	615.3312	21.0000	0.0241
DN_NC_073236.2_21263952_7	3779	5.0000	108.9473	28.0000	0.0074
DN_NC_073236.2_21829724_2	2529	1.0000	1157.1807	20.0000	0.0498
DN_NC_073236.2_22549336_8	6062	3.0000	181.1836	9.0000	0.0247
DN_NC_073236.2_22701854_7	1811	1.0000	5.3059	11.0000	0.0000
DN_NC_073236.2_23070420_5	2566	0.0000	1756.5362	11.0000	0.0612
DN_NC_073236.2_24785599_8	2527	0.0000	3.5002	10.0000	0.0000
DN_NC_073236.2_24822888_6	2480	0.0000	2.8544	7.0000	0.0000
DN_NC_073236.2_25270756_7	1817	2.0000	5.1739	11.0000	0.0000
DN_NC_073236.2_26203134_8	3378	0.0000	276.2753	17.0000	0.0101
DN_NC_073236.2_29195344_14	4134	0.0000	220.9023	9.0000	0.0119
DN_NC_073236.2_30205531_7	5515	0.0000	498.9726	8.0000	0.0201
DN_NC_073236.2_30490104_2	2006	0.0000	1299.2622	5077.0000	0.1859
DN_NC_073236.2_30501599_2	2205	1.0000	1526.6880	101.6000	0.1011
DN_NC_073236.2_30994185_5	3065	0.0000	852.6401	15.0000	0.0297
DN_NC_073236.2_31364804_7	2600	2.0000	165.2292	5.0000	0.0204
DN_NC_073236.2_31528778_7	5603	1.0000	1286.8231	3.0000	0.0457
