family_id	seed_tid	tid	chrom	start	end	n_exon	strand	n_reads	identity	coverage
GWFAM161	DN_NC_073236.2_52824541_4	SE_NC_073236.2_51438749_5	NC_073236.2	51438749	51458529	5	+	1	0.8334	0.5769
GWFAM157	DN_NC_073237.2_29418618_13	SE_NC_073237.2_31482276_12	NC_073237.2	31482276	31509138	12	+	1	0.8213	0.5821
GWFAM217	DN_NC_073242.2_104701006_6	SE_NC_073242.2_104139382_6	NC_073242.2	104139382	104154726	6	-	1	0.8823	0.5356
GWFAM263	DN_NC_086018.1_20202983_4	SE_NC_086018.1_19876798_4	NC_086018.1	19876798	20385311	4	+	1	0.8804	0.5353
GWFAM2	DN_NC_073230.2_165840223_11	SE_NC_073224.2_6828643_12	NC_073224.2	6828643	6871060	12	+	2	0.8930	0.5277
GWFAM233	DN_NC_086018.1_1957958_2	SE_NC_086018.1_6578849_2	NC_086018.1	6578849	6583521	2	+	1	0.8486	0.5522
GWFAM81	DN_NC_073243.2_79717407_18	SE_NC_073243.2_82805802_18	NC_073243.2	82805802	82887897	18	+	1	0.9428	0.4927
GWFAM76	DN_NC_073228.2_182473922_9	SE_NC_073228.2_179961148_8	NC_073228.2	179961148	179977494	8	-	1	0.8046	0.5706
GWFAM70	DN_NC_073228.2_145306441_4	SE_NC_073228.2_145161651_4	NC_073228.2	145161651	145343540	4	+	2	1.0000	0.4527
GWFAM46	DN_NC_073237.2_118518309_5	SE_NC_073230.2_168757896_5	NC_073230.2	168757896	168778242	5	-	1	0.8845	0.4986
GWFAM90	DN_NC_073237.2_118502490_4	SE_NC_073230.2_6786218_3	NC_073230.2	6786218	6798650	3	-	1	0.8628	0.5060
GWFAM76	DN_NC_073228.2_182638384_11	SE_NC_073228.2_182478017_12	NC_073228.2	182478017	182496024	12	+	1	0.9193	0.4614
GWFAM19	DN_NC_073243.2_111264809_13	SE_NC_073224.2_130305135_12	NC_073224.2	130305135	130329612	12	+	2	0.8067	0.5231
GWFAM42	DN_NC_073237.2_93516915_6	SE_NC_073237.2_93500500_6	NC_073237.2	93500500	93519597	6	-	1	1.0000	0.4193
GWFAM54	DN_NC_073228.2_46729676_10	SE_NC_073228.2_45932521_11	NC_073228.2	45932521	45958103	11	+	1	0.9774	0.4284
GWFAM14	DN_NC_073243.2_111287385_16	SE_NC_073224.2_130265283_15	NC_073224.2	130265283	130304949	15	-	1	0.8688	0.4752
GWFAM161	DN_NC_073236.2_49989276_2	SE_NC_073236.2_52821978_2	NC_073236.2	52821978	52826994	2	+	1	0.8713	0.4728
GWFAM137	DN_NC_073234.2_47062575_10	SE_NC_073238.2_67037963_9	NC_073238.2	67037963	67064204	9	+	1	0.8480	0.4835
GWFAM19	DN_NC_073243.2_111264809_13	SE_NC_073243.2_111214146_14	NC_073243.2	111214146	111287353	14	-	1	1.0000	0.4022
GWFAM178	DN_NC_073240.2_22072042_10	SE_NC_073240.2_24449474_10	NC_073240.2	24449474	24495719	10	+	2	0.9127	0.4259
GWFAM178	DN_NC_073240.2_22072042_10	SE_NC_073240.2_21248804_11	NC_073240.2	21248804	21294941	11	+	1	0.9035	0.4259
GWFAM105	DN_NC_073238.2_25250977_5	SE_NC_073230.2_161461467_4	NC_073230.2	161461467	161489309	4	-	1	0.8047	0.4727
GWFAM93	DN_NC_073230.2_86077849_4	SE_NC_073238.2_84534590_5	NC_073238.2	84534590	84666958	5	-	1	0.8682	0.4335
GWFAM160	DN_NC_073236.2_33699716_3	SE_NC_073236.2_35276291_2	NC_073236.2	35276291	35280989	2	-	1	0.8421	0.4006
GWFAM208	DN_NC_073242.2_31545375_14	SE_NC_073242.2_29559520_15	NC_073242.2	29559520	29593763	15	-	1	0.8073	0.4099
