family_id	n_members	n_chroms	chroms	genes	status	n_psv	n_aligned_cols	ref_len	max_span	mean_member_len
467	2	1	NC_073245.2	LOC101129558,LOC101135429	same_chrom_segmental_psv	681	2306	4533	297046	3428.0
468	2	1	NC_073245.2	CRNKL1,NAA20	tandem_like_psv	542	1239	3336	35404	2290.0
469	2	1	NC_073245.2	NFS1,ROMO1	tandem_like_psv	239	447	2089	32174	1270.5
470	2	1	NC_073245.2	PHF20	aligned_no_psv	0	143	1835	144770	989.0
471	2	1	NC_073245.2	CTSA,NEURL2	tandem_like_psv	495	929	2915	10211	1948.5
472	2	1	NC_073245.2	TP53RK	aligned_no_psv	0	2756	2756	7990	2756.0
473	2	1	NC_073245.2	LOC129529112,LOC129529113	tandem_like_psv	66	723	794	11730	758.5
474	2	1	NC_073245.2	CTSZ,NELFCD	tandem_like_psv	859	1517	2285	26113	1930.5
475	2	2	NC_073245.2,NC_073247.2	LOC115933187,SH3KBP1	inter_chromosomal_psv	98	1850	3506	356111	3391.0
476	2	2	NC_073246.2,NC_086018.1	LOC129530473,LOC129530554	aligned_no_psv	0	1460	3599	6436	2533.0
477	2	2	NC_073246.2,NC_086018.1	LOC101142904,LOC129530552	aligned_no_psv	0	315	5468	8963	2891.5
478	4	2	NC_073246.2,NC_086018.1	LOC129530550	inter_chromosomal_psv	134	198	1967	4625564	1594.2
479	3	2	NC_073246.2,NC_086018.1	LOC101143142,LOC129530478	inter_chromosomal_psv	22	1396	1454	4517213	1423.0
480	2	1	NC_073246.2	VPS26C	tandem_like_psv	934	1723	2994	45599	2503.0
481	2	1	NC_073246.2	PTTG1IP	aligned_no_psv	0	2249	4931	25703	3590.0
482	2	1	NC_073246.2	LOC101143381	no_alignment	0	0	3031	6519	1515.5
483	2	2	NC_073247.2,NC_073248.2	ASMTL	inter_chromosomal_psv	1	291	2059	57283	1208.0
484	2	1	NC_073247.2		aligned_no_psv	0	2437	2437	183985	2437.0
485	5	1	NC_073247.2	LOC101130542,TCEAL2,TCEAL4,TCEAL5,TCEAL6	same_chrom_segmental_psv	393	895	1380	1492914	1158.4
486	3	1	NC_073247.2	LOC101145461,LOC129523474,NXF3	same_chrom_segmental_psv	651	2062	2406	831082	2297.0
487	2	1	NC_073247.2	GPRASP2	tandem_like_psv	667	3785	7751	66152	5834.0
488	2	1	NC_073247.2	BEX1,BEX2	same_chrom_segmental_psv	150	838	1157	253723	1014.5
489	2	1	NC_073247.2	ZCCHC12,ZCCHC18	same_chrom_segmental_psv	360	2237	2946	14664020	2640.5
490	2	2	NC_073247.2,NC_073248.2	CD99	aligned_no_psv	0	2945	2945	52251	2945.0
491	2	1	NC_073247.2	TSC22D3	aligned_no_psv	0	1581	2765	62993	2173.0
492	2	1	NC_073247.2	DCAF12L1,DCAF12L2	same_chrom_segmental_psv	231	1875	2800	388602	2363.0
493	2	1	NC_073247.2	EOLA1,EOLA2	aligned_no_psv	0	1044	3172	456621	2111.0
494	13	1	NC_073247.2	LOC129529976,LOC129529978,LOC129529983,LOC129529986,LOC129530018,MAGEA1,MAGEA12,MAGEA4,MAGEA9	same_chrom_segmental_psv	615	1578	3914	3614731	2374.3
495	2	1	NC_073247.2	LOC129530020,TMEM185A	same_chrom_segmental_psv	43	2107	2741	187389	2424.0
496	3	1	NC_073247.2	PNMA6E,PNMA6F	tandem_like_psv	370	2970	3834	97062	3621.0
497	2	1	NC_073247.2	IKBKG,LOC115932121	aligned_no_psv	0	718	1447	93540	1386.5
498	5	2	NC_073247.2,NC_073248.2	LOC101136398,LOC115932241,LOC115932281,LOC129529790,LOC129530333	inter_chromosomal_psv	31	454	960	1932268	674.6
499	2	2	NC_073247.2,NC_073248.2	ZFX,ZFY	inter_chromosomal_psv	1899	7204	8426	64960	8316.0
500	2	1	NC_073247.2	MAGEB6,MAGEB6B	tandem_like_psv	160	1858	2111	36339	2053.0
501	3	1	NC_073247.2	LOC101152062	tandem_like_psv	359	1491	7106	28176	3373.3
502	2	2	NC_073247.2,NC_073248.2	USP9X,USP9Y	inter_chromosomal_psv	276	2564	3763	20928	3166.0
503	2	2	NC_073247.2,NC_073248.2	DDX3X,DDX3Y	inter_chromosomal_psv	554	4294	5480	18901	4907.5
504	3	1	NC_073247.2	LOC101151343,LOC101153153,LOC129529923	same_chrom_segmental_psv	188	1320	1432	4252851	1426.3
505	9	1	NC_073247.2	LOC101132445,LOC129529765,LOC129529767,LOC129529768,LOC129529769,LOC129529771,LOC129529774,LOC129529775,LOC129529807	same_chrom_segmental_psv	60	558	672	163138	589.1
506	2	1	NC_073247.2	LOC101141171,NUDT10	same_chrom_segmental_psv	554	2160	2785	188580	2647.0
507	2	1	NC_073247.2	LOC101144987,LOC101146541	aligned_no_psv	0	3405	3405	119015	3405.0
508	2	1	NC_073247.2	LOC101148088,LOC115932194	aligned_no_psv	0	830	830	21299	830.0
509	2	2	NC_073247.2,NC_073248.2	KDM5C,KDM5D	inter_chromosomal_psv	1430	5735	7954	40963	7336.0
510	2	1	NC_073247.2	FAM236B,LOC129530010	aligned_no_psv	0	557	894	161571	725.5
511	9	1	NC_073248.2	LOC129530205,LOC129530238,LOC129530241,LOC129530249,LOC129530259,LOC129530266,LOC129530271	same_chrom_segmental_psv	55	871	4605	9821101	2197.3
512	2	1	NC_073248.2	LOC129530250,RPS4Y1	same_chrom_segmental_psv	278	2084	2532	16969171	2390.0
513	4	1	NC_073248.2	LOC129530275,LOC129530278,LOC129530279,LOC129530280	aligned_no_psv	0	1140	1147	106230	1141.8
514	2	1	NC_086017.1	CRYBG3	aligned_no_psv	0	6124	9863	127339	8437.0
515	2	1	NC_086017.1	LOC109026206	aligned_no_psv	0	118	2590	31630	1354.0
516	2	1	NC_086017.1	CRBN,TRNT1	tandem_like_psv	1238	2134	2547	51857	2408.0
517	2	1	NC_086017.1	ARHGAP31	aligned_no_psv	0	905	6596	125290	3750.5
518	2	1	NC_086017.1	GSK3B	aligned_no_psv	0	1711	8406	271257	5058.5
519	2	1	NC_086017.1	CCDC14	aligned_no_psv	0	2003	4014	47966	3008.5
520	2	1	NC_086017.1	ALG1L1P,LOC101127338	same_chrom_segmental_psv	37	1113	14407	1995601	7767.0
521	2	1	NC_086017.1	OSBPL11	aligned_no_psv	0	949	4687	69413	2818.0
522	2	1	NC_086017.1	PLXND1	aligned_no_psv	0	1428	3273	15704	2350.5
523	2	1	NC_086017.1	RAB6B	aligned_no_psv	0	4622	5598	71671	5110.0
524	4	1	NC_086017.1	ZBTB38	aligned_no_psv	0	6524	6752	46554	6642.5
525	2	1	NC_086017.1	TSC22D2	aligned_no_psv	0	3076	4941	51958	4008.5
526	2	1	NC_086017.1	SEC62	aligned_no_psv	0	3878	4695	32691	4286.5
527	2	1	NC_086017.1	ACTL6A,MRPL47	tandem_like_psv	447	822	1891	42068	1377.0
528	2	1	NC_086017.1	SOX2	aligned_no_psv	0	4072	4072	180060	4072.0
529	2	1	NC_086017.1	RNF168	aligned_no_psv	0	993	4717	34554	2855.0
530	2	1	NC_086017.1	MKRN2,RAF1	same_chrom_segmental_psv	1318	2664	3816	110144	3397.5
531	2	1	NC_086017.1	NKIRAS1,UBE2E1	same_chrom_segmental_psv	606	1504	4830	110207	3178.5
532	2	1	NC_086017.1	RBMS3	aligned_no_psv	0	893	8624	749031	4758.5
533	2	1	NC_086017.1	LIMD1	aligned_no_psv	0	4329	7194	95111	5761.5
534	2	1	NC_086017.1	SETD2	aligned_no_psv	0	4367	8270	149435	6430.0
535	3	1	NC_086017.1	LOC109026268	aligned_no_psv	0	878	7294	74796	5155.3
536	2	1	NC_086017.1	PRKAR2A	aligned_no_psv	0	267	6212	103051	3239.5
537	2	1	NC_086017.1	TASOR	aligned_no_psv	0	645	2529	36719	1587.0
538	2	1	NC_086018.1	BCL2L13	aligned_no_psv	0	4010	5333	97843	4671.5
539	2	1	NC_086018.1	DGCR6,DGCR6L	same_chrom_segmental_psv	36	1130	1787	1409877	1459.0
540	3	1	NC_086018.1	LOC129529591,ZNF74	same_chrom_segmental_psv	1060	3026	3942	962440	3846.3
541	2	1	NC_086018.1	LOC101134596,PI4KA	same_chrom_segmental_psv	17	1356	4030	786863	2695.5
542	4	1	NC_086018.1	BCR,LOC101132434,LOC101135843,LOC115932815	same_chrom_segmental_psv	289	2356	4224	3789283	3288.2
543	2	1	NC_086018.1	UBE2L3	aligned_no_psv	0	2520	2966	59103	2743.0
544	2	1	NC_086018.1	LOC101140402,LOC101141165	same_chrom_segmental_psv	602	1073	1680	2270599	1404.5
545	4	1	NC_086018.1	MORC2,OSBP2	same_chrom_segmental_psv	79	164	5030	274523	2530.8
546	3	1	NC_086018.1	APOL2,APOL3,APOL4	tandem_like_psv	664	1978	3389	99432	2670.7
547	3	1	NC_086018.1	APOBEC3C,APOBEC3D,APOBEC3F	tandem_like_psv	220	1412	4843	71073	3505.0
548	2	1	NC_086018.1	LOC101145825,SERHL2	tandem_like_psv	639	1141	1389	65576	1316.0
549	2	1	NC_086018.1	LOC101144484	aligned_no_psv	0	3207	3965	8860	3586.0
550	2	1	NC_086018.1	LOC129529456,NCAPH2	tandem_like_psv	609	1456	3544	17258	2513.0
