dn_a	dn_b	n_exon_a	n_exon_b	n_exon_min	colinear	colinear_nd	n_matched	exon_match_frac	mean_matched_id	best_exon_id	isolated_domain	colinear_50	colinear_60	colinear_65	colinear_70	colinear_75	colinear_80
DN_NC_073242.2_97493790_12	DN_NC_073242.2_97528976_5	12	5	5	1	1	1	0.2	1.0	1.0	1	4	1	1	1	1	1
DN_NC_073242.2_98958086_2	DN_NC_073242.2_98974496_9	2	9	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073242.2_99181437_12	DN_NC_073242.2_99604879_12	12	12	12	11	11	11	0.9167	0.9893	1.0	0	11	11	11	11	11	11
DN_NC_073242.2_99745328_12	DN_NC_073242.2_99793055_12	12	12	12	10	10	10	0.8333	0.9247	1.0	0	12	11	11	10	10	10
DN_NC_073243.2_112081564_15	DN_NC_086017.1_207228653_16	15	16	15	13	13	13	0.8667	0.9464	0.9726	0	13	13	13	13	13	13
DN_NC_073243.2_112081564_15	DN_NC_086017.1_207540432_15	15	15	15	12	12	12	0.8	0.9535	0.9762	0	12	12	12	12	12	12
DN_NC_073243.2_17433799_8	DN_NC_073243.2_17450998_15	8	15	8	0	0	0	0.0	0.0	0.0	0	5	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_47250467_5	2	5	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_47586219_5	2	5	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_47997304_5	2	5	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_48030811_4	2	4	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_48242798_5	2	5	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_48980018_5	2	5	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_49072464_4	2	4	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_49246931_6	2	6	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_51825388_5	2	5	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_55341363_7	2	7	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_65102393_4	2	4	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_68491976_5	2	5	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073243.2_20204464_2	DN_NC_073244.2_68513423_5	2	5	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073243.2_20232546_4	DN_NC_073244.2_70277256_8	4	8	4	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073243.2_20232546_4	DN_NC_086017.1_54612772_3	4	3	3	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073243.2_20322881_2	DN_NC_073244.2_59726455_2	2	2	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073243.2_20322881_2	DN_NC_086017.1_54551513_4	2	4	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073243.2_20324218_2	DN_NC_073244.2_15324693_6	2	6	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073243.2_20324218_2	DN_NC_086017.1_54487757_3	2	3	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073243.2_20324218_2	DN_NC_086017.1_54527845_6	2	6	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073243.2_21779153_4	DN_NC_073243.2_21780781_4	4	4	4	1	1	1	0.25	1.0	1.0	1	2	1	1	1	1	1
DN_NC_073243.2_22365408_15	DN_NC_086017.1_195260184_15	15	15	15	9	9	9	0.6	0.7735	0.8489	0	14	12	12	9	5	4
DN_NC_073243.2_22727924_2	DN_NC_073243.2_22729136_7	2	7	2	1	1	1	0.5	1.0	1.0	1	2	1	1	1	1	1
DN_NC_073243.2_25668904_14	DN_NC_073243.2_25770609_26	14	26	14	14	14	14	1.0	0.8593	0.9647	0	14	14	14	14	12	10
DN_NC_073243.2_25668904_14	DN_NC_073245.2_47207807_14	14	13	13	3	3	3	0.2308	0.7663	0.7941	0	9	8	6	3	2	0
DN_NC_073243.2_25770609_26	DN_NC_073245.2_47207807_14	26	13	13	6	6	6	0.4615	0.7405	0.801	0	9	9	7	6	2	1
DN_NC_073243.2_25770609_26	DN_NC_086017.1_119256163_19	26	19	19	5	5	5	0.2632	0.7125	0.7194	0	15	14	11	5	0	0
DN_NC_073243.2_31614985_22	DN_NC_073244.2_25226014_19	22	19	19	6	6	6	0.3158	0.7812	0.8214	0	17	14	10	6	5	3
DN_NC_073243.2_40339828_3	DN_NC_073247.2_26298821_5	3	5	3	0	0	0	0.0	0.0	0.0	0	3	0	0	0	0	0
DN_NC_073243.2_40875168_3	DN_NC_073247.2_89808941_7	3	7	3	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073243.2_47785917_12	DN_NC_073243.2_47800408_20	12	20	12	1	1	1	0.0833	1.0	1.0	1	7	3	1	1	1	1
DN_NC_073243.2_49045190_4	DN_NC_073245.2_35160176_6	4	6	4	0	0	0	0.0	0.0	0.0	0	3	0	0	0	0	0
DN_NC_073243.2_49045190_4	DN_NC_073247.2_105439613_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073243.2_51178324_11	DN_NC_073244.2_16453836_16	11	16	11	5	5	5	0.4545	0.7694	0.8297	0	9	8	6	5	3	1
DN_NC_073243.2_54697918_6	DN_NC_073243.2_54805899_27	6	27	6	0	0	0	0.0	0.0	0.0	0	3	0	0	0	0	0
DN_NC_073243.2_69046517_5	DN_NC_073243.2_69056468_9	5	9	5	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073243.2_69046517_5	DN_NC_073244.2_43610901_6	5	6	5	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073243.2_69046517_5	DN_NC_073247.2_147586730_5	5	5	5	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073243.2_70014918_17	DN_NC_073244.2_43610901_6	17	6	6	0	0	0	0.0	0.0	0.0	0	3	1	0	0	0	0
DN_NC_073243.2_70014918_17	DN_NC_073247.2_147586730_5	17	5	5	0	0	0	0.0	0.0	0.0	0	4	0	0	0	0	0
DN_NC_073243.2_74160733_18	DN_NC_073243.2_79717303_18	18	18	18	6	6	6	0.3333	0.9717	0.9917	0	8	6	6	6	6	6
DN_NC_073243.2_81969227_10	DN_NC_073244.2_21366814_9	10	9	9	5	5	5	0.5556	0.7903	0.8731	0	7	6	6	5	5	1
DN_NC_073243.2_82594889_12	DN_NC_073243.2_82739824_8	12	8	8	4	4	4	0.5	0.9944	0.996	0	7	4	4	4	4	4
DN_NC_073243.2_94988262_4	DN_NC_086017.1_185299820_2	3	2	2	1	1	1	0.5	0.7098	0.7098	1	1	1	1	1	0	0
DN_NC_073243.2_97368865_2	DN_NC_073243.2_97368870_3	2	3	2	1	1	1	0.5	1.0	1.0	1	2	1	1	1	1	1
DN_NC_073244.2_11377962_21	DN_NC_073244.2_11413820_21	21	21	21	8	8	8	0.381	0.792	0.998	0	19	17	13	8	4	2
DN_NC_073244.2_12909180_8	DN_NC_073244.2_14850343_10	8	10	8	5	5	5	0.625	0.8758	0.9841	0	8	7	6	5	5	3
DN_NC_073244.2_14850343_10	DN_NC_086017.1_50412575_3	10	5	5	1	1	1	0.2	0.746	0.746	1	5	1	1	1	0	0
DN_NC_073244.2_15172509_7	DN_NC_073244.2_68766684_2	7	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_15324693_6	DN_NC_086017.1_54487757_3	6	3	3	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_15324693_6	DN_NC_086017.1_54527845_6	6	6	6	0	0	0	0.0	0.0	0.0	0	4	1	1	0	0	0
DN_NC_073244.2_15357025_8	DN_NC_073244.2_15508499_10	8	10	8	1	2	2	0.25	0.8373	0.8492	1	5	3	1	1	1	1
DN_NC_073244.2_15357025_8	DN_NC_073244.2_15648295_6	8	6	6	1	1	1	0.1667	0.8095	0.8175	1	5	3	2	1	1	1
DN_NC_073244.2_15357025_8	DN_NC_073244.2_48384768_7	8	7	7	2	2	2	0.2857	0.7341	0.754	0	5	3	2	2	1	0
DN_NC_073244.2_15357025_8	DN_NC_073244.2_49246931_6	8	6	6	1	1	1	0.1667	0.7302	0.7302	1	3	2	1	1	0	0
DN_NC_073244.2_15453865_9	DN_NC_073244.2_15508499_10	9	10	9	3	4	5	0.5556	0.7994	0.8413	0	6	5	5	3	3	1
DN_NC_073244.2_15453865_9	DN_NC_073244.2_15648295_6	9	6	6	4	4	4	0.6667	0.7759	0.881	0	6	4	4	4	2	1
DN_NC_073244.2_15453865_9	DN_NC_073244.2_45985550_6	9	6	6	1	1	1	0.1667	0.7222	0.7222	1	5	3	2	1	0	0
DN_NC_073244.2_15453865_9	DN_NC_073244.2_47997304_5	9	5	5	0	0	0	0.0	0.0	0.0	0	4	2	1	0	0	0
DN_NC_073244.2_15453865_9	DN_NC_073244.2_48030811_4	9	4	4	0	0	0	0.0	0.0	0.0	0	4	0	0	0	0	0
DN_NC_073244.2_15453865_9	DN_NC_073244.2_48066692_6	9	6	6	0	0	0	0.0	0.0	0.0	0	5	2	0	0	0	0
DN_NC_073244.2_15453865_9	DN_NC_073244.2_48242798_5	9	5	5	0	0	0	0.0	0.0	0.0	0	4	1	1	0	0	0
DN_NC_073244.2_15453865_9	DN_NC_073244.2_49072464_4	9	4	4	0	0	0	0.0	0.0	0.0	0	3	2	1	0	0	0
DN_NC_073244.2_15453865_9	DN_NC_073244.2_49246931_6	9	6	6	0	0	0	0.0	0.0	0.0	0	4	1	1	0	0	0
DN_NC_073244.2_15453865_9	DN_NC_073244.2_51749194_6	9	6	6	0	0	0	0.0	0.0	0.0	0	5	2	1	0	0	0
DN_NC_073244.2_15453865_9	DN_NC_073244.2_55341363_7	9	7	7	0	0	0	0.0	0.0	0.0	0	5	1	1	0	0	0
DN_NC_073244.2_15508499_10	DN_NC_073244.2_15648295_6	10	6	6	3	3	4	0.6667	0.7689	0.8095	0	5	3	3	3	2	1
DN_NC_073244.2_15508499_10	DN_NC_073244.2_47997304_5	10	5	5	0	0	0	0.0	0.0	0.0	0	4	2	1	0	0	0
DN_NC_073244.2_15508499_10	DN_NC_073244.2_48242798_5	10	5	5	0	0	0	0.0	0.0	0.0	0	4	3	1	0	0	0
DN_NC_073244.2_15508499_10	DN_NC_073244.2_48384768_7	10	7	7	1	1	1	0.1429	0.7143	0.7222	1	4	3	1	1	0	0
DN_NC_073244.2_15508499_10	DN_NC_073244.2_49072464_4	10	4	4	1	1	1	0.25	0.7302	0.7302	1	2	2	1	1	0	0
DN_NC_073244.2_15508499_10	DN_NC_073244.2_49176797_4	10	4	4	0	0	0	0.0	0.0	0.0	0	4	1	0	0	0	0
DN_NC_073244.2_15508499_10	DN_NC_073244.2_49246931_6	10	6	6	0	0	0	0.0	0.0	0.0	0	4	3	1	0	0	0
DN_NC_073244.2_15569240_8	DN_NC_073244.2_17678736_4	8	4	4	1	1	1	0.25	0.754	0.754	1	4	2	1	1	1	0
DN_NC_073244.2_15569240_8	DN_NC_073244.2_17831067_3	8	3	3	1	1	1	0.3333	0.746	0.746	1	3	1	1	1	0	0
DN_NC_073244.2_15569240_8	DN_NC_073244.2_17960497_4	8	4	4	1	1	1	0.25	0.7698	0.7698	1	3	1	1	1	1	0
DN_NC_073244.2_15569240_8	DN_NC_073244.2_18047026_4	8	4	4	1	1	1	0.25	0.7778	0.7778	1	4	2	1	1	1	0
DN_NC_073244.2_15569240_8	DN_NC_073244.2_18096775_3	8	3	3	1	1	1	0.3333	0.7398	0.7398	1	3	2	1	1	0	0
DN_NC_073244.2_15569240_8	DN_NC_073244.2_18307855_4	8	4	4	1	1	1	0.25	0.7698	0.7698	1	3	2	1	1	1	0
DN_NC_073244.2_15569240_8	DN_NC_073244.2_18649721_4	8	4	4	1	1	1	0.25	0.7619	0.7619	1	3	1	1	1	1	0
DN_NC_073244.2_15569240_8	DN_NC_073244.2_26156853_4	8	4	4	1	1	1	0.25	0.7619	0.7619	1	3	1	1	1	1	0
DN_NC_073244.2_15605841_4	DN_NC_086017.1_54612772_3	4	3	3	0	0	0	0.0	0.0	0.0	0	3	0	0	0	0	0
DN_NC_073244.2_15648295_6	DN_NC_073244.2_47997304_5	6	5	5	1	1	1	0.2	0.7073	0.7073	1	3	1	1	1	0	0
DN_NC_073244.2_15648295_6	DN_NC_073244.2_48030811_4	6	4	4	0	0	0	0.0	0.0	0.0	0	3	0	0	0	0	0
DN_NC_073244.2_15648295_6	DN_NC_073244.2_48066692_6	6	6	6	0	0	0	0.0	0.0	0.0	0	4	1	1	0	0	0
DN_NC_073244.2_15648295_6	DN_NC_073244.2_48242798_5	6	5	5	0	0	0	0.0	0.0	0.0	0	4	2	1	0	0	0
DN_NC_073244.2_15648295_6	DN_NC_073244.2_49072464_4	6	4	4	1	1	1	0.25	0.7222	0.7222	1	3	1	1	1	0	0
DN_NC_073244.2_15648295_6	DN_NC_073244.2_55341363_7	6	7	6	0	0	0	0.0	0.0	0.0	0	5	1	1	0	0	0
DN_NC_073244.2_16606086_12	DN_NC_073244.2_22635247_12	12	12	12	8	8	8	0.6667	0.8069	0.9154	0	10	10	9	8	7	4
DN_NC_073244.2_17541226_2	DN_NC_073244.2_24302535_5	2	5	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_17635782_4	DN_NC_073244.2_17678736_4	4	4	4	2	2	2	0.5	0.8448	0.873	0	4	4	2	2	2	2
DN_NC_073244.2_17635782_4	DN_NC_073244.2_17751584_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073244.2_17635782_4	DN_NC_073244.2_17831067_3	4	3	3	1	1	1	0.3333	0.8968	0.8968	1	3	2	2	1	1	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_17846610_4	4	4	4	2	2	2	0.5	0.8032	0.873	0	4	4	3	2	1	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_17876785_4	4	4	4	2	2	2	0.5	0.8274	0.9048	0	4	4	2	2	2	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_17922158_4	4	4	4	2	2	2	0.5	0.8071	0.881	0	4	3	2	2	1	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_17960497_4	4	4	4	2	2	2	0.5	0.7905	0.881	0	4	4	2	2	1	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18045307_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	0	0	0	0	0
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18047026_4	4	4	4	2	2	2	0.5	0.8024	0.9048	0	4	4	3	2	1	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18096775_3	4	3	3	1	1	1	0.3333	0.878	0.878	1	3	2	1	1	1	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18201516_4	4	4	4	2	2	2	0.5	0.8317	0.8968	0	4	4	3	2	2	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18232282_4	4	4	4	2	2	2	0.5	0.8234	0.8968	0	2	2	2	2	2	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18356684_4	4	4	4	2	2	2	0.5	0.7996	0.8492	0	4	3	2	2	2	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18385030_4	4	4	4	2	2	2	0.5	0.7992	0.8651	0	4	3	2	2	1	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18426035_4	4	4	4	2	2	2	0.5	0.8242	0.8651	0	4	3	2	2	2	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18470484_4	4	4	4	2	2	2	0.5	0.8242	0.8651	0	4	4	2	2	2	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18564507_4	4	4	4	3	3	3	0.75	0.7987	0.9127	0	4	3	3	3	2	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_18649721_4	4	4	4	2	2	2	0.5	0.8198	0.873	0	4	2	2	2	2	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_26156853_4	4	4	4	2	2	2	0.5	0.779	0.8492	0	4	3	2	2	1	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_8680135_4	4	4	4	1	1	1	0.25	0.881	0.881	1	3	1	1	1	1	1
DN_NC_073244.2_17635782_4	DN_NC_073244.2_8711681_4	4	4	4	1	1	1	0.25	0.8175	0.8254	1	2	1	1	1	1	1
DN_NC_073244.2_17678736_4	DN_NC_073244.2_17751584_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073244.2_17678736_4	DN_NC_073244.2_17797611_4	4	4	4	2	2	2	0.5	0.7548	0.8095	0	4	4	4	2	1	1
DN_NC_073244.2_17678736_4	DN_NC_073244.2_17831067_3	4	3	3	1	1	1	0.3333	0.8492	0.8492	1	2	2	1	1	1	1
DN_NC_073244.2_17678736_4	DN_NC_073244.2_17846610_4	4	4	4	2	2	2	0.5	0.8004	0.8175	0	4	3	2	2	2	2
DN_NC_073244.2_17678736_4	DN_NC_073244.2_17876785_4	4	4	4	2	2	2	0.5	0.8087	0.8175	0	3	3	2	2	2	2
DN_NC_073244.2_17678736_4	DN_NC_073244.2_17922158_4	4	4	4	2	2	2	0.5	0.8044	0.8254	0	3	2	2	2	2	2
DN_NC_073244.2_17678736_4	DN_NC_073244.2_17960497_4	4	4	4	2	2	2	0.5	0.7798	0.8095	0	4	3	2	2	2	1
DN_NC_073244.2_17678736_4	DN_NC_073244.2_17994654_4	4	4	4	2	2	2	0.5	0.8167	0.8333	0	3	2	2	2	2	2
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18045307_2	4	2	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18047026_4	4	4	4	2	2	2	0.5	0.7754	0.8175	0	4	3	3	2	1	1
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18096775_3	4	3	3	1	1	1	0.3333	0.813	0.813	1	3	2	2	1	1	1
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18201516_4	4	4	4	2	2	2	0.5	0.8286	0.8571	0	4	3	2	2	2	2
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18232282_4	4	4	4	2	2	2	0.5	0.8123	0.8413	0	3	3	2	2	2	1
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18307855_4	4	4	4	2	2	2	0.5	0.8619	0.8667	0	4	3	2	2	2	2
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18356684_4	4	4	4	2	2	2	0.5	0.8333	0.8333	0	4	4	2	2	2	2
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18385030_4	4	4	4	2	2	2	0.5	0.825	0.8333	0	4	3	3	2	2	2
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18426035_4	4	4	4	2	2	2	0.5	0.8254	0.8333	0	3	3	3	2	2	2
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18470484_4	4	4	4	2	2	2	0.5	0.8254	0.8333	0	4	4	4	2	2	2
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18564507_4	4	4	4	2	2	2	0.5	0.8123	0.8413	0	4	4	2	2	2	1
DN_NC_073244.2_17678736_4	DN_NC_073244.2_18614963_5	4	5	4	2	2	2	0.5	0.7837	0.8175	0	3	2	2	2	2	1
DN_NC_073244.2_17678736_4	DN_NC_073244.2_26156853_4	4	4	4	2	2	2	0.5	0.7762	0.7857	0	3	2	2	2	2	0
DN_NC_073244.2_17678736_4	DN_NC_073244.2_8619131_4	4	4	4	1	1	1	0.25	0.8095	0.8095	1	2	2	1	1	1	1
DN_NC_073244.2_17678736_4	DN_NC_073244.2_8680135_4	4	4	4	1	1	1	0.25	0.8175	0.8175	1	3	1	1	1	1	1
DN_NC_073244.2_17700597_4	DN_NC_073244.2_18124175_2	4	2	2	0	0	0	0.0	0.0	0.0	0	0	0	0	0	0	0
DN_NC_073244.2_17700597_4	DN_NC_073244.2_8711681_4	4	4	4	1	1	1	0.25	0.8016	0.8095	1	2	2	1	1	1	1
DN_NC_073244.2_17751584_2	DN_NC_073244.2_17797611_4	2	4	2	1	1	1	0.5	0.8	0.8	1	1	1	1	1	1	1
DN_NC_073244.2_17751584_2	DN_NC_073244.2_17831067_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_17846610_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_17876785_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_17922158_4	2	4	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_17960497_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_17994654_4	2	4	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18045307_2	2	2	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18047026_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18096775_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18124193_3	2	3	2	0	0	0	0.0	0.0	0.0	0	2	1	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18201516_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18307855_4	2	4	2	2	2	2	1.0	0.7544	0.7849	0	2	2	2	2	1	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18356684_4	2	4	2	2	2	2	1.0	0.727	0.7421	0	2	2	2	2	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18385030_4	2	4	2	0	0	0	0.0	0.0	0.0	0	1	1	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18426035_4	2	4	2	1	1	1	0.5	0.719	0.719	1	1	1	1	1	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18470484_4	2	4	2	2	2	2	1.0	0.7442	0.7598	0	2	2	2	2	1	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18564507_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	2	1	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18614963_5	2	5	2	0	0	0	0.0	0.0	0.0	0	1	0	0	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_18649721_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_26156853_4	2	4	2	0	0	0	0.0	0.0	0.0	0	1	1	0	0	0	0
DN_NC_073244.2_17751584_2	DN_NC_073244.2_8619131_4	2	4	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_17797611_4	DN_NC_073244.2_17831067_3	4	3	3	1	1	1	0.3333	0.8254	0.8254	1	3	2	1	1	1	1
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18047026_4	4	4	4	1	1	1	0.25	0.8254	0.8254	1	3	2	2	1	1	1
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18096775_3	4	3	3	1	1	1	0.3333	0.8211	0.8211	1	3	2	2	1	1	1
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18201516_4	4	4	4	1	1	1	0.25	0.8333	0.8333	1	4	4	2	1	1	1
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18470484_4	4	4	4	3	3	3	0.75	0.7887	0.8571	0	4	4	4	3	2	2
DN_NC_073244.2_17797611_4	DN_NC_073244.2_18649721_4	4	4	4	1	1	1	0.25	0.8413	0.8413	1	4	3	1	1	1	1
DN_NC_073244.2_17797611_4	DN_NC_073244.2_26156853_4	4	4	4	1	1	1	0.25	0.8095	0.8095	1	4	2	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_17846610_4	3	4	3	1	1	1	0.3333	0.8651	0.8651	1	3	3	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_17876785_4	3	4	3	1	1	1	0.3333	0.881	0.881	1	3	2	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_17922158_4	3	4	3	1	1	1	0.3333	0.873	0.873	1	3	2	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_17960497_4	3	4	3	1	1	1	0.3333	0.881	0.881	1	3	3	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_17994654_4	3	4	3	1	1	1	0.3333	0.8651	0.8651	1	3	3	2	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18045307_2	3	2	2	0	0	0	0.0	0.0	0.0	0	2	1	0	0	0	0
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18047026_4	3	4	3	1	1	1	0.3333	0.873	0.873	1	3	2	2	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18096775_3	3	3	3	1	1	1	0.3333	0.8618	0.8618	1	3	3	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18124193_3	3	3	3	1	1	1	0.3333	0.873	0.873	1	3	2	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18201516_4	3	4	3	1	1	1	0.3333	0.8651	0.8651	1	3	2	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18232282_4	3	4	3	1	1	1	0.3333	0.8492	0.8571	1	3	2	2	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18307855_4	3	4	3	1	1	1	0.3333	0.8651	0.8651	1	3	2	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18356684_4	3	4	3	1	1	1	0.3333	0.8413	0.8413	1	3	2	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18385030_4	3	4	3	1	1	1	0.3333	0.8175	0.8175	1	3	2	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18426035_4	3	4	3	1	1	1	0.3333	0.8333	0.8413	1	2	1	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18470484_4	3	4	3	1	1	1	0.3333	0.8333	0.8413	1	3	2	1	1	1	1
DN_NC_073244.2_17831067_3	DN_NC_073244.2_18564507_4	3	4	3	1	1	1	0.3333	0.8492	0.8492	1	3	2	1	1	1	1
