gene_a	gene_b	dn_a	dn_b	cls	in_dna_loose	aln_frac	core_recip	n_exon_a	n_exon_b	n_exon_min	n_matched	exon_match_frac	mean_matched_id	best_exon_id	colinear	colinear_nd	isolated_domain	cut_K1	cut_K2	div_bin	ep_impure	gstm2	mage	colinear_50	colinear_60	colinear_65	colinear_70	colinear_75	colinear_80
LOC101126065	ZNF808	DN_NC_073244.2_64500861_5	DN_NC_073244.2_65003440_7	truthbar	0	0.0	0.1882	5	7	5	2	0.4	0.7652	0.8016	2	2	0	0	1	0.70-0.80	0	0	0	4	2	2	2	1	1
LOC101126065	ZNF813	DN_NC_073244.2_65003440_7	DN_NC_073244.2_65398487_4	truthbar	0	0.0	0.2573	7	4	4	2	0.5	0.8682	0.8889	2	2	0	0	1	0.80-0.90	0	0	0	3	3	2	2	2	2
LOC101126065	ZNF83	DN_NC_073244.2_64585864_4	DN_NC_073244.2_65003440_7	truthbar	0	0.0	0.2397	4	7	4	2	0.5	0.8388	0.8889	2	2	0	0	1	0.80-0.90	0	0	0	3	3	3	2	2	1
LOC101126065	ZNF836	DN_NC_073244.2_64125568_5	DN_NC_073244.2_65003440_7	truthbar	0	0.0	0.3993	5	7	5	2	0.4	0.8568	0.8644	2	2	0	0	1	0.80-0.90	0	0	0	5	3	2	2	2	2
LOC101126065	ZNF841	DN_NC_073244.2_64034715_7	DN_NC_073244.2_65003440_7	truthbar	0	0.0	0.2389	7	7	7	3	0.4286	0.8086	0.8571	3	3	0	0	0	0.80-0.90	0	0	0	6	4	3	3	3	1
LOC101126065	ZNF888	DN_NC_073244.2_64860608_4	DN_NC_073244.2_65003440_7	truthbar	0	0.0	0.2667	4	7	4	2	0.5	0.8597	0.8968	2	2	0	0	1	0.80-0.90	0	0	0	4	3	2	2	2	2
LOC101126065	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073244.2_65003440_7	truthbar	0	0.0	0.1909	4	7	4	1	0.25	0.8413	0.8413	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126280	PCDHB15	DN_NC_073228.2_144957130_2	DN_NC_073228.2_145079904_2	truthbar	0	0.3581	0.4027	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC101126280	PCDHB16	DN_NC_073228.2_144957130_2	DN_NC_073228.2_145022553_2	truthbar	0	0.4239	0.4806	2	2	2	1	0.5	0.7278	0.7278	1	1	1	1	1	0.70-0.80	0	0	0	2	1	1	1	0	0
LOC101126280	PCDHB2	DN_NC_073228.2_144930567_2	DN_NC_073228.2_144957130_2	truthbar	0	0.3605	0.421	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	1	0	0	0
LOC101126280	PCDHB5	DN_NC_073228.2_144957130_2	DN_NC_073228.2_144970572_2	truthbar	0	0.3605	0.3911	2	2	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	1	0	0	0
LOC101126415	LOC101128351	DN_NC_073244.2_17831067_3	DN_NC_073244.2_17876785_4	truthbar	0	0.0	0.3636	3	4	3	1	0.3333	0.881	0.881	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	LOC101128712	DN_NC_073244.2_17831067_3	DN_NC_073244.2_17922158_4	truthbar	0	0.0	0.3454	3	4	3	1	0.3333	0.873	0.873	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	LOC101130507	DN_NC_073244.2_17831067_3	DN_NC_073244.2_17960497_4	truthbar	0	0.0	0.2956	3	4	3	1	0.3333	0.881	0.881	1	1	1	1	1	0.80-0.90	0	0	0	3	3	1	1	1	1
LOC101126415	LOC101130877	DN_NC_073244.2_17831067_3	DN_NC_073244.2_17994654_4	truthbar	0	0.0	0.1737	3	4	3	1	0.3333	0.8651	0.8651	1	1	1	1	1	0.80-0.90	0	0	0	3	3	2	1	1	1
LOC101126415	LOC101133657	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18385030_4	truthbar	0	0.0	0.251	3	4	3	1	0.3333	0.8175	0.8175	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	LOC101148180	DN_NC_073244.2_17831067_3	DN_NC_073244.2_8619131_4	truthbar	0	0.0	0.1347	3	4	3	1	0.3333	0.8175	0.8175	1	1	1	1	1	0.80-0.90	0	0	0	3	1	1	1	1	1
LOC101126415	LOC101153725	DN_NC_073244.2_17678736_4	DN_NC_073244.2_17831067_3	truthbar	0	0.0	0.4379	4	3	3	1	0.3333	0.8492	0.8492	1	1	1	1	1	0.80-0.90	0	0	0	2	2	1	1	1	1
LOC101126415	LOC101153837	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18232282_4	truthbar	0	0.0	0.3025	3	4	3	1	0.3333	0.8492	0.8571	1	1	1	1	1	0.80-0.90	0	0	0	3	2	2	1	1	1
LOC101126415	LOC101154200	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18307855_4	truthbar	0	0.0	0.2982	3	4	3	1	0.3333	0.8651	0.8651	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	LOC109025073	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18096775_3	truthbar	0	0.0	0.2432	3	3	3	1	0.3333	0.8618	0.8618	1	1	1	1	1	0.80-0.90	0	0	0	3	3	1	1	1	1
LOC101126415	ZNF124	DN_NC_073224.2_8261601_4	DN_NC_073244.2_17831067_3	truthbar	0	0.0	0.2079	4	3	3	1	0.3333	0.881	0.881	1	1	1	1	1	0.80-0.90	0	0	0	2	2	1	1	1	1
LOC101126415	ZNF136	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18201516_4	truthbar	0	0.0	0.1655	3	4	3	1	0.3333	0.8651	0.8651	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	ZNF14	DN_NC_073244.2_17831067_3	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.2061	3	4	3	1	0.3333	0.8095	0.8095	1	1	1	1	1	0.80-0.90	0	0	0	3	2	2	1	1	1
LOC101126415	ZNF426	DN_NC_073244.2_15569240_8	DN_NC_073244.2_17831067_3	truthbar	0	0.0	0.1463	8	3	3	1	0.3333	0.746	0.746	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	0	0
LOC101126415	ZNF433	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18047026_4	truthbar	0	0.0	0.3342	3	4	3	1	0.3333	0.873	0.873	1	1	1	1	1	0.80-0.90	0	0	0	3	2	2	1	1	1
LOC101126415	ZNF440	DN_NC_073244.2_17831067_3	DN_NC_073244.2_17846610_4	truthbar	0	0.0	0.3456	3	4	3	1	0.3333	0.8651	0.8651	1	1	1	1	1	0.80-0.90	0	0	0	3	3	1	1	1	1
LOC101126415	ZNF441	DN_NC_073244.2_17797611_4	DN_NC_073244.2_17831067_3	truthbar	0	0.0	0.1717	4	3	3	1	0.3333	0.8254	0.8254	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	ZNF443	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18470484_4	truthbar	0	0.0	0.2497	3	4	3	1	0.3333	0.8333	0.8413	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	ZNF563	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18356684_4	truthbar	0	0.0	0.3509	3	4	3	1	0.3333	0.8413	0.8413	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	ZNF564	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18564507_4	truthbar	0	0.0	0.2107	3	4	3	1	0.3333	0.8492	0.8492	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	ZNF57	DN_NC_073244.2_17831067_3	DN_NC_073244.2_8680135_4	truthbar	0	0.0	0.1475	3	4	3	1	0.3333	0.8254	0.8254	1	1	1	1	1	0.80-0.90	0	0	0	3	1	1	1	1	1
LOC101126415	ZNF627	DN_NC_073244.2_17635782_4	DN_NC_073244.2_17831067_3	truthbar	0	0.0	0.3497	4	3	3	1	0.3333	0.8968	0.8968	1	1	1	1	1	0.80-0.90	0	0	0	3	2	2	1	1	1
LOC101126415	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073244.2_17831067_3	truthbar	0	0.0	0.1633	4	3	3	1	0.3333	0.8492	0.8492	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	ZNF77	DN_NC_073244.2_17831067_3	DN_NC_073244.2_8711681_4	truthbar	0	0.0	0.2511	3	4	3	1	0.3333	0.7857	0.7857	1	1	1	1	1	0.70-0.80	0	0	0	2	2	1	1	1	0
LOC101126415	ZNF791	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18649721_4	truthbar	0	0.0	0.1886	3	4	3	1	0.3333	0.8492	0.8571	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101126415	ZNF799	DN_NC_073244.2_17831067_3	DN_NC_073244.2_18426035_4	truthbar	0	0.0	0.3042	3	4	3	1	0.3333	0.8333	0.8413	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
LOC101126415	ZNF823	DN_NC_073244.2_17751584_2	DN_NC_073244.2_17831067_3	truthbar	0	0.0	0.4664	2	3	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	1	0	0	0
LOC101126623	LOC101134211	DN_NC_073242.2_85790824_3	DN_NC_073242.2_85815514_3	truthbar	0	0.0	0.71	3	3	3	2	0.6667	0.8652	0.9077	2	2	0	0	1	0.80-0.90	0	0	0	2	2	2	2	2	2
LOC101127609	LOC129527724	DN_NC_073242.2_104350782_12	DN_NC_073242.2_104912717_12	truthbar	0	1.0	1.0	12	12	12	12	1.0	1.0	1.0	12	12	0	0	0	id>=0.95	0	0	0	12	12	12	12	12	12
LOC101127631	LOC101129219	DN_NC_073232.2_81033881_5	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.3437	5	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	0	0	0	0	0
LOC101127631	LOC101130677	DN_NC_073232.2_80964961_8	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.1739	8	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	0	0	0	0	0
LOC101127631	ZNF175	DN_NC_073244.2_48660338_4	DN_NC_073244.2_63542066_5	truthbar	0	0.0	0.1961	4	5	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
LOC101127631	ZNF260	DN_NC_073244.2_47706460_3	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.1899	3	4	3	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	0	0	0	0
LOC101127631	ZNF268	DN_NC_073234.2_148682020_7	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.145	7	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
LOC101127631	ZNF287	DN_NC_073228.2_83600319_6	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.3037	6	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	1	0	0	0	0
LOC101127631	ZNF334	DN_NC_073244.2_48660338_4	DN_NC_073245.2_58728682_5	truthbar	0	0.0	0.156	4	5	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	1	0	0	0	0
LOC101127631	ZNF33B	DN_NC_073232.2_72820474_5	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.3541	5	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
LOC101127631	ZNF354A	DN_NC_073228.2_182334642_5	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.1812	5	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	2	0	0	0	0
LOC101127631	ZNF41	DN_NC_073244.2_48660338_4	DN_NC_073247.2_57840463_5	truthbar	0	0.0	0.1906	4	5	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
LOC101127631	ZNF484	DN_NC_073237.2_89310571_5	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.2071	5	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	0	0	0	0	0
LOC101127631	ZNF565	DN_NC_073244.2_47288294_4	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.2269	4	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	1	0	0	0	0
LOC101127631	ZNF568	DN_NC_073244.2_48093173_7	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.3214	7	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	4	1	0	0	0	0
LOC101127631	ZNF585B	DN_NC_073244.2_48352926_4	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.1743	4	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	0	0	0	0
LOC101127631	ZNF605	DN_NC_073234.2_148420424_5	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.3045	5	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
LOC101127631	ZNF624	DN_NC_073228.2_83513581_6	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.1673	6	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	3	0	0	0	0	0
LOC101127631	ZNF84	DN_NC_073234.2_148537990_5	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.3321	5	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC101127631	ZNF883	DN_NC_073237.2_109230975_4	DN_NC_073244.2_48660338_4	truthbar	0	0.0	0.268	4	4	4	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	0	0	0	0	0
LOC101128092	LOC115933002	DN_NC_073228.2_46729356_10	DN_NC_073228.2_60914130_12	truthbar	0	0.411	0.2814	10	12	10	7	0.7	0.917	0.9718	7	7	0	0	0	0.90-0.95	0	0	0	9	8	7	7	7	7
LOC101128351	LOC101130507	DN_NC_073244.2_17876785_4	DN_NC_073244.2_17960497_4	truthbar	0	0.8408	0.3328	4	4	4	4	1.0	0.8717	0.9444	4	4	0	0	0	0.80-0.90	0	0	0	4	4	4	4	4	3
LOC101128351	LOC101130877	DN_NC_073244.2_17876785_4	DN_NC_073244.2_17994654_4	truthbar	0	0.4769	0.2878	4	4	4	3	0.75	0.9154	0.9833	3	3	0	0	0	0.90-0.95	0	0	0	4	4	4	3	3	3
LOC101128351	LOC101148180	DN_NC_073244.2_17876785_4	DN_NC_073244.2_8619131_4	truthbar	0	0.0	0.139	4	4	4	1	0.25	0.8254	0.8254	1	1	1	1	1	0.80-0.90	0	0	0	3	1	1	1	1	1
LOC101128351	LOC101153725	DN_NC_073244.2_17678736_4	DN_NC_073244.2_17876785_4	truthbar	0	0.0	0.1544	4	4	4	2	0.5	0.8087	0.8175	2	2	0	0	1	0.80-0.90	0	0	0	3	3	2	2	2	2
LOC101128351	LOC101154200	DN_NC_073244.2_17876785_4	DN_NC_073244.2_18307855_4	truthbar	0	0.0	0.1579	4	4	4	2	0.5	0.8206	0.8413	2	2	0	0	1	0.80-0.90	0	0	0	4	3	2	2	2	2
LOC101128351	LOC109025073	DN_NC_073244.2_17876785_4	DN_NC_073244.2_18096775_3	truthbar	0	0.0	0.2418	4	3	3	2	0.6667	0.7845	0.8537	2	2	0	0	1	0.70-0.80	0	0	0	3	3	2	2	1	1
LOC101128351	ZNF124	DN_NC_073224.2_8261601_4	DN_NC_073244.2_17876785_4	truthbar	0	0.0	0.1477	4	4	4	2	0.5	0.7952	0.8571	2	2	0	0	1	0.70-0.80	0	0	0	3	2	2	2	1	1
LOC101128351	ZNF136	DN_NC_073244.2_17876785_4	DN_NC_073244.2_18201516_4	truthbar	0	0.0	0.2468	4	4	4	2	0.5	0.8079	0.8492	2	2	0	0	1	0.80-0.90	0	0	0	4	3	2	2	2	1
LOC101128351	ZNF14	DN_NC_073244.2_17876785_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.1623	4	4	4	2	0.5	0.7722	0.7778	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	2	0
LOC101128351	ZNF433	DN_NC_073244.2_17876785_4	DN_NC_073244.2_18047026_4	truthbar	0	0.3556	0.2222	4	4	4	3	0.75	0.7949	0.881	3	3	0	0	0	0.70-0.80	0	0	0	4	4	3	3	2	1
LOC101128351	ZNF440	DN_NC_073244.2_17846610_4	DN_NC_073244.2_17876785_4	truthbar	0	0.9349	0.4007	4	4	4	3	0.75	0.8916	0.9667	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	2
LOC101128351	ZNF443	DN_NC_073244.2_17876785_4	DN_NC_073244.2_18470484_4	truthbar	0	0.0	0.2164	4	4	4	2	0.5	0.7758	0.8016	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	2	1
LOC101128351	ZNF490	DN_NC_073244.2_17876785_4	DN_NC_073244.2_18614963_5	truthbar	0	0.0	0.2127	4	5	4	2	0.5	0.7837	0.8175	2	2	0	0	1	0.70-0.80	0	0	0	4	2	2	2	2	1
LOC101128351	ZNF563	DN_NC_073244.2_17876785_4	DN_NC_073244.2_18356684_4	truthbar	0	0.0	0.2506	4	4	4	2	0.5	0.7631	0.8095	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	1	1
LOC101128351	ZNF57	DN_NC_073244.2_17876785_4	DN_NC_073244.2_8680135_4	truthbar	0	0.0	0.1815	4	4	4	1	0.25	0.8333	0.8333	1	1	1	1	1	0.80-0.90	0	0	0	3	2	1	1	1	1
LOC101128351	ZNF627	DN_NC_073244.2_17635782_4	DN_NC_073244.2_17876785_4	truthbar	0	0.0	0.2606	4	4	4	2	0.5	0.8274	0.9048	2	2	0	0	1	0.80-0.90	0	0	0	4	4	2	2	2	1
LOC101128351	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073244.2_17876785_4	truthbar	0	0.0	0.2632	4	4	4	2	0.5	0.779	0.8413	2	2	0	0	1	0.70-0.80	0	0	0	3	2	2	2	1	1
LOC101128351	ZNF77	DN_NC_073244.2_17876785_4	DN_NC_073244.2_8711681_4	truthbar	0	0.0	0.157	4	4	4	1	0.25	0.7857	0.7857	1	1	1	1	1	0.70-0.80	0	0	0	1	1	1	1	1	0
LOC101128351	ZNF799	DN_NC_073244.2_17876785_4	DN_NC_073244.2_18426035_4	truthbar	0	0.0	0.1655	4	4	4	2	0.5	0.7758	0.8016	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	2	1
LOC101128351	ZNF823	DN_NC_073244.2_17751584_2	DN_NC_073244.2_17876785_4	truthbar	0	0.0	0.4682	2	4	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	2	1	1	0	0	0
LOC101128585	LOC134758598	DN_NC_073228.2_145157318_2	DN_NC_073228.2_145186024_2	truthbar	0	0.2303	0.26	2	2	2	1	0.5	0.7214	0.7214	1	1	1	1	1	0.70-0.80	0	0	0	1	1	1	1	0	0
LOC101128712	LOC101130507	DN_NC_073244.2_17922158_4	DN_NC_073244.2_17960497_4	truthbar	0	0.6707	0.2571	4	4	4	4	1.0	0.8509	0.9365	4	4	0	0	0	0.80-0.90	0	0	0	4	4	4	4	3	3
LOC101128712	LOC101130877	DN_NC_073244.2_17922158_4	DN_NC_073244.2_17994654_4	truthbar	0	0.4111	0.1975	4	4	4	3	0.75	0.9275	0.9833	3	3	0	0	0	0.90-0.95	0	0	0	4	4	3	3	3	3
LOC101128712	LOC101153725	DN_NC_073244.2_17678736_4	DN_NC_073244.2_17922158_4	truthbar	0	0.0	0.1677	4	4	4	2	0.5	0.8044	0.8254	2	2	0	0	1	0.80-0.90	0	0	0	3	2	2	2	2	2
LOC101128712	LOC101153837	DN_NC_073244.2_17922158_4	DN_NC_073244.2_18232282_4	truthbar	0	0.0	0.243	4	4	4	2	0.5	0.779	0.8413	2	2	0	0	1	0.70-0.80	0	0	0	3	2	2	2	1	1
LOC101128712	LOC101154200	DN_NC_073244.2_17922158_4	DN_NC_073244.2_18307855_4	truthbar	0	0.0	0.139	4	4	4	2	0.5	0.8167	0.8333	2	2	0	0	1	0.80-0.90	0	0	0	4	2	2	2	2	2
LOC101128712	LOC109025073	DN_NC_073244.2_17922158_4	DN_NC_073244.2_18096775_3	truthbar	0	0.0	0.2418	4	3	3	1	0.3333	0.8455	0.8455	1	1	1	1	1	0.80-0.90	0	0	0	3	3	2	1	1	1
LOC101128712	ZNF124	DN_NC_073224.2_8261601_4	DN_NC_073244.2_17922158_4	truthbar	0	0.0	0.1423	4	4	4	2	0.5	0.7746	0.8492	2	2	0	0	1	0.70-0.80	0	0	0	3	2	2	2	1	1
LOC101128712	ZNF136	DN_NC_073244.2_17922158_4	DN_NC_073244.2_18201516_4	truthbar	0	0.0	0.2229	4	4	4	2	0.5	0.7996	0.8492	2	2	0	0	1	0.70-0.80	0	0	0	4	2	2	2	2	1
LOC101128712	ZNF14	DN_NC_073244.2_17922158_4	DN_NC_073244.2_26156853_4	truthbar	0	0.0	0.133	4	4	4	2	0.5	0.7639	0.7778	2	2	0	0	1	0.70-0.80	0	0	0	4	2	2	2	2	0
LOC101128712	ZNF433	DN_NC_073244.2_17922158_4	DN_NC_073244.2_18047026_4	truthbar	0	0.0	0.2265	4	4	4	2	0.5	0.804	0.8413	2	2	0	0	1	0.80-0.90	0	0	0	3	3	2	2	2	1
LOC101128712	ZNF443	DN_NC_073244.2_17922158_4	DN_NC_073244.2_18470484_4	truthbar	0	0.0	0.2	4	4	4	2	0.5	0.7639	0.7857	2	2	0	0	1	0.70-0.80	0	0	0	4	3	2	2	2	0
LOC101128712	ZNF490	DN_NC_073244.2_17922158_4	DN_NC_073244.2_18614963_5	truthbar	0	0.0	0.1492	4	5	4	2	0.5	0.7877	0.8254	2	2	0	0	1	0.70-0.80	0	0	0	4	2	2	2	2	1
LOC101128712	ZNF563	DN_NC_073244.2_17922158_4	DN_NC_073244.2_18356684_4	truthbar	0	0.0	0.2201	4	4	4	2	0.5	0.7591	0.8016	2	2	0	0	1	0.70-0.80	0	0	0	3	2	2	2	1	1
LOC101128712	ZNF564	DN_NC_073244.2_17922158_4	DN_NC_073244.2_18564507_4	truthbar	0	0.0	0.1619	4	4	4	2	0.5	0.7873	0.8413	2	2	0	0	1	0.70-0.80	0	0	0	4	2	2	2	1	1
LOC101128712	ZNF57	DN_NC_073244.2_17922158_4	DN_NC_073244.2_8680135_4	truthbar	0	0.0	0.1486	4	4	4	1	0.25	0.8413	0.8413	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
LOC101128712	ZNF627	DN_NC_073244.2_17635782_4	DN_NC_073244.2_17922158_4	truthbar	0	0.0	0.2351	4	4	4	2	0.5	0.8071	0.881	2	2	0	0	1	0.80-0.90	0	0	0	4	3	2	2	1	1
LOC101128712	ZNF669	DN_NC_073224.2_8329397_4	DN_NC_073244.2_17922158_4	truthbar	0	0.0	0.1727	4	4	4	2	0.5	0.7706	0.8413	2	2	0	0	1	0.70-0.80	0	0	0	3	2	2	2	1	1
LOC101128712	ZNF77	DN_NC_073244.2_17922158_4	DN_NC_073244.2_8711681_4	truthbar	0	0.0	0.1771	4	4	4	1	0.25	0.8095	0.8095	1	1	1	1	1	0.80-0.90	0	0	0	2	1	1	1	1	1
LOC101128712	ZNF799	DN_NC_073244.2_17922158_4	DN_NC_073244.2_18426035_4	truthbar	0	0.0	0.1332	4	4	4	2	0.5	0.7639	0.7857	2	2	0	0	1	0.70-0.80	0	0	0	4	2	2	2	2	0
LOC101128712	ZNF823	DN_NC_073244.2_17751584_2	DN_NC_073244.2_17922158_4	truthbar	0	0.0	0.3392	2	4	2	0	0.0	0.0	0.0	0	0	0	1	1	<0.70	0	0	0	1	0	0	0	0	0
LOC101128844	LOC101133546	DN_NC_073230.2_74126483_4	DN_NC_073244.2_65326089_4	truthbar	0	0.0	0.1392	4	4	4	1	0.25	0.7619	0.7619	1	1	1	1	1	0.70-0.80	0	0	0	2	2	1	1	1	0
LOC101128844	LOC101136009	DN_NC_073230.2_74126483_4	DN_NC_073244.2_26901109_4	truthbar	0	0.0	0.1971	4	4	4	2	0.5	0.8349	0.8487	2	2	0	0	1	0.80-0.90	0	0	0	3	3	3	2	2	2
LOC101128844	LOC101137462	DN_NC_073230.2_74126483_4	DN_NC_073244.2_27285351_4	truthbar	0	0.5651	0.2847	4	4	4	3	0.75	0.852	0.881	3	3	0	0	0	0.80-0.90	0	0	0	4	4	3	3	3	3
LOC101128844	LOC101141027	DN_NC_073230.2_74126483_4	DN_NC_073244.2_27765726_4	truthbar	0	1.133	0.1879	4	4	4	3	0.75	0.8821	0.8916	3	3	0	0	0	0.80-0.90	0	0	0	3	3	3	3	3	3
LOC101128844	LOC101142646	DN_NC_073230.2_74126483_4	DN_NC_073244.2_27869273_3	truthbar	0	0.0	0.1792	4	3	3	3	1.0	0.796	0.8421	3	3	0	0	0	0.70-0.80	0	0	0	3	3	3	3	3	1
LOC101128844	LOC101144838	DN_NC_073230.2_74126483_4	DN_NC_073244.2_28256975_5	truthbar	0	0.3831	0.247	4	5	4	3	0.75	0.8935	0.9158	3	3	0	0	0	0.80-0.90	0	0	0	4	4	3	3	3	3
LOC101128844	LOC101145945	DN_NC_073230.2_74126483_4	DN_NC_073244.2_28588105_4	truthbar	0	0.4926	0.2709	4	4	4	3	0.75	0.8871	0.9263	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	3
LOC101128844	LOC101146634	DN_NC_073230.2_74126483_4	DN_NC_073244.2_28711447_4	truthbar	0	0.0	0.2618	4	5	4	4	1.0	0.8217	0.8889	4	4	0	0	0	0.80-0.90	0	0	0	4	4	4	4	3	3
LOC101128844	LOC101147715	DN_NC_073230.2_74126483_4	DN_NC_073244.2_28820229_4	truthbar	0	0.4532	0.2417	4	4	4	4	1.0	0.7806	0.873	4	4	0	0	0	0.70-0.80	0	0	0	4	4	4	4	2	2
LOC101128844	LOC101152401	DN_NC_073230.2_74126483_4	DN_NC_073244.2_64836827_4	truthbar	0	0.0	0.145	4	4	4	1	0.25	0.746	0.746	1	1	1	1	1	0.70-0.80	0	0	0	3	1	1	1	0	0
LOC101128844	LOC101153126	DN_NC_073230.2_74126483_4	DN_NC_073244.2_29297022_4	truthbar	0	0.4022	0.3888	4	4	4	3	0.75	0.8394	0.881	3	3	0	0	0	0.80-0.90	0	0	0	4	4	4	3	3	3
LOC101128844	LOC109026610	DN_NC_073227.2_8705656_4	DN_NC_073230.2_74126483_4	truthbar	0	0.0	0.144	4	4	4	2	0.5	0.8008	0.8016	2	2	0	0	1	0.80-0.90	0	0	0	4	4	3	2	2	2
LOC101128844	LOC115931567	DN_NC_073230.2_74126483_4	DN_NC_073244.2_27566430_5	truthbar	0	0.5447	0.4894	4	5	4	3	0.75	0.8566	0.8916	3	3	0	0	0	0.80-0.90	0	0	0	3	3	3	3	3	3
LOC101128844	LOC115931568	DN_NC_073230.2_74126483_4	DN_NC_073244.2_28072858_4	truthbar	0	0.0	0.3632	4	4	4	3	0.75	0.8022	0.8651	3	3	0	0	0	0.80-0.90	0	0	0	4	4	3	3	2	2
