family_id	dominant_gene	n_protein_families	is_impure	oracle_mapped	oracle_fp	oracle_cls	fp_score	fp_score_oof	n_members	n_genes	distinct_loci	n_edges	edge_density	max_degree	mean_degree	clustering	n_communities	fiedler	mincut	frac_in_giant	n_seqclust_hi	loci_per_seqclust	mem_per_seqclust	loci_per_comm	loci_per_gene	mem_per_locus	max_mult	med_mult	max_min_mult	frac_repeat_bridged	frac_ge_gate	genes
222	UBR5	0	0	0	0		0.01452	0.01307	2	1	2	1	1.0	1	1.0	0.0	1	1.0996	0.5498	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	UBR5
223	SQLE	0	0	0	0		0.12271	0.14043	2	2	2	1	1.0	1	1.0	0.0	1	0.73	0.365	1.0	2	1.0	1.0	2.0	1.0	1.0	5	5	2	0.0	0.0	SQLE;WASHC5
224	LOC129524309	0	0	0	0		0.0108	0.01024	2	1	2	1	1.0	1	1.0	0.0	1	1.7802	0.8901	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC129524309
225	ZNF84	0	0	0	0		0.10842	0.56741	7	6	7	17	0.8095238095238095	6	4.857142857142857	0.7666666666666666	2	0.6948995898389393	0.6838000000000001	1.0	6	1.1666666666666667	1.1666666666666667	3.5	1.1666666666666667	1.0	130	129.0	30	0.5	0.25	ZNF302;ZNF41;ZNF585A;ZNF585B;ZNF81;ZNF84
226	C7H8orf33	1	0	0	0		0.73752	0.68681	4	4	4	3	0.5	3	1.5	0.0	1	0.2147850549746301	0.2129	1.0	4	1.0	1.0	4.0	1.0	1.0	6	6	2	0.0	0.0	C7H8orf33;LOC129527512;PPP1R15A;SURF6
227	LOC129524028	1	0	0	0		0.12984	0.13412	2	2	2	1	1.0	1	1.0	0.0	1	0.6022	0.3011	1.0	2	1.0	1.0	2.0	1.0	1.0	88	88	2	0.0	0.0	LOC129524028;SLC35F5
228	LOC115935615	1	0	0	0		0.14147	0.14037	2	2	2	1	1.0	1	1.0	0.0	1	0.4708	0.2354	1.0	2	1.0	1.0	2.0	1.0	1.0	503	503	2	0.0	0.0	LOC115935615;TNFRSF10D
229	LOC101131852	0	0	0	0		0.13897	0.14505	2	2	2	1	1.0	1	1.0	0.0	1	0.4058	0.2029	1.0	2	1.0	1.0	2.0	1.0	1.0	7	7	2	0.0	0.0	LOC101131852;LOC129528486
230	RPL7	2	1	0	0		0.1296	0.13574	2	2	2	1	1.0	1	1.0	0.0	1	0.5878	0.2939	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC129525654;RPL7
231	MSC	1	0	0	0		0.01229	0.01139	2	1	2	1	1.0	1	1.0	0.0	1	1.4838	0.7419	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	MSC
232	MCMDC2	0	0	0	0		0.01133	0.01003	2	1	2	1	1.0	1	1.0	0.0	1	1.6692	0.8346	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	MCMDC2
233	CLN8	0	0	0	0		0.01366	0.01127	3	1	2	3	1.0	2	2.0	1.0	1	0.45087913639995214	0.3006	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	CLN8
234	LIPK	1	0	0	0		0.10879	0.10337	2	2	2	1	1.0	1	1.0	0.0	1	1.7164	0.8582	1.0	1	2.0	2.0	2.0	1.0	1.0	503	503	2	0.0	0.0	LIPK;RNLS
235	LOC109028559	0	0	0	0		0.01305	0.01081	3	1	2	3	1.0	2	2.0	1.0	1	0.5436283261077999	0.3627	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	LOC109028559
236	PPP1R3C	1	0	0	0		0.01784	0.02873	4	1	3	3	0.5	2	1.5	0.0	2	0.16856002524110503	0.2121	1.0	3	1.0	1.3333333333333333	1.5	3.0	1.3333333333333333	0	0	0	0.0	0.0	PPP1R3C
237	ZNF518A	1	0	0	0		0.04366	0.0374	3	2	3	3	1.0	2	2.0	1.0	1	2.475549581005979	1.7247	1.0	1	3.0	3.0	3.0	1.5	1.0	4	4.0	2	0.0	0.0	BLNK;ZNF518A
238	PDCD4	0	0	0	0		0.12579	0.13434	2	2	2	1	1.0	1	1.0	0.0	1	1.3432	0.6716	1.0	1	2.0	2.0	2.0	1.0	1.0	503	503	2	0.0	0.0	BBIP1;PDCD4
239	PSTK	0	0	0	0		0.10169	0.1035	2	2	2	1	1.0	1	1.0	0.0	1	1.7828	0.8914	1.0	1	2.0	2.0	2.0	1.0	1.0	40	40	2	0.0	0.0	IKZF5;PSTK
240	LOC115936027	1	0	0	0		0.1215	0.13064	2	2	2	1	1.0	1	1.0	0.0	1	0.7568	0.3784	1.0	2	1.0	1.0	2.0	1.0	1.0	10	10	2	0.0	0.0	LOC101146324;LOC115936027
241	LOC109028502	1	0	0	0		0.12917	0.14843	2	2	2	1	1.0	1	1.0	0.0	1	0.5976	0.2988	1.0	2	1.0	1.0	2.0	1.0	1.0	8	8	2	0.0	0.0	LOC109028502;VIM
242	PPIF	1	0	0	0		0.11109	0.11864	2	2	2	1	1.0	1	1.0	0.0	1	0.9872	0.4936	1.0	2	1.0	1.0	2.0	1.0	1.0	12	12	2	0.0	0.0	LOC115932634;PPIF
243	LRMDA	0	0	0	0		0.01031	0.00989	2	1	2	1	1.0	1	1.0	0.0	1	1.8854	0.9427	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LRMDA
244	DNAJC9	1	0	0	0		0.01241	0.01455	2	1	2	1	1.0	1	1.0	0.0	1	1.4618	0.7309	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	DNAJC9
245	JMJD1C	0	0	0	0		0.01234	0.01516	2	1	2	1	1.0	1	1.0	0.0	1	0.9098	0.4549	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	JMJD1C
246	CGREF1	0	0	0	0		0.00033	0.00071	5	1	5	4	0.4	4	1.6	0.0	1	0.13861370241210164	0.1374	1.0	5	1.0	1.0	5.0	5.0	1.0	0	0	0	0.0	0.0	CGREF1
247	FAM13C	1	0	0	0		0.11227	0.11849	2	2	2	1	1.0	1	1.0	0.0	1	0.9588	0.4794	1.0	2	1.0	1.0	2.0	1.0	1.0	6	6	2	0.0	0.0	FAM13C;PHYHIPL
248	LOC134759160	0	0	0	0		0.118	0.12338	2	2	2	1	1.0	1	1.0	0.0	1	1.4186	0.7093	1.0	1	2.0	2.0	2.0	1.0	1.0	106	106	2	0.0	0.0	LOC101141192;LOC134759160
249	LOC101143404	0	0	0	0		0.12667	0.08823	2	2	2	1	1.0	1	1.0	0.0	1	0.6474	0.3237	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC101143404;SHQ1
250	LOC101143038	1	0	0	0		0.12389	0.14185	2	2	2	1	1.0	1	1.0	0.0	1	0.7056	0.3528	1.0	2	1.0	1.0	2.0	1.0	1.0	6	6	2	0.0	0.0	LOC101143038;WASHC2C
251	LOC101144261	1	0	0	0		0.12805	0.10756	2	2	2	1	1.0	1	1.0	0.0	1	1.297	0.6485	1.0	1	2.0	2.0	2.0	1.0	1.0	503	503	2	0.0	0.0	LOC101143406;LOC101144261
252	ZNF239	0	0	0	0		0.00901	0.00881	3	1	2	3	1.0	2	2.0	1.0	1	1.9595855751466498	1.3064	1.0	1	2.0	3.0	2.0	2.0	1.5	0	0	0	0.0	0.0	ZNF239
253	ZNF33B	0	0	0	0		0.1186	0.12056	2	2	2	1	1.0	1	1.0	0.0	1	0.9132	0.4566	1.0	2	1.0	1.0	2.0	1.0	1.0	426	426	2	0.0	0.0	LOC101129219;ZNF33B
254	EPC1	1	0	0	0		0.01228	0.01157	2	1	2	1	1.0	1	1.0	0.0	1	0.92	0.46	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	EPC1
255	LOC129525065	2	1	0	0		0.11792	0.12413	2	2	2	1	1.0	1	1.0	0.0	1	0.833	0.4165	1.0	2	1.0	1.0	2.0	1.0	1.0	6	6	2	0.0	0.0	LOC115931432;LOC129525065
256	LOC101142918	1	0	0	0		0.11937	0.09113	2	2	2	1	1.0	1	1.0	0.0	1	1.3658	0.6829	1.0	1	2.0	2.0	2.0	1.0	1.0	4	4	2	0.0	0.0	LOC101142918;LOC115936005
257	GLUD1	1	0	0	0		0.1148	0.12684	2	2	2	1	1.0	1	1.0	0.0	1	1.4662	0.7331	1.0	1	2.0	2.0	2.0	1.0	1.0	4	4	2	0.0	0.0	GLUD1;GLUD2
258	SESN3	1	0	0	0		0.11087	0.11847	2	2	2	1	1.0	1	1.0	0.0	1	0.991	0.4955	1.0	2	1.0	1.0	2.0	1.0	1.0	6	6	2	0.0	0.0	LOC109028900;SESN3
259	CEP57	2	1	0	0		0.13288	0.13709	2	2	2	1	1.0	1	1.0	0.0	1	1.0878	0.5439	1.0	1	2.0	2.0	2.0	1.0	1.0	5	5	2	0.0	0.0	CEP57;MTMR2
260	NKAPD1	0	0	0	0		0.00731	0.00901	3	1	2	3	1.0	2	2.0	1.0	1	2.3753885597486284	1.5915	1.0	1	2.0	3.0	2.0	2.0	1.5	0	0	0	0.0	0.0	NKAPD1
261	SORL1	1	0	0	0		0.1622	0.16353	3	3	3	3	1.0	2	2.0	1.0	1	2.1470316531608753	1.5048	1.0	1	3.0	3.0	3.0	1.0	1.0	5	5	2	0.0	0.0	LOC115932779;LOC115933039;SORL1
262	LOC101154388	0	0	0	0		0.10761	0.11078	2	2	2	1	1.0	1	1.0	0.0	1	1.7426	0.8713	1.0	1	2.0	2.0	2.0	1.0	1.0	497	497	2	0.0	0.0	BLID;LOC101154388
263	LOC134756487	0	0	0	0		0.01425	0.01739	2	1	2	1	1.0	1	1.0	0.0	1	0.5788	0.2894	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC134756487
264	LOC129525361	0	0	0	0		0.01045	0.01003	2	1	2	1	1.0	1	1.0	0.0	1	1.8556	0.9278	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC129525361
265	BMAL1	2	1	0	0		0.13564	0.14718	2	2	2	1	1.0	1	1.0	0.0	1	1.0348	0.5174	1.0	1	2.0	2.0	2.0	1.0	1.0	9	9	2	0.0	0.0	BMAL1;BTBD10
266	NUCB2	1	0	0	0		0.01172	0.0104	2	1	2	1	1.0	1	1.0	0.0	1	1.5916	0.7958	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	NUCB2
267	LOC115936279	1	0	0	0		0.2041	0.20752	3	3	3	3	1.0	2	2.0	1.0	1	1.630639558596457	1.0985	1.0	1	3.0	3.0	3.0	1.0	1.0	6	6	2	0.0	0.0	LOC101146458;LOC115936279;LOC129523488
268	TMEM223	0	0	0	0		0.01364	0.02033	2	1	2	1	1.0	1	1.0	0.0	1	1.2438	0.6219	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	TMEM223
269	ESRRA	2	1	0	0		0.13558	0.14703	2	2	2	1	1.0	1	1.0	0.0	1	0.47	0.235	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	ESRRA;TPTE2
270	EHD1	1	0	0	0		0.11483	0.12104	2	2	2	1	1.0	1	1.0	0.0	1	0.9004	0.4502	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	EHD1;EHD3
271	KAT5	0	0	0	0		0.13412	0.14023	2	2	2	1	1.0	1	1.0	0.0	1	0.4984	0.2492	1.0	2	1.0	1.0	2.0	1.0	1.0	4	4	2	0.0	0.0	KAT5;RNASEH2C
272	RBM4	0	0	0	0		0.12251	0.08514	2	2	2	1	1.0	1	1.0	0.0	1	0.7348	0.3674	1.0	2	1.0	1.0	2.0	1.0	1.0	7	7	2	0.0	0.0	LOC101154261;RBM4
273	LOC129528956	0	0	0	0		0.40155	0.43708	4	2	3	3	0.5	2	1.5	0.0	2	0.10061631880530855	0.1379	1.0	3	1.0	1.3333333333333333	1.5	1.5	1.3333333333333333	0	0	0	0.0	0.0	LOC129528956;LOC134757664
274	LIPT2-AS1	0	0	0	0		0.01236	0.01028	3	1	2	3	1.0	2	2.0	1.0	1	0.6531803481227386	0.4367	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	LIPT2-AS1
275	FZD4	1	0	0	0		0.01629	0.01483	2	1	2	1	1.0	1	1.0	0.0	1	0.2696	0.1348	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	FZD4
276	LOC129525965	1	0	0	0		0.11701	0.1281	4	2	4	4	0.6666666666666666	3	2.0	0.5833333333333334	2	0.13178023582890114	0.1321	1.0	4	1.0	1.0	2.0	2.0	1.0	7	7	2	0.0	0.0	LOC129525965;LOC129532059
277	GAS2L3	0	0	0	0		0.01376	0.01251	2	1	2	1	1.0	1	1.0	0.0	1	1.2228	0.6114	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	GAS2L3
278	TDG	1	0	0	0		0.12497	0.13942	2	2	2	1	1.0	1	1.0	0.0	1	1.2476	0.6238	1.0	1	2.0	2.0	2.0	1.0	1.0	5	5	2	0.0	0.0	GLT8D2;TDG
279	ACAD10	2	1	0	0		0.26405	0.24513	3	2	3	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.1812828097710849	0.1381	1.0	3	1.0	1.0	3.0	1.5	1.0	0	0	0	0.0	0.0	ACAD10;SBK3
280	FBXO21	0	0	0	0		0.00717	0.00715	3	1	2	3	1.0	2	2.0	1.0	1	2.4183896851639446	1.6145	1.0	1	2.0	3.0	2.0	2.0	1.5	0	0	0	0.0	0.0	FBXO21
281	GATC	1	0	0	0		0.12083	0.1233	2	2	2	1	1.0	1	1.0	0.0	1	0.8812	0.4406	1.0	2	1.0	1.0	2.0	1.0	1.0	497	497	2	0.0	0.0	GATC;SRSF9
282	EP400	0	0	0	0		0.12559	0.13119	2	2	2	1	1.0	1	1.0	0.0	1	0.6696	0.3348	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	EP400;LOC101150057
283	SLC6A12	1	0	0	0		0.01111	0.00981	2	1	2	1	1.0	1	1.0	0.0	1	1.7158	0.8579	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	SLC6A12
284	ITFG2	0	0	0	0		0.01274	0.01203	2	1	2	1	1.0	1	1.0	0.0	1	0.836	0.418	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	ITFG2
285	TPI1	2	1	0	0		0.1184	0.12126	2	2	2	1	1.0	1	1.0	0.0	1	0.9334	0.4667	1.0	2	1.0	1.0	2.0	1.0	1.0	497	497	2	0.0	0.0	SPSB2;TPI1
286	EMG1	1	0	0	0		0.13744	0.13998	2	2	2	1	1.0	1	1.0	0.0	1	0.547	0.2735	1.0	2	1.0	1.0	2.0	1.0	1.0	503	503	2	0.0	0.0	EMG1;LPCAT3
287	SLC2A14	1	0	0	0		0.13172	0.14372	2	2	2	1	1.0	1	1.0	0.0	1	1.1112	0.5556	1.0	1	2.0	2.0	2.0	1.0	1.0	7	7	2	0.0	0.0	LOC101123934;SLC2A14
288	LOC115930232	2	1	1	0		0.51301	0.44305	3	3	3	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.2905329079276493	0.2642	1.0	3	1.0	1.0	3.0	1.0	1.0	5	4.5	3	0.0	0.0	DDX11;LOC109029264;LOC115930232
289	LOC101131994	0	0	0	0		0.01112	0.01464	3	1	2	3	1.0	2	2.0	1.0	1	0.6965999999999997	0.4644	1.0	3	0.6666666666666666	1.0	2.0	2.0	1.5	0	0	0	0.0	0.0	LOC101131994
290	CDK4	2	1	0	0		0.13871	0.14552	2	2	2	1	1.0	1	1.0	0.0	1	1.0876	0.5438	1.0	1	2.0	2.0	2.0	1.0	1.0	503	503	2	0.0	0.0	CDK4;TSPAN31
291	MMP19	1	0	0	0		0.13031	0.13172	2	2	2	1	1.0	1	1.0	0.0	1	1.1802	0.5901	1.0	1	2.0	2.0	2.0	1.0	1.0	188	188	2	0.0	0.0	LOC101131060;MMP19
292	DNAJC14	1	0	0	0		0.13314	0.14137	2	2	2	1	1.0	1	1.0	0.0	1	1.1778	0.5889	1.0	1	2.0	2.0	2.0	1.0	1.0	426	426	2	0.0	0.0	DNAJC14;ORMDL2
293	HNRNPA1	1	0	0	0		0.13629	0.14076	2	2	2	1	1.0	1	1.0	0.0	1	1.023	0.5115	1.0	1	2.0	2.0	2.0	1.0	1.0	12	12	2	0.0	0.0	HNRNPA1;LOC101136459
294	KRT8	1	0	0	0		0.02558	0.03026	6	3	4	15	1.0	5	5.0	1.0	2	0.9661648384705938	0.8336	1.0	4	1.0	1.5	2.0	1.3333333333333333	1.5	8	8	3	0.0	0.0	KRT7;KRT8;TTBK2
295	LOC101136203	1	0	0	0		0.11228	0.12695	2	2	2	1	1.0	1	1.0	0.0	1	0.959	0.4795	1.0	2	1.0	1.0	2.0	1.0	1.0	8	8	2	0.0	0.0	LOC101136203;LOC109029034
296	TUBA1C	1	0	0	0		0.27341	0.26481	10	10	10	41	0.9111111111111111	9	8.2	0.9444444444444444	1	1.072590308319679	0.9799	1.0	2	5.0	5.0	10.0	1.0	1.0	212	8	5	0.2682926829268293	0.0	LOC101136583;LOC101148853;LOC101148972;LOC101150168;LOC115933728;LOC129526434;LOC129529583;TUBA1C;TUBA3E;TUBA8
297	ALG10B	1	0	0	0		0.13032	0.14243	2	2	2	1	1.0	1	1.0	0.0	1	1.1404	0.5702	1.0	1	2.0	2.0	2.0	1.0	1.0	13	13	2	0.0	0.0	ALG10;ALG10B
298	BICD1	1	0	0	0		0.01381	0.01231	2	1	2	1	1.0	1	1.0	0.0	1	0.6506	0.3253	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	BICD1
299	AMN1	1	0	0	0		0.12273	0.13663	2	2	2	1	1.0	1	1.0	0.0	1	1.2944	0.6472	1.0	1	2.0	2.0	2.0	1.0	1.0	5	5	2	0.0	0.0	AMN1;ETFBKMT
300	FAR2	1	0	0	0		0.01505	0.02343	2	1	2	1	1.0	1	1.0	0.0	1	0.4528	0.2264	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	FAR2
301	KLHL42	1	0	0	0		0.01041	0.00999	2	1	2	1	1.0	1	1.0	0.0	1	1.8636	0.9318	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	KLHL42
302	KRAS	1	0	0	0		0.11843	0.11225	2	2	2	1	1.0	1	1.0	0.0	1	1.4478	0.7239	1.0	1	2.0	2.0	2.0	1.0	1.0	276	276	2	0.0	0.0	ETFRF1;KRAS
303	LOC109023855	0	0	0	0		0.01578	0.01518	2	1	2	1	1.0	1	1.0	0.0	1	0.3428	0.1714	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC109023855
304	RECQL	2	1	0	0		0.1148	0.07911	2	2	2	1	1.0	1	1.0	0.0	1	0.9028	0.4514	1.0	2	1.0	1.0	2.0	1.0	1.0	10	10	2	0.0	0.0	PYROXD1;RECQL
305	MDM2	1	0	0	0		0.01371	0.01233	2	1	2	1	1.0	1	1.0	0.0	1	1.2314	0.6157	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	MDM2
306	GLIPR1	1	0	0	0		0.12155	0.1239	2	2	2	1	1.0	1	1.0	0.0	1	0.8658	0.4329	1.0	2	1.0	1.0	2.0	1.0	1.0	497	497	2	0.0	0.0	GLIPR1;KRR1
307	NAV3	1	0	0	0		0.01404	0.01197	2	1	2	1	1.0	1	1.0	0.0	1	0.6124	0.3062	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	NAV3
308	SP140L	1	0	0	0		0.12984	0.13482	2	2	2	1	1.0	1	1.0	0.0	1	0.583	0.2915	1.0	2	1.0	1.0	2.0	1.0	1.0	3	3	2	0.0	0.0	SP100;SP140L
309	LOC101150533	1	0	0	0		0.38758	0.41633	3	2	2	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.6728975000040374	0.5646	1.0	1	2.0	3.0	2.0	1.0	1.5	4	4	2	0.0	0.0	LOC101150533;MSL3
310	SNED1	0	0	0	0		0.11736	0.13361	2	2	2	1	1.0	1	1.0	0.0	1	0.845	0.4225	1.0	2	1.0	1.0	2.0	1.0	1.0	5	5	2	0.0	0.0	MTERF4;SNED1
311	LOC101144552	2	1	1	0		0.79657	0.77471	4	4	4	3	0.5	2	1.5	0.0	2	0.3269087321929022	0.4648	1.0	2	2.0	2.0	2.0	1.0	1.0	6	5	3	0.0	0.0	LOC101143820;LOC101144552;RHBDF1;SNRNP25
312	LOC101151284	1	0	0	0		0.09342	0.06867	2	2	2	1	1.0	1	1.0	0.0	1	1.9882	0.9941	1.0	1	2.0	2.0	2.0	1.0	1.0	5	5	2	0.0	0.0	LOC101151284;POLR3K
313	LOC129527809	0	0	0	0		0.00856	0.00819	3	1	2	3	1.0	2	2.0	1.0	1	1.3943558825361615	0.9305	1.0	2	1.0	1.5	2.0	2.0	1.5	0	0	0	0.0	0.0	LOC129527809
314	LOC109025815	0	0	0	0		0.13998	0.16237	2	2	2	1	1.0	1	1.0	0.0	1	0.3868	0.1934	1.0	2	1.0	1.0	2.0	1.0	1.0	7	7	2	0.0	0.0	LOC101137661;LOC109025815
315	LOC101131416	1	0	0	0		0.11145	0.11282	2	2	2	1	1.0	1	1.0	0.0	1	1.542	0.771	1.0	1	2.0	2.0	2.0	1.0	1.0	4	4	2	0.0	0.0	LOC101131416;LOC115930154
316	LOC109025815	1	0	0	0		0.09466	0.09505	2	2	2	1	1.0	1	1.0	0.0	1	1.9546	0.9773	1.0	1	2.0	2.0	2.0	1.0	1.0	3	3	2	0.0	0.0	LOC109025815;LOC109025979
317	SP3	1	0	0	0		0.01436	0.0137	2	1	2	1	1.0	1	1.0	0.0	1	0.5604	0.2802	1.0	2	1.0	1.0	2.0	2.0	1.0	0	0	0	0.0	0.0	SP3
318	HNRNPA3	1	0	0	0		0.0138	0.01242	2	1	2	1	1.0	1	1.0	0.0	1	1.2164	0.6082	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	HNRNPA3
319	C11H2orf88	0	0	0	0		0.00119	0.00155	3	1	3	3	1.0	2	2.0	1.0	1	2.844448134362991	1.9128	1.0	1	3.0	3.0	3.0	3.0	1.0	0	0	0	0.0	0.0	C11H2orf88
320	SUPT7L	0	0	0	0		0.13091	0.15426	2	2	2	1	1.0	1	1.0	0.0	1	1.2394	0.6197	1.0	1	2.0	2.0	2.0	1.0	1.0	503	503	2	0.0	0.0	GPN1;SUPT7L
321	RDH14	2	1	0	0		0.28341	0.18105	4	2	2	4	0.6666666666666666	3	2.0	0.5833333333333334	2	0.724548867169716	0.724	1.0	1	2.0	4.0	1.0	1.0	2.0	4	4	2	0.0	0.0	NT5C1B;RDH14
322	LRATD1	1	0	0	0		0.03655	0.04724	4	2	2	6	1.0	3	3.0	1.0	1	1.440132242249911	1.0801	1.0	2	1.0	2.0	2.0	1.0	2.0	3	3	2	0.0	0.0	LOC109025772;LRATD1
323	PDIA6	2	1	0	0		0.12106	0.08396	2	2	2	1	1.0	1	1.0	0.0	1	0.7656	0.3828	1.0	2	1.0	1.0	2.0	1.0	1.0	7	7	2	0.0	0.0	ATP6V1C2;PDIA6
324	LOC115932956	0	0	0	0		0.01463	0.01323	2	1	2	1	1.0	1	1.0	0.0	1	1.0824	0.5412	1.0	1	2.0	2.0	2.0	2.0	1.0	0	0	0	0.0	0.0	LOC115932956
325	ALKAL2	2	1	0	0		0.1039	0.11253	2	2	2	1	1.0	1	1.0	0.0	1	1.7232	0.8616	1.0	1	2.0	2.0	2.0	1.0	1.0	17	17	2	0.0	0.0	ACP1;ALKAL2
326	LOC129526471	3	1	0	0		0.15368	0.12243	4	4	4	6	1.0	3	3.0	1.0	1	1.4321908998562876	1.0905	1.0	2	2.0	2.0	4.0	1.0	1.0	6	6.0	2	0.0	0.0	ABCD1;LOC129526391;LOC129526471;LOC129531453
327	LOC115932762	0	0	0	0		0.12408	0.13225	2	2	2	1	1.0	1	1.0	0.0	1	0.8138	0.4069	1.0	2	1.0	1.0	2.0	1.0	1.0	503	503	2	0.0	0.0	LOC115932762;LOC129527190
328	LOC134756761	0	0	0	0		0.18005	0.20431	3	3	3	3	1.0	2	2.0	1.0	1	1.0491865533790843	0.7050000000000001	1.0	3	1.0	1.0	3.0	1.0	1.0	503	503	2	0.0	0.0	LOC115933090;LOC129524676;LOC134756761
329	LOC115933573	0	0	0	0		0.13352	0.11173	2	2	2	1	1.0	1	1.0	0.0	1	0.5556	0.2778	1.0	2	1.0	1.0	2.0	1.0	1.0	205	205	2	0.0	0.0	LOC101141821;LOC115933573
330	LOC101146690	1	0	0	0		0.26556	0.21999	3	2	3	2	0.6666666666666666	2	1.3333333333333333	0.0	1	0.21085881418212793	0.1475	1.0	2	1.5	1.5	3.0	1.5	1.0	5	5	2	0.0	0.0	FAHD2B;LOC101146690
331	ALDH1B1	1	0	0	0		0.10027	0.11373	4	3	3	6	1.0	3	3.0	1.0	1	1.3709299445028713	1.0282	1.0	2	1.5	2.0	3.0	1.0	1.3333333333333333	503	503	2	0.0	0.0	ALDH1B1;LOC115935842;LOC129524687
332	LOC115933254	2	1	1	1	multifam	0.74434	0.6243	15	7	10	35	0.3333333333333333	7	4.666666666666667	0.8285714285714286	3	0.15911310035449983	0.521	1.0	6	1.6666666666666667	2.5	3.3333333333333335	1.4285714285714286	1.5	285	77.0	3	0.0	0.0	ANKRD18A;ANKRD18B;FOXO1;LOC101142783;LOC101147259;LOC115933254;LOC129524732
333	LOC101143875	1	0	0	0		0.38297	0.36475	4	3	4	4	0.6666666666666666	3	2.0	0.5833333333333334	1	0.24286123572747886	0.2465	1.0	4	1.0	1.0	4.0	1.3333333333333333	1.0	5	4.5	2	0.0	0.0	CNTNAP3C;LOC101143875;LOC115933307
334	ANKRD36C	1	0	0	0		0.14126	0.15529	2	2	2	1	1.0	1	1.0	0.0	1	0.385	0.1925	1.0	2	1.0	1.0	2.0	1.0	1.0	106	106	2	0.0	0.0	ANKRD36C;LOC101125154
335	ANKRD36C	1	0	0	0		0.13711	0.14172	2	2	2	1	1.0	1	1.0	0.0	1	1.0066	0.5033	1.0	1	2.0	2.0	2.0	1.0	1.0	9	9	2	0.0	0.0	ANKRD36C;LOC109025523
336	RPL31	2	1	0	0		0.11596	0.08834	2	2	2	1	1.0	1	1.0	0.0	1	1.4412	0.7206	1.0	1	2.0	2.0	2.0	1.0	1.0	7	7	2	0.0	0.0	RPL31;TBC1D8
337	LOC109025754	0	0	0	0		0.00111	0.00158	4	1	3	6	1.0	3	3.0	1.0	1	0.6357186366274274	0.5012000000000001	1.0	4	0.75	1.0	3.0	3.0	1.3333333333333333	0	0	0	0.0	0.0	LOC109025754
338	LIMS1	0	0	0	0		0.13183	0.14147	2	2	2	1	1.0	1	1.0	0.0	1	0.6562	0.3281	1.0	2	1.0	1.0	2.0	1.0	1.0	503	503	2	0.0	0.0	LIMS1;LOC101146691
339	LOC109025447	2	1	1	0		0.54074	0.52699	8	7	8	20	0.7142857142857143	6	5.0	0.7583333333333333	2	0.24796810570227934	0.2617	1.0	3	2.6666666666666665	2.6666666666666665	4.0	1.1428571428571428	1.0	188	188.0	4	0.0	0.0	LOC101131768;LOC101136692;LOC101137060;LOC109025447;LOC129531666;LOC129531667;RGPD8
