gene_a	gene_b	in_dna_loose	cls	core_recip	aln_frac	fold	residual	up_aln_frac	up_id	down_aln_frac	down_id	max_flank_aln_frac	min_flank_aln_frac	mean_flank_aln_frac	best_flank_id
LOC101151317	ZNF331	0	genuine	0.2344	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF420	0	genuine	0.3381	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF461	0	genuine	0.1528	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF471	0	genuine	0.1477	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF529	0	genuine	0.2772	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF540	0	genuine	0.2059	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF546	0	genuine	0.3240	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF565	0	genuine	0.3705	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF566	0	genuine	0.2331	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF571	0	genuine	0.3895	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF573	0	genuine	0.4392	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF582	0	genuine	0.2732	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF583	0	genuine	0.2081	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF607	0	genuine	0.2373	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF665	0	genuine	0.5012	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF780A	0	genuine	0.1971	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF780B	0	genuine	0.3057	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF790	0	genuine	0.3946	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151317	ZNF829	0	genuine	0.2685	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151318	LOC109027180	0	genuine	0.1567	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151343	LOC101153153	0	truthbar	0.2689	0.9351	2	0	NA	NA	0.493800	0.760650	0.493800	0.493800	0.493800	0.760650
LOC101151343	LOC129529923	0	truthbar	0.2518	0.8781	2	0	NA	NA	0.493800	0.760650	0.493800	0.493800	0.493800	0.760650
LOC101151892	LOC115931567	0	genuine	0.1469	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151892	ZNF429	0	genuine	0.1845	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151892	ZNF595	0	genuine	0.1502	0.5390	4	0	0.257800	0.834581	NA	NA	0.257800	0.257800	0.257800	0.834581
LOC101151892	ZNF675	0	genuine	0.1826	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151892	ZNF723	0	genuine	0.1585	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101151892	ZNF92	0	genuine	0.1392	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152035	LOC101153366	1	TP	0.5764	0.9079	3	0	NA	NA	0.268800	0.831982	0.268800	0.268800	0.268800	0.831982
LOC101152035	LOC109027180	1	TP	0.6239	0.8769	3	0	NA	NA	0.383200	0.831563	0.383200	0.383200	0.383200	0.831563
LOC101152062	MAGEB1	0	truthbar	0.3028	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152062	MAGEB3	0	truthbar	0.3114	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	LOC101153126	0	truthbar	0.2414	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	LOC101153131	0	truthbar	0.1846	0.0000	4	0	0.138200	0.877143	0.131800	0.867756	0.138200	0.131800	0.135000	0.877143
LOC101152401	LOC109024216	0	truthbar	0.2181	0.1144	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	LOC115931567	0	genuine	0.1732	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	LOC115931568	0	truthbar	0.2846	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	LOC115931576	0	truthbar	0.2251	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	LOC115931654	0	truthbar	0.2176	0.1144	4	0	NA	NA	0.117600	0.865672	0.117600	0.117600	0.117600	0.865672
LOC101152401	ZNF273	0	truthbar	0.2436	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF28	0	truthbar	0.2240	0.2818	4	0	NA	NA	0.358400	0.868392	0.358400	0.358400	0.358400	0.868392
LOC101152401	ZNF415	0	truthbar	0.3723	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF43	0	truthbar	0.1612	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF468	0	truthbar	0.2298	0.3994	4	0	NA	NA	0.283800	0.867422	0.283800	0.283800	0.283800	0.867422
LOC101152401	ZNF480	0	truthbar	0.1464	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF519	0	truthbar	0.2310	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF600	0	truthbar	0.2257	0.2765	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF611	0	truthbar	0.1325	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF675	0	truthbar	0.4155	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF701	0	truthbar	0.1691	0.0000	4	0	NA	NA	0.255800	0.896256	0.255800	0.255800	0.255800	0.896256
LOC101152401	ZNF721	0	truthbar	0.1498	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF736	0	truthbar	0.1845	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF761	0	truthbar	0.1958	0.3622	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF766	0	truthbar	0.2754	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF808	0	truthbar	0.2176	0.2453	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF813	0	truthbar	0.1396	0.4838	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF83	0	truthbar	0.2104	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF836	0	truthbar	0.2987	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF841	0	truthbar	0.2199	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152401	ZNF91	0	genuine	0.2419	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152610	LOC129527660	0	genuine	0.2518	0.9396	2	0	0.959600	0.951432	0.996400	0.957634	0.996400	0.959600	0.978000	0.957634
LOC101152665	SPIN1	0	truthbar	0.5207	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152665	SPIN3	0	truthbar	0.6178	0.0000	3	0	0.259200	0.943033	NA	NA	0.259200	0.259200	0.259200	0.943033
LOC101152741	LOC109027124	0	genuine	0.1339	0.4035	2	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152741	MPHOSPH8	0	genuine	0.1704	0.0000	2	1	NA	NA	NA	NA	NA	NA	NA	NA
LOC101152843	SUGT1	0	genuine	0.2250	0.0000	1	0	0.464400	0.726744	NA	NA	0.464400	0.464400	0.464400	0.726744
LOC101152938	LOC115934341	0	truthbar	0.3030	0.9326	0	0	0.858200	0.900932	0.827000	0.915583	0.858200	0.827000	0.842600	0.900932
LOC101152972	LOC115931074	0	truthbar	0.3711	0.6301	1	0	0.910000	0.958904	NA	NA	0.910000	0.910000	0.910000	0.958904
LOC101152972	LOC129527053	1	TP	0.5334	0.9621	1	0	0.954600	0.997696	0.352800	0.990976	0.954600	0.352800	0.653700	0.997696
LOC101152972	RHPN2	1	TP	0.4869	0.9774	1	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	LOC101153131	0	truthbar	0.3764	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	LOC109024216	0	truthbar	0.2891	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	LOC115930172	0	genuine	0.4084	0.4867	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	LOC115931567	0	genuine	0.4089	0.4702	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	LOC115931568	0	truthbar	0.4496	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	LOC115931576	0	truthbar	0.1447	0.4710	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	LOC115931654	0	truthbar	0.1898	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	LOC115931857	0	truthbar	0.1993	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	LOC129527827	0	genuine	0.2279	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	LOC129528947	0	genuine	0.4090	0.4785	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF195	0	truthbar	0.1373	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF254	0	truthbar	0.2445	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF267	0	truthbar	0.1760	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF273	0	truthbar	0.1654	0.7966	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF28	0	truthbar	0.1854	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF429	0	truthbar	0.6889	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF43	0	truthbar	0.4022	0.6951	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF430	0	truthbar	0.3934	0.4661	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF468	0	truthbar	0.2298	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF486	0	truthbar	0.2276	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF506	0	truthbar	0.2118	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF519	0	truthbar	0.2736	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF595	0	truthbar	0.3340	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF600	0	truthbar	0.2377	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF611	0	truthbar	0.1825	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF626	0	truthbar	0.3685	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF675	0	truthbar	0.2252	0.7657	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF678	0	truthbar	0.2990	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF680	0	truthbar	0.2323	0.5376	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF681	0	truthbar	0.2514	0.3928	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF682	0	truthbar	0.2929	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF721	0	truthbar	0.2785	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF723	0	truthbar	0.3152	0.7275	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF727	0	truthbar	0.1748	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF736	0	truthbar	0.2136	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF761	0	truthbar	0.2585	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF813	0	truthbar	0.1648	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF83	0	truthbar	0.3384	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF836	0	truthbar	0.2485	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF841	0	truthbar	0.1359	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF888	0	truthbar	0.2174	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF91	0	truthbar	0.3899	0.5232	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153126	ZNF92	0	truthbar	0.1637	0.4155	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	LOC109024216	0	truthbar	0.2614	0.7828	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	LOC115931567	0	genuine	0.2738	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	LOC115931654	0	truthbar	0.2734	0.8318	4	0	NA	NA	0.194800	0.850913	0.194800	0.194800	0.194800	0.850913
LOC101153131	LOC115931857	0	truthbar	0.1790	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	OSBPL10	0	genuine	0.4704	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF267	0	truthbar	0.3700	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF28	0	truthbar	0.2390	0.4236	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF347	0	truthbar	0.2667	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF415	0	truthbar	0.4012	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF468	0	truthbar	0.2464	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF480	0	truthbar	0.3270	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF519	0	truthbar	0.2892	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF578	0	truthbar	0.2150	0.9607	4	0	NA	NA	0.103000	0.882239	0.103000	0.103000	0.103000	0.882239
LOC101153131	ZNF595	0	truthbar	0.2180	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF600	0	truthbar	0.3165	0.6891	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF611	0	truthbar	0.2794	0.4498	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF616	0	truthbar	0.1453	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF655	0	truthbar	0.1378	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF701	0	truthbar	0.2348	0.7041	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF761	0	truthbar	0.1966	0.7386	4	0	NA	NA	0.188400	0.864921	0.188400	0.188400	0.188400	0.864921
LOC101153131	ZNF766	0	truthbar	0.3685	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF808	0	truthbar	0.3105	1.1794	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF813	0	truthbar	0.3367	0.7315	4	0	NA	NA	0.181400	0.814433	0.181400	0.181400	0.181400	0.814433
LOC101153131	ZNF83	0	truthbar	0.4790	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF836	0	truthbar	0.3019	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF841	0	truthbar	0.1453	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF888	0	truthbar	0.5873	0.6940	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF91	0	truthbar	0.2180	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153131	ZNF92	0	truthbar	0.3876	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153153	LOC129529923	1	TP	0.9969	0.9977	2	0	0.982600	0.997563	0.999400	1.000000	0.999400	0.982600	0.991000	1.000000
LOC101153360	LOC109027174	0	genuine	0.5493	0.5854	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153360	MHC-G	0	truthbar	0.4188	0.7881	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153366	LOC109027180	1	TP	0.6583	1.0047	3	0	0.649600	0.842153	0.345200	0.919931	0.649600	0.345200	0.497400	0.842153
LOC101153504	LOC109024193	0	truthbar	0.1706	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	LOC115930105	0	truthbar	0.2598	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	ZIK1	0	truthbar	0.2816	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	ZNF132	0	truthbar	0.1842	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	ZNF134	0	truthbar	0.1839	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	ZNF154	0	truthbar	0.3290	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	ZNF256	0	truthbar	0.3423	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	ZNF416	0	truthbar	0.2037	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	ZNF547	0	truthbar	0.1401	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	ZNF551	0	truthbar	0.2088	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	ZNF671	0	truthbar	0.2009	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153504	ZNF792	0	truthbar	0.2378	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	LOC109024129	0	genuine	0.1693	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZKSCAN1	0	genuine	0.1623	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF264	0	truthbar	0.1434	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF311	0	truthbar	0.1734	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF35	0	genuine	0.2293	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF397	0	genuine	0.1601	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF436	0	truthbar	0.2120	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF473	0	truthbar	0.2313	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF502	0	truthbar	0.2008	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF543	0	truthbar	0.2176	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF550	0	truthbar	0.1896	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF594	0	truthbar	0.1952	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF667	0	truthbar	0.2725	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZNF805	0	truthbar	0.1604	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZSCAN12	0	genuine	0.1686	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153526	ZSCAN22	0	genuine	0.1467	0.0000	3	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153611	LOC115931590	1	TP	1.0000	1.0000	3	0	0.984000	0.979408	0.984600	0.978426	0.984600	0.984000	0.984300	0.978426
LOC101153611	ZSCAN5B	0	truthbar	0.4856	0.8817	3	0	0.355000	0.666364	NA	NA	0.355000	0.355000	0.355000	0.666364
LOC101153725	LOC101153837	0	truthbar	0.1950	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	LOC101154200	0	truthbar	0.2105	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	LOC109024269	0	genuine	0.3119	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	LOC109025073	0	truthbar	0.2667	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF124	0	truthbar	0.3556	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF136	0	truthbar	0.3288	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF14	0	truthbar	0.2761	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF426	0	truthbar	0.2522	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF433	0	truthbar	0.3419	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF440	0	truthbar	0.2396	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF441	0	truthbar	0.1555	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF443	0	truthbar	0.3209	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF490	0	truthbar	0.1705	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF563	0	truthbar	0.2781	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF564	0	truthbar	0.1885	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF57	0	truthbar	0.3103	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF627	0	truthbar	0.3940	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF669	0	truthbar	0.3754	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF77	0	truthbar	0.2224	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF799	0	truthbar	0.2557	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153725	ZNF823	0	truthbar	0.3642	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	LOC109024207	0	genuine	0.2005	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	LOC109027078	0	truthbar	0.1587	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZFP28	0	truthbar	0.2377	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZFP82	0	truthbar	0.1856	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF177	0	truthbar	0.2526	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF184	0	truthbar	0.2563	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF189	0	truthbar	0.1554	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF283	0	genuine	0.2848	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF30	0	truthbar	0.2460	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF331	0	truthbar	0.2075	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF420	0	truthbar	0.3898	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF461	0	truthbar	0.3080	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF529	0	truthbar	0.1339	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF546	0	truthbar	0.3423	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF560	0	truthbar	0.3146	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF565	0	truthbar	0.3625	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF566	0	truthbar	0.3807	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF571	0	truthbar	0.2522	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF573	0	truthbar	0.2894	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF582	0	truthbar	0.4580	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF583	0	truthbar	0.2303	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF607	0	truthbar	0.1422	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF665	0	truthbar	0.4043	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF780A	0	truthbar	0.1331	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153727	ZNF790	0	truthbar	0.1914	0.0000	0	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	LOC101154200	0	truthbar	0.1324	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	LOC109024269	0	genuine	0.3878	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	LOC109025073	0	genuine	0.1555	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	ZNF124	0	truthbar	0.1936	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	ZNF136	0	truthbar	0.2457	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	ZNF490	0	truthbar	0.2479	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	ZNF564	0	truthbar	0.1617	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	ZNF57	0	truthbar	0.1422	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	ZNF627	0	truthbar	0.2021	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	ZNF669	0	truthbar	0.1857	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	ZNF77	0	truthbar	0.3632	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
LOC101153837	ZNF791	0	truthbar	0.1795	0.0000	4	0	NA	NA	NA	NA	NA	NA	NA	NA
