gene_a	chrom_a	gene_b	chrom_b	core_cov	core_ident	aln_ident	jaccard
DOC2B	NC_073243.2	LOC115933194	NC_086017.1	0.629	0.984	0.949	0.0906
EEF2KMT	NC_073242.2	LOC134756549	NC_073234.2	0.629	0.955	0.957	0.1577
HNRNPCL1	NC_073224.2	LOC115930071	NC_073239.2	0.629	0.941	0.936	0.078
LOC101128260	NC_073231.2	LOC134756549	NC_073234.2	0.629	0.943	0.959	0.1489
LOC101148340	NC_073224.2	LOC115930071	NC_073239.2	0.629	0.94	0.935	0.0835
LOC115933194	NC_086017.1	LOC129532956	NC_073227.2	0.629	0.986	0.99	0.403
LOC115933194	NC_086017.1	LOC134757295	NC_073240.2	0.629	0.992	0.962	0.225
ARHGAP23	NC_073228.2	LOC129527211	NC_073238.2	0.628	0.971	0.972	0.1278
EI24	NC_073233.2	LOC115931433	NC_073241.2	0.628	0.996	0.995	0.7239
LOC101139117	NC_073233.2	LOC129532776	NC_086017.1	0.628	0.873	0.881	0.0425
LOC115933194	NC_086017.1	LOC129524034	NC_073224.2	0.628	0.987	0.966	0.2719
LOC115933558	NC_073236.2	LOC129527211	NC_073238.2	0.628	0.987	0.952	0.4659
LOC129523739	NC_073230.2	LOC129524832	NC_073232.2	0.628	0.99	0.971	0.3333
LOC129523993	NC_073224.2	LOC129524832	NC_073232.2	0.628	0.988	0.976	0.2976
LOC129524832	NC_073232.2	LOC129526566	NC_073239.2	0.628	0.988	0.969	0.3619
LOC129524832	NC_073232.2	LOC129528382	NC_073241.2	0.628	0.988	0.976	0.2976
LOC129524832	NC_073232.2	LOC129532626	NC_086017.1	0.628	0.988	0.969	0.3013
LOC129528444	NC_073241.2	LOC129530464	NC_073238.2	0.628	0.984	0.985	0.4834
LOC129528444	NC_073241.2	LOC129530486	NC_073246.2	0.628	0.984	0.985	0.557
LOC129528444	NC_073241.2	LOC129530565	NC_073246.2	0.628	0.984	0.986	0.5639
LOC101141368	NC_086017.1	RPL17	NC_073241.2	0.627	0.98	0.814	0.1362
LOC101144988	NC_073247.2	RPS26	NC_073234.2	0.627	0.968	0.932	0.0818
LOC101152176	NC_073230.2	LOC129533589	NC_073228.2	0.627	0.932	0.939	0.0493
LOC129527211	NC_073238.2	LOC129527345	NC_073242.2	0.627	0.956	0.957	0.2116
HNRNPA1	NC_073234.2	LOC101130214	NC_086017.1	0.626	0.99	0.992	0.5422
LOC115932915	NC_073238.2	LOC134757223	NC_073240.2	0.626	0.989	0.972	0.4218
LOC129524661	NC_073237.2	LOC129530571	NC_073246.2	0.626	0.981	0.9	0.3113
LOC129526750	NC_073239.2	SCOC	NC_073227.2	0.626	0.895	0.895	0.0335
LOC129528453	NC_073241.2	LOC129530571	NC_073246.2	0.626	0.981	0.9	0.3113
LOC129523503	NC_073236.2	LRPAP1	NC_073227.2	0.625	0.99	0.969	0.0756
LOC129523934	NC_073230.2	LOC129524036	NC_073243.2	0.625	0.995	0.99	0.6033
LOC129524036	NC_073243.2	LOC129526580	NC_073242.2	0.625	0.996	0.99	0.4923
DEFB130B	NC_073231.2	LOC115934310	NC_073227.2	0.624	0.98	0.97	0.2692
LOC101128093	NC_073228.2	LOC115931945	NC_086018.1	0.624	0.936	0.91	0.0817
LOC101132325	NC_073247.2	MKRN1	NC_073230.2	0.624	0.92	0.845	0.1158
LOC101137437	NC_073240.2	LOC115935247	NC_073230.2	0.624	0.956	0.928	0.216
LOC101137437	NC_073240.2	LOC129533589	NC_073228.2	0.624	0.949	0.941	0.0556
LOC101137437	NC_073240.2	NPM1	NC_073228.2	0.624	0.958	0.945	0.2061
LOC101138362	NC_073230.2	PRR13	NC_073234.2	0.624	0.847	0.869	0.0436
LOC101152675	NC_073237.2	LOC129531486	NC_073236.2	0.624	0.991	0.966	0.2134
LOC129524832	NC_073232.2	LOC129525416	NC_073233.2	0.624	0.992	0.985	0.3347
LOC129524832	NC_073232.2	LOC129525765	NC_073234.2	0.624	0.988	0.974	0.3363
LOC129524832	NC_073232.2	LOC129527430	NC_073242.2	0.624	0.99	0.98	0.3575
LOC129524832	NC_073232.2	LOC129527885	NC_073243.2	0.624	0.988	0.974	0.3363
LOC129524832	NC_073232.2	LOC129528750	NC_073244.2	0.624	0.99	0.982	0.3261
LOC129524832	NC_073232.2	LOC129531752	NC_073236.2	0.624	0.992	0.985	0.3376
LOC129524832	NC_073232.2	LOC129532807	NC_073227.2	0.624	0.992	0.985	0.3347
LOC129524832	NC_073232.2	LOC129532980	NC_073240.2	0.624	0.992	0.985	0.345
LOC129524832	NC_073232.2	LOC134756371	NC_073227.2	0.624	0.988	0.982	0.3071
LOC129528280	NC_073241.2	LOC134757970	NC_086017.1	0.624	0.995	0.918	0.3623
LOC129534573	NC_073229.2	LOC134757970	NC_086017.1	0.624	0.994	0.919	0.3559
FRG1	NC_073227.2	LOC129528236	NC_073241.2	0.623	0.964	0.896	0.1648
GLUD1	NC_073232.2	GLUD2	NC_073247.2	0.623	0.968	0.966	0.337
LOC101152273	NC_073244.2	LOC109028007	NC_073231.2	0.623	0.907	0.912	0.0452
LOC129523881	NC_073230.2	LOC134758407	NC_073227.2	0.623	0.966	0.948	0.1296
LOC101137570	NC_073243.2	OFD1	NC_073247.2	0.622	0.953	0.943	0.2434
LOC101142904	NC_073246.2	LOC129528236	NC_073241.2	0.622	0.949	0.874	0.1613
LOC129528093	NC_073243.2	OFD1	NC_073247.2	0.622	0.954	0.94	0.2153
LOC129532266	NC_086017.1	RPL39	NC_073247.2	0.622	0.92	0.859	0.1258
RAB6A	NC_073233.2	RAB6D	NC_073235.2	0.621	0.96	0.958	0.191
LOC101125987	NC_073224.2	LOC101141508	NC_073244.2	0.619	0.825	0.838	0.0517
LOC101133427	NC_073230.2	RPL36AL	NC_073239.2	0.619	0.836	0.726	0.0435
LOC101153588	NC_073228.2	LOC129525115	NC_073232.2	0.619	0.917	0.916	0.0344
LOC129525778	NC_073234.2	MALRD1	NC_073232.2	0.619	0.986	0.972	0.0397
LOC129525779	NC_073234.2	MALRD1	NC_073232.2	0.619	0.986	0.972	0.0397
LOC129527275	NC_073240.2	LOC129531947	NC_073235.2	0.619	0.978	0.98	0.4802
LOC129532980	NC_073240.2	LOC129534555	NC_073229.2	0.619	0.996	0.879	0.4977
LOC101127312	NC_073236.2	LOC129533515	NC_073224.2	0.618	0.861	0.859	0.039
LOC101131021	NC_073224.2	LOC101133011	NC_073239.2	0.618	0.856	0.856	0.0413
LOC101135797	NC_086018.1	LOC129532449	NC_086017.1	0.618	0.907	0.891	0.0752
LOC115931699	NC_073236.2	LOC115933013	NC_073238.2	0.618	0.987	0.987	0.6288
LOC129524028	NC_073231.2	LOC129534553	NC_073229.2	0.618	0.991	0.988	0.68
LOC129524658	NC_073237.2	LOC129528459	NC_073241.2	0.618	0.993	0.991	0.5049
LOC129528460	NC_073241.2	LOC134756446	NC_073246.2	0.618	0.982	0.979	0.3561
LOC129529380	NC_073238.2	LOC129530491	NC_073246.2	0.618	0.99	0.897	0.2019
LOC134758715	NC_073224.2	MAPKBP1	NC_073240.2	0.618	0.988	0.985	0.4735
AURKA	NC_073245.2	LOC109028275	NC_073224.2	0.617	0.953	0.925	0.1164
LOC101139707	NC_073247.2	WASF2	NC_073224.2	0.617	0.964	0.97	0.1671
LOC101142362	NC_073238.2	LOC115931699	NC_073236.2	0.617	0.994	0.993	0.7838
LOC129528236	NC_073241.2	LOC129530552	NC_086018.1	0.617	0.951	0.876	0.0323
LOC129529231	NC_073224.2	LOC134758128	NC_086017.1	0.617	0.951	0.952	0.218
LOC101132116	NC_073224.2	LOC101140048	NC_073247.2	0.616	0.956	0.927	0.0919
LOC101140048	NC_073247.2	LOC115934295	NC_073227.2	0.616	0.948	0.865	0.1456
RPL39	NC_073247.2	RPL39L	NC_086017.1	0.616	0.906	0.839	0.0942
ARL4A	NC_073230.2	LOC101135338	NC_073232.2	0.615	0.937	0.933	0.0906
LOC101124600	NC_073244.2	LOC129526209	NC_073238.2	0.614	0.976	0.829	0.287
LOC101126985	NC_073242.2	LOC109024112	NC_073224.2	0.614	0.922	0.918	0.1944
LOC129525556	NC_073233.2	LOC129534177	NC_073229.2	0.614	0.968	0.972	0.2282
LOC129526209	NC_073238.2	LOC129528623	NC_073244.2	0.614	0.974	0.971	0.4171
LOC129526209	NC_073238.2	LOC129528624	NC_073244.2	0.614	0.974	0.971	0.4171
LOC129526209	NC_073238.2	LOC129528625	NC_073244.2	0.614	0.974	0.971	0.4171
LOC129534177	NC_073229.2	LOC134756357	NC_073224.2	0.614	0.971	0.972	0.1048
LOC129534177	NC_073229.2	LOC134756800	NC_073236.2	0.614	0.97	0.938	0.1902
LOC101142376	NC_073244.2	LOC115933091	NC_073233.2	0.613	0.986	0.908	0.2247
LOC109024060	NC_073244.2	LOC129525464	NC_073233.2	0.613	0.836	0.843	0.0801
LOC129524658	NC_073237.2	LOC129528469	NC_073241.2	0.613	0.989	0.987	0.4994
LOC101124600	NC_073244.2	LOC129526127	NC_073238.2	0.612	0.976	0.827	0.287
LOC101129567	NC_073246.2	LOC129526900	NC_073240.2	0.612	0.93	0.872	0.0683
LOC101142376	NC_073244.2	LOC129532712	NC_073232.2	0.612	0.983	0.915	0.0869
LOC129524658	NC_073237.2	LOC129528464	NC_073241.2	0.612	0.983	0.984	0.4468
LOC129526127	NC_073238.2	LOC129528623	NC_073244.2	0.612	0.974	0.971	0.4171
LOC129526127	NC_073238.2	LOC129528624	NC_073244.2	0.612	0.974	0.971	0.4171
LOC129526127	NC_073238.2	LOC129528625	NC_073244.2	0.612	0.974	0.971	0.4171
LOC129526389	NC_073238.2	LRPAP1	NC_073227.2	0.612	0.991	0.966	0.1175
LOC129530491	NC_073246.2	LOC129530544	NC_073236.2	0.612	0.996	0.9	0.2367
LOC129532017	NC_073235.2	LOC129534177	NC_073229.2	0.612	0.988	0.986	0.1536
EIF2S2	NC_073245.2	LOC101143155	NC_073232.2	0.611	0.964	0.937	0.2623
LOC101144552	NC_073235.2	LOC129534177	NC_073229.2	0.611	0.989	0.923	0.0968
LOC115932637	NC_073240.2	LOC129534177	NC_073229.2	0.611	0.985	0.985	0.1238
LOC129529226	NC_073224.2	PLA2G4B	NC_073240.2	0.611	0.988	0.987	0.5816
LOC129531982	NC_073224.2	PLA2G4B	NC_073240.2	0.611	0.987	0.986	0.6495
LOC129532624	NC_073230.2	LOC129534177	NC_073229.2	0.611	0.991	0.991	0.1773
LOC101129170	NC_073229.2	LOC109023149	NC_073239.2	0.61	0.854	0.875	0.0472
LOC101148271	NC_073230.2	LOC129534177	NC_073229.2	0.61	0.976	0.978	0.389
LOC109025285	NC_073232.2	RPS29	NC_073239.2	0.61	0.98	0.977	0.1262
LOC115931052	NC_073242.2	SMIM30	NC_073230.2	0.61	0.997	0.996	0.3623
LOC129525416	NC_073233.2	LOC129534555	NC_073229.2	0.61	0.998	0.882	0.5442
LOC129528466	NC_073241.2	LOC129529647	NC_086018.1	0.61	0.984	0.987	0.5846
LOC129531752	NC_073236.2	LOC129534555	NC_073229.2	0.61	0.996	0.881	0.5207
LOC129532807	NC_073227.2	LOC129534555	NC_073229.2	0.61	0.998	0.882	0.5442
LOC129534555	NC_073229.2	LOC134756371	NC_073227.2	0.61	0.994	0.879	0.5091
LOC101139634	NC_073235.2	LOC101140864	NC_073238.2	0.609	0.932	0.863	0.0557
LOC115933037	NC_073238.2	LOC129530229	NC_073248.2	0.609	0.98	0.983	0.482
LOC129524656	NC_073237.2	LOC129526957	NC_073236.2	0.609	0.98	0.82	0.0448
LOC129525065	NC_073232.2	LOC129534554	NC_073229.2	0.609	0.983	0.983	0.0666
LOC129534111	NC_073229.2	RBBP4	NC_073224.2	0.609	0.942	0.945	0.1513
EIF5A	NC_073243.2	LOC129524935	NC_073232.2	0.608	0.974	0.971	0.1745
LOC101142993	NC_073229.2	LOC109028392	NC_073237.2	0.608	0.936	0.867	0.2723
LOC129528163	NC_073241.2	LOC129530564	NC_073246.2	0.608	0.996	0.994	0.5899
LOC129532055	NC_073224.2	MAPKBP1	NC_073240.2	0.608	0.986	0.985	0.4995
LOC129534554	NC_073229.2	LOC134757481	NC_073242.2	0.608	0.989	0.961	0.1983
LOC101136779	NC_073247.2	SUMO4	NC_073229.2	0.607	0.889	0.9	0.0987
LOC101148899	NC_073229.2	LOC115934363	NC_073227.2	0.607	0.94	0.942	0.1036
LOC115932641	NC_073244.2	LOC134757470	NC_073242.2	0.607	0.999	0.976	0.3625
LOC129528333	NC_073224.2	SUMO4	NC_073229.2	0.607	0.899	0.895	0.0868
SUMO2	NC_073228.2	SUMO4	NC_073229.2	0.607	0.902	0.913	0.0871
LOC101123968	NC_073227.2	LOC101128508	NC_086017.1	0.606	0.977	0.977	0.3742
LOC101143315	NC_073238.2	LOC115931086	NC_073242.2	0.606	0.96	0.958	0.1383
LOC109026103	NC_086017.1	SS18	NC_073241.2	0.606	0.993	0.987	0.277
LOC115935567	NC_073231.2	SRRM1	NC_073224.2	0.606	0.969	0.928	0.1676
LOC129523934	NC_073230.2	LOC129525411	NC_073233.2	0.606	0.991	0.919	0.2591
LOC101128508	NC_086017.1	LOC129532820	NC_073227.2	0.605	0.981	0.978	0.3889
LOC109025001	NC_073242.2	SNRPE	NC_073224.2	0.605	0.951	0.825	0.0843
LOC101140029	NC_073244.2	LOC129532266	NC_086017.1	0.604	0.859	0.848	0.052
LOC101154318	NC_073244.2	LOC129526209	NC_073238.2	0.604	0.984	0.874	0.2257
LOC129524656	NC_073237.2	LOC129526385	NC_073238.2	0.604	0.984	0.919	0.0486
LOC129524656	NC_073237.2	LOC129526398	NC_073238.2	0.604	0.98	0.953	0.0533
LOC129524656	NC_073237.2	LOC134756703	NC_073236.2	0.604	0.984	0.87	0.0753
LOC129524656	NC_073237.2	LOC134757216	NC_073240.2	0.604	0.984	0.818	0.0407
LOC129526209	NC_073238.2	LOC129528606	NC_073244.2	0.604	0.984	0.976	0.4299
LOC129526209	NC_073238.2	LOC129528610	NC_073244.2	0.604	0.984	0.976	0.4299
LOC129526209	NC_073238.2	LOC129528611	NC_073244.2	0.604	0.984	0.976	0.4299
LOC129526209	NC_073238.2	LOC129528615	NC_073244.2	0.604	0.984	0.976	0.4299
LOC129526209	NC_073238.2	LOC129528616	NC_073244.2	0.604	0.984	0.976	0.4299
LOC129526209	NC_073238.2	LOC129528617	NC_073244.2	0.604	0.984	0.976	0.4299
LOC129526209	NC_073238.2	LOC129528618	NC_073244.2	0.604	0.984	0.976	0.4299
LOC129526209	NC_073238.2	LOC129528619	NC_073244.2	0.604	0.984	0.978	0.4292
GABARAPL1	NC_073234.2	LOC101126737	NC_073240.2	0.603	0.958	0.945	0.032
LOC101127811	NC_073235.2	LOC101147117	NC_073229.2	0.603	0.889	0.76	0.0916
LOC101128508	NC_086017.1	LOC129532829	NC_073227.2	0.603	0.979	0.978	0.3718
LOC101143675	NC_073235.2	LOC134758146	NC_086017.1	0.603	0.925	0.891	0.1145
LOC101146129	NC_086017.1	LOC115933428	NC_073240.2	0.603	0.912	0.909	0.0545
LOC101146129	NC_086017.1	LOC129526136	NC_073238.2	0.603	0.912	0.909	0.0545
LOC101147117	NC_073229.2	LOC129526222	NC_073238.2	0.603	0.889	0.859	0.0571
LOC101153373	NC_073245.2	LOC109024112	NC_073224.2	0.603	0.956	0.93	0.1167
LOC109024055	NC_073244.2	LOC129526209	NC_073238.2	0.603	0.969	0.966	0.3774
LIN28A	NC_073224.2	LOC101145031	NC_073235.2	0.602	0.915	0.908	0.0404
LOC101133404	NC_073243.2	LOC129533797	NC_073228.2	0.602	0.87	0.866	0.034
LOC101154318	NC_073244.2	LOC129526127	NC_073238.2	0.602	0.984	0.862	0.2257
LOC115932829	NC_073236.2	NLK	NC_073228.2	0.602	0.997	0.997	0.8095
LOC129523820	NC_073230.2	LOC129525576	NC_073233.2	0.602	0.987	0.872	0.2111
LOC129525576	NC_073233.2	MORN5	NC_073237.2	0.602	0.977	0.841	0.2091
LOC129526127	NC_073238.2	LOC129528606	NC_073244.2	0.602	0.984	0.976	0.4299
LOC129526127	NC_073238.2	LOC129528610	NC_073244.2	0.602	0.984	0.976	0.4299
LOC129526127	NC_073238.2	LOC129528611	NC_073244.2	0.602	0.984	0.976	0.4299
LOC129526127	NC_073238.2	LOC129528615	NC_073244.2	0.602	0.984	0.976	0.4299
LOC129526127	NC_073238.2	LOC129528616	NC_073244.2	0.602	0.984	0.976	0.4299
LOC129526127	NC_073238.2	LOC129528617	NC_073244.2	0.602	0.984	0.976	0.4299
LOC129526127	NC_073238.2	LOC129528618	NC_073244.2	0.602	0.984	0.976	0.4299
LOC129526127	NC_073238.2	LOC129528619	NC_073244.2	0.602	0.984	0.978	0.4292
ALDH1B1	NC_073237.2	LOC115935842	NC_073236.2	0.601	0.98	0.977	0.46
DOC2B	NC_073243.2	LOC129523819	NC_073230.2	0.601	0.986	0.913	0.1232
LOC101125185	NC_073240.2	LOC109024079	NC_073244.2	0.601	0.919	0.901	0.0688
LOC101127139	NC_073230.2	LOC115933796	NC_073235.2	0.601	0.947	0.915	0.2231
LOC101136485	NC_073228.2	LOC101148588	NC_073237.2	0.601	0.942	0.907	0.1918
LOC109024055	NC_073244.2	LOC129526127	NC_073238.2	0.601	0.969	0.966	0.3774
LOC115933217	NC_073230.2	LOC115933796	NC_073235.2	0.601	0.949	0.941	0.1955
LOC129523819	NC_073230.2	LOC129532956	NC_073227.2	0.601	0.992	0.995	0.6328
LOC129523819	NC_073230.2	LOC134757295	NC_073240.2	0.601	0.997	0.907	0.2964
LOC129523820	NC_073230.2	LOC129534555	NC_073229.2	0.601	0.989	0.938	0.2475
LOC129524600	NC_073237.2	LOC129528196	NC_073241.2	0.601	0.992	0.899	0.2541
LOC129524654	NC_073237.2	LOC129528196	NC_073241.2	0.601	0.994	0.893	0.23
LOC129526335	NC_073238.2	RPS3	NC_073233.2	0.601	0.991	0.873	0.2739
LOC101150533	NC_073235.2	MSL3	NC_073247.2	0.6	0.927	0.907	0.1302
LOC109027802	NC_073232.2	LOC115933023	NC_073231.2	0.6	0.959	0.854	0.0727
LOC129523572	NC_073240.2	LOC129528447	NC_073241.2	0.6	0.967	0.902	0.2292
LOC129525067	NC_073232.2	LOC129525576	NC_073233.2	0.6	0.982	0.908	0.0916
LOC129528447	NC_073241.2	LOC129530492	NC_073246.2	0.6	0.989	0.923	0.4172
LOC129529611	NC_086018.1	LOC134756663	NC_073235.2	0.6	0.913	0.915	0.0361
LIMK2	NC_086018.1	LOC115930203	NC_073234.2	0.599	0.955	0.946	0.0463
LOC101142993	NC_073229.2	LOC115935839	NC_073237.2	0.599	0.958	0.886	0.2437
LOC109024584	NC_086018.1	SLC25A5	NC_073247.2	0.599	0.929	0.946	0.0644
LOC129524661	NC_073237.2	LOC129528465	NC_073241.2	0.599	0.986	0.957	0.5543
LOC129524661	NC_073237.2	LOC134757391	NC_073241.2	0.599	0.985	0.965	0.4238
LOC129524664	NC_073237.2	LOC129530464	NC_073238.2	0.599	0.99	0.986	0.6193
LOC129524670	NC_073237.2	LOC129530464	NC_073238.2	0.599	0.99	0.984	0.5823
LOC129528447	NC_073241.2	TPTE2	NC_073238.2	0.599	0.968	0.892	0.1769
LOC129533569	NC_073228.2	LOC134758127	NC_086017.1	0.599	0.934	0.874	0.1104
ANP32A	NC_073240.2	ANP32D	NC_073234.2	0.598	0.935	0.933	0.0891
LOC115930151	NC_073240.2	LOC129534177	NC_073229.2	0.598	0.972	0.877	0.2468
LOC115932779	NC_073242.2	LOC115933039	NC_073244.2	0.598	0.997	0.996	0.8019
LOC115936058	NC_073229.2	LOC129529611	NC_086018.1	0.598	0.996	0.988	0.0785
LOC129526398	NC_073238.2	LOC134756703	NC_073236.2	0.598	0.991	0.89	0.2284
LOC129528280	NC_073241.2	LOC129529611	NC_086018.1	0.598	0.992	0.983	0.0709
LOC129529611	NC_086018.1	LOC129534573	NC_073229.2	0.598	0.996	0.99	0.087
LOC134758137	NC_086017.1	LOC134759136	NC_073231.2	0.598	0.975	0.813	0.2996
LOC101154053	NC_086017.1	RPS29	NC_073239.2	0.597	0.979	0.955	0.0559
LOC129524028	NC_073231.2	LOC134759270	NC_073232.2	0.597	0.989	0.854	0.3409
LOC129528466	NC_073241.2	LOC134757055	NC_073238.2	0.597	0.993	0.993	0.6923
LOC129533797	NC_073228.2	USP6	NC_073243.2	0.597	0.872	0.834	0.0464
LOC129534553	NC_073229.2	LOC134759270	NC_073232.2	0.597	0.988	0.856	0.3204
LOC134758137	NC_086017.1	LOC134759135	NC_073231.2	0.597	0.977	0.961	0.2826
LOC101130806	NC_073233.2	LOC101147931	NC_073228.2	0.596	0.847	0.811	0.0376
LOC109027583	NC_073230.2	ZNF723	NC_073244.2	0.596	0.816	0.808	0.0335
LOC115933796	NC_073235.2	PMS2	NC_073230.2	0.596	0.963	0.946	0.0489
LOC129524658	NC_073237.2	LOC129528193	NC_073241.2	0.596	0.984	0.986	0.4725
LOC129534710	NC_073230.2	ZNF723	NC_073244.2	0.596	0.817	0.808	0.034
FBXW10	NC_073228.2	LOC101143828	NC_073243.2	0.595	0.987	0.989	0.689
LOC101126173	NC_073241.2	NFE2L3	NC_073230.2	0.595	0.969	0.96	0.239
LOC129527105	NC_073240.2	LOC134756437	NC_073224.2	0.595	0.984	0.826	0.2789
LOC129528719	NC_073244.2	LOC134759270	NC_073232.2	0.595	0.997	0.965	0.5414
ZNF675	NC_073244.2	ZNF92	NC_073230.2	0.595	0.829	0.843	0.0498
ACTN1	NC_073239.2	ACTN4	NC_073244.2	0.594	0.831	0.769	0.03
GABPA	NC_073246.2	LOC109027585	NC_073230.2	0.594	0.985	0.983	0.182
LOC101124387	NC_073224.2	LOC115933479	NC_073233.2	0.594	0.921	0.919	0.1075
LOC101127912	NC_073224.2	LOC109025874	NC_073235.2	0.594	0.906	0.88	0.0455
LOC101130728	NC_073224.2	LOC129527105	NC_073240.2	0.594	0.988	0.925	0.124
LOC101147502	NC_073242.2	LOC115933253	NC_073248.2	0.594	0.984	0.96	0.4125
LOC129523703	NC_073230.2	LOC129526580	NC_073242.2	0.594	0.998	0.986	0.6907
LOC129527105	NC_073240.2	LOC134758754	NC_073224.2	0.594	0.988	0.921	0.1246
CDK2AP2	NC_073233.2	LOC129526976	NC_073240.2	0.593	0.897	0.909	0.0641
LOC101145089	NC_073230.2	LOC109025964	NC_073235.2	0.593	0.932	0.91	0.034
LOC101152383	NC_073240.2	LOC115933399	NC_073238.2	0.593	0.994	0.95	0.1215
LOC115933152	NC_073236.2	LOC134757820	NC_073245.2	0.593	0.933	0.914	0.0343
LOC129528196	NC_073241.2	LOC134756446	NC_073246.2	0.593	0.982	0.883	0.1679
LOC129531435	NC_073236.2	LOC134757820	NC_073245.2	0.593	0.945	0.925	0.0325
LOC101147117	NC_073229.2	TMEM42	NC_086017.1	0.592	0.887	0.896	0.0874
HMGB1	NC_073238.2	LOC109025566	NC_073233.2	0.591	0.934	0.912	0.0563
KMT5A	NC_073234.2	LOC129529426	NC_086018.1	0.591	0.987	0.963	0.3674
LOC101126856	NC_073240.2	U2AF1	NC_073246.2	0.591	0.956	0.951	0.0976
LOC101147253	NC_073247.2	LOC129533515	NC_073224.2	0.591	0.869	0.831	0.0494
LOC129524663	NC_073237.2	LOC129528193	NC_073241.2	0.591	0.987	0.988	0.6492
LOC129524663	NC_073237.2	LOC129528464	NC_073241.2	0.591	0.984	0.976	0.6037
LOC129524663	NC_073237.2	LOC129530464	NC_073238.2	0.591	0.983	0.985	0.4783
LOC129524663	NC_073237.2	LOC129530486	NC_073246.2	0.591	0.987	0.986	0.5599
LOC129524663	NC_073237.2	LOC129530565	NC_073246.2	0.591	0.987	0.987	0.5645
LOC129528459	NC_073241.2	LOC129530464	NC_073238.2	0.591	0.981	0.984	0.468
LOC129528459	NC_073241.2	LOC129530486	NC_073246.2	0.591	0.985	0.985	0.5478
LOC129528459	NC_073241.2	LOC129530565	NC_073246.2	0.591	0.985	0.986	0.5523
CES4A	NC_073242.2	LOC129531429	NC_073236.2	0.59	0.974	0.978	0.3845
HMGN2	NC_073224.2	LOC101148869	NC_073240.2	0.59	0.981	0.984	0.4083
LOC101127555	NC_073233.2	LOC101147117	NC_073229.2	0.59	0.909	0.91	0.1127
LOC101127636	NC_073230.2	LOC115930424	NC_073238.2	0.59	0.977	0.916	0.2944
LOC101135754	NC_073242.2	LOC101145089	NC_073230.2	0.59	0.932	0.916	0.065
LOC101135797	NC_086018.1	RPS18	NC_073229.2	0.59	0.917	0.877	0.0821
LOC101139366	NC_073236.2	LOC101147117	NC_073229.2	0.59	0.887	0.897	0.0575
LOC101140340	NC_086017.1	LOC101147117	NC_073229.2	0.59	0.896	0.885	0.0357
LOC101144515	NC_073233.2	LOC101147117	NC_073229.2	0.59	0.896	0.9	0.0857
LOC101147117	NC_073229.2	LOC101152412	NC_073246.2	0.59	0.917	0.917	0.1515
LOC101147117	NC_073229.2	LOC101153588	NC_073228.2	0.59	0.904	0.9	0.0585
LOC101147117	NC_073229.2	LOC101154144	NC_073235.2	0.59	0.887	0.895	0.1343
LOC101147117	NC_073229.2	LOC101154368	NC_073224.2	0.59	0.878	0.882	0.0802
LOC101147117	NC_073229.2	LOC115933479	NC_073233.2	0.59	0.909	0.913	0.1033
LOC101147117	NC_073229.2	PPIA	NC_073230.2	0.59	0.917	0.918	0.1158
FRG1	NC_073227.2	LOC129529434	NC_086018.1	0.589	0.958	0.802	0.1133
LOC101125611	NC_073232.2	LOC101144800	NC_073240.2	0.589	0.914	0.899	0.1044
LOC101131421	NC_073235.2	LOC109027152	NC_073229.2	0.589	0.883	0.86	0.0752
LOC101137976	NC_073233.2	LOC115930074	NC_073230.2	0.589	0.964	0.968	0.4397
LOC101142904	NC_073246.2	LOC129526395	NC_073238.2	0.589	0.966	0.961	0.1104
LOC115933177	NC_073240.2	LOC115933399	NC_073238.2	0.589	0.994	0.909	0.2011
LOC101142904	NC_073246.2	LOC129526550	NC_073239.2	0.588	0.949	0.952	0.1176
LOC115930437	NC_073238.2	LOC134756942	NC_073237.2	0.588	0.955	0.95	0.2731
ACTB	NC_073230.2	LOC115933751	NC_073235.2	0.587	0.929	0.913	0.0849
LOC101135462	NC_073224.2	LOC134756550	NC_073234.2	0.587	0.938	0.943	0.1163
LOC129523855	NC_073230.2	LOC129533126	NC_073227.2	0.587	0.952	0.949	0.0799
ATP5MC1	NC_073228.2	LOC101138209	NC_073241.2	0.586	0.941	0.931	0.1053
LOC101129170	NC_073229.2	LOC115932158	NC_073247.2	0.586	0.939	0.939	0.1679
LOC101137229	NC_073229.2	LOC115931945	NC_086018.1	0.586	0.921	0.894	0.0467
LOC115933091	NC_073233.2	LOC115933239	NC_073236.2	0.586	0.994	0.982	0.2932
LOC129523820	NC_073230.2	LOC129532626	NC_086017.1	0.586	0.985	0.892	0.2161
LOC129529380	NC_073238.2	LOC129529385	NC_073246.2	0.586	0.991	0.929	0.3778
CDK2AP2	NC_073233.2	LOC129529548	NC_086018.1	0.585	0.873	0.896	0.0554
LOC101139366	NC_073236.2	PPIA	NC_073230.2	0.585	0.905	0.84	0.0918
LOC101147097	NC_073227.2	LOC101148582	NC_073237.2	0.585	0.95	0.952	0.2965
LOC101147117	NC_073229.2	LOC101151494	NC_073233.2	0.585	0.899	0.902	0.1223
LOC101147117	NC_073229.2	LOC115932777	NC_073224.2	0.585	0.868	0.879	0.0926
LOC101147117	NC_073229.2	PPIAL4H	NC_073224.2	0.585	0.886	0.879	0.0932
LOC109027584	NC_073230.2	TMA7B	NC_086018.1	0.585	0.912	0.906	0.0833
LOC129531435	NC_073236.2	TEX14	NC_073228.2	0.585	0.978	0.938	0.2019
