dn	n_reads	mm_median	mm_mean	mm_max
DN_NC_073234.2_43623304_5	178	1.0000	1.4157	51
DN_NC_073234.2_43758373_10	400	1.0000	1.3325	51
DN_NC_073234.2_44474713_2	400	9.0000	10.8025	52
DN_NC_073234.2_45066531_11	400	4.0000	4.6350	52
DN_NC_073234.2_45136934_7	39	2.0000	2.1282	7
DN_NC_073234.2_45177188_28	291	1.0000	1.0309	7
DN_NC_073234.2_45204849_7	400	7.0000	5.1500	8
DN_NC_073234.2_45208389_7	88	4.0000	4.3068	8
DN_NC_073234.2_45319542_4	50	18.5000	26.9200	52
DN_NC_073234.2_45519337_9	180	1.0000	1.9778	24
DN_NC_073234.2_45523055_3	247	1.0000	1.7206	24
DN_NC_073234.2_45531723_7	400	1.0000	1.4500	24
DN_NC_073234.2_45539357_4	400	1.0000	1.4500	24
DN_NC_073234.2_47062440_10	400	9.0000	16.4200	51
DN_NC_073234.2_47868349_14	400	4.0000	4.3325	8
DN_NC_073234.2_48129944_8	78	1.0000	1.6795	52
DN_NC_073234.2_48400691_7	250	51.0000	47.8680	52
DN_NC_073234.2_48448103_8	124	42.0000	37.3710	52
DN_NC_073234.2_48529294_9	8	4.0000	14.7500	51
DN_NC_073234.2_49024482_9	23	5.0000	5.2609	6
DN_NC_073234.2_49087212_9	23	5.0000	5.1739	6
DN_NC_073234.2_49097599_9	45	51.0000	37.2000	52
DN_NC_073234.2_49287598_7	400	1.0000	1.1025	40
DN_NC_073234.2_49830161_25	104	1.0000	2.5577	51
DN_NC_073234.2_50306180_17	400	1.0000	1.5125	51
DN_NC_073234.2_52040112_9	25	1.0000	14.3600	51
DN_NC_073234.2_52064465_4	400	13.0000	13.7800	51
DN_NC_073234.2_52151326_4	400	13.0000	13.3100	51
DN_NC_073234.2_52202911_4	400	13.0000	13.1275	51
DN_NC_073234.2_52495433_13	156	1.0000	1.3013	12
DN_NC_073234.2_53131451_25	400	1.0000	1.3825	51
DN_NC_073234.2_53272916_54	25	1.0000	1.0000	1
DN_NC_073234.2_62953363_3	61	2.0000	6.1311	51
DN_NC_073234.2_67151860_3	74	2.0000	17.3649	52
DN_NC_073234.2_69501458_7	103	1.0000	4.7573	51
DN_NC_073234.2_69557459_4	252	1.0000	1.8810	51
DN_NC_073234.2_70140848_27	172	1.0000	5.5291	51
DN_NC_073234.2_70557569_25	400	1.0000	1.4475	51
DN_NC_073234.2_71885470_2	400	5.0000	10.1775	52
DN_NC_073234.2_74802518_16	99	1.0000	1.3232	22
DN_NC_073234.2_76035232_5	313	2.0000	12.1086	53
DN_NC_073234.2_76077727_3	328	2.0000	11.6524	53
DN_NC_073234.2_79789135_15	400	1.0000	1.0425	18
DN_NC_073234.2_79820285_12	400	1.0000	1.0450	18
DN_NC_073234.2_86426177_10	63	5.0000	16.1905	51
DN_NC_073234.2_87500533_19	65	45.0000	28.1846	53
DN_NC_073234.2_90680832_2	46	1.0000	5.4348	51
DN_NC_073234.2_90802099_6	168	2.0000	2.2500	51
DN_NC_073234.2_90815331_10	199	2.0000	2.0754	51
DN_NC_073234.2_95346893_3	56	44.5000	33.5536	53
DN_NC_073235.2_103471173_13	400	1.0000	1.2675	51
DN_NC_073235.2_104226160_12	170	1.0000	2.1941	51
DN_NC_073235.2_105819742_3	57	1.0000	1.6842	31
DN_NC_073235.2_106111443_2	93	51.0000	40.8925	51
DN_NC_073235.2_112807340_11	68	1.0000	4.0147	52
DN_NC_073235.2_121932800_16	350	1.0000	1.2114	46
DN_NC_073235.2_121946440_4	400	13.0000	12.9100	46
DN_NC_073235.2_122111621_9	143	1.0000	1.0000	1
DN_NC_073235.2_122326496_17	90	1.0000	1.0000	1
DN_NC_073235.2_125539339_16	400	2.0000	2.1050	51
DN_NC_073235.2_133031264_19	295	2.0000	3.0373	52
DN_NC_073235.2_133124679_15	305	2.0000	3.0754	52
DN_NC_073235.2_134247998_3	14	1.0000	16.0714	51
DN_NC_073235.2_136577761_2	400	5.0000	4.9400	18
DN_NC_073235.2_137582288_5	5	1.0000	5.8000	25
DN_NC_073235.2_142785844_3	87	1.0000	1.4598	21
DN_NC_073235.2_143720615_16	137	1.0000	1.1752	25
DN_NC_073235.2_143747819_4	204	1.0000	1.1176	25
DN_NC_073235.2_144819821_8	60	2.0000	5.3000	52
DN_NC_073235.2_144823500_4	63	2.0000	5.1270	52
DN_NC_073235.2_144827388_3	56	2.0000	5.5179	52
DN_NC_073235.2_15131698_9	204	8.0000	8.5196	51
DN_NC_073235.2_15191747_16	400	30.0000	30.4450	52
DN_NC_073235.2_29394327_4	400	3.0000	2.9825	4
DN_NC_073235.2_31662902_3	363	4.0000	7.5399	43
DN_NC_073235.2_31672555_8	81	21.0000	18.2099	43
DN_NC_073235.2_31713963_3	63	27.0000	23.0000	43
DN_NC_073235.2_31723374_5	400	2.0000	6.5600	43
DN_NC_073235.2_31973952_17	322	7.5000	7.9224	52
DN_NC_073235.2_32368514_11	30	1.0000	6.0000	51
DN_NC_073235.2_32697745_5	379	2.0000	4.6807	51
DN_NC_073235.2_32705529_3	26	4.0000	15.7308	51
DN_NC_073235.2_32750477_8	45	2.0000	9.7556	51
DN_NC_073235.2_33703802_2	400	22.0000	20.0175	51
DN_NC_073235.2_34402342_7	348	22.0000	22.1897	51
DN_NC_073235.2_38606855_2	123	1.0000	3.1057	51
DN_NC_073235.2_41950647_3	50	51.0000	34.0200	53
DN_NC_073235.2_50441116_14	400	1.0000	1.3825	51
DN_NC_073235.2_56615771_10	47	25.0000	24.5532	51
DN_NC_073235.2_58805487_6	239	1.0000	1.2092	51
DN_NC_073235.2_64458923_26	29	1.0000	1.0345	2
DN_NC_073235.2_64637479_26	42	1.0000	1.0000	1
DN_NC_073235.2_68674135_11	40	4.0000	3.7000	18
DN_NC_073235.2_68877817_25	49	1.0000	1.1224	4
DN_NC_073235.2_71287360_16	269	1.0000	1.6691	51
DN_NC_073235.2_71373985_7	14	1.0000	17.2143	51
DN_NC_073235.2_74414844_11	247	1.0000	1.6478	51
DN_NC_073235.2_83159862_3	117	52.0000	40.1453	54
DN_NC_073235.2_91038771_5	37	51.0000	34.7838	53
DN_NC_073235.2_91416644_51	400	1.0000	1.0400	15
DN_NC_073235.2_91471014_54	157	1.0000	1.3121	49
DN_NC_073235.2_94365284_2	74	19.0000	24.2297	52
DN_NC_073236.2_102496314_19	91	1.0000	1.0879	2
DN_NC_073236.2_108637713_6	198	1.0000	1.9394	51
DN_NC_073236.2_108768428_15	35	1.0000	1.8000	25
DN_NC_073236.2_111042998_7	137	1.0000	1.0511	3
DN_NC_073236.2_111062321_8	147	1.0000	1.0408	3
DN_NC_073236.2_112253211_6	400	1.0000	1.0525	15
DN_NC_073236.2_112264496_14	400	1.0000	1.0800	15
DN_NC_073236.2_112799498_6	13	6.0000	18.4615	51
DN_NC_073236.2_113129170_6	117	1.0000	2.1197	53
DN_NC_073236.2_113941675_8	134	1.0000	6.6045	53
DN_NC_073236.2_115828789_3	92	51.0000	32.7609	51
DN_NC_073236.2_119568063_21	400	1.0000	1.0000	1
DN_NC_073236.2_121320001_9	74	1.0000	3.0676	52
DN_NC_073236.2_121349000_3	49	1.0000	3.0612	52
DN_NC_073236.2_125241687_3	400	1.0000	1.1275	51
DN_NC_073236.2_125270757_2	400	1.0000	1.1275	51
DN_NC_073236.2_129103377_13	400	1.0000	1.0550	23
DN_NC_073236.2_129129305_10	400	1.0000	1.0550	23
DN_NC_073236.2_129488631_5	230	2.0000	1.9478	2
DN_NC_073236.2_129795378_10	264	3.0000	3.0114	5
DN_NC_073236.2_130303191_6	400	9.0000	8.4900	9
DN_NC_073236.2_139618373_5	36	1.0000	1.6944	4
DN_NC_073236.2_139624268_6	400	2.0000	3.2425	5
DN_NC_073236.2_140396809_2	65	30.0000	36.6154	52
DN_NC_073236.2_140400059_5	400	23.0000	25.5300	52
DN_NC_073236.2_21263952_7	400	30.0000	36.2775	52
DN_NC_073236.2_21829724_2	400	22.0000	19.5150	51
DN_NC_073236.2_22549336_8	400	11.0000	11.0900	17
DN_NC_073236.2_22701854_7	323	12.0000	15.8669	52
DN_NC_073236.2_23070420_5	400	12.0000	11.1825	51
DN_NC_073236.2_24785599_8	400	11.0000	11.0425	14
DN_NC_073236.2_24822888_6	105	8.0000	9.0762	51
DN_NC_073236.2_25270756_7	331	12.0000	16.7492	51
DN_NC_073236.2_26203134_8	400	22.0000	20.1675	51
DN_NC_073236.2_29195344_14	400	6.0000	6.2175	51
DN_NC_073236.2_30205531_7	400	11.0000	11.3125	51
DN_NC_073236.2_30490104_2	36	51.0000	31.9722	51
DN_NC_073236.2_30501599_2	77	9.0000	25.6753	51
DN_NC_073236.2_30994185_5	400	22.0000	22.8375	51
DN_NC_073236.2_31364804_7	119	6.0000	7.2185	36
DN_NC_073236.2_31528778_7	323	4.0000	4.1331	36
DN_NC_073236.2_31570340_7	386	7.0000	6.2254	38
DN_NC_073236.2_32048256_8	205	4.0000	3.8634	7
DN_NC_073236.2_32240619_3	54	1.0000	8.8889	51
DN_NC_073236.2_32278873_5	157	1.0000	2.7516	51
DN_NC_073236.2_32302189_6	62	1.0000	5.7742	51
DN_NC_073236.2_32340171_12	303	4.0000	4.6502	51
DN_NC_073236.2_32676987_2	400	3.0000	3.0950	22
DN_NC_073236.2_32866582_11	400	6.0000	7.5400	52
DN_NC_073236.2_32935295_3	400	3.0000	4.4125	52
DN_NC_073236.2_32935299_2	400	3.0000	4.4150	52
DN_NC_073236.2_33289090_9	279	3.0000	4.8244	52
DN_NC_073236.2_33699714_3	41	3.0000	8.3415	51
DN_NC_073236.2_33791336_41	336	8.0000	9.3958	51
DN_NC_073236.2_34983788_9	227	4.0000	3.8722	51
DN_NC_073236.2_35163364_4	44	3.0000	14.9318	52
DN_NC_073236.2_35320202_37	304	9.0000	11.4836	51
DN_NC_073236.2_38854516_5	400	1.0000	5.9550	44
DN_NC_073236.2_38858247_18	400	1.0000	5.9550	44
DN_NC_073236.2_46553268_10	297	2.0000	2.4478	51
DN_NC_073236.2_46653509_10	400	7.0000	7.5925	20
DN_NC_073236.2_46676942_15	400	2.0000	3.8600	20
DN_NC_073236.2_47432803_11	400	2.0000	2.0000	2
DN_NC_073236.2_47712811_9	400	6.0000	6.6700	11
DN_NC_073236.2_47732210_12	400	7.0000	5.3825	10
DN_NC_073236.2_47822803_9	294	2.0000	2.2143	47
DN_NC_073236.2_49989275_2	400	7.0000	7.4775	51
DN_NC_073236.2_50448087_2	290	3.0000	11.2207	51
DN_NC_073236.2_51202468_4	400	6.0000	6.7025	11
DN_NC_073236.2_51437835_4	400	6.0000	6.3000	11
DN_NC_073236.2_52686516_4	112	1.0000	1.4464	51
DN_NC_073236.2_52824428_4	400	6.0000	6.7525	11
DN_NC_073236.2_53486662_7	400	1.0000	1.0000	1
DN_NC_073236.2_64893638_18	400	2.0000	2.2350	51
DN_NC_073236.2_65566893_8	202	8.0000	6.3267	47
DN_NC_073236.2_66023783_5	66	2.0000	2.7576	51
DN_NC_073236.2_69434930_3	367	7.0000	7.0654	45
DN_NC_073236.2_73173266_13	130	1.0000	3.8923	52
DN_NC_073236.2_81530457_14	394	1.0000	1.1345	51
DN_NC_073236.2_81606261_13	400	1.0000	1.0075	3
DN_NC_073236.2_84556071_6	78	3.0000	9.1667	51
DN_NC_073236.2_85139103_21	400	1.0000	1.1925	51
DN_NC_073236.2_92822528_4	400	51.0000	48.8775	51
DN_NC_073236.2_97058333_14	198	2.0000	3.1616	51
DN_NC_073237.2_101005198_6	187	2.0000	2.2888	51
DN_NC_073237.2_101021921_6	151	2.0000	2.2318	11
DN_NC_073237.2_101948554_6	400	1.0000	1.9800	52
DN_NC_073237.2_105179643_6	400	1.0000	1.0000	1
DN_NC_073237.2_105184979_19	400	1.0000	1.4150	2
DN_NC_073237.2_106488614_5	64	8.0000	9.5781	51
DN_NC_073237.2_109230975_4	96	1.0000	1.0000	1
DN_NC_073237.2_109279481_4	64	1.0000	1.0000	1
DN_NC_073237.2_109453117_3	52	2.0000	2.0192	3
DN_NC_073237.2_109461576_3	52	2.0000	2.0192	3
DN_NC_073237.2_109499325_4	270	1.0000	1.3741	51
DN_NC_073237.2_109511989_28	316	1.0000	1.3513	51
DN_NC_073237.2_118498911_4	400	23.0000	22.0150	36
DN_NC_073237.2_118518303_5	37	22.0000	21.8919	24
DN_NC_073237.2_119275968_2	174	1.0000	1.0057	2
DN_NC_073237.2_119275970_2	111	1.0000	1.0000	1
DN_NC_073237.2_120375635_3	8	1.0000	1.0000	1
DN_NC_073237.2_123801018_5	206	1.0000	8.8010	42
DN_NC_073237.2_124724631_14	86	1.0000	1.5000	27
DN_NC_073237.2_125291669_2	44	1.0000	6.7500	52
DN_NC_073237.2_126021216_4	174	1.0000	1.1264	23
DN_NC_073237.2_126029688_6	400	1.0000	1.0550	23
DN_NC_073237.2_127902837_7	68	1.0000	10.3676	51
DN_NC_073237.2_129707941_5	400	51.0000	45.6625	53
DN_NC_073237.2_129717495_4	232	1.0000	4.7716	52
DN_NC_073237.2_129726988_8	308	1.0000	7.2597	51
DN_NC_073237.2_129735503_6	400	1.0000	1.0000	1
DN_NC_073237.2_129740502_6	400	1.0000	1.0000	1
DN_NC_073237.2_130138569_27	227	1.0000	1.2247	51
DN_NC_073237.2_130396115_12	157	1.0000	1.6115	51
DN_NC_073237.2_131478659_6	28	1.0000	4.6429	51
DN_NC_073237.2_133664160_4	400	26.0000	21.3625	27
DN_NC_073237.2_133885482_35	400	51.0000	45.6975	53
DN_NC_073237.2_134047852_27	400	1.0000	1.4725	51
DN_NC_073237.2_17678391_14	288	17.0000	18.2326	52
DN_NC_073237.2_22957046_5	400	22.0000	21.9000	51
DN_NC_073237.2_23553596_5	198	2.0000	2.3283	51
DN_NC_073237.2_23692487_10	254	3.0000	7.2047	52
DN_NC_073237.2_24387014_11	400	4.0000	6.8175	52
DN_NC_073237.2_24562360_2	400	3.0000	3.6750	52
DN_NC_073237.2_24562366_2	400	3.0000	3.6750	52
DN_NC_073237.2_25172073_4	223	1.0000	2.2108	51
DN_NC_073237.2_25176692_9	246	1.0000	2.1545	51
DN_NC_073237.2_27266553_20	400	1.0000	1.0000	1
DN_NC_073237.2_27282743_9	98	2.0000	1.7857	2
DN_NC_073237.2_27307884_9	118	1.0000	1.4661	50
DN_NC_073237.2_27311993_5	87	1.0000	1.6322	50
DN_NC_073237.2_28611397_2	59	1.0000	12.2203	51
DN_NC_073237.2_28860054_9	205	1.0000	1.0732	12
DN_NC_073237.2_29305062_2	78	3.0000	5.6410	51
DN_NC_073237.2_29418618_13	400	7.0000	8.1275	52
DN_NC_073237.2_30061699_3	216	3.0000	4.9491	51
DN_NC_073237.2_30220066_5	203	2.0000	2.9951	51
DN_NC_073237.2_30511420_2	400	1.0000	1.4925	51
DN_NC_073237.2_30512124_4	146	2.0000	2.9726	51
DN_NC_073237.2_30974188_2	134	2.0000	6.8731	51
DN_NC_073237.2_31481917_11	308	7.0000	9.2403	52
DN_NC_073237.2_31692944_2	400	3.0000	3.0450	18
DN_NC_073237.2_32419572_2	70	26.0000	26.1286	51
DN_NC_073237.2_46657799_9	303	1.0000	1.5875	51
DN_NC_073237.2_57425988_22	347	1.0000	5.2536	52
DN_NC_073237.2_58341083_8	195	1.0000	8.3538	51
DN_NC_073237.2_58583645_2	400	2.0000	2.2975	51
DN_NC_073237.2_58966871_3	31	1.0000	14.6774	52
DN_NC_073237.2_68560894_6	400	2.0000	2.5100	51
DN_NC_073237.2_75784390_20	400	2.0000	2.3825	51
DN_NC_073237.2_79864647_11	400	1.0000	1.2925	51
DN_NC_073237.2_79912635_2	400	1.0000	1.6125	51
DN_NC_073237.2_80081336_11	400	2.0000	2.9825	51
DN_NC_073237.2_82042769_5	400	2.0000	2.2850	51
DN_NC_073237.2_83892884_7	400	2.0000	2.0275	5
DN_NC_073237.2_83935038_8	400	2.0000	2.2125	8
DN_NC_073237.2_84005209_4	400	2.0000	2.2825	51
DN_NC_073237.2_84204480_4	400	2.0000	2.8875	50
DN_NC_073237.2_84341528_8	400	2.0000	2.4675	35
DN_NC_073237.2_84363825_25	400	2.0000	2.3875	35
DN_NC_073237.2_84711301_3	400	2.0000	2.0650	35
DN_NC_073237.2_84822135_6	400	1.0000	5.0575	51
DN_NC_073237.2_89073528_3	258	2.0000	3.1899	51
DN_NC_073237.2_89075402_13	270	2.0000	3.2963	51
DN_NC_073237.2_89310571_5	145	1.0000	1.3310	31
DN_NC_073237.2_89465596_2	91	1.0000	14.0000	51
DN_NC_073237.2_89473261_14	87	1.0000	4.9540	51
DN_NC_073237.2_90033004_3	8	1.0000	7.0000	49
DN_NC_073237.2_90719098_5	73	1.0000	16.4247	51
DN_NC_073237.2_91001440_7	67	51.0000	29.8955	51
DN_NC_073237.2_93211680_6	127	1.0000	7.4488	51
DN_NC_073237.2_93275727_4	73	51.0000	29.1644	51
DN_NC_073237.2_93365361_8	400	1.0000	1.7350	51
DN_NC_073237.2_93516915_6	360	9.0000	16.4000	52
DN_NC_073237.2_94439193_12	68	1.0000	1.8235	51
DN_NC_073237.2_96675699_5	183	51.0000	44.0601	52
DN_NC_073237.2_97733433_3	400	1.0000	4.6325	51
DN_NC_073238.2_112687980_26	400	1.0000	1.0575	11
DN_NC_073238.2_114796219_2	26	16.5000	25.2692	51
DN_NC_073238.2_124443812_2	39	2.0000	5.4615	52
DN_NC_073238.2_125561692_4	24	51.0000	31.4583	51
DN_NC_073238.2_128177434_9	400	2.0000	2.2225	52
DN_NC_073238.2_128201955_8	400	2.0000	2.2325	52
DN_NC_073238.2_128463727_12	312	7.0000	7.4936	53
DN_NC_073238.2_22049850_15	288	17.0000	18.0833	52
DN_NC_073238.2_22111250_2	88	8.0000	23.9773	52
DN_NC_073238.2_22875925_6	400	30.0000	36.0775	52
DN_NC_073238.2_23273370_7	263	33.0000	33.0190	53
DN_NC_073238.2_23392840_7	400	11.0000	11.5900	51
DN_NC_073238.2_24372581_9	342	33.0000	36.9152	53
DN_NC_073238.2_24435116_16	400	28.0000	28.7300	52
DN_NC_073238.2_24580375_8	400	30.0000	33.1450	52
DN_NC_073238.2_24693721_8	400	22.0000	19.3525	51
DN_NC_073238.2_25250945_5	400	12.0000	11.0950	15
DN_NC_073238.2_29552503_8	400	22.0000	22.9550	51
DN_NC_073238.2_29962908_11	155	8.0000	9.8774	52
DN_NC_073238.2_30171533_2	126	12.0000	10.4444	35
DN_NC_073238.2_31467876_5	400	2.0000	2.1100	4
DN_NC_073238.2_31858801_4	400	22.0000	23.1825	51
DN_NC_073238.2_32078126_7	170	2.0000	6.8235	52
DN_NC_073238.2_32266743_7	290	8.0000	10.1448	52
DN_NC_073238.2_32460857_5	132	3.0000	4.9015	51
DN_NC_073238.2_32617313_2	400	2.0000	12.7675	52
DN_NC_073238.2_32661686_2	400	4.0000	6.6525	51
DN_NC_073238.2_33197456_2	126	12.0000	10.7857	49
DN_NC_073238.2_33291944_6	121	3.0000	5.3636	51
DN_NC_073238.2_33425477_7	291	8.0000	10.2577	52
DN_NC_073238.2_33853352_3	400	4.0000	8.7375	52
DN_NC_073238.2_33904146_3	179	51.0000	37.1508	53
DN_NC_073238.2_33938258_14	322	3.0000	4.4006	53
DN_NC_073238.2_34005367_9	354	3.0000	3.9322	53
DN_NC_073238.2_34124992_8	196	2.0000	2.4184	51
DN_NC_073238.2_34259091_25	400	1.0000	1.3925	39
DN_NC_073238.2_38269853_5	7	2.0000	5.1429	15
DN_NC_073238.2_38585508_10	357	1.0000	1.2185	51
DN_NC_073238.2_38964005_23	26	1.0000	8.9231	51
DN_NC_073238.2_39529658_9	400	1.0000	20.5650	53
DN_NC_073238.2_41579503_4	230	21.0000	25.4783	52
DN_NC_073238.2_41750994_9	400	3.0000	2.6150	31
DN_NC_073238.2_41760020_5	400	3.0000	2.6500	31
DN_NC_073238.2_45470660_18	400	1.0000	1.2025	45
DN_NC_073238.2_51309642_26	400	1.0000	1.7225	43
DN_NC_073238.2_54832744_2	264	2.0000	2.4356	15
DN_NC_073238.2_55186881_2	204	5.0000	5.9951	51
DN_NC_073238.2_55588931_20	221	1.0000	2.7059	51
DN_NC_073238.2_59732356_14	254	3.0000	18.2205	52
DN_NC_073238.2_59946195_16	400	1.0000	1.1500	50
DN_NC_073238.2_60756272_9	400	5.0000	9.9700	51
DN_NC_073238.2_62894676_12	400	2.0000	2.2375	52
DN_NC_073238.2_63928303_2	150	2.0000	1.7333	5
DN_NC_073238.2_64027356_13	400	1.0000	1.2600	52
DN_NC_073238.2_65876995_17	302	2.0000	2.4238	51
DN_NC_073238.2_66682517_7	400	5.0000	6.1525	52
DN_NC_073238.2_66830454_5	273	2.0000	4.1282	51
DN_NC_073238.2_67037804_5	400	6.0000	17.4175	52
DN_NC_073238.2_67074273_14	261	5.0000	8.4291	51
DN_NC_073238.2_8052138_7	400	9.0000	8.8975	9
DN_NC_073239.2_105498614_17	400	3.0000	2.9625	51
DN_NC_073239.2_105549018_9	400	3.0000	3.3250	51
DN_NC_073239.2_109052370_3	257	1.0000	1.4553	52
DN_NC_073239.2_109057706_16	391	1.0000	1.3248	52
DN_NC_073239.2_119046659_11	400	6.0000	6.9250	51
DN_NC_073239.2_120173605_3	36	20.0000	24.3889	51
DN_NC_073239.2_120499478_8	400	2.0000	2.0775	38
DN_NC_073239.2_120602021_15	400	1.0000	1.1200	38
DN_NC_073239.2_121772610_13	120	1.0000	1.1583	6
DN_NC_073239.2_122136493_25	91	1.0000	1.0000	1
DN_NC_073239.2_122577448_3	18	14.5000	19.6111	52
DN_NC_073239.2_122615409_4	400	9.0000	15.3275	52
DN_NC_073239.2_122634080_4	400	10.0000	15.6925	52
DN_NC_073239.2_122707562_3	30	16.0000	24.3333	52
DN_NC_073239.2_122741455_4	400	9.5000	15.1425	51
DN_NC_073239.2_122769394_7	400	9.0000	12.6425	51
DN_NC_073239.2_122796928_6	400	9.0000	12.6200	51
DN_NC_073239.2_123333518_3	400	9.0000	13.6025	52
DN_NC_073239.2_123333523_2	400	9.0000	13.6025	52
DN_NC_073239.2_123449122_2	400	13.0000	18.7150	52
DN_NC_073239.2_123454429_2	400	13.0000	18.7150	52
DN_NC_073239.2_123469457_3	400	14.0000	20.8000	52
DN_NC_073239.2_124645701_2	44	23.0000	30.2500	53
DN_NC_073239.2_124648897_4	400	23.0000	23.3950	53
DN_NC_073239.2_14838701_6	145	1.0000	5.8828	51
DN_NC_073239.2_26918461_17	400	2.0000	1.7025	2
DN_NC_073239.2_28798849_2	52	34.0000	30.3269	52
DN_NC_073239.2_32209364_6	220	1.0000	1.6864	51
DN_NC_073239.2_32210799_7	334	1.0000	1.4521	51
DN_NC_073239.2_32339840_6	262	1.0000	1.1908	51
DN_NC_073239.2_32342111_10	267	1.0000	1.1873	51
DN_NC_073239.2_32570025_17	155	51.0000	47.7097	51
DN_NC_073239.2_32630520_8	336	25.5000	26.4375	52
DN_NC_073239.2_32663808_8	230	3.0000	13.1522	52
DN_NC_073239.2_33219684_14	48	2.0000	11.7083	47
DN_NC_073239.2_33826105_11	46	1.0000	2.3478	45
DN_NC_073239.2_33872730_10	119	1.0000	1.1681	19
DN_NC_073239.2_33878048_2	113	1.0000	1.1770	19
DN_NC_073239.2_34910171_2	22	32.0000	27.4091	52
DN_NC_073239.2_35280580_26	400	2.0000	1.9900	2
DN_NC_073239.2_35311777_12	400	2.0000	2.0000	2
DN_NC_073239.2_35396913_9	400	2.0000	5.7300	51
DN_NC_073239.2_35520561_9	400	2.0000	5.6700	51
DN_NC_073239.2_36370724_4	24	1.0000	1.0000	1
DN_NC_073239.2_44147073_8	400	22.0000	19.3150	51
DN_NC_073239.2_44758266_8	377	22.0000	20.1910	51
DN_NC_073239.2_63601483_4	63	30.0000	22.8413	51
DN_NC_073239.2_66562547_2	400	1.0000	4.9700	49
DN_NC_073239.2_67194404_11	64	1.0000	8.4531	52
DN_NC_073239.2_67861789_20	198	2.0000	2.4848	52
DN_NC_073239.2_70164897_2	145	13.0000	26.5724	52
DN_NC_073239.2_72077053_6	400	1.0000	1.1000	35
DN_NC_073239.2_72093949_19	355	1.0000	1.5634	51
DN_NC_073239.2_76142345_25	172	1.0000	1.5872	51
DN_NC_073239.2_77917590_16	250	1.0000	6.1920	51
DN_NC_073239.2_81444992_2	400	3.0000	3.4200	52
DN_NC_073239.2_85769342_21	400	1.0000	1.3675	3
DN_NC_073239.2_86159949_15	26	1.0000	4.8846	51
DN_NC_073239.2_87154592_2	28	38.5000	27.5000	52
DN_NC_073239.2_87316371_2	149	51.0000	37.2550	52
DN_NC_073239.2_89227263_15	27	2.0000	2.9259	35
DN_NC_073239.2_89803404_14	396	3.0000	3.5505	50
DN_NC_073239.2_90471291_2	41	1.0000	2.5854	51
DN_NC_073239.2_98531685_2	323	45.0000	38.8731	52
DN_NC_073239.2_98531712_3	95	41.0000	31.0105	52
DN_NC_073240.2_102922989_19	89	1.0000	2.6292	51
DN_NC_073240.2_103158559_3	176	2.0000	5.9773	52
DN_NC_073240.2_103747497_4	400	23.0000	22.3300	51
DN_NC_073240.2_14396114_6	400	30.0000	36.2775	52
DN_NC_073240.2_15970659_7	323	12.0000	15.7368	39
DN_NC_073240.2_17174470_5	400	12.0000	11.1800	51
DN_NC_073240.2_20710887_3	317	3.0000	4.2334	51
DN_NC_073240.2_21430216_23	400	2.0000	2.6500	51
DN_NC_073240.2_21546861_14	133	4.0000	5.9699	51
DN_NC_073240.2_21601841_7	231	8.0000	13.4675	52
DN_NC_073240.2_21986088_4	306	5.0000	4.9281	25
DN_NC_073240.2_22595737_5	400	2.0000	2.4325	51
DN_NC_073240.2_22623333_4	341	3.0000	5.0323	52
DN_NC_073240.2_23210840_6	259	8.0000	13.0965	52
DN_NC_073240.2_23219746_14	127	4.0000	5.4882	52
DN_NC_073240.2_23337808_11	400	3.0000	3.4100	51
DN_NC_073240.2_23447377_5	279	3.0000	5.9140	34
DN_NC_073240.2_23459848_11	372	4.0000	6.7796	52
DN_NC_073240.2_23674889_10	126	5.0000	17.7302	51
DN_NC_073240.2_23725358_9	400	3.0000	4.1450	40
DN_NC_073240.2_23877041_31	400	2.0000	2.1300	4
DN_NC_073240.2_24008961_23	400	2.0000	2.3350	52
DN_NC_073240.2_24402639_2	400	3.0000	4.1850	51
DN_NC_073240.2_24764672_4	253	3.0000	7.0830	52
DN_NC_073240.2_24900197_18	343	32.0000	27.5656	48
DN_NC_073240.2_24965661_3	202	9.0000	13.4703	51
DN_NC_073240.2_26182490_10	400	2.0000	2.3700	51
DN_NC_073240.2_29369420_15	400	3.0000	3.3300	22
DN_NC_073240.2_29509629_20	177	9.0000	9.7062	52
DN_NC_073240.2_29752710_11	208	17.0000	18.1346	51
DN_NC_073240.2_29803770_8	400	4.5000	7.7300	40
DN_NC_073240.2_29886021_14	400	2.0000	2.2200	34
DN_NC_073240.2_31271054_17	386	4.0000	7.1788	52
DN_NC_073240.2_33035459_18	297	33.0000	28.5690	48
DN_NC_073240.2_33337179_18	356	32.0000	27.0169	48
DN_NC_073240.2_34675462_15	71	1.0000	2.6056	51
DN_NC_073240.2_34703303_6	63	37.0000	26.8095	52
DN_NC_073240.2_35071983_25	45	1.0000	2.7333	51
DN_NC_073240.2_37591091_13	44	1.0000	1.1136	6
DN_NC_073240.2_40283792_22	66	1.0000	2.5303	51
DN_NC_073240.2_40710955_17	141	1.0000	1.8865	4
DN_NC_073240.2_40740697_5	400	5.0000	3.7500	6
DN_NC_073240.2_41396094_2	77	1.0000	20.3117	52
DN_NC_073240.2_41471977_3	31	1.0000	7.1290	52
DN_NC_073240.2_41473848_11	109	1.0000	3.0275	52
DN_NC_073240.2_42709516_6	400	1.0000	1.0025	2
