gene_a	gene_b	dn_a	dn_b	label	comp	fold	core_recip	aln_frac	aln_len	log_aln_len	contain_max	contain_min	recip_contain	core_x_alnfrac	contain_x_alnfrac	id	min_cov	n_exon_min	n_exon_max	n_exon_ratio	n_exon_absdiff	both_single	min_shared_mult	max_shared_mult	mult_ratio	n_shared_nodes	log_n_shared_nodes	shares_only_repeat_m5	vg_softmask	mmMed_min	mmMed_max	mmMed_mean	mmMax_min	mmMax_max	mmMax_mean	nReads_min	nReads_max	nReads_mean	nReads_ratio	kmMed_min	kmMed_max	kmMed_mean	kmFrac100_min	kmFrac100_max	kmFrac100_mean	nKmers_min	nKmers_max	nKmers_mean	mask_max	mask_min	bridge_mask
LOC101150965	ZNF836	DN_NC_073244.2_64125568_5	DN_NC_073244.2_64400145_5	0	36	0	0.1335	0	0	0	0	0	0	0	0			5	5	1	0	0	3	503	0.00596421	26	3.29584	0	0.4107	3	23	13	52	53	52.5	400	400	400	1	0	1	0.5	0.0479	0.0483	0.0481	2259	4219	3239	0.4107	0.3365	0.4107
LOC101150965	ZNF841	DN_NC_073244.2_64034715_7	DN_NC_073244.2_64400145_5	0	36	0	0.2908	0	0	0	0	0	0	0	0			5	7	0.714286	2	0	3	503	0.00596421	33	3.52636	0	0.3365	3	23	13	52	53	52.5	400	400	400	1	0	1	0.5	0.0471	0.0483	0.0477	2259	4393	3326	0.3365	0.3325	0.3365
LOC101150965	ZNF888	DN_NC_073244.2_64400145_5	DN_NC_073244.2_64860608_4	0	36	0	0.1498	0	0	0	0	0	0	0	0			4	5	0.8	1	0	3	195	0.0153846	16	2.83321	0	0.4244	20	23	21.5	52	53	52.5	400	400	400	1	0	1	0.5	0.0178	0.0483	0.03305	2259	5105	3682	0.4244	0.3365	0.4244
LOC101150965	ZNF91	DN_NC_073244.2_29680825_2	DN_NC_073244.2_64400145_5	0	36	0	0.2304	0	0	0	0	0	0	0	0			2	5	0.4	3	0	14	503	0.027833	12	2.56495	1	0.5202	23	50	36.5	53	53	53	400	400	400	1	0	1	0.5	0.0372	0.0483	0.04275	2259	4091	3175	0.5202	0.3365	0.5202
LOC101150995	RAPH1	DN_NC_073235.2_106111443_2	DN_NC_073237.2_28611397_2	0	97	3	0.3058	0	0	0	0	0	0	0	0			2	2	1	0	0	2	11	0.181818	13	2.63906	0	0.745	1	51	26	51	51	51	59	93	76	0.634409	0	1	0.5	0.0601	0.133	0.09655	1819	6636	4227.5	0.745	0.3882	0.745
LOC101150998	LOC134756941	DN_NC_073237.2_84005209_4	DN_NC_073237.2_84204480_4	0	426	4	0.4696	1.0012	4281	8.36218	1	1	1	0.470164	1.0012			4	4	1	0	0	2	503	0.00397614	799	6.68461	0	0.1791	2	2	2	50	51	50.5	400	400	400	1	0	1	0.5	0.0164	0.0235	0.01995	4256	4260	4258	0.1791	0.1783	0.1791
LOC101151070	LOC115931277	DN_NC_073229.2_44501801_6	DN_NC_073243.2_40356335_7	0	427	2	0.2495	0.5521	1297	7.16858	0.8333	0.7143	0.7143	0.137749	0.460065			6	7	0.857143	1	0	2	121	0.0165289	131	4.8828	0	0.3585	8	8	8	51	51	51	400	400	400	1	0	1	0.5	0.0421	0.0699	0.056	2319	3730	3024.5	0.3585	0.288	0.3585
LOC101151070	LOC115933170	DN_NC_073229.2_44501801_6	DN_NC_073243.2_79717303_18	0	427	2	0.1907	0.1907	448	6.10702	0.5	0.1667	0.1667	0.0363665	0.09535			6	18	0.333333	12	0	2	3	0.666667	74	4.31749	0	0.3585	5	8	6.5	51	52	51.5	400	400	400	1	0	0	0	0.0075	0.0699	0.0387	2319	6379	4349	0.3585	0.2832	0.3585
LOC101151107	NIPSNAP3A	DN_NC_073237.2_101005198_6	DN_NC_073237.2_101021921_6	1	428	1	0.5449	0.5401	1011	6.91968	0.8333	0.8333	0.8333	0.2943	0.450065	0.9106	0.492	6	6	1	0	0	2	3	0.666667	64	4.17439	0	0.1458	2	2	2	11	51	31	151	187	169	0.807487	0	0	0	0	0	0	1852	1934	1893	0.1458	0.1131	0.1458
LOC101151284	POLR3K	DN_NC_073235.2_144827388_3	DN_NC_073242.2_3666815_3	1	429	2	0.9941	0.9941	842	6.73697	1	1	1	0.988235	0.9941	0.9988	0.941	3	3	1	0	0	2	5	0.4	173	5.15906	0	0.0956	2	2	2	38	52	45	53	56	54.5	0.946429	0	2	1	0	0	0	827	941	884	0.0956	0.0823	0.0956
LOC101151290	PLEKHM1	DN_NC_073228.2_45974488_9	DN_NC_073228.2_46778774_7	1	374	3	0.8545	0.8545	2643	7.88005	1	0.7778	0.7778	0.73017	0.8545	0.997	0.467	7	9	0.777778	2	0	2	7	0.285714	499	6.21461	0	0.0595	3	3	3	12	51	31.5	144	154	149	0.935065	0	0	0	0	0	0	3073	3141	3107	0.0595	0.0501	0.0595
LOC101151317	LOC101153727	DN_NC_073244.2_48030384_3	DN_NC_073244.2_48384768_7	0	313	2	0.3539	0	0	0	0	0	0	0	0			3	7	0.428571	4	0	10	116	0.0862069	20	3.04452	1	0.3462	2	3	2.5	48	52	50	39	400	219.5	0.0975	0	0	0	0.0197	0.0267	0.0232	2388	3713	3050.5	0.3462	0.284	0.3462
LOC101151317	LOC109024207	DN_NC_073244.2_48030384_3	DN_NC_073244.2_49176797_4	0	313	2	0.1882	0	0	0	0	0	0	0	0			3	4	0.75	1	0	7	116	0.0603448	23	3.17805	1	0.3462	3	3	3	48	53	50.5	337	400	368.5	0.8425	0	0	0	0	0.0267	0.01335	3063	3713	3388	0.3462	0.2779	0.3462
LOC101151317	LOC115931610	DN_NC_073244.2_15648295_6	DN_NC_073244.2_48030811_4	0	313	2	0.1477	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	38	116	0.327586	5	1.79176	1	0.4233	3	5	4	48	53	50.5	280	400	340	0.7	0	0	0	0.0292	0.0396	0.0344	3082	4792	3937	0.4233	0.251	0.4233
LOC101151317	ZFP3	DN_NC_073243.2_20204464_2	DN_NC_073244.2_48030811_4	0	313	2	0.3342	0	0	0	0	0	0	0	0			2	4	0.5	2	0	4	116	0.0344828	13	2.63906	0	0.4233	1	3	2	7	48	27.5	57	400	228.5	0.1425	0	1	0.5	0.0064	0.0396	0.023	3082	5169	4125.5	0.4233	0.2424	0.4233
LOC101151317	ZFP82	DN_NC_073244.2_47586219_5	DN_NC_073244.2_48030811_4	0	313	2	0.1771	0	0	0	0	0	0	0	0			4	5	0.8	1	0	6	205	0.0292683	16	2.83321	1	0.4233	3	3	3	48	51	49.5	400	400	400	1	0	0	0	0.0396	0.0452	0.0424	3082	4162	3622	0.4233	0.2963	0.4233
LOC101151317	ZNF184	DN_NC_073229.2_45067329_6	DN_NC_073244.2_48030811_4	0	313	2	0.3996	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	10	116	0.0862069	7	2.07944	1	0.4233	1	3	2	48	52	50	297	400	348.5	0.7425	0	0	0	0.0031	0.0396	0.02135	3082	4226	3654	0.4233	0.1831	0.4233
LOC101151317	ZNF189	DN_NC_073237.2_97733433_3	DN_NC_073244.2_48030811_4	0	313	2	0.2437	0	0	0	0	0	0	0	0			3	4	0.75	1	0	24	116	0.206897	4	1.60944	1	0.4233	1	3	2	48	51	49.5	400	400	400	1	0	0	0	0.0396	0.0519	0.04575	3082	5276	4179	0.4233	0.3112	0.4233
LOC101151317	ZNF266	DN_NC_073244.2_15453865_9	DN_NC_073244.2_48030811_4	0	313	2	0.2071	0	0	0	0	0	0	0	0			4	9	0.444444	5	0	3	116	0.0258621	7	2.07944	0	0.4233	1	3	2	48	53	50.5	400	400	400	1	0	0	0	0.0043	0.0396	0.02195	3082	3989	3535.5	0.4233	0.1712	0.4233
LOC101151317	ZNF283	DN_NC_073244.2_48030384_3	DN_NC_073244.2_55341363_7	0	313	2	0.3222	0	0	0	0	0	0	0	0			3	7	0.428571	4	0	2	116	0.0172414	30	3.43399	0	0.3462	3	4	3.5	46	48	47	67	400	233.5	0.1675	0	0	0	0	0.0267	0.01335	2539	3713	3126	0.3462	0.3	0.3462
LOC101151317	ZNF30	DN_NC_073244.2_45985550_6	DN_NC_073244.2_48030811_4	0	313	2	0.2621	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	2	116	0.0172414	23	3.17805	0	0.4233	1	3	2	48	52	50	70	400	235	0.175	0	0	0	0	0.0396	0.0198	2636	3082	2859	0.4233	0.1432	0.4233
LOC101151317	ZNF329	DN_NC_073244.2_48030384_3	DN_NC_073244.2_70224599_4	0	313	2	0.395	0	0	0	0	0	0	0	0			3	4	0.75	1	0	20	151	0.13245	7	2.07944	1	0.3462	1	3	2	48	51	49.5	78	400	239	0.195	0	0	0	0.0158	0.0267	0.02125	3033	3713	3373	0.3462	0.1048	0.3462
LOC101151317	ZNF331	DN_NC_073244.2_48030811_4	DN_NC_073244.2_65470296_6	0	313	2	0.2344	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	7	116	0.0603448	14	2.70805	1	0.4233	3	19	11	48	53	50.5	319	400	359.5	0.7975	0	1	0.5	0.0344	0.0396	0.037	3082	4241	3661.5	0.4233	0.2293	0.4233
LOC101151317	ZNF420	DN_NC_073244.2_48030384_3	DN_NC_073244.2_48242798_5	0	313	2	0.3381	0	0	0	0	0	0	0	0			3	5	0.6	2	0	4	116	0.0344828	24	3.21888	0	0.3462	3	3	3	48	52	50	400	400	400	1	0	0	0	0	0.0267	0.01335	3713	3714	3713.5	0.3462	0.2498	0.3462
LOC101151317	ZNF461	DN_NC_073244.2_47831779_6	DN_NC_073244.2_48030811_4	0	313	2	0.1528	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	2	116	0.0172414	30	3.43399	0	0.4233	3	3	3	4	48	26	400	400	400	1	0	0	0	0.0059	0.0396	0.02275	3073	3082	3077.5	0.4233	0.2212	0.4233
LOC101151317	ZNF471	DN_NC_073244.2_48030811_4	DN_NC_073244.2_68611978_5	0	313	2	0.1477	0	0	0	0	0	0	0	0			4	5	0.8	1	0	4	116	0.0344828	16	2.83321	0	0.4233	1	3	2	48	51	49.5	118	400	259	0.295	0	1	0.5	0.0396	0.0454	0.0425	3082	6364	4723	0.4233	0.3475	0.4233
LOC101151317	ZNF529	DN_NC_073244.2_47739503_5	DN_NC_073244.2_48030811_4	0	313	2	0.2772	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	151	0.013245	19	2.99573	0	0.4233	3	3	3	4	48	26	400	400	400	1	0	1	0.5	0.0376	0.0396	0.0386	3082	4893	3987.5	0.4233	0.343	0.4233
LOC101151317	ZNF540	DN_NC_073244.2_48030811_4	DN_NC_073244.2_49101177_5	0	313	2	0.2059	0	0	0	0	0	0	0	0			4	5	0.8	1	0	10	116	0.0862069	22	3.13549	1	0.4233	3	3	3	48	51	49.5	400	400	400	1	0	1	0.5	0.0024	0.0396	0.021	3082	4095	3588.5	0.4233	0.1716	0.4233
LOC101151317	ZNF546	DN_NC_073244.2_48030384_3	DN_NC_073244.2_51749194_6	0	313	2	0.324	0	0	0	0	0	0	0	0			3	6	0.5	3	0	2	116	0.0172414	23	3.17805	0	0.3462	1	3	2	48	52	50	60	400	230	0.15	0	1	0.5	0.0267	0.0328	0.02975	3713	3721	3717	0.3462	0.3443	0.3462
LOC101151317	ZNF565	DN_NC_073244.2_47250467_5	DN_NC_073244.2_48030384_3	0	313	2	0.3705	0	0	0	0	0	0	0	0			3	5	0.6	2	0	2	205	0.0097561	22	3.13549	0	0.3462	1	3	2	48	52	50	400	400	400	1	0	0	0	0.0267	0.0339	0.0303	2626	3713	3169.5	0.3462	0.2541	0.3462
LOC101151317	ZNF566	DN_NC_073244.2_47642985_5	DN_NC_073244.2_48030811_4	0	313	2	0.2331	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	116	0.0172414	18	2.94444	0	0.4233	3	3	3	48	51	49.5	400	400	400	1	0	1	0.5	0.0388	0.0396	0.0392	3082	4999	4040.5	0.4233	0.3037	0.4233
LOC101151317	ZNF571	DN_NC_073244.2_48030811_4	DN_NC_073244.2_49072464_4	0	313	2	0.3895	0	0	0	0	0	0	0	0			4	4	1	0	0	7	116	0.0603448	18	2.94444	1	0.4233	3	3	3	48	51	49.5	400	400	400	1	0	0	0	0.0004	0.0396	0.02	2575	3082	2828.5	0.4233	0.1879	0.4233
LOC101151317	ZNF573	DN_NC_073244.2_48030811_4	DN_NC_073244.2_49246931_6	0	313	2	0.4392	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	10	116	0.0862069	13	2.63906	1	0.4233	2	3	2.5	48	51	49.5	67	400	233.5	0.1675	0	0	0	0.0381	0.0396	0.03885	2679	3082	2880.5	0.4233	0.3121	0.4233
LOC101151317	ZNF582	DN_NC_073244.2_48030811_4	DN_NC_073244.2_68491976_5	0	313	2	0.2732	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	116	0.0172414	16	2.83321	0	0.4233	1	3	2	48	52	50	342	400	371	0.855	0	0	0	0.0039	0.0396	0.02175	3082	3332	3207	0.4233	0.1818	0.4233
LOC101151317	ZNF583	DN_NC_073244.2_48030811_4	DN_NC_073244.2_68513423_5	0	313	2	0.2081	0	0	0	0	0	0	0	0			4	5	0.8	1	0	15	116	0.12931	10	2.3979	1	0.4233	2	3	2.5	48	51	49.5	161	400	280.5	0.4025	0	1	0.5	0.0165	0.0396	0.02805	3082	5208	4145	0.4233	0.2489	0.4233
LOC101151317	ZNF607	DN_NC_073244.2_48030384_3	DN_NC_073244.2_49205215_5	0	313	2	0.2373	0	0	0	0	0	0	0	0			3	5	0.6	2	0	15	205	0.0731707	27	3.3322	1	0.3462	3	18	10.5	48	51	49.5	400	400	400	1	0	0	0	0.0262	0.0267	0.02645	3713	4577	4145	0.3462	0.1922	0.3462
LOC101151317	ZNF665	DN_NC_073244.2_48030384_3	DN_NC_073244.2_65102393_4	0	313	2	0.5012	0	0	0	0	0	0	0	0			3	4	0.75	1	0	28	116	0.241379	5	1.79176	1	0.3815	3	22	12.5	48	51	49.5	400	400	400	1	0	0	0	0.0267	0.0455	0.0361	2266	3713	2989.5	0.3815	0.3462	0.3815
LOC101151317	ZNF780A	DN_NC_073244.2_48030811_4	DN_NC_073244.2_51825388_5	0	313	2	0.1971	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	116	0.0172414	20	3.04452	0	0.4233	2	3	2.5	48	51	49.5	89	400	244.5	0.2225	0	1	0.5	0.0005	0.0396	0.02005	3082	3781	3431.5	0.4233	0.1618	0.4233
LOC101151317	ZNF780B	DN_NC_073244.2_48030811_4	DN_NC_073244.2_51783968_5	0	313	2	0.3057	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	116	0.0172414	21	3.09104	0	0.4233	2	3	2.5	48	51	49.5	99	400	249.5	0.2475	0	1	0.5	0.0282	0.0396	0.0339	3082	5002	4042	0.4233	0.2381	0.4233
LOC101151317	ZNF790	DN_NC_073244.2_47997304_5	DN_NC_073244.2_48030811_4	0	313	2	0.3946	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	205	0.0097561	28	3.3673	0	0.4233	3	3	3	48	51	49.5	398	400	399	0.995	0	0	0	0.0245	0.0396	0.03205	3082	3594	3338	0.4233	0.2772	0.4233
LOC101151317	ZNF829	DN_NC_073244.2_48030811_4	DN_NC_073244.2_48066692_6	0	313	2	0.2685	0	0	0	0	0	0	0	0			4	6	0.666667	2	0	3	151	0.0198675	15	2.77259	0	0.4705	3	4	3.5	48	51	49.5	208	400	304	0.52	0	0	0	0.0396	0.0479	0.04375	3082	3239	3160.5	0.4705	0.4233	0.4705
LOC101151318	LOC109027180	DN_NC_073229.2_70515777_4	DN_NC_073229.2_70567152_7	0	420	1	0.1567	0	0	0	0	0	0	0	0			4	7	0.571429	3	0	3	4	0.75	4	1.60944	0	0.1507	6	6	6	51	52	51.5	400	400	400	1	0	0	0	0	0	0	1646	2496	2071	0.1507	0.0762	0.1507
LOC101151892	LOC115931567	DN_NC_073227.2_8792448_3	DN_NC_073244.2_27566430_5	0	36	0	0.1469	0	0	0	0	0	0	0	0			3	5	0.6	2	0	6	276	0.0217391	22	3.13549	1	0.5584	50	51	50.5	52	52	52	400	400	400	1	1	1	1	0.0454	0.0623	0.05385	2644	3162	2903	0.5584	0.4258	0.5584
LOC101151892	ZNF429	DN_NC_073227.2_8792448_3	DN_NC_073244.2_27956158_2	0	36	0	0.1845	0	0	0	0	0	0	0	0			2	3	0.666667	1	0	6	176	0.0340909	31	3.46574	1	0.5584	50	51	50.5	52	52	52	400	400	400	1	1	1	1	0.0623	0.0734	0.06785	1880	3162	2521	0.5584	0.5265	0.5584
LOC101151892	ZNF595	DN_NC_073227.2_8633418_2	DN_NC_073227.2_8792448_3	0	36	0	0.1502	0.539	1443	7.27517	1	0.6667	0.6667	0.0809578	0.539			2	3	0.666667	1	0	2	130	0.0153846	58	4.07754	0	0.5689	40	51	45.5	51	52	51.5	400	400	400	1	1	1	1	0.0567	0.0623	0.0595	2277	3162	2719.5	0.5689	0.5584	0.5689
LOC101151892	ZNF675	DN_NC_073227.2_8792448_3	DN_NC_073244.2_29970261_4	0	36	0	0.1826	0	0	0	0	0	0	0	0			3	4	0.75	1	0	2	130	0.0153846	19	2.99573	0	0.5584	49	51	50	52	52	52	400	400	400	1	0	1	0.5	0.0118	0.0623	0.03705	2026	3162	2594	0.5584	0.3774	0.5584
LOC101151892	ZNF723	DN_NC_073227.2_8792448_3	DN_NC_073244.2_29232445_4	0	36	0	0.1585	0	0	0	0	0	0	0	0			3	4	0.75	1	0	34	130	0.261538	13	2.63906	1	0.5584	51	51	51	52	52	52	400	400	400	1	1	1	1	0.0623	0.0726	0.06745	2038	3162	2600	0.5584	0.5099	0.5584
LOC101151892	ZNF92	DN_NC_073227.2_8792448_3	DN_NC_073230.2_74637814_2	0	36	0	0.1392	0	0	0	0	0	0	0	0			2	3	0.666667	1	0	8	130	0.0615385	19	2.99573	1	0.5584	50	51	50.5	52	52	52	400	400	400	1	1	1	1	0.0107	0.0623	0.0365	2718	3162	2940	0.5584	0.3657	0.5584
LOC101152035	LOC101153366	DN_NC_073229.2_70609285_7	DN_NC_073229.2_70674504_7	1	420	1	0.5764	0.9079	1153	7.05099	0.8571	0.8571	0.8571	0.523314	0.778161	0.9102	0.767	7	7	1	0	0	2	4	0.5	58	4.07754	0	0.1205	6	6	6	52	52	52	400	400	400	1	0	0	0	0	0	0	1250	1296	1273	0.1205	0.076	0.1205
LOC101152035	LOC109027180	DN_NC_073229.2_70567152_7	DN_NC_073229.2_70674504_7	1	420	1	0.6239	0.8769	1154	7.05186	0.8571	0.7143	0.7143	0.547098	0.751591	0.9267	0.39	7	7	1	0	0	2	5	0.4	62	4.14313	0	0.0762	6	6	6	52	52	52	400	400	400	1	0	0	0	0	0	0	1296	2496	1896	0.0762	0.076	0.0762
LOC101152401	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64836827_4	0	36	0	0.1732	0	0	0	0	0	0	0	0			4	5	0.8	1	0	16	503	0.0318091	26	3.29584	1	0.4258	16	50	33	52	52	52	400	400	400	1	1	1	1	0.0454	0.0519	0.04865	2644	4317	3480.5	0.4258	0.4177	0.4258
LOC101152401	ZNF91	DN_NC_073244.2_29680825_4	DN_NC_073244.2_64836827_4	0	36	0	0.2419	0	0	0	0	0	0	0	0			4	4	1	0	0	21	503	0.0417495	25	3.2581	1	0.4948	16	50	33	52	53	52.5	400	400	400	1	0	1	0.5	0.0348	0.0519	0.04335	4317	4374	4345.5	0.4948	0.4177	0.4948
LOC101152610	LOC129527660	DN_NC_073240.2_21601841_7	DN_NC_073242.2_37476471_6	0	118	4	0.2518	0.9396	903	6.80683	1	0.8333	0.8333	0.236591	0.9396			6	7	0.857143	1	0	3	5	0.6	107	4.68213	0	0.1015	8	8	8	52	52	52	225	231	228	0.974026	0	0	0	0	0	0	941	959	950	0.1015	0.0635	0.1015
LOC101152741	LOC109027124	DN_NC_073227.2_204398881_3	DN_NC_073229.2_194862622_5	0	227	4	0.1339	0.4035	443	6.09582	0.2	0	0	0.0540286	0.0807			3	5	0.6	2	0	2	12	0.166667	18	2.94444	0	0.592	2	24.5	13.25	52	52	52	74	315	194.5	0.234921	0	0	0	0.0659	0.0702	0.06805	1078	3545	2311.5	0.592	0.3994	0.592
LOC101152741	MPHOSPH8	DN_NC_073227.2_204398881_3	DN_NC_073238.2_33904146_3	0	227	4	0.1704	0	0	0	0	0	0	0	0			3	3	1	0	0	4	426	0.00938967	15	2.77259	0	0.5102	2	51	26.5	52	53	52.5	179	315	247	0.568254	0	1	0.5	0.0702	0.1027	0.08645	1013	3545	2279	0.5102	0.3994	0.5102
LOC101152843	SUGT1	DN_NC_073238.2_55186881_2	DN_NC_073238.2_67074273_14	0	433	4	0.225	0	0	0	0	0	0	0	0			2	14	0.142857	12	0	2	503	0.00397614	14	2.70805	0	0.3185	5	5	5	51	51	51	204	261	232.5	0.781609	0	1	0.5	0.035	0.0351	0.03505	1082	5604	3343	0.3185	0.2661	0.3185
LOC101152972	LOC129527053	DN_NC_073240.2_21546861_14	DN_NC_073240.2_23219746_14	1	434	3	0.5334	0.9621	2637	7.87778	0.9286	0.8571	0.8571	0.513184	0.893406	0.9968	0.788	14	14	1	0	0	2	7	0.285714	530	6.27476	0	0.1131	4	4	4	51	52	51.5	127	133	130	0.954887	0	0	0	0	0.0002	0.0001	2721	6070	4395.5	0.1131	0.0525	0.1131
LOC101152972	RHPN2	DN_NC_073240.2_21546861_14	DN_NC_073244.2_44006563_15	1	434	3	0.4869	0.9774	2679	7.89357	0.8667	0.8571	0.8571	0.475896	0.847113	0.9601	0	14	15	0.933333	1	0	2	7	0.285714	299	5.70378	0	0.1362	4	4	4	51	51	51	106	133	119.5	0.796992	0	0	0	0	0.0213	0.01065	2721	3520	3120.5	0.1362	0.0525	0.1362
LOC101153126	LOC115930172	DN_NC_073244.2_27051998_4	DN_NC_073244.2_29297022_4	0	36	0	0.4084	0.4867	1834	7.5148	0.75	0.75	0.75	0.198768	0.365025			4	4	1	0	0	6	130	0.0461538	30	3.43399	1	0.4345	50	51	50.5	52	52	52	400	400	400	1	0	0	0	0.0296	0.0313	0.03045	3481	4467	3974	0.4345	0.4137	0.4345
LOC101153126	LOC115931567	DN_NC_073244.2_27626411_5	DN_NC_073244.2_29297022_4	0	36	0	0.4089	0.4702	1812	7.50274	0.5	0.4	0.4	0.192265	0.2351			4	5	0.8	1	0	2	345	0.0057971	60	4.11087	0	0.4704	50	51	50.5	52	52	52	400	400	400	1	0	1	0.5	0.0296	0.0585	0.04405	3659	4467	4063	0.4704	0.4345	0.4704
LOC101153126	LOC129527827	DN_NC_073242.2_66613619_4	DN_NC_073244.2_29297022_4	0	36	0	0.2279	0	0	0	0	0	0	0	0			4	4	1	0	0	2	130	0.0153846	27	3.3322	0	0.4438	50	51	50.5	52	52	52	400	400	400	1	0	0	0	0.0296	0.0319	0.03075	3635	4467	4051	0.4438	0.4345	0.4438
LOC101153126	LOC129528947	DN_NC_073244.2_27408454_4	DN_NC_073244.2_29297022_4	0	36	0	0.409	0.4785	1833	7.51425	0.5	0.5	0.5	0.195706	0.23925			4	4	1	0	0	3	345	0.00869565	47	3.8712	0	0.5416	50	51	50.5	52	52	52	400	400	400	1	0	1	0.5	0.0296	0.069	0.0493	3592	4467	4029.5	0.5416	0.4345	0.5416
LOC101153131	LOC115931567	DN_NC_073244.2_27566430_5	DN_NC_073244.2_64908457_4	0	36	0	0.2738	0	0	0	0	0	0	0	0			4	5	0.8	1	0	21	129	0.162791	9	2.30259	1	0.4258	17	50	33.5	52	52	52	400	400	400	1	0	1	0.5	0.0025	0.0454	0.02395	2424	2644	2534	0.4258	0.2438	0.4258
LOC101153131	OSBPL10	DN_NC_073244.2_64908457_4	DN_NC_086017.1_41849524_2	0	36	0	0.4704	0	0	0	0	0	0	0	0			2	4	0.5	2	0	2	129	0.0155039	73	4.30407	0	0.2669	17	23	20	52	52	52	400	400	400	1	0	1	0.5	0.0025	0.032	0.01725	2424	4318	3371	0.2669	0.2438	0.2669
LOC101153153	LOC129529923	DN_NC_073247.2_62823555_8	DN_NC_073247.2_62876862_8	1	430	3	0.9969	0.9977	1291	7.16395	1	1	1	0.994607	0.9977	1	0.23	8	8	1	0	0	2	106	0.0188679	271	5.6058	0	0.0997	3	3	3	50	51	50.5	60	73	66.5	0.821918	0	0	0	0.0075	0.008	0.00775	1255	1339	1297	0.0997	0.0936	0.0997
LOC101153360	LOC109027174	DN_NC_073229.2_47663527_8	DN_NC_073229.2_48177425_8	0	396	4	0.5493	0.5854	1135	7.03527	0.75	0.75	0.75	0.32156	0.43905			8	8	1	0	0	2	6	0.333333	47	3.8712	0	0.2762	9	10	9.5	27	51	39	400	400	400	1	0	0	0	0	0.0534	0.0267	1919	4155	3037	0.2762	0.0423	0.2762
LOC101153366	LOC109027180	DN_NC_073229.2_70567152_7	DN_NC_073229.2_70609285_7	1	420	1	0.6583	1.0047	1276	7.15227	1	0.7143	0.7143	0.661394	1.0047	0.937	0.465	7	7	1	0	0	2	4	0.5	92	4.5326	0	0.1205	6	6	6	52	52	52	400	400	400	1	0	0	0	0	0	0	1250	2496	1873	0.1205	0.0762	0.1205
LOC101153526	LOC109024129	DN_NC_073231.2_150671293_2	DN_NC_073244.2_59726455_2	0	373	2	0.1693	0	0	0	0	0	0	0	0			2	2	1	0	0	4	97	0.0412371	9	2.30259	0	0.1037	1	1	1	52	52	52	391	400	395.5	0.9775	0	1	0.5	0	0.001	0.0005	1947	2701	2324	0.1037	0.0334	0.1037
LOC101153526	ZKSCAN1	DN_NC_073230.2_88726357_6	DN_NC_073231.2_150671310_5	0	373	2	0.1623	0	0	0	0	0	0	0	0			5	6	0.833333	1	0	17	426	0.0399061	20	3.04452	1	0.2681	1	1	1	53	53	53	376	393	384.5	0.956743	0	1	0.5	0.0377	0.0568	0.04725	2679	6976	4827.5	0.2681	0.1908	0.2681
LOC101153526	ZNF35	DN_NC_073231.2_150671293_2	DN_NC_086017.1_54551513_4	0	373	2	0.2293	0	0	0	0	0	0	0	0			2	4	0.5	2	0	12	97	0.123711	7	2.07944	1	0.1422	1	3	2	6	52	29	99	391	245	0.253197	1	1	1	0	0.001	0.0005	1947	2630	2288.5	0.1422	0.1037	0.1422
LOC101153526	ZNF397	DN_NC_073231.2_150671310_5	DN_NC_073241.2_64468689_4	0	373	2	0.1601	0	0	0	0	0	0	0	0			4	5	0.8	1	0	20	497	0.0402414	15	2.77259	1	0.2853	1	1	1	3	53	28	114	393	253.5	0.290076	1	1	1	0.0377	0.0498	0.04375	2679	5517	4098	0.2853	0.1908	0.2853
LOC101153526	ZSCAN12	DN_NC_073229.2_46022147_4	DN_NC_073231.2_150671310_5	0	373	2	0.1686	0	0	0	0	0	0	0	0			4	5	0.8	1	0	2	426	0.00469484	15	2.77259	0	0.1908	1	1	1	51	53	52	133	393	263	0.338422	0	1	0.5	0.0137	0.0377	0.0257	2679	6473	4576	0.1908	0.124	0.1908
LOC101153526	ZSCAN22	DN_NC_073231.2_150671310_5	DN_NC_073244.2_70422477_3	0	373	2	0.1467	0	0	0	0	0	0	0	0			3	5	0.6	2	0	17	497	0.0342052	10	2.3979	1	0.1908	1	1	1	51	53	52	70	393	231.5	0.178117	1	1	1	0.0272	0.0377	0.03245	2679	4639	3659	0.1908	0.1123	0.1908
LOC101153611	LOC115931590	DN_NC_073244.2_68293337_5	DN_NC_073244.2_68333010_5	1	435	3	1	1	1995	7.5989	1	1	1	1	1	0.9968	0.648	5	5	1	0	0	2	82	0.0243902	373	5.92426	0	0.0346	2	2.5	2.25	52	52	52	114	116	115	0.982759	0	0	0	0.0005	0.0005	0.0005	1975	2009	1992	0.0346	0.034	0.0346
