gene_a	gene_b	in_er_raw	in_er_refined	in_dna_loose	in_ep	ep_tier	id	min_cov	class
LOC129531666	ZNF175	1	0	0	0	none			not-er
LOC129531666	ZNF177	1	0	0	0	none			not-er
LOC129531666	ZNF180	1	0	0	0	none			not-er
LOC129531666	ZNF181	1	0	0	0	none			not-er
LOC129531666	ZNF182	1	0	0	0	none			not-er
LOC129531666	ZNF184	1	0	0	0	none			not-er
LOC129531666	ZNF189	1	0	0	0	none			not-er
LOC129531666	ZNF19	1	0	0	0	none			not-er
LOC129531666	ZNF195	1	0	0	0	none			not-er
LOC129531666	ZNF197	1	0	0	0	none			not-er
LOC129531666	ZNF2	1	0	0	0	none			not-er
LOC129531666	ZNF205	1	0	0	0	none			not-er
LOC129531666	ZNF208	1	0	0	0	none			not-er
LOC129531666	ZNF214	1	0	0	0	none			not-er
LOC129531666	ZNF221	1	0	0	0	none			not-er
LOC129531666	ZNF222	1	0	0	0	none			not-er
LOC129531666	ZNF224	1	0	0	0	none			not-er
LOC129531666	ZNF225	1	0	0	0	none			not-er
LOC129531666	ZNF229	1	0	0	0	none			not-er
LOC129531666	ZNF23	1	0	0	0	none			not-er
LOC129531666	ZNF230	1	0	0	0	none			not-er
LOC129531666	ZNF232	1	0	0	0	none			not-er
LOC129531666	ZNF233	1	0	0	0	none			not-er
LOC129531666	ZNF234	1	0	0	0	none			not-er
LOC129531666	ZNF235	1	0	0	0	none			not-er
LOC129531666	ZNF239	1	0	0	0	none			not-er
LOC129531666	ZNF248	1	0	0	0	none			not-er
LOC129531666	ZNF25	1	0	0	0	none			not-er
LOC129531666	ZNF250	1	0	0	0	none			not-er
LOC129531666	ZNF251	1	0	0	0	none			not-er
LOC129531666	ZNF254	1	0	0	0	none			not-er
LOC129531666	ZNF256	1	0	0	0	none			not-er
LOC129531666	ZNF26	1	0	0	0	none			not-er
LOC129531666	ZNF260	1	0	0	0	none			not-er
LOC129531666	ZNF263	1	0	0	0	none			not-er
LOC129531666	ZNF264	1	0	0	0	none			not-er
LOC129531666	ZNF266	1	0	0	0	none			not-er
LOC129531666	ZNF267	1	0	0	0	none			not-er
LOC129531666	ZNF268	1	0	0	0	none			not-er
LOC129531666	ZNF273	1	0	0	0	none			not-er
LOC129531666	ZNF274	1	0	0	0	none			not-er
LOC129531666	ZNF28	1	0	0	0	none			not-er
LOC129531666	ZNF283	1	0	0	0	none			not-er
LOC129531666	ZNF284	1	0	0	0	none			not-er
LOC129531666	ZNF285	1	0	0	0	none			not-er
LOC129531666	ZNF287	1	0	0	0	none			not-er
LOC129531666	ZNF3	1	0	0	0	none			not-er
LOC129531666	ZNF30	1	0	0	0	none			not-er
LOC129531666	ZNF300	1	0	0	0	none			not-er
LOC129531666	ZNF302	1	0	0	0	none			not-er
LOC129531666	ZNF304	1	0	0	0	none			not-er
LOC129531666	ZNF311	1	0	0	0	none			not-er
LOC129531666	ZNF317	1	0	0	0	none			not-er
LOC129531666	ZNF324	1	0	0	0	none			not-er
LOC129531666	ZNF324B	1	0	0	0	none			not-er
LOC129531666	ZNF329	1	0	0	0	none			not-er
LOC129531666	ZNF331	1	0	0	0	none			not-er
LOC129531666	ZNF333	1	0	0	0	none			not-er
LOC129531666	ZNF334	1	0	0	0	none			not-er
LOC129531666	ZNF337	1	0	0	0	none			not-er
LOC129531666	ZNF33B	1	0	0	0	none			not-er
LOC129531666	ZNF34	1	0	0	0	none			not-er
LOC129531666	ZNF343	1	0	0	0	none			not-er
LOC129531666	ZNF347	1	0	0	0	none			not-er
LOC129531666	ZNF35	1	0	0	0	none			not-er
LOC129531666	ZNF354A	1	0	0	0	none			not-er
LOC129531666	ZNF354B	1	0	0	0	none			not-er
LOC129531666	ZNF382	1	0	0	0	none			not-er
LOC129531666	ZNF391	1	0	0	0	none			not-er
LOC129531666	ZNF394	1	0	0	0	none			not-er
LOC129531666	ZNF397	1	0	0	0	none			not-er
LOC129531666	ZNF41	1	0	0	0	none			not-er
LOC129531666	ZNF415	1	0	0	0	none			not-er
LOC129531666	ZNF416	1	0	0	0	none			not-er
LOC129531666	ZNF418	1	0	0	0	none			not-er
LOC129531666	ZNF420	1	0	0	0	none			not-er
LOC129531666	ZNF426	1	0	0	0	none			not-er
LOC129531666	ZNF429	1	0	0	0	none			not-er
LOC129531666	ZNF43	1	0	0	0	none			not-er
LOC129531666	ZNF430	1	0	0	0	none			not-er
LOC129531666	ZNF432	1	0	0	0	none			not-er
LOC129531666	ZNF433	1	0	0	0	none			not-er
LOC129531666	ZNF436	1	0	0	0	none			not-er
LOC129531666	ZNF440	1	0	0	0	none			not-er
LOC129531666	ZNF441	1	0	0	0	none			not-er
LOC129531666	ZNF443	1	0	0	0	none			not-er
LOC129531666	ZNF45	1	0	0	0	none			not-er
LOC129531666	ZNF460	1	0	0	0	none			not-er
LOC129531666	ZNF461	1	0	0	0	none			not-er
LOC129531666	ZNF468	1	0	0	0	none			not-er
LOC129531666	ZNF471	1	0	0	0	none			not-er
LOC129531666	ZNF473	1	0	0	0	none			not-er
LOC129531666	ZNF480	1	0	0	0	none			not-er
LOC129531666	ZNF484	1	0	0	0	none			not-er
LOC129531666	ZNF485	1	0	0	0	none			not-er
LOC129531666	ZNF486	1	0	0	0	none			not-er
LOC129531666	ZNF487	1	0	0	0	none			not-er
LOC129531666	ZNF490	1	0	0	0	none			not-er
LOC129531666	ZNF497	1	0	0	0	none			not-er
LOC129531666	ZNF501	1	0	0	0	none			not-er
LOC129531666	ZNF502	1	0	0	0	none			not-er
LOC129531666	ZNF506	1	0	0	0	none			not-er
LOC129531666	ZNF510	1	0	0	0	none			not-er
LOC129531666	ZNF514	1	0	0	0	none			not-er
LOC129531666	ZNF519	1	0	0	0	none			not-er
LOC129531666	ZNF527	1	0	0	0	none			not-er
LOC129531666	ZNF528	1	0	0	0	none			not-er
LOC129531666	ZNF529	1	0	0	0	none			not-er
LOC129531666	ZNF540	1	0	0	0	none			not-er
LOC129531666	ZNF543	1	0	0	0	none			not-er
LOC129531666	ZNF544	1	0	0	0	none			not-er
LOC129531666	ZNF546	1	0	0	0	none			not-er
LOC129531666	ZNF547	1	0	0	0	none			not-er
LOC129531666	ZNF548	1	0	0	0	none			not-er
LOC129531666	ZNF549	1	0	0	0	none			not-er
LOC129531666	ZNF550	1	0	0	0	none			not-er
LOC129531666	ZNF551	1	0	0	0	none			not-er
LOC129531666	ZNF552	1	0	0	0	none			not-er
LOC129531666	ZNF554	1	0	0	0	none			not-er
LOC129531666	ZNF557	1	0	0	0	none			not-er
LOC129531666	ZNF558	1	0	0	0	none			not-er
LOC129531666	ZNF560	1	0	0	0	none			not-er
LOC129531666	ZNF563	1	0	0	0	none			not-er
LOC129531666	ZNF564	1	0	0	0	none			not-er
LOC129531666	ZNF565	1	0	0	0	none			not-er
LOC129531666	ZNF566	1	0	0	0	none			not-er
LOC129531666	ZNF567	1	0	0	0	none			not-er
LOC129531666	ZNF568	1	0	0	0	none			not-er
LOC129531666	ZNF569	1	0	0	0	none			not-er
LOC129531666	ZNF57	1	0	0	0	none			not-er
LOC129531666	ZNF571	1	0	0	0	none			not-er
LOC129531666	ZNF572	1	0	0	0	none			not-er
LOC129531666	ZNF573	1	0	0	0	none			not-er
LOC129531666	ZNF577	1	0	0	0	none			not-er
LOC129531666	ZNF578	1	0	0	0	none			not-er
LOC129531666	ZNF582	1	0	0	0	none			not-er
LOC129531666	ZNF583	1	0	0	0	none			not-er
LOC129531666	ZNF584	1	0	0	0	none			not-er
LOC129531666	ZNF585A	1	0	0	0	none			not-er
LOC129531666	ZNF585B	1	0	0	0	none			not-er
LOC129531666	ZNF586	1	0	0	0	none			not-er
LOC129531666	ZNF589	1	0	0	0	none			not-er
LOC129531666	ZNF594	1	0	0	0	none			not-er
LOC129531666	ZNF595	1	0	0	0	none			not-er
LOC129531666	ZNF596	1	0	0	0	none			not-er
LOC129531666	ZNF600	1	0	0	0	none			not-er
LOC129531666	ZNF605	1	0	0	0	none			not-er
LOC129531666	ZNF606	1	0	0	0	none			not-er
LOC129531666	ZNF607	1	0	0	0	none			not-er
LOC129531666	ZNF611	1	0	0	0	none			not-er
LOC129531666	ZNF613	1	0	0	0	none			not-er
LOC129531666	ZNF614	1	0	0	0	none			not-er
LOC129531666	ZNF615	1	0	0	0	none			not-er
LOC129531666	ZNF616	1	0	0	0	none			not-er
LOC129531666	ZNF619	1	0	0	0	none			not-er
LOC129531666	ZNF620	1	0	0	0	none			not-er
LOC129531666	ZNF621	1	0	0	0	none			not-er
LOC129531666	ZNF623	1	0	0	0	none			not-er
LOC129531666	ZNF624	1	0	0	0	none			not-er
LOC129531666	ZNF626	1	0	0	0	none			not-er
LOC129531666	ZNF627	1	0	0	0	none			not-er
LOC129531666	ZNF629	1	0	0	0	none			not-er
LOC129531666	ZNF649	1	0	0	0	none			not-er
LOC129531666	ZNF655	1	0	0	0	none			not-er
LOC129531666	ZNF660	1	0	0	0	none			not-er
LOC129531666	ZNF665	1	0	0	0	none			not-er
LOC129531666	ZNF667	1	0	0	0	none			not-er
LOC129531666	ZNF669	1	0	0	0	none			not-er
LOC129531666	ZNF670	1	0	0	0	none			not-er
LOC129531666	ZNF671	1	0	0	0	none			not-er
LOC129531666	ZNF672	1	0	0	0	none			not-er
LOC129531666	ZNF674	1	0	0	0	none			not-er
LOC129531666	ZNF675	1	0	0	0	none			not-er
LOC129531666	ZNF678	1	0	0	0	none			not-er
LOC129531666	ZNF680	1	0	0	0	none			not-er
LOC129531666	ZNF681	1	0	0	0	none			not-er
LOC129531666	ZNF682	1	0	0	0	none			not-er
LOC129531666	ZNF684	1	0	0	0	none			not-er
LOC129531666	ZNF695	1	0	0	0	none			not-er
LOC129531666	ZNF696	1	0	0	0	none			not-er
LOC129531666	ZNF697	1	0	0	0	none			not-er
LOC129531666	ZNF699	1	0	0	0	none			not-er
LOC129531666	ZNF70	1	0	0	0	none			not-er
LOC129531666	ZNF701	1	0	0	0	none			not-er
LOC129531666	ZNF71	1	0	0	0	none			not-er
LOC129531666	ZNF717	1	0	0	0	none			not-er
LOC129531666	ZNF721	1	0	0	0	none			not-er
LOC129531666	ZNF723	1	0	0	0	none			not-er
LOC129531666	ZNF727	1	0	0	0	none			not-er
LOC129531666	ZNF736	1	0	0	0	none			not-er
LOC129531666	ZNF74	1	0	0	0	none			not-er
LOC129531666	ZNF75A	1	0	0	0	none			not-er
LOC129531666	ZNF75D	1	0	0	0	none			not-er
LOC129531666	ZNF761	1	0	0	0	none			not-er
LOC129531666	ZNF766	1	0	0	0	none			not-er
LOC129531666	ZNF768	1	0	0	0	none			not-er
LOC129531666	ZNF77	1	0	0	0	none			not-er
LOC129531666	ZNF771	1	0	0	0	none			not-er
LOC129531666	ZNF774	1	0	0	0	none			not-er
LOC129531666	ZNF776	1	0	0	0	none			not-er
LOC129531666	ZNF778	1	0	0	0	none			not-er
LOC129531666	ZNF780A	1	0	0	0	none			not-er
LOC129531666	ZNF780B	1	0	0	0	none			not-er
LOC129531666	ZNF782	1	0	0	0	none			not-er
LOC129531666	ZNF79	1	0	0	0	none			not-er
LOC129531666	ZNF790	1	0	0	0	none			not-er
LOC129531666	ZNF791	1	0	0	0	none			not-er
LOC129531666	ZNF792	1	0	0	0	none			not-er
LOC129531666	ZNF799	1	0	0	0	none			not-er
LOC129531666	ZNF8	1	0	0	0	none			not-er
LOC129531666	ZNF80	1	0	0	0	none			not-er
LOC129531666	ZNF805	1	0	0	0	none			not-er
LOC129531666	ZNF808	1	0	0	0	none			not-er
LOC129531666	ZNF81	1	0	0	0	none			not-er
LOC129531666	ZNF813	1	0	0	0	none			not-er
LOC129531666	ZNF823	1	0	0	0	none			not-er
LOC129531666	ZNF829	1	0	0	0	none			not-er
LOC129531666	ZNF83	1	0	0	0	none			not-er
LOC129531666	ZNF835	1	0	0	0	none			not-er
LOC129531666	ZNF836	1	0	0	0	none			not-er
LOC129531666	ZNF84	1	0	0	0	none			not-er
LOC129531666	ZNF841	1	0	0	0	none			not-er
LOC129531666	ZNF875	1	0	0	0	none			not-er
LOC129531666	ZNF879	1	0	0	0	none			not-er
LOC129531666	ZNF883	1	0	0	0	none			not-er
LOC129531666	ZNF888	1	0	0	0	none			not-er
LOC129531666	ZNF891	1	0	0	0	none			not-er
LOC129531666	ZNF892	1	0	0	0	none			not-er
LOC129531666	ZNF91	1	0	0	0	none			not-er
LOC129531666	ZNF92	1	0	0	0	none			not-er
LOC129531666	ZSCAN12	1	0	0	0	none			not-er
LOC129531666	ZSCAN16	1	0	0	0	none			not-er
LOC129531666	ZSCAN2	1	0	0	0	none			not-er
LOC129531666	ZSCAN20	1	0	0	0	none			not-er
LOC129531666	ZSCAN21	1	0	0	0	none			not-er
LOC129531666	ZSCAN22	1	0	0	0	none			not-er
LOC129531666	ZSCAN29	1	0	0	0	none			not-er
LOC129531666	ZSCAN30	1	0	0	0	none			not-er
LOC129531666	ZSCAN31	1	0	0	0	none			not-er
LOC129531666	ZSCAN9	1	0	0	0	none			not-er
LOC129531667	LOC129532045	1	0	0	0	none			not-er
LOC129531667	LOC129532059	1	0	0	0	none			not-er
LOC129531667	LOC129532125	1	0	0	0	none			not-er
LOC129531667	LOC129532145	1	0	0	0	none			not-er
LOC129531667	LOC129532348	1	0	0	0	none			not-er
LOC129531667	LOC129532538	1	0	0	0	none			not-er
LOC129531667	LOC129532539	1	0	0	0	none			not-er
LOC129531667	LOC129532639	1	0	0	0	none			not-er
LOC129531667	LOC129532854	1	0	0	0	none			not-er
LOC129531667	LOC129532904	1	0	0	0	none			not-er
LOC129531667	LOC129532907	1	0	0	0	none			not-er
LOC129531667	LOC129533004	1	0	0	0	none			not-er
LOC129531667	LOC129533273	1	0	0	0	none			not-er
LOC129531667	LOC129533438	1	0	0	0	none			not-er
LOC129531667	LOC129534673	1	0	0	0	none			not-er
LOC129531667	LOC134756508	1	0	0	0	none			not-er
LOC129531667	LOC134756589	1	0	0	0	none			not-er
LOC129531667	LOC134756641	1	0	0	0	none			not-er
LOC129531667	LOC134756666	1	0	0	0	none			not-er
LOC129531667	LOC134756922	1	0	0	0	none			not-er
LOC129531667	LOC134756955	1	0	0	0	none			not-er
LOC129531667	LOC134757208	1	0	0	0	none			not-er
LOC129531667	LOC134757265	1	0	0	0	none			not-er
LOC129531667	LOC134757313	1	0	0	0	none			not-er
LOC129531667	LOC134757399	1	0	0	0	none			not-er
LOC129531667	LOC134758618	1	0	0	0	none			not-er
LOC129531667	LRFN5	1	0	0	0	none			not-er
LOC129531667	MCTP2	1	0	0	0	none			not-er
LOC129531667	MED9	1	0	0	0	none			not-er
LOC129531667	MINPP1	1	0	0	0	none			not-er
LOC129531667	MMP24OS	1	0	0	0	none			not-er
LOC129531667	MTHFD2L	1	0	0	0	none			not-er
LOC129531667	MZF1	1	0	0	0	none			not-er
LOC129531667	NAP1L3	1	0	0	0	none			not-er
LOC129531667	NCALD	1	0	0	0	none			not-er
LOC129531667	NCR3LG1	1	0	0	0	none			not-er
LOC129531667	NDUFAF2	1	0	0	0	none			not-er
LOC129531667	NFXL1	1	0	0	0	none			not-er
LOC129531667	NGLY1	1	0	0	0	none			not-er
LOC129531667	NLGN1	1	0	0	0	none			not-er
LOC129531667	NOSTRIN	1	0	0	0	none			not-er
LOC129531667	NUDT9	1	0	0	0	none			not-er
LOC129531667	ORC4	1	0	0	0	none			not-er
LOC129531667	OSBPL10	1	0	0	0	none			not-er
LOC129531667	OTULINL	1	0	0	0	none			not-er
LOC129531667	OXCT1	1	0	0	0	none			not-er
LOC129531667	PASD1	1	0	0	0	none			not-er
LOC129531667	PDCD5	1	0	0	0	none			not-er
LOC129531667	PDCD6IP	1	0	0	0	none			not-er
LOC129531667	PP2D1	1	0	0	0	none			not-er
LOC129531667	PPP1R15A	1	0	0	0	none			not-er
LOC129531667	RAB5A	1	0	0	0	none			not-er
LOC129531667	RANBP6	1	0	0	0	none			not-er
LOC129531667	RGPD8	1	1	1	1	tier1	0.9351	0.564	TP
LOC129531667	RPAP2	1	0	0	0	none			not-er
LOC129531667	RPL14	1	0	0	0	none			not-er
LOC129531667	RPL39	1	1	0	0	none			genuine-FP
LOC129531667	RPL39L	1	1	0	0	none			genuine-FP
LOC129531667	RTP4	1	0	0	0	none			not-er
LOC129531667	RUNDC1	1	0	0	0	none			not-er
LOC129531667	SCEL	1	0	0	0	none			not-er
LOC129531667	SDHAF3	1	0	0	0	none			not-er
LOC129531667	SELENOP	1	0	0	0	none			not-er
LOC129531667	SEM1	1	0	0	0	none			not-er
LOC129531667	SLC11A2	1	0	0	0	none			not-er
LOC129531667	SLC25A12	1	0	0	0	none			not-er
LOC129531667	SLC35F6	1	0	0	0	none			not-er
LOC129531667	SLC37A2	1	0	0	0	none			not-er
LOC129531667	SLC38A6	1	0	0	0	none			not-er
LOC129531667	SMYD3	1	0	0	0	none			not-er
LOC129531667	SNX14	1	0	0	0	none			not-er
LOC129531667	SOX30	1	0	0	0	none			not-er
LOC129531667	SP100	1	0	0	0	none			not-er
LOC129531667	SP140L	1	0	0	0	none			not-er
LOC129531667	SPATA33	1	0	0	0	none			not-er
LOC129531667	SPC25	1	0	0	0	none			not-er
LOC129531667	SPMIP9	1	0	0	0	none			not-er
LOC129531667	STEAP1	1	0	0	0	none			not-er
LOC129531667	STEAP1B	1	0	0	0	none			not-er
LOC129531667	SURF6	1	0	0	0	none			not-er
LOC129531667	TCAF1	1	0	0	0	none			not-er
LOC129531667	TCP11	1	0	0	0	none			not-er
LOC129531667	TCTN1	1	0	0	0	none			not-er
LOC129531667	TFEC	1	0	0	0	none			not-er
LOC129531667	THNSL1	1	0	0	0	none			not-er
LOC129531667	TMEM38B	1	0	0	0	none			not-er
LOC129531667	TNFRSF10A	1	0	0	0	none			not-er
LOC129531667	TNFRSF10B	1	0	0	0	none			not-er
LOC129531667	TNFRSF10D	1	0	0	0	none			not-er
LOC129531667	TRHDE	1	0	0	0	none			not-er
LOC129531667	TSPAN8	1	0	0	0	none			not-er
LOC129531667	UCHL1	1	0	0	0	none			not-er
LOC129531667	WDR64	1	0	0	0	none			not-er
LOC129531667	XAF1	1	0	0	0	none			not-er
LOC129531667	YAE1	1	0	0	0	none			not-er
LOC129531667	ZFP1	1	0	0	0	none			not-er
LOC129531667	ZFP2	1	0	0	0	none			not-er
LOC129531667	ZFP28	1	0	0	0	none			not-er
LOC129531667	ZFP3	1	0	0	0	none			not-er
LOC129531667	ZFP37	1	0	0	0	none			not-er
LOC129531667	ZFP62	1	0	0	0	none			not-er
LOC129531667	ZFP69	1	0	0	0	none			not-er
LOC129531667	ZFP69B	1	0	0	0	none			not-er
LOC129531667	ZFP82	1	0	0	0	none			not-er
LOC129531667	ZFP90	1	0	0	0	none			not-er
LOC129531667	ZIK1	1	0	0	0	none			not-er
LOC129531667	ZKSCAN1	1	0	0	0	none			not-er
LOC129531667	ZKSCAN2	1	0	0	0	none			not-er
LOC129531667	ZKSCAN3	1	0	0	0	none			not-er
LOC129531667	ZKSCAN4	1	0	0	0	none			not-er
LOC129531667	ZKSCAN5	1	0	0	0	none			not-er
LOC129531667	ZKSCAN7	1	0	0	0	none			not-er
LOC129531667	ZNF10	1	0	0	0	none			not-er
LOC129531667	ZNF112	1	0	0	0	none			not-er
LOC129531667	ZNF121	1	0	0	0	none			not-er
LOC129531667	ZNF124	1	0	0	0	none			not-er
LOC129531667	ZNF132	1	0	0	0	none			not-er
LOC129531667	ZNF133	1	0	0	0	none			not-er
LOC129531667	ZNF134	1	0	0	0	none			not-er
LOC129531667	ZNF135	1	0	0	0	none			not-er
LOC129531667	ZNF136	1	0	0	0	none			not-er
LOC129531667	ZNF14	1	0	0	0	none			not-er
LOC129531667	ZNF140	1	0	0	0	none			not-er
LOC129531667	ZNF141	1	0	0	0	none			not-er
LOC129531667	ZNF154	1	0	0	0	none			not-er
LOC129531667	ZNF155	1	0	0	0	none			not-er
LOC129531667	ZNF157	1	0	0	0	none			not-er
LOC129531667	ZNF16	1	0	0	0	none			not-er
LOC129531667	ZNF165	1	0	0	0	none			not-er
LOC129531667	ZNF169	1	0	0	0	none			not-er
LOC129531667	ZNF175	1	0	0	0	none			not-er
LOC129531667	ZNF177	1	0	0	0	none			not-er
LOC129531667	ZNF180	1	0	0	0	none			not-er
LOC129531667	ZNF181	1	0	0	0	none			not-er
LOC129531667	ZNF182	1	0	0	0	none			not-er
LOC129531667	ZNF184	1	0	0	0	none			not-er
LOC129531667	ZNF189	1	0	0	0	none			not-er
LOC129531667	ZNF19	1	0	0	0	none			not-er
LOC129531667	ZNF195	1	0	0	0	none			not-er
LOC129531667	ZNF197	1	0	0	0	none			not-er
LOC129531667	ZNF2	1	0	0	0	none			not-er
LOC129531667	ZNF205	1	0	0	0	none			not-er
LOC129531667	ZNF208	1	0	0	0	none			not-er
LOC129531667	ZNF214	1	0	0	0	none			not-er
LOC129531667	ZNF221	1	0	0	0	none			not-er
LOC129531667	ZNF222	1	0	0	0	none			not-er
LOC129531667	ZNF224	1	0	0	0	none			not-er
LOC129531667	ZNF225	1	0	0	0	none			not-er
LOC129531667	ZNF229	1	0	0	0	none			not-er
LOC129531667	ZNF23	1	0	0	0	none			not-er
LOC129531667	ZNF230	1	0	0	0	none			not-er
LOC129531667	ZNF232	1	0	0	0	none			not-er
LOC129531667	ZNF233	1	0	0	0	none			not-er
LOC129531667	ZNF234	1	0	0	0	none			not-er
LOC129531667	ZNF235	1	0	0	0	none			not-er
LOC129531667	ZNF239	1	0	0	0	none			not-er
LOC129531667	ZNF248	1	0	0	0	none			not-er
LOC129531667	ZNF25	1	0	0	0	none			not-er
LOC129531667	ZNF250	1	0	0	0	none			not-er
LOC129531667	ZNF251	1	0	0	0	none			not-er
LOC129531667	ZNF254	1	0	0	0	none			not-er
LOC129531667	ZNF256	1	0	0	0	none			not-er
LOC129531667	ZNF26	1	0	0	0	none			not-er
LOC129531667	ZNF260	1	0	0	0	none			not-er
LOC129531667	ZNF263	1	0	0	0	none			not-er
LOC129531667	ZNF264	1	0	0	0	none			not-er
LOC129531667	ZNF266	1	0	0	0	none			not-er
LOC129531667	ZNF267	1	0	0	0	none			not-er
LOC129531667	ZNF268	1	0	0	0	none			not-er
LOC129531667	ZNF273	1	0	0	0	none			not-er
LOC129531667	ZNF274	1	0	0	0	none			not-er
LOC129531667	ZNF28	1	0	0	0	none			not-er
LOC129531667	ZNF283	1	0	0	0	none			not-er
LOC129531667	ZNF284	1	0	0	0	none			not-er
LOC129531667	ZNF285	1	0	0	0	none			not-er
LOC129531667	ZNF287	1	0	0	0	none			not-er
LOC129531667	ZNF3	1	0	0	0	none			not-er
LOC129531667	ZNF30	1	0	0	0	none			not-er
LOC129531667	ZNF300	1	0	0	0	none			not-er
LOC129531667	ZNF302	1	0	0	0	none			not-er
LOC129531667	ZNF304	1	0	0	0	none			not-er
LOC129531667	ZNF311	1	0	0	0	none			not-er
LOC129531667	ZNF317	1	0	0	0	none			not-er
LOC129531667	ZNF324	1	0	0	0	none			not-er
LOC129531667	ZNF324B	1	0	0	0	none			not-er
LOC129531667	ZNF329	1	0	0	0	none			not-er
LOC129531667	ZNF331	1	0	0	0	none			not-er
LOC129531667	ZNF333	1	0	0	0	none			not-er
LOC129531667	ZNF334	1	0	0	0	none			not-er
LOC129531667	ZNF337	1	0	0	0	none			not-er
LOC129531667	ZNF33B	1	0	0	0	none			not-er
LOC129531667	ZNF34	1	0	0	0	none			not-er
LOC129531667	ZNF343	1	0	0	0	none			not-er
LOC129531667	ZNF347	1	0	0	0	none			not-er
LOC129531667	ZNF35	1	0	0	0	none			not-er
LOC129531667	ZNF354A	1	0	0	0	none			not-er
LOC129531667	ZNF354B	1	0	0	0	none			not-er
LOC129531667	ZNF382	1	0	0	0	none			not-er
LOC129531667	ZNF391	1	0	0	0	none			not-er
LOC129531667	ZNF394	1	0	0	0	none			not-er
LOC129531667	ZNF397	1	0	0	0	none			not-er
LOC129531667	ZNF41	1	0	0	0	none			not-er
LOC129531667	ZNF415	1	0	0	0	none			not-er
LOC129531667	ZNF416	1	0	0	0	none			not-er
LOC129531667	ZNF418	1	0	0	0	none			not-er
LOC129531667	ZNF420	1	0	0	0	none			not-er
LOC129531667	ZNF426	1	0	0	0	none			not-er
LOC129531667	ZNF429	1	0	0	0	none			not-er
LOC129531667	ZNF43	1	0	0	0	none			not-er
LOC129531667	ZNF430	1	0	0	0	none			not-er
LOC129531667	ZNF432	1	0	0	0	none			not-er
LOC129531667	ZNF433	1	0	0	0	none			not-er
LOC129531667	ZNF436	1	0	0	0	none			not-er
LOC129531667	ZNF440	1	0	0	0	none			not-er
LOC129531667	ZNF441	1	0	0	0	none			not-er
LOC129531667	ZNF443	1	0	0	0	none			not-er
LOC129531667	ZNF45	1	0	0	0	none			not-er
LOC129531667	ZNF460	1	0	0	0	none			not-er
LOC129531667	ZNF461	1	0	0	0	none			not-er
LOC129531667	ZNF468	1	0	0	0	none			not-er
LOC129531667	ZNF471	1	0	0	0	none			not-er
LOC129531667	ZNF473	1	0	0	0	none			not-er
LOC129531667	ZNF480	1	0	0	0	none			not-er
LOC129531667	ZNF484	1	0	0	0	none			not-er
LOC129531667	ZNF485	1	0	0	0	none			not-er
LOC129531667	ZNF486	1	0	0	0	none			not-er
LOC129531667	ZNF487	1	0	0	0	none			not-er
LOC129531667	ZNF490	1	0	0	0	none			not-er
LOC129531667	ZNF497	1	0	0	0	none			not-er
LOC129531667	ZNF501	1	0	0	0	none			not-er
LOC129531667	ZNF502	1	0	0	0	none			not-er
LOC129531667	ZNF506	1	0	0	0	none			not-er
LOC129531667	ZNF510	1	0	0	0	none			not-er
LOC129531667	ZNF514	1	0	0	0	none			not-er
LOC129531667	ZNF519	1	0	0	0	none			not-er
LOC129531667	ZNF527	1	0	0	0	none			not-er
LOC129531667	ZNF528	1	0	0	0	none			not-er
LOC129531667	ZNF529	1	0	0	0	none			not-er
LOC129531667	ZNF540	1	0	0	0	none			not-er
LOC129531667	ZNF543	1	0	0	0	none			not-er
LOC129531667	ZNF544	1	0	0	0	none			not-er
LOC129531667	ZNF546	1	0	0	0	none			not-er
LOC129531667	ZNF547	1	0	0	0	none			not-er
LOC129531667	ZNF548	1	0	0	0	none			not-er
LOC129531667	ZNF549	1	0	0	0	none			not-er
LOC129531667	ZNF550	1	0	0	0	none			not-er
LOC129531667	ZNF551	1	0	0	0	none			not-er
LOC129531667	ZNF552	1	0	0	0	none			not-er
LOC129531667	ZNF554	1	0	0	0	none			not-er
LOC129531667	ZNF557	1	0	0	0	none			not-er
LOC129531667	ZNF558	1	0	0	0	none			not-er
LOC129531667	ZNF560	1	0	0	0	none			not-er
LOC129531667	ZNF563	1	0	0	0	none			not-er
LOC129531667	ZNF564	1	0	0	0	none			not-er
LOC129531667	ZNF565	1	0	0	0	none			not-er
LOC129531667	ZNF566	1	0	0	0	none			not-er
LOC129531667	ZNF567	1	0	0	0	none			not-er
LOC129531667	ZNF568	1	0	0	0	none			not-er
LOC129531667	ZNF569	1	0	0	0	none			not-er
LOC129531667	ZNF57	1	0	0	0	none			not-er
LOC129531667	ZNF571	1	0	0	0	none			not-er
LOC129531667	ZNF572	1	0	0	0	none			not-er
LOC129531667	ZNF573	1	0	0	0	none			not-er
LOC129531667	ZNF577	1	0	0	0	none			not-er
LOC129531667	ZNF578	1	0	0	0	none			not-er
LOC129531667	ZNF582	1	0	0	0	none			not-er
LOC129531667	ZNF583	1	0	0	0	none			not-er
LOC129531667	ZNF584	1	0	0	0	none			not-er
LOC129531667	ZNF585A	1	0	0	0	none			not-er
LOC129531667	ZNF585B	1	0	0	0	none			not-er
LOC129531667	ZNF586	1	0	0	0	none			not-er
LOC129531667	ZNF589	1	0	0	0	none			not-er
