gene_a	gene_b	block_ident	concentration	total_frac	ident_disp
LOC115931567	ZNF701	0.0000	0.0000	0.0000	0.0000
LOC115931567	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC115931567	ZNF723	0.7516	1.0000	1.0484	0.2389
LOC115931567	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC115931567	ZNF736	0.0000	0.0000	0.0000	0.0000
LOC115931567	ZNF761	0.0000	0.0000	0.0000	0.0000
LOC115931567	ZNF813	0.0000	0.0000	0.0000	0.0000
LOC115931567	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC115931567	ZNF836	0.0000	0.0000	0.0000	0.0000
LOC115931567	ZNF888	0.0000	0.0000	0.0000	0.0000
LOC115931567	ZNF91	0.7982	0.5271	0.6739	0.0517
LOC115931567	ZNF92	0.8517	1.0000	0.4760	0.0538
LOC115931568	LOC115931576	0.7898	1.0000	0.5074	0.0723
LOC115931568	LOC115931857	0.0000	0.0000	0.0000	0.0000
LOC115931568	LOC129527827	0.0000	0.0000	0.0000	0.0000
LOC115931568	LOC129528947	0.7493	1.0000	0.5051	0.2415
LOC115931568	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF254	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF273	0.8330	1.0000	0.4550	0.0837
LOC115931568	ZNF415	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF429	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF43	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF430	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF486	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF506	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF528	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF626	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF675	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF680	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF681	0.7845	1.0000	0.4812	0.0768
LOC115931568	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF723	0.8403	1.0000	0.6192	0.0723
LOC115931568	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF736	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF813	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF91	0.0000	0.0000	0.0000	0.0000
LOC115931568	ZNF92	0.0000	0.0000	0.0000	0.0000
LOC115931576	LOC115931654	0.0000	0.0000	0.0000	0.0000
LOC115931576	LOC115931857	0.0000	0.0000	0.0000	0.0000
LOC115931576	LOC129527827	0.7779	1.0000	0.2604	0.0702
LOC115931576	LOC129528947	0.8171	1.0000	0.4680	0.1619
LOC115931576	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF254	0.7206	0.7477	0.9458	0.0770
LOC115931576	ZNF273	0.7686	1.0000	0.9133	0.0666
LOC115931576	ZNF28	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF415	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF429	0.8449	1.0000	0.4924	0.0728
LOC115931576	ZNF43	0.8135	0.4349	1.0349	0.0543
LOC115931576	ZNF430	0.6988	0.5156	0.9729	0.0832
LOC115931576	ZNF468	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF486	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF506	0.7935	1.0000	0.5272	0.0597
LOC115931576	ZNF519	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF600	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF611	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF626	0.7815	0.3047	1.1048	0.0747
LOC115931576	ZNF675	0.8349	1.0000	0.9846	0.0705
LOC115931576	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF680	0.8369	1.0000	0.4842	0.0617
LOC115931576	ZNF681	0.7932	1.0000	0.7020	0.0607
LOC115931576	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF723	0.8775	1.0000	0.3877	0.0520
LOC115931576	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF736	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF808	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF813	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF836	0.0000	0.0000	0.0000	0.0000
LOC115931576	ZNF91	0.7539	0.4055	0.9441	0.0634
LOC115931576	ZNF92	0.7698	1.0000	0.6689	0.2040
LOC115931590	ZSCAN5B	0.9109	1.0000	0.7030	0.0740
LOC115931610	ZNF177	0.0000	0.0000	0.0000	0.0000
LOC115931610	ZNF266	0.0000	0.0000	0.0000	0.0000
LOC115931610	ZNF283	0.0000	0.0000	0.0000	0.0000
LOC115931610	ZNF420	0.0000	0.0000	0.0000	0.0000
LOC115931610	ZNF560	0.0000	0.0000	0.0000	0.0000
LOC115931610	ZNF571	0.0000	0.0000	0.0000	0.0000
LOC115931610	ZNF790	0.0000	0.0000	0.0000	0.0000
LOC115931610	ZNF829	0.0000	0.0000	0.0000	0.0000
LOC115931654	LOC129527827	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF141	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF254	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF273	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF28	0.7405	0.7256	0.8249	0.0964
LOC115931654	ZNF347	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF415	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF429	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF430	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF468	0.6542	1.0000	0.6514	0.1839
LOC115931654	ZNF480	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF528	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF578	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF600	0.8541	0.4102	0.8382	0.0852
LOC115931654	ZNF611	0.6756	1.0000	0.9184	0.0815
LOC115931654	ZNF616	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF675	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF680	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF681	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF701	0.6820	0.5508	1.0938	0.0961
LOC115931654	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF727	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF761	0.7548	1.0000	0.8826	0.2799
LOC115931654	ZNF808	0.7453	0.5746	0.6267	0.1022
LOC115931654	ZNF813	0.6717	1.0000	0.7561	0.3503
LOC115931654	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF836	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF841	0.0000	0.0000	0.0000	0.0000
LOC115931654	ZNF888	0.6523	1.0000	0.7408	0.0793
LOC115931654	ZNF91	0.0000	0.0000	0.0000	0.0000
LOC115931857	LOC129528947	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF195	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF254	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF267	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF273	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF415	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF429	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF43	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF430	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF519	0.9772	1.0000	1.0105	0.0238
LOC115931857	ZNF528	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF595	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF600	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF616	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF675	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF678	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF680	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF682	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF695	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF721	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF723	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF761	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF766	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF83	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF888	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF91	0.0000	0.0000	0.0000	0.0000
LOC115931857	ZNF92	0.0000	0.0000	0.0000	0.0000
LOC115932055	TFDP1	0.9351	1.0000	0.9234	0.0862
LOC115932241	LOC115932281	0.8877	1.0000	0.8711	0.2598
LOC115932241	LOC129529790	0.8569	1.0000	0.8973	0.0094
LOC115932241	LOC129530333	0.8503	1.0000	0.8750	0.2621
LOC115932281	LOC129529790	0.9177	1.0000	1.0822	0.0129
LOC115932281	LOC129530333	0.9021	1.0000	1.0311	0.0538
LOC115932634	PPIF	0.9943	1.0000	1.0004	0.0088
LOC115932679	LOC129523854	0.8951	1.0000	1.0947	0.2599
LOC115932679	LOC129529528	0.0000	0.0000	0.0000	0.0000
LOC115932679	SLC37A2	0.0000	0.0000	0.0000	0.0000
LOC115932683	TUBGCP5	0.9982	1.0000	0.9977	0.0058
LOC115932735	LOC115932984	0.9205	0.3457	0.4931	0.0758
LOC115932735	LOC115933241	0.7745	1.0000	0.1439	0.0218
LOC115932735	LOC129525330	0.9231	0.2563	0.6585	0.0730
LOC115932735	LOC129525331	0.9231	0.2563	0.6585	0.0705
LOC115932735	LOC129525599	0.9056	0.5257	0.3495	0.0681
LOC115932735	LOC134756861	0.9073	0.5257	0.3495	0.0650
LOC115932749	ZC3H7A	0.9937	1.0000	0.9672	0.0123
LOC115932756	LOC115932954	0.9358	1.0000	1.0612	0.0125
LOC115932756	LOC115933156	0.7413	1.0000	0.3872	0.3112
LOC115932756	LOC129530227	0.8157	1.0000	0.6093	0.3629
LOC115932756	LOC134756368	0.9942	1.0000	1.0000	0.0114
LOC115932756	XRCC2	0.9906	1.0000	0.7303	0.0109
LOC115932762	LOC129524026	0.0000	0.0000	0.0000	0.0000
LOC115932762	LOC129527190	0.9724	1.0000	0.9400	0.0250
LOC115932762	NOSTRIN	0.9148	1.0000	0.6086	0.0492
LOC115932779	LOC115932992	0.9494	1.0000	0.9075	0.0290
LOC115932779	LOC115933039	0.9965	1.0000	1.0000	0.0070
LOC115932779	SORL1	0.9840	1.0000	1.0000	0.0085
LOC115932787	MAP2K3	0.9611	1.0000	0.8756	0.0362
LOC115932794	LOC129529083	0.9438	1.0000	0.9538	0.0397
LOC115932794	LOC134757821	0.9389	1.0000	0.9104	0.0368
LOC115932943	LOC129530010	0.0000	0.0000	0.0000	0.0000
LOC115932954	LOC115933156	0.8729	1.0000	0.3445	0.3106
LOC115932954	LOC129523503	0.9948	1.0000	0.3101	0.0088
LOC115932954	LOC129523574	0.9671	1.0000	0.3085	0.0483
LOC115932954	LOC129526389	0.9895	1.0000	0.3089	0.0124
LOC115932954	LOC129530227	0.9788	1.0000	0.5077	0.0322
LOC115932954	LOC134756368	0.9401	1.0000	1.0490	0.2196
LOC115932954	LOC134756753	0.9908	1.0000	0.3101	0.0124
LOC115932954	LRPAP1	0.9869	1.0000	0.3101	0.0119
LOC115932954	XRCC2	0.9906	1.0000	0.7303	0.0109
LOC115932984	LOC129525330	0.9932	1.0000	0.8118	0.0122
LOC115932984	LOC129525331	0.9930	1.0000	0.8223	0.0113
LOC115932984	LOC129525599	0.9832	0.6238	1.2734	0.0153
LOC115932984	LOC134756861	0.9858	0.6238	1.2734	0.0133
LOC115932994	LOC129533365	0.9329	1.0000	0.9322	0.1912
LOC115933002	LOC115934680	0.8458	1.0000	0.2815	0.2001
LOC115933006	LOC115933189	0.9962	1.0000	1.0000	0.0076
LOC115933039	SORL1	0.9938	1.0000	1.0000	0.0077
LOC115933090	LOC129524676	0.9206	1.0000	1.0564	0.2333
LOC115933090	LOC134756761	0.9209	1.0000	1.0640	0.2218
LOC115933127	LOC115933128	0.9549	1.0000	1.0107	0.0508
LOC115933127	LOC115933240	0.9510	1.0000	1.0036	0.0417
LOC115933127	LOC134757171	0.9699	1.0000	0.9982	0.0312
LOC115933128	LOC115933240	0.9588	1.0000	0.9973	0.0627
LOC115933128	LOC134757171	0.9548	1.0000	1.0089	0.0439
LOC115933144	LOC129527341	0.9979	1.0000	0.6254	0.0128
LOC115933152	TEX14	0.9815	1.0000	0.2600	0.0200
LOC115933156	LOC129523503	0.9848	1.0000	0.5609	0.0208
LOC115933156	LOC129523574	0.8822	1.0000	0.4008	0.2800
LOC115933156	LOC129526389	0.9869	1.0000	0.5609	0.0176
LOC115933156	LOC129530227	0.9298	1.0000	1.0639	0.2267
LOC115933156	LOC134756368	0.7413	1.0000	0.3872	0.3641
LOC115933156	LOC134756753	0.9518	1.0000	1.0023	0.0238
LOC115933156	LRPAP1	0.9263	1.0000	1.0031	0.0235
LOC115933167	LOC115935376	0.9801	1.0000	0.2120	0.0151
LOC115933167	LOC129523494	0.9867	1.0000	0.2259	0.0099
LOC115933167	LOC129534750	0.9734	1.0000	0.4149	0.0327
LOC115933170	WDR70	0.9828	1.0000	0.1387	0.0185
LOC115933187	SH3KBP1	0.9872	1.0000	0.9353	0.0129
LOC115933219	LOC129527278	0.9557	1.0000	0.5485	0.0263
LOC115933219	LOC129532222	0.9503	1.0000	0.7541	0.0335
LOC115933219	LOC129532224	0.9001	1.0000	1.0000	0.2007
LOC115933235	LOC115933241	0.9740	1.0000	1.0008	0.0222
LOC115933240	LOC134757171	0.9546	1.0000	1.0036	0.0351
LOC115933241	LOC129525599	0.9597	0.5684	1.0097	0.0421
LOC115933241	LOC134756861	0.9587	0.5684	1.0097	0.0431
LOC115933250	LOC115933349	0.9975	1.0000	0.7059	0.0068
LOC115933250	LOC129527620	0.9926	1.0000	0.6727	0.0142
LOC115933306	LOC115934662	0.9986	1.0000	1.0000	0.0052
LOC115933306	LOC129533797	0.9980	1.0000	0.9480	0.0060
LOC115933349	LOC134757427	0.9970	1.0000	0.2950	0.0075
LOC115933369	LOC129527725	0.9934	0.5092	0.9362	0.0113
LOC115933429	MPHOSPH8	0.9985	1.0000	0.5457	0.0053
LOC115933728	LOC129526434	0.9605	1.0000	0.9322	0.0223
LOC115933728	LOC129529583	0.8830	1.0000	0.4416	0.0456
LOC115933728	TUBA1C	0.0000	0.0000	0.0000	0.0000
LOC115933728	TUBA3E	0.9884	1.0000	1.0000	0.0321
LOC115933728	TUBA8	0.8529	1.0000	0.5617	0.0522
LOC115933728	TUBAL3	0.0000	0.0000	0.0000	0.0000
LOC115933986	LOC134757408	0.0000	0.0000	0.0000	0.0000
LOC115933986	LOC134758214	0.0000	0.0000	0.0000	0.0000
LOC115934025	LOC134757969	1.0000	1.0000	0.9668	0.0000
LOC115934041	LOC129528278	0.9526	1.0000	0.7306	0.0377
LOC115934041	LOC129528791	0.9376	1.0000	0.7629	0.0444
LOC115934057	ZFP2	0.0000	0.0000	0.0000	0.0000
LOC115934372	LOC129526178	0.9657	1.0000	0.1550	0.0294
LOC115934372	LOC129527096	0.8763	1.0000	0.7801	0.0553
LOC115934550	WDR45B	0.9315	1.0000	0.8795	0.0522
LOC115934575	USP32	0.9270	1.0000	1.0069	0.0810
LOC115934626	LRRC37A3	0.8535	1.0000	1.0509	0.2308
LOC115934662	LOC129533797	0.9995	1.0000	0.9480	0.0031
LOC115935264	PMS2	0.8335	1.0000	0.3714	0.0926
LOC115935268	LOC129534750	0.9906	1.0000	1.0020	0.0177
LOC115935369	LOC129523646	0.9007	1.0000	0.9957	0.0565
LOC115935369	LOC129523647	0.9007	1.0000	0.9892	0.0565
LOC115935376	LOC129534750	0.9830	1.0000	0.3247	0.0128
LOC115935615	TNFRSF10D	0.9414	1.0000	0.8394	0.0377
LOC115935842	LOC129524687	0.9725	1.0000	1.0100	0.0200
LOC115935989	RHEB	0.9888	1.0000	0.3408	0.0125
LOC115935989	SHLD2	0.8802	1.0000	0.7860	0.0149
LOC115936279	LOC129523488	0.9374	1.0000	0.9964	0.0331
LOC129523474	NXF3	0.8938	1.0000	0.2431	0.0720
LOC129523494	LOC129534750	0.9751	1.0000	0.3330	0.0198
LOC129523494	LRWD1	0.7957	1.0000	0.3869	0.3122
LOC129523503	LOC129523574	0.9736	1.0000	0.3190	0.0448
LOC129523503	LOC129526389	0.9897	1.0000	0.9996	0.0147
LOC129523503	LOC129530227	0.9794	1.0000	0.6846	0.0286
LOC129523503	LOC134756368	0.8308	1.0000	0.3539	0.3426
LOC129523503	LOC134756753	0.9855	1.0000	0.5079	0.0207
LOC129523503	LRPAP1	0.9634	1.0000	0.6815	0.0190
LOC129523505	LOC129525643	0.9838	1.0000	0.8877	0.0176
LOC129523511	LOC134756389	0.9356	1.0000	1.0316	0.1806
LOC129523511	RABL2A	0.9438	1.0000	0.9160	0.1799
LOC129523511	RABL2B	0.9453	1.0000	0.9111	0.1124
LOC129523520	LOC129529226	0.9986	1.0000	0.4939	0.0052
LOC129523520	LOC129531982	0.9946	1.0000	0.6250	0.0112
LOC129523520	LOC134756437	0.9898	1.0000	1.0000	0.0145
LOC129523520	LOC134758712	0.9980	1.0000	1.0000	0.0061
LOC129523520	LOC134758754	0.9938	1.0000	0.9993	0.0120
LOC129523521	LOC129527828	1.0000	1.0000	0.9975	0.0000
LOC129523564	LOC129529082	0.0000	0.0000	0.0000	0.0000
LOC129523564	LOC129530428	0.0000	0.0000	0.0000	0.0000
LOC129523564	NAP1L3	0.0000	0.0000	0.0000	0.0000
LOC129523564	NDUFAF2	0.0000	0.0000	0.0000	0.0000
LOC129523564	NGLY1	0.0000	0.0000	0.0000	0.0000
LOC129523564	SOX30	0.0000	0.0000	0.0000	0.0000
LOC129523567	LOC129528667	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZFP37	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF157	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF175	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF180	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF182	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF268	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF300	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF354A	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF41	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF484	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF487	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF527	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF567	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF568	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF569	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF624	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF717	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF782	0.0000	0.0000	0.0000	0.0000
LOC129523567	ZNF883	0.0000	0.0000	0.0000	0.0000
LOC129523574	LOC129526389	0.9726	1.0000	0.3190	0.0453
LOC129523574	LOC129530227	0.9617	1.0000	0.6328	0.0307
LOC129523574	LOC134756368	0.8070	1.0000	0.3524	0.3423
LOC129523574	LOC134756753	0.9583	1.0000	0.6851	0.0234
LOC129523574	LRPAP1	0.9694	1.0000	0.3190	0.0428
LOC129523582	SLC9B1	0.9674	1.0000	0.2257	0.0260
LOC129523646	LOC129523647	1.0000	1.0000	1.0000	0.0000
LOC129523664	LOC129523899	1.0000	1.0000	0.4393	0.0000
LOC129523694	LOC129533124	0.0000	0.0000	0.0000	0.0000
LOC129523694	LOC129533256	0.0000	0.0000	0.0000	0.0000
LOC129523694	PSPH	0.0000	0.0000	0.0000	0.0000
LOC129523822	LOC129525064	0.9878	1.0000	0.9773	0.0156
LOC129523822	LOC129525175	0.9776	1.0000	0.5847	0.0163
LOC129523822	LOC129527285	0.9937	1.0000	0.9535	0.0094
LOC129523822	LOC129527429	0.9905	1.0000	1.0000	0.0200
LOC129523822	LOC129528751	0.9836	1.0000	0.5835	0.0183
LOC129523822	LOC129531751	0.9875	1.0000	0.5740	0.0191
LOC129523822	LOC129532625	0.9827	1.0000	0.6193	0.0233
LOC129523822	LOC129532709	0.9855	1.0000	0.9988	0.0211
LOC129523822	LOC129532808	0.9880	1.0000	0.9976	0.0171
LOC129523822	LOC129533287	0.9869	1.0000	1.0000	0.0169
LOC129523822	LOC129534552	0.9875	1.0000	0.5716	0.0211
LOC129523822	LOC134756415	0.9837	1.0000	0.5859	0.0133
LOC129523822	LOC134757299	0.9865	1.0000	0.9737	0.0169
LOC129523822	LOC134759133	0.9834	1.0000	0.5752	0.0163
LOC129523822	NDUFA8	0.9869	1.0000	1.0012	0.0156
LOC129523854	YAE1	0.8927	1.0000	1.0436	0.2647
LOC129524028	SLC35F5	0.9210	1.0000	0.6778	0.2412
LOC129524439	SLC38A6	0.0000	0.0000	0.0000	0.0000
LOC129524676	LOC129526479	0.9852	1.0000	0.2184	0.0160
LOC129524676	LOC134756761	0.9774	1.0000	1.0029	0.0223
LOC129524788	SLC37A2	0.8214	1.0000	0.3003	0.2542
LOC129525008	TIMM23B	0.9131	1.0000	0.6588	0.0632
LOC129525064	LOC129525175	0.9777	1.0000	0.2236	0.0175
LOC129525064	LOC129527285	0.9958	1.0000	1.0004	0.0084
LOC129525064	LOC129527429	0.9956	1.0000	1.0002	0.0110
LOC129525064	LOC129528751	0.9836	1.0000	0.2219	0.0157
LOC129525064	LOC129531751	0.9813	1.0000	0.2204	0.0239
LOC129525064	LOC129532625	0.9801	1.0000	0.2253	0.0166
LOC129525064	LOC129532709	0.9902	1.0000	0.9903	0.0156
LOC129525064	LOC129532808	0.9958	1.0000	0.9996	0.0091
LOC129525064	LOC129533287	0.9958	1.0000	0.9996	0.0091
LOC129525064	LOC134756415	0.9796	1.0000	0.2233	0.0147
LOC129525064	LOC134757299	0.9940	1.0000	1.0002	0.0109
LOC129525064	LOC134759133	0.9813	1.0000	0.2114	0.0206
LOC129525064	NDUFA8	0.9850	1.0000	0.9966	0.0160
LOC129525165	SLC35F6	0.0000	0.0000	0.0000	0.0000
LOC129525175	LOC129527285	0.9815	1.0000	0.2205	0.0113
LOC129525175	LOC129527429	0.9798	1.0000	0.2236	0.0133
LOC129525175	LOC129528751	0.9918	1.0000	1.0000	0.0123
LOC129525175	LOC129531751	0.9854	1.0000	1.0064	0.0353
LOC129525175	LOC129532625	0.9887	1.0000	0.9982	0.0183
LOC129525175	LOC129532709	0.9798	1.0000	0.5966	0.0211
LOC129525175	LOC129532808	0.9777	1.0000	0.2236	0.0163
LOC129525175	LOC129533287	0.9777	1.0000	0.2236	0.0211
LOC129525175	LOC129534552	0.9874	1.0000	0.2159	0.0137
LOC129525175	LOC134756415	0.9846	1.0000	1.0050	0.0248
LOC129525175	LOC134757299	0.9777	1.0000	0.2236	0.0175
LOC129525175	LOC134759133	0.9792	1.0000	0.2177	0.0220
LOC129525175	NDUFA8	0.9816	1.0000	0.2218	0.0199
LOC129525330	LOC129525331	0.9940	1.0000	1.0000	0.0115
LOC129525330	LOC129525599	0.9825	0.4489	1.7400	0.0147
LOC129525330	LOC134756861	0.9860	0.4489	1.7400	0.0114
LOC129525331	LOC129525599	0.9827	0.5114	1.9626	0.0153
LOC129525331	LOC134756861	0.9885	0.5114	1.9626	0.0126
LOC129525599	LOC134756861	0.9894	1.0000	1.0000	0.0145
LOC129525654	RPL7	0.9166	1.0000	0.3249	0.0320
LOC129525965	LOC129532059	0.0000	0.0000	0.0000	0.0000
LOC129525965	LOC129532348	0.0000	0.0000	0.0000	0.0000
LOC129525965	PASD1	0.0000	0.0000	0.0000	0.0000
LOC129525965	RTP4	0.0000	0.0000	0.0000	0.0000
LOC129526088	LOC129527203	0.9975	1.0000	0.7027	0.0067
LOC129526123	LOC129532145	0.0000	0.0000	0.0000	0.0000
LOC129526123	LOC129532854	0.0000	0.0000	0.0000	0.0000
LOC129526138	LOC129527231	0.9987	1.0000	0.9969	0.0068
LOC129526385	LOC129526398	0.9790	1.0000	0.7023	0.0089
LOC129526385	LOC129526957	0.9585	1.0000	1.0360	0.1646
LOC129526385	LOC134757216	0.9586	1.0000	0.9965	0.1646
LOC129526389	LOC129530227	0.9833	1.0000	0.6839	0.0298
LOC129526389	LOC134756368	0.8258	1.0000	0.3528	0.3487
LOC129526389	LOC134756753	0.9855	1.0000	0.5369	0.0219
LOC129526389	LRPAP1	0.9627	1.0000	0.7318	0.0177
LOC129526391	LOC129526471	0.9896	1.0000	1.0000	0.0129
LOC129526391	LOC129531453	0.9863	1.0000	0.9956	0.0141
LOC129526395	LOC129526550	0.8494	1.0000	0.2557	0.2140
LOC129526395	LOC129527278	0.9973	1.0000	1.0000	0.0080
LOC129526395	LOC129531431	0.9195	1.0000	0.2437	0.2242
LOC129526395	LOC129532222	0.9682	1.0000	0.4928	0.0285
LOC129526395	LOC129532224	0.9680	1.0000	0.5948	0.0352
LOC129526398	LOC129526957	0.9500	1.0000	0.6878	0.1792
LOC129526398	LOC134757216	0.9240	1.0000	0.6620	0.2300
LOC129526398	TMEM128	0.9637	1.0000	0.6411	0.0218
LOC129526403	LOC134756951	0.9915	1.0000	1.0020	0.0107
LOC129526434	LOC129529583	0.8974	1.0000	0.2832	0.0436
LOC129526434	TUBA1C	0.0000	0.0000	0.0000	0.0000
LOC129526434	TUBA3E	0.9605	1.0000	0.9116	0.0249
LOC129526434	TUBA8	0.8469	1.0000	0.4466	0.0569
LOC129526471	LOC129531453	0.9836	1.0000	1.0000	0.0175
LOC129526479	LOC134756761	0.9808	1.0000	0.2191	0.0192
LOC129526550	LOC129530429	0.8936	1.0000	0.8050	0.0584
LOC129526550	LOC129531431	0.9573	1.0000	1.0133	0.1280
LOC129526566	LOC129531752	0.9919	1.0000	1.0000	0.0105
LOC129526566	LOC129532807	0.9907	1.0000	1.0000	0.0134
LOC129526566	MORN5	0.0000	0.0000	0.0000	0.0000
LOC129526638	LOC134757313	0.8096	1.0000	0.6795	0.2365
LOC129526706	LOC134757171	0.9415	1.0000	1.0363	0.0302
LOC129526855	LOC134758386	0.9967	1.0000	0.9724	0.0080
LOC129526957	LOC134757216	0.9528	1.0000	1.0496	0.2000
LOC129527017	LOC129527071	0.9481	1.0000	1.0000	0.0579
