pair	label	qname	de_a	nmr_a	ms_a	s1_a	s2_a	cm_a	rl_a	ts_a	mapq_a	nintron_a	alnlen_a	de_b	nmr_b	ms_b	s1_b	s2_b	cm_b	rl_b	ts_b	mapq_b	nintron_b	alnlen_b
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/89654588/ccs	0.0010999999940395355	0.00115	1692	1683	1715	549	0	+	31	7	1744	0.018300000578165054	0.01835	912	1567		439	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/43059871/ccs	0.0010999999940395355	0.00115	1690	1682	1714	548	0	+	31	7	1742	0.017799999564886093	0.01785	931	1562		440	0	+	0	0	1737
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/3278679/ccs	0.0006000000284984708	0.00059	1683	1662	1685	547	0	+	34	6	1709	0.01640000008046627	0.01643	976	1557		443	0	+	0	0	1704
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/79824360/ccs	0.00139999995008111	0.00141	1368	1374	1395	444	0	+	21	5	1420	0.018300000578165054	0.01831	744	1262		352	0	+	0	0	1420
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/148048240/ccs	0.0	0.0	654	642	644	222	0	+	52	1	654	0.016699999570846558	0.01667	374	606		178	0	+	0	0	660
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/115345795/ccs	0.0006000000284984708	0.00063	1558	1536	1559	503	0	+	36	6	1584	0.01640000008046627	0.01641	908	1435		407	0	+	0	0	1584
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/9439470/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/155911048/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/35456861/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/2164661/ccs	0.0017000000225380063	0.00172	1666	1680	1712	542	0	+	31	7	1745	0.01889999955892563	0.01891	886	1560		434	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/167379376/ccs	0.0010999999940395355	0.00115	1692	1685	1717	550	0	+	31	7	1744	0.018300000578165054	0.01835	912	1569		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/144573479/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/48235689/ccs	0.00570000009611249	0.00567	901	1015	1021	323	0	+	54	3	1058	0.02280000038444996	0.02286	426	913		245	0	+	0	0	1050
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/147063639/ccs	0.0017000000225380063	0.00172	1664	1678	1710	542	0	+	31	7	1742	0.01889999955892563	0.01894	884	1558		434	0	+	0	0	1742
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/23331984/ccs	0.01510000042617321	0.01519	1765	1780	1652	513	0	+	60	7	1975	0.03189999982714653	0.03246	1423	1477		381	0	+	0	0	1756
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/112723332/ccs	0.00930000003427267	0.0093	565	715	716	222	0	+	60	2	753	0.025200000032782555	0.02523	253	669		181	0	+	0	0	753
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/78055367/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/53676291/ccs	0.0	0.0	880	861	860	296	0	+	60	2	880	0.018200000748038292	0.01818	464	784		229	0	+	0	0	880
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/95617955/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/117441405/ccs	0.0012000000569969416	0.00115	1685	1672	1704	549	0	+	31	7	1737	0.017799999564886093	0.01785	931	1561		440	0	+	0	0	1737
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/133432970/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/75563150/ccs	0.00800000037997961	0.00803	1368	1632	1658	492	0	+	41	7	1744	0.024700000882148743	0.02466	614	1504		394	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/7667943/ccs	0.0	0.0	745	725	726	250	0	+	51	2	745	0.016100000590085983	0.01611	433	683		200	0	+	0	0	745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/144311671/ccs	0.0019000000320374966	0.00187	1522	1539	1562	497	0	+	37	6	1600	0.01810000091791153	0.01812	846	1429		402	0	+	0	0	1600
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/20317969/ccs	0.0010000000474974513	0.00103	1931	1879	1714	608	0	+	60	7	1941	0.017799999564886093	0.01785	1582	1562		440	0	+	0	0	1737
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/176750896/ccs	0.0013000000035390258	0.00131	1471	1479	1509	483	0	+	20	5	1523	0.016300000250339508	0.01625	888	1391		393	0	+	0	0	1538
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/12716011/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/83167879/ccs	0.007400000002235174	0.00798	1403	1655	1691	509	0	+	37	7	1755	0.023399999365210533	0.024	670	1545		407	0	+	0	0	1750
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/8062489/ccs	0.0012000000569969416	0.00116	1675	1663	1695	542	0	+	31	7	1727	0.017999999225139618	0.01795	921	1551		436	0	+	0	0	1727
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/168823033/ccs	0.0013000000035390258	0.00127	1528	1526	1538	496	0	+	40	6	1580	0.017100000753998756	0.01709	878	1425		403	0	+	0	0	1580
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/154993218/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/16582850/ccs	0.0006000000284984708	0.00058	1702	1672	1704	549	0	+	30	7	1728	0.017400000244379044	0.01736	948	1561		440	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/10421278/ccs	0.0010999999940395355	0.00115	1692	1687	1719	547	0	+	31	7	1744	0.018300000578165054	0.01835	912	1571		437	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/40831638/ccs	0.0017000000225380063	0.00172	1665	1679	1708	544	0	+	32	7	1743	0.01889999955892563	0.01893	885	1552		437	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/158598132/ccs	0.0013000000035390258	0.00129	1499	1496	1524	487	0	+	26	6	1551	0.016100000590085983	0.01612	901	1406		397	0	+	0	0	1551
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/8783072/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/62195502/ccs	0.0	0.0	832	815	814	280	0	+	60	2	832	0.016899999231100082	0.01689	465	743		218	0	+	0	0	829
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/4196990/ccs	0.00139999995008111	0.00136	709	714	715	241	0	+	53	2	735	0.01769999973475933	0.01769	397	672		191	0	+	0	0	735
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/43255512/ccs	0.01600000075995922	0.01619	997	1553	1593	444	0	+	52	7	1729	0.031700000166893005	0.032	285	1445		348	0	+	0	0	1719
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/168494456/ccs	0.004600000102072954	0.00515	1534	1669	1705	529	0	+	33	7	1749	0.021700000390410423	0.0223	754	1558		424	0	+	0	0	1749
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/9635843/ccs	0.0010999999940395355	0.00115	1690	1682	1714	548	0	+	31	7	1742	0.017799999564886093	0.01785	931	1562		440	0	+	0	0	1737
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/31457599/ccs	0.0010999999940395355	0.00115	1691	1679	1711	547	0	+	31	7	1743	0.018400000408291817	0.01836	911	1562		440	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/40766037/ccs	0.0	0.0	1008	985	990	334	0	+	51	3	1008	0.01979999989271164	0.01984	488	891		253	0	+	0	0	1008
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/132056345/ccs	0.0	0.0	730	713	714	245	0	+	52	2	730	0.01640000008046627	0.01644	418	663		197	0	+	0	0	730
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/114819345/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/76155085/ccs	0.04360000044107437	0.04616	774	1311	1324	306	15	+	43	7	1798	0.058800000697374344	0.06153	419	1082		226	15	+	0	0	1739
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/64423638/ccs	0.0006000000284984708	0.00057	1737	1704	1720	560	0	+	41	7	1763	0.017799999564886093	0.01779	937	1572		444	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/79824239/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/106102804/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/63439562/ccs	0.0017000000225380063	0.00169	1695	1703	1710	553	0	+	51	7	1773	0.01889999955892563	0.01892	886	1558		436	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/143261969/ccs	0.0006000000284984708	0.0006	1652	1630	1653	536	0	+	34	6	1678	0.016699999570846558	0.01669	950	1532		435	0	+	0	0	1678
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/146999932/ccs	0.0019000000320374966	0.00189	1007	1034	1039	342	0	+	50	3	1060	0.02070000022649765	0.0207	490	943		258	0	+	0	0	1063
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/62128684/ccs	0.0	0.0	887	870	869	299	0	+	60	2	887	0.01810000091791153	0.01812	467	780		227	0	+	0	0	883
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/89719443/ccs	0.0010999999940395355	0.00111	1755	1746	1681	569	0	+	60	7	1807	0.017500000074505806	0.01752	932	1550		441	0	+	0	0	1712
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/13893703/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/114098598/ccs	0.0006000000284984708	0.00062	1581	1556	1579	509	0	+	36	6	1607	0.01679999940097332	0.0168	905	1461		412	0	+	0	0	1607
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/65472315/ccs	0.0010999999940395355	0.00111	1745	1742	1685	567	0	+	60	7	1798	0.017500000074505806	0.01751	932	1557		443	0	+	0	0	1713
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/172098510/ccs	0.0010000000474974513	0.00102	1952	1900	1714	615	0	+	60	7	1962	0.017799999564886093	0.01785	1582	1562		440	0	+	0	0	1737
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/22872371/ccs	0.0	0.0	615	603	598	205	0	+	60	1	615	0.016300000250339508	0.01626	355	561		166	0	+	0	0	615
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/99026582/ccs	0.0015999999595806003	0.00156	1902	1855	1714	596	0	+	60	7	1920	0.01889999955892563	0.01891	1577	1562		435	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/178194867/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/92865567/ccs	0.002300000051036477	0.0023	1638	1678	1710	538	0	+	32	7	1742	0.019500000402331352	0.01952	858	1558		430	0	+	0	0	1742
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/179504504/ccs	0.0012000000569969416	0.00116	1676	1666	1698	543	0	+	31	7	1728	0.017899999395012856	0.01794	922	1551		436	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/12388952/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/112657621/ccs	0.000699999975040555	0.00069	1433	1417	1438	463	0	+	20	5	1459	0.017100000753998756	0.01714	809	1317		367	0	+	0	0	1459
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/119931637/ccs	0.002199999988079071	0.00391	1680	1721	1712	558	0	+	59	7	1791	0.019500000402331352	0.02114	859	1564		438	0	+	0	0	1750
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/125962795/ccs	0.0026000000070780516	0.00259	1080	1120	1131	366	0	+	46	4	1160	0.019899999722838402	0.01991	555	1022		285	0	+	0	0	1155
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/35326523/ccs	0.0010999999940395355	0.0011	884	894	903	304	0	+	48	2	911	0.020600000396370888	0.02056	429	811		234	0	+	0	0	924
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/128778945/ccs	0.0	0.0	201	197	196	68	0	+	9	0	201	0.019899999722838402	0.0199	181	176		51	0	+	0	0	201
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/27198439/ccs	0.0010999999940395355	0.00115	1693	1685	1717	549	0	+	31	7	1745	0.018300000578165054	0.01834	913	1554		438	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/5178929/ccs	0.03020000085234642	0.03179	791	1472	1506	353	0	+	44	7	1793	0.04690000042319298	0.04852	264	1301		288	0	+	0	0	1793
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/164102148/ccs	0.0	0.0	646	636	631	220	0	+	60	1	646	0.017000000923871994	0.01703	360	593		174	0	+	0	0	646
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/72551260/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/177799494/ccs	0.0006000000284984708	0.00058	1689	1671	1697	550	0	+	31	6	1715	0.016899999231100082	0.01687	965	1557		443	0	+	0	0	1719
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/110562093/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/131598201/ccs	0.004000000189989805	0.00508	1585	1680	1666	537	0	+	60	7	1772	0.019300000742077827	0.02049	845	1503		423	0	+	0	0	1708
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/44564697/ccs	0.0010999999940395355	0.00114	1708	1698	1714	554	0	+	40	7	1760	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/143459605/ccs	0.017999999225139618	0.01856	894	1498	1543	432	0	+	60	6	1724	0.03359999880194664	0.03422	192	1392		349	0	+	0	0	1724
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/18022534/ccs	0.0010999999940395355	0.00115	1691	1682	1714	548	0	+	31	7	1743	0.018400000408291817	0.01836	911	1562		440	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/159516547/ccs	0.0010000000474974513	0.00103	1923	1871	1714	606	0	+	60	7	1933	0.018300000578165054	0.01835	1584	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/66521804/ccs	0.06289999932050705	0.07976	567	861	876	184	0	+	11	5	1492	0.0763000026345253	0.09453	384	771		132	0	+	0	0	1481
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/113183318/ccs	0.0010999999940395355	0.00115	1690	1688	1720	551	0	+	31	7	1743	0.017799999564886093	0.01784	931	1566		442	0	+	0	0	1738
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/37224595/ccs	0.0017000000225380063	0.00172	1666	1680	1710	545	0	+	32	7	1745	0.01889999955892563	0.01891	886	1560		437	0	+	0	0	1745
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/87951336/ccs	0.0006000000284984708	0.00057	1737	1708	1720	561	0	+	43	7	1763	0.01730000041425228	0.01727	957	1572		444	0	+	0	0	1737
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/167970642/ccs	0.004000000189989805	0.00395	1584	1681	1687	534	0	+	57	7	1771	0.020800000056624413	0.02077	792	1540		417	0	+	0	0	1733
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/111346707/ccs	0.0007999999797903001	0.00081	1212	1206	1221	400	0	+	26	4	1238	0.017799999564886093	0.01777	666	1110		316	0	+	0	0	1238
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/5179475/ccs	0.0005000000237487257	0.00053	1892	1839	1669	603	0	+	60	7	1897	0.016499999910593033	0.01651	1556	1546		439	0	+	0	0	1696
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/8324852/ccs	0.0	0.0	817	800	801	278	0	+	48	2	817	0.014800000004470348	0.01478	500	750		221	0	+	0	0	812
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/134547815/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/16517689/ccs	0.0	0.0	1027	1005	1010	340	0	+	51	3	1027	0.019500000402331352	0.01947	507	914		256	0	+	0	0	1027
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/49021425/ccs	0.00430000014603138	0.00541	1632	1785	1676	569	0	+	60	6	1848	0.019899999722838402	0.01988	822	1535		427	0	+	0	0	1710
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/172033478/ccs	0.00139999995008111	0.00138	1394	1403	1424	458	0	+	20	5	1446	0.016699999570846558	0.0167	813	1308		363	0	+	0	0	1437
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/142412117/ccs	0.0215000007301569	0.02511	743	1427	1455	389	0	+	60	6	1633	0.0364999994635582	0.04005	151	1290		308	0	+	0	0	1623
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/100597779/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/28049499/ccs	0.003100000089034438	0.00313	1465	1528	1540	487	0	+	42	6	1595	0.018300000578165054	0.0183	831	1427		394	0	+	0	0	1585
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/24314999/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/143133531/ccs	0.0012000000569969416	0.00122	1589	1584	1607	519	0	+	35	6	1641	0.017100000753998756	0.01706	913	1485		424	0	+	0	0	1641
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/89130462/ccs	0.001500000013038516	0.00149	1291	1306	1331	428	0	+	16	4	1343	0.017000000923871994	0.01701	754	1229		347	0	+	0	0	1352
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/174720855/ccs	0.001500000013038516	0.0015	1279	1292	1307	425	0	+	24	4	1331	0.017999999225139618	0.01803	707	1193		336	0	+	0	0	1331
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/98240137/ccs	0.0	0.0	1147	1116	1127	376	0	+	44	4	1147	0.018300000578165054	0.01831	601	1027		291	0	+	0	0	1147
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/110100860/ccs	0.01590000092983246	0.01695	612	969	973	283	0	+	60	3	1062	0.03460000082850456	0.03568	95	843		217	0	+	0	0	1065
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/147587288/ccs	0.0006000000284984708	0.00057	1716	1688	1720	554	0	+	30	7	1742	0.01730000041425228	0.01727	957	1572		444	0	+	0	0	1737
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/111673800/ccs	0.0017000000225380063	0.00169	1131	1144	1155	375	0	+	44	4	1185	0.01940000057220459	0.01941	585	1046		291	0	+	0	0	1185
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/21955384/ccs	0.0006000000284984708	0.00057	1718	1688	1720	554	0	+	30	7	1744	0.017799999564886093	0.01778	938	1572		444	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/95552869/ccs	0.0006000000284984708	0.00063	1557	1532	1544	502	0	+	40	6	1583	0.01640000008046627	0.01642	907	1435		407	0	+	0	0	1583
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/19137931/ccs	0.0005000000237487257	0.00051	1953	1900	1704	619	0	+	60	7	1958	0.017400000244379044	0.01736	1578	1561		440	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/30343619/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/138086968/ccs	0.0017000000225380063	0.0017	1682	1691	1707	552	0	+	41	7	1761	0.017899999395012856	0.01788	928	1560		439	0	+	0	0	1734
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/25103019/ccs	0.0	0.0	1027	1005	1010	340	0	+	51	3	1027	0.019500000402331352	0.01947	507	914		256	0	+	0	0	1027
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/13895677/ccs	0.0012000000569969416	0.00116	1676	1666	1698	543	0	+	31	7	1728	0.017899999395012856	0.01794	922	1551		436	0	+	0	0	1728
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/109446033/ccs	0.0010999999940395355	0.00115	1691	1687	1719	549	0	+	31	7	1743	0.018300000578165054	0.01836	911	1565		441	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/74581283/ccs	0.0	0.0	908	894	903	307	0	+	46	2	908	0.01850000023841858	0.01854	475	811		234	0	+	0	0	917
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/1050419/ccs	0.002400000113993883	0.00242	1163	1196	1211	389	0	+	27	4	1241	0.01850000023841858	0.01853	643	1104		309	0	+	0	0	1241
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/162924962/ccs	0.0	0.0	891	875	874	300	0	+	60	2	891	0.019099999219179153	0.01908	449	791		231	0	+	0	0	891
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/125436423/ccs	0.0010999999940395355	0.00115	1692	1682	1714	548	0	+	31	7	1744	0.018300000578165054	0.01835	912	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/39979493/ccs	0.0010999999940395355	0.00115	1691	1679	1711	547	0	+	31	7	1743	0.018400000408291817	0.01836	911	1562		440	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/175311074/ccs	0.06520000100135803	0.08537	630	949	963	189	0	+	39	6	1640	0.08190000057220459	0.09939	392	847		143	0	+	0	0	1630
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/78317195/ccs	0.0017000000225380063	0.00174	1649	1665	1697	539	0	+	32	7	1727	0.01850000023841858	0.01853	895	1550		432	0	+	0	0	1727
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/134547012/ccs	0.007799999788403511	0.00785	909	1073	1078	332	0	+	56	4	1147	0.026100000366568565	0.02616	363	946		262	0	+	0	0	1147
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/68617721/ccs	0.00139999995008111	0.00137	1413	1419	1440	460	0	+	20	5	1465	0.01769999973475933	0.01775	789	1315		366	0	+	0	0	1465
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/143066927/ccs	0.0	0.0	936	911	916	310	0	+	55	3	936	0.019200000911951065	0.01923	468	824		237	0	+	0	0	936
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/156238743/ccs	0.0013000000035390258	0.00133	1448	1454	1473	472	0	+	30	5	1500	0.01730000041425228	0.01733	824	1350		378	0	+	0	0	1500
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/135793181/ccs	0.0012000000569969416	0.00125	1553	1550	1573	503	0	+	36	6	1605	0.016899999231100082	0.01688	898	1451		408	0	+	0	0	1600
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/136775098/ccs	0.007400000002235174	0.00742	1405	1646	1677	505	0	+	38	7	1753	0.023499999195337296	0.02354	667	1514		411	0	+	0	0	1742
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/178194451/ccs	0.0027000000700354576	0.0027	1720	1790	1713	573	0	+	60	7	1850	0.020099999383091927	0.02011	830	1561		435	0	+	0	0	1740
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/3211966/ccs	0.004399999976158142	0.0044	804	885	892	291	0	+	54	2	910	0.023800000548362732	0.02389	347	796		220	0	+	0	0	921
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/177735192/ccs	0.002300000051036477	0.00229	1639	1682	1711	544	0	+	33	7	1743	0.019500000402331352	0.01951	859	1552		437	0	+	0	0	1743
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/154403274/ccs	0.002400000113993883	0.00321	1167	1205	1220	392	0	+	27	4	1248	0.019200000911951065	0.02003	621	1098		311	0	+	0	0	1248
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/127664636/ccs	0.000699999975040555	0.00067	1473	1457	1476	479	0	+	30	5	1499	0.01600000075995922	0.01601	875	1362		384	0	+	0	0	1499
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/164366493/ccs	0.0010000000474974513	0.00102	1949	1897	1714	614	0	+	60	7	1959	0.018300000578165054	0.01835	1584	1562		440	0	+	0	0	1744
EEF1A1~LOC109023808	artifact_retro	m64076_221110_210557/41287928/ccs	0.0010999999940395355	0.00115	1692	1684	1716	549	0	+	31	7	1744	0.018300000578165054	0.01835	912	1556		439	0	+	0	0	1744
