Gene Name	ENSEMBL	Gene ID	Biotype	In Table S1 (SD98 gene set)	SD Unit	Median famCN	No. Assigned Families	Family ID	Family MAD	No. Family Members	No. Protein Coding	No. Unprocessed Pseudogene	Max famCN Great Apes	Min famCN Great Apes	famCN Status per Paralog	Non-Syntenic with Chimpanzee	parCN Category	Fetal brain Expression
TAF11L5	ENSG00000284234.1	LOFF_G0002192	protein_coding	Yes	SD11989	71.0277225	1	ID_210	0.20604762	43.0	40.0	0.0	1051.22815	62.228162	Undetermined	-	Nearly-Fixed	No
TAF11L5	ENSG00000284234.1	LOFF_G0002193	protein_coding	Yes	SD11989	71.0038548	1	ID_210	0.20604762	43.0	40.0	0.0	1051.43045	62.2819805	Undetermined	-	Polymorphic	No
TAF11L5	ENSG00000284234.1	LOFF_G0002194	protein_coding	Yes	SD11989	68.5587345	1	ID_210	0.20604762	43.0	40.0	0.0	1026.0212	61.776386	Undetermined	-	Polymorphic	No
TAF11L5	ENSG00000284234.1	LOFF_G0002195	protein_coding	Yes	SD11989	68.81881	1	ID_210	0.20604762	43.0	40.0	0.0	1026.6409	61.769733	Undetermined	-	Polymorphic	No
TAF11L5	ENSG00000284234.1	LOFF_G0002196	protein_coding	Yes	SD11989	69.7124775	1	ID_210	0.20604762	43.0	40.0	0.0	1054.8977	62.893265	Undetermined	-	Polymorphic	No
TAF11L5	ENSG00000284234.1	LOFF_G0002197	protein_coding	Yes	SD11989	71.1655938	1	ID_210	0.20604762	43.0	40.0	0.0	1037.9324	62.5041535	Undetermined	-	Polymorphic	No
TAF11L5	ENSG00000284234.1	LOFF_G0002198	protein_coding	Yes	SD11989	71.1936888	1	ID_210	0.20604762	43.0	40.0	0.0	1066.30605	63.0398805	Undetermined	-	Polymorphic	No
TAF11L5	ENSG00000284234.1	LOFF_G0002199	protein_coding	Yes	SD11989	71.138045	1	ID_210	0.20604762	43.0	40.0	0.0	1060.4555	63.1109655	Undetermined	-	Polymorphic	No
TAF11L5	ENSG00000284234.1	LOFF_G0002200	protein_coding	Yes	SD11989	69.00818	1	ID_210	0.20604762	43.0	40.0	0.0	1047.9679	62.138023	Undetermined	-	Nearly-Fixed	No
TAF11L5	ENSG00000284234.1	LOFF_G0002201	protein_coding	Yes	SD11989	69.214792	1	ID_210	0.20604762	43.0	40.0	0.0	1049.9525	62.38347	Undetermined	-	Nearly-Fixed	No
TAF11L6	ENSG00000284042.1	CHM13_G0043959	protein_coding	Yes	SD11989	71.2019035	1	ID_210	0.20604762	43.0	40.0	0.0	1061.31185	62.689237	Undetermined	-	Nearly-Fixed	No
TAF11L7	ENSG00000284465.1	LOFF_G0002180	protein_coding	Yes	SD11989	71.153924	1	ID_210	0.20604762	43.0	40.0	0.0	1059.43205	62.826985	Undetermined	-	Nearly-Fixed	No
TAF11L8	ENSG00000283967.1	LOFF_G0002182	protein_coding	Yes	SD11989	71.17243	1	ID_210	0.20604762	43.0	40.0	0.0	1061.50995	62.7754135	Undetermined	-	Nearly-Fixed	No
TAF11L9	ENSG00000283988.1	LOFF_G0002183	protein_coding	Yes	SD11989	70.8392223	1	ID_210	0.20604762	43.0	40.0	0.0	1037.80965	61.979576	Undetermined	-	Nearly-Fixed	No
AC239798.1	ENSG00000233430.3	CHM13_G0002860	unprocessed_pseudogene	Yes	SD10151,SD4060,SD4068,SD4093	7.52943993	1	ID_211	0.03809075	4.0	0.0	4.0	2.1179895	1.8436038	Duplicated in humans	-	Nearly-Fixed	No
AC241377.2	ENSG00000275585.2	CHM13_G0002813	transcribed_unprocessed_pseudogene	Yes	SD10151,SD10161,SD2778,SD3881,SD3903,SD3914,SD3926,SD3938,SD3959,SD3978,SD4033,SD4045,SD4060,SD4068,SD4093,SD5379,SD6384,SD6719	7.582359	1	ID_211	0.03809075	4.0	0.0	4.0	3.48419345	2.72848765	Expanded in humans	chr1:121027000-121406000	Fixed	Yes
AC241585.3	ENSG00000283752.1	CHM13_G0002895	unprocessed_pseudogene	Yes	SD4060,SD4068,SD4093	7.48873342	1	ID_211	0.03809075	4.0	0.0	4.0	2.0837066	1.8580122	Duplicated in humans	chr1:144204000-144313000	Nearly-Fixed	Yes
AC243772.3	ENSG00000234232.7	CHM13_G0003050	transcribed_unprocessed_pseudogene	Yes	SD10151,SD10161,SD2578,SD3881,SD3903,SD3914,SD3926,SD3938,SD3959,SD3978,SD4033,SD4045,SD4060,SD4068,SD4093,SD5379,SD6384,SD6719	7.60562143	1	ID_211	0.03809075	4.0	0.0	4.0	3.45295285	2.7001873	Expanded in humans	-	Nearly-Fixed	Yes
AC239800.1	ENSG00000223779.6	CHM13_G0002855	unprocessed_pseudogene	Yes	.	6.84977595	1	ID_212	0.3951075	11.0	0.0	5.0	7.12217315	3.705465	Expanded in great apes	-	Nearly-Fixed	Yes
AC239800.2	ENSG00000232721.2	CHM13_G0002854	lncRNA	No	.	N/A	1	ID_212	0.3951075	11.0	0.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
AC241377.4	ENSG00000285215.2	CHM13_G0002812	transcribed_unprocessed_pseudogene	Yes	SD2815,SD4060	7.0921035	1	ID_212	0.3951075	11.0	0.0	5.0	7.128045	3.5690248	Expanded in great apes	-	Nearly-Fixed	Yes
AC242842.1	ENSG00000275557.1	CHM13_G0003047	lncRNA	No	.	N/A	2	ID_212	0.3951075	11.0	0.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
AC244669.1	ENSG00000223804.5	CHM13_G0002797	transcribed_unprocessed_pseudogene	Yes	SD4662	8.19090775	1	ID_212	0.3951075	11.0	0.0	5.0	4.3719302	2.6573615	Expanded in humans	chr1:120307000-120367000	Polymorphic	Yes
AC245100.8	ENSG00000285062.1	CHM13_G0002967	transcribed_unprocessed_pseudogene	Yes	.	8.146327	1	ID_212	0.3951075	11.0	0.0	5.0	4.4177175	2.4512103	Expanded in humans	-	Nearly-Fixed	Yes
AC245297.3	ENSG00000274265.5	CHM13_G0002956	lncRNA	No	SD4662	N/A	2	ID_212	0.3951075	11.0	0.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC00623	ENSG00000226067.7	CHM13_G0002810	lncRNA	No	SD2570,SD2815,SD4060	N/A	2	ID_212	0.3951075	11.0	0.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC00869	ENSG00000277147.6	CHM13_G0003045	transcribed_unprocessed_pseudogene	Yes	SD2570	8.5414345	1	ID_212	0.3951075	11.0	0.0	5.0	5.65049865	4.5586761	Expanded in humans	-	Fixed	Yes
LINC01138	ENSG00000274020.4	CHM13_G0002964	lncRNA	No	SD2131,SD2562,SD2564,SD2565,SD2567,SD2578,SD2778,SD2779,SD2781,SD2782,SD2783,SD2784,SD2785,SD2788,SD2789,SD2790,SD2791,SD2793,SD2805,SD4055,SD4201,SD4466,SD4468,SD5379,SD5380,SD5382,SD5386,SD5391,SD5392,SD5394,SD5395,SD5396,SD5398,SD5399,SD5404,SD5405,SD6026,SD6027,SD6028,SD6029,SD6032,SD6274,SD6292,SD6307,SD6320,SD6323,SD6326,SD6340,SD6346,SD6384,SD6385,SD6387,SD6388,SD6389,SD6390,SD6391,SD6392,SD6393,SD6395,SD6396,SD6397,SD6414,SD6420,SD6434,SD6463,SD6478,SD6479,SD6480,SD6497,SD6500,SD6502,SD6504,SD6506,SD6719	N/A	2	ID_212	0.3951075	11.0	0.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC02591	ENSG00000263590.2	CHM13_G0002858	lncRNA	No	.	N/A	2	ID_212	0.3951075	11.0	0.0	5.0	N/A	N/A	N/A	N/A	N/A	N/A
AC239804.2	ENSG00000274019.1	CHM13_G0002954	unprocessed_pseudogene	Yes	SD2794,SD2805,SD2816,SD5491,SD6026,SD6027,SD6028,SD6029,SD6032,SD6716	9.30680075	1	ID_213	0.08097462	6.0	0.0	6.0	5.3645124	2.7182026	Expanded in humans	-	Nearly-Fixed	No
AC239804.2	ENSG00000274019.1	LOFF_G0000065	unprocessed_pseudogene	Yes	SD2794,SD2805,SD5491,SD6026,SD6027,SD6028,SD6029,SD6032,SD6716	9.197003	1	ID_213	0.08097462	6.0	0.0	6.0	5.31723085	2.5231007	Expanded in humans	-	Nearly-Fixed	No
AC239809.1	ENSG00000224335.2	CHM13_G0002987	unprocessed_pseudogene	Yes	.	10.1874945	1	ID_213	0.08097462	6.0	0.0	6.0	6.610659	3.2959437	Undetermined	-	Nearly-Fixed	Yes
AC239809.1	ENSG00000224335.2	LOFF_G0000163	unprocessed_pseudogene	Yes	.	10.079074	1	ID_213	0.08097462	6.0	0.0	6.0	6.8837757	3.3654413	Undetermined	-	Nearly-Fixed	Yes
AC245407.1	ENSG00000277655.1	CHM13_G0003035	unprocessed_pseudogene	Yes	SD6716	9.1955885	1	ID_213	0.08097462	6.0	0.0	6.0	4.93387125	1.46799415	Expanded in humans	-	Nearly-Fixed	Yes
AC246785.1	ENSG00000229002.1	CHM13_G0002876	unprocessed_pseudogene	Yes	SD5491,SD6716	9.146266	1	ID_213	0.08097462	6.0	0.0	6.0	5.0750185	1.60874575	Expanded in humans	chr1:143519000-143597000	Nearly-Fixed	No
AC239809.3	ENSG00000227733.10	CHM13_G0002985	lncRNA	No	SD6042,SD6049,SD6057,SD6063,SD6088,SD6721,SD6722,SD6723,SD9710	N/A	1	ID_214	0.04626412	3.0	1.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
HYDIN2	ENSG00000276975.3	CHM13_G0003032	transcribed_unprocessed_pseudogene	Yes	SD6590,SD6721,SD6722,SD6723,SD9562,SD9710	3.9718554	1	ID_214	0.04626412	3.0	1.0	1.0	2.211599	2.0209719	Duplicated in humans	chr1:147955000-148054000,chr1:148110000-148178000	Fixed	Yes
HYDIN	ENSG00000157423.18	CHM13_G0022160	protein_coding	Yes	SD6590	3.87932715	1	ID_214	0.04626412	3.0	1.0	1.0	2.0787637	1.935813	Duplicated in humans	-	Fixed	Yes
AC239860.1	ENSG00000275064.1	CHM13_G0002912	unprocessed_pseudogene	Yes	SD2798,SD2799,SD2800,SD2801,SD2803,SD2804	8.12039	1	ID_215	0.32870103	11.0	1.0	6.0	10.145853	8.153653	Expanded in great apes	-	Fixed	No
AC239860.2	ENSG00000278182.1	CHM13_G0002911	unprocessed_pseudogene	Yes	SD5454	7.80591708	1	ID_215	0.32870103	11.0	1.0	6.0	6.12165165	4.09526155	Expanded in humans	-	Nearly-Fixed	No
AC241952.1	ENSG00000275131.3	CHM13_G0002801	transcribed_unprocessed_pseudogene	Yes	SD10151,SD10854,SD10855,SD10856,SD10857,SD10860,SD10864,SD2466,SD2575,SD2798,SD2799,SD2800,SD2801,SD2802,SD2803,SD2804,SD2805,SD2815,SD4060,SD4093,SD4106,SD4128,SD4133,SD4143,SD4170,SD4255,SD4447,SD4448,SD4449,SD4450,SD4452,SD4463,SD5454,SD6326,SD6327,SD7173	7.0964292	1	ID_215	0.32870103	11.0	1.0	6.0	4.4975657	2.4979377	Expanded in humans	-	Fixed	Yes
AC244394.2	ENSG00000234225.2	LOFF_G0000067	lncRNA	No	.	N/A	1	ID_215	0.32870103	11.0	1.0	6.0	N/A	N/A	N/A	N/A	N/A	N/A
AC244669.2	ENSG00000274642.1	CHM13_G0002795	unprocessed_pseudogene	Yes	SD10854,SD10855,SD10856,SD10857,SD10860,SD10864,SD7173	7.68253258	1	ID_215	0.32870103	11.0	1.0	6.0	4.2959052	2.1206392	Expanded in humans	chr1:120307000-120367000	Nearly-Fixed	Yes
AC245297.1	ENSG00000215861.6	CHM13_G0002957	transcribed_unprocessed_pseudogene	Yes	SD10854,SD10855,SD10856,SD10857,SD10860,SD10864,SD7173	7.71075833	1	ID_215	0.32870103	11.0	1.0	6.0	4.31201585	2.1724929	Expanded in humans	-	Nearly-Fixed	Yes
BX284668.1	ENSG00000223643.6	CHM13_G0000543	lncRNA	No	.	N/A	1	ID_215	0.32870103	11.0	1.0	6.0	N/A	N/A	N/A	N/A	N/A	N/A
BX284668.1	ENSG00000223643.6	LOFF_G0000023	lncRNA	No	.	N/A	1	ID_215	0.32870103	11.0	1.0	6.0	N/A	N/A	N/A	N/A	N/A	N/A
BX284668.1	ENSG00000223643.6	LOFF_G0000027	lncRNA	No	.	N/A	1	ID_215	0.32870103	11.0	1.0	6.0	N/A	N/A	N/A	N/A	N/A	N/A
PDE4DIP	ENSG00000178104.19	CHM13_G0002947	protein_coding	Yes	SD10151,SD10854,SD10855,SD10856,SD10857,SD10860,SD10864,SD2575,SD2798,SD2799,SD2800,SD2801,SD2802,SD2803,SD2804,SD2805,SD2808,SD2815,SD4060,SD4093,SD4106,SD4128,SD4133,SD4143,SD4170,SD4255,SD4386,SD4447,SD4448,SD4449,SD4450,SD4452,SD4463,SD5454,SD5491,SD6326,SD6327,SD7173	6.69884284	1	ID_215	0.32870103	11.0	1.0	6.0	9.023683	2.2555017	Expanded in great apes	-	Fixed	Yes
PDE4DIPP1	ENSG00000229828.2	CHM13_G0002993	unprocessed_pseudogene	Yes	SD2798,SD2799,SD2800,SD2801,SD2803,SD2804,SD5454	7.9924922	1	ID_215	0.32870103	11.0	1.0	6.0	9.56447	7.9540224	Expanded in great apes	-	Fixed	No
AC240565.1	ENSG00000280136.2	CHM13_G0041003	lncRNA	No	.	N/A	2	ID_216	0.0	5.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AL627309.5	ENSG00000241860.7	CHM13_G0022673	lncRNA	No	SD7786	N/A	2	ID_216	0.0	5.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
BET1L	ENSG00000177951.17	CHM13_G0007799	protein_coding	Yes	SD3206,SD5849	702.276935	1	ID_216	0.0	5.0	1.0	0.0	3536.48325	0.5578071	Undetermined	-	Polymorphic	Yes
FAM157C	ENSG00000260528.5	CHM13_G0022670	lncRNA	No	SD3763,SD7786	N/A	5	ID_216	0.0	5.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC01002	ENSG00000282508.2	CHM13_G0026979	lncRNA	No	SD7786	N/A	3	ID_216	0.0	5.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AC242498.1	ENSG00000271644.1	CHM13_G0002893	processed_pseudogene	No	.	N/A	1	ID_217	0.0	4.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC243994.1	ENSG00000275129.1	CHM13_G0002825	processed_pseudogene	No	.	N/A	1	ID_217	0.0	4.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC244023.1	ENSG00000229509.1	CHM13_G0004513	unprocessed_pseudogene	Yes	.	6.1195629	1	ID_217	0.0	4.0	0.0	1.0	2.2209768	1.6872491	Duplicated in humans	-	Fixed	No
AL356157.2	ENSG00000270767.1	CHM13_G0006189	processed_pseudogene	No	.	N/A	1	ID_217	0.0	4.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC242842.1	ENSG00000275557.1	CHM13_G0003047	lncRNA	No	.	N/A	2	ID_218	0.0	6.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC245297.3	ENSG00000274265.5	CHM13_G0002956	lncRNA	No	SD4662	N/A	2	ID_218	0.0	6.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC00623	ENSG00000226067.7	CHM13_G0002810	lncRNA	No	SD2570,SD2815,SD4060	N/A	2	ID_218	0.0	6.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC01138	ENSG00000274020.4	CHM13_G0002964	lncRNA	No	SD2131,SD2562,SD2564,SD2565,SD2567,SD2578,SD2778,SD2779,SD2781,SD2782,SD2783,SD2784,SD2785,SD2788,SD2789,SD2790,SD2791,SD2793,SD2805,SD4055,SD4201,SD4466,SD4468,SD5379,SD5380,SD5382,SD5386,SD5391,SD5392,SD5394,SD5395,SD5396,SD5398,SD5399,SD5404,SD5405,SD6026,SD6027,SD6028,SD6029,SD6032,SD6274,SD6292,SD6307,SD6320,SD6323,SD6326,SD6340,SD6346,SD6384,SD6385,SD6387,SD6388,SD6389,SD6390,SD6391,SD6392,SD6393,SD6395,SD6396,SD6397,SD6414,SD6420,SD6434,SD6463,SD6478,SD6479,SD6480,SD6497,SD6500,SD6502,SD6504,SD6506,SD6719	N/A	2	ID_218	0.0	6.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
LINC01145	ENSG00000272419.6	CHM13_G0002896	transcribed_unprocessed_pseudogene	Yes	.	12.6114905	1	ID_218	0.0	6.0	0.0	1.0	5.54580905	3.9464073	Undetermined	chr1:144204000-144313000	Fixed	Yes
LINC02591	ENSG00000263590.2	CHM13_G0002858	lncRNA	No	.	N/A	2	ID_218	0.0	6.0	0.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
AC243547.3	ENSG00000280778.1	CHM13_G0002929	protein_coding	Yes	.	2.0673157	1	ID_219	0.0	2.0	1.0	0.0	2.3308663	1.5782905	Expanded in great apes	-	Nearly-Fixed	Yes
LIX1L-AS1	ENSG00000234222.6	CHM13_G0002928	lncRNA	No	.	N/A	1	ID_219	0.0	2.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AC243725.1	ENSG00000283566.2	CHM13_G0023578	unprocessed_pseudogene	Yes	SD1945	3.06096508	1	ID_220	0.08143074	2.0	1.0	1.0	4.7098115	1.8211093	Expanded in great apes	-	Fixed	No
MAP2K3	ENSG00000034152.19	CHM13_G0023560	protein_coding	Yes	.	2.8981036	1	ID_220	0.08143074	2.0	1.0	1.0	4.82544585	1.9403659	Expanded in great apes	-	Fixed	Yes
AC243829.3	ENSG00000276755.1	CHM13_G0024047	unprocessed_pseudogene	Yes	.	13.8465732	1	ID_221	0.06090775	5.0	0.0	5.0	13.6551985	7.35612665	Undetermined	chr17:37166000-37217000	Polymorphic	No
AC243829.3	ENSG00000276755.1	LOFF_G0001306	unprocessed_pseudogene	Yes	.	13.7768708	1	ID_221	0.06090775	5.0	0.0	5.0	13.3112815	7.5100872	Undetermined	chr17:37291000-37345000	Polymorphic	Yes
AC243829.3	ENSG00000276755.1	LOFF_G0001313	unprocessed_pseudogene	Yes	.	13.845957	1	ID_221	0.06090775	5.0	0.0	5.0	13.138025	7.0486956	Undetermined	chr17:37391000-37446000	Nearly-Fixed	No
AC243829.3	ENSG00000276755.1	LOFF_G0001318	unprocessed_pseudogene	Yes	.	13.715963	1	ID_221	0.06090775	5.0	0.0	5.0	12.264574	7.0346804	Undetermined	chr17:38928000-38990000	Polymorphic	No
AC243829.3	ENSG00000276755.1	LOFF_G0001321	unprocessed_pseudogene	Yes	.	13.7448698	1	ID_221	0.06090775	5.0	0.0	5.0	12.612755	7.1001368	Undetermined	chr17:39010000-39071000	Nearly-Fixed	No
AC243829.6	ENSG00000278395.1	CHM13_G0024056	unprocessed_pseudogene	Yes	.	21.6395195	1	ID_222	0.16105588	6.0	0.0	6.0	46.101663	13.599165	Undetermined	chr17:37391000-37446000	Nearly-Fixed	No
AC243829.6	ENSG00000278395.1	LOFF_G0001300	unprocessed_pseudogene	Yes	.	21.199795	1	ID_222	0.16105588	6.0	0.0	6.0	41.7357635	13.2252645	Undetermined	chr17:37166000-37217000	Polymorphic	No
AC243829.6	ENSG00000278395.1	LOFF_G0001307	unprocessed_pseudogene	Yes	.	21.6343527	1	ID_222	0.16105588	6.0	0.0	6.0	45.43487	13.8379095	Undetermined	chr17:37291000-37345000	Polymorphic	Yes
AC243829.6	ENSG00000278395.1	LOFF_G0001317	unprocessed_pseudogene	Yes	.	21.7406723	1	ID_222	0.16105588	6.0	0.0	6.0	43.8468095	13.7918955	Undetermined	chr17:38928000-38990000	Polymorphic	No
AC243829.6	ENSG00000278395.1	LOFF_G0001322	unprocessed_pseudogene	Yes	.	21.8553118	1	ID_222	0.16105588	6.0	0.0	6.0	47.8054985	14.049631	Undetermined	chr17:39010000-39071000	Polymorphic	No
AC243829.6	ENSG00000278395.1	LOFF_G0001343	unprocessed_pseudogene	Yes	.	20.8746683	1	ID_222	0.16105588	6.0	0.0	6.0	45.876022	13.7596375	Undetermined	-	Fixed	Yes
AC244230.1	ENSG00000279458.2	CHM13_G0006243	lncRNA	No	SD2253,SD2256,SD2258,SD2259,SD2260,SD2262,SD2265	N/A	2	ID_223	0.03141066	6.0	2.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AC244230.2	ENSG00000285402.1	CHM13_G0006245	lncRNA	No	SD8650,SD8652,SD8653,SD8654,SD8655	N/A	1	ID_223	0.03141066	6.0	2.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AC245041.2	ENSG00000276850.5	CHM13_G0006287	lncRNA	No	SD8650,SD8652,SD8653,SD8654,SD8655	N/A	1	ID_223	0.03141066	6.0	2.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
ANXA8	ENSG00000265190.7	CHM13_G0006270	protein_coding	Yes	.	3.41588348	1	ID_223	0.03141066	6.0	2.0	0.0	3.8915162	2.2030215	Expanded in great apes	-	Nearly-Fixed	No
ANXA8L1	ENSG00000264230.9	CHM13_G0006244	protein_coding	Yes	.	3.35306215	1	ID_223	0.03141066	6.0	2.0	0.0	4.0218687	2.2149997	Expanded in great apes	-	Nearly-Fixed	No
LINC00842	ENSG00000285294.1	CHM13_G0006246	lncRNA	No	SD8650,SD8652,SD8653,SD8654,SD8655	N/A	1	ID_223	0.03141066	6.0	2.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
AC244230.1	ENSG00000279458.2	CHM13_G0006243	lncRNA	No	SD2253,SD2256,SD2258,SD2259,SD2260,SD2262,SD2265	N/A	2	ID_224	0.06120033	4.0	2.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
FAM25BP	ENSG00000273225.4	CHM13_G0006242	transcribed_unprocessed_pseudogene	Yes	SD2258,SD2259,SD2260,SD2262,SD2265,SD2266,SD2267	7.35572407	1	ID_224	0.06120033	4.0	2.0	1.0	8.32500875	3.78374555	Expanded in great apes	-	Nearly-Fixed	Yes
FAM25C	ENSG00000276430.3	CHM13_G0006290	protein_coding	Yes	SD2258,SD2259,SD2260,SD2262,SD2265,SD2266,SD2267	7.25245625	1	ID_224	0.06120033	4.0	2.0	1.0	8.178673	3.85140865	Expanded in great apes	-	Nearly-Fixed	No
FAM25G	ENSG00000189090.7	CHM13_G0006272	protein_coding	Yes	SD2258,SD2259,SD2260,SD2262,SD2265,SD2266,SD2267	7.4169244	1	ID_224	0.06120033	4.0	2.0	1.0	8.3711745	3.75755885	Expanded in great apes	-	Nearly-Fixed	No
AC244255.1	ENSG00000277852.1	CHM13_G0031512	unprocessed_pseudogene	Yes	.	3.19380915	1	ID_225	0.0108576	2.0	0.0	2.0	2.2305112	0.0	Duplicated in humans	-	Polymorphic	No
AC244255.1	ENSG00000277852.1	LOFF_G0001470	unprocessed_pseudogene	Yes	.	3.21552435	1	ID_225	0.0108576	2.0	0.0	2.0	1.9850283	0.0	Duplicated in humans	-	Nearly-Fixed	No
AC244453.3	ENSG00000234998.1	CHM13_G0002817	lncRNA	No	SD10158,SD10160	N/A	1	ID_226	0.19317622	6.0	3.0	2.0	N/A	N/A	N/A	N/A	N/A	N/A
H2BC18	ENSG00000203814.6	CHM13_G0003054	protein_coding	Yes	SD10158,SD10160	5.7738512	1	ID_226	0.19317622	6.0	3.0	2.0	2.2170916	2.0092964	Duplicated in humans	-	Fixed	Yes
H2BP1	ENSG00000223345.3	CHM13_G0002819	transcribed_unprocessed_pseudogene	Yes	SD10158,SD10160	5.96702742	1	ID_226	0.19317622	6.0	3.0	2.0	2.314124	2.03482885	Duplicated in humans	chr1:121027000-121406000	Nearly-Fixed	Yes
H3-2	ENSG00000273213.3	CHM13_G0002864	protein_coding	Yes	SD10158,SD10160	5.8950062	1	ID_226	0.19317622	6.0	3.0	2.0	2.303813	2.0682507	Duplicated in humans	chr1:142914000-143153000	Nearly-Fixed	Yes
H3C13	ENSG00000183598.4	CHM13_G0003056	protein_coding	Yes	SD10158	5.22500518	1	ID_226	0.19317622	6.0	3.0	2.0	8.4123475	3.1052011	Expanded in great apes	-	Fixed	Yes
H3P4	ENSG00000213244.3	CHM13_G0002821	unprocessed_pseudogene	Yes	SD10158	4.7958083	1	ID_226	0.19317622	6.0	3.0	2.0	6.924715	2.3179681	Expanded in great apes	chr1:121027000-121406000	Nearly-Fixed	Yes
AC245033.3	ENSG00000278603.1	LOFF_G0000983	unprocessed_pseudogene	Yes	SD5541,SD5859	5.0791315	1	ID_227	0.00318362	2.0	0.0	2.0	4.55757	1.8189179	Expanded in humans	-	Nearly-Fixed	Yes
AC245033.3	ENSG00000278603.1	LOFF_G0000988	unprocessed_pseudogene	Yes	SD5541,SD5859	5.07276425	1	ID_227	0.00318362	2.0	0.0	2.0	4.5607753	1.81934	Expanded in humans	-	Nearly-Fixed	No
ACR	ENSG00000100312.11	CHM13_G0037808	protein_coding	Yes	.	2.921571	1	ID_228	0.0	2.0	1.0	0.0	1.7925242	1.0176337	Duplicated in humans	-	Fixed	Yes
ACRP1	ENSG00000175509.8	CHM13_G0032078	processed_pseudogene	No	.	N/A	1	ID_228	0.0	2.0	1.0	0.0	N/A	N/A	N/A	N/A	N/A	N/A
ADAMTS7P1	ENSG00000274376.4	CHM13_G0019623	transcribed_unprocessed_pseudogene	Yes	SD4126,SD4127,SD4129,SD4130	3.31970465	1	ID_229	0.04436745	2.0	0.0	2.0	14.993076	3.8444989	Expanded in great apes	-	Fixed	No
ADAMTS7P4	ENSG00000218052.5	CHM13_G0019739	transcribed_unprocessed_pseudogene	Yes	SD4126,SD4127,SD4129,SD4130,SD465,SD5699	3.40843955	1	ID_229	0.04436745	2.0	0.0	2.0	15.833068	3.97350165	Expanded in great apes	-	Nearly-Fixed	Yes
AF254982.1	ENSG00000276556.1	CHM13_G0035642	unprocessed_pseudogene	Yes	.	6.977473	1	ID_230	0.04088075	3.0	0.0	3.0	11.271883	1.125601	Expanded in great apes	-	Polymorphic	No
AF254982.1	ENSG00000276556.1	LOFF_G0000583	unprocessed_pseudogene	Yes	.	6.93659225	1	ID_230	0.04088075	3.0	0.0	3.0	11.2798448	1.2230192	Expanded in great apes	-	Polymorphic	No
AF254982.1	ENSG00000276556.1	LOFF_G0000703	unprocessed_pseudogene	Yes	.	7.11976273	1	ID_230	0.04088075	3.0	0.0	3.0	11.2027218	1.19649095	Expanded in great apes	chr14:5996000-6100000	Polymorphic	No
AF254983.1	ENSG00000273840.1	CHM13_G0035644	lncRNA	No	SD5960,SD5971,SD7400,SD7402,SD7577,SD7579,SD7580	N/A	2	ID_231	0.311891	3.0	1.0	1.0	N/A	N/A	N/A	N/A	N/A	N/A
TPTE2P4	ENSG00000215506.5	CHM13_G0014228	unprocessed_pseudogene	Yes	SD5971	9.771589	1	ID_231	0.311891	3.0	1.0	1.0	63.73217	4.5654597	Expanded in great apes	chr13:14117000-14193000	Nearly-Fixed	No
TPTE	ENSG00000274391.4	CHM13_G0035643	protein_coding	Yes	SD5971	9.147807	1	ID_231	0.311891	3.0	1.0	1.0	64.33052	4.2941313	Expanded in great apes	chr21:11243000-11387000	Polymorphic	No
AF254983.2	ENSG00000278106.1	LOFF_G0000532	unprocessed_pseudogene	Yes	.	13.890997	1	ID_232	0.266952	6.0	0.0	6.0	11.0044845	0.76333102	Undetermined	chr13:10716000-10897000	Polymorphic	No
AF254983.2	ENSG00000278106.1	LOFF_G0000544	unprocessed_pseudogene	Yes	.	12.7464475	1	ID_232	0.266952	6.0	0.0	6.0	11.5734235	0.8189438	Undetermined	chr13:11464000-11553000	Polymorphic	No
AF254983.2	ENSG00000278106.1	LOFF_G0000592	unprocessed_pseudogene	Yes	.	13.6398943	1	ID_232	0.266952	6.0	0.0	6.0	11.604206	0.84048812	Undetermined	-	Polymorphic	No
