family_id	chrom	start	end	span	n_exon	n_reads	on_member	fp_flags	verdict
GWFAM208	chr5	71478918	71482200	3282	1	16	Y	-	KEEP
GWFAM208	chr5	71484208	71484639	431	1	5	N	single_exon_off	REVIEW
GWFAM209	chr5	70725766	70733985	8219	2	3	N	low_read,off_benchmark_family	DROP_FP
GWFAM209	chr5	71645562	71652630	7068	2	3	N	low_read,off_benchmark_family	DROP_FP
GWFAM210	chr5	70744529	70747955	3426	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM210	chr5	70945336	70955797	10461	1	396	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM211	chr5	70753126	70765200	12074	1	184	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM211	chr5	70926497	70936555	10058	1	110	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM211	chr5	71280676	71287971	7295	1	979	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM211	chr5	71614365	71623485	9120	1	406	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM211	chr5	71624182	71626393	2211	1	62	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM212	chr5	70799549	70801742	2193	1	9	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM212	chr5	71412526	71420009	7483	1	123	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM213	chr5	176593835	176600463	6628	1	42	N	single_exon_off	REVIEW
GWFAM213	chr5	176624618	176628661	4043	1	6	Y	-	KEEP
GWFAM213	chr5	178296126	178302281	6155	1	15	Y	-	KEEP
GWFAM213	chr5	178331131	178338830	7699	1	36	N	single_exon_off	REVIEW
GWFAM214	chr5	176601975	176604513	2538	1	32	Y	-	KEEP
GWFAM214	chr5	178327097	178329130	2033	1	9	Y	-	KEEP
GWFAM215	chr5	176633786	176660127	26341	18	98	Y	-	KEEP
GWFAM215	chr5	178265169	178272374	7205	4	73	Y	-	KEEP
GWFAM216	chr7	44136159	44137336	1177	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM216	chr7	103944323	103949281	4958	1	19	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM217	chr7	44169848	44177566	7718	3	45	N	-	KEEP
GWFAM217	chr7	68510452	68522660	12208	5	29	Y	-	KEEP
GWFAM217	chr7	76122434	76123444	1010	1	4	N	single_exon_off	REVIEW
GWFAM217	chr7	76793357	76802027	8670	5	3	N	low_read	DROP_FP
GWFAM217	chr7	78296949	78300267	3318	1	27	N	single_exon_off	REVIEW
GWFAM217	chr7	101540123	101576443	36320	7	26	Y	-	KEEP
GWFAM217	chr7	103976143	103983535	7392	3	54	N	-	KEEP
GWFAM218	chr7	66244389	66280907	36518	11	84	N	off_benchmark_family	DROP_FP
GWFAM218	chr7	66973178	66986345	13167	10	19	N	off_benchmark_family	DROP_FP
GWFAM219	chr7	66278288	66287469	9181	2	47	N	off_benchmark_family	DROP_FP
GWFAM219	chr7	66984225	66992944	8719	2	40	N	off_benchmark_family	DROP_FP
GWFAM220	chr7	74169423	74176532	7109	3	283	Y	-	KEEP
GWFAM220	chr7	74501747	74503381	1634	1	4	N	single_exon_off	REVIEW
GWFAM220	chr7	76704061	76710484	6423	3	193	Y	-	KEEP
GWFAM221	chr7	74175816	74180642	4826	4	41	Y	-	KEEP
GWFAM221	chr7	74502675	74509034	6359	10	105	N	-	KEEP
GWFAM221	chr7	76700063	76704731	4668	4	60	Y	-	KEEP
GWFAM222	chr7	74197898	74200490	2592	3	13	N	-	KEEP
GWFAM222	chr7	76680100	76682735	2635	2	31	Y	-	KEEP
GWFAM223	chr7	74202322	74206013	3691	1	44	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM223	chr7	76674707	76678797	4090	1	31	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM224	chr7	74207062	74208140	1078	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM224	chr7	76672459	76673999	1540	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM225	chr7	74221547	74224085	2538	1	9	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM225	chr7	76080295	76082614	2319	1	22	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM225	chr7	76656385	76657924	1539	1	7	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM226	chr7	74226723	74234169	7446	6	29	Y	-	KEEP
GWFAM226	chr7	76085484	76092920	7436	6	25	N	-	KEEP
GWFAM226	chr7	76651655	76653875	2220	2	14	N	-	KEEP
GWFAM227	chr7	74252320	74256344	4024	3	3	N	low_read	DROP_FP
GWFAM227	chr7	74276564	74281709	5145	1	17	Y	-	KEEP
GWFAM227	chr7	74305117	74310263	5146	5	3	Y	low_read	DROP_FP
GWFAM227	chr7	76106254	76110051	3797	1	17	Y	-	KEEP
GWFAM227	chr7	76113673	76114843	1170	1	3	Y	low_read	DROP_FP
GWFAM227	chr7	76485368	76490213	4845	1	11	N	single_exon_off	REVIEW
GWFAM227	chr7	76514933	76520091	5158	1	12	Y	-	KEEP
GWFAM227	chr7	76541905	76544886	2981	1	13	Y	-	KEEP
GWFAM227	chr7	76573001	76575074	2073	1	5	Y	-	KEEP
GWFAM227	chr7	76629007	76630396	1389	1	6	Y	-	KEEP
GWFAM227	chr7	101547785	101561864	14079	11	33	Y	-	KEEP
GWFAM228	chr7	74332541	74335034	2493	1	8	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM228	chr7	76462019	76463675	1656	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM229	chr7	75998460	76053901	55441	16	15	Y	giant_span	DROP_FP
GWFAM229	chr7	76296498	76299266	2768	1	31	Y	-	KEEP
GWFAM230	chr7	76115165	76119010	3845	1	20	Y	-	KEEP
GWFAM230	chr7	76538719	76540780	2061	1	5	Y	-	KEEP
GWFAM231	chr7	76638835	76646259	7424	5	3	Y	low_read	DROP_FP
GWFAM231	chr7	76798023	76798768	745	1	3	N	low_read,single_exon_off	DROP_FP
GWFAM231	chr7	78238721	78298002	59281	14	4	N	giant_span	DROP_FP
GWFAM231	chr7	101566893	101569664	2771	1	7	Y	-	KEEP
GWFAM232	chr7	76731173	76733498	2325	1	4	Y	-	KEEP
GWFAM232	chr7	77904513	77910480	5967	1	16	Y	-	KEEP
GWFAM233	chr7	144926073	144937330	11257	1	85	N	single_exon_off	REVIEW
GWFAM233	chr7	145023114	145057463	34349	1	652	Y	-	KEEP
GWFAM234	chr7	144945114	144956053	10939	1	25	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM234	chr7	145145535	145153472	7937	1	48	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM235	chr7	144953410	144965787	12377	7	28	N	off_benchmark_family	DROP_FP
GWFAM235	chr7	145133219	145144008	10789	7	21	N	off_benchmark_family	DROP_FP
GWFAM236	chr7	144970634	144980459	9825	3	15	N	-	KEEP
GWFAM236	chr7	145117063	145119138	2075	1	19	Y	-	KEEP
GWFAM236	chr7	145123708	145131116	7408	1	70	N	single_exon_off	REVIEW
GWFAM237	chr7	145001382	145005432	4050	1	11	Y	-	KEEP
GWFAM237	chr7	145092315	145117401	25086	2	13	Y	-	KEEP
GWFAM238	chr8	7020089	7054179	34090	5	2	N	low_read,off_benchmark_family	DROP_FP
GWFAM238	chr8	7567405	7570314	2909	1	7	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM238	chr8	7572553	7575281	2728	1	6	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM238	chr8	12672600	12692731	20131	4	3	N	low_read,off_benchmark_family	DROP_FP
GWFAM239	chr8	7064953	7072924	7971	1	19	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM239	chr8	7586315	7618726	32411	4	6	N	off_benchmark_family	DROP_FP
GWFAM239	chr8	12100999	12157168	56169	6	4	N	giant_span,off_benchmark_family	DROP_FP
GWFAM240	chr8	7081422	7084338	2916	1	19	N	single_exon_off	REVIEW
GWFAM240	chr8	7084743	7088680	3937	2	3	Y	low_read	DROP_FP
GWFAM240	chr8	7619153	7620680	1527	1	3	Y	low_read	DROP_FP
GWFAM240	chr8	12638421	12644467	6046	1	42	Y	-	KEEP
GWFAM241	chr8	7237456	7239760	2304	1	44	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM241	chr8	12485986	12490621	4635	1	32	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM242	chr9	39082851	39089150	6299	1	69	Y	-	KEEP
GWFAM242	chr9	41398417	41404043	5626	1	42	N	single_exon_off	REVIEW
GWFAM242	chr9	43440006	43444638	4632	1	49	Y	-	KEEP
GWFAM242	chr9	79065383	79070236	4853	1	48	Y	-	KEEP
GWFAM243	chr9	39179080	39301963	122883	9	29	Y	giant_span	DROP_FP
GWFAM243	chr9	41313653	41317029	3376	1	20	N	single_exon_off	REVIEW
GWFAM244	chr9	39320420	39322244	1824	1	13	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM244	chr9	41293850	41295674	1824	1	14	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM244	chr9	78811201	78813026	1825	1	7	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM245	chr9	39786010	39787705	1695	1	4	Y	-	KEEP
GWFAM245	chr9	44313341	44316277	2936	1	13	Y	-	KEEP
GWFAM246	chr9	40230592	40234709	4117	1	73	Y	-	KEEP
GWFAM246	chr9	44399126	44401498	2372	1	8	Y	-	KEEP
GWFAM246	chr9	77924714	77927995	3281	2	5	N	-	KEEP
GWFAM246	chr9	79634702	79638532	3830	1	94	Y	-	KEEP
GWFAM247	chr9	40237949	40243543	5594	3	431	Y	-	KEEP
GWFAM247	chr9	77917203	77921831	4628	2	4	N	-	KEEP
GWFAM248	chr9	40284162	40286861	2699	2	9	Y	-	KEEP
GWFAM248	chr9	44446329	44464301	17972	6	22	Y	-	KEEP
GWFAM249	chr9	40307904	40310453	2549	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM249	chr9	77850162	77852762	2600	1	10	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM250	chr9	40330124	40333751	3627	1	6	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM250	chr9	77808414	77811985	3571	1	8	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM250	chr9	79734329	79739316	4987	1	5	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM251	chr9	40338283	40344129	5846	2	104	Y	-	KEEP
GWFAM251	chr9	77797813	77803669	5856	2	75	Y	-	KEEP
GWFAM251	chr9	79742626	79748353	5727	2	60	N	-	KEEP
GWFAM252	chr9	40369532	40373026	3494	1	9	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM252	chr9	40375757	40380142	4385	1	6	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM252	chr9	77770244	77776115	5871	2	5	N	off_benchmark_family	DROP_FP
GWFAM253	chr9	40383786	40385676	1890	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM253	chr9	77746792	77760621	13829	1	41	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM254	chr9	41343559	41345514	1955	1	6	Y	-	KEEP
GWFAM254	chr9	43498550	43500739	2189	1	4	Y	-	KEEP
GWFAM254	chr9	79009011	79011700	2689	1	5	Y	-	KEEP
GWFAM255	chr9	41354124	41356025	1901	1	44	Y	-	KEEP
GWFAM255	chr9	43488037	43490897	2860	1	15	Y	-	KEEP
GWFAM255	chr9	79020323	79022221	1898	1	29	Y	-	KEEP
GWFAM256	chr9	41359345	41361087	1742	1	4	Y	-	KEEP
GWFAM256	chr9	43475528	43487322	11794	1	56	Y	-	KEEP
GWFAM256	chr9	79023430	79025587	2157	1	11	Y	-	KEEP
GWFAM256	chr9	79026099	79030271	4172	1	8	Y	-	KEEP
GWFAM256	chr9	79032925	79034974	2049	1	5	Y	-	KEEP
GWFAM257	chr9	41380092	41382289	2197	1	16	N	single_exon_off	REVIEW
GWFAM257	chr9	43458051	43472571	14520	1	43	Y	-	KEEP
GWFAM257	chr9	79041286	79049866	8580	1	30	Y	-	KEEP
GWFAM258	chr9	42479615	42484043	4428	1	16	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM258	chr9	77342788	77353798	11010	1	26	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM259	chr9	42510104	42511769	1665	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM259	chr9	77375205	77376598	1393	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM260	chr9	42535853	42543228	7375	1	158	Y	-	KEEP
GWFAM260	chr9	77394514	77407977	13463	5	96	Y	-	KEEP
GWFAM261	chr9	42545455	42558722	13267	1	26	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM261	chr9	77411972	77422953	10981	1	44	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM262	chr9	42562266	42564631	2365	1	4	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM262	chr9	77424248	77431146	6898	1	18	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM263	chr9	42567692	42574496	6804	1	6	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM263	chr9	77431634	77434817	3183	1	9	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM264	chr9	42576647	42582265	5618	1	28	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM264	chr9	77439831	77448246	8415	1	35	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM265	chr9	43491915	43496902	4987	1	11	Y	-	KEEP
GWFAM265	chr9	79014792	79017303	2511	1	8	Y	-	KEEP
GWFAM266	chr9	43508211	43512607	4396	1	29	Y	-	KEEP
GWFAM266	chr9	79000277	79001705	1428	1	4	Y	-	KEEP
GWFAM267	chr9	43513289	43526511	13222	1	33	Y	-	KEEP
GWFAM267	chr9	78984741	78987736	2995	1	5	Y	-	KEEP
GWFAM268	chr9	43534466	43545841	11375	1	28	Y	-	KEEP
GWFAM268	chr9	78962557	78971254	8697	1	33	Y	-	KEEP
GWFAM268	chr9	78971945	78974407	2462	1	8	Y	-	KEEP
GWFAM269	chr9	43536410	43680114	143704	8	19	Y	giant_span	DROP_FP
GWFAM269	chr9	78885031	78898866	13835	1	113	Y	-	KEEP
GWFAM269	chr9	78934065	78944740	10675	1	22	Y	-	KEEP
GWFAM269	chr9	78951968	78954421	2453	1	5	Y	-	KEEP
GWFAM270	chr9	43547011	43558179	11168	1	19	Y	-	KEEP
GWFAM270	chr9	78956310	78961838	5528	1	13	Y	-	KEEP
GWFAM271	chr9	43593713	43597878	4165	1	20	Y	-	KEEP
GWFAM271	chr9	43600378	43604618	4240	1	9	Y	-	KEEP
GWFAM271	chr9	78904561	78916676	12115	1	74	Y	-	KEEP
GWFAM272	chr9	43607604	43611442	3838	1	25	Y	-	KEEP
GWFAM272	chr9	78899062	78903129	4067	1	33	Y	-	KEEP
GWFAM273	chr9	43642339	43645714	3375	1	16	Y	-	KEEP
GWFAM273	chr9	78863919	78868009	4090	1	33	Y	-	KEEP
GWFAM274	chr9	44173384	44184865	11481	1	98	Y	-	KEEP
GWFAM274	chr9	44219300	44278082	58782	3	32	Y	giant_span	DROP_FP
GWFAM274	chr9	80292894	80302087	9193	3	4	Y	-	KEEP
GWFAM275	chr9	44415330	44419131	3801	1	19	Y	-	KEEP
GWFAM275	chr9	77908413	77918139	9726	3	164	N	-	KEEP
GWFAM275	chr9	79648576	79656132	7556	2	86	Y	-	KEEP
GWFAM276	chr9	78244379	78248869	4490	1	12	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM276	chr9	79583863	79591849	7986	1	19	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM277	chr9	78251640	78253768	2128	1	3	N	low_read,off_benchmark_family,single_exon_off	DROP_FP
GWFAM277	chr9	79569287	79580827	11540	1	30	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM278	chr9	80211362	80213557	2195	1	23	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM278	chr9	80323260	80324947	1687	1	24	N	off_benchmark_family,single_exon_off	DROP_FP
GWFAM279	chr9	80222519	80235045	12526	5	4	N	off_benchmark_family	DROP_FP
GWFAM279	chr9	80302155	80313789	11634	5	3	N	low_read,off_benchmark_family	DROP_FP
