gene_a	gene_b
CHM13_G0021328	CHM13_G0021434
CHM13_G0021328	LOFF_G0001179
CHM13_G0021329	CHM13_G0021377
CHM13_G0021329	CHM13_G0021433
CHM13_G0021329	LOFF_G0001123
CHM13_G0021330	CHM13_G0021432
CHM13_G0021330	LOFF_G0001101
CHM13_G0021330	LOFF_G0001122
CHM13_G0021331	CHM13_G0021374
CHM13_G0021331	CHM13_G0021430
CHM13_G0021333	CHM13_G0021373
CHM13_G0021333	CHM13_G0021429
CHM13_G0021333	LOFF_G0001120
CHM13_G0021334	CHM13_G0021372
CHM13_G0021334	CHM13_G0021428
CHM13_G0021334	LOFF_G0001118
CHM13_G0021335	CHM13_G0021370
CHM13_G0021335	CHM13_G0021426
CHM13_G0021335	LOFF_G0001116
CHM13_G0021336	CHM13_G0021369
CHM13_G0021336	CHM13_G0021425
CHM13_G0021342	CHM13_G0021362
CHM13_G0021342	CHM13_G0021391
CHM13_G0021342	LOFF_G0001140
CHM13_G0021343	CHM13_G0021361
CHM13_G0021343	CHM13_G0021392
CHM13_G0021343	LOFF_G0001141
CHM13_G0021345	CHM13_G0021359
CHM13_G0021345	CHM13_G0021396
CHM13_G0021345	LOFF_G0001144
CHM13_G0021349	CHM13_G0021408
CHM13_G0021349	LOFF_G0001153
CHM13_G0021349	LOFF_G0001163
CHM13_G0021349	LOFF_G0001171
CHM13_G0021351	LOFF_G0001152
CHM13_G0021354	LOFF_G0001149
CHM13_G0021355	LOFF_G0001148
CHM13_G0021356	LOFF_G0001147
CHM13_G0021357	CHM13_G0021401
CHM13_G0021359	CHM13_G0021396
CHM13_G0021359	LOFF_G0001144
CHM13_G0021361	CHM13_G0021392
CHM13_G0021361	LOFF_G0001141
CHM13_G0021362	CHM13_G0021391
CHM13_G0021362	LOFF_G0001140
CHM13_G0021365	CHM13_G0021388
CHM13_G0021365	CHM13_G0021412
CHM13_G0021365	LOFF_G0001084
CHM13_G0021366	CHM13_G0021383
CHM13_G0021366	CHM13_G0021388
CHM13_G0021366	CHM13_G0021412
CHM13_G0021366	LOFF_G0001084
CHM13_G0021366	LOFF_G0001131
CHM13_G0021369	CHM13_G0021425
CHM13_G0021370	CHM13_G0021426
CHM13_G0021370	LOFF_G0001116
CHM13_G0021372	CHM13_G0021428
CHM13_G0021372	LOFF_G0001118
CHM13_G0021373	CHM13_G0021429
CHM13_G0021373	LOFF_G0001120
CHM13_G0021374	CHM13_G0021430
CHM13_G0021377	CHM13_G0021433
CHM13_G0021377	LOFF_G0001123
CHM13_G0021379	CHM13_G0021434
CHM13_G0021379	CHM13_G0021435
CHM13_G0021379	LOFF_G0001125
CHM13_G0021380	CHM13_G0021436
CHM13_G0021380	LOFF_G0001126
CHM13_G0021381	CHM13_G0021437
CHM13_G0021381	LOFF_G0001127
CHM13_G0021383	LOFF_G0001084
CHM13_G0021383	LOFF_G0001131
CHM13_G0021388	CHM13_G0021412
CHM13_G0021388	LOFF_G0001084
CHM13_G0021391	LOFF_G0001140
CHM13_G0021392	LOFF_G0001141
CHM13_G0021396	LOFF_G0001144
CHM13_G0021408	LOFF_G0001153
CHM13_G0021408	LOFF_G0001163
CHM13_G0021408	LOFF_G0001171
CHM13_G0021410	LOFF_G0001082
CHM13_G0021410	LOFF_G0001099
CHM13_G0021410	LOFF_G0001175
CHM13_G0021411	CHM13_G0021434
CHM13_G0021411	LOFF_G0001179
CHM13_G0021412	LOFF_G0001084
CHM13_G0021417	LOFF_G0001110
CHM13_G0021417	LOFF_G0001172
CHM13_G0021418	LOFF_G0001111
CHM13_G0021426	LOFF_G0001116
CHM13_G0021428	LOFF_G0001118
CHM13_G0021429	LOFF_G0001120
CHM13_G0021432	LOFF_G0001101
CHM13_G0021432	LOFF_G0001122
CHM13_G0021433	LOFF_G0001123
CHM13_G0021434	LOFF_G0001125
CHM13_G0021435	LOFF_G0001125
CHM13_G0021436	LOFF_G0001126
CHM13_G0021437	LOFF_G0001127
CHM13_G0022122	CHM13_G0022249
CHM13_G0022122	CHM13_G0022252
CHM13_G0022122	LOFF_G0001208
CHM13_G0022122	LOFF_G0001216
CHM13_G0022123	CHM13_G0022131
CHM13_G0022123	CHM13_G0022248
CHM13_G0022123	LOFF_G0001214
CHM13_G0022123	LOFF_G0001219
CHM13_G0022124	CHM13_G0022247
CHM13_G0022124	LOFF_G0001213
CHM13_G0022124	LOFF_G0001218
CHM13_G0022125	CHM13_G0022247
CHM13_G0022125	LOFF_G0001213
CHM13_G0022125	LOFF_G0001218
CHM13_G0022129	CHM13_G0022242
CHM13_G0022129	CHM13_G0022245
CHM13_G0022129	CHM13_G0022250
CHM13_G0022129	CHM13_G0022251
CHM13_G0022131	CHM13_G0022248
CHM13_G0022131	LOFF_G0001214
CHM13_G0022131	LOFF_G0001219
CHM13_G0022242	CHM13_G0022250
CHM13_G0022245	CHM13_G0022250
CHM13_G0022247	LOFF_G0001213
CHM13_G0022248	LOFF_G0001214
CHM13_G0022249	LOFF_G0001208
CHM13_G0022249	LOFF_G0001216
CHM13_G0022250	CHM13_G0022251
CHM13_G0022252	LOFF_G0001208
CHM13_G0022252	LOFF_G0001216
CHM13_G0022670	CHM13_G0026975
CHM13_G0022670	CHM13_G0026979
CHM13_G0022670	CHM13_G0034150
CHM13_G0022670	CHM13_G0034152
CHM13_G0022670	CHM13_G0034153
CHM13_G0022670	CHM13_G0035606
CHM13_G0022670	CHM13_G0035609
CHM13_G0022670	CHM13_G0041002
CHM13_G0022670	CHM13_G0041003
CHM13_G0022670	CHM13_G0041006
CHM13_G0022670	CHM13_G0046617
CHM13_G0022670	CHM13_G0046619
CHM13_G0022670	CHM13_G0049696
CHM13_G0022670	CHM13_G0057492
CHM13_G0022670	LOFF_G0000403
CHM13_G0022670	LOFF_G0001567
CHM13_G0022670	LOFF_G0002253
CHM13_G0022670	LOFF_G0002281
CHM13_G0022670	LOFF_G0002289
CHM13_G0022670	LOFF_G0002291
CHM13_G0022670	LOFF_G0002892
CHM13_G0022670	LOFF_G0002900
CHM13_G0022673	CHM13_G0026979
CHM13_G0022673	CHM13_G0041002
CHM13_G0022673	CHM13_G0041003
CHM13_G0022673	CHM13_G0046617
CHM13_G0022673	CHM13_G0046619
CHM13_G0022673	CHM13_G0057492
CHM13_G0022673	LOFF_G0000403
CHM13_G0022673	LOFF_G0001567
CHM13_G0022673	LOFF_G0002291
CHM13_G0022673	LOFF_G0002892
CHM13_G0022675	CHM13_G0026979
CHM13_G0022675	CHM13_G0041002
CHM13_G0022675	CHM13_G0046619
CHM13_G0022675	LOFF_G0002287
CHM13_G0022676	CHM13_G0026979
CHM13_G0022676	CHM13_G0026980
CHM13_G0022676	CHM13_G0041002
CHM13_G0022676	LOFF_G0002250
CHM13_G0022676	LOFF_G0002284
CHM13_G0022676	LOFF_G0002895
CHM13_G0022677	CHM13_G0026977
CHM13_G0022677	CHM13_G0041002
CHM13_G0022677	LOFF_G0002250
CHM13_G0022677	LOFF_G0002897
CHM13_G0022678	CHM13_G0026975
CHM13_G0022678	CHM13_G0026976
CHM13_G0022678	CHM13_G0035608
CHM13_G0022678	CHM13_G0035609
CHM13_G0022678	CHM13_G0041005
CHM13_G0022678	LOFF_G0001999
CHM13_G0022678	LOFF_G0002252
CHM13_G0022678	LOFF_G0002253
CHM13_G0022678	LOFF_G0002282
CHM13_G0022678	LOFF_G0002898
CHM13_G0022678	LOFF_G0002899
CHM13_G0022679	CHM13_G0026975
CHM13_G0022679	CHM13_G0026976
CHM13_G0022679	CHM13_G0034150
CHM13_G0022679	CHM13_G0034152
CHM13_G0022679	CHM13_G0034153
CHM13_G0022679	CHM13_G0035608
CHM13_G0022679	CHM13_G0035609
CHM13_G0022679	CHM13_G0041005
CHM13_G0022679	CHM13_G0041006
CHM13_G0022679	CHM13_G0049688
CHM13_G0022679	CHM13_G0057493
CHM13_G0022679	LOFF_G0001560
CHM13_G0022679	LOFF_G0002252
CHM13_G0022679	LOFF_G0002253
CHM13_G0022679	LOFF_G0002274
CHM13_G0022679	LOFF_G0002281
CHM13_G0022679	LOFF_G0002282
CHM13_G0022679	LOFF_G0002898
CHM13_G0022679	LOFF_G0002900
CHM13_G0022680	CHM13_G0026976
CHM13_G0022680	CHM13_G0035608
CHM13_G0022680	CHM13_G0041005
CHM13_G0022680	LOFF_G0001999
CHM13_G0022680	LOFF_G0002252
CHM13_G0022680	LOFF_G0002282
CHM13_G0022680	LOFF_G0002898
CHM13_G0022680	LOFF_G0002899
CHM13_G0022681	CHM13_G0057493
CHM13_G0022681	LOFF_G0001560
CHM13_G0023203	CHM13_G0023206
CHM13_G0023204	CHM13_G0023238
CHM13_G0023204	CHM13_G0023241
CHM13_G0023233	CHM13_G0023410
CHM13_G0023235	CHM13_G0023410
CHM13_G0023238	CHM13_G0023409
CHM13_G0023242	CHM13_G0023407
CHM13_G0023242	CHM13_G0023408
CHM13_G0023244	LOFF_G0001240
CHM13_G0023245	CHM13_G0023402
CHM13_G0023245	CHM13_G0023405
CHM13_G0023248	CHM13_G0023400
CHM13_G0023248	CHM13_G0023402
CHM13_G0023252	CHM13_G0023523
CHM13_G0023253	CHM13_G0023524
CHM13_G0023261	CHM13_G0023531
CHM13_G0023296	CHM13_G0023393
CHM13_G0023296	CHM13_G0023397
CHM13_G0023296	CHM13_G0023412
CHM13_G0023296	CHM13_G0023413
CHM13_G0023296	CHM13_G0023496
CHM13_G0023301	CHM13_G0023392
CHM13_G0023301	CHM13_G0023393
CHM13_G0023301	CHM13_G0023394
CHM13_G0023301	CHM13_G0023396
CHM13_G0023301	CHM13_G0023501
CHM13_G0023301	CHM13_G0023502
CHM13_G0023301	CHM13_G0023503
CHM13_G0023302	CHM13_G0023392
CHM13_G0023302	CHM13_G0023393
CHM13_G0023302	CHM13_G0023396
CHM13_G0023302	CHM13_G0023501
CHM13_G0023302	CHM13_G0023502
CHM13_G0023302	CHM13_G0023503
CHM13_G0023303	CHM13_G0023393
CHM13_G0023303	CHM13_G0023501
CHM13_G0023304	CHM13_G0023392
CHM13_G0023304	CHM13_G0023501
CHM13_G0023304	CHM13_G0023503
CHM13_G0023305	CHM13_G0023391
CHM13_G0023305	CHM13_G0023392
CHM13_G0023305	CHM13_G0023503
CHM13_G0023305	CHM13_G0023505
CHM13_G0023306	CHM13_G0023384
CHM13_G0023306	CHM13_G0023512
CHM13_G0023307	CHM13_G0023382
CHM13_G0023307	CHM13_G0023513
CHM13_G0023376	CHM13_G0023520
CHM13_G0023378	CHM13_G0023520
CHM13_G0023379	CHM13_G0023519
CHM13_G0023380	CHM13_G0023517
CHM13_G0023382	CHM13_G0023513
CHM13_G0023383	CHM13_G0023514
CHM13_G0023384	CHM13_G0023512
CHM13_G0023385	CHM13_G0023510
CHM13_G0023385	LOFF_G0001237
CHM13_G0023387	CHM13_G0023508
CHM13_G0023387	LOFF_G0001235
CHM13_G0023388	LOFF_G0001234
CHM13_G0023388	LOFF_G0001247
CHM13_G0023390	CHM13_G0023506
CHM13_G0023390	LOFF_G0001232
CHM13_G0023391	CHM13_G0023503
CHM13_G0023391	CHM13_G0023505
CHM13_G0023392	CHM13_G0023501
CHM13_G0023392	CHM13_G0023502
CHM13_G0023392	CHM13_G0023503
CHM13_G0023392	CHM13_G0023505
CHM13_G0023393	CHM13_G0023496
CHM13_G0023393	CHM13_G0023501
CHM13_G0023393	CHM13_G0023502
CHM13_G0023393	CHM13_G0023503
CHM13_G0023394	CHM13_G0023501
CHM13_G0023394	CHM13_G0023503
CHM13_G0023396	CHM13_G0023501
CHM13_G0023396	CHM13_G0023502
CHM13_G0023396	CHM13_G0023503
CHM13_G0023397	CHM13_G0023412
CHM13_G0023397	CHM13_G0023413
CHM13_G0023397	CHM13_G0023496
CHM13_G0023405	CHM13_G0048708
CHM13_G0023412	CHM13_G0023496
CHM13_G0023413	CHM13_G0023496
CHM13_G0023422	CHM13_G0023430
CHM13_G0023428	CHM13_G0023440
CHM13_G0023428	CHM13_G0023443
CHM13_G0023430	CHM13_G0023437
CHM13_G0023430	CHM13_G0023445
CHM13_G0023431	CHM13_G0023437
CHM13_G0023431	CHM13_G0023444
CHM13_G0023431	CHM13_G0023445
CHM13_G0023437	CHM13_G0023444
CHM13_G0023437	CHM13_G0023445
CHM13_G0023440	CHM13_G0023443
CHM13_G0023506	LOFF_G0001232
CHM13_G0023508	LOFF_G0001235
CHM13_G0023510	LOFF_G0001237
CHM13_G0023560	CHM13_G0023578
CHM13_G0023805	CHM13_G0023871
CHM13_G0023805	CHM13_G0023874
CHM13_G0023807	CHM13_G0023871
CHM13_G0023809	CHM13_G0023871
CHM13_G0023809	CHM13_G0023874
CHM13_G0023871	CHM13_G0023876
CHM13_G0023872	CHM13_G0023875
CHM13_G0024040	LOFF_G0001301
CHM13_G0024040	LOFF_G0001308
CHM13_G0024040	LOFF_G0001314
CHM13_G0024040	LOFF_G0001316
CHM13_G0024040	LOFF_G0001323
CHM13_G0024041	CHM13_G0024049
CHM13_G0024041	CHM13_G0024055
CHM13_G0024041	CHM13_G0024097
CHM13_G0024041	CHM13_G0024100
CHM13_G0024041	CHM13_G0024101
CHM13_G0024041	CHM13_G0024103
CHM13_G0024041	LOFF_G0001303
CHM13_G0024041	LOFF_G0001315
CHM13_G0024044	LOFF_G0001310
CHM13_G0024045	LOFF_G0001311
CHM13_G0024047	LOFF_G0001306
CHM13_G0024047	LOFF_G0001313
CHM13_G0024047	LOFF_G0001318
CHM13_G0024047	LOFF_G0001321
CHM13_G0024049	CHM13_G0024055
CHM13_G0024049	CHM13_G0024097
CHM13_G0024049	CHM13_G0024100
CHM13_G0024049	CHM13_G0024101
CHM13_G0024049	CHM13_G0024103
CHM13_G0024049	CHM13_G0025021
CHM13_G0024049	LOFF_G0001303
CHM13_G0024049	LOFF_G0001315
CHM13_G0024052	CHM13_G0024104
CHM13_G0024052	CHM13_G0024595
CHM13_G0024055	CHM13_G0024097
CHM13_G0024055	CHM13_G0024100
CHM13_G0024055	CHM13_G0024101
CHM13_G0024055	CHM13_G0024103
CHM13_G0024055	LOFF_G0001303
CHM13_G0024055	LOFF_G0001315
CHM13_G0024056	LOFF_G0001300
CHM13_G0024056	LOFF_G0001307
CHM13_G0024056	LOFF_G0001317
CHM13_G0024056	LOFF_G0001322
CHM13_G0024097	CHM13_G0024101
CHM13_G0024097	CHM13_G0024103
CHM13_G0024097	LOFF_G0001303
CHM13_G0024097	LOFF_G0001315
CHM13_G0024100	CHM13_G0024101
CHM13_G0024100	CHM13_G0024103
CHM13_G0024100	LOFF_G0001303
CHM13_G0024100	LOFF_G0001315
CHM13_G0024101	LOFF_G0001303
CHM13_G0024101	LOFF_G0001315
CHM13_G0024103	CHM13_G0025021
CHM13_G0024103	LOFF_G0001303
CHM13_G0024103	LOFF_G0001315
CHM13_G0024104	CHM13_G0024595
CHM13_G0024106	CHM13_G0024594
CHM13_G0024528	CHM13_G0024565
CHM13_G0024528	CHM13_G0024567
CHM13_G0024532	CHM13_G0024564
CHM13_G0024533	CHM13_G0024564
CHM13_G0024533	CHM13_G0024565
CHM13_G0024534	CHM13_G0024564
CHM13_G0024540	CHM13_G0024552
CHM13_G0024541	CHM13_G0024552
CHM13_G0024559	CHM13_G0024565
CHM13_G0024559	CHM13_G0024567
CHM13_G0024559	CHM13_G0025127
CHM13_G0024559	CHM13_G0025130
CHM13_G0024559	CHM13_G0025131
CHM13_G0024560	CHM13_G0024565
CHM13_G0024560	CHM13_G0024567
CHM13_G0024560	CHM13_G0025127
CHM13_G0024560	CHM13_G0025131
CHM13_G0024562	CHM13_G0025126
CHM13_G0024563	CHM13_G0024568
CHM13_G0024564	CHM13_G0025127
CHM13_G0024564	CHM13_G0025133
CHM13_G0024565	CHM13_G0025127
CHM13_G0024565	CHM13_G0025131
CHM13_G0024567	CHM13_G0025127
CHM13_G0024941	CHM13_G0024955
CHM13_G0024941	CHM13_G0024957
CHM13_G0024955	CHM13_G0025021
CHM13_G0024958	CHM13_G0025021
CHM13_G0024960	CHM13_G0024970
CHM13_G0024961	CHM13_G0024968
CHM13_G0024974	CHM13_G0025022
CHM13_G0025020	LOFF_G0001301
CHM13_G0025020	LOFF_G0001323
CHM13_G0025709	CHM13_G0025713
CHM13_G0025719	CHM13_G0046624
CHM13_G0025719	LOFF_G0002274
CHM13_G0025722	CHM13_G0036410
CHM13_G0025722	CHM13_G0043639
CHM13_G0025722	CHM13_G0046628
CHM13_G0025722	LOFF_G0002274
CHM13_G0025726	LOFF_G0001357
CHM13_G0025726	LOFF_G0001365
CHM13_G0025727	LOFF_G0001358
CHM13_G0025727	LOFF_G0001366
CHM13_G0025731	CHM13_G0026105
CHM13_G0026074	CHM13_G0035669
CHM13_G0026075	CHM13_G0035664
CHM13_G0026077	CHM13_G0035663
CHM13_G0026078	CHM13_G0035662
CHM13_G0026080	CHM13_G0035659
CHM13_G0026081	CHM13_G0035658
CHM13_G0026082	CHM13_G0035656
CHM13_G0026087	CHM13_G0035655
CHM13_G0026449	LOFF_G0001379
CHM13_G0026450	CHM13_G0026453
CHM13_G0026450	LOFF_G0001383
CHM13_G0026450	LOFF_G0001385
CHM13_G0026450	LOFF_G0001386
CHM13_G0026451	CHM13_G0026452
CHM13_G0026451	LOFF_G0001386
CHM13_G0026452	CHM13_G0026453
CHM13_G0026452	LOFF_G0001385
CHM13_G0026967	CHM13_G0032072
CHM13_G0026967	CHM13_G0032073
CHM13_G0026967	CHM13_G0041020
CHM13_G0026967	CHM13_G0041021
CHM13_G0026967	LOFF_G0000440
CHM13_G0026967	LOFF_G0001616
CHM13_G0026967	LOFF_G0002647
CHM13_G0026968	CHM13_G0032072
CHM13_G0026968	CHM13_G0041020
CHM13_G0026968	CHM13_G0055183
CHM13_G0026968	LOFF_G0000440
CHM13_G0026968	LOFF_G0001616
CHM13_G0026975	CHM13_G0034150
CHM13_G0026975	CHM13_G0034152
CHM13_G0026975	CHM13_G0034153
CHM13_G0026975	CHM13_G0035608
CHM13_G0026975	CHM13_G0035609
CHM13_G0026975	CHM13_G0041005
CHM13_G0026975	CHM13_G0041006
CHM13_G0026975	LOFF_G0002252
CHM13_G0026975	LOFF_G0002253
CHM13_G0026975	LOFF_G0002281
CHM13_G0026975	LOFF_G0002282
CHM13_G0026975	LOFF_G0002898
CHM13_G0026975	LOFF_G0002900
CHM13_G0026976	CHM13_G0035608
CHM13_G0026976	CHM13_G0035609
CHM13_G0026976	CHM13_G0041005
CHM13_G0026976	LOFF_G0001999
CHM13_G0026976	LOFF_G0002252
CHM13_G0026976	LOFF_G0002253
CHM13_G0026976	LOFF_G0002282
CHM13_G0026976	LOFF_G0002898
CHM13_G0026976	LOFF_G0002899
CHM13_G0026977	CHM13_G0041002
CHM13_G0026977	LOFF_G0002250
CHM13_G0026977	LOFF_G0002897
CHM13_G0026979	CHM13_G0035606
CHM13_G0026979	CHM13_G0041002
CHM13_G0026979	CHM13_G0041003
CHM13_G0026979	CHM13_G0046617
CHM13_G0026979	CHM13_G0046619
CHM13_G0026979	CHM13_G0057492
CHM13_G0026979	LOFF_G0000403
CHM13_G0026979	LOFF_G0001567
CHM13_G0026979	LOFF_G0002250
CHM13_G0026979	LOFF_G0002284
CHM13_G0026979	LOFF_G0002285
CHM13_G0026979	LOFF_G0002287
CHM13_G0026979	LOFF_G0002289
CHM13_G0026979	LOFF_G0002291
CHM13_G0026979	LOFF_G0002892
CHM13_G0026979	LOFF_G0002895
CHM13_G0026980	CHM13_G0041002
CHM13_G0026980	LOFF_G0002250
CHM13_G0026980	LOFF_G0002284
CHM13_G0026980	LOFF_G0002895
CHM13_G0026982	LOFF_G0001568
CHM13_G0026982	LOFF_G0002292
CHM13_G0027349	CHM13_G0027352
CHM13_G0027350	CHM13_G0027351
CHM13_G0028249	CHM13_G0030945
CHM13_G0029619	CHM13_G0029622
CHM13_G0029945	CHM13_G0032075
CHM13_G0029945	CHM13_G0036410
CHM13_G0029945	CHM13_G0037811
CHM13_G0029946	CHM13_G0032075
CHM13_G0029946	CHM13_G0036410
CHM13_G0029946	CHM13_G0037811
CHM13_G0029949	CHM13_G0032075
CHM13_G0029949	CHM13_G0036410
CHM13_G0029949	CHM13_G0037811
CHM13_G0031415	CHM13_G0031432
CHM13_G0031419	CHM13_G0031429
CHM13_G0031419	CHM13_G0031431
CHM13_G0031421	CHM13_G0031890
CHM13_G0031422	CHM13_G0031424
CHM13_G0031422	CHM13_G0031454
CHM13_G0031422	CHM13_G0031889
CHM13_G0031422	CHM13_G0031890
CHM13_G0031424	CHM13_G0031434
CHM13_G0031424	CHM13_G0031444
CHM13_G0031424	CHM13_G0031449
CHM13_G0031424	CHM13_G0031450
CHM13_G0031424	CHM13_G0031451
CHM13_G0031424	CHM13_G0031454
CHM13_G0031424	CHM13_G0031887
CHM13_G0031424	CHM13_G0031888
CHM13_G0031424	CHM13_G0031907
CHM13_G0031424	CHM13_G0031950
CHM13_G0031424	CHM13_G0032028
CHM13_G0031428	CHM13_G0031444
CHM13_G0031428	CHM13_G0031450
CHM13_G0031428	CHM13_G0031451
CHM13_G0031428	CHM13_G0031887
CHM13_G0031428	CHM13_G0031888
CHM13_G0031428	CHM13_G0031908
CHM13_G0031429	CHM13_G0031434
CHM13_G0031429	CHM13_G0031444
CHM13_G0031429	CHM13_G0031449
CHM13_G0031429	CHM13_G0032007
CHM13_G0031430	CHM13_G0031434
CHM13_G0031430	CHM13_G0031444
CHM13_G0031430	CHM13_G0031449
CHM13_G0031430	CHM13_G0032007
CHM13_G0031433	CHM13_G0031434
CHM13_G0031433	CHM13_G0032007
CHM13_G0031434	CHM13_G0031444
CHM13_G0031434	CHM13_G0031449
CHM13_G0031434	CHM13_G0032007
CHM13_G0031444	CHM13_G0031454
CHM13_G0031444	CHM13_G0031887
CHM13_G0031444	CHM13_G0032007
CHM13_G0031449	CHM13_G0031454
CHM13_G0031449	CHM13_G0032007
CHM13_G0031450	CHM13_G0031887
CHM13_G0031450	CHM13_G0031888
CHM13_G0031451	CHM13_G0031887
CHM13_G0031451	CHM13_G0031888
CHM13_G0031451	CHM13_G0031983
CHM13_G0031451	CHM13_G0032028
CHM13_G0031512	LOFF_G0001470
CHM13_G0031527	CHM13_G0031579
CHM13_G0031527	LOFF_G0000126
CHM13_G0031527	LOFF_G0001465
CHM13_G0031530	CHM13_G0031575
CHM13_G0031530	LOFF_G0001446
CHM13_G0031531	CHM13_G0031576
CHM13_G0031531	LOFF_G0001445
CHM13_G0031533	CHM13_G0031581
CHM13_G0031533	LOFF_G0001441
CHM13_G0031534	LOFF_G0001440
CHM13_G0031575	LOFF_G0000122
CHM13_G0031575	LOFF_G0001446
CHM13_G0031576	LOFF_G0000123
CHM13_G0031576	LOFF_G0001445
CHM13_G0031579	LOFF_G0000125
CHM13_G0031579	LOFF_G0000126
CHM13_G0031579	LOFF_G0001443
CHM13_G0031579	LOFF_G0001465
CHM13_G0031581	LOFF_G0001441
CHM13_G0031585	CHM13_G0031593
CHM13_G0031593	CHM13_G0031595
CHM13_G0031593	LOFF_G0001505
CHM13_G0031595	LOFF_G0001505
CHM13_G0031597	LOFF_G0001500
CHM13_G0031637	CHM13_G0031662
CHM13_G0031638	CHM13_G0031660
CHM13_G0031639	CHM13_G0031658
CHM13_G0031640	CHM13_G0031657
CHM13_G0031640	CHM13_G0031658
CHM13_G0031641	CHM13_G0031656
CHM13_G0031643	CHM13_G0031654
CHM13_G0031661	LOFF_G0001521
CHM13_G0031713	CHM13_G0031726
CHM13_G0031886	CHM13_G0031909
CHM13_G0031887	CHM13_G0031908
CHM13_G0031888	CHM13_G0031907
CHM13_G0031888	CHM13_G0031950
CHM13_G0031888	CHM13_G0031983
CHM13_G0031888	CHM13_G0032028
CHM13_G0031907	CHM13_G0031950
CHM13_G0031907	CHM13_G0031983
CHM13_G0031907	CHM13_G0032028
CHM13_G0031927	CHM13_G0031979
CHM13_G0031927	LOFF_G0001527
CHM13_G0031950	CHM13_G0031983
CHM13_G0031950	CHM13_G0032028
CHM13_G0031954	CHM13_G0031965
CHM13_G0031955	CHM13_G0031962
CHM13_G0031955	CHM13_G0031973
CHM13_G0031955	CHM13_G0031974
CHM13_G0031955	CHM13_G0031975
CHM13_G0031956	CHM13_G0031962
CHM13_G0031958	CHM13_G0031973
CHM13_G0031958	CHM13_G0031974
CHM13_G0031958	CHM13_G0031975
CHM13_G0031959	CHM13_G0031973
CHM13_G0031959	CHM13_G0031974
CHM13_G0031959	CHM13_G0031975
CHM13_G0031979	LOFF_G0001527
CHM13_G0031982	LOFF_G0001526
CHM13_G0031983	CHM13_G0032028
CHM13_G0032064	CHM13_G0055192
CHM13_G0032064	CHM13_G0055907
CHM13_G0032064	CHM13_G0055937
CHM13_G0032064	CHM13_G0056041
CHM13_G0032064	CHM13_G0056120
CHM13_G0032064	LOFF_G0002848
CHM13_G0032065	CHM13_G0055191
CHM13_G0032065	CHM13_G0055906
CHM13_G0032065	CHM13_G0055939
CHM13_G0032065	CHM13_G0056121
CHM13_G0032065	LOFF_G0002798
CHM13_G0032066	CHM13_G0055189
CHM13_G0032066	CHM13_G0055940
CHM13_G0032066	CHM13_G0056122
CHM13_G0032066	CHM13_G0056124
CHM13_G0032066	LOFF_G0002800
CHM13_G0032068	CHM13_G0055187
CHM13_G0032068	CHM13_G0055942
CHM13_G0032068	CHM13_G0056124
CHM13_G0032072	CHM13_G0041020
CHM13_G0032072	CHM13_G0055183
CHM13_G0032072	LOFF_G0000440
CHM13_G0032072	LOFF_G0000998
CHM13_G0032072	LOFF_G0001388
CHM13_G0032072	LOFF_G0001616
CHM13_G0032072	LOFF_G0001617
CHM13_G0032073	CHM13_G0041021
CHM13_G0032073	LOFF_G0001616
CHM13_G0032073	LOFF_G0002647
CHM13_G0032075	CHM13_G0036410
CHM13_G0032075	CHM13_G0037811
CHM13_G0032076	CHM13_G0037812
CHM13_G0032078	CHM13_G0037808
CHM13_G0032271	CHM13_G0032349
CHM13_G0032271	CHM13_G0032351
CHM13_G0032274	CHM13_G0032352
CHM13_G0032275	CHM13_G0032349
CHM13_G0032275	CHM13_G0032351
CHM13_G0032276	CHM13_G0032349
CHM13_G0032276	CHM13_G0032351
CHM13_G0032278	CHM13_G0032349
CHM13_G0032279	CHM13_G0032346
CHM13_G0032282	CHM13_G0032344
CHM13_G0032282	CHM13_G0032345
CHM13_G0032310	CHM13_G0032327
CHM13_G0032310	CHM13_G0032328
CHM13_G0032312	CHM13_G0032326
CHM13_G0032312	CHM13_G0032327
CHM13_G0032312	CHM13_G0032328
CHM13_G0032313	CHM13_G0032324
CHM13_G0032317	CHM13_G0032322
CHM13_G0032319	CHM13_G0032320
CHM13_G0033378	CHM13_G0051900
CHM13_G0033893	CHM13_G0045339
CHM13_G0033895	CHM13_G0045339
CHM13_G0034150	CHM13_G0035609
CHM13_G0034150	CHM13_G0041006
CHM13_G0034150	CHM13_G0042695
CHM13_G0034150	CHM13_G0049688
CHM13_G0034150	CHM13_G0057493
CHM13_G0034150	LOFF_G0002253
CHM13_G0034150	LOFF_G0002281
CHM13_G0034150	LOFF_G0002900
CHM13_G0034152	CHM13_G0035609
CHM13_G0034152	CHM13_G0041006
CHM13_G0034152	CHM13_G0042695
CHM13_G0034152	CHM13_G0049688
CHM13_G0034152	CHM13_G0057493
CHM13_G0034152	LOFF_G0002253
CHM13_G0034152	LOFF_G0002281
CHM13_G0034152	LOFF_G0002900
CHM13_G0034153	CHM13_G0035609
CHM13_G0034153	CHM13_G0041006
CHM13_G0034153	CHM13_G0042695
CHM13_G0034153	LOFF_G0002253
CHM13_G0034153	LOFF_G0002281
CHM13_G0034153	LOFF_G0002900
CHM13_G0035606	CHM13_G0041002
CHM13_G0035608	CHM13_G0041005
CHM13_G0035608	LOFF_G0000196
