chrom	chromStart	chromEnd	size	Gene Name	Gene ID	ENSEMBL	Biotype	Family ID	Family status	Gene Coords	SD98_v1.0	SD98_v2.0	Genomic disorders	Median parCN	parCN>0.5	parCN>0.5%	parCN<1.5	parCN=2	parCN>=2.5	parCN=2 %	parCN class	Neanderthal Mezmaiskaya	Neanderthal  Vindija	Neanderthal Altai	Denisova	parCN<0.5	parCN<1.5	parCN=2	Lifted over to hg19	Association	Duplications	Deletions	Median Probands	Median Siblings	p-value	q-value	Median Probands Rounded CN	Median Siblings Rounded CN	p-value Rounded CN	q-value Rounded CN
chr8	1.1679426E7	1.1679645E7	219.0	AC105233.3	LOFF_G0002504	ENSG00000284603.1	transcribed_unprocessed_pseudogene	ID_96	Human duplicated gene family	chr8:11679426-11679645	chr8:11679426-11679645	chr8:11679430-11679649	8p23.1	0.83	1499.0	59.86	2061.0	403.0	40.0	16.09	Polymorphic	0.58	0.33	0.42	0.11	3	4.0	0.0	Yes	Yes	brain volume measurement;negative(8:7363898-7752282,8:7213713-7752282,8:7154979-7752282,8:7272926-7697061,8:6985646-7752282,8:7537775-7752282,8:7253865-7752282,8:7280040-7752282,8:7298548-7752282,8:7213713-7723357);brain volume measurement;positive(8:7154979-7752282,8:7213713-7723357,8:7280040-7752282,8:7242715-7752282,8:7537775-7752282,8:7262216-7752282,8:7262216-7697061,8:7213713-7752282,8:6985646-7752282,8:7272926-7752282);caudate nucleus volume;negative(8:7242715-7752282);caudate nucleus volume;positive(8:7272926-7697061);grey matter volume measurement;negative(8:7262216-7752282,8:7242715-7752282,8:6985646-7752282,8:7537775-7752282,8:7213713-7723357,8:7272926-7697061,8:7262216-7697061,8:7154979-7752282,8:7363898-7752282);grey matter volume measurement;positive(8:7253865-7752282,8:7272926-7752282,8:7213713-7752282,8:7298548-7752282,8:7363898-7752282,8:7280040-7752282,8:7272926-7697061,8:7537775-7752282);grey matter volume measurement,white matter volume measurement;negative(8:7262216-7752282);grey matter volume measurement,white matter volume measurement;positive(8:7272926-7697061);hippocampal volume;positive(8:7272926-7752282);nucleus accumbens volume;positive(8:7253865-7752282,8:7280040-7752282);pallidum volume;negative(8:7242715-7752282);putamen volume;negative(8:7262216-7697061);superior frontal gyrus grey matter volume measurement;positive(8:7280040-7752282);thalamus volume;positive(8:7253865-7752282);white matter volume measurement;positive(8:7272926-7697061)	brain volume measurement;negative(8:7280040-7752282,8:7280040-7678891,8:7272926-7678891,8:7253865-7752282,8:7308355-7752282,8:7537775-7752282,8:7213713-7752282,8:7262216-7752282,8:7272926-7752282,8:7298548-7752282,8:7272926-7670420);brain volume measurement;positive(8:7242715-7752282,8:7298548-7752282,8:7320265-7752282,8:7213713-7752282,8:7272926-7752282,8:7280040-7752282,8:7272926-7678891,8:7253865-7752282);caudate nucleus volume;negative(8:7280040-7752282);cerebrospinal fluid volume measurement;negative(8:7308355-7752282);grey matter volume measurement;negative(8:7280040-7752282,8:7242715-7752282,8:7262216-7752282,8:7272926-7752282,8:7308355-7752282,8:7537775-7752282,8:7213713-7752282,8:7253865-7752282);grey matter volume measurement;positive(8:7537775-7752282,8:7320265-7752282,8:7308355-7752282,8:7280040-7678891,8:7242715-7752282);grey matter volume measurement,white matter volume measurement;negative(8:7272926-7752282);hippocampal volume;negative(8:7272926-7752282);pallidum volume;negative(8:7537775-7752282);putamen volume;negative(8:7253865-7752282,8:7280040-7752282);putamen volume;positive(8:7280040-7678891)	1.142293	1.13021	0.794205319743569	0.983336357253052	1.0	1.0	0.839742901057372	1.0
chr8	1.1698238E7	1.1699084E7	846.0	OR7E125P	LOFF_G0002506	ENSG00000177306.4	unprocessed_pseudogene	ID_420	Human duplicated gene family	chr8:11698238-11699084	chr8:11698238-11699084	chr8:11698242-11699088	8p23.1	0.83	1499.0	59.86	2061.0	403.0	40.0	16.09	Polymorphic	0.58	0.33	0.42	0.11	3	4.0	0.0	Yes	Yes	brain volume measurement;negative(8:7363898-7752282,8:7213713-7752282,8:7154979-7752282,8:7272926-7697061,8:6985646-7752282,8:7537775-7752282,8:7253865-7752282,8:7280040-7752282,8:7298548-7752282,8:7213713-7723357);brain volume measurement;positive(8:7154979-7752282,8:7213713-7723357,8:7280040-7752282,8:7242715-7752282,8:7537775-7752282,8:7262216-7752282,8:7262216-7697061,8:7213713-7752282,8:6985646-7752282,8:7272926-7752282);caudate nucleus volume;negative(8:7242715-7752282);caudate nucleus volume;positive(8:7272926-7697061);grey matter volume measurement;negative(8:7262216-7752282,8:7242715-7752282,8:6985646-7752282,8:7537775-7752282,8:7213713-7723357,8:7272926-7697061,8:7262216-7697061,8:7154979-7752282,8:7363898-7752282);grey matter volume measurement;positive(8:7253865-7752282,8:7272926-7752282,8:7213713-7752282,8:7298548-7752282,8:7363898-7752282,8:7280040-7752282,8:7272926-7697061,8:7537775-7752282);grey matter volume measurement,white matter volume measurement;negative(8:7262216-7752282);grey matter volume measurement,white matter volume measurement;positive(8:7272926-7697061);hippocampal volume;positive(8:7272926-7752282);nucleus accumbens volume;positive(8:7253865-7752282,8:7280040-7752282);pallidum volume;negative(8:7242715-7752282);putamen volume;negative(8:7262216-7697061);superior frontal gyrus grey matter volume measurement;positive(8:7280040-7752282);thalamus volume;positive(8:7253865-7752282);white matter volume measurement;positive(8:7272926-7697061)	brain volume measurement;negative(8:7280040-7752282,8:7280040-7678891,8:7272926-7678891,8:7253865-7752282,8:7308355-7752282,8:7537775-7752282,8:7213713-7752282,8:7262216-7752282,8:7272926-7752282,8:7298548-7752282,8:7272926-7670420);brain volume measurement;positive(8:7242715-7752282,8:7298548-7752282,8:7320265-7752282,8:7213713-7752282,8:7272926-7752282,8:7280040-7752282,8:7272926-7678891,8:7253865-7752282);caudate nucleus volume;negative(8:7280040-7752282);cerebrospinal fluid volume measurement;negative(8:7308355-7752282);grey matter volume measurement;negative(8:7280040-7752282,8:7242715-7752282,8:7262216-7752282,8:7272926-7752282,8:7308355-7752282,8:7537775-7752282,8:7213713-7752282,8:7253865-7752282);grey matter volume measurement;positive(8:7537775-7752282,8:7320265-7752282,8:7308355-7752282,8:7280040-7678891,8:7242715-7752282);grey matter volume measurement,white matter volume measurement;negative(8:7272926-7752282);hippocampal volume;negative(8:7272926-7752282);pallidum volume;negative(8:7537775-7752282);putamen volume;negative(8:7253865-7752282,8:7280040-7752282);putamen volume;positive(8:7280040-7678891)	1.142293	1.13021	0.794205319743569	0.983336357253052	1.0	1.0	0.839742901057372	1.0
chr8	1.1708425E7	1.1711436E7	3011.0	FAM90A15P	CHM13_G0052992	ENSG00000230045.4	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11708425-11711436	chr8:11708425-11711436	chr8:11708429-11711440	8p23.1	1.4	2235.0	89.26	1375.0	823.0	306.0	32.87	Polymorphic	0.11	0.28	0.25	0.07	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1716073E7	1.1719084E7	3011.0	FAM90A13P	LOFF_G0002507	ENSG00000223885.4	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11716073-11719084	chr8:11716073-11719084	chr8:11716077-11719088	8p23.1	0.18	2235.0	89.26	1375.0	823.0	306.0	32.87	Polymorphic	0.11	0.28	0.25	0.07	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1746665E7	1.1749676E7	3011.0	FAM90A13P	LOFF_G0002510	ENSG00000223885.4	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11746665-11749676	chr8:11746665-11749676	chr8:11746669-11749680	8p23.1	0.18	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	Yes	Yes	brain volume measurement;negative(8:7363898-7752282,8:7213713-7752282,8:7154979-7752282,8:7272926-7697061,8:6985646-7752282,8:7537775-7752282,8:7253865-7752282,8:7280040-7752282,8:7298548-7752282,8:7213713-7723357);brain volume measurement;positive(8:7154979-7752282,8:7213713-7723357,8:7280040-7752282,8:7242715-7752282,8:7537775-7752282,8:7262216-7752282,8:7262216-7697061,8:7213713-7752282,8:6985646-7752282,8:7272926-7752282);caudate nucleus volume;negative(8:7242715-7752282);caudate nucleus volume;positive(8:7272926-7697061);grey matter volume measurement;negative(8:7262216-7752282,8:7242715-7752282,8:6985646-7752282,8:7537775-7752282,8:7213713-7723357,8:7272926-7697061,8:7262216-7697061,8:7154979-7752282,8:7363898-7752282);grey matter volume measurement;positive(8:7253865-7752282,8:7272926-7752282,8:7213713-7752282,8:7298548-7752282,8:7363898-7752282,8:7280040-7752282,8:7272926-7697061,8:7537775-7752282);grey matter volume measurement,white matter volume measurement;negative(8:7262216-7752282);grey matter volume measurement,white matter volume measurement;positive(8:7272926-7697061);hippocampal volume;positive(8:7272926-7752282);nucleus accumbens volume;positive(8:7253865-7752282,8:7280040-7752282);pallidum volume;negative(8:7242715-7752282);putamen volume;negative(8:7262216-7697061);superior frontal gyrus grey matter volume measurement;positive(8:7280040-7752282);thalamus volume;positive(8:7253865-7752282);white matter volume measurement;positive(8:7272926-7697061)	brain volume measurement;negative(8:7280040-7752282,8:7280040-7678891,8:7272926-7678891,8:7253865-7752282,8:7308355-7752282,8:7537775-7752282,8:7213713-7752282,8:7262216-7752282,8:7272926-7752282,8:7298548-7752282,8:7272926-7670420);brain volume measurement;positive(8:7242715-7752282,8:7298548-7752282,8:7320265-7752282,8:7213713-7752282,8:7272926-7752282,8:7280040-7752282,8:7272926-7678891,8:7253865-7752282);caudate nucleus volume;negative(8:7280040-7752282);cerebrospinal fluid volume measurement;negative(8:7308355-7752282);grey matter volume measurement;negative(8:7280040-7752282,8:7242715-7752282,8:7262216-7752282,8:7272926-7752282,8:7308355-7752282,8:7537775-7752282,8:7213713-7752282,8:7253865-7752282);grey matter volume measurement;positive(8:7537775-7752282,8:7320265-7752282,8:7308355-7752282,8:7280040-7678891,8:7242715-7752282);grey matter volume measurement,white matter volume measurement;negative(8:7272926-7752282);hippocampal volume;negative(8:7272926-7752282);pallidum volume;negative(8:7537775-7752282);putamen volume;negative(8:7253865-7752282,8:7280040-7752282);putamen volume;positive(8:7280040-7678891)	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1754313E7	1.1757324E7	3011.0	FAM90A13P	LOFF_G0002511	ENSG00000223885.4	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11754313-11757324	chr8:11754313-11757324	chr8:11754317-11757328	8p23.1	0.18	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1761961E7	1.1764972E7	3011.0	FAM90A13P	LOFF_G0002512	ENSG00000223885.4	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11761961-11764972	chr8:11761961-11764972	chr8:11761965-11764976	8p23.1	0.18	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	Yes	Yes	brain volume measurement;negative(8:6985646-7752282);brain volume measurement;positive(8:6985646-7752282);grey matter volume measurement;negative(8:6985646-7752282)	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1767948E7	1.1773179E7	5231.0	FAM90A12P	LOFF_G0002513	ENSG00000254229.2	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11767948-11773179	chr8:11767948-11773179	chr8:11767952-11773183	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1775596E7	1.1780832E7	5236.0	FAM90A12P	LOFF_G0002514	ENSG00000254229.2	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11775596-11780832	chr8:11775596-11780832	chr8:11775600-11780836	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.178325E7	1.178848E7	5230.0	FAM90A12P	LOFF_G0002515	ENSG00000254229.2	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11783250-11788480	chr8:11783250-11788480	chr8:11783254-11788484	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1792553E7	1.1795564E7	3011.0	FAM90A21P	LOFF_G0002516	ENSG00000234749.5	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11792553-11795564	chr8:11792553-11795564	chr8:11792557-11795568	8p23.1	0.18	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1800201E7	1.1803212E7	3011.0	FAM90A6P	LOFF_G0002517	ENSG00000248944.1	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11800201-11803212	chr8:11800201-11803212	chr8:11800205-11803216	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1815497E7	1.1818508E7	3011.0	FAM90A13P	LOFF_G0002519	ENSG00000223885.4	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11815497-11818508	chr8:11815497-11818508	chr8:11815501-11818512	8p23.1	0.18	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.182149E7	1.1826715E7	5225.0	FAM90A24P	CHM13_G0052995	ENSG00000215354.9	transcribed_unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11821490-11826715	chr8:11821490-11826715	chr8:11821494-11826719	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	Yes	Yes	brain stem volume measurement;negative(8:7213713-7408717);brain volume measurement;negative(8:7363898-7752282,8:7213713-7752282,8:7154979-7752282,8:7272926-7697061,8:6985646-7752282,8:7253865-7752282,8:7280040-7752282,8:7298548-7752282,8:7213713-7723357);brain volume measurement;positive(8:7154979-7752282,8:7213713-7723357,8:7280040-7752282,8:7242715-7752282,8:7262216-7752282,8:7262216-7697061,8:7213713-7752282,8:6985646-7752282,8:7272926-7752282);caudate nucleus volume;negative(8:7242715-7752282);caudate nucleus volume;positive(8:7272926-7697061);grey matter volume measurement;negative(8:7262216-7752282,8:7242715-7752282,8:6985646-7752282,8:7213713-7723357,8:7272926-7697061,8:7262216-7697061,8:7154979-7752282,8:7213713-7408717,8:7363898-7752282);grey matter volume measurement;positive(8:7253865-7752282,8:7272926-7752282,8:7213713-7752282,8:7298548-7752282,8:7363898-7752282,8:7280040-7752282,8:7272926-7697061);grey matter volume measurement,white matter volume measurement;negative(8:7213713-7408717,8:7262216-7752282);grey matter volume measurement,white matter volume measurement;positive(8:7272926-7697061);hippocampal volume;positive(8:7272926-7752282);nucleus accumbens volume;negative(8:7213713-7408717);nucleus accumbens volume;positive(8:7253865-7752282,8:7280040-7752282);pallidum volume;negative(8:7242715-7752282);putamen volume;negative(8:7213713-7408717,8:7262216-7697061);superior frontal gyrus grey matter volume measurement;positive(8:7280040-7752282);thalamus volume;positive(8:7253865-7752282);white matter volume measurement;positive(8:7272926-7697061)	brain volume measurement;negative(8:7280040-7752282,8:7280040-7678891,8:7242715-7408717,8:7272926-7408717,8:7272926-7678891,8:7253865-7752282,8:7308355-7752282,8:7213713-7752282,8:7262216-7752282,8:7280040-7408717,8:7272926-7752282,8:7298548-7752282,8:7272926-7670420);brain volume measurement;positive(8:7242715-7752282,8:7298548-7752282,8:7280040-7408717,8:7320265-7752282,8:7213713-7752282,8:7272926-7752282,8:7298548-7408717,8:7242715-7408717,8:7272926-7408717,8:7280040-7752282,8:7272926-7678891,8:7253865-7752282);caudate nucleus volume;negative(8:7272926-7408717,8:7280040-7752282);cerebrospinal fluid volume measurement;negative(8:7272926-7408717,8:7308355-7752282);grey matter volume measurement;negative(8:7280040-7752282,8:7242715-7752282,8:7262216-7752282,8:7280040-7408717,8:7272926-7752282,8:7272926-7408717,8:7308355-7752282,8:7213713-7752282,8:7253865-7752282);grey matter volume measurement;positive(8:7242715-7408717,8:7320265-7752282,8:7308355-7752282,8:7280040-7678891,8:7242715-7752282);grey matter volume measurement,white matter volume measurement;negative(8:7272926-7752282);hippocampal volume;negative(8:7272926-7752282);hippocampal volume;positive(8:7242715-7408717);putamen volume;negative(8:7253865-7752282,8:7280040-7752282);putamen volume;positive(8:7280040-7678891);white matter volume measurement;positive(8:7272926-7408717)	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1829133E7	1.1834366E7	5233.0	FAM90A11P	CHM13_G0052997	ENSG00000233115.4	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11829133-11834366	chr8:11829133-11834366	chr8:11829137-11834370	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.183678E7	1.1842011E7	5231.0	FAM90A12P	CHM13_G0052999	ENSG00000254229.2	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11836780-11842011	chr8:11836780-11842011	chr8:11836784-11842015	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	Yes	Yes	brain volume measurement;negative(8:7363898-7752282,8:7213713-7752282,8:7154979-7752282,8:7272926-7697061,8:6985646-7752282,8:7253865-7752282,8:7280040-7752282,8:7298548-7752282,8:7213713-7723357);brain volume measurement;positive(8:7154979-7752282,8:7213713-7723357,8:7280040-7752282,8:7242715-7752282,8:7262216-7752282,8:7262216-7697061,8:7213713-7752282,8:6985646-7752282,8:7272926-7752282);caudate nucleus volume;negative(8:7242715-7752282);caudate nucleus volume;positive(8:7272926-7697061);grey matter volume measurement;negative(8:7262216-7752282,8:7242715-7752282,8:6985646-7752282,8:7213713-7723357,8:7272926-7697061,8:7262216-7697061,8:7154979-7752282,8:7363898-7752282);grey matter volume measurement;positive(8:7253865-7752282,8:7272926-7752282,8:7213713-7752282,8:7298548-7752282,8:7363898-7752282,8:7280040-7752282,8:7272926-7697061);grey matter volume measurement,white matter volume measurement;negative(8:7262216-7752282);grey matter volume measurement,white matter volume measurement;positive(8:7272926-7697061);hippocampal volume;positive(8:7272926-7752282);nucleus accumbens volume;positive(8:7253865-7752282,8:7280040-7752282);pallidum volume;negative(8:7242715-7752282);putamen volume;negative(8:7262216-7697061);superior frontal gyrus grey matter volume measurement;positive(8:7280040-7752282);thalamus volume;positive(8:7253865-7752282);white matter volume measurement;positive(8:7272926-7697061)	brain volume measurement;negative(8:7280040-7752282,8:7280040-7678891,8:7272926-7678891,8:7253865-7752282,8:7308355-7752282,8:7213713-7752282,8:7262216-7752282,8:7272926-7752282,8:7298548-7752282,8:7272926-7670420);brain volume measurement;positive(8:7242715-7752282,8:7298548-7752282,8:7320265-7752282,8:7213713-7752282,8:7272926-7752282,8:7280040-7752282,8:7272926-7678891,8:7253865-7752282);caudate nucleus volume;negative(8:7280040-7752282);cerebrospinal fluid volume measurement;negative(8:7308355-7752282);grey matter volume measurement;negative(8:7280040-7752282,8:7242715-7752282,8:7262216-7752282,8:7272926-7752282,8:7308355-7752282,8:7213713-7752282,8:7253865-7752282);grey matter volume measurement;positive(8:7320265-7752282,8:7308355-7752282,8:7280040-7678891,8:7242715-7752282);grey matter volume measurement,white matter volume measurement;negative(8:7272926-7752282);hippocampal volume;negative(8:7272926-7752282);putamen volume;negative(8:7253865-7752282,8:7280040-7752282);putamen volume;positive(8:7280040-7678891)	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1844428E7	1.1849664E7	5236.0	FAM90A12P	LOFF_G0002520	ENSG00000254229.2	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11844428-11849664	chr8:11844428-11849664	chr8:11844432-11849668	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	Yes	Yes	brain stem volume measurement;negative(8:7213713-7408717);brain volume measurement;negative(8:7363898-7752282,8:7213713-7752282,8:7154979-7752282,8:7272926-7697061,8:6985646-7752282,8:7253865-7752282,8:7280040-7752282,8:7298548-7752282,8:7213713-7723357);brain volume measurement;positive(8:7154979-7752282,8:7213713-7723357,8:7280040-7752282,8:7242715-7752282,8:7262216-7752282,8:7262216-7697061,8:7213713-7752282,8:6985646-7752282,8:7272926-7752282);caudate nucleus volume;negative(8:7242715-7752282);caudate nucleus volume;positive(8:7272926-7697061);grey matter volume measurement;negative(8:7262216-7752282,8:7242715-7752282,8:6985646-7752282,8:7213713-7723357,8:7272926-7697061,8:7262216-7697061,8:7154979-7752282,8:7213713-7408717,8:7363898-7752282);grey matter volume measurement;positive(8:7253865-7752282,8:7272926-7752282,8:7213713-7752282,8:7298548-7752282,8:7363898-7752282,8:7280040-7752282,8:7272926-7697061);grey matter volume measurement,white matter volume measurement;negative(8:7213713-7408717,8:7262216-7752282);grey matter volume measurement,white matter volume measurement;positive(8:7272926-7697061);hippocampal volume;positive(8:7272926-7752282);nucleus accumbens volume;negative(8:7213713-7408717);nucleus accumbens volume;positive(8:7253865-7752282,8:7280040-7752282);pallidum volume;negative(8:7242715-7752282);putamen volume;negative(8:7213713-7408717,8:7262216-7697061);superior frontal gyrus grey matter volume measurement;positive(8:7280040-7752282);thalamus volume;positive(8:7253865-7752282);white matter volume measurement;positive(8:7272926-7697061)	brain volume measurement;negative(8:7280040-7752282,8:7280040-7678891,8:7242715-7408717,8:7272926-7408717,8:7272926-7678891,8:7253865-7752282,8:7308355-7752282,8:7213713-7752282,8:7262216-7752282,8:7280040-7408717,8:7272926-7752282,8:7298548-7752282,8:7272926-7670420);brain volume measurement;positive(8:7242715-7752282,8:7298548-7752282,8:7280040-7408717,8:7320265-7752282,8:7213713-7752282,8:7272926-7752282,8:7298548-7408717,8:7242715-7408717,8:7272926-7408717,8:7280040-7752282,8:7272926-7678891,8:7253865-7752282);caudate nucleus volume;negative(8:7272926-7408717,8:7280040-7752282);cerebrospinal fluid volume measurement;negative(8:7272926-7408717,8:7308355-7752282);grey matter volume measurement;negative(8:7280040-7752282,8:7242715-7752282,8:7262216-7752282,8:7280040-7408717,8:7272926-7752282,8:7272926-7408717,8:7308355-7752282,8:7213713-7752282,8:7253865-7752282);grey matter volume measurement;positive(8:7242715-7408717,8:7320265-7752282,8:7308355-7752282,8:7280040-7678891,8:7242715-7752282);grey matter volume measurement,white matter volume measurement;negative(8:7272926-7752282);hippocampal volume;negative(8:7272926-7752282);hippocampal volume;positive(8:7242715-7408717);putamen volume;negative(8:7253865-7752282,8:7280040-7752282);putamen volume;positive(8:7280040-7678891);white matter volume measurement;positive(8:7272926-7408717)	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1852082E7	1.1857312E7	5230.0	FAM90A12P	LOFF_G0002521	ENSG00000254229.2	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11852082-11857312	chr8:11852082-11857312	chr8:11852086-11857316	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.185973E7	1.1864955E7	5225.0	FAM90A12P	LOFF_G0002522	ENSG00000254229.2	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11859730-11864955	chr8:11859730-11864955	chr8:11859734-11864959	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
chr8	1.1867373E7	1.1872608E7	5235.0	FAM90A12P	LOFF_G0002523	ENSG00000254229.2	unprocessed_pseudogene	ID_356	Human duplicated gene family	chr8:11867373-11872608	chr8:11867373-11872608	chr8:11867377-11872612	8p23.1	0.05	262.0	10.46	2498.0	5.0	1.0	0.2	Polymorphic	0.38	0.17	0.19	0.12	4	4.0	0.0	No	No	-	-	1.009016	0.973672	0.531080880070791	0.966635075779227	1.0	1.0	0.770057184251924	1.0
